,UKF248,UKF251,UKF266,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
COL18A1,0.0003265678783522392,0.035049327954058365,0.08273782393294886,0.017282060793890962,0.0006102452064396024,-0.06076825897890921,0.047874633131027904,-0.05596323526792396,-0.08411490672970252,-0.07988608526933391,-0.008389920642224904,0.019293987392505155,-0.04669609986896827
NODAL,-0.027569912869472184,0.01284936903326188,0.11044717666752377,,,-0.02823761283601446,-0.0387351308686076,0.04983689793044743,0.03318026854887876,,-0.02710140254429862,0.07869545086236608,
INHBB,0.027722248636488197,-0.043991455716145135,0.005326256971613911,-0.004313821900558922,-0.0036724374983236,0.015093525826063828,0.042162155896934804,0.02450236575657652,-0.0207127372012227,-0.07335544951209932,0.05696120183216926,0.04799959486422929,-0.052075354575237966
LCN1,0.011821403209247815,,,,,,-0.020643534969817863,-0.025394818850550754,,,-0.02002527750312102,-0.023771112160083076,
ARF4,0.0005628438400662014,-0.017591029496260235,0.09755623464042258,-0.0039693365429636475,-0.08413826334214643,0.02321707597178816,0.026063462071403903,0.015725961601302154,0.0002910179475885873,-0.10662677127505447,-0.03409053389962853,-0.03110136784872108,0.040742838141170364
CXCL14,-0.0699750240262628,-0.004549165186015025,-0.08176338591169074,0.041860975848001906,0.0787293107166407,0.017143974656534857,-0.05629296646585427,-0.05408111320294081,-0.07330779907282844,-0.052778269398055036,0.10520810587307229,0.05272665079547504,0.06004538345230975
LIF,-0.04463918416044674,-0.0159141647977215,0.006342570738057333,-0.028107275833247816,-0.035141175010166684,-0.02327020030333475,0.045669040233471556,-0.033300947573504124,-0.04468131859076711,0.0547232559830231,0.03926505059000727,-0.04944507414420029,
IL17B,,,,,,,-0.03585364983268801,-0.03037609468963204,-0.03317324310957412,,0.016851958623228712,0.02932130096317533,
MMP1,-0.018498718456983965,,,,,,0.05549564925433656,-0.04185703185571988,0.009118769147179961,,0.05542390018776072,-0.04256177567621416,
MATN1,-0.017617242297974702,,0.028624881584424236,,,-0.016723855162270044,0.030656928731716233,0.034163128315474786,-0.03525189327846948,,-0.006848444573641194,-0.02449283372036546,
ADAM28,0.002457679387023772,-0.010485246003062863,0.005810741950303709,0.06362217359976996,0.00450984498357723,0.006095783242607253,0.08013672632452164,0.007844150310399077,0.0025494879347219006,0.0588360656635894,-0.07230862785519894,0.04084742255749917,0.010139592757085402
TCN2,-0.01735731071213314,-0.03959628337352845,0.0702757309870085,0.018867395432599177,0.028142983843662518,-0.04048373753091458,0.03015337916759198,0.026557252876798994,0.001218629874569244,-0.0015754686917475015,0.006576657445021382,0.06147351730775042,0.024361990505046175
THPO,-0.022955996161934212,,-0.004554994908457836,0.06496294632539494,-0.0194515439716866,-0.01672385708338141,,,0.09419526194370267,,0.007088312974482225,-0.03670473822822301,
CUBN,-0.028747182166266882,0.024716923588969795,0.06761839489078883,-0.027276532233565836,0.09385317159494772,-0.04161563893789912,0.0031384635970744933,0.004801636530957167,-0.04342000999804869,-0.007358455255007247,0.09483045436597777,-0.05082644399702839,
TIMP3,0.017069936326551273,0.04091848734519321,0.047826080064018686,-0.027288762933180083,0.05648073174491109,-0.04388877098364664,0.09682812240123595,0.01142793667668911,-0.050380268828073366,0.006876051194480589,-0.04656169824898157,-0.008078014185100834,0.04020331594402257
PIGF,0.023338966108533567,0.0031485158736130744,0.07486520397578338,0.002497221167128717,-0.02128678272596507,0.06868437759690153,0.02106633221520694,0.05943558904099528,-0.0027234426396744818,0.008619481854378374,0.12419234003093282,-0.0014906537237691024,0.049640858881300313
CRH,-0.015720605826031145,0.005019905220559031,-0.017148915446042964,-0.008236714761680133,0.041221942800369935,-0.02287392900343374,0.02527084593898307,0.0018826060615315878,0.02731316830189707,-0.04551535737265471,-0.002362761936725065,0.03288210777691497,0.07405748309331325
BDNF,-0.027043724355645695,-0.014118648708126541,-0.028286720919612603,-0.023074674549345173,0.058361909810343435,-0.0188353583813368,0.02210070080440562,-0.0006042768077761334,0.025644355992412337,-0.0420977170556249,0.06084844825093299,-0.03939407274596283,0.05474989895326058
CCL5,-0.019577297505641154,0.06016227647900185,-0.009777235114161027,-0.02826736380897666,-0.030122580882707504,0.006582786527565438,0.0035860740901881086,-0.008123024541003936,-0.04641053976415649,-0.05609968642760773,0.00904673707054909,0.007821713480181054,
GAD1,-0.017641119121700393,-0.021928441739949373,-0.035202607257928606,4.187370230558662e-05,0.13906639752340866,-0.019762247205568236,0.03370947158646001,0.0663811345731056,0.08726081086937074,-0.08264828951329774,0.061921410179611,0.019779319677400847,0.07586175398400007
COL14A1,0.05999011208146556,-0.003101718996502925,0.05141911706039638,-0.038311166313113564,0.005755169281784235,-0.02364684361929658,0.13013402341499547,-0.025174811417152713,-0.05382393284246845,,0.010447268725172192,-0.027559772653216845,
HLA-A,0.02290807224094436,-0.015485790060892573,-0.02428651697510771,-0.011461049081261443,-0.10487395375139891,-0.008613800745767062,0.02433079544299719,-0.10671172978502366,-0.05015174929373944,-0.011165700935802709,-0.007341067036185187,-0.06759359466920094,0.0191788517807343
CD5L,0.028464054038644306,-0.015631213936297447,,,-0.03640502559168566,,,,,,,,
FGF18,-0.014224305221364118,,-0.042144077053505355,,,,0.011991249093922903,-0.039641404480525444,0.012040372009854035,,0.021398283083921915,0.0789327989985879,
ADM,0.015506195778728521,0.004148524601998313,0.07427788160779601,-0.05417841763986871,0.021046299742706803,0.012317744266942477,0.030755932867724628,-0.03007387523994188,0.00447525389725091,-0.06872981861242664,0.023872074270897024,-0.0667365127187363,-0.01649755119746054
CCL15,0.027815914548201027,,,0.003918154083186448,,,,,,,-0.017174632339225556,,
GNAI2,-0.01392193735226715,-0.04366385480661097,0.08122821974724821,-0.06348117536761334,-0.11178883361231533,-0.009956187190245049,-0.04958877541283783,0.010819709695280533,-0.029473054866600755,-0.08814856201091521,-0.024202714062813557,0.010054300496944278,-0.07817219337593573
HDC,,,,0.029974208320273654,,,,,,,0.02298396348740621,0.1221668917480529,
COL11A1,-0.0005614188259917654,0.040395988633254054,0.117136613940143,0.03370362333401035,0.05513135333447005,-0.007855839653363245,0.03722894072960044,-0.009496720409739546,-0.05432675577173042,,-0.016018223584560447,-0.10963070408625035,0.004939697392390601
NUCB2,0.07182824006047804,-0.04866259472139988,-0.02272021393402958,0.04890806066510036,0.08959199643712172,-0.01747493532144812,-0.02628047119293315,0.03465689054995348,-0.06901283157903895,-0.07974563507954727,0.019712547036583802,0.02977541694581881,0.04352346809026066
FGF16,,,,,,,,,,,,0.08504457025186153,
CXCL1,-0.0061160895021685055,0.0020801824332590123,,0.005430611115717956,-0.017652030137378785,-0.022687927117432286,0.030148606167240247,-0.07872840034660769,-0.04995092702853529,-0.06979717428541626,0.02853825111358234,-0.027034089254651436,-0.030864713768871073
VCAN,-0.016684849242623586,0.05592954546555681,0.11946248050726803,-0.022746966282476917,-0.025888395350196908,-0.02450304595436049,0.024011201513480244,0.08305859493463819,-0.03772730490950584,0.013712758294889934,-0.06252267874456137,0.021267490673049883,-0.07838066455893264
MMP7,-0.040466251774665944,,-0.017226835181124618,-0.01153428624950115,-0.021423835645826665,-0.0258484249215274,0.03621661932331609,-0.05304694561043293,-0.02548622201530299,,0.018423569326620155,-0.00013159080484887492,
PTPN6,-0.027570329325254356,0.008948813253096894,-0.008432732038941345,0.05343038141647743,-0.06121604481549752,0.03237198076231359,0.029746132552647082,0.05273819148387583,0.05975478875609609,0.051272257980239204,-0.024470614111721786,0.016170413752122286,-0.05852290389066408
PTGS2,0.05131431189980425,-0.015110186226917809,0.04070948600471958,0.020646945102604602,-0.002015333479824487,0.1249434683023919,0.03636749802519317,-0.015084507591055212,-0.014659309724955305,0.020258863868087146,0.04282600280135499,0.04472274569228815,-0.027988978030981704
XCL1,0.0026039177826909883,,,,0.049647885754392496,,,,,,,0.04409311702150387,
CD58,-0.013338376908855618,0.02826338853380473,0.07064050973363915,0.00015836724583705638,-0.024985100578102385,-0.02434821334499972,0.07930055016999155,0.019065169855326837,-0.053591252054970284,-0.055012338982214214,0.04728767147771854,-0.040359286166833284,0.03274273089113452
TNFSF14,-0.017357948416864104,-0.017658658140406264,,0.021814469586210243,-0.06102280987791,,0.08798770784620134,-0.043217358122748024,-0.034929295358343514,0.06650250139878561,-0.000591730636262763,-0.02619068443659206,0.03784904197266642
CNTN4,-0.030517359596365635,-0.013823141260830821,-0.02485149915482965,0.006242867806110248,0.12033866701338818,-0.03930996921660744,0.0325320589747507,0.04501682553217877,-0.0026514586200572857,-0.036117877349849434,0.059834722993049275,0.08507151142999722,-0.046787612268809606
INSL3,-0.015432185908649509,,,,,,0.008107464569389183,0.05783638892172074,0.049802763821283534,,-0.02351596732052853,,
BTLA,,,,0.027212645452717735,,,,,,,-0.02273876458508534,,
MFNG,-0.0031922751838539187,0.027852999941723758,0.10827267819136606,0.056920199186517854,-0.007214810324528176,0.033938920858806045,-0.03623971805694327,0.001157230369939259,-0.002401706424183914,0.003940427548648895,-0.006583534050935567,0.05118358813171947,0.09695441742190328
ICAM1,-0.04599818166490525,0.04992802583443661,-0.008959938727921833,-0.006388664215741367,-0.002246650823666328,0.057018742124959804,0.05678619377278117,-0.0335858469374152,-0.006571274245065532,0.06831232070535928,0.05957938141993748,-0.08954508863721782,-0.05971911640579261
PROS1,-0.029956861063548078,0.04142779921607243,0.11436951914240341,-0.04536077823812771,-0.055225571874570695,0.009352855856300088,0.009292954340738933,0.04046101886096598,-0.018450558900867695,-0.007544052432304629,0.06418901032209826,0.018243026675817325,0.17570421832765892
CLCF1,-0.03962585208034895,0.003094308104946402,0.1277790922803619,0.019868212952340026,-0.025646480190476724,-0.035884848926015865,0.02709684239289207,-0.01093747588282672,-0.06584930333664075,0.09601782406827097,0.03239269027610434,-0.05124352718989816,
PSAP,-0.031237963875830797,-0.049185903440555075,-0.1001051513868187,-0.007630233593530532,-0.016813765776198947,0.014830036945358985,0.04831270565311659,-0.10288916080891942,0.03095534783371423,-0.038373217950884796,-0.005733887457287657,0.028326313125249872,-0.09951385220398284
EFEMP1,-0.03331534700276621,0.039318151795703575,0.026667539201281693,-0.0350289289468459,-0.10008981713769909,-0.010948265031251935,-0.02523587200430534,0.03130756312630779,-0.0030627423281152644,-0.04442527284424827,0.02566279999535427,-0.019003693120868373,-0.06082314299435649
C1QTNF1,-0.03363638659297601,-0.019084166078903685,0.1142526197145265,0.0006808880230271306,0.07192955418761775,0.0023880796089798366,0.024768549220637568,-0.06032620958331466,-0.026542703776237127,0.002984541924271085,0.046569231081756736,-0.03841026780804843,0.08597081558363151
ALB,-0.023858562116501437,0.07575184627057586,0.08507284785071464,0.0007058879361613677,-0.03216632722150525,-0.03618203575332578,0.0397531753644659,-0.03500718131090743,0.04433858162490073,-0.048206006922791714,-0.02659092787429106,-0.03467743976224597,-0.011257193567132225
CCL13,,,,,,,0.029532282979585493,,-0.0019649038794231134,,,,
EFNA3,0.02744593788445431,0.017146766478862534,0.008336542686605886,0.006898935649332338,0.08001929128831771,-0.050961265537047176,0.10838636963422855,0.06329958760424287,0.05109544897548105,-0.07743238235235166,0.04173802448971547,0.12286742963007832,0.047272594762552266
DRAXIN,-0.012037409930090873,0.05464330753970855,0.12255473359036978,0.027434271422175537,0.06362042600302728,-0.005682135647455381,-0.025534803182045828,-0.004133481881026895,-0.01187261380029722,0.0858349879341676,0.05861897486762164,0.07998833923576296,-0.043563053806454165
RAET1L,0.07213861928973976,,,-0.01843080031589834,,,,-0.008481018044785097,0.036834094067221365,,,,
NPTX2,-0.00396341488989738,-0.05058517227075389,-0.09702235482464175,0.005176931354174981,-0.04428481467771931,0.04729537189495694,-0.021591585746335695,-0.005424814969364686,-0.05077519462681793,-0.10335168062588934,-0.01578982955677259,0.048984666979246,0.03375429567128117
FGF11,-0.03132437263957486,0.028339110982620323,0.06701409400093067,-0.03821840871137983,-0.0461241880964495,-0.005478499121813182,0.06591954210008782,0.03974229331617037,-0.016174994157806346,-0.05871767260453598,0.06016186872269446,-0.03622408907043707,-0.006951290158523781
CD59,-0.02129136306196179,0.030400470179880224,-0.14390292675755037,0.021298653067999926,-0.06291856530678516,-0.01999063591988679,0.03936760811174632,-0.0004616988335909311,-0.04564113984611619,0.006782435413814018,-0.026155303403544168,0.058599122627904225,0.043276888359176716
COL9A2,-0.046561086434211585,-0.02061435658537225,0.05535232824699394,-0.017847365288368066,-0.022418690792788822,0.03568896580345435,0.03728933196830867,0.06631473534272385,-0.03982901467019307,-0.09599735519612669,0.0015928743839452005,0.05207775988507527,-0.11989917108233147
DLL3,-0.0374910910800485,-0.03626730895072807,0.03841823609746285,-0.031975840872801406,0.02950073138115964,-0.022446933859794065,0.07051713473048045,0.11466876780697668,0.04053093175061719,0.02353005787676994,-0.004344100839866496,0.01046828022754816,-0.05128136110057866
FGF5,,,,,0.00533688415943257,,,,,,-0.03170738646670302,0.010826208387615766,
LIN7C,-0.013018106543829204,0.05091004066984697,0.01793267086144828,-0.0024366120315167388,0.07900861763340664,-0.00411316059487478,0.010340465917052817,0.04914559925988951,0.05678918662821916,-0.03588968233070953,0.0462234562107904,0.008563892235743201,-0.023063201712355985
GDF7,-0.028350436189479453,-0.014833214211385285,0.09193127357438224,0.018142374454291975,0.050965999936794834,,,-0.02176966122915489,-0.025153541645065128,,-0.033544402553697866,-0.010319800218957988,
PSPN,-0.0356053877679811,0.047515477333717214,0.06355766228019154,-0.019124758105488218,-0.017536338103588237,0.03766199510531101,-0.04124315209198916,0.08160855600468932,-0.008561703536177303,0.13775413229804448,0.0626850041815934,0.04969281991140279,-0.006856613745413518
ANGPT1,-0.0036473969744390358,-0.006591090740200154,-0.004072223485439615,-0.0020704491221661537,0.013303846350475186,-0.02650426714197255,-0.007956317219090377,-0.0648269385243402,-0.04053282949068516,-0.0008337779108454332,0.07024213935925462,0.03357056176117665,-0.007616123860820632
PNOC,-0.0735080229973552,-0.00863513363728215,0.03177074740767844,0.005844392196839699,0.11691708784732548,-0.012696661533740028,,-0.023149953509135356,0.022258165773546015,-0.042097739817504254,-0.02427066135387846,0.08179695118707699,0.03767473146329973
L1CAM,-0.02908525405916394,-0.009726708526567557,-0.006063637866931832,0.04867542921195657,0.0917694684067054,0.001734179598214676,0.0020037643045488877,-0.022724014365611236,0.05457167738229478,-0.03106814054309542,0.06712861098600052,0.1038067189398515,0.13715715939274578
APOA1,-0.044368277128810744,-0.020542010362747217,-0.010917827174127771,3.118518651492402e-05,-0.054912956790746495,0.018592676460177156,0.028451275501257957,0.01387283505838765,-0.018835683383586096,,0.029263109913454183,-0.07613722682931118,-0.027997841193151057
PSEN1,0.014379355247389022,-0.0015808800328422584,-0.040071376469803334,-0.0010088746345307971,-0.07085216974085475,-0.008065988674001181,0.00644643522653515,-0.037507616883464705,-0.09604572243429091,-0.03852279971428649,-0.012134946536207917,-0.022221372094961556,-0.01632898351790891
CALM2,-0.06588699188387609,-0.024777108096452026,-0.07159305482714974,0.038174636068536716,0.07439321055172021,-0.015605217189504148,0.06537526173621483,0.022917035013569106,0.08259162097761041,-0.028464216903312547,0.09616484103335343,0.0942225956627678,-0.016309483823780013
CLEC2B,0.016341041196849367,-0.0049120231675923625,-0.044082520133296964,-0.037167863558519115,-0.011736484986735555,-0.011433893912207631,0.022759312295057302,-0.016309728980447934,-0.05738513190040317,0.0583893841516726,0.025756499413004542,-0.006976838950799263,0.12809594627015264
NTNG1,-0.020960670802118764,-0.02207060200250898,0.03845650810027556,0.008592000191816454,0.13227889848709276,0.04711930237696501,0.010752444209534603,0.06669776743432634,-0.055737100736580183,-0.05748390072942055,0.043096512109993046,0.051593000845636616,0.09127811522025019
LRIG1,-0.0076507188577604,0.05893693707271226,-0.0661193686778451,0.023049037082651085,-0.09668511321197308,-0.011908472759532026,0.03202617752913324,0.0845371420002647,0.00726701900121596,0.019244936864777778,0.06382752295031807,0.018628723659918363,-0.022152107412698175
CPAMD8,-0.02415308486382638,,0.004812481542090554,0.008409192415190083,-0.02348290137361444,-0.009594449894505667,,-0.024456456261830965,,0.04120082699422044,0.04411495921348405,-0.026548152184493835,-0.07975319622324949
GHRL,-0.009254518403260942,0.0683263012242819,-0.03796831709141265,-0.010602576086026287,-0.022979826631811928,-0.021344169163642367,,,-0.039055420019935,,0.018887796770619438,-0.023402472385324006,
NPY,-0.010158050934628448,-0.029862817104748873,-0.07189497109166092,-0.04996022096192271,-0.016926279389138682,0.01358564009789463,0.0021718920829297173,-0.02559093714531203,0.01217638809463807,-0.007875681363640842,0.04174939931858811,-0.02767290743048856,0.05848556774313536
MMP2,0.014429682257917556,0.009579790332482881,0.05754293331924314,-0.003568573742936911,0.036505008079144086,-0.01818189293132566,0.10527824681339577,0.006591771921023986,0.06892624376610487,-0.020153715804768373,-0.019224338019997546,-0.02251894733959031,0.15523632039491633
PPY,-0.020271168778332654,,,,,,0.021772802999146655,-0.035930653345204636,0.041016308475029475,,0.06433929705128627,-0.047524446359438845,
ALKAL2,-0.022545040073669906,-0.011906084682178995,0.02953892015106282,-0.008524241023175937,-0.015913616527696146,0.0102038821806534,0.05502054071957503,0.04927079234897775,0.01660088056593235,,0.04377987919393763,-0.007824196023141565,0.07999665142319842
CSF1,-0.04725724528526218,0.016354289625936193,0.042649649815337205,0.02154355435927224,-0.04808032208719993,0.02077535389045087,0.03480897660457817,-0.026164725533079882,-0.003934616947956548,-0.06165361959090468,0.009993173457013322,-0.00012439000919057687,-0.09980356755856191
SEMA4C,0.02996764886508903,-0.00440142063043195,0.01640517278298815,0.022624689868319607,-0.01669345323645054,0.014874196378229074,0.07463463618661738,0.02671666175923577,-0.022857089527106196,-0.006909940104899811,0.07272106600184493,0.044721752414924126,0.04481753538697438
BMP8A,,,,,,,,,,,0.018975027323311768,,
ICAM2,0.02053944590680409,-0.04236284520402895,0.023323239636254538,0.02198620188129849,-0.018088602961618006,-0.04189589376253596,-0.0018598358004193044,0.12381263487061754,0.040996710739241785,-0.018624293403803026,0.037111094278594055,0.01588044592752053,0.21953055800059804
SYTL3,0.00799289572225641,0.012760497790018222,0.06890281181208312,0.010959585863881044,-0.04890773661154682,0.05000042202841013,0.03974988089268294,0.029439833190852,0.0009665684524998253,0.069268935346467,-0.05608062976630402,0.06271324712111391,
IL1A,0.014326797888388669,-0.01020931571590783,-0.021795004378481368,-0.02901409670831636,-0.02777256093714978,-0.021668782042793846,0.08032519862490586,-0.003944858013662859,0.08008295318406426,-0.0661505488236237,0.025067489323717423,-0.015563806401946309,-0.05387580377077641
HLA-G,-0.018498714538431306,,-0.02755504653422279,,,,0.0434522949346361,-0.004466685185154403,-0.014650478318273423,,,,
PGF,-0.03542497125989758,-0.03774685415803888,0.05389094813784073,-0.01532066977640079,0.05351818344292981,-0.023595401133527778,0.030638773213582493,0.04209919178182904,-0.017371892523634656,-0.055632309991935615,0.07076698813930067,-0.0016666765276153652,0.07836546804211467
LGALS8,-0.0014520047190815946,0.009412114721213246,-0.006119897879370993,0.05554058872182898,0.05724596074479847,-0.05967937744687406,0.01564605072754871,0.013200255970335662,0.02955463224321108,-0.08357145340996248,0.004929654256620169,0.06471152325081048,-0.027664872282217003
DKK3,-0.052732452729532885,-0.08144370458729933,-0.10322261175958716,-0.008789210683193228,0.11042174146322434,0.0032409966998245892,0.08251060709821637,0.0556964809665402,0.009867404695218544,-0.01292103933524948,0.0352499122154957,0.1244537138565584,0.007395818251231446
COL16A1,-0.014441106787097138,0.007663443589887539,0.0854158090407329,0.013251226487017544,0.027904830497138947,-0.02282923787468794,0.10663294455206906,-0.03958174212409188,-0.0045057077758724725,0.03702154715586973,0.004068518655520446,-0.027585458690736232,-0.09310044777817407
TPH1,-0.013582754525664842,,-0.02919841437036836,,,0.113973012489084,0.0068149292479926975,0.04353149952225308,0.017607230096774902,,0.031715311798687425,0.007836264489996409,-0.02677515104079534
TNC,-0.0652178662425163,-0.037909677572480344,0.07732727071980523,-0.009788532539848436,-0.07275965520983693,0.012617721426180221,0.00631150785086493,-0.02469462656762392,-0.05170491635487407,-0.01724219722443003,0.06226689449065009,0.03454157522274529,0.02221416242143207
TNFSF9,0.005409999726076395,-0.019909687877683272,-0.010605095523718236,0.07252798647194872,0.029537761142365452,0.007627614153420708,-0.02385874498689913,-0.016469616631793887,0.040180913324100925,0.0672591996919124,0.0539807632025568,0.10926721242659895,-0.057705902792515675
C4A,,-0.011732912782153706,,,-0.024795931865854298,-0.017691896415026654,-0.028023105705495047,,0.03785107777593143,0.07936113043385201,0.1042339055303879,,
CNTN2,-0.08125834117743319,-0.008772635852929258,0.05262029023708979,0.053720141846669865,-0.11844568525251478,-0.010760371454314889,0.05652553510743608,0.09715203170583854,0.036188563488469924,-0.002875588778464082,0.0082891685002617,0.13808347978434352,-0.06726844563918
F7,-0.013251000725784756,,0.003144397832779357,,,,0.013016437066727568,,0.06931172747053234,,,0.15995599051436138,
LUM,-0.02420925366872433,0.057795155697874696,-0.008106834821380067,-0.0014387774469484256,0.029465558291739493,-0.05683967003619738,0.014979511120553733,0.028130564203983417,-0.032855784782211135,0.007052748483983291,-0.040450376225897054,-0.008587947396668147,
BTC,-0.01202181769100787,-0.0183599246292186,,-0.06384103831150958,-0.030219460384334394,,0.009135556859986977,0.030170878586811237,-0.02374524311152656,,-0.036491512729302254,-0.011973791218652703,
APOC1,-0.005758077870338944,-0.009183191515843599,0.05363964724014787,-0.011133030978327331,-0.14344141255218287,-0.0042615339802189395,-0.045994487524570166,0.04054908394228547,0.04788742531994547,-0.08185919224320301,-0.07827211941934699,-0.08155928943117716,-0.06110921652898306
PKM,0.008801311013143432,-0.015352928265022135,0.00833043016865811,-0.011285356478873044,0.060055433507455486,0.003650270408031178,-0.01346978247514621,-0.09383167604378455,0.036270134399861834,-0.03895845406048604,0.04515488760515,-0.02281288469709413,0.12389817533962708
TNF,0.04124026864801145,-0.026051945648902293,0.06667121145751255,0.0002639300353391326,-0.04127937893727134,-0.042026247396625846,-0.024792712557155604,0.04184109777241201,,,0.049541906514692764,0.05241763370327683,-0.05692658387892632
GNAS,0.006583189325396852,-0.02725138596386352,-0.02139838097274414,-0.006266411923183417,0.1354611270102466,0.02687883619287511,-0.09542454510304361,0.09955803286973727,0.02240767632764852,0.04707671954376444,0.08501419191607862,0.08596318841543266,0.15009906689664207
BMP8B,-0.0211280719856826,0.05068755799079138,0.07298458923506591,0.06978367618797307,-0.07880040028992433,-0.014793375182884578,0.03601180591902501,-0.007654446113853638,-0.0054619349725297545,0.05884300417497959,0.02577614075730228,-0.03303800282483925,0.08379457887138056
LIPH,-0.013582751181696873,,,,,,0.027735787548296392,-0.028313027437012292,-0.029336292874904767,,-0.03060546599248898,0.011160384427752605,
CCL28,-0.019105829134415976,,0.05818504752501176,-0.005322577396142079,-0.03080039725732355,-0.01596113318047093,,,,,-0.01638951195943352,-0.024651953575287277,
PTPN11,-0.01097573303668731,-0.03094680600549794,0.015366073884269188,0.05279344538438603,-0.023202787400119315,0.008909805213929272,-0.06239253930606799,-0.04505268387502625,-0.024685190410821733,-0.0372852690340638,-0.018883444072130207,0.032308280556527444,0.023271839107282033
ADAM12,-0.011419171325300691,-0.013971631578272333,0.06580972190934661,-0.026308263616962844,-0.007082141821292041,-0.006589174847993055,-0.004604282548721186,-0.027413367339257474,-0.011533686679845376,0.14464876536257515,0.007990523251249517,0.011475633800470774,
EPO,-0.018250801348433408,,,,,0.013025650603548659,0.06847470374591362,-0.02940523739714302,-0.01293400174106227,,0.07860032117035114,,
EDN3,-0.023660508754783396,0.013005810634848394,0.024993229284574113,-0.00900768396713552,0.041216232485909304,-0.020334107657785754,-0.006255537811629031,0.052121224021844346,-0.026204923045131643,,0.02325599361531831,0.023468921523806488,0.06886276438309863
CCL22,,-0.014833213852193092,,,,,0.04372823380306394,-0.02689063935963007,-0.003962499039083301,-0.050272509762643657,-0.026932192833816756,,
CCL2,-0.04621269833503485,-0.020467737128315903,-0.043388692808244124,-0.034190299059686256,-0.05916550264367722,0.020911056303450838,0.024949049407195546,-0.05655800832296645,-0.006250681587855467,0.08905875582507433,0.0020819399760468923,-0.03693499437320612,-0.08316308592624572
DSCAM,0.033623887993737805,-0.023972207785445628,0.08749864385529565,0.0027372321541541656,0.00256009316236526,0.016887157699041016,0.04658185487536671,0.061004248333459715,-0.02326477937216194,-0.12114094777893997,0.06559021089855424,0.047104557679158686,-0.09080126568783124
GPHA2,-0.015138666367284087,,,,,,,,,,,,
ANG,-0.0018693891120805444,-0.03651658581836377,0.01918233695536492,0.026488889688038857,-0.016689112313447583,0.004757538419219734,0.04303008800076037,-0.009777000423501095,-0.02795922413302294,-0.00851981399820344,0.029340327927093186,-0.035172508177401064,
FBLN2,0.02124008095353936,0.03476502904081995,0.020852261628193373,0.024229119972410302,0.03566822301574427,0.02586366071258336,0.051667055147591096,0.0042537970511664115,0.0006132332348551611,-0.06364053589269968,-0.04239404393727798,-0.06096836775901468,-0.027392666696553
VTN,-0.02567613328428219,,-0.00207992125325167,-0.0044729333040073975,,0.06527265925310471,-0.0312471423260745,-0.020677170147337467,0.00812093746710002,,-0.028423600413872815,0.07542326550965987,
VEGFA,0.0031038140009235085,-0.032806688157768306,0.09697915419344963,-0.015881914129473106,-0.024902957142159236,0.025890460784247265,0.01410797367316742,-0.03656991228927183,0.011169678767955523,-0.06494897469645915,-0.005212022240649771,-0.11095929537561872,-0.07031392987856082
F10,,-0.016931175424247706,0.012261771125657083,0.023649844996999427,-0.0025593263895922315,,,0.024845591641805616,-0.025376913052567916,-0.039680155468945086,-0.030770602687953494,-0.03362425135231907,
SERPINA1,-0.03172341833571519,-0.027898518377026487,0.05511447348886459,0.023917575474583765,-0.1192992096621717,0.05207923790103196,-0.022936906854205713,-0.04337817224021456,-0.05763879048558396,-0.047715206721462684,-0.07889903343041343,-0.0725187432825788,0.04270287887249373
VWF,-0.03034212902725833,0.011651722407400155,0.021124720925399586,0.029377332513783057,0.035891875266670564,-0.033363779799810894,0.01673580858573112,0.006380513018692408,-0.000978667974549193,-0.05121644892687052,-0.005277196492417999,0.05268518585651956,0.08165421763660863
GDNF,0.04530936548352849,,0.05689838808931241,,,-0.020126431256341733,0.10086313039659593,0.0564351771723983,0.04316327170414886,,,,-0.03788747474752604
VASP,0.017388611136262198,0.04669491419917259,0.07602710276416785,0.028155754097110165,0.024462224387387897,0.05827600624282984,0.012700353609556982,0.015009347080686677,-0.022917266462554764,-0.1305081861335157,0.045426438760677354,-0.0456085382514355,0.03858139607797708
ADAM15,-0.018699084722130756,-0.00608603352478117,0.042936426299505934,0.02625778098655131,0.004754013491163486,0.013690493582449094,-0.007021757113770157,-0.00338751324461474,-0.026282965622435876,-0.08656879803826434,0.01580447397830832,0.12249898427603492,0.067165092570048
WNT2,0.0833937155008645,,-0.00776702265849267,-0.02165475169205504,0.027694573423103986,-0.018835355664533964,-0.0057922328893279555,-0.030200651751068175,0.022679943163466085,,0.07186556718600491,-0.0037728715987393434,
CALCB,,-0.021459805275801633,-0.029595706871562013,,0.0661159190147904,,-0.014988503614938854,-0.03576771948665526,-0.004879693791670626,,,-0.03934542398944956,
OLFM2,-0.026835354431109664,0.00652734104651592,-0.0029264110541972967,0.02716054154519181,0.01604135211223538,0.021945640046438675,0.047855764878568206,0.04986722163141842,0.05855789088567351,-0.09505577195544176,0.06569226388241661,0.00417513455604375,-0.028377481219341378
MFAP2,0.06350923792998757,-0.03221369646161984,0.05355648548372583,0.058573218212261094,-0.02714896810231017,-0.031883211251801755,0.07247791480094183,-0.006745816181008028,0.03841891189439214,,-0.02066867320225851,-0.03239442487798889,
