,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916bulk
RSPO4,-0.0016653806489046459,,-0.012643109835243981,0.010983254443412934,,-0.01477727238263597,0.09447705288686496,-0.0808354928270869,,,,0.04833429100320214
LEFTY2,0.08633225820978174,0.11771492392188834,0.004488403875546354,-0.0368419166577722,0.06123260947911205,0.02257227339550475,-0.011777378662524476,,-0.026573306446894412,-0.019548630798444114,-0.018164993791159705,-0.05453298061581736
PF4,,-0.016518101424714215,-0.014415320900366025,-0.013406740407732841,,,,,,0.036719317785612424,,-0.025330282744199052
ANGPTL2,0.06235704169228163,0.04497895622540647,-0.00427274218529857,-0.014094214691790537,0.06172246606813212,0.04712186728161877,-0.028501875300788515,0.026728230361824944,0.030981788459883752,0.03312707882279084,0.005314749111698275,-0.06096812511884985
LRIG2,0.08172735955171315,0.03508971067243569,-0.04322068146079541,0.004034521807814058,0.011756961401121849,-0.045628383620225435,0.024221670707255567,0.00519830624304469,0.04815603126097082,0.08494192000514944,-0.04730252731293236,0.08454282048482097
ICOSLG,0.031238073442534292,0.04239771145186063,0.04889838931294677,0.015253882734922094,0.0017783777663178918,0.01959597017983755,0.007576809447022322,0.08437385723131742,0.0694795295355269,0.04732364208156359,0.028811155769044878,-0.03150058867184373
WIF1,-0.026232328015970873,-0.006607334914395425,,,-0.02974853478972065,0.08546124933456421,-0.02021189329277352,,,,,-0.034560665350324364
NPPC,0.01848193757434161,-0.03469539863901311,,0.04943579542442827,-0.0011562950620084634,-0.022244158654144197,-0.014927032927125322,-0.02202660480854736,-0.024898965781411812,-0.0015233243299372788,0.014751160289612418,-0.024976623468835765
LYZ,-0.03736861063762117,0.04746362694772301,-0.04186426769364955,0.0007516244781470604,0.026420150620531622,-0.024318050390942567,-0.02752908456511219,0.048291722665377866,-0.029077650203437114,0.02450707944888098,-0.017345306853274598,-0.04064133650560112
EREG,,,,,,,,,,-0.04951571546200842,,-0.029162659098901957
SPTAN1,0.040008113003569074,0.009807945595031106,0.02642041506566445,-0.027477313634097843,-0.09634573484749526,0.041668250501805046,0.021581030996514684,0.026618670010521532,0.0930804223521694,0.08858350591103739,-0.00469150489835479,-0.028637424814111256
LIPC,0.02820574483520912,-0.0035087724990473406,0.007807000142966311,-0.02409291101122986,-0.0025728418573715125,0.041260282093835705,,0.025668291757571016,0.018867679047529968,,0.02126822253628622,0.10391347328819861
COL8A1,0.0709918093994301,-0.00728129672303753,-0.017058469317513415,0.019299373858281982,0.0173304252569955,0.004038333708712649,-0.009278236624863096,0.050082898878987474,0.025684269573500552,0.015863268300865024,0.004765200683447265,0.0817200166843235
GSTM2,0.09595257698846273,-0.020928606099310337,-0.031587691287738945,0.031141063697509973,-0.020458579976258908,-0.026611203994444756,-0.031746213420989315,0.04504168786927072,-0.03693686017004659,-0.039195686854524965,0.06520890254826006,-0.019557673326318636
SPX,-0.016945463853706093,0.044217944476240785,-0.002698842720929842,-0.01717480941681366,-0.05439980358370308,0.05545163807055261,0.02609931613414297,,-0.05878022076695756,0.001439050404745524,-0.016623294827080873,0.1267780547947319
MFGE8,0.07078595235163809,0.043464853566231705,0.03203126031885586,-0.021303510356686817,0.011987318121247384,-0.026124160999166045,0.04711445726550335,-0.04592977210576504,0.0329619954823742,0.025575264987582804,-0.006570214334855447,-0.027675387145793706
TGFA,-0.0532854864010939,0.0337478765550387,0.0058029332601085715,-0.02235718520901213,0.04357357403825798,0.020606367244584804,-0.009435659914147698,0.1181573332992233,-0.014186490235149757,0.07497087607027185,-0.04742188819515376,0.01801099043152806
SLIT2,-0.03959492226153447,-0.017498841175427632,0.06408014449938866,0.054054372818189686,-0.014707286096861418,0.07605654886564618,0.02480147670709489,0.012756680461340963,-0.02815852830076254,0.05766703785289841,-0.01013046532410337,-0.06600189373170828
PLTP,0.08992410745411655,-0.03052806251886431,-0.050322751281398855,-0.053881594817618644,0.0064626253116964235,0.023140998019846034,-0.00793815099695138,-0.029853951997902937,0.12699110212323655,-0.04709066303023742,-0.03134045579856958,0.02661843808653443
APOD,-0.051953845478073135,0.028401125092642927,-0.02839972711724524,-0.02063018729772123,0.08208766439129221,0.023910149054116044,0.01705197185632965,0.13413539999022311,-0.10822301128326005,0.15349494826104093,0.03584957491095548,-0.005002534733176409
B2M,-0.023055797795439224,0.05657259161317119,0.0363518599941831,-0.04254468393695442,0.06562103237852782,0.038059204718899384,0.010391863382785993,-0.017221686578460457,-0.0019019145912510908,0.03243323364233619,-0.028412121126464338,-0.07435945278493702
OMG,-0.030356826165616795,0.04697425011712423,-0.04131426419992265,-0.0046712470556154705,0.05847855187897756,0.010672113018347213,0.025996475619631455,0.10331938910380235,-0.01734643484451422,0.12695592103453462,-0.010977056752541655,0.03820411565665544
CXCL3,-0.04667774555200854,-0.04079095416216762,-0.0185088705518562,0.06895718832435808,-0.02036569075973874,-0.014968417382947873,-0.011490346717354837,,,-0.01490442084763747,-0.01850606255886726,-0.013331103772410435
CXCL10,-0.06561081798660107,0.039783284593004314,-0.0026769780352426187,0.027284131318709614,0.042811205317251,0.04134284361069097,-0.01745467766168031,0.051838789992064864,-0.03358571185592108,0.11831465778714496,-0.02493161370495663,0.04324341393403919
RSPO3,,-0.021630085909665732,,-0.015569313452429942,-0.025470496314574015,-0.022318836142825735,-0.006889333974363809,,,0.04401093495374971,,0.0028706811028863894
CORT,-0.02833367992236419,-0.025042072106961674,-0.013059794769129638,0.05426122491071121,-0.025846535512352508,-0.01729370673540289,0.034701683293515834,,,-0.01630683867737619,,
NCAN,0.027182320238800305,0.10163749843233294,0.0006190146542808658,-0.03553186468448362,0.06664252908847397,-0.02658587383420239,-0.018742919743063934,-0.033185068264848856,0.11646848243179085,0.14733432949669711,0.03742699910951146,0.05259515876942561
PRG4,-0.022948428709570305,-0.02394708280785844,,-0.015366240951257696,0.09866470322609469,-0.004180438696219171,,,,0.045881969918801974,,-0.035256302651512646
ZG16B,,-0.006517900975948842,0.05962746051120157,0.07969164363130289,-0.023822032935482296,-0.010095674769840985,,,-0.02311625927638707,,,0.0011804513083154102
TGM2,0.03461276607983571,0.03391201935480745,0.007671463974406481,-0.010249757392319446,0.011864560981264958,0.024092075524107297,-0.019835465115756155,-0.006260596313956037,0.062290823732610544,-0.021041107441712826,-0.03551284381534375,0.022936081058297107
VEGFC,-0.006240412116256562,0.014961108060515819,0.036424957274710824,0.108213812182185,0.06647821587902983,0.004716489990825013,0.016820916545484378,-0.05319257958482676,0.14174885259451173,-0.03267296154663868,-0.024409801460807786,0.03102890762591118
WNT6,0.11048545239003052,0.027889132173426853,-0.016041982433274603,0.035147880918125964,-0.02169741850211371,-0.010366704284487598,,,-0.021983565285778287,-0.016822530511136774,,-0.022328920175013586
NRG4,-0.026223999381741754,-0.01466612732640553,,-0.01870141817978933,-0.01329134309538239,0.008698755600970583,0.003384320971228004,-0.009492984759290394,,,0.08066536174917915,-0.03357927115736009
PMCH,,-0.016903501014919026,,-0.02591263684616871,,-0.01477727166947297,,,,-0.00448738128824592,,0.03146789511023386
COL9A1,-0.011016783798430428,0.12706681818690957,-0.039844339084872143,-0.019532266352196553,0.09327600302718782,-0.02705772694231715,0.0036824985060216766,-0.03342991481638973,0.03293237012573161,0.05637883624143733,0.006711753104402108,0.04921078268799104
GDF11,-0.029534278764530884,0.04273940650948984,-0.02590039651433228,-0.03456329004660672,-0.018633167106005336,-0.015000705075021686,0.015194681797050533,-0.050665465131248325,0.010087058606065825,0.006192300928111352,-0.01287792763567713,-0.04606512411041917
IL24,,,,,,,,,,-0.015334556924177034,,-0.03754050808211169
SORBS1,-0.0011794323677297401,0.018007839520296158,0.017479221395258728,0.05884747699380312,-0.03297810134730996,0.03751667033932462,0.03481724500669466,0.05465264170951324,0.02986897967326676,-0.005714106861625416,0.014535855085159127,0.000379473869767254
DLL1,-0.0037275328031811153,0.05651035533024851,0.017563605854174075,-0.054896819474350655,0.030708520141881183,-0.017253893058858587,0.027115802138083223,0.030557382338387645,0.07024358759588685,0.1622788294964363,-0.02832958024131713,-0.00612727542459271
TLN1,0.02029598994192839,-0.004585600996517758,0.0035032100853235873,-0.012483989573277312,0.013757119408858251,-0.034698119415399964,-0.001312275943205034,0.13447543600456996,0.07515190400207356,-0.10536138680304762,0.011785438098353473,0.021739926408368665
COL2A1,-0.026841990265942556,0.07222024365052811,,,-0.020365697690409017,,,,,0.022275803259575167,,-0.030253120962723156
SHH,,,,0.03716745625484389,-0.016009912946338228,0.034350249684540694,-0.012332313963707493,,,-0.049921589011495064,-0.01529658957413143,-0.018987860109928287
PON2,0.04925812759698851,0.06082164122668152,0.019573378381260068,-0.00793092261387664,0.029681447733416057,-0.051873847531910086,-0.001411200376887942,0.03669785602420011,0.11782393754185601,0.09173991032983243,-0.04180358827735164,0.15616660613724406
ICAM5,-0.06254711326120058,-0.03467713149781582,0.041900154919366495,0.010359050063244167,-0.039796563481530114,0.07062369663380326,0.03351499333938133,,,-0.031937584101293576,,-0.0463375071892919
HPX,0.1845435830370152,0.05844916892517921,,-0.038852431343609946,-0.01689130187230343,0.008435297911880111,0.015264766404136454,0.07418183097341141,-0.037884045298390706,-0.004369955373831051,0.13328817778174498,-0.04443356762111979
SFRP2,0.033274307797851475,-0.0211703693544796,,0.10852967664273298,-0.016253719809490426,-0.01651211980932301,0.03425817554677199,,0.017542457535461565,-0.027571892452627745,0.0013502889904781848,-0.007774718547201975
CFC1,,,,,,0.13914884779668354,,,,,,0.03936464123170887
CD70,,0.05275678666857941,,0.034363454965114774,,-0.01144110082796706,,-0.019782121396688106,,0.0044973577799505785,,0.05284587899993887
HP,-0.009531458435259073,-0.007994070234763775,,0.00415736995641104,0.072306162326153,0.03101032692082928,-0.026753806273933766,0.005665219518259483,0.0692985456399121,-0.03288714804969313,-0.025103473073655777,-0.09773738129118326
CXCL2,-0.01970995149026845,0.027714027311400793,0.01871660668902173,0.06590948238667736,0.008292549175975378,0.006237188489981188,-0.014927031758889637,0.07722867156878424,,0.03449343968101574,0.008425693182047628,0.06559616077637447
NPPB,,-0.020542888821123227,,0.06276125432322183,,-0.011125454988874307,,,,-0.024573216824978053,,
CCK,-0.06022234243064761,0.0506610501474317,0.044010031364597434,0.028433073459330577,-0.05315040720474981,0.0030412668437320997,0.000421377686116442,,-0.02877104185920547,0.011384874377570547,-0.054875479755089246,-0.014341401447177233
SEMA6A,0.07901429243423046,0.011680266201924347,0.004366306482451271,-0.0012058587750619436,0.09027145108431095,-0.002216625072924316,0.012795560052450465,-0.041421456726257105,0.07468949127878485,0.025544872198901003,0.01872105452994662,0.016454616725347194
IRAK4,0.06332955289512125,-0.005862467105212863,0.02520213192279256,0.027972723050566167,0.026365619682235122,0.006779909229459764,0.011059014392914544,-0.022457175715670484,0.15079047251637212,-0.004517887113487894,-0.03135646446890686,0.042959184074564886
GSTP1,0.03607779371872596,0.05229117219423618,-0.01959511426917871,0.004117166913314778,0.08500144948023314,0.04639308429498992,-0.023105491157532288,0.07648041053241601,-0.09182877553902494,0.08750163705826698,-0.0654428281008344,0.01816449686560978
VCAM1,0.03634644908465586,0.08213338482983659,-0.07619886788801353,0.042046044627081156,-0.005522612996747812,-0.011159153502055093,0.03929227632306405,-0.00013314007176951418,0.062137937935860865,0.033331961185564786,0.04071749517605178,-0.002928767495029131
NXPH3,0.039341333940381314,-0.02144490094647344,0.02971533786392457,-0.038604013760491114,0.05420893729837692,-0.032988462888354664,-0.03923547530924924,0.03449997032737036,0.08644657618725234,0.03662580942797577,0.022472505507727454,0.0553731740785613
MTMR4,0.013764016751735974,-0.0016212148224878722,0.044638857227263566,0.04643177143610107,0.05096215601418722,0.04039296338743049,-0.023905849573033516,-0.03268789334383852,-0.015261402459504522,0.06566981439614818,0.029970200299288416,0.019089003324316307
LAMC2,0.07352005816904025,-0.01612401969512031,,0.12609576188701202,,-0.014005706628671559,,0.011777988446762174,,-0.020138576035550314,-0.01895086444383314,0.001009023358663856
IL10,-0.02228910988173977,0.08286026693124793,-0.02297727934266825,-0.04009807841588438,0.02974119268545851,0.01836701909767225,,0.009974325026750228,0.051177625686054995,-0.037218027966748744,-0.018279928697797557,0.013227239889657112
SEMA4D,0.02034686019341838,0.04083122745470817,-0.016742169768136923,0.012318804637274328,0.04093227597523529,-0.02200675944891348,-0.00855922656155558,0.018691807024893554,-0.03600985300131732,0.12170121083245972,-0.003107468261459694,0.023660664053176125
TRH,0.04318949495998746,-0.020077652388586945,,0.008618008527473969,0.048840970991634924,0.04995390293584793,,,,0.061597829972696735,0.020483161109062016,-0.023540438884628416
SEMA6D,-0.0706987004804086,0.0669527411185615,0.009646350641983135,-0.050030754834037704,0.050371561508746866,-0.06278835831081409,-0.014686462480810238,0.09947220851634658,0.059462744931328276,0.02318378570420662,-0.04520581880370309,0.013492444660845511
CEL,,,,,,,,0.048442596021921074,0.059228752121846584,0.02423328339232126,0.05996786233859604,-0.03454616549117294
PDCD1LG2,0.008421011499238233,-0.012011151473285192,0.0025599761955349917,-0.034146618074881604,0.071322927077728,0.016700360050258357,0.02508818923373339,0.060776864957421836,-0.012547866462759601,0.008476512471562267,0.005247362268821386,-0.0006884254724998249
SPINT1,-0.021028026893704765,0.030721724737857746,0.03958231491893013,-0.018877249274478793,-0.00927843892851616,-0.024331854697671258,-0.017552771543644978,-0.06177650451173795,-0.056247624584700485,0.021016607595747465,0.05031001521201956,-0.0605416334505036
CTHRC1,-0.0008655974258933888,0.0728574765135687,0.002448742710493316,0.003281226831282325,0.037556352712096994,-0.0520557330985768,-0.02790204698374384,0.016685013949740982,0.04367159033779075,-0.022145753449914648,-0.007046735579793901,-0.012861457264141308
PODXL,0.0363084117381552,0.07677624922025666,-0.04189976143952551,-0.04312512704047198,-0.016301875719592393,-0.02131510371261708,0.0021430761843948504,0.06262554041172474,0.046866660492851146,-0.013724422140080853,-0.022308637376163176,-0.043012242539265236
JAM3,0.020249745382746608,0.011553789237580485,-0.010993232473192002,0.0012127661476058025,0.0781397428635966,-0.009837950683961188,0.011624904359817136,0.010810242144287108,-0.037176590858719105,-0.04717878978621751,-0.0141162190978348,0.027195933817018767
TGFB2,0.05299542700619878,-0.059168422434090547,0.004329797663039173,-0.001073130993153089,0.007564679366013461,-0.017859108513554992,-0.045857512255228855,0.09919821034235667,0.03625734612932891,-0.003913237694314426,0.012549278049077088,0.09376118403951071
COL18A1,0.052346953226366975,0.0462435472862917,0.012317488078436111,-0.10576819715977002,0.04509124533580528,-0.03341284481123133,0.02102656617485699,-0.024844254990131077,0.02803183603065666,-0.029080526309778646,0.008655736667604861,-0.010302140697935506
NODAL,,-0.011882862211827237,-0.015451118687681932,0.0162172384687301,0.012983399855518737,,,-0.040096614204740096,0.12721639772783197,-0.01894179004988968,-0.028508183414911382,-0.0025199899852156203
INHBB,0.029446633104620888,-0.017989024311184557,-0.02507838588828726,-0.03415271377607314,0.016716695580814768,0.009971255888271663,0.03188702992427346,0.0743766052615888,-0.048543707137101724,-0.025664257171172024,0.030611554990380964,0.05250485658118483
LCN1,,0.04683469381097282,,,-0.01787208103778035,,,,,0.07276277489949184,,-0.022680656989374652
ARF4,0.040219699221713257,-0.012355751453315874,-0.018548046018816447,-0.030519658551716327,0.051812660297976196,-0.0029716656124542384,-0.02332395705398645,-0.013205686179546325,0.012632196235215646,0.07478339417421602,-0.042434920404777206,0.026315377588135774
CXCL14,-0.06657291032973976,-0.0794666861868755,0.034376017820068494,-0.03137452795056211,-0.030743912348358514,0.0012793940232234077,0.006680390980796997,0.0038188467600520234,-0.027967402412145462,-0.06306380527994317,0.05131610003063278,0.08987536684823455
LIF,-0.009926446469692525,0.07276455668780109,-0.019552504346013806,0.0006847467387684834,0.005834339645430369,0.015486386478477637,-0.012733421032631354,-0.10233475663734216,-0.020259596847024636,-0.06105890313154727,-0.038871564062682926,-0.01976346424965079
IL17B,-0.028623674230388925,,,,-0.0039983299259502515,,,0.01104439408851367,,0.11794820503866338,,-0.02564360081830587
MMP1,,-0.02222962873889561,,,,,,,,-0.015494966136836345,,-0.05738841259972528
MATN1,0.05710008563501948,0.07742182739922315,,,-0.01873766193503284,-0.011265181979487428,,-0.047776379689347684,,0.008364449640925285,-0.019169715213192974,-0.0018756122701054326
ADAM28,0.06405656958732564,0.01221154918591065,0.047866698344929764,0.029431094667408966,0.002072111350727964,0.010575515937736524,0.008191962310248574,0.017813539496158087,0.01439242503552093,0.004279629895549816,-0.026706207067554697,0.016869713155747406
