,ZH1019T1,ZH881T1,ZH916T1
IL15,0.043873594807899985,0.054624202882393696,0.08406098751556716
BSG,-0.05950648179011878,0.01525176854389843,0.020792078889662592
ADAMTS3,,-0.03464102916569386,-0.048550240486936826
CD34,0.04834006711440294,0.04443135995938326,0.023328559875716845
PLAT,0.041856421921746725,0.05048672487024431,0.024663650972756312
NTF3,,0.025188539416268363,
LTA,,,0.025557133086897107
CKLF,-0.008782724593693171,0.028927389521629775,0.04612615892404171
CD24,0.029262927101476467,-0.012015273680431938,0.04513107806819869
HSP90AA1,0.09062598899056683,0.02721453536970719,-0.04333859667377278
BMP4,-0.024684983353668796,0.008405264945022577,-0.009624225154859875
SCGB3A1,0.028674278501187662,-0.02741148368141733,-0.013478119366034848
IGFBP4,0.042018029418915304,0.09583629377246676,0.029782920147998552
RSPO4,-0.02363644439317432,-0.018460467690813387,0.05720834772421462
LEFTY2,,-0.02510501645304191,0.020432943874607864
PF4,,,-0.019107622212608158
ANGPTL2,0.06585497733514492,0.056698082625615966,0.027040519311625127
LRIG2,0.005879681269779492,0.10892276908227186,0.059551068043585224
ICOSLG,0.004432219941260006,0.03906237471855098,0.013325500941255636
WIF1,,-0.01716079283469864,
NPPC,-0.02143602342236154,-0.009156241705866711,
LYZ,0.0031517260457151657,-0.0416585281675914,0.02352338966043466
EREG,,-0.022992823753694432,-0.01487029978541074
SPTAN1,0.08258396155865141,-0.053451212535246644,0.0037097850059464995
PTH2,,-0.029358293584442377,
LIPC,-0.020182576979654348,,0.0473368877937682
COL8A1,0.025557888514889326,-0.035052817291206274,0.029980995727530508
GSTM2,-0.008964499136878178,0.0427487355413291,-0.02075831314559178
SPX,,-0.04543020570890702,-0.007341524473671528
MFGE8,0.09735185567925664,0.06968610726464407,0.019917700946983228
TGFA,-0.010238113460112499,-0.0041713994180300855,0.015263073691902933
SLIT2,0.03941967211408829,-0.01508691376443391,-0.01370103220903633
PLTP,0.0507447154844171,-0.02079959648680144,-0.019582276609085212
APOD,-0.02677471464454255,0.023695473261806835,-0.015779940943486143
B2M,0.017602593552291858,0.040039435814405555,0.028370599496320315
OMG,-0.09282199789187745,-0.022783000355456353,0.04505389385410125
CXCL3,,0.007642049226606953,-0.01377848950472899
CXCL10,-0.02299139925436988,0.0048892982240146855,0.03840986431601613
RSPO3,,-0.012614501386332858,0.10904003455209531
CORT,,0.08426753215026565,
NCAN,0.06541322199934439,-0.020242188077809416,0.04382395761660669
PRG4,,0.024993474621052857,0.09141433070695436
ZG16B,,,-0.016979264243058796
TGM2,0.11311242609239681,-0.0005711994675743158,0.05836756248179943
VEGFC,-0.060324904141861306,0.00645894877134057,0.024017934860540244
WNT6,,-0.024500053355816485,-0.020505951207514413
NRG4,0.039460348253129184,-0.02437752655526736,-0.013617266747922048
PMCH,,-0.014035573300032798,-0.014764525852579865
COL9A1,0.055985760435229785,0.07160277521968919,0.025518121634120927
GDF11,-0.003258846223663861,0.05068566104494407,-0.013095590465430722
RAET1E,,,-0.01493804486918037
SORBS1,0.07641805699591712,0.006884164880558776,-0.005830984897306361
DLL1,0.0024172335992566976,0.0016876577103678472,-0.0017048948663929812
TLN1,-0.02182551737975943,0.011576021830036672,0.044739720445947866
COL2A1,,0.04787346412274362,-0.0198177234062087
SHH,,-0.01231584587005639,0.016345895762785036
PON2,0.09435266509532463,0.00812206270982922,0.03311043211632622
ICAM5,,-0.0207028731522514,-0.029363998938709994
HPX,-0.04477803180225283,0.010071416879045798,0.025517133654671283
SFRP2,,0.022130243294898603,-0.03829990235517844
CD70,-0.050809166248736125,-0.035499838695397114,-0.020775600876786517
HP,-0.0013626527947357989,0.0023177333885950635,0.000422013042981447
CXCL2,-0.0461214733248632,-0.036374351580259236,0.00030701036369331085
NPPB,,-0.020977614938758753,-0.013813200557767791
CCK,,0.0246000336773542,0.07649900279063454
SEMA6A,-0.05192293039885729,0.026011506962438008,-0.0029916619436341674
IRAK4,0.06755894931301379,0.018338779534315952,0.014412942630427169
GSTP1,-0.0016800684809771963,-0.003872841949980334,-0.010685948149614174
VCAM1,0.08853584766086259,0.04072226946366684,0.013697959309955652
NXPH3,-0.007289157541602397,0.02597148904115495,0.04903126739902464
MTMR4,0.062379770140779896,-0.06690483818319316,-0.0260650904952648
LAMC2,0.03597408330007197,-0.013623713125730803,0.037730910399059854
IL10,0.08404782508633354,0.06077014239440795,0.06764343498178187
SEMA4D,-0.005640213031945702,-0.06336384570300753,-0.015493383466917393
TRH,,-0.04446916350958713,-0.015471710958290974
SEMA6D,0.02327381506686762,-0.0016776569506570512,0.09325369624862022
CEL,0.09321334696958232,-0.03448735031963877,0.1394616622884951
PDCD1LG2,0.06555569330584841,-0.04892382665731179,0.038882531106858784
SPINT1,0.10017881061630957,-0.05121587500453466,0.010783971006016435
CTHRC1,-0.015264894572796261,0.06556211184135557,-0.002651418274923371
PODXL,0.050121372394414214,0.040891889605300484,0.052859005803395684
JAM3,-0.104566403600867,-0.0381717544065797,0.013348585371427194
TGFB2,0.04185115717180765,-0.03583639038089515,0.012452223207836798
COL18A1,-0.015728223913674504,0.07326091820439994,0.0076178261257026205
NODAL,-0.0022944196920839485,0.148793935676023,-0.021174443435885114
INHBB,-0.044686210660443176,0.005494648374064267,0.04213874316609896
LCN1,,,-0.015645836228757898
ARF4,-0.06289228275412767,-0.012189006781260864,-0.025157955753651994
CXCL14,-0.007542691343088593,-0.04167096270907214,0.056189095839799134
LIF,0.05249043510865902,0.016117540357986314,-0.033306504060200505
IL17B,-0.002280389107138933,0.01969062050681174,0.10580084873811468
MMP1,,-0.014035572188501273,-0.011042625536700655
MATN1,-0.04884808577533548,0.01676078421150495,-0.018816906633707314
ADAM28,0.014403325546921695,-0.020501042522824926,0.0025824625699992143
TCN2,0.09855573114711971,0.013274043266328781,-0.008905341034131117
THPO,-0.025840956517833434,-0.01732816181564588,0.0004386600577992771
CUBN,-0.07252532696538051,-0.002562166176601308,0.06550438608635566
TIMP3,-0.020038577676885994,0.01783967063905049,-0.02442071812614165
PIGF,-0.03159664254331499,0.02821592668580351,0.022901561539257032
CRH,,-0.05407675151103223,-0.02320077265849921
BDNF,,0.017333300150895865,0.014026348007863775
CCL5,-0.07910866098548201,0.11120860694878623,0.04995588414602547
GAD1,-0.014335592796157495,-0.02460726208198877,0.008964651049269646
COL14A1,0.019761805009736767,-0.02444339469524818,0.025604188527698576
HLA-A,0.021690872210600586,0.08886440996324001,-0.006299935033985937
FGF18,,-0.02425446748216546,-0.015471712199574206
ADM,-0.002015958018916214,0.022065566332072798,-0.0017687106471906708
CCL15,,,-0.013418614789571449
GNAI2,0.08381583365726673,0.04871785032487121,0.014278001026614402
HDC,0.0912150020623075,,0.0704878664308038
COL11A1,,0.03568795570276579,-0.04101288496220495
NUCB2,0.06543242789688802,-0.023242525243952657,-0.0012840930848987387
CXCL1,0.028260656050630516,-0.0012331364428010297,0.01605150696216061
VCAN,0.10701609174990552,0.07181638739519251,-0.04650404868391645
MMP7,,0.00652629761459926,0.011498318206613579
PTPN6,0.024175827822703624,0.12917278954097428,0.00044103677535641233
PTGS2,0.1043690726402144,0.09509506111435706,-0.02390515623567972
CD58,-0.022436521015800265,-0.010095027782139832,0.02207824677275107
TNFSF14,,-0.02026662963732873,0.022277189958356747
CNTN4,,0.06753740585097558,0.05170086195884034
INSL3,,-0.02026662767924598,0.0745965969220489
BTLA,,,0.07667214047279557
MFNG,-0.00315365931761818,0.03673984423483172,0.02071725600588458
ICAM1,0.04337342704844576,0.04887326265114121,0.006562673177329575
PROS1,-0.06724825060645284,-0.01751612856454767,0.028311299011081693
CLCF1,-0.08286477442999,0.028078383383229006,0.02269365205012085
PSAP,0.04624914089312043,-0.01877669906296188,0.055242358898062394
EFEMP1,0.10339911737065122,0.0022508169394932402,0.01998518153502391
C1QTNF1,-0.0029241278974756553,0.006782146190746374,0.018111354153357306
ALB,0.03299861631784315,-0.0339258319446801,0.12038410464109944
CCL13,,0.09410482314250916,
EFNA3,0.11861641511380956,-0.025510790461161302,-0.034140496050665055
DRAXIN,-0.03129777586844227,0.018062617189249886,-0.0019553586015768933
RAET1L,,-0.02462206296844641,
NPTX2,,0.00830976104337566,0.04225512308626002
FGF11,0.07641605715540604,0.002340840200395785,0.04738803761287903
CD59,0.07441354486196892,0.05406764598861281,-0.008362909626530692
COL9A2,0.03077530135589586,-0.036264815419677306,0.026521141519183496
DLL3,0.02754550298671919,-0.03938492987117774,0.09468370124187787
FGF5,,,-0.029657336645123912
LIN7C,-0.05275077775062606,-0.03526983662803379,0.0037695587627793506
GDF7,,-0.01647558535066472,0.023003830661332714
PSPN,0.05364879538430922,-0.054985614914291915,0.02427564385107406
ANGPT1,-0.004958369147540505,0.06081636639654401,0.01607153100992969
PNOC,,-0.019532479349019943,-0.018962773057563997
L1CAM,0.061763514487984485,-0.0025135819812594266,0.0671606760181437
APOA1,-0.03743004202664893,-0.03715199262014297,0.04718996065010575
PSEN1,0.006270271095200028,0.007595818848260878,-0.027642510247988725
CALM2,0.022407836132981623,-0.02931260039262844,0.038724778585638976
CLEC2B,-0.020462579838299712,0.029939542147453955,0.08255815140173721
NTNG1,-0.04324477002024126,0.011522468852925287,0.042037982853125495
LRIG1,-0.005055370082895068,-0.06131227497957469,0.009719401439868384
CPAMD8,0.12859878585764117,,0.0018870798665265372
GHRL,-0.07780293126156672,-0.017821544312888397,-0.02642800327369286
NPY,,0.016194235009283377,-0.023200766172470428
MMP2,0.04647081567300174,0.04808271167851706,-0.033214713196570586
PPY,,-0.014363536972617651,-0.00036997209563813103
ALKAL2,,0.01648293615458246,-0.0012977368523306666
CSF1,0.026478143004671627,0.03499748246591202,0.017596345507782215
SEMA4C,0.028721869270946408,0.055148414804022106,0.05848652265870208
BMP8A,,,0.13559059152819777
ICAM2,0.07098187388483289,0.02326836884346884,0.04695047960725529
SYTL3,-0.04109258859741097,-0.007187391929671798,0.026743576593114885
IL1A,0.05782933670289912,-0.026279402714338262,0.06927705620067975
HLA-G,-0.04884804574652092,-0.0044444251575223095,
PGF,0.048927097636659506,0.022217328745162548,0.020474291668538078
LGALS8,0.05802047034388116,0.010831236927851741,0.057314737414627615
DKK3,-0.049479870283537335,-0.06471589161422359,0.03853303594568167
COL16A1,-0.012267764289196013,-0.012451446715056989,-0.003941700854941944
TPH1,0.03836579866373697,0.00011350944770422118,0.019229382440641055
TNC,0.11702430086878172,0.013586792555444191,0.006277371294898372
TNFSF9,-0.006107788445719319,0.16607242976981443,-0.026098016339281736
C4A,,-0.01664934752010749,-0.0032038343276963124
CNTN2,-0.013614991189205014,-0.0398978726102198,0.04750077055564165
F7,,0.029088961764175473,
LUM,-0.03996730983338677,0.06562468569097493,-0.01669273784494503
BTC,0.007647283495287224,-0.01594374347931729,0.027234555325861613
APOC1,0.009909258397172035,-0.06143458927122656,0.03791482919011165
PKM,0.11861544812263235,-0.022162193465330566,-0.022938434773644344
TNF,0.07022611500317293,,-0.005057674020163685
GNAS,-0.01669286260349913,0.008367620767178868,0.020234524535321267
BMP8B,-0.009472592507381259,-0.03242737015866961,0.030724644473882852
LIPH,,0.03328423140491437,-0.013252234749824765
CCL28,,,-0.012805196829187534
PTPN11,0.008912373535235892,-0.02235173817498847,-0.02755582049239305
ADAM12,-0.05430601333570819,-0.0033250275346309874,0.02218695285044193
EPO,0.07363423339265496,-0.015762722434468458,0.04756448058852768
EDN3,,-0.009554276594335095,-0.02474246702687052
CCL22,,-0.01383110274258041,-0.021042239154665927
CCL2,-0.021249394837199592,0.018818973406935224,-0.043418740785233736
DSCAM,0.05218820153621507,0.0009351809118042991,-0.01299919175222108
ANG,0.004106279385109939,-0.03156538600754881,0.0014862799411383045
FBLN2,,0.049659513735161524,-0.02829022543424988
VTN,0.05210585396298414,-0.020410598058227238,-0.02220748237010944
VEGFA,0.05749279090495252,0.06443660341194075,-0.05752500917150558
F10,0.04112386894366834,-0.02730001899595518,-0.02404120543352594
SERPINA1,0.03139092509477895,0.01275645518481351,0.013873978807587405
VWF,0.04103376881926258,0.052217287485322894,0.023654204833495604
GDNF,-0.033206682678594626,-0.022072595341276962,
VASP,0.013364668886858106,0.03090968378657277,0.014028147684409081
ADAM15,-0.029631076662850107,0.06101884138969796,0.03669343827334788
WNT2,,0.0005518607365436722,-0.0331153319935935
CALCB,,0.03960487585837086,
OLFM2,-0.010590748925491982,0.01642290687444749,-0.031055925426711175
MFAP2,0.06027969232849699,0.09059211882222781,0.01002994729387874
HLA-C,0.11747871184551298,0.034397199473370915,0.09197133306816707
THBS1,-0.0168006457467089,-0.016990941289032904,-0.026560838707626083
HSPA4,0.06294644832692342,0.015956998749997484,0.009994887037545657
LMAN1,0.011895231388658454,0.0480197159486991,-0.04114873483446285
LYPD3,0.033114199528915145,-0.02510502029437446,-0.028239206569225055
APOE,0.10424023589742988,-0.06865491164021215,0.045410488515635845
SOSTDC1,,0.03158114284823338,0.04947837153906063
ANXA1,0.01556013976048267,-0.00045461274001059514,0.022992173574586005
WNT2B,0.09346969246218274,-0.008572980387668747,-0.002376809925202663
AMH,-0.05137032146090657,0.024280255419108214,-0.04729199723202775
GDF10,-0.04249857673999851,-0.010680867220341596,-0.03597909668468094
EFNB3,0.003510850127088896,0.026033807290061228,0.01973160741029691
LTB,0.06463823667120563,-0.010478244304200888,0.02381477033526095
ANGPT2,0.07918213109607343,0.05754266247849121,0.0024197563152111904
NRTN,,0.039530784254823675,
ADAM17,0.050271615826307195,-0.0025373032926972777,-0.03383817926830537
LRPAP1,0.10228180412798657,0.020225620525690578,-0.0007825201076340879
NID1,-0.03859479213041487,0.03731211314597647,0.0004131464826697849
MST1,0.0176076069513679,-0.04744920245398086,0.059285436761275255
DCN,0.006503410999758839,0.0842356077967918,-0.014272463996559938
IGFL2,,,-0.03597908596660518
COL7A1,-0.037526905660086526,0.016836393725381368,0.0067558792596953895
CALR,0.007075311753062709,0.05085833595902918,-0.03883025570865178
PIGA,0.014245219718181852,0.01615673524988729,-0.006409251935641793
CD200,0.12328671510193003,-0.06915882677119516,0.04271229106533389
GRP,,-0.01539472979055766,0.13639347079933195
CDH1,-0.035763504984864435,-0.0382239487582473,0.002763641215665565
LPL,0.07222855473350806,0.0007601179917628104,0.010902480476238706
SEMA5A,-0.05354441278348587,0.03627728712217574,-0.018825082566597335
SEMA7A,-0.02455745587059897,-0.019179080969556447,0.036330836519775124
SEMA4G,0.10054451620622104,-0.07281943420359316,-0.02214819020233616
SEMA3B,0.027658977135625942,0.03921859816318472,0.07507575078894889
RPH3A,,0.06622899570670905,0.055541269856784425
JAG2,0.03764987516948305,0.012050048081218517,0.0392779787515905
CGN,-0.04496330328846339,0.036878497363702654,0.004847567554511763
GDF15,0.06876051329297178,-0.006548886492347763,0.0457113559834443
SEMA4F,0.015447483110455457,-0.04712876715892277,0.03926438102277604
NXPH1,0.016435012746203244,0.004209017672145183,-0.016789348346062997
ARF1,-0.09933062589774683,-0.003063656067913412,-0.010607191546438183
DSC3,,,-0.013617266747922048
EBI3,0.03195088123026519,0.0501878769100857,0.03127241138737942
TIMP1,-0.01130837963483703,0.04389601042772894,-0.04457453659628132
SEMA3C,0.05333013628032918,0.06411457324142827,-0.03786474268381762
GNRH2,,,-0.014756164395006956
GAS6,-0.008623438033294985,0.016107515654103653,0.022272694292961987
MEPE,,0.039588173503900106,0.02475397680819305
SERPINE1,0.027781568182115725,0.002509674775406728,-0.08581631411167066
RSPO2,,-0.020386112294086704,-0.024222747974735677
SHBG,-0.08719934648581266,-0.02233891300273843,0.03127011719717538
LGALS3BP,0.07947216359570819,0.02081268630161492,0.03986103937044144
LAMB1,0.06686327369790532,-0.02272530381713378,0.0577422421958632
SPTBN2,0.025556452133525476,-0.024630548527744475,0.02897489324993962
COL1A2,0.03100388257838657,0.10472815322076819,-0.020219935024236906
DEFB1,,,-0.02916198078613627
WNT11,,-0.008244538947169821,0.004611984938971267
LGALS1,0.022720198035173046,0.07441046815278957,-0.00807227203915518
BCAN,0.016981929649006692,0.009451518976462236,0.06358021215632977
ANOS1,0.056992138961925315,0.014853359765351442,0.07765367909470164
EDA,-0.00632539095529033,0.08119953570342503,0.07702898173365483
FGF22,,-0.02363093429399978,0.05420853602247955
SHANK1,,-0.046125269810915116,0.01112732538185401
RAET1G,,,-0.016979261291156508
TGFB1,0.04130081331414161,0.0006624027330555486,0.014166634333941398
MSTN,-0.0014486021130191667,-0.023882025270089327,0.020631054565771648
WNT4,,0.01014631073765953,0.01488368914776867
TNFSF4,0.023064852650906964,0.03329541206486,-0.06298005693096197
NTN1,-0.0018624403556572106,0.03753312678979293,0.03806591298495865
CXCL12,-0.07216121895474431,0.028574231838122327,0.012771999483835086
GNRH1,0.07716175809062481,-0.02220610638819493,-0.029664441157701588
FGF8,,0.09510558663861049,
RIMS1,-0.06290295160336791,0.0314649865081236,0.001579596890176863
FGF14,0.04888901270870977,0.0879717767331501,0.009555369920016519
IGF1,0.008827060638339001,0.008861890870272166,0.007648147749112134
TNFSF10,0.026161779632178354,-0.044046546876365035,0.08163913147828182
GDF5,,0.003218694956902062,-0.03927624611116883
CHAD,,-0.00404879132880443,
RGMA,0.03269540670203418,-0.028398060130545973,0.05983128764049347
WNT16,,0.09255838749107144,-0.03190111797697939
CX3CL1,0.00013827315622153742,0.02292865862294072,0.05697390478508869
FGF1,-0.005141328296063053,-0.04521322118732519,0.0032807313202315703
ALOX5AP,-0.028740729961197243,-0.0025670745603690037,0.015560040588354205
IL1RN,-0.020879618456870475,0.020975698125427725,-0.0032169941641946704
PCSK9,,-0.013623714650362188,
NPW,0.08143971612938292,-0.03250947896743247,0.08972686607836533
CXCL9,-0.01391906785098811,,0.041382903338944524
ANGPTL4,0.08192126238542186,0.004825539380180605,-0.03217790015528172
UCN2,,-0.01539472979055766,
OBP2A,,,-0.015295750003097054
COL4A3,,0.08275692087468102,-0.02474246855420799
NRG3,-0.04249860365202109,-0.0665447128612688,0.014421710482735639
IL23A,-0.07029591235663199,,0.05505719577318127
COLQ,0.036921013236297325,-0.011654805342483168,0.06765361074412271
SCGB1A1,,-0.015762722339590245,
TNFSF12,0.042179929902774846,0.00248509120239661,-0.006960904669099052
DKK2,,-0.018143586113229363,0.04191514634701571
FYN,0.034947701475287606,0.036111949786054934,0.010358153099297331
ACE,0.05518945994613211,0.016930315448634905,0.04530357549049285
IL18,0.0334616618285517,0.04243799220407806,0.022498856748975716
CCL27,-0.0717451101194622,0.037170060129869884,0.05285281848429654
SERPING1,0.003938770567196399,0.022463646523848316,0.015939520433277364
AZGP1,,0.006718289326984064,0.10494663869046549
INHA,0.007510713415065419,0.021859723166187082,-0.029764864995375357
SEMA3G,-0.026312789593133327,-0.022602460502315434,-0.03777746701869411
OXT,,0.09803622913527167,
COL6A1,0.08778575941468165,0.045112695025148565,-0.007952026261789613
FGF17,,-0.015121982196506225,0.04105702717077184
TNFSF8,,-0.014035573300032798,0.003782324863058499
FGF20,-0.051448621153577664,-0.028398413539514476,0.07777899309801321
ICAM3,-0.024719896570491815,-0.025831446820121534,0.022446030265785552
LAMA4,0.06206947385438101,0.0639628665761674,0.03263118271244734
DLL4,0.03884505681454332,0.03681458801284003,0.058321524494039635
SEMA3A,,0.03462245185621705,0.020547314376376465
RLN2,,0.008655037066607248,-0.01681790572670204
C5,0.11113684478579587,0.03784424621322118,0.042709720891412575
COMP,,,-0.0007406678969346491
C1QA,0.03412291760397618,0.03820374081289961,0.04374157142403219
UTS2B,-0.008337460949622792,,0.07612311304433995
COL9A3,-0.04617983255731902,0.020697655806433894,0.0995680842445201
HGF,0.13730614899665355,-0.002269815326415527,-0.02942607206022279
P4HB,-0.0035409434571117377,0.049636655541572636,0.0028361354888276624
ADCYAP1,0.016685298099838965,0.01343374762639316,0.038952503500143475
GREM1,-0.03913309402253804,-0.017041313100363612,0.021686917825122495
EGF,-0.015520445596645876,0.05730637440215914,0.0011383443108824588
VEGFB,-0.002446362464404626,-0.0060575997992508655,-0.016593002516785336
FARP2,-0.018545588516601725,0.0764652013784137,0.0650185685137429
IHH,,-0.015207592420873692,
LAMA2,-0.016638193537757213,0.014645435921382077,-0.0028483122512125447
SERPINC1,,-0.015018262958779517,
NRG1,-0.01242536367275253,-0.037493990687165316,0.030375422881256598
SPINK1,,-0.018460467362972032,0.011120650934466533
EFEMP2,0.020265226055004384,0.027336064091100183,0.00676466261770506
SELPLG,-0.027413545188659256,-0.03893796490500632,0.05840900820372371
GDF6,,-0.01555404899554293,
HLA-E,0.05208238382938676,0.013921603837116436,0.015826503864782123
PTN,0.002499844963032383,0.07560031762709558,0.05064591524915593
CD274,0.0040555478994286675,-0.016831061337441403,0.06659165083264276
CD14,0.07185789798015846,0.008333069280424479,0.01172984973179563
SFTPD,-0.04416843433820854,0.00868120889997471,0.09525850039293836
SLIT1,0.020104342937224108,0.021108758451469464,-0.04594665384294239
CNTF,,-0.01539472979055766,
BST1,-0.03880077169778766,0.03659327253322413,0.05764354854033527
AGTRAP,-0.022091176938187088,-0.0034075386706004097,0.010439808916219808
LAMC1,0.019790182089302284,0.05712071682701617,-6.872149016160531e-06
COL6A3,-0.0440287045012702,0.09233351386186125,-0.009036514829145399
FN1,0.0709317740524525,0.103379242843831,-0.025396143880258175
MIF,0.023449873935798227,-0.00475843729360847,0.015189814270562917
JAG1,-0.04267148357793117,0.04635611212802027,0.008878818581619327
NID2,0.03759093608711162,0.05158696924141785,0.008519596712368332
EFNB1,-0.02772267034834726,0.00015150319273341545,0.005662951507208529
COL4A2,0.058454763466220416,0.11731419029560752,0.020330954238495444
SPP1,-0.06542267612464825,0.031105716096919055,-0.026594130956019958
PODXL2,-0.04345613853856605,0.02762892799542742,0.030426414222758682
FGF9,,-0.0014409073810975857,0.11446559366980066
ITIH2,-0.04625663748871218,0.048021944133816545,0.01613523171516263
ADAM10,0.02939390418038084,-0.06376445584489462,0.06445380074452114
CFH,0.061845935957223624,0.030921166326976182,-0.024543197849592753
COL4A5,0.03747739648779972,-0.03246677573252218,0.06725891522346215
LTBP3,0.009206340652464244,-0.0042610881262445666,-0.010608816643507124
GNB3,-0.0003280432131880782,-0.002852824332884096,0.011684482739131145
COL6A2,0.15028963186652808,0.08699233178929032,-0.005564553130377316
GDF9,0.037401345706114475,0.025497103486417212,0.026172985485485172
NCAM1,0.03208045149007141,-0.012631667005961656,0.012928138683395037
APOC2,-0.01535030582646169,0.03311653253824992,0.07633218909434342
BST2,0.011854034517070714,-0.029317092576989674,0.03330313431620432
COL5A1,-0.03055463148871162,0.08376122259366824,-0.02495456650111766
CALM3,0.035523821501787234,-0.00711703567372701,-0.0021378785843878664
THBS2,0.05160217091606987,-0.009280001883157907,-0.011970576626841131
SERPINE2,0.0004073155787638966,0.03799225126072339,0.039997637697878646
EFNB2,0.017129980491857322,-0.053257929108845574,0.01700037652306244
PROK1,,0.03663936773134778,
MMP9,0.0161762817734868,-0.026873370102275394,-0.013611352115240645
NPPA,-0.03652099396760792,-0.009566610343271728,-0.018223021828944547
APOB,,,-0.013813207709994838
C4B,,0.024155808760784492,-0.015295754279972238
NTNG2,-0.015002650778714575,0.00829262528397327,0.02387790365416473
LAMA1,0.02473021731768452,0.046534402244659025,0.0005574952627980915
UCN,-0.036571441911522395,-0.021414970337867434,0.05965726528593531
ARTN,-0.03157983782606601,-0.02785363989462386,0.011687516439902663
PDGFD,0.10845044395539066,-0.02824888487437612,0.059585019195627295
EDN1,0.0019546579307672825,-0.05109413047468615,0.034937137477561414
ARPC5,-0.05149239357475476,0.07140539847729495,0.0060689998834135075
GSTO1,-0.035450333683143105,-0.030228878261183832,0.041163854413725935
PROK2,,,-0.012594431481102335
SYK,0.1155482178003323,-0.0687842516613289,0.017212515251739106
CD40LG,,,-0.014938049882663073
ST6GAL1,-0.05826016134325142,-0.007597394516821465,0.05924151552239232
WNT3,0.004952139749435453,0.0211738634965683,0.046852666370834566
HSP90B1,-0.048558796710386695,0.0633555363004654,-0.01701327768731548
ZP3,-0.006650000263064229,-0.025224533834564102,0.07513187943267093
NRG2,-0.042357492346254945,-0.018882929559445528,0.11884294912843399
MELTF,0.08239335704072867,-0.02370006294991422,0.012118790953802624
NLGN1,0.0930963433158379,-0.029510379007633977,0.04005775121143562
SLIT3,-0.019731587601697274,0.06016029044155862,0.033408100424523274
CCL8,0.0326505657410336,-0.01850816417622698,0.02118468390082589
S100A4,0.04887392446247008,0.0005407263137297661,-0.017976107717245383
TNFSF13B,-0.025682539610152648,0.042819076984390025,0.06938876139312684
HSPG2,0.08318403376083183,0.07567654391870722,0.024419965808572766
FAM3C,0.04007692731410473,0.0039094502254685085,0.028935027368429497
FLT3LG,-0.02564893638586777,-0.02965354972798022,0.1569644416537932
A2M,0.11323924250390759,0.048521294547831544,0.03516235454853252
VCL,0.07242304657641077,0.07550779540575854,-0.06311207219947594
FGF2,0.08056818340734208,0.031276607753092045,-0.0285296085117365
AGRP,-0.0468162487259467,-0.014826660991910582,
CNTN3,0.023810796216346707,-0.014498420415519887,
RNASE2,-0.037514206623157284,0.06777373771859328,0.06947993848826003
ADM2,0.04465881151790459,-0.018926675061790896,0.01497809398011195
GAL,0.09876709146224198,-0.019079761535685226,-0.014006570559376574
CXCL6,,-0.03307037449695709,-0.009689739100224457
