,ZH916T1,ZH916inf
DCN,0.0194573417080559,-0.06680620952430358
RARRES2,0.021105906620935713,-0.07629542234376525
SEMA4A,-0.026106583079484873,0.060956036536084335
GDF11,0.009997165191144883,0.011865496002522454
GPC3,0.01608315265617535,
GRN,0.035260383716835576,0.018517581556807373
CALM1,-0.05229400401800892,0.035809794517268095
ANGPTL4,-0.012020614193582314,0.0984664968257695
BMP8B,-0.0033434943748579427,-0.022876351578418285
TNFSF4,-0.04252690177230155,-0.01599025796862075
RBP4,0.016574133951190256,-0.03350936148887962
DKK3,0.014913790154655313,0.13421224274767443
COL11A1,0.02100493631000139,0.009968149643713762
COL5A1,0.00679509034134675,0.16635898094838808
MEGF10,0.06433283383987994,-0.0012203793870417077
CEACAM1,-0.022198079348107757,
EFEMP2,0.015158216005659548,0.09449252715747183
IGF1,0.06197992894933536,-0.028982508241256186
COL6A3,0.007350121447771157,-0.008573630867840392
RLN2,-0.019995960087512137,
WIF1,,0.04030421749764671
PLAU,-0.02595726495402156,-0.05021945739833501
CXCL12,0.007025304385873901,0.11574987511215634
MMP9,-0.011537924802164035,
TNFSF14,0.005730667081044912,0.10224928860247569
HBEGF,-0.0016336541602272408,0.003401156807615523
NUCB2,0.04852079879045808,0.04882273187086482
VCAN,0.012292482145448425,-0.07883512360244613
VEGFC,0.04501557285347195,
LMAN1,0.00440068747544949,0.005661879958981031
IRAK4,0.03211074891617728,0.0002476429097648816
MICB,0.020036221678552388,-0.012409141889951429
COL1A2,-0.005409744397287101,-0.08321645790077885
ICOSLG,0.01107467973642416,-0.05654329076764057
GNAS,0.01248618252173879,0.10455032404051247
C4B,0.027808559380558286,
COL2A1,0.11935444872129698,
GSTM2,-0.02310181750586118,
NLGN1,-0.05665695532326124,-0.036724278406907306
SCGB3A2,-0.026554057090704027,
LEFTY2,0.028057315044530316,
ACE,0.0023252337326450756,0.09326580802998383
RPH3A,0.03771630040591826,0.06933641747727905
NCAM1,-0.02275492376441558,-0.10791669820835789
EFNB2,0.05407833351602493,0.08827505225345998
ICAM5,0.04191745262561531,0.0426661498212639
CCL5,0.058568310215304745,
PSPN,0.06507858353092849,0.136499829610902
PENK,-0.019995962323631978,0.11225943159765739
EGF,-0.011260107200395834,-0.015747779216058827
UTS2B,0.03656261478638359,
F10,-0.028584235880286038,
FN1,-0.017352697586847297,-0.0472068985681001
FGF2,-0.056456256386083876,0.09151632227439356
GDF9,-0.04078002019662201,-0.04503275181823745
CSF1,0.0429524402521994,-0.03461857703108591
GZMB,-0.042903774345080206,
WNT11,-0.0214868219138713,
GDNF,,-0.047394920368406646
FASLG,-0.01595431017588732,
SHBG,-0.008687484853140134,
EFNA5,-0.05020531915998872,0.10798952634589448
THBS1,-0.018070370519418434,-0.0395344774701073
PODXL,0.016718602707284185,-0.0068685998945187295
C5,-0.027972722228765415,-0.06330276939964538
CXCL5,-0.050049962567361536,-0.04062769417596821
