,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
SFRP1,0.058971070207844485,-0.007572375437689192,-0.03832282737606057,-0.016549417914973948,0.018735623707902237,-0.032430358741371776,-0.006618424332952894,0.031372696666054654,-0.02021059903262722,0.019981505403649933,0.14252443347266766,-0.019744978985293926,-0.027900956984018625,0.006362862591456724,0.013067519296746896,0.03547872727831396,0.05171223637999823,0.09071627363921946,0.047174656358829815
CXCL13,,,,,0.020291602824879195,,,,,,0.04002080906139107,,,,,-0.013407208859265078,-0.042071437021486933,,-0.03092585897544434
MICA,0.036760954878735694,-0.10087246521186367,0.017225941134174572,0.09542262658022468,-0.04809572092902125,-0.01727901000169322,0.0035936040479931696,0.029331342732912696,0.020930419397281595,0.022090316032495283,0.06703212879526958,0.007234126615184392,0.039540122484476595,-0.06146634062975289,0.009786532906403954,-0.014540986923536826,0.03934241656202069,0.1509745223496973,-0.01226634329360574
TG,-0.018190908980278014,-0.03747675780832945,0.00330404526944772,-0.017859443924765513,0.028176847592772756,-0.03554654163248344,-0.017588091201136306,-0.00015723622696346787,-0.014626322605638856,,0.045235754100939066,0.05033576704137454,-0.0012683838982471246,0.08105562568284086,-0.007731625621318142,-0.0009515662030400134,0.025478831162379263,0.09634917379899618,-0.07513296358567718
ADA,-0.05946185562340679,0.048978276802838665,0.0007965561620770172,0.05548050180271637,0.017611949070320376,-0.01980612573910248,-0.043436993624404674,0.0030190689805209307,-0.023754324161204342,0.017481988439761037,0.11536332326768775,0.048737056325968975,0.047198076690521805,0.06737549466390032,0.01985808315479543,0.035088743226102,0.018228846434204835,0.19782140295745038,0.034145512225050155
LAMC3,-0.06265967578839132,0.07703486909052447,0.1145683884309963,-0.04544556795407677,0.039381656205361534,-0.005379550070064371,0.017953859834786413,0.05838824156297569,0.10203592151128058,0.07969188654001126,0.01698215027646358,0.09144739003722478,0.1471815181328738,0.20141567504667823,0.1286482500570129,0.11060727676233968,0.12145073058004567,0.18119452008257814,0.03382804674492721
CCL7,,,-0.02143562073473961,0.009300583625782762,-0.02487524366034545,,,,,,,,,,,,,-0.019197585865782234,-0.11575114393100382
NGF,,0.10275183532013221,0.04940685917881333,0.021105636765105844,-0.012214526291471423,0.0028287320552125975,,,,0.15090329839625843,0.1144812617216051,,,,-0.01636732680827135,0.045358469348862514,0.055201452477849605,0.14032086128664012,0.017045682439302164
TNFSF15,,0.04260225742990057,,0.06451290304263123,0.06170085899454403,-0.012629420466216025,,,,,-0.026522015604435397,,-0.014142580158794113,,-0.00510353587186396,,-0.0034053697315341884,0.08460890273391464,0.018263341409146268
HMGB1,0.009313835264535027,0.07802784141365283,0.006671625595776906,0.020456921086224288,0.0037309571268358483,-0.02788240214204334,-0.053769058429622534,-0.03622198368191846,-0.017342346552045498,0.0509080125109523,0.1418144730672725,0.050638425794047676,-0.022572234138242463,0.006644553687047126,-0.014082648181340633,-0.00489442692841122,-0.01702837609804345,-0.10293839506358926,-0.025221829521275326
ITGB3BP,-0.005461888523982227,-0.0759348477035463,-0.03217360461251373,0.055727814566723585,0.006961454019348114,0.016982841354005043,-0.04523401621649411,0.044816700149907206,-0.03514081428038505,-0.011479400832166638,0.09298865584034924,0.030060415204128926,-0.04403198679877776,-0.04559528501614789,-0.043126984700091624,0.042304377849310335,-0.07106016293085862,0.04560146326583577,0.007338298108569491
AANAT,,-0.07600173208091805,-0.03109982448410241,-0.013082995535167003,-0.0165953104157604,,0.045205445032927845,0.05896982530560121,-0.016859996352896867,-0.0198776337908954,,0.006023541446347983,,0.034606063578792784,-0.033373149349230836,-0.018822391769070104,,-0.04231143241795764,0.01695455892286737
RELN,-0.015080745824800179,0.036620081957701105,-0.006112925854320273,-0.009488895455218586,0.05958462580799258,0.020385177343086196,0.005426109485188414,-0.021604008824507383,0.0367128307183138,0.030089725887483702,,0.010077784892356579,,,,,-0.026000306168000357,,-0.04335645090814667
IL15,0.011171547126847514,-0.000792683934565636,-0.03769667683315273,0.06727717097100985,0.03522194503401319,0.0339800131700144,-0.03428772247026912,0.05281066696436966,-0.03623765751354345,0.039745911875889016,-0.011611639743221975,-0.027789396737950764,-0.04722719605161145,0.0677228426725146,-0.029877713495855183,-0.0101645691464358,-0.0011979476165943335,0.07565081710318533,-0.07478588168059078
UTS2,,,,,,,-0.04336093955889552,,,,,,-0.06764608607510296,-0.05016961616174893,,,,,
BSG,-0.07360746011473329,-0.0735795438572751,0.04989029173882065,0.03941231268934298,0.001706732878887892,-0.08892167860851322,0.009011435006684486,-0.001753770313055568,-0.013805555260688822,0.012760175701107507,-0.004805880125981442,-0.08816302563393748,0.058896446926215505,-0.06141693573152059,-0.05495116489026522,-0.0059735974312812145,-0.08189113061303518,0.04539148653397338,-0.017627342469331488
ADAMTS3,-0.04985400020354272,0.09367572997623455,0.0036668577963843026,0.02907899863787834,-0.023037179386822048,0.08720356906838328,-0.04711742453678273,-0.009045970818578298,0.027765748917884938,-0.03191880913723592,0.0507895500022611,-0.038145974489458515,0.05059664024449908,0.10324657309523932,0.036160880011566525,0.05716592983731569,0.047375417841565376,-0.00041336000997047045,-0.033064999579711395
CD34,0.06980845951364671,0.11634852152018492,0.08939403794670664,0.030930892824904653,0.08075495226724395,0.03325569131750517,-0.06118705806776749,0.05357734023765691,0.031329413845660334,-0.06431445704967502,0.09512577437332158,-0.009441516700868739,0.16768994873085033,0.21041064474430435,-0.027984916405554117,0.06423811133323785,0.03600190251871833,0.26552851038760356,0.06960994548904863
CCL23,,,,,,,-0.014957013202950642,,,,,,0.09550084171153243,,,,,,
PLAT,0.005868389161905423,0.09436175285456305,0.09731043332745168,-0.0012505308035884023,0.03213670620856449,0.020382564365838945,-0.04205793631509596,0.04428912832527823,0.0755667164662327,-0.010268295969321647,0.061717348485221986,0.00965330133848115,0.061127790504561706,0.17311908541665827,-0.026262968283676826,0.08581302124095601,0.06868920927055507,0.14090263124667618,0.015159236903108428
NTF3,,,,,,,,,0.09180317394368667,,0.01848511627888824,,,,,-0.0018041072618441218,0.015899234368631658,,
LTA,,,,-0.016549417140766163,,,,0.04966678427814876,,,,-0.02778940016828687,,,,,,-0.056944811548669406,
CKLF,-0.03210399699484172,0.018954405631001713,0.045149241947106906,0.04913506450607369,-0.05136065692807134,-0.03706050106816857,-0.08981268437988393,-0.03544988583575289,-0.02322521195187155,0.03112746761364297,0.07928737161721239,-0.007222392168341827,-0.036638935548847056,-0.003878618269615536,-0.1116989995444553,0.05068019117946839,0.025774348271067456,-0.07173468313909089,-0.14175574665891458
APELA,,,,,,,,,,,0.016907038949173447,,,,,,,,
CD24,0.012519607163505987,-0.010703364498715787,0.021942718702581156,0.05156320300905124,0.05121482097671101,0.009377937474640082,0.06668255105852998,0.028420227821861523,-0.0452703967450775,0.07289149162697021,0.09267829670054525,0.04786438442081398,-0.04427681478002618,0.030140710945592158,-0.14291274878060115,0.02841185189407273,0.05307093500170236,-0.137714714546411,-0.02964064399316043
HSP90AA1,0.06059012730762661,0.00028302825006563156,-0.13036373800288253,-0.03373922757986569,-0.01014316388757266,-0.011563288368236014,0.05138225237774092,0.025114191748577916,-0.09856594408100085,0.012375451521308239,-0.075891930461085,-0.049282861808798255,0.07530008548802691,-0.14167696710094116,0.15019511815772463,-0.0817970772976698,-0.058867988267344316,-0.14453235986333673,-0.02109878060517778
BMP4,-0.01872108621292456,0.04394578038759688,0.010148311315269705,-0.038611776864850546,-0.02109217690178554,-0.006340601987014545,0.055118301917121616,0.012661335857254555,0.011615933089972386,-0.031705257218779946,0.0038635830339047005,0.06172520132719398,0.04667729886388374,0.35516696581834717,0.031579912165185374,0.06168905617279033,0.07183513102781332,0.12131202534600212,0.004834170433109068
SCGB3A1,,,-0.021435618591206178,,-0.019762966020698776,-0.016557004492084866,,,-0.014221571826057235,0.10041523992871237,0.10740158521141525,0.015804605511196015,0.019103105712634957,0.17329292998291124,,0.11670406496107065,0.026954460455540136,0.06327892497889638,0.062402305238629996
IGFBP4,0.014351249941085968,0.1062025185620434,0.15727233199319654,0.0017730984309540874,0.08357561903247401,0.1062187481806209,-0.04860672209147137,0.05433337606547162,0.14093957426244555,0.050236238925007615,0.16995313041942664,0.03846976240206557,0.20812298897424075,0.14268080928861498,0.09588659529917938,0.049426265308861114,0.09145160384543687,0.2976060784469742,0.11227598300062912
RSPO4,,-0.05180033381936106,,-0.0009871505159352654,-0.022809675360048742,,,-0.023679801308177786,-0.01422156974583064,,,0.023528667218006297,,,,,-0.003871017825482988,-0.03936887843627932,-0.03878710054411592
LEFTY2,-0.018011050399601564,0.0227618742325087,-0.041328750105327126,0.053789112918686634,-0.02526843630441636,-0.07850380328141675,-0.007573553000491747,-0.04822494220694017,0.16748788114748736,0.003434947472436336,-0.029988174122754917,-0.03430570416589061,0.07451039452650597,0.2034543162368829,-0.04264805649948537,-0.01608226194598513,0.11194986134061458,0.11604063593164875,-0.009137394808041549
PF4,,,-0.006912646768539693,0.03922357121349355,,,,,,,,,,,,-0.012819834611796912,,0.03806883287672483,-0.05069558765790956
ANGPTL2,0.032972861262034255,0.05657487329860678,0.07531131792532857,-0.03576526330183029,-0.045683109174338175,-0.03378375502268031,-0.04864811378477325,-0.048787400133726976,0.011231468327620918,0.06290451531844676,-0.07417503661942654,-0.026461091896231526,0.08702550982628979,0.09130394582443377,-0.05374154326233247,0.08208818524529989,0.05139620661216044,0.2091369693981164,0.0716323569000418
LRIG2,-0.038643553828765685,0.011914246635295512,-0.010933703540187106,0.006301011721068361,0.00931220886155939,-0.07993183299982576,0.009555056804789349,-0.008477375204496169,-0.0007577366328513669,-0.05009178672093191,0.06080669074532211,0.07656196890835898,0.07082712634462314,0.042290746791480885,-0.09118395613627439,0.05649894486142019,0.015401857050036006,0.06559801320248894,-0.016219134730214246
ICOSLG,0.07108064239077314,-0.011125999958408595,0.06239781998089649,0.055016431532194786,0.13515081065531065,-0.01126300203494468,-0.050844429102688035,0.015235890542523473,0.017525489985192877,0.0189710870600007,-0.006209574751469881,-0.0018487503502602073,0.13111484590458924,-0.04497622336109345,0.07981486880231844,0.09754624829544932,-0.04235781818112681,0.030008499914231785,0.03379855966820439
WIF1,,-0.00454099069235438,0.08298415679853326,,0.003094934236963396,0.05604697739015159,0.08850330508105854,0.027775003639553677,-0.026762049753009835,-0.004799789829614599,,0.046882551242831805,,,,,-0.0279850320654682,,0.0635657446391242
NPPC,-0.058191333606812584,-0.02846575901261484,0.027994937532190678,-0.017475988230766668,0.020781685311292184,0.0347063768081489,-0.012118676112433618,-0.027408006606546655,-0.019764501626543404,-0.05249234801066294,,-0.0012477523110492603,-0.011722050576544466,-0.06648116919558948,-0.039960872070871185,0.07943025096923027,0.012564930799967514,,-0.006591445551559568
LYZ,0.06776445774438902,-0.013224866526445186,0.08358617408235798,-0.0024291270817057087,8.532282963584212e-05,0.024613799913566204,-0.0697458405235779,-0.03060542396289406,0.05517491034212054,0.016233898140831583,0.03487694244805182,-0.05010227155942831,0.11694099580475878,-0.012945613611988935,0.06901224020680538,0.03468714836273318,0.05212003871254056,0.04525248802272111,-0.049075116143488466
EREG,,,,,0.0046015162263205196,,,,,-0.021750082406154354,0.023462557517343594,,,,,-0.040735574512270466,0.06360627975925479,0.043870385168191695,-0.0481317701091335
SPTAN1,-0.002891915814543953,0.09532705859833446,0.05003537461937951,-0.00014522578026032854,-0.008966358462730802,0.005789424413172105,0.0886351847136083,-0.0022047882557430986,0.001221202918325386,-0.041289056194376214,0.08290850152652511,0.0551206267311577,0.055518495679085275,0.10161903820463725,-0.026944143100340146,0.037570533403097524,0.030164042735744016,-0.04127776221429654,0.11820308075063739
PTH2,,,,,,,,,,,,,,,,,-0.03211928321479446,,
LIPC,-0.023289808925578734,-0.010343367230307505,-0.027222724983080693,-0.020245428602995937,-0.005295541599355178,-0.010612795915217497,-0.03438076986391489,0.03335294163082881,,0.019583679853880705,-0.043846139990555706,-0.0028138184646660383,0.007583562297232287,-0.08262604213670878,-0.06397316992409799,,,-0.05962484706076433,-0.04409785870397138
COL8A1,0.13717858089913113,0.06683321773778902,0.09920641869298523,-0.026188089014011283,0.019827954320288492,-0.004026680746014804,-0.046101012947838,0.08299969922682278,0.12090860057469371,-0.04394477616022075,-0.13364506013750846,0.019640779069238348,0.0559345711329052,0.031193935192755116,0.037745245109133796,0.018060472039970382,-0.008373573295338173,0.0164366087370674,0.007834785288622336
GSTM2,0.06892808924065631,-0.04651517656715706,0.028361777615237716,0.03490628939535723,-0.0008165736879357326,-0.02478328566665235,-0.012329916593754825,-0.04515231405766577,0.017986930717756363,0.030132816246987108,0.08243041577430384,0.002401507572570653,-0.061520527905767904,-0.006999639938765554,-0.09112711289567145,0.035980308374469396,-0.014041257255610989,0.0713064612048673,-0.0008334164201224946
IL4,,,,,,,,,,,,,,0.10810340625508548,,,,,
SPX,0.06458358749581582,-0.0011323909299492808,-0.028616733029458354,-0.033174410801008594,0.016254630664873898,0.018202980000197603,0.04825534217319874,-0.05571241085765278,-0.06244137963691722,0.038624741057777114,,0.04628194354907087,0.022903800882217225,,0.05443526524594198,0.034538583623497446,0.006062049837333821,-0.11437967461552405,0.0596316204543649
MFGE8,0.01832403397273449,0.08979354725152294,0.10838259079573681,0.012236568037653715,0.10390521416714409,0.05747212191999123,0.006807080473539846,0.0017052815964074203,0.04383850716205612,0.029446522347131434,0.008421421870315974,0.03040694291632183,0.17846256923887838,0.2426508932335131,0.05831257014407951,0.07098932702387664,0.09925564327029643,0.31791537763154587,0.11308207049266505
TGFA,-0.05075355172818671,-0.1506844341452384,-0.01888987054793613,-0.001825285619110841,-0.013905548854394096,-0.07731378236780485,-0.04012989564980229,0.035400235731783525,-0.040896718913197454,0.0035493261632951996,0.021036168745487423,0.04461717190285683,0.022584731819200995,-0.09468962022146771,-0.0034640658314123336,0.021280335736265053,0.03499617542702131,-0.020865456378360805,0.06556722479067882
SLIT2,-0.01872108321727002,0.07982744265390027,-0.04280907443235027,-0.03834284245715362,0.05060623476029918,0.060867973795314834,0.05062760959172954,0.007978738935381589,-0.025396839307029767,-0.03806899627908842,-0.005263107984539418,0.008812475403928774,0.13946751016707315,0.08701958217690513,-0.04519221227938787,0.03158980744663147,-0.01239851812774862,0.03462317906305324,-0.0018416767466513048
PLTP,-0.03396958134744465,0.06569412642271094,0.025406457400541763,-0.039606730799595084,0.027983950822483658,0.03173522343694325,-0.11768303582544275,0.06522977173230034,-0.0435226551264299,0.04590612060705014,0.11401433807744209,0.027147822905292458,0.04692821392933089,0.016954608337531932,-0.006671559662074858,0.019670777865140696,-0.021104433323276564,0.001735304485616518,0.021225043654757435
APOD,0.11427127342737908,0.2407881564123247,0.10662959190627652,-0.04007817647119414,0.02245534099242688,0.10811211583006759,-0.07496678753259738,0.04925819811797174,0.1801480192064013,0.09617859006790254,0.10728090697015655,0.061822242833222636,-0.016952676566427568,0.048342737321250925,0.21214754851135195,0.11929041952472154,0.17788111379310498,-0.1779133166131251,0.1196384489823257
B2M,-0.09376270651143952,0.15568525093689742,0.04398018891603062,0.0004881467265593326,-0.01404877961521676,0.0778698745784583,-0.07471712290459274,0.06062304732207608,0.1172497752966413,0.050187809421326085,0.11216338016669208,-0.0027425496972372137,0.13699285824362714,0.1496743645809272,0.10455355942568408,0.08949617443011891,-0.05795849623079112,0.20070182423722088,0.0021795928605021476
OMG,0.029451293258010717,0.03182742402974164,0.03149169168919157,-0.031566848033384325,0.00484132983452499,0.013005234017884065,-0.023992346560808113,-0.03354887525444068,-0.04747510164032781,-0.05662591765462731,0.05058362406523141,0.018814789049300902,-0.00730851409926841,0.04907126622180982,0.0858663321981739,0.04471905316184226,-0.020108363756914202,-0.09659969547816771,0.07692228887473117
CXCL3,-0.014649196696828922,0.028437198711479143,-0.016932771849343296,-0.01944344270072342,0.024258105626748766,,-0.017258860294697993,-0.011222922660203255,-0.01521407351972948,0.04059667881915268,0.16639606341662538,-0.02001340040330242,0.03407080998044793,-0.02084407817315555,,-0.01821352533611851,0.042686581837195155,0.01198657038052403,-0.056423238676875084
CXCL10,-0.027933469436840958,-0.03408911692191005,-0.011193399110161782,-0.016141661549989122,0.08182644807126863,0.0365318835467143,-0.07011300768810418,0.06674189688903115,-0.023111291220385136,-0.040304302257282536,0.034191170021427,-0.0318037152177578,0.10680181638282511,-0.019583975592200892,-0.009728293330455832,-0.017195114639457193,-0.0023129474475807876,0.08284853350405912,-0.06157118640357699
RSPO3,,,-0.017075896890577594,-0.013082994568481759,0.09736274080823035,0.046326685967198376,0.15764542806104562,-0.035764760343249186,-0.021858345729957852,-0.00019374539041397613,,-0.020913617700942192,,,,0.1190308575709146,-0.02887578402550991,-0.030083745022081474,0.042701652843709074
CORT,0.08400055361100467,-0.014946214813550131,-0.029774593631711255,-0.009211333618156209,0.0740789847895209,-0.043954696185538766,0.031680901071418584,-0.0313644179013187,-0.04331023032631303,0.0011024216335049812,,0.023062410930109713,,,,0.10508491594277469,0.03749669816282128,,
NCAN,-0.05545375317202039,0.12221259505004364,-0.007505911108367106,-0.0558427447328505,0.028676355903967023,-0.09515125917350845,-0.05317991858879796,-0.006657856335606821,-0.05559084794744509,-0.055209225785351,,0.03884768154804229,0.006771595761783168,0.18511212702063817,-0.019703910748564934,0.13118264202761748,0.0049978981231219785,-0.11549314296770856,0.11768875320439373
PRG4,,-0.019347380068212527,0.04488568127680506,-0.012912351435246501,-0.015811711291910675,,0.022362553073608887,0.007756105563038338,,,,-0.02445147624093841,,,,0.0842657073323978,0.03902264458345278,-0.012851839985161258,-0.041630005331596776
ZG16B,,,-0.0184776088478523,-0.014986363017840747,,,-0.020187929946475218,0.018395206134874928,,,0.10365341295327678,,,,0.043068047206905435,,,0.13059383251757525,-0.04324853560212045
TGM2,0.044850767080264406,0.028662316403259516,0.1606495913827968,-0.014294056465960237,0.03640783060424633,0.03832061528010336,0.011268996693656054,0.09097880098331126,0.08951056936604491,0.04506711742229782,0.08746814927058251,0.0013913415342614985,0.149147937108809,-0.009730965589048046,0.1499452683452867,-0.03370218550286513,0.12027344556340817,0.1322729059727282,0.16396914917228697
VEGFC,0.08767807343152678,0.00879332912764956,0.16381076930803484,-0.02301326766541855,0.086461068892974,0.05248530234306394,-0.024652669248800524,0.017952569800636548,0.039089742874672755,-0.0018016375395260118,0.009298378282397855,0.017955237266065353,0.08420186588142944,0.015212030559595364,-0.048088668796396936,0.03541041446995175,0.09254117566838772,0.15929774230581809,-0.010460661115242617
