,MGH258,UKF243,UKF259,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,0.06191458993567824,0.06435177462035986,-0.043431599004138316,0.08917505537672693,-0.024096157825517852,-0.024708488688929487,-0.072700359678797,-0.03196317608720319,-0.021425426299321686,-0.03864744706765989,-0.04591096271807455,0.03807655382903497,-0.02521947459225302,0.012188810813270305,-0.017618121820459052
QDPR,-0.05341877462860182,-0.006980375363303305,-0.027485704874102554,-0.0031215356762909537,-0.05354723767683224,-0.018077169869748208,-0.06619777559079393,0.030531305913549505,-0.045935152201821726,0.01296235621471794,0.0970216235377157,0.027041360536287914,0.01721718984268319,0.07517622824960198,-0.08392392901860844
POMC,-0.0019291333019854557,0.025678419989769156,0.06907579337047055,-0.0156716706860399,0.018749353885764628,-0.029954031772838594,0.008153356356569942,0.02752322296290953,0.06031115961095947,0.08379929407374695,0.08901267321288656,0.012844564881128773,0.0037515377935881736,-0.005149292022253942,0.14535658155387374
CCL18,,0.0037581403991689506,,,,,-0.004980145669497396,,-0.019372863203029222,0.027161373544838607,0.07791600636288629,,0.009603668312560619,,
CCL17,,,-0.02516668504053972,0.049172151286924454,0.06443908141517465,,,,,-0.057097831587096706,0.012063624727067061,-0.027056683594842576,,-0.022136571457290737,
VEGFD,,0.09969883376740533,0.03707217080423014,-0.017946939806456858,-0.01283561400988998,,0.10458199419755654,0.09018266410307549,,,0.027755089025329135,-0.028536450165598293,,,
TNFSF13,,,0.04768101036408068,,,,,,,0.05457447883372125,0.05671639736149905,-0.029014794100990362,-0.01743679473781694,0.011319210947288149,-0.009997589795592704
WNT5A,0.04926208424018123,-0.0024729924713363873,-0.031300120800047807,0.014300104532913194,0.047040413480336205,0.05526613222087099,-0.020500811714717283,-0.07454873218078349,0.0558575683948069,0.055099641096255814,0.05439135789094897,0.006163588097730729,-0.024853844993432857,0.02799018895505802,0.10106327014261768
CXCL8,,0.041196710463433074,-0.005830066960749782,-0.04581204484072815,-0.011953081877061253,,0.048858599343988555,-0.03858307232312226,0.05153841606409824,-0.045128160488074616,-0.18348983262298063,-0.024265540906251493,-0.02576364034140502,0.012122599532910084,-0.06298755943573746
GRN,-0.09414657557886857,-0.0074157573476042495,0.03004756721780487,0.03875880308654977,-0.0017912382664460216,0.004015336369547371,-0.02104946139580026,-0.03659274350028615,-0.01982490965099968,-0.014925794849654374,-0.021534077060958688,0.013448896885664554,0.011675701459432078,-0.06393010580747722,-0.00021592725949887877
MIA,0.07802111107894348,0.046359253308248256,-0.02875112521817202,0.06507081169776704,-0.014597807781109182,-0.003217626176988901,-0.018167088635249812,0.17148822611368622,-0.004891978280650215,0.24329318818584286,0.1955889816251363,0.0639502303336828,-0.04977122391338234,0.07885086457121837,0.1138848316956489
COL4A4,-0.02762526759604075,0.09382691694058207,-0.05024324408399758,-0.0016425085807149939,-0.012448024143701398,,,0.050214845916462546,-0.024493352203114677,0.07406260979272868,0.06955733756085997,-0.04167863395013572,0.017086217826434345,-0.023195814041305576,-0.020556290766725913
TAC1,0.11283667362535588,-0.01569155325783886,-0.01651876153594665,0.008166918134413037,-0.04798607386887197,,,,,,,,0.07027098799052067,-0.029100774121936766,-0.053500742361637724
RARRES2,0.015417783437846222,0.059294385094646324,0.008564148346776011,-0.031409023358302327,-0.044785630905817685,-0.05403849669317995,0.036457591151385825,0.1474547571242726,0.0744541592766084,0.01186662656778275,0.0007505123158758257,-0.0028653628372415666,-0.013820294231446437,-0.030921134534261003,-0.04149112130705866
FGF7,-0.024787531976522965,-0.033935663275051466,-0.01847129222306861,-0.01639040693724865,-0.021052818578710063,-0.026320840612608032,-0.047182827460217194,-0.08851907207086988,0.04907381063295375,0.02787343919519259,0.10173363677690953,-0.019656966810251492,-0.015787727871421527,0.08783417073591387,0.07247036246635645
EFNA2,,,,,,,,,,,-0.021668619128722432,,,,
HBEGF,0.01935062281257296,-0.010058272143904869,0.01818698169744593,5.723544494752067e-05,-0.015892114262054263,-0.012436844919211609,0.07649148077220831,0.026151460891766298,0.008766330618200275,0.017066292729361936,0.06161288556623504,-0.027286175255354154,-0.0192777685095688,-0.012414501595788208,0.08479235973316325
CSF3,,-0.03590705578953,-0.02999649420861454,,,,,,,-0.008607271492112493,-0.0792147098093943,,-0.0046250741874352234,-0.005400598930920167,-0.01592749854893256
PI3,,0.05384551334029163,0.0494605324833785,,,,-0.00037880247867415665,,,-0.07450920048704725,-0.18231681352487153,-0.022989065559218258,0.0030234838434786814,-0.015711122279448823,-0.062975902321039
PCSK1N,0.09886956801521911,-0.06353816012288584,-0.005180660195993157,-0.005535421308083817,-0.02336269310891966,-0.024722488602733135,-0.006546332495685522,0.010093469594769339,-0.025540722422391467,0.03309785810195187,-0.0870042036909536,-0.0009805629011859429,-0.002798750382214224,0.016103971956739006,-0.09424950785391001
NTS,,,,-0.006323497432900332,0.0406644666531945,,,,,-0.04766983249801645,-0.03494223305869217,,0.07071658350898993,-0.03451359257387499,
SFRP1,-0.006159060026165778,-0.043756546817749195,-0.021958905480608425,-0.01443576310052304,0.01492657441233488,-0.05217702231540731,-0.012504408117997735,-0.027091918881833058,0.04081292462483856,0.04218719160127306,0.022431868107012438,0.051856627385541386,-0.0005545776986155625,-0.03371158412063892,-0.08665266997258031
CXCL13,,,,,,,,,,0.0717378308975845,-0.023929152660553805,,0.05093545079931338,,0.026139904161524723
MICA,0.013171085217092902,0.004748351922917737,-0.0022603248360244343,0.02126585136582184,0.06221881072539847,0.010619352098077024,-0.054461961041175906,0.06604358708988031,0.004355319372730447,0.10375718000583799,0.09781078002621517,0.053531244277636635,0.032157184100865224,0.051045791215992786,0.1010297120955208
TG,-0.027625261370580332,-0.028623654653410636,0.001288309683007495,-0.01697071617365648,-0.012663837722658748,-0.027258487177545074,-0.010032526303755552,-0.016606888458872926,-0.03154355062841772,0.0016699611848526072,0.03745230681636579,,-0.018321450033100258,0.0816836469662767,0.002662010653372197
ADA,0.07980806655179395,-0.042329709097453525,0.012220677709814592,0.00021470434733294682,-0.020567090888105308,-0.033413284941713514,0.03722001010352167,0.09582663340976055,0.058591379039407664,0.04115810444813778,0.03344243050381423,0.022991387627588126,-0.012381533258794205,0.050799605549233226,0.018314036307474628
LAMC3,0.1343309589365911,-0.047736071619292775,0.006311099626342952,0.052278509154265095,-0.021571603361379796,-0.027924988849353682,-0.011136563461729209,-0.06154924373783249,-0.019476773919099532,0.06185512556861448,0.09067048248657336,-0.028362532404958108,-0.02250073637095412,-0.051130004981905425,-0.006143011357080237
CCL7,,,0.0825934205236911,,,,,,,-0.028458408177305387,,,,0.009030806654696553,-0.05257952822165017
NGF,,-0.020687075552214745,-0.03925606282715519,,,,,0.08241196775866946,0.07179005716748464,0.043081289458495264,0.08595989711657645,,-0.01802143606429222,-0.030410125892224513,-0.030885637291675955
TNFSF15,,0.06349155323001801,-0.019078425617103906,,,0.0961555050897619,,-0.03345945657615739,0.042278544890412835,0.06650489635532433,,,-0.01382392892290025,-0.006619314073253677,-0.011809133863550201
HMGB1,0.07631007990151166,-0.01962035072183306,-0.019854955770909222,0.015728290322422334,0.0034103541277263672,-0.04338658509461558,-0.07434378924806767,-0.039259013287621096,-0.015527694270478483,-0.061429462258830794,-0.062008824846829846,-0.018115941932494984,-0.04861774567575973,0.006860124262545395,0.06728227555498363
ITGB3BP,0.01809417057986088,0.03783653887131784,0.027942801385871182,-0.012693986439644886,-0.009373351752168111,-0.0014685250543286527,-0.06581275436280073,-0.002526668559584036,0.05205766851671857,0.07314402559358572,-0.01034262167592502,0.030594846014557902,-0.009198107584962388,0.01716368220020838,0.021189570844753928
AANAT,,0.03029160392672395,-0.0004783666040569819,-0.015261864232143292,0.02422823433867456,,0.12331279042128505,,-0.0201776491003533,0.03155897193041281,-0.010750598538025057,0.08082789587258331,,-0.025840385878632074,0.0004567178186149278
RELN,-0.00275074372546544,-0.03566899214419051,-0.030132061999824628,-0.03360169849306787,0.029779866872427636,,,-0.056973600538981,,,,-0.04185410976539544,0.09259421009898713,,0.0019925708835695603
IL15,0.10869435573826436,-0.03637928885009671,0.03391055531227057,0.023701879617710062,0.023381822514765872,-0.005387099404685406,0.11455091188699283,-0.007258380253637062,-0.034109064941987975,0.07403828056015573,0.0379270178905747,0.020989672352701428,-0.01156991582928408,-0.017038769501968268,-0.014287140235324819
UTS2,,,,,,-0.03042561341387531,-0.030942136339170923,,,0.07455596216977355,,,,,
BSG,0.04944823869216795,-0.03119290742053705,-0.01995978212681792,0.036187997736501776,-0.024171799900485014,-0.01946266979717834,0.03458167688460163,0.06819964966034368,0.0003664595312347039,0.13586091528409153,0.044768871113860055,-0.011178614829846304,-0.057184493002877326,0.08091048343257624,0.07195555085519352
ADAMTS3,0.0724020902982972,0.010258231918412799,0.04641851257687288,0.02743097402425284,0.04130931527521401,-0.001314058776260614,-0.19058341418083913,,-0.024160680627845484,0.03851750180515988,0.0784107317135671,-0.0005668751482524348,0.06720207433071386,0.10645426456335855,0.08126926470448449
CD34,0.011116366544169403,-0.07335796000670489,0.07689006396266534,-0.010708192893548794,0.003335304496039424,0.01760949864970317,-0.02988164347111645,0.0141985620320264,0.031027387279518592,0.07369884397537649,0.15194810505514328,0.004295881884218776,0.030118516471874298,0.008966091981074165,0.04539411025593167
CCL23,,,,,,0.038389400463783044,,,,,,,,,
PLAT,0.11606273628974721,-0.03556197252585932,0.0011365730399502216,0.04387677731323495,0.0067764640831307794,0.03410426975235902,-0.11204378190557313,0.015169778106006535,0.0017378463800789257,0.13868929249664783,0.08987023402976416,0.02531258867831286,-0.051751167122611366,0.05515232781626389,0.11098165884728445
NTF3,,,,,0.0011573271307705655,,,,,0.08623344613848424,0.1305175481430859,,0.0024398452474795607,,
LTA,,,0.005185734233229259,0.05890455319428667,,,,,,,,,,-0.021957804957851695,
CKLF,0.04006687610263958,-0.052599679239964614,0.04630153319597423,-0.021337157502475026,0.015547610911007053,-0.038984629422047265,0.03653903314526336,-0.04806668298929091,-0.024370321032677465,0.09328388553744728,0.11299783891022236,0.03975282395721257,0.03413406002576236,0.08180850657003157,0.090083962909727
CD24,0.014063117685458036,-0.033542291034285354,0.014544372517503092,-0.037533862709027796,0.051803873326773026,0.03578622235720374,0.011227184128379789,0.09730083891152448,0.015479948528665488,-0.0015239048215251046,0.03320054830289098,-0.025893013011978945,0.0846789142319193,0.0439713102250492,-0.038642067710465064
HSP90AA1,-0.04227372571990546,-0.027891768231625088,-0.0060005130703528285,-0.010721306447253878,-0.03733043837025049,-0.03830042966205772,-0.0005623141781384305,-0.06436518321258446,-0.004193357608165102,-0.16669616670517,-0.25576359242591734,0.032248777238076926,0.01840558438080226,-0.058891222924309955,-0.17769628640182694
BMP4,0.004656138209526494,-0.04477189182049743,0.021532606095405624,0.00011046965906593662,0.014475115335097278,0.04153124680359942,0.04370662440507244,-0.07747098190137172,0.02705834415675368,0.07666001372695842,0.06818147540905936,0.08856463968988314,-0.03940307135492478,-0.007654831390287655,-0.005857261798041722
SCGB3A1,,,,,-0.012313394324892781,-0.0038420333796527115,0.043884713859206385,0.04354887521661921,,-0.03482502709727648,0.1694871108711297,,0.021813344050056457,-0.016669772445970163,-0.0052738027191105335
IGFBP4,0.059858263810547215,-0.08335809613469106,0.04124085254473204,-0.00031023826245611674,-0.0032860919977005768,0.045141034582825715,0.03148706098108768,-0.00903099965391702,0.038166918474693126,-0.05059989603883963,-0.08433398882357124,-0.02768644821265544,-0.03399297817206972,-0.025770314880754333,0.00868088504263431
RSPO4,,-0.02527138370410945,-0.016206369251262176,-0.017095559452498885,-0.012313392523780312,,,-0.004728741555528685,,,,,0.07866703135335161,0.030449064032520942,0.010210272376707071
LEFTY2,-0.027352122721691734,-0.04232973117669672,0.014185849703730661,0.00562288172246852,0.07115117348197848,-0.041489714380938326,0.0010437408100083393,,-0.025785325497861382,0.029625516933436926,0.044759718074014694,-0.012814689917661925,-0.026292384319621522,0.02235229604966215,0.059746999593256946
PF4,,,-0.014948198811394591,,,,,,,,-0.02139851909408045,,,-0.03477725710530768,0.024994431809574735
ANGPTL2,0.05155416212646591,0.0736975576113839,-0.009568269571032222,-0.008195336040868053,0.03624716155196964,0.09236975511642354,-0.02961801003956086,-0.023987450943961822,0.023250233064749236,0.11182947735479837,0.1285291566490091,0.04236041487138621,-0.01823722873632889,-0.0052742830357596525,0.09045040186818283
LRIG2,0.05085065281175336,0.016498863227869344,-0.005832943754688129,0.011211147106318245,-0.029537522338282926,0.06556396114623467,-0.019610579099034155,-0.041606851907537074,0.04214855853424665,0.042978999469329336,0.1344594889500499,0.0060470586689593715,-0.03884501498798134,0.036933715815108126,0.10556662979095412
ICOSLG,-0.034687477948312465,-0.026439670637157638,0.009426419035461656,-0.027020567903348752,-0.023368519583794812,0.03963907276950097,0.1134330960114043,-0.024294617634964343,0.016085964529301385,0.05032882175377871,0.13691173814313295,0.008244706761606983,0.012057464553854598,0.03973381774384184,0.09948556136716809
WIF1,,-0.03505134351106881,,-0.013192238309498791,-0.023171255300165252,,,,,,,,-0.017972430381922064,,-0.03498594973681031
NPPC,0.13265775392140963,-0.0003500704299820076,-0.023188342678349398,0.00713813632476228,-0.017112602259386447,-0.020947352925419632,0.11125459957409564,0.01302858931294405,0.0044908452155239115,0.059765688830695884,0.0201772860830816,0.03317453278553741,-0.008479460027435388,,-0.025503247381570577
LYZ,-0.07957961843084811,0.015900584344885244,0.006848967914053542,0.07655277133302166,0.060549792477465066,0.017283790362977558,-0.0814635314511338,0.03461913542907855,-0.004746004082968962,0.050439210665326424,0.07555300773515698,0.016115833538412016,0.04118297874686874,-0.09891617145524581,-0.03584858843546004
EREG,,,,,,,,,,0.012844060839761428,0.04220125529140859,,0.025220682077071933,-0.00453922975334767,0.056316622231666676
SPTAN1,0.01486956907050786,0.019356052342662737,-0.031437949397768304,0.01098303462531352,-0.06825079605948811,0.04441640277531375,-0.12306818888891932,0.07508945054771655,-0.042236573601413245,0.09830069348550659,0.05776733443966884,-0.027228236805122177,0.05904936891124509,-0.043378861304703926,-0.09338622890613738
PTH2,,,,,,,,,,,,,0.030706817569324325,,
LIPC,-0.008351643568580142,0.018067719632316345,-0.005778793958744081,0.010512284821427124,,-0.022212523520040543,-0.05064872128614076,-0.07340994916851318,-0.04964224020034627,,,-0.038973497407548206,,-0.0038700141667236962,0.023466887560347698
COL8A1,-0.03727703981828401,0.02683038901356944,0.004539205298952734,0.014333140450527047,0.022088143318554715,0.0231970207260914,0.010994098666068108,-0.06874331798881572,-0.04269941843474584,0.1403265863830909,0.07761503591344726,0.06363091043191907,0.014725126143673915,0.009726556911850861,0.08167551867724873
GSTM2,0.006552545790130159,-0.05085083046029271,0.005265568405114849,-0.0027609022065632803,-0.036394394396208264,0.12147947087218014,0.006574300097850274,0.033336844701039745,-0.04759096382732969,0.09525512713835059,0.06956049812524569,-0.05610201167320993,0.0181504930033094,0.026107117976519583,0.0949705799048943
IL4,,,,,,,0.03136308208971216,,,,,,,,
SPX,0.015197302665750619,-0.002971610544323412,0.0141736646285723,0.007102849782144023,-0.023945345199922478,0.02659463633540474,,,-0.018056713678564477,0.028840883313966437,0.08079818289705801,0.0048235755142803875,0.026960593494571243,0.0058970834154622315,-0.042915130334595944
MFGE8,0.040386305228269415,0.049392659627456044,-0.0050141427956539334,0.005900683884392462,0.024433880465476336,-0.03392853250452676,0.04076325937187806,0.011209779922779124,-0.02595349846487117,0.014138583939127869,0.08350584488255518,0.04870944298032456,-0.025339035833149736,0.03342836356740109,-0.058629973886960195
TGFA,-0.06970623443864364,0.0457183663307516,0.004371400763799566,0.019216283151836957,-0.04109002287452314,0.07235423825068418,0.06283546560212061,0.10162306582114468,0.06435350857211844,0.066170744568967,0.11597551403611925,0.02707926840351676,0.02517626737911037,0.04543964110216082,0.09004760583528783
SLIT2,0.05763543206005332,-0.0054702647674636905,-0.008051633822596058,0.009408881319873351,0.026989860715134584,-0.01857324014100716,0.031201559578002663,0.023631461400835455,-0.027323540607448914,0.0336995296420879,0.09835782056193507,0.019431317324193106,0.04643516359916075,-0.009467948266615307,-0.029505136834299752
PLTP,0.029464146497345522,-0.012323147573337887,-0.006705921531602694,0.021743957329448706,-0.01577545565994003,0.04657035959582874,-0.10294085006940977,0.04125161876274842,0.010033621892793578,-0.012503345022454046,-0.010736529758578034,0.05083297733615348,-0.008673468512428626,-0.07297106790697623,-0.014286749544813914
APOD,-0.11105842194034121,0.0012278302454602774,0.009262342916852894,-0.04153008442339129,0.012372325663411735,-0.006645666895713571,0.06960705949412778,-0.10674350053037246,-0.08638380590887565,0.1639708106479435,0.1894611816258408,0.013524664968739178,-0.00945324826099843,-0.1269176072766666,-0.11160477466307359
B2M,0.028252448319118245,0.012253315617219762,0.03078654492850595,-0.00028768216537647937,0.09046401853853249,0.04961913421326469,0.06311496951416708,0.08113973304668065,-0.044071719564516075,0.11759857792756237,0.15993917147776868,-0.016071371392459014,-0.020285330315913213,-0.052934260977402746,0.11051627958227915
OMG,-0.001990001046383546,0.007612453880629988,0.0026261276924094737,0.009738138838833345,-0.02237368608636418,0.01406868512051726,-0.024844389300775892,-0.06179454477568925,-0.07294512379343682,0.07286471401269677,0.16873947013141424,0.03126072713574244,0.012434310411470464,0.03644858946769737,-0.10436480966423926
CXCL3,0.06426574430979923,0.012173220796043195,-0.02155205033680785,0.008984127708732073,-0.013172727236316706,-0.021588347846289754,-0.028565777907390646,,,0.026488257618086257,-0.05668248299905504,-0.023568357466247414,-0.015901810874041807,0.009761162838258872,-0.03201689346587513
CXCL10,0.052144881429420566,0.07289743233660743,0.010922713076801609,0.008729713969091682,0.007950395706882716,0.0033362709978348006,-0.005521412520647815,-0.0012558768967564494,-0.03258979133865058,0.0021070318738039937,-0.050056495828168186,-0.0002211680240123224,-0.02641755071890031,-0.018035564705727904,0.013479902563405938
RSPO3,,,0.05109851746255575,-0.014560938492393259,-0.013255023663670729,,,,,0.030533598831597623,0.0766712450671371,,0.03556575308276667,-0.024784409510437717,-0.09434863530227804
CORT,0.04312749380683806,-0.02833367365798942,-0.008081605148982202,-0.013417257146515644,-0.027260500467631822,,,,,0.001235147874258227,0.07607834355431059,,-0.020675214417645298,,
NCAN,-0.007674356226625432,0.0007049172598836531,-0.01320830260864314,-0.012936063822192354,-0.020856665831712324,0.11488063178553264,-0.06471921070502794,-0.030128922989412037,-0.028820275728127193,0.12659896172686524,0.13731012519007468,0.06487435319182129,0.00764045429508742,0.04827305476363825,0.005541271226111959
PRG4,,-0.009207066035815375,-0.01713299562291118,0.06747674040653766,,,,,,0.020181776986316003,-0.025603898088385167,,0.019097667570351234,-0.04800198728586847,-0.011716070779464101
ZG16B,,,0.04023149969578494,-0.01167950375224272,,,,,-0.022430790497441424,,,,,0.03744915258754587,0.017709134098312426
TGM2,0.030667180708869823,-0.006704874927874584,0.040376539139297785,-0.015803511171327108,0.03700320960965954,0.039440255489258946,0.011453831870523389,-0.09637791596099354,-0.06409101997850476,0.05213713892883569,-0.010835214320246667,0.0763194053917102,0.011912283298943902,-0.028710169185256342,-0.007376182342404556
VEGFC,0.0068745230147747895,-0.02774564471144795,-0.021127890312310608,-0.012272717533341172,0.005652061560240977,0.08837540175927953,0.020506927317458915,-0.06982256331944384,-0.02907475930793956,0.04407806793018865,-0.030671359632302966,-0.031087051860893514,0.01255173290085046,-0.00932426895057537,0.019396474222056932
WNT6,,-0.035188869173639566,0.0014001953173622599,0.1821005744649796,,,0.08469897132554902,,-0.021331684396524418,0.014378901608007205,0.14827472910153178,,-0.011451662352777583,-0.003612873449983455,0.0017317426059162355
NRG4,,0.018608293243316903,0.020562646222664318,0.027218516144974395,0.0033156404136049423,,,0.08007813013712188,,,,-0.024962453623148657,-0.011082377336923228,0.011117206358528253,-0.0027384534545359094
PMCH,,,-0.028891977880065586,-0.017095558627453492,,,,,,0.041703274079649306,0.022544010855446064,,0.1634189855036022,0.012137387603335796,0.02786098798916332
COL9A1,0.0301320963520676,-0.040853709871370714,0.004754888601042064,-0.03130259547326224,-0.003300235514994924,0.017299007004056864,-0.07599899930681185,-0.035138805474869604,0.11528489555772126,0.0792894079050864,0.18594088763984581,-0.013853060563113202,-0.01958925548228752,0.05961152776228274,0.11534746542057234
GDF11,-0.024447140387963348,-0.0063073556535602785,-0.011747027059270835,0.002719346075158925,-0.011035244371749157,-0.04720475143921707,0.02226219776064935,-0.023380072022632637,0.07164882681567003,0.0012028311584695054,-0.05241643901642725,0.02356364105256827,0.006927708313345161,0.07658285934896779,0.015597989352311282
RAET1E,,,,,,,,,,,,,,-0.011124376830200492,
IL24,,,,,,,,,,0.009733450174601603,-0.05653215859328658,,,,-0.00523044113514455
SORBS1,0.023502024373396567,-0.023639070120166673,-0.024135927258061133,-0.029484852341889994,0.03321642885711063,-0.07013508595426642,-0.10421524326709856,0.001560830325907061,0.06476285939980905,0.018902204806861327,0.06933550647279078,0.0031917570924310766,-0.02309310907399557,-0.008637091025536763,0.0011014134291504306
DLL1,0.05119897628882915,-0.03732073989648713,-0.025198208919304427,-0.0285488430647426,0.013158867202732972,-0.025080679494842825,-0.08059392153468987,0.06047670131517565,0.12062538681041232,0.08473487263373174,0.1801993419353586,-0.022047860386270424,-0.022752867212621743,0.05820589524102615,0.031211155390621723
TLN1,0.01342737753431604,-0.03606591080726257,-0.05061126335506924,0.055857523253603644,0.011339481290968246,-0.0016357573541488468,0.06867445762931264,0.07748654337352365,-0.042544867066399275,-0.012639255602881537,-0.06713732092087266,-0.029715751451601408,-0.017483078286232395,-0.05952572880775183,0.05224862530875355
COL2A1,-0.025947190766832808,-0.026841984331369743,,,,,,,,0.055619380563489584,-0.045819975416736436,,-0.004925611011459,-0.036069692736798074,0.033553394710178375
SHH,,,0.07912828750186018,0.01664602272055661,0.025440588163374436,0.10969932046019211,0.03433678789127762,,,0.048864140985419295,0.05427334978153459,-0.015027245951491451,-0.04645342859938045,0.08105050114041842,0.09364590978568281
PON2,0.052295669314674366,0.00873832654730688,-0.0369570686923247,-0.022458382757123186,0.025566370772110467,0.010155098127441812,-0.021668923896574464,-0.029182963430723987,0.03221538742258559,0.17283981452488148,0.17169691510245222,-0.020313807307396226,-0.024000896173888075,0.017466942808183904,0.08604053284341193
ICAM5,,-0.02628218487172847,0.015619201527989767,-0.005152739525627326,0.01441438226924119,,,,,0.08665976330974105,0.045916950897273455,,-0.032158939609590355,0.05385801509940069,-0.03063986771645604
HPX,0.06632054002947489,-0.04274412352332498,0.06177919202528937,-0.02292030224300838,-0.012313393069571885,-0.02158833655173013,0.0250550601358797,-0.021939865216100432,0.04306601977389165,0.03410331486567602,0.029942708083773282,0.07468950334640392,-0.0029781284957060695,0.00012610719316917491,0.03692209236711942
SFRP2,,-0.03494671044492303,-0.020276821402592037,-0.019102573098589135,-0.01628550400653771,-0.07798503885849725,0.08316453751382105,,-0.042739744282102095,0.07149984651124475,0.05804106718727303,0.0058324937660184295,-0.027190565503578918,-0.05396089762926352,0.03801930444912365
CFC1,,,,-0.014698766678876351,,,,,,,,,,,-0.02546758209313741
CD70,,,-6.891397310143035e-05,-0.02741834636820856,,,,0.09319526654540494,,0.03506223788695675,0.03550210828784321,,0.03649240984812791,0.008943867983192907,0.04527382184208434
HP,-0.0013579790401136399,-0.007491303711781343,0.032208479256661766,-0.023269281209712105,0.0012748241864368028,-0.0012127550944928795,0.037226667323638496,-0.00902136952186535,-0.06787611228007358,0.03764090786021225,0.0030216156808077488,0.0004891576105124401,0.0373435318502492,-0.037074770005664656,0.013962538214798476
CXCL2,0.03894123276128254,0.07576210209048882,0.024458090232145287,-0.0008506904301908728,-0.01711260092010136,-0.038746553295422405,-0.04168867351081463,0.08132740157905687,,0.0999427289939069,0.008888334880511271,0.046743445777392714,0.03289830159888336,0.013923497127428321,0.028743708283933675
NPPB,,,0.00852918745842985,-0.012870837883579287,,,,,,0.04697102754821854,0.048130353956887376,,0.044075646057211613,0.07975513269117422,
CCK,0.04132710699372985,-0.03669196312073601,0.022672689514534494,-0.03932269269053643,-0.0844650490697566,-0.022212541448587853,,,0.10069203882358253,0.0060198462076420465,0.15356530885924255,-0.007286172036382631,0.07863559222410484,0.021179115271143342,-0.16048867508341938
SEMA6A,0.002873931436179453,-0.01298313196398916,-0.02695299040103902,-0.015142157985340816,0.04792767530873323,-0.0803396304168427,-0.16751790503902453,-0.04172657112882076,0.023884688692980188,0.06112616754141828,0.020988745516399267,0.06814640266604848,0.053148656693289775,0.020357371231093394,0.10242760798420426
IRAK4,0.013983952294332816,0.008749723643672241,-0.0177068431123612,-0.0159882997409958,0.03384735111306715,-0.008492404532314415,-0.06758859220329236,-0.020182157522965916,0.05486361136915969,0.007365615781221713,0.0517388828400401,0.00324794539726898,-0.020179511545069292,0.03565730059758704,0.06704421861618215
GSTP1,0.06138592575445233,-0.0023331331328484963,-0.05908068048551533,-0.00302465704465121,0.012372191934243345,-0.051410015635182056,0.0037546176495649756,-0.15767234251383858,-0.007287903004902321,0.09847210749733512,0.2296460284952033,0.016027144512618198,0.031371667128073814,0.009422641999001892,0.15004488065144073
