,MGH258,UKF248,UKF259,UKF260,UKF269,UKF334,ZH1019T1
PLTP,0.05855736544224607,0.06529649308237254,0.005643704775296351,-0.055531112924577956,0.15612193212023687,0.019651741184226874,-0.010405280850213437
APOD,-0.18981205882922045,0.04620884763493372,0.0049269904168772125,0.12796666442911128,0.059256220909714476,-0.10142325314048187,0.10067259276857266
B2M,0.06465081781235812,0.02271856654099265,-0.05831034968070144,-0.07794961577530098,0.18855095266471522,0.04667026316979215,0.07126815552518073
OMG,-0.07718274574717951,0.03770457561937641,-0.02355701901757884,0.07613724104919518,-0.030011341819864333,0.007193341561232824,0.05844964946177518
CXCL3,-0.03402828946518905,0.015964047044923987,-0.030439480786162498,-0.061368169500399555,-0.0016394185810991579,-0.018005809453647163,
CXCL10,0.04625301809795213,0.05653282694863686,-0.05316894993512017,0.01691454242209298,0.20907322690656366,0.017584335134943185,-0.09008252000494137
RSPO3,,0.009905434614647246,-0.011379006921284449,-0.026773517494136943,-0.035681929308859314,0.05144951628861697,
CORT,-0.01975724711819741,0.028812343697110658,-0.025518296759602793,-0.03249370588409647,-0.03739971266882714,0.05978678682987958,
NCAN,-0.09713209564278368,0.053797378300802653,0.07654653414642172,0.09211177557803343,0.13226366326981787,-0.026013394849812726,0.04603185043579194
PRG4,,0.018376532370884588,-0.011230589111891523,-0.019169742403937044,-0.006522374669390115,-0.021998691535800627,
ZG16B,,0.004576292287414872,-0.0130344721624906,,-0.0333725768316036,,
TGM2,0.046533064978178246,-0.03492337296619278,0.008756998685898585,-0.061277572693445644,0.06762586067030932,-0.07502382779981366,0.09660098199422397
VEGFC,-0.018389524733078286,0.014030346768146079,-0.02001591689696454,-0.029508585798255566,-0.011468835923398838,-0.022450541577122552,0.05781759185434716
WNT6,,-0.005260509913713887,-0.015533350824565655,0.0022486092450934624,-0.017038238417944197,-0.019593699005166953,
NRG4,,-0.02280498212470834,-0.013668140702276428,-0.027304791178560474,-0.038500671156291404,0.00016084745637676503,-0.0009541957814931104
PMCH,,0.0546956785966735,-0.003847218962769905,,,,
COL9A1,0.04685434983124333,0.05435190740998536,-0.014275375384347963,0.03597714864397424,0.030025515110641682,-0.029844221672035567,-0.040365944448400914
GDF11,0.019265430156896707,0.01307651845057291,0.03257987564916576,0.08486475743583223,0.15410223186757366,0.06823399595110352,-0.10079927863677336
SORBS1,-0.012583841059876665,-0.0006061740838241995,0.04184952348432318,-0.013141845098576384,-0.02981343411169856,0.07884883047755402,0.0045641199471705305
DLL1,0.02283221600018798,0.03883865513470274,0.0002820633838515236,0.015565416225176584,0.06668074706587884,0.05173243736609693,0.003691288980140884
TLN1,-0.01599768172479323,0.023760528876168495,0.014972700954468354,0.02280443039127069,0.10621222505930637,0.06048127709811425,-0.04173439525580796
COL2A1,-0.039688497510176196,0.05269194178019798,,0.13082884830470792,0.01340715657004676,0.0005922102685221617,
SHH,,,-0.011670425993499808,3.383069020249565e-05,-0.02242848254454151,-0.017445910284433902,
PON2,0.10193515654899253,0.04452050468492376,-0.01596108833489149,0.07986098242650379,0.09768628495349757,0.03934895063156707,-0.01034116042100288
ICAM5,,0.013585837496126178,-0.018189187233123693,0.022300270486581276,-0.05575149173952163,-0.03407092041022855,
HPX,-0.045081454274652245,0.016078648920140423,0.046200440688070776,0.021128612789709136,0.05402317480378407,-0.003337179944256119,0.007247623856385712
SFRP2,,-0.03291870334666634,-0.013291350484161602,,-0.02277003455627179,0.03567672994639185,
CD70,,0.050235271223958856,-0.0225915140627913,,,,-0.048884121851872
HP,-0.043645375929892594,0.03568527393840647,0.024738051598205794,-0.0104787619532125,0.014799607924477126,0.0624863804557053,-0.014187798904593697
CXCL2,-0.011224666052992303,-0.009664478809669017,-0.022104289239005058,-0.028811405785455192,0.015985183795429635,-0.015327465191989133,-0.05580621745860135
NPPB,,-0.0319430073071924,0.004609475871082757,,,0.08507509539571985,
CCK,0.0915543366431236,-0.012455992652357533,-0.004453383499268805,0.10357226762915228,-0.13375805159715237,-0.07896567544862054,
SEMA6A,0.016288252471142742,0.010841828277467927,0.07451441030646151,0.031423866186016725,0.09172547009698374,0.06794745123809381,-0.05342798863304924
IRAK4,0.002802040550782407,-0.0055442251409221184,0.028751653353816017,0.02348744449964639,0.08506226927261279,0.0679190431317003,-0.024742783816900583
GSTP1,0.09400197293393375,0.05270749375338813,0.04075588139467257,0.0275319959288256,0.17251331708721357,0.03900826684643587,0.042342114304047926
VCAM1,-0.04190084057056029,0.06586427354345721,0.010647069214549578,0.03159629823830319,0.10903291899871649,0.01091934554441129,-0.12202691848826695
NXPH3,-0.0655055392321391,0.06676605779263127,0.02764082042360371,-0.008601112378252123,0.06243219918128095,0.007252850858207351,0.002969762522542669
MTMR4,-0.006827620868078313,0.01596397181060839,-0.026810296633039816,0.017670948491669964,0.030012814736310803,0.05342560013876266,-0.011139371424432243
LAMC2,,0.0017774110839347095,0.03395421582700491,,,,0.017301841487210937
IL10,-0.0095613796535013,0.00014965469429165966,0.0035352164383366854,-0.010885853533638395,0.007533764287666742,-0.020096427981394268,-0.05088569222078136
SEMA4D,-0.11272430960997794,0.05014246557412284,0.05287402418610509,-0.003940063928254445,-0.08552690664927423,-0.03541684558785437,0.01664824033030431
TRH,0.014652435662672042,0.00040645912585528937,-0.0048050232359127375,0.0717915889474508,0.009038413992355708,0.02634848384666931,
SEMA6D,0.08112093538405371,0.06377448064153753,0.012263469806697704,-0.0008635109723351452,0.08722859761854351,0.04316732215087083,0.009032889935368382
CEL,,,,-0.03324101083400098,,,-0.08482702266496989
PDCD1LG2,0.03479137161842891,0.018550645135593385,-0.02478127423162595,-0.017633406615260735,0.07539295251288802,0.007628119597530094,-0.018231816079762445
SPINT1,-0.029249483130980043,0.05197629302486626,-0.03252122299082083,-0.013043145904141953,0.060787275456325486,0.01626774619483926,-0.01688261983275551
CTHRC1,0.0007870890030751742,0.028178718240456115,-0.015444205511678443,-0.03519219536121789,0.040759957069507614,0.017367845002570884,0.04727439544538089
PODXL,0.05685966939150487,0.06426540081910075,0.08372715561068518,0.015529282593002352,0.134235796067548,0.021502727087236027,-0.02006927373514918
JAM3,-0.016679477054826794,0.026523064588218456,-0.016072140444602288,-0.007936913556534033,0.11067275027199361,0.055542363243664884,-0.01410904057347174
TGFB2,-0.07150080624124364,0.0231937576120734,0.008011945012090963,0.03794842922369341,0.15673498539507386,0.007958269693010297,-0.056102805663100525
COL18A1,-0.04410305630042356,0.05936995577812402,0.017407877881499483,-0.013121471617705585,0.14300042925312054,0.02747333458333246,0.035072101497026276
NODAL,-0.06138112792661145,0.007857525499046442,0.02959762602357469,-0.0049509711387879015,0.1541773112975089,-0.03086441538368172,-0.026689575886126693
INHBB,-0.05510879153279886,-0.01705537378519209,-0.008552674283477099,0.010667834101752642,0.08848956071487361,0.04666296398543887,-0.02653515562940615
LCN1,,0.056805321454508825,,,0.021664300232899936,,
ARF4,0.021466392431833185,0.012502475038291338,0.008867109391279278,-0.06613899529600532,0.09093395494296566,0.06477300167262318,-0.015722027869186056
CXCL14,-0.0453288668353187,0.03667317858474223,0.02456750772743495,-0.012546152460796853,-0.035396194913390494,0.000263088572163629,-0.0075580819595652375
LIF,0.060577695641653564,0.03818617491127545,0.00762735771051702,0.004387309249768611,-0.02392240302528392,0.0020296617740672047,-0.0461265941828533
IL17B,,,,,0.006991710942370215,,0.050015984378608574
MMP1,,0.006482550786025653,,-0.01684883865668642,,,
MATN1,,0.05466549648066832,,,0.049442220491194046,-0.018279590967636716,-0.0616567371999944
ADAM28,-0.09761715245523503,-0.00794946455989064,-0.013782470299806381,0.004131190100513184,0.06431974212406562,0.06745575014736724,0.009608917320959415
TCN2,0.07152406163322383,0.061456138903630636,0.057206278389924,-0.00344718538056304,0.069292142943444,-0.014364689491257208,-0.012719030535019943
THPO,,0.007088659785443488,-0.023676305903968534,,0.009879924305500552,-0.018279593067459375,0.02045064337912808
CUBN,0.015437304010576604,0.006257381650639294,-0.025184666546479474,-0.025227521486697543,0.08230274066013092,0.08822687146819777,0.04253356284501825
TIMP3,0.019830752314320584,-0.019110763973483734,-0.06841791105840657,0.023939481337574377,0.055676119393321254,-0.04323721138153096,-0.00827087034655337
PIGF,0.06046845702384385,-0.004309961948639126,-0.007941375474978574,0.005989717320728297,0.10446906790746363,0.03589494464608927,-0.01993095760514031
CRH,,0.06577711375664527,-0.013163501894758652,-0.01712149119255229,-0.03850065519294914,-0.02500177512591994,
BDNF,,0.00428401922755411,-0.0064837492944363855,-0.016678960564733447,-0.1057427482763822,-0.020587516669987115,
CCL5,-0.038904623614493344,-0.007489638175388613,0.01674605001729982,-0.029611748105672506,0.05070502760872134,-0.02479846621923592,0.041000396843381526
GAD1,0.032056153701130956,0.011620515114470138,0.0016331721749105927,0.009625240332097114,-0.05320785547068148,-0.0333303026029016,0.04640722980664936
COL14A1,-0.03567541143029784,0.06995070118659837,-0.021885182624130594,-0.019088622187017255,-4.4478315454422895e-05,0.038913638820283016,0.02423413608201473
HLA-A,0.118796122718988,-0.029627965230314385,-0.011006944458178975,-0.0680832487403313,0.20808431560842947,0.0226943796401397,-0.019377753366279477
CD5L,-0.0595096145151396,0.0171875823477274,,,,,
FGF18,,-0.0007161198187693972,-0.01045830381569091,-0.02336073654244224,,,
ADM,0.05899124283500491,-0.04473077404160354,-0.03073861694305977,-0.11259499896386659,0.007911369098360746,0.13038032577877326,-0.13549367977930407
CCL15,,0.01103176388248362,,,,,
GNAI2,0.03302742460319672,0.04990558981336936,0.06258031379805101,0.014520228401049877,0.15488304294372285,0.03389217283096436,-0.014673270597951397
HDC,,,,,0.03538305515165341,,-0.007825230481338628
COL11A1,-0.028839256241587084,-0.012880666846006411,0.0679070437825671,-0.021090495564379443,-0.045519767210527175,0.05677708855960624,
NUCB2,0.007115808336017386,0.014591970855325185,-0.03484497299943922,0.0410843739623897,0.04848446026376449,0.05327620434892138,0.023836499612933416
CXCL1,,0.0044421817259043235,0.0034917931004429113,-0.03247317981106455,-0.012799415272915834,0.03213432500622105,0.010654769110432689
VCAN,-0.010697603925006832,0.04355119801758373,0.08546238241695293,0.07820890211448006,0.08383651197325548,0.053453607694371824,-0.0637873772390725
MMP7,,-0.013864099805538103,-0.020791819389186828,,0.022979098134079085,-0.0034832778489880902,
PTPN6,-0.016705801718072223,0.08263409782735119,0.06313989848275013,0.02394702530540305,0.10008296573373539,-0.0037977155790391137,0.1277243174110432
PTGS2,0.045807594954703094,-0.005372337422193784,-0.017384899536016726,-0.030474448897099545,-0.06843761655179065,-0.009229664255549521,-0.006736765550276601
XCL1,0.01371254533889842,-0.032189464693024264,-0.011379008836394354,-0.017915669670918073,,,
CD58,0.0038547053738729516,0.05425147535435558,0.029317422088924024,0.003759824913154414,0.1556168451496877,0.04710450946523593,0.0033143687776121143
TNFSF14,-0.007514122264455703,-0.03243420410777334,0.07368058412761501,-0.05042662767850775,0.002462958966449097,,
CNTN4,,0.035439727140620526,-0.020450126078630098,0.09807278150086271,-0.06489111725913776,-0.05748761443236283,
NTF4,,,-0.01439394786462209,,,,
INSL3,,-0.028835819508712876,0.09924178592207115,,,,
BTLA,,,-0.016600503224563634,0.019724397014668212,,,
MFNG,-0.024766205679691473,0.06678181185460028,0.032384312783017094,0.03856533053038604,0.09204808255157343,0.027076404389100646,0.05029733771955251
ICAM1,-0.06687592609592406,0.006360033244205869,0.002946131202171012,-0.07665165463069872,0.04623564184813621,0.01653755197140086,0.05047832022097813
PROS1,-0.014835430950831412,0.056729333713888754,-0.0002530395879380547,-0.05143002537227736,0.11741964335025029,-0.012282912829238697,-0.03189134785287123
CLCF1,0.03423885084012983,0.020068535514509094,-0.03731693679135419,-0.049988151746540435,-0.02258695242347293,0.08190342803487974,0.06339571366001405
PSAP,-0.17905009874999728,-0.0021072492012585357,-0.03154142787012644,-0.12568880993564677,-0.115614916712241,-0.07184857942560072,0.047586819500874185
EFEMP1,-0.1162364483484702,0.011567607238707957,-0.038013059068451954,-0.1045250422972666,0.06149946308995126,0.04588620472082582,-0.054447995715224726
C1QTNF1,0.03357475487519185,-0.0150907882763311,-0.005615407981483552,0.07843279749044446,0.1392209992293537,0.05760253060807747,0.06380972654174584
ALB,-0.03161904126189159,0.010962442047319177,-0.0026772287187531597,0.02400942073897297,-0.03065418647441467,-0.006142443460093596,0.036038567831093
EFNA3,0.09902799897870032,-0.022373543408961763,-0.024091627393645027,-0.028891755852771817,-0.1047364422346379,0.0011344545906171659,-0.06389407549433357
DRAXIN,0.033171055462453754,0.05065847954107603,0.025858612755490052,-0.07085649483749286,0.16663833626407687,0.08355730677754301,0.1240224904415534
RAET1L,,-0.022463383447507427,,,,,
NPTX2,-0.03159248022351103,-0.05562069890214915,-0.051101955286378536,0.029862121901189136,-0.12432125109625408,0.02381553462111249,
FGF11,0.020451792067578505,-0.06496577621401108,-0.01331021912087712,-0.054295309160732705,0.1271428746749064,0.11623714523209247,-0.06650950962241681
CD59,-0.08975883236958772,0.0763688414132325,0.03446434954131456,0.004437330072594397,-0.09075222959817526,-0.0566209081018734,0.026114313111262884
COL9A2,0.016422911953697675,0.0632794650066275,0.03419455992587255,0.04611982897529054,0.04628777550534654,0.01107616417617027,0.054939691285972495
DLL3,-0.1515799134790082,0.07598788562351304,0.06134677357998448,0.06054662382429284,-0.013443684974428173,-0.014251958146698164,0.09723144265312357
FGF5,,,,,-0.024409756123246095,,
LIN7C,0.008861832643932647,0.010891051140087933,0.049866205538093435,-0.03121184802933535,0.06022162002085777,-0.04040942882449375,-0.03803240899459731
GDF7,-0.03924579330991916,0.04770649780082011,-0.01866066365700881,,0.049435353070008035,,
PSPN,-0.04061371154725197,0.011141045352271249,-0.020356263803942103,-0.038369330950789746,0.04100381702913164,0.02575534220896493,0.048138929046270845
ANGPT1,0.013151522097611027,0.08967170234428486,0.022424482174214142,0.08391612441327197,0.0910238142924765,0.006977263232203508,-0.04779883099779935
PNOC,0.14280135007659828,-0.0008617298813602914,-0.03061678670766966,0.04569183417392114,-0.06254036477304901,-0.025797852621854717,
L1CAM,-0.018572771110883225,-0.01924942843270219,-0.02769419916948024,-0.06043077054539437,-0.028543462812200247,-0.05990530667006738,0.05804230102706904
APOA1,0.11237136967366801,-0.01631951320161755,-0.01628707705058079,0.021253040553138505,-0.013458064726333957,0.012910581670517743,0.029870844248508728
PSEN1,-0.05583736346115191,0.03548694722323609,-0.011716780261441916,0.02721711779003727,0.015724298193280205,0.03607308184057049,0.04746097353526432
CALM2,-0.003529136257583825,0.017445146579720208,0.015482468854160743,0.089244172968625,-0.16368924263431348,-0.08503707467109628,0.04603633177444122
CLEC2B,-0.12834141122074266,-0.005177392502637567,-0.02279404353021664,-0.013098799160653764,0.1656367613989396,0.0007247074963616354,-0.019268710702546966
NTNG1,0.029771977454783057,0.01784161355895067,0.02648782839337127,0.05027463474867943,0.09560928926783246,-0.01286789978645248,-0.05885244247847432
LRIG1,0.04725173347648204,0.02889502825423954,0.08120669594528183,0.06929106702405438,0.0708332452873134,0.02488124923584273,0.005991362587840979
CPAMD8,-0.03453293001633769,-0.005289790517244663,-0.012370304850285245,0.009666860460743708,0.04583336111521422,0.028496133686213065,0.023579196364315803
GHRL,0.1022646486358803,-0.02936053202440642,-0.03299592560593508,0.019256463760678324,-0.03028481838821424,0.10430132254725714,0.075662817359262
NPY,-0.008770073008248306,-0.034991835862012766,-0.05417260581703045,0.006441186840568537,-0.04040240306759684,0.02836026636245236,
MMP2,0.08474543162966496,0.06590415415667004,0.010191028279072725,0.0565316480339738,0.11722252895345202,0.019060570443705387,0.04984271646907978
LHB,,,-0.010773601315931832,,,,
PPY,,-0.03787770362428258,0.060651913836747715,,,,
ALKAL2,-0.05171334686250961,-0.008110455788029537,-0.010617077692744663,,0.020812283678898525,0.018012019763975363,
CSF1,0.009991046131188269,0.010975085733782471,0.0008751515681260427,-0.007725287783299517,0.1159139560718472,-0.03830477899137122,0.01011026176905627
SEMA4C,-0.0036422215339842307,0.05821328851812744,0.003365020713123514,0.004064312817789553,0.012344230090810449,0.05158806327852638,0.044151687482161764
ICAM2,-0.004112232161437384,-0.0007371785745112918,0.040762514486850504,0.025456217298268545,0.08256973857891275,-0.053691351011584044,0.021807883315708456
SYTL3,-0.007103136374826095,-0.05324152171814166,0.009765514783025323,0.009156036507239732,0.025784553788889143,-0.03860212607417903,0.014568163009193833
IL1A,0.06573731845976823,-0.029986972867690875,-0.0359271051084783,-0.0023252569558346926,0.08094189298941126,0.1120148128356067,0.09879382252125476
HLA-G,,-0.02471610121352528,-0.011379007808774287,,,,-0.046502492290333354
PGF,0.08864835051009665,0.06574951174611997,0.06563058446695712,0.030502228183308222,0.07555731974444463,0.02537217168192275,0.01278655538440105
LGALS8,0.0016675436668408714,0.04818382420220869,0.03673132908603409,-0.017150337655516545,0.0665184867834009,0.012716009277502707,-0.00903353285707813
DKK3,-0.011190262616470674,0.024141005412754452,0.02655341623560048,0.08049632015603118,-0.12494612311427271,-0.10075729711583893,-0.03778289359941344
COL16A1,0.06245439543569424,0.05164243802337515,-0.02513469560602142,0.04191389203233527,0.02735345538255113,0.07212507145039047,0.020247666600390297
TPH1,0.023008830539021922,-0.025380063475887706,-0.020706855606949074,-0.022328995380637335,-0.026249819163724597,0.07005859677762083,-0.027341276149365854
TNC,0.11935297281606819,0.012229445560834168,-0.04567972832476077,-0.10695050465438977,0.15949385684551926,0.026434239202172354,0.004201740346734951
TNFSF9,-0.020192014042159215,0.04657833948992682,0.012447807970107309,-0.042438078691521004,-0.05925646681716115,-0.028262422138189205,0.030612970643860548
C4A,,,-0.012772729527503565,,,-0.019337684210402366,
CNTN2,-0.1368030128441999,0.01697339753209481,-0.007902488470899756,0.09800661329104929,-0.0534384756520589,-0.04755684662432797,-0.042985937562650185
F7,,-0.024760164729767106,,,0.01228382741601167,,
LUM,0.06514860444726875,0.05512446935702265,0.04665125205303248,0.04848861638505957,0.14206018014757252,-0.011622570016735846,0.008530262227895508
IZUMO1,0.024440737029577688,,,,,,
BTC,,-0.022463374090786265,-0.029241807732925288,-0.01827592344136677,,,0.014200176969350543
APOC1,-0.1914217893108411,0.052739218937203236,-0.09119598859357939,0.05594999111543216,0.19337312367231244,0.05892952326232192,0.07053038235629512
PKM,0.03178014952353639,-0.03438072111191053,-0.017802684092245984,-0.08529738907356334,0.029059733466250508,0.08790866633361825,-0.06152096971087447
TNF,,0.012724144467764485,-0.028197777329100778,-0.016093788143266022,0.11555601959169542,-0.038725282000386364,0.20238285051594773
GNAS,0.11900170478087696,-0.05223061422593087,-0.03313247230834956,0.09855614577922729,-0.06838740579460036,0.025265414028669823,-0.0007306645705907142
BMP8B,-0.03604763013900729,0.07382046217090313,-0.01649663023612942,-0.013029597906812533,0.01419357138446996,0.029541246311767178,-0.06176099205634194
