,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
DCN,-0.011878204665037419,0.02410733181900574,0.024849696186000608,-0.01789543088010536,-0.014810027662878582,0.09460507767258022,-0.0388429238614325,0.036903572383855575,-0.09770021146558912,-0.05634993455051952,0.007331353164724726,0.01957720422247673,-0.011590593906329104
RARRES2,0.0016568781674368214,-0.006014560927902179,0.03382068045395492,0.02262206697967444,0.10379055677214724,0.08454294245527366,0.08576997774016998,0.08416779378585355,-0.00551645915263067,-0.03439295454906424,-0.013615879095821353,-0.011609346069650939,-0.004154822027563851
SEMA4A,-0.029838023978659752,0.04392815302670992,-0.03646006794537382,-0.008801068193420145,-0.06867101229795576,-0.002004391678377149,-0.025647009719355306,-0.014436416594268881,0.057888110612642645,-0.020325628117103114,0.07003995343269254,0.023976480799510425,0.054263270136915426
GDF11,-0.0417689817860103,0.014727603081635116,-0.04535956806855444,0.03889477380913122,0.059245228745625565,0.05995188932764169,0.06361245186026998,0.008696782243212485,-0.04272012559584044,0.034124901086190595,-0.01624679133872501,0.0662243901164736,0.07122808751051184
GPC3,-0.025068231782108843,-0.004005748676805581,-0.021512917075771687,0.0157877279129794,0.10890680589904525,0.05886971404365088,,-0.038443313739257925,,-0.019033510460655757,0.0582430792384884,-0.0016539204825270699,0.0409472278432711
OSTN,,,,-0.010526618592592532,,-0.018171697721963326,,,,,,,
GRN,0.03117955905890371,0.04148186256590861,0.007607142602395177,-0.05799276482388416,0.012108027520714406,0.0707618580522346,0.012226328488731359,-0.03204716109087048,-0.08055113201222545,0.00862813735023002,-0.015618911266846655,0.03789620850347407,-0.012930765898021718
CALM1,-0.07255113494225761,0.026556391802812256,0.03805782197848683,-0.0026695876120249266,-0.10554581550952907,-0.09234814282752132,-0.07807050047372356,-0.02187737204828712,-0.0022108157878887613,0.025346460802323813,0.08126412307129581,0.060070011852778965,0.0025855113771503543
ANGPTL4,0.057334749338733754,0.006474342668842699,0.0464417684555112,0.03450079561386214,-0.04702395871255631,0.049185048255824405,0.04203504400934782,-0.03076459932638784,0.10355786952749833,-0.0035773446415002163,-0.1099698148711606,0.06109313539382325,-0.033864352853339094
BMP8B,-0.04231725691794811,0.04649323122678247,0.04117664100039701,-0.017485937189822554,0.08690253452315644,-0.014587156649783264,0.12757088849850703,0.04252180977138266,-0.015493253010369839,0.029434157489146573,0.035671280139300356,-0.006021156686460938,0.016277809653673363
TNFSF4,-0.03150691954800764,-0.0036158350872528265,-0.022039188567178302,0.019478141609012345,0.03920034337551582,0.028717842216951974,0.0354604062986711,-0.04155273579974372,0.036050265783019404,-0.009727257930955703,0.04083275584327684,-0.030757164189413256,0.03368685334632177
RBP4,,-0.009737201051609449,-0.0007762904093192803,0.09186628448401689,-0.08560074794303849,-0.03379604736398787,-0.014731138178447916,0.03094258849919912,-0.03698765953429407,-8.385609423134903e-05,0.05337553504659802,0.038959000529428654,0.05594661204150756
DKK3,0.04193843333871165,0.04881171216181514,0.0007251028003466847,0.009625974042822335,-0.08379927905974222,-0.07048808934199853,-0.013722064433079096,0.04735958710837876,-0.05252832837135442,0.013979160270659749,0.07708396485265408,0.04650323496547096,0.02297225416936291
COL11A1,0.10504039180271009,-0.030327554509700257,0.02643525460339482,-0.049522306564701274,0.09164191022494049,-0.03187358368793871,0.04175040736436868,-0.02257755348202339,-0.06226822839134888,0.010335050399630119,0.00566670834811902,0.0721849575849068,0.05296863852969435
COL5A1,-0.047197770587799275,0.03512234042579147,-0.0328309384948213,0.018753958101989692,0.007641256762218327,0.09710324023501526,-0.04475566962642129,0.033849350833206365,-0.015680249296920953,-0.06006887321961919,-0.051341752830849546,-0.029476323621353936,-0.025731478842805428
KISS1,,,-0.034742235036490404,0.08152027387712121,,,0.011742199094382118,,0.0064031222795498935,-0.034033857977875295,-0.005395311492838229,-0.026945953833359366,
MEGF10,0.03467964460603999,0.0066995883392436265,-0.05169707630478038,-0.0028048870032185333,0.021857783281412996,-0.03629617946980212,0.04112766369861696,-0.02910889145231802,0.0014303205818270378,0.011345626041377215,0.0927305941002231,-0.0386392668964571,0.11017331052501386
CEACAM1,0.026094634247845246,-0.022315902860887468,0.04999104557967018,0.06321711853586934,,0.0825538382736579,,,-0.05012631906862152,-0.028824015461684983,0.02430064216549004,-0.021641843598448802,-0.025267605267349787
EFEMP2,-0.045740913776455325,0.011482338685253043,0.04007076394136329,0.0016725524005646007,0.09804133034163198,0.07780888339198963,-0.023388713709467497,-0.014112970158004723,0.0728929249819857,0.0378682729048114,0.014332020176639077,-0.07486600451375303,-0.01982408107303118
IGF1,-0.04775475106232481,-0.042337700836643816,-0.033522593364823355,-0.004608270562745826,-0.03865779920658473,-0.03153567465151987,-0.009822123888710087,0.059465678877288326,-0.04478755440492972,0.020428119169484296,-0.020007141082439783,-0.030637496826389554,0.054190193398056405
COL6A3,-0.025067577340753457,0.06925159523322555,-0.021110511210086506,0.0010166148904299543,0.009885443942670043,0.023847595204969915,0.0010545204413558928,-0.024273913825595166,-0.07161978094166058,-0.030304916263722646,-0.026464492512052018,-0.039858669117029566,-0.00020667366893804763
RLN2,,,0.07716374252377031,0.12613660960087622,0.07340353203046214,-0.020168865910818727,-0.011427844649782372,,0.008140865921897365,-0.0027835970770494003,,-0.02247102687586563,-0.022760979385183025
WIF1,,0.008113719759827647,,,-0.06994470867496007,-0.034722943881693946,0.013664216920268774,,,,,0.0059525031256725735,
IL13,,,,,,-0.017313051256220454,0.005159955020183015,,-0.042339883855217454,,,,
PLAU,-0.02788152480361627,-0.008921536115416047,-0.05755696414791384,0.030160379288642437,0.06812981699366838,0.13685849149214108,0.0013380726263888208,0.013324380312815354,0.10268375929910008,-0.014963067787174154,-0.01951600728724061,0.02151485980165001,-0.03357685162545236
CXCL12,0.012674663022638548,0.1131818139265661,-0.016153034510308497,-0.013664302369116726,0.017372498435862038,0.0010806364194145715,-0.011450697158283295,-0.06209646568792364,0.12983356855050332,0.01307588070285801,-0.0022941078626197878,0.007030658678604481,0.007388095531595287
MMP9,-0.04218707916112326,0.04562463631594186,-0.013662600804763801,0.009137507175213897,-0.007332274971442266,0.09762405904866077,0.0016322360807529974,0.0016074707156287025,-0.05674396013071381,-0.058255492868918936,-0.03345052718344385,-0.0043916563611135365,-0.028818445731652598
TNFSF14,0.027102077462900574,-0.023203882538400507,0.011319001120300721,-0.027224203328447792,,0.1384484353626636,,-0.038443290037533454,-0.006904304337520713,0.0292290988271697,-0.05209902305485473,0.022545546289310475,-0.013796426637537789
HBEGF,-0.039840834035423926,0.03375343433472605,0.0473913124050838,-0.0351925943461176,0.05998550666062732,0.0438386477130394,0.049066662333362175,-0.03381787454916151,0.053420559179506534,-0.03167780856497397,0.022414073778524723,-0.03944627238141747,-0.0018768054323199186
NUCB2,0.07173114158999684,0.03255861689819079,0.037876194019358524,0.04181697569478189,0.019983431538894574,0.02833881475325995,0.00883466035546065,-0.04574097950177293,-0.0162941583081119,-0.03790259653288619,0.00040657754478084124,-0.04974393127976681,0.0182226667769765
VCAN,-0.030794264097928365,-0.009691806740068755,-0.011438218113725925,-0.010038107803309595,0.10001624944316886,0.056914810138057596,0.015284949591947533,0.03343236956796486,-0.04421978367827825,0.05195685860340878,0.10129333994871456,0.04578528824329561,0.022029228336348454
VEGFC,-0.02235534152617204,0.017007974886989918,0.0406568206001804,-0.021216276333241572,-0.02683929489728353,-0.001588906702439473,-0.01383116026261827,0.08112407174424409,-0.04725897612432802,-0.039443120023854014,0.005563629013029299,-0.011770578396471408,0.05525513943768061
LMAN1,0.023948953734108398,0.003976860942790813,0.04163479832330558,0.015577581416254037,0.022612186804661438,0.0822052398387676,0.0331550774882462,-0.03906938456105026,0.09427658654209681,-0.010072293762071513,-0.0701540401433825,-6.0719848124610885e-05,0.020203033255761844
IRAK4,-0.05804785263896101,0.04254717717074391,-0.03026880296194617,-0.010976957912902286,0.08590906085855748,0.08718053019138818,0.06704133523083623,0.0031614108570071227,0.04942061892369416,0.0390880259306576,-0.0028032517504746877,-0.007458344786423949,0.02282403580640744
MICB,0.008158155101641161,0.087180000989883,0.017423774067262632,0.024937846374796097,0.049117726161748275,0.05715793620156319,0.08350014263318656,-0.022255885626581935,0.023220141342948256,-0.04424091492620124,0.024270999883245374,-0.007660458974216392,-0.061149416296116706
COL1A2,-0.02263143559460823,0.050647897433432267,0.0372946274820074,-0.03570023384416754,0.04053954248941267,0.11711316569491496,0.04550581888928144,0.0466134671635189,-0.08341719362234747,-0.05801466428400335,-0.01693655526915455,-0.019828134658353175,-0.028118855608537302
ICOSLG,0.007047467457246636,0.07056665720320865,0.003797805410571716,-0.007244413118091375,0.04711421817457758,0.07120800598198257,0.05684327523887751,0.054105568287898496,-0.03198677324659271,-0.010366687717190012,0.08579101786832037,0.04256665110485424,-0.0005898779783747866
GNAS,-0.06341082242771205,-0.022530381447516987,0.04992244561499915,0.005089036476267069,-0.07963002371553775,-0.0568134175313539,0.019948030515804856,-0.028132175990765052,-0.03428575675204083,-0.0036085871624160406,0.027226490267581515,0.0050741599136299885,0.037584930545723795
C4B,,,-0.015921931294571832,-0.019481264494161345,,,-0.019825393836654725,-0.03146263686035701,0.21907328886916944,,,0.04847539286447943,0.01995201740727995
COL2A1,0.02385365713532834,-0.0020057714946351956,,,-0.014548245838664653,-0.0007039651858299796,-0.01126155388292999,,,-0.05077595925720411,0.04543805425939535,0.02537723901088105,-0.026820865881879898
GSTM2,-0.035251121401076654,0.007878102512132529,-0.008353954842004073,0.02630999724834689,0.12201832893301677,0.004101177851650165,0.04940287776875016,-0.04691462269078083,-0.03652070171633393,0.06052781854246292,0.0691730293518172,0.01575477320294155,0.006190510725578618
NLGN1,-0.03007764477946115,-0.03958274441485742,0.001851323019544619,-0.015441309566341382,0.10629998145743413,0.06975679297710262,-0.011242165990048724,-0.010699789351310393,-0.0013402395999956669,0.03012281800647215,0.0340357180464388,-0.009082560239507554,0.02169917706446446
SCGB3A2,,0.03207544799201586,,,,,0.09093391707903928,-0.025400460496251984,,0.052663654150842606,0.033450387772654536,0.027310849973525977,-0.030225922805874415
LEFTY2,0.20824071506961825,0.003738777402833573,-0.015204321521104559,-0.025470906322638025,0.037029184691528,0.11992492075036656,0.016776234852841593,0.02470747656509023,0.03081754466923522,-0.026017278126161364,0.03127916425739732,-0.0366447199345592,0.02753216148837302
ACE,-0.046904571997185465,0.04448806257002417,0.00802671545997,-0.02018719117574326,0.0916980649908642,0.11008889933123105,0.017347155340597473,0.006568229106170883,-0.04093840593182865,-0.03189985828995314,0.04034120260905075,0.007832263879493099,0.0018541939316604368
RPH3A,-0.06207397955993996,-0.031988818433401664,0.0015990197619255016,0.02232525384988233,-0.021531288494413076,-0.015860632704892724,-0.01046129967079471,-0.05393044124194136,0.01540121730727617,0.023384848742289913,0.09591711535572324,0.03682856276539176,-0.04431659988077337
NCAM1,0.006424657352036886,0.03300546050907048,-0.02452872884775138,0.006015425738310244,0.0355606068156902,-0.07443827436120877,0.04784664280514181,0.07967763715502517,0.1244600344368146,0.011392012718787179,0.028564293406857205,0.04481099612680325,0.038419206004231085
