,UKF266,UKF296,UKF313,UKF334,ZH916bulk
BMP1,0.03683621266554674,-0.03568912786056885,0.24486486340382163,-0.0542926429489831,0.05673014815795315
NDP,0.08361923949895728,0.020844150443508336,0.0892777267061625,-0.016352372485548033,0.043179976210250444
TNFSF18,-0.018679467473647692,,,,-0.023953090455780836
IL36G,,,,-0.012286829469682917,
RTN4,0.06296253481163039,0.06501163207611001,-0.08889924721855626,0.13943934641025849,0.056817677761898
HEBP1,-0.03703773422733542,-0.006464451252260263,0.07116301376155096,-0.07218003267195393,0.05862459683101121
WNT7B,-0.026304245070918508,-0.012182918281045004,0.09635303044375583,0.06151814973907516,0.00010885658312463918
PTMA,-0.08878421181822181,-0.04225163308135055,0.2744003611295472,-0.13566380288139676,-0.0625873479390816
PDAP1,-0.0010140488881701661,0.053612616267695035,0.20097417734731743,-0.061202208111125485,0.021437194235249854
QDPR,0.054398503821887254,0.03863779643569314,0.0929277935303309,-0.00019772062185891332,0.06550067785976398
POMC,-0.01766928528800038,0.00509561005972668,0.08045118504350017,-0.02632466383067321,-0.015028083913155844
CCL18,,,0.10210815580070226,,
CCL17,,-0.01507903761932941,,-0.011224367543525718,
VEGFD,,-0.011060656450996832,0.06197181722602237,-0.01202950235251236,
TNFSF13,-0.018115186692707164,,,,-0.026057545754583574
WNT5A,-0.07490917092514315,-0.03965542593900337,0.07931155994150071,-0.01754305352092631,0.002908409553273684
CXCL8,-0.025767678134663633,-0.010300164220499501,-0.00837700965329008,-0.007225615557369743,-0.03907047497075736
GRN,-0.0932540460086276,-0.010439757033160153,0.04722063949746034,-0.00648152368076271,-0.0702862657301889
MIA,-0.03275575125728685,-0.012579167360449554,0.0367493571129124,-0.016474954754509535,0.004000710610882057
COL4A4,-0.017235799801629474,-0.007334328927054292,,-0.015981317317841942,-0.029123252958230976
TAC1,0.046908406612876194,-0.0352095066598893,,0.10347113697640478,0.08655024826258431
RARRES2,-0.008353591467679737,-0.04915302578393202,-0.19842423270780937,-0.06656327165746856,0.0684204335645214
FGF7,-0.007562426188759664,0.04360688908131606,0.0596462651775279,-0.042994191039506524,0.08628648432642902
HBEGF,-0.04993023796096422,-0.0072056594578222164,0.17770721744040346,-0.0583579608317841,-0.03774529832083046
CSF3,,,0.00817634632792013,,0.05313262926727377
PI3,,,,,0.07174027859082721
PCSK1N,0.08614142286162454,0.01309914029213904,0.05965612019570532,0.11785194956713849,-0.017480100974680668
NTS,-0.021040995443124443,0.004894890861426388,,,
SFRP1,-0.02288012114912114,-0.015079037771187706,0.15471449552480918,-0.019643793478182885,-0.03821879315608044
CXCL13,,,0.09888932926303864,,0.0765220194217283
MICA,0.008574833605435329,0.05234133027133478,0.009990436637654988,-0.03826165224780492,0.02663266590534043
TG,-0.008391024018065093,-0.01091263404256133,0.03359423685709007,-0.016860583841622086,0.12657051415693474
ADA,-0.03948463850940664,-0.017722995279733415,0.1764534952984922,-0.04349760331399635,0.003888420452994361
LAMC3,-0.015070544827876625,0.02749628923635051,0.15157222942505716,-0.023081460632789062,0.03718202520173369
CCL7,,,,,0.0021667264668246357
NGF,-0.023176174225514212,,0.1601940393304502,,-0.005260429701784684
