,ZH1007nec,ZH916T1
IGFL3,,-0.018602406748255796
BMP1,0.04706650523555797,-0.04420423624358462
NDP,0.09169312364557482,-0.02807623225642409
TNFSF18,,-0.03137893441536345
RTN4,0.11493071447504181,0.0867595974943185
HEBP1,0.015457680645253817,-0.012237635982088014
WNT7B,-0.0696752708678045,0.02558692617144268
PTMA,0.06837719657998907,0.0056981397243544216
FASLG,,-0.016133861026459487
CEACAM1,-0.030959570200573463,-0.02244789798545912
PDAP1,0.03674637243206939,0.03944366288444719
QDPR,0.05163352177330483,0.06850540330777179
POMC,0.13488526589499011,-0.027580534297676106
CCL18,0.008921970775385245,
CCL17,,-0.014623532871363294
VEGFD,-0.05068390208634611,
TNFSF13,,-0.006812948001854504
WNT5A,-0.001520200100593348,-0.010672223266983426
CXCL8,-0.0595437952404325,0.04308489585329081
GRN,-0.01990936016162862,-0.030109504751385123
MIA,-0.04002899613578665,0.04417403822442399
COL4A4,,-0.042944718941797175
TAC1,,-0.019224120942816666
RARRES2,0.11581759483299063,-0.027877788919043134
FGF7,0.1194802267853087,0.034478858370005666
HBEGF,0.005826356467429397,0.022954788582181394
CSF3,,-0.015396324167333537
PI3,0.18385216797685727,0.03053114216294754
PCSK1N,0.08200873840924516,-0.026574818769528188
NTS,,-0.022799856630312698
SFRP1,0.013593067214755401,-0.022270045724335826
MICA,0.03917014766748072,-0.07282567756622803
TG,0.12326261955264377,-0.030025768857807573
ADA,0.012414807345602154,0.01920668034214759
LAMC3,0.03683046125729523,-0.09339245754635522
CCL7,,-0.016133855289451084
NGF,,-0.048304276469935944
TNFSF15,,-0.0426284389799897
HMGB1,0.11450140781174384,0.07373004436643907
ITGB3BP,-0.04165362819741782,-0.00968271636575098
AANAT,-0.02671554599178736,-0.017070291713147518
IL15,-0.03899177131774826,-0.04544847836784587
UTS2,0.1801502207609967,
BSG,-0.02051613387640997,0.0026730950730640005
ADAMTS3,0.13504227109259515,0.08140056812169025
CD34,0.12128492813273165,-0.04623775387974113
PLAT,0.018630817981491576,-0.012635402352789522
LTA,,0.04950489185773989
CKLF,0.05607395759648299,-0.036367241084350445
CD24,0.04216169927852539,0.03614620578946568
HSP90AA1,0.1255349943935409,0.058945646649739336
BMP4,-0.04630463135675834,-0.048169081746962945
SCGB3A1,-0.050683852817018996,-0.021846124142157024
IGFBP4,0.0681444671187128,-0.0519992979788024
RSPO4,,-0.03030035402807445
LEFTY2,0.041728925698981144,0.014505583062259854
PF4,,-0.022974034774830582
ANGPTL2,-0.0034570233743821534,0.02381053442688591
LRIG2,-0.05699240268189702,0.011378836177107558
ICOSLG,-0.04607124021631367,-0.01455392404226649
NPPC,-0.0633183815615977,
LYZ,-0.005498936463459908,-0.06468259607983179
EREG,,-0.023059178071297724
SPTAN1,0.13807589591306782,0.023716010972169323
LIPC,-0.045650306824972973,-0.029047875575239218
COL8A1,0.14841157278832218,-0.01731848064372813
GSTM2,0.03250819052867435,-0.03137263655381765
IL4,-0.04363733654596502,
SPX,,-0.02231627125938482
MFGE8,0.022699845111748457,-0.09254550960101947
TGFA,-0.026019227008125978,-0.02348543599253838
SLIT2,-0.07872652130912676,-0.003966554472079615
PLTP,-0.009747023822350615,-0.005519614839745004
APOD,-0.10229114386449745,-0.08211566656674042
B2M,-0.027722183868711232,-0.02549347270586693
OMG,0.16932115871553693,-0.04910001025465778
CXCL3,-0.04683446749729005,0.014317303066648633
CXCL10,-0.0940558065838489,-0.06928366403350117
RSPO3,,-0.01637270829732966
NCAN,0.0476383887515199,0.0731212976009638
PRG4,,-0.003154625665024793
ZG16B,,-0.020415005217848337
TGM2,-0.04201572268957748,-0.03845245767430136
VEGFC,-0.04946597788014771,-0.05433481628049787
WNT6,-0.013431885125866492,0.02564308209377533
NRG4,,0.13280461785596806
PMCH,,0.016355973440307037
COL9A1,0.10085844751893247,0.04373579947770736
GDF11,0.07577683243079063,-0.05910545927612527
RAET1E,,-0.01796074668391117
SORBS1,0.01527632201797838,0.0655770610339064
DLL1,0.06094861090687709,0.023366866537242636
TLN1,0.0135565685507206,-0.04622823259003715
COL2A1,,-0.023827824395218987
SHH,0.0341729019953082,0.030266126838711063
PON2,-0.05811517959146203,0.002666866607141248
