,UKF248,UKF255,UKF259,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
GRN,0.10640890027287216,0.03405174183548269,-0.07372930417521913,0.025883198071480668,0.04499181387909433,0.06097048777121984,0.011203464886925934,-0.04213106373821397,-0.040280226069966105,-0.031044959807774896
MIA,-0.05296292835732627,0.04704991867353272,0.07124898586374229,0.07937646754565446,-0.02584400230746242,-0.08359907114655982,0.13736178864105134,0.026168118971689577,0.04094662634739691,0.00802511985125827
COL4A4,0.0677432196497963,-0.04197933892039811,-0.008164620682090997,,-0.011567409493872863,,0.051274786787156024,-0.023702740111279638,-0.0009811222630190708,-0.002151085545268707
TAC1,-0.028716460788304154,0.05868937140917467,-0.063429984548026,,-0.044428650531588475,,,,,-0.006438886732925775
RARRES2,-0.011482001454291063,-0.013631668287354634,-0.05156431019866984,-0.03512152589178889,0.0019924033059801334,0.05258434652734305,-0.012628270455055352,0.004558162013945486,-0.006039443301177485,-0.03127490998597756
FGF7,,0.05647132477930903,-0.007178827896816887,0.05184334274308812,0.04644527354194743,-0.0475710290349102,0.057132846448834894,-0.012731105375236815,-0.041606513889134965,0.032610419693801226
EFNA2,,,,,,,,-0.021448203303735532,,
HBEGF,0.08876401860808585,0.02079113280553145,-0.038584418835548195,0.09748552294823462,-0.04923451279562504,0.10712625365530802,-0.0158165628772498,-0.007235528073471734,0.013340519536738083,0.07001754338682298
CSF3,,0.007953243685550762,0.20141409052514161,-0.025529147143369547,,,0.010799088003463422,-0.028790554968341067,,-0.025271121397333056
PI3,0.020048119443843326,-0.03343138023772991,0.13106943770596213,,,-0.049217381316872796,-0.07272564399553648,-0.04364241319326584,-0.018051193291410007,-0.01550364820797696
PCSK1N,-0.07455312082250085,-0.03586434199609737,-0.09477786853877196,-0.017317032772201438,-0.021498977517517222,-0.06685248916320354,0.015604023429120335,-0.0003215457212876334,-0.03259860158773257,0.010813415374418852
NTS,,,,,,,-0.04158704668546433,-0.010453651011454797,,0.018057653643154665
SFRP1,-0.00938141963161494,,-0.013851467853232017,-0.015398367639710354,-0.01582330640639951,-0.04251803633241082,0.0913854637977893,-0.005248109571816969,-0.0018372832038874444,0.0650005361397502
CXCL13,,-0.021336218320328327,,-0.04805239891747939,,,-0.039535219970963695,0.019608107964117563,,0.003659194725019553
MICA,0.05505611723290088,0.043340465507471074,0.09889421392253891,0.07036277924232454,0.011127810901130436,-0.025078909533012218,0.02968262678632215,-0.0027865761492612967,0.06576632262386257,0.058585355031899294
TG,-0.041862095298115284,,-0.014947928360468793,0.032268822707400974,0.09167128463475335,-0.03169725878185046,-0.028861635713874085,-0.019627138498758544,,-0.020798521240734443
ADA,0.0940960909226208,0.02287126043341956,-0.0012469341854247388,0.025590596198463145,0.044947713774446466,-0.05226042956365321,0.03149357575061394,0.006789531110623672,-0.03892426175841535,0.015668404753466134
LAMC3,0.1392539245853689,0.07641319162661274,0.001505780619866916,0.045989513671225696,0.04657820910814239,-0.07242767211743022,-0.03536040493444295,0.03427737628849506,0.04057095303554117,-0.03586110438362104
CCL7,-0.016909162660423402,,-0.010807328321875732,,,,-0.005618603090422629,,,
NGF,0.0069257700011953055,,0.04748024800282117,-0.014563162195528763,,,0.011415784342868903,0.05401401806109774,,-0.043384992969686016
TNFSF15,,,-0.012034488666065836,-0.016257462692762764,,,-0.017745819079228484,,,0.007858977050917515
HMGB1,-0.03305055100669648,0.03229525766963352,-0.05957439408518531,0.0005494926954659464,0.007313834865277326,0.052977543358176865,-0.07809176647365905,-0.07732764198108197,0.01483366491972083,-0.04515400311594416
ITGB3BP,0.08554807455083445,0.03790675906269384,0.02816605151333985,0.06244589415259144,0.04158022346550465,0.13458576791279997,-0.04187355763595112,-0.0007113653443874359,0.03330130646369756,0.017301103506546487
AANAT,-0.01029958210947116,,-0.010950155045355204,,0.15124257473968705,0.02377819645421598,0.036645444352063405,-0.028863472494600445,-0.026279530179095293,
RELN,-0.020803517913091728,-0.01729712483536821,-0.019007016925809028,,-0.0261480081526789,,,,-0.03286417290293445,-0.018955361824001964
IL15,0.00025858888460186216,,-0.03800766235548034,-0.02777944720145265,-0.021905310113344505,0.039752873963712944,0.010495497736146981,0.007567165328152254,0.031341508780385635,-0.019153251634228805
UTS2,,,,,,-0.06273336557768085,-0.024320572480861793,,,
BSG,0.029773961612167103,0.0685648712355315,0.011320384330870781,-0.0385173264408026,-0.039162959695168656,-0.0056046516295595195,0.0652012625692827,-0.011852612562953838,-0.006558942881361536,0.04170306610200191
ADAMTS3,-0.027501188496439188,,-0.016445476768205586,0.10665190316606347,0.04677256953476066,-0.08914029166474398,0.055773160536873104,-0.004345116148797981,-0.04071840252706316,-0.024848001419339412
CD34,0.0997033888833787,0.018761235615564226,-0.04661180724519241,-0.004142502501337907,0.006421951291363499,-0.07233395605196505,0.0352869685130561,0.007272356112218308,-0.0229561146228007,-0.019477513287475445
PLAT,0.05293375367317982,0.025424656234817433,-0.07646343046135878,0.014429131491732613,0.10509031053740493,0.01073871995533164,0.045039283228899385,0.0029643778937225706,0.026111699990931433,-0.05009811889556215
NTF3,,,,0.11627777990518617,,,0.02226366876527662,0.046066677196130876,,0.009176513102744652
LTA,,,-0.01385146720523858,,0.008816944633343623,,,,,
CKLF,0.06377787069727657,0.07260902031642408,-0.02486915596568829,0.0360880516034772,0.03051916228616691,-0.02590016618576709,0.03569709956176933,0.0847518338606093,0.04536302267402267,0.004818877013172858
APELA,,,,-0.029969761166833607,,,,,,
CD24,0.015519871394722407,0.0449226221424726,0.05308234084522021,0.07962988632904897,0.0067462329088248596,-0.006558341111020835,-0.0017767015679428467,0.020081989206665735,-0.002265440130353125,0.025363484320084145
HSP90AA1,-0.059030131801447484,-0.06681161656465831,0.010326074575807122,-0.04273612643050539,-0.06469285296538921,-0.0008366461466531631,-0.06213220641387715,-0.06831218747702829,-0.017881896616584535,0.025222815263006307
BMP4,0.031451617316590186,0.015475734153595282,0.04338715219860825,-0.034755217370814585,0.06977078996562022,-0.04317552552379198,-0.01254664463396967,0.07610827160609361,-0.02014922190753263,0.01688256203453491
SCGB3A1,0.003690900301693377,0.05151339462729592,,0.05965889437340353,0.05085188415899515,-0.04725881443878354,0.047107741095084345,0.011469762873356718,,-0.03258926906640979
IGFBP4,0.11664633623251963,0.03499328752474454,0.023429481468120204,-0.007761003824615257,0.047362754731770165,-0.01816296219271604,-0.016713429723474962,-0.03814829997581369,-0.0024798532198590582,0.02108271933033068
RSPO4,,,-0.02120209734024342,,-0.007752480241304833,,,,,0.011110077030938663
LEFTY2,0.05874037099754043,0.01806268348911937,0.009998547283474367,0.06518216711189831,-0.002122480799373622,0.07748324405838015,-0.0276351784825751,-0.02466158026163718,0.0018846172525804066,-0.02984713069943993
PF4,0.2346627194479304,,-0.009429181043772874,,,,,0.13192470869243242,,
ANGPTL2,0.06459930761110576,0.08695261732769922,-0.03573507908547433,-0.04287210186334297,-0.004093710411112951,0.022588732783897256,-0.024147961779344976,0.05873160097242263,-0.023354323783334772,-0.01608320107219665
LRIG2,-0.029815868415860224,0.014938504790524772,-0.01804095214326466,-0.017003835432409586,0.029241837801853826,0.1116877896326485,0.028539137372471355,0.041256131563328434,-0.029013512337073052,-0.03995809687429279
ICOSLG,0.0036343862850752124,-0.0026082801732887602,0.06898110109909887,0.06666239915549729,0.06128209341531951,0.09279807614212404,0.009155317105137119,0.006706400806509466,-0.01961156218525282,-0.02970940433058706
WIF1,-0.03156135500608861,-0.03967552154716133,,,-0.07315197744319323,,,,,-0.0204023139200612
NPPC,-0.04557610012480906,0.1236836359607366,0.06359573805889805,,0.005226867600494512,-0.059039545702785357,0.10116684602626809,-0.03719569800426132,-0.024931610015045284,0.08307994788607814
LYZ,0.09664617144774491,0.03623911994798787,0.006485827357735182,0.04351693930452841,0.008132768411964733,-0.03810855402997761,-0.0143547577322598,0.0010103847970855452,-0.002226443426742772,-0.0018134265226179315
EREG,,0.042733175963068845,,-0.021495053267802357,,,0.03176566482346086,-0.03337337228396202,,-0.02733596359155347
SPTAN1,0.004116097218396174,0.051911068112061386,-0.08955245488342732,0.002852789381352965,0.01735452746272946,-0.1454197213353602,0.06065645030198852,0.04572973390366208,0.025532725981298115,-0.0007073172378802962
PTH2,,,,,,,,,,0.05552204203690642
LIPC,-0.02147423163038507,,-0.016944940596102152,0.0010966267769198978,-0.014168746002154734,-0.042565417966617385,,,-0.013974400239321305,
COL8A1,0.07143918992718461,-0.03668638723420168,-0.014382835638434326,-0.04165383874512479,0.021222720405119775,-0.03463373850784907,0.06435040088749128,-0.004176579840604578,0.026865878783574496,-0.009751847611098504
GSTM2,-0.013278731655522591,-0.02617320300759368,0.03116422567112924,-0.019665855402477943,-0.008108178866146922,0.08242466041904373,-0.002894392370333777,0.042475959352162966,-0.03132669054027744,0.016754901363392024
IL4,,,,,,-0.04068847721331934,,,,
SPX,0.03526392582367565,,0.05621159844738489,,-0.026465870317968727,,-0.03282305873032342,-0.007750596546353543,-0.007471777745554578,0.02407038693708893
MFGE8,0.09356997020452494,0.07504857485008799,0.0639263810507853,0.01991929810625673,0.07655853826635822,-0.08400836721277674,0.01090875967175121,0.03980474622805343,0.05949532871157099,0.008136594461022712
TGFA,-0.009344123668378277,0.06929779924817862,0.01813007692192599,0.03969293253393586,0.016441825207096177,0.03907503129624432,0.05575090763460746,0.004892517078225392,0.03133273916712938,0.026917443499298453
SLIT2,0.0543702783247522,-0.023345022142697094,-0.03209204410846732,0.011964408747203935,-0.008146671117982932,-0.024520359346795636,0.006993615210213223,-0.03593545828521504,0.0251482681034986,0.043595523301749504
PLTP,0.004414917769607045,0.06798622413626487,-0.09414282008417095,-0.04301000839886179,-0.001683781485507459,0.03036556246250084,-0.0236506780300742,-0.03481526595381933,0.03712851963757288,0.009551834867943674
APOD,-0.039505355316649574,0.061762025120253465,-0.07891891007190191,0.03221663755179456,0.036268300855719894,-0.025528318409738116,0.02568855568797942,0.04615909682353612,-0.03309657925827927,-0.05532788753577295
B2M,0.13837675964567192,0.06337879070089708,-0.041443858973905956,0.03817347308054543,0.06860600854876386,0.028461018336382118,0.013774858854929737,-0.02962224895517514,-0.01909739940727845,-0.005000895731383825
OMG,-0.07033173106723718,0.06035867908678449,-0.028733668569200843,0.014804306579016137,0.008446214190841182,0.0231952293969497,0.02066414668295373,0.054176066232593204,0.059619550793106886,-0.022508544674535613
CXCL3,-0.034397552105669214,0.041151520138032444,0.11647148974041076,-0.008954979518329914,0.09335473175608307,-0.01821149045104121,-0.06330072890067491,0.01467255555116667,-0.018506057807716532,-0.0011761529822802215
CXCL10,0.027294349521413835,,-0.04104617130056451,0.02199524332519725,0.12440530092585612,0.08576749655135431,0.018993361979116236,0.02141695497154022,-0.024931607304143157,0.0077435120192539866
RSPO3,-0.008351910669839032,0.042879581179140785,-0.010950154236262725,,0.02361622838304492,,0.03912817675532069,-0.04404636354406612,,0.03890408270042111
CORT,0.02551697821059102,0.06958322627514633,0.06023407197232792,,0.08595461623751771,,-0.012880969820698163,-0.00014963790045791555,,-0.036501612399775965
NCAN,-0.02432201001892885,0.06713735747332158,-0.06288033729646939,,0.10827939348006453,-0.04857412095983948,0.020042235867079462,0.045068907918111856,0.06482269663814072,-0.016771475835685987
PRG4,0.04096160623249909,-0.032855043555446176,0.041852861544506334,,-0.019274156068863565,,-0.035656308159814167,0.06557816307181033,,0.04108649917697777
ZG16B,0.034363909665483174,,-0.012543228205667865,-0.024249391998770634,,,,,,
TGM2,0.07276435089588647,-0.005226029601703355,0.009967382396369469,0.10336506758283406,-0.0012707286982856657,0.022823220408647066,-0.027199902012727054,-0.048822022851916176,-0.01395904309340512,0.012148483692427433
VEGFC,-0.021807806182725483,0.004154451850517034,0.08432646487627606,-0.04338403766147649,-0.01967004453350193,-0.022521624456930095,0.013314364368510245,-0.04121858312613619,-0.02440979519396169,0.013540609384321178
WNT6,-0.014414427369592532,-0.020115408789481783,-0.014947928981114708,0.04197536212691883,0.062372572921408624,-0.0072973433109616214,-0.04859817054910416,0.09348893105879205,,0.047211041733852675
NRG4,-0.015573932449276037,0.07090252908834914,-0.013153015008094644,,-0.00835149549846793,,,,-0.019600712965848675,-0.002312742698686173
PMCH,0.020178440445683964,,-0.018224783706793875,,,,-0.033089521482473065,0.04312760892416378,,-0.0166867682206553
COL9A1,0.038986340433732204,0.10568915718917876,-0.013737364193598141,,-0.0004108110699760337,0.013154175790366695,0.029584279120793745,0.030585934853194486,0.0257572825331563,-0.04301837013477468
GDF11,0.07240134157644204,0.06781813683587726,0.001152804615904753,0.02021500065722096,0.03962588412031887,-0.11741956284616974,-0.021447524674211887,-0.0011296587199879618,-0.015380367692734424,0.005712486339677633
IL24,,,,-0.015291583580072949,,,-0.024670749861438905,0.02436684537979042,,
SORBS1,0.019797700534053754,0.06057784042756576,-0.08066416799141506,0.005948700584310596,0.02398804826439673,0.04817009616457147,0.04918181335722279,-0.043122314927391305,0.07237886889148491,-0.0023324559274828798
DLL1,-0.0120779539957109,0.07954413937050248,-0.055283740135851626,-0.031114209280968332,-0.01368706674928158,0.018507783612434683,-0.01689946212689003,0.08172948929417244,0.026518415669749676,0.020227496253838552
TLN1,0.05119458282219444,0.009899323723368663,-0.01692270350785831,-0.004581654578497957,0.06981125844490088,-0.0397918908721937,-0.0006965263773787565,0.015824317293098116,0.01284313107100434,0.002939544213276684
COL2A1,-0.013565481745643943,,,,-0.016015667679909536,,-0.037266714983882725,-0.01374690887655097,,0.02296312982419361
SHH,,,0.01403566809119067,,-0.015285236262272689,-0.010209961153094565,0.0764165666394238,0.06022296660823107,0.07565752584344021,0.03516530471613538
PON2,-0.006066126281413775,0.11174544803509694,-0.09495795652217999,0.044709611494897473,0.08865971268076411,0.004070771213630749,0.024940921069553444,0.011346623243506422,-0.05388186325302896,0.017541572680535602
ICAM5,-0.04557370861136335,0.13614834187208197,-0.01750367207022339,-0.014475362715912845,-0.029851240758018767,,-0.028114153452000655,0.001950500811337249,,0.06179324735939113
HPX,0.01569604609619143,-0.02938395014327989,-0.016842203702174943,0.012037227759960857,-0.021124146593677673,-0.015074679561308674,0.009792007552928214,-0.02686004179508824,-0.026279519417208314,0.00024319599707953664
SFRP2,0.05605948830615416,,0.0757466943296356,0.08593511452795857,-0.029985721847980987,-0.0406885011619174,0.01070147123132859,-0.06905037433728452,0.03885077997886914,0.058762775256892066
CD70,0.06320248190568235,,0.30562716600286544,-0.01520028110269759,,,0.025414626593090215,-0.0029689977243201864,,0.03527858757835007
HP,0.09993553858993326,0.026602974432476518,-0.02733830716063133,,0.004439419861599707,0.006912210887153612,-0.05392272869748395,0.015276149882361928,-0.005398067079194209,0.062263117448972324
CXCL2,-0.03685820807546724,0.04947189904802616,0.07297817003961893,-0.03534730825700954,-0.007969716947876277,0.12734950562796768,-0.014894804360019182,-0.02274901661318535,0.0903443989371135,0.08981453426487294
NPPB,-0.02181445419726711,-0.02391247032955863,0.1279885343606282,,-0.019670045964160682,,0.09589166054193025,0.046527489395706036,,0.021482513353700203
CCK,-0.03245442440550039,0.04644653314227044,-0.03363404895170826,,-0.021926342188042777,,0.04653727226876772,0.07207764777375217,-0.0235586619601113,0.0203007488516144
SEMA6A,-0.005184926378972226,0.06509500435537008,-0.07149106423432476,0.140757718892311,0.024787848646032586,-0.04896614969273849,-0.03180585157169414,-0.015676635990819008,-0.044321628521640656,0.05974532136304216
IRAK4,0.028282202295497126,0.013981899656020362,-0.05314460064937063,0.12472782963761253,0.004788428836852171,-0.07851224431169299,-0.02158359359104527,0.11824457946148839,-0.03223235371191471,-0.07798469138600288
GSTP1,0.03754788990726943,0.02567774793265807,-0.012429173937411274,-0.02552290200345873,0.023960154860151482,0.07432498794697645,0.08588152541434566,0.01771831360204828,-0.01985610183780366,-0.04052101233138653
VCAM1,0.0232631866361616,-0.004523834745948452,-0.0004976612555627129,-0.022104366870323394,0.09187412253805084,0.018564307792900917,-0.020701797056584845,-0.0057288770521741385,0.0115877122285238,-0.0016102581751068629
NXPH3,-0.007570660606107149,0.06831871263192905,0.054961455515019984,-0.001200213331044226,0.013950545183500345,-0.033930018398572605,0.021648064629886877,0.04628956900846946,-0.012669455533043038,-0.009652100226201277
MTMR4,-0.06058599217994799,0.09898118068245489,-0.0016110857196725442,0.07986383244808307,-0.03893708350524606,0.027774564430605653,0.006530272053733519,0.06064702071483249,-0.02742849752305302,0.01122253032136327
LAMC2,-0.01712206555649376,,0.10169202935043407,-0.022211721320103975,,,-0.0303304364265707,0.0072759638142286575,-0.01895085957848628,-0.016197111323784548
IL10,-0.0068866733513977705,-0.03066310022357242,-0.017750245523231803,-0.03608032041381348,0.020112296673207658,-0.03647793499085454,0.061529334873999204,-0.01870930329477595,-0.01827992400470327,-0.040334120809993115
SEMA4D,0.010766240413383756,0.0478490861392249,-0.03134835721570815,-0.04263538935306933,0.0471231756771219,-0.022701915949797605,0.03144984260484561,0.07280417948203816,0.024135015603749754,-0.0061937417909020825
TRH,0.008444507367873477,0.08988357632317286,-0.002920013671041189,,0.09051510101666942,-0.052301800345194605,-0.01621085872244779,-0.05440317161992669,-0.04188700961915145,0.01989467900426794
SEMA6D,-0.0022242378984587583,0.0017500830543899018,-0.0676410684416426,-0.020605891091216036,0.06584211926677046,-0.06003586699651937,0.02428908643980615,0.03335584458963233,0.04985692120054186,0.040571919898471386
CEL,,0.017601570121566774,,,,-0.006315622275085235,0.04613120148852972,-0.01832685568704616,0.060865674447392736,0.04437427895145087
PDCD1LG2,0.06343953454944722,-0.03066308433422638,-0.00908914649442909,-0.032518735748752886,-0.018474478048423518,0.0033494003759291665,0.027964654141025745,-0.03274118809336527,-0.047558097851772146,0.02870414921705681
SPINT1,-0.018099676850109946,0.05743610829030988,0.004989388110821482,0.012129336055051907,0.1175179212742686,0.03466590723958827,0.025863672738872388,0.08514090985115527,-0.022348532411627157,-0.027433326000658925
CTHRC1,0.12344062689297355,-0.026663634764591933,0.06803806753707779,-0.002352540775904248,0.02843614991816328,0.034483546007331854,-0.028811818783855036,-0.016860070174242736,0.016146320420691376,-0.022123941015795987
PODXL,0.13403275562558128,0.0018179428800855595,-0.0532524323457952,0.010621766830425788,0.0056265687402639614,-0.022828679931225986,0.0015598232723053856,-0.010616362267800921,-0.006319080813219261,0.010377749152837082
JAM3,0.006079500340729091,0.05402262201287327,-0.03327210762279614,0.019903264502820563,0.059156853170781655,-0.01173076833757305,0.02397714500002934,-0.036853601615893086,0.08209532633253964,-0.03616627500355894
TGFB2,-0.002881881099536053,0.07635236275229083,-0.08563722264955996,0.04069873864743064,-0.01950915212189472,0.0924451207750666,-0.003982019184863743,0.0178924749591212,0.0638987299702145,-0.020132776091655126
COL18A1,0.12431785688078466,0.0846554880910083,-0.013629533181464856,-0.0020877719137347493,0.05043758886833556,-0.06760814588737701,0.029993513786597047,-0.03534901094232023,0.0808449746501768,0.037125970058996136
NODAL,0.05491362689991191,,-0.022117616791599907,,0.06326416509624598,0.0036587481993748355,-0.036880309757599226,0.02886469134992367,0.08137986824410776,0.0011500614318710168
INHBB,-0.021751082855931542,0.01182354893234995,0.020081094873923365,0.07055734130046959,0.01721757238841315,0.014349171117153578,0.02724565337081736,-0.01851694422540922,0.0422304173938541,-0.03576110127506699
LCN1,0.10090706854958426,,,,,,-0.03922817066669359,-0.022566768586355895,,
ARF4,0.05304736896368857,-0.022796930456434036,0.029411193663215058,0.03534917616776098,0.04889286676201921,0.03193608941527325,0.012464189516396199,0.0464038433422641,0.0242708690954504,-0.00639181468997418
CXCL14,0.03528627227654172,0.06634114077148047,-0.01649827024027103,-0.04757487708342069,-0.033280600491819724,-0.05619245824767497,-0.06880646099499724,-0.07158160716130209,-0.0012665581887115428,-0.06453578798427709
LIF,0.017551245241073946,0.031166071060497638,0.11280741644338424,0.09477678231534375,0.04127769908320261,0.07532276712539619,0.012888078015699658,-0.03906498782280296,0.025914125145499466,0.0017456626694644908
IL17B,,-0.022693884865452547,,-0.025853870642311424,,-0.03050209119324547,0.020719744860181362,0.032910687448848626,,-0.006928545508951996
MMP1,0.03383706205763358,0.01145900698263774,,-0.06453702916331923,,0.14256596553847853,-0.036583245273311714,-0.013781840779845924,,-0.016686766899165362
MATN1,-0.0076864469700559995,-0.03625341844348296,,0.08256025455733236,-0.016015665686836326,,-0.030979617032322916,-0.03991435404029301,-0.019169710291659498,-0.023749161293196996
ADAM28,-0.03028007837932649,-0.006814986344895539,-0.04453132371976543,0.023364034458602728,0.007575632807218576,-0.027282800122271966,0.07933055175541809,-0.014806792934793802,-0.008599829263516436,0.05714556853769168
TCN2,0.10251815008477111,0.003988646591705597,-0.0437674996522576,-0.026812939870908804,0.036465541554385215,-0.017016263138372734,0.04871458059696261,0.0036414899309926926,0.017568882284775503,-0.06390944651550094
THPO,0.08049253438356196,,0.05229413891380783,,-0.016015667526596188,-0.007052849653247926,,,,-0.020601297412412543
CUBN,0.07181305955190044,0.0535640912399771,0.016740966081738917,0.0016224644340457658,0.06147531574155841,-0.0038716229993408548,0.04764922008724721,-0.014439297365622005,0.015672517000005725,-0.06555037862116196
TIMP3,-0.018089411800703118,-0.01257494102653092,-0.033329635880299684,-0.04614058853135157,0.07487527193814825,-0.012739078095632225,0.06499374549092893,-0.016326075835978924,0.0477584517701264,-0.0177927211894683
PIGF,0.020729510027723795,0.10612863639144679,-0.03315280383042477,0.002885379384005162,0.007512991183158421,0.07632700004764788,-0.021318570534814,0.060479653178460484,-0.029794992402114136,0.00553591798788164
CRH,0.04688613027967496,,-0.01266739505776425,,-0.021905308094865017,,0.0013897155548801502,0.01245460681241057,-0.032310306349364624,-0.040146678953906605
BDNF,0.03912428765706963,-0.044620627660844646,-0.017275223132439437,0.009268473297991547,-0.01803775505110834,-0.06739492244526589,0.0742057519830345,0.030351384844562356,-0.014753062842481192,-0.001135864760626799
CCL5,0.005399694514391231,,0.06884510758446531,-0.0468245194762783,-0.005652880633508985,-0.04449177175320951,0.019778238689051084,0.02868506829345297,0.03860674595279517,-0.005803921905127956
GAD1,0.003048748418416471,0.045373140810722565,-0.05181892809080005,-0.022908526247803977,-0.07449856978828898,-0.045849706704351983,0.009208620246955646,-0.0074408327729665515,0.006165327590978339,0.002452294717922866
COL14A1,0.06499671406671471,-0.011570151335265542,-0.030114540441811364,0.018390543958899074,-0.018603051634735607,-0.08553197150063971,0.019186921663420408,-0.046264925590979625,-0.009896776338484403,0.03254022600195673
HLA-A,0.10349955575777017,-0.022671537096486886,0.0859193660478331,-0.04190541218112636,0.026745012439836027,-0.03206150695951149,-0.005355534736165309,-0.0677954246323402,0.0049991913908124805,-0.004149256770647716
CD5L,0.048740823362688715,,,,,,,,,
FGF18,-0.018151163347658546,-0.02269385952292756,-0.010064150643699893,-0.015877729023830757,,,0.048191697702390554,0.05690788051260246,,0.026212635881132443
ADM,0.005287155036603503,-0.07088195981677416,0.10257576744468563,-0.02344098913154523,-0.029493530567612166,-0.013978597351628885,0.00013607307259945226,-0.019557756627524417,0.03131847542592241,-0.029710584992058035
CCL15,0.04768789132063487,,,,,,,,,
GNAI2,0.06821507025671321,0.03676314899682322,-0.10239222155110554,-0.046248250914549906,0.12133049554700626,0.10376898292969619,0.004177828626604511,7.333470632999288e-05,-0.0014808394365294108,0.0025906076061989612
COL11A1,0.05809563586124532,0.08099076622194049,0.07506337824209587,-0.01811963341426548,0.06688145003183056,-0.002319092816488578,0.055776161923534816,6.51071930846547e-05,-0.01093614293455888,-0.013283255333302879
NUCB2,-0.00543300120559577,-0.07014075590300997,0.02079534071764645,-0.03317921182191844,0.004837676298269045,0.045209173323682586,-0.08775887868386545,-0.034154734003994186,0.04406799723607883,0.0069761456503397755
CXCL1,0.01435765832374493,0.024663630413867186,0.10805925997395618,-0.00011802114583212758,0.02454006870165094,-0.010148729350783025,0.03505364988211301,-0.08112877977829613,-0.028814873872882195,-0.003649524303837291
VCAN,-0.04470271540192461,0.045368393973163404,-0.07025919258479371,0.012797488618250766,0.07607882980295744,-0.05661986768527083,0.03932347566613074,0.07214028060397565,0.0008684177431291551,-0.016222833567068017
MMP7,0.06852696058341975,,0.008912804499394751,0.018172355711396082,0.0028300874796471772,-0.026505024203587906,-0.022340542618856398,-0.03457417223600285,,-0.0064409224998809725
PTPN6,0.059445576232873325,0.10349936574806091,-0.013507034418228652,-0.008526158466400936,0.09177468833518897,-0.0012347321017320938,0.006911711651626941,-0.0253841175052158,0.006674335493896983,-0.031251532426335125
