,UKF248,UKF251,UKF259,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
WNT5A,0.02516774411364505,0.006319279531277083,-0.0019782086193047,0.015318266530173182,0.022701696471823584,0.09579788545674674,0.03324242204936089,0.028613547649593264,-0.022826514902387535,-0.03822280634071701,-0.06061961501300854,0.024529117177481057,0.005054071712313941
CXCL8,-0.020204911315950997,-0.01773118559804074,0.009125204407082383,-0.03756951655667198,0.06954527778783408,,-0.03896059436265263,-0.040449534301701465,-0.07326113763553355,-0.02248557576301317,-0.03690021962570369,-0.01801267179472342,0.0564636213963535
GRN,0.020571316194745712,0.020738831560225757,0.014770135851465385,-0.008495695822096182,0.08308776510727785,-0.02432241796679193,0.13225970742883159,0.11006864731934646,0.03779508553427367,0.04097857274412286,0.017794095133069635,0.000656331745158398,0.02134915191592204
MIA,-0.03654888284526426,-0.016840959712239822,-0.03956095754425401,0.021278099911363285,,0.0895226852590649,-0.015371106151071009,0.03940119620023928,0.03619474931838531,0.07152678029648572,0.015954530292841555,0.0998647699885835,-0.018562952365617183
COL4A4,-0.0192835403530378,-0.02832147821449923,0.0036784780562874888,0.0028137864416324693,,,,-0.029046450883006187,0.021180408058328156,0.0648686615830721,-0.012686575731977436,0.04081277560207696,0.0491092049302997
TAC1,-0.03691118367606692,0.06284778959757716,0.02105930468527203,-0.046758044886442814,-0.026230049497779233,,,,,,,0.06494098027838992,-0.06111484830177231
RARRES2,-0.0108657547074607,0.0512206805868443,-0.000860216222403597,0.051640659685346396,-0.015606299551793516,-0.02426631095815287,-0.005385823763211587,-0.025598408249282997,-0.045545420647271434,0.007885377574361432,0.10363969402386658,0.021800703120120328,-0.025548472752378305
FGF7,,0.041423985930780144,0.15561119269101062,-0.02093389280131001,0.020702644944610618,0.08695112418596485,0.06414983615035859,0.03637151672887024,-0.03382258303670035,0.04159470487736386,-0.02350060027492973,0.018515510774543064,-0.016084053540130545
EFNA2,,,,,,,,,,-0.01605573295777319,,,
HBEGF,0.02911057448782299,0.03291638826600628,-0.036550015695870346,0.03586782769464068,-0.008917174921361145,0.009088660350654433,-0.03216448638044085,-0.005659825753595033,0.007920302453317677,0.05105704145056617,-0.0025926239283754833,-0.09449277221068156,0.006463352108769386
CSF3,,,-0.022393506480257987,,,,,,-0.04720581587380062,0.00018833188040746522,,0.08964718283672989,-0.011482033941442989
PI3,-0.027046227436436514,,0.03694778015591077,,,,-0.039801562518819736,,-0.05820687610579126,-0.04540400561050895,0.06832238677151938,-0.04207093937016994,0.0011272446917117433
PCSK1N,0.0062632428628890645,-0.007551467046942807,-0.004251431349674827,-0.007803857510029642,-0.07301146042561156,-0.0031127985941593202,0.06105625588099457,-0.025947791723873882,-0.037132439902342634,-0.024349639004275468,0.012602853018877626,0.05086547498072279,0.0037579920190520593
NTS,,,,0.08381885790818636,0.20830875933097848,,,,-0.03365472811303124,-0.0195608638181885,,-0.02867503484083151,
SFRP1,-0.03808300948905224,-0.011404127973648995,-0.016393145437581098,0.052759564573163165,0.054965215686208234,-0.06738011798874331,0.019283489819272817,0.09372470690376801,0.030880313026347663,0.021891748978726505,-0.016445199951295786,-0.0280086996776647,-0.02559503067309377
CXCL13,,-0.011204381911589697,,,,,,,-0.005855128590793123,-0.04125175497715741,,,0.0015627969460937452
MICA,0.04167269078704092,0.07902657059840466,0.03752156623361742,-0.018297185654674256,-0.04399656922136629,-0.012923306655511741,-0.043198326521953295,-0.035668333914473466,0.04280452970870004,0.10744017707946225,-0.023167206773759923,0.01696215930069515,0.06198724670712764
TG,0.03426105800522778,-0.017978134411990317,-0.017690801162746888,0.005016077136403269,,-0.03767232608358321,0.25150532929797226,-0.03740721916730707,0.07128460140837269,0.044789566521110026,,0.030647619485838964,-0.03467912713738854
ADA,0.0190874159588094,-0.02848262605324308,0.017712231501482607,0.01694993670775785,0.010136993143826068,0.04857488088622506,0.10601410353211678,-0.02195917670160905,0.004162136808552781,0.010207938438021015,-0.03934040094333224,0.006420521616912084,-0.03950523133735248
LAMC3,0.03651912392108931,-0.011521116121565322,0.05978055291887156,0.016994859090449906,0.018033414636806584,0.056389619265621756,0.014655503505757329,-0.01101695903178088,0.06152920520521021,-0.007271001584987911,0.015785480030876133,0.03178079364656225,0.05707891870698312
CCL7,-0.016352657792477944,,0.12054308049425135,,,,,,-0.02162148766377745,,,-0.020291305776320514,0.0011080742621239902
NGF,-0.028076701371641154,,0.012905216482126402,,0.07166436922190095,,,-0.03414097500404403,0.1487297236160497,-0.015839916894888686,,0.01441778138154957,0.02529250481691765
TNFSF15,,,-0.014242759327756425,,,0.009217458417773997,,0.026624900893665614,0.06281847865225502,,,0.0043164124904668325,0.005340770661672589
HMGB1,0.0782439526665189,-0.060887293110776786,0.030343685664966268,-0.006539522315184213,-0.001445249470282396,-0.03300390551551265,-0.07015228613485011,-0.0452651122735354,-0.008714257727010122,-0.024418308853038452,0.03944381624951706,-0.04336871092659404,-0.02965371442187121
ITGB3BP,-0.04629252887655795,0.023511499957020898,-0.02047612329255291,0.006478310895845778,-0.036191877694611393,0.07855703432670318,-0.001395328581835897,0.05040767076846845,-0.016304999665479998,0.0652542559548163,0.003061209284873426,0.015576023421625618,0.02015400952900528
AANAT,-0.023725218573700965,,-0.01295945571434042,-0.019326124961590644,0.02788219901042324,,-0.05039593318138585,-0.02392849654337705,0.004164006201249529,-0.02160666793598623,-0.032148870282013714,-0.021469047702996423,-0.023689007059494557
RELN,0.017721203300771676,-0.018689767889991014,-0.02249471291424538,0.026048381894408494,-0.06214039199243967,,,,,,-0.014549314022888855,,0.0005178222495497531
IL15,0.0032278226702540085,-0.02290386819145291,0.061030296759574006,-0.03987771414708472,-0.008727503166045756,-0.019070570865316893,0.019334945419527856,-0.0404496400201494,-0.021828278738932914,0.004889208927232432,-0.0400355812962701,0.003998407546936596,0.05914760779206987
UTS2,,,,,,0.01224171516884266,0.1018878412623994,,0.08894763337535702,,,,
BSG,0.02302064369317718,-0.01479335510417098,-0.04409198116579339,-0.0182094990267299,-0.0020088722670038367,0.03646394635360092,0.09018800634205137,0.035904079726656365,-0.02351780119294555,0.06588380172681538,0.03796104020876914,0.06829997276879117,-0.02740993656686472
ADAMTS3,0.010109339778038849,0.012800585759663603,0.03355369557468238,-0.015405353089882211,-0.03530953230329803,0.015265325846783846,-0.026052599063139066,0.0211438512734976,0.024333456846955866,-0.011085816562117382,-0.02734294148762125,0.035663519438680805,0.08706429958261155
CD34,0.057076639485016664,0.021918666887978805,-0.005772106929370343,-0.03990342524299086,-0.05249312409328293,0.06260107269056343,-0.008286314981150988,0.01280623349000419,0.05464048018213372,-0.006825762661208139,-0.005775068129836898,0.005001602742305573,0.030661774272290162
CCL23,,,,,,-0.03276622529827637,,,,,,,
PLAT,0.07036767387469442,-0.022524405458842895,-0.010920980217113194,-0.003971564699261518,0.030940010170865583,0.042385353264172594,-0.02908470715559923,0.03490607932939605,-0.010335574467562772,0.09781849968282409,0.0497705191365412,0.05265683874033072,0.04582649843453876
NTF3,,,,,,,,,0.03679675957319326,0.029382234773595604,,,
LTA,,-0.013221176556206722,0.0012606660318928281,0.05679490458293867,,,,,,,,0.08982581168287898,
CKLF,0.06793009677759901,0.005347139668045773,0.004912734962859024,0.052912928368853855,0.09804549888877932,0.11425919879738076,0.026327720937740523,0.048579553321140646,0.007769850048060147,-0.02161893139467868,-0.002344427507238166,0.0889205693856355,0.03349153025555211
CD24,0.027639069582874487,0.03977062356718596,-0.015322238881158171,0.018520307376369345,0.00801507253718209,0.06589492038403624,0.09131303738625668,0.06900063868732524,0.041411462944998007,-0.029032114745328283,0.002998805500200571,-0.003175682051529349,0.023090121723673654
HSP90AA1,-0.06878432758333881,-0.030186997413162157,-0.03542102034839409,-0.004108767716054074,-0.08328461459405853,-0.07355422834096528,-0.08665171014100116,0.035389915608727965,-0.11875215641651646,-0.045933946602613636,0.008603035241905322,-0.0789286766711138,-0.0834025026916412
BMP4,0.05251288195581287,-0.014015222175024121,-0.02253258413500597,0.01704063141797369,-0.019835245256932855,0.12584111395466352,-0.03808823860081216,-0.013476168752063115,0.010590471370544361,0.026463100766157065,-0.04802270550730231,0.016697214240600264,0.007164385363741609
SCGB3A1,-0.016352656157234014,,,,-0.03870719386512873,-0.04043615433251486,-0.041690401645348756,,-0.004970285004595837,0.009901748627237946,,-0.012933306875181466,-0.0033074320661224343
IGFBP4,0.039375009462286586,-0.003592882152494263,0.000334723871289277,0.04009271807020576,0.035767661089984616,0.0776707532216384,0.05211317304395555,-0.008156141046480919,0.024414896283334864,-0.058708453149850785,0.07423367079927122,0.035027296112247176,0.10555920209141746
RSPO4,,0.03771782864043487,-0.025092580004021894,-0.021648136377170307,,,,,,,,0.030042043419238364,0.03788023953530826
LEFTY2,0.04715854971951199,0.010637158241481356,-0.03662905606175573,0.004539240949138503,0.0700122753662004,-0.09796866023959729,0.07218156161811465,0.11148793169435954,-0.01835419458642203,-0.018461208213583765,0.07452447690666437,0.00856485869670709,-0.01980436050346875
PF4,-0.016963255777853885,0.014235494586856225,-0.011159390314852745,,,,,,,-0.014716190845975755,,0.015192906266203154,0.021571195854170704
ANGPTL2,0.017245063303936492,0.02607187245029838,0.035509691937650543,0.06507379392083039,0.00046449201545593606,-0.01688297965444817,0.14222670930500877,-0.061317792553369534,0.02899439669857513,0.021655808162054126,0.017266731791265713,-0.011318522220234613,0.060408425223605934
LRIG2,-0.022827635862868297,0.026258739101608607,0.0054010272108339814,-0.04639970505179116,0.021949894179016802,0.021202238037580246,-0.03787782369906279,0.07711044736266259,0.00652922057143086,0.08069697503212786,0.08754828561853299,0.07172265998718394,0.08154668504151943
ICOSLG,0.05915466544734298,0.07933353109764422,-0.054920598905900245,-0.05911234582173289,0.008652216808190347,0.0021867800125534896,-0.06029334092463586,0.056260870762149834,0.015262814143746082,0.027435417589219586,-0.03822845339881885,0.09902353842874886,-0.06406472658750528
WIF1,0.06031851838074433,,,-0.0167053540913758,-0.0333813107100168,,,,,,,,0.003281541118617213
NPPC,-0.050730319485446596,,-0.017310966355692795,-0.0325868379272866,-0.058068590522577714,-0.028950084605002622,0.036491913281981904,-0.028651883561004458,0.025500557359387603,0.09008279612144199,0.00193550936644338,,-0.010023555193915632
LYZ,0.010169762513607968,0.011144165836111017,-0.012198989296054136,-0.03187561411699546,0.06126993839225653,0.07222240270642018,0.07295237227237408,-0.0009085236963398373,0.047075715810842245,0.02325669795564978,-0.0056124122646608035,-0.011103518642436241,-0.0047870240300144015
EREG,,,,,0.06525486270553772,,,,-0.03415857705826163,0.0005118450653432388,,-0.04363677797413508,0.010301525348698994
SPTAN1,0.02312856860089186,0.025901505921067068,0.035369378314342254,-0.050034971917370136,-0.053014071716544854,-0.009971629105271128,0.07221682100992045,0.0736697571728287,0.01361730048440901,-0.0017792294836301164,-0.08751560594787074,0.04736204759080955,0.005180146814312938
LIPC,-0.020767483775527167,0.07164486928229336,0.008192787499858908,0.0158183641602965,-0.030225939688668893,-0.03069860127364528,0.16844870920840213,0.015173091147926655,,,-0.022519961113620052,0.009995308737291358,0.019135942352290096
COL8A1,-0.003354762937247842,0.044498974477330804,-0.007912524712333203,0.02286204941396024,0.043572209911787806,-0.007138909344090435,-0.04148312653295023,0.012264784630561715,0.046524229406645384,0.05468474138395173,-0.011219166480236553,-0.007404288192604481,-0.0658355086157467
GSTM2,-0.0214578160840508,-0.02635307353723178,0.01756562652748942,-0.022111897827313813,0.005610082006461385,0.005929835718148335,0.08288099747462156,-0.06245634796561445,-0.023786564047018167,-0.008799621763586101,-0.004962211695771851,-0.026691483680490083,0.03142549991533527
IL4,,,,,,,-0.0358942342821194,,,,,,
SPX,-0.03358812397721753,-0.033858285806224526,-0.02361047581573326,-0.02726098557393116,0.009238463543335998,-0.038378890561504314,,-0.055203367516290694,0.05979933642924633,-0.018272031938000192,-0.009822135967445257,0.06705963288037549,-0.008796400323628162
MFGE8,0.011730117613302735,-0.021804414828791894,-0.01527395017057125,0.03555990527056482,-0.008467773910571243,0.04370126826568979,0.024897672121827807,0.02627099306453398,0.02930538124075939,-0.01350884600204589,0.07779632672355445,0.02108379760722079,-0.014645845875867003
TGFA,-0.01395587312236132,0.008571876744347893,0.029631312589112335,0.003859405426296711,0.012390322079670097,0.04698683484037546,-0.0091986940634923,0.0008891255693146099,-0.007208300340934495,0.0196889352807537,-0.02855554110901045,0.014144667280411471,0.018814487657409156
SLIT2,0.05626850805328497,-0.01983154818709632,-0.006328746644456606,-0.03265939784880117,-0.024777282208752697,0.04164287790084571,0.05750828020416315,0.05819640614220851,0.026601641353882727,-0.007007072521070594,-0.00012535633758461396,-0.026337494473450695,-0.007261615784460132
PLTP,0.014761303868827551,-0.01781221007217775,0.02067365570793757,-0.01682904352019506,0.1209600164953909,-0.005486571083117095,0.05251638280029034,0.057352268668284426,0.08229054369575704,0.027021720730484287,0.015096782109064065,0.06390289278083335,0.0037590726780009176
APOD,-0.006833582228334132,-0.051997698265580455,-0.051187528246084,0.018296411024443644,0.044081376193913176,-0.058030150726180944,0.0009846327867298818,-0.036490437180754516,0.060519835953936,0.014596231081326167,-0.004836602863187374,0.0069080287455587745,0.11418317089791166
B2M,0.11021382799873786,-0.03751956675041119,0.11617858734213493,0.1211471211751654,0.09663224795926909,0.06812218045479188,0.11283045331931774,0.0340488575882543,0.11840130240882848,0.05267973634239374,0.035651856780309917,0.004430715191426473,0.12317683460852809
OMG,0.023789713839055895,-0.001680954452781288,0.00682469089808961,0.034133757629012225,-0.045004732291035916,0.0038688363991136814,0.06641282438258989,-0.050890732831156284,0.0762718971421,0.0383467849193391,0.024922273426621556,0.1359683681076911,0.021090355106582703
CXCL3,-0.009363753391197898,0.05712655952708472,0.03709747005270946,0.009455013594445524,0.1773331135376175,-0.029835965377462813,-0.0231234428705906,,-0.040382409585276814,-0.010323109765269685,-0.02263924993472649,0.02685372216054065,-0.008817302513089426
CXCL10,0.02154767014682293,-0.006640904082433573,0.04027454734491308,0.05916901940042266,-0.0422896033778564,0.012273278506901901,-0.04452901501551292,-0.02052058309449767,-0.022326959781459172,-0.019738678096504318,-0.013711706546817427,0.03185364881796519,-0.01477535650238272
RSPO3,-0.022213005620224373,,0.07639524554764122,0.002720096035318372,0.02011103557239334,,,,0.03450775081692485,-0.03966874978070054,,0.020625954280960333,-0.0003583273770101071
CORT,-0.024993332385464428,0.038386410430129525,0.012130625652548669,0.010084406205002184,-0.0483655128591907,,,,-0.024654217787857997,-0.015399745753667976,,,
NCAN,0.04057724361639331,0.039649044285878836,-0.05057754330626537,-0.008801794153165423,-0.02378985261594055,-0.13496489676394305,-0.07147066874448059,0.09549036145076986,0.042005270076110525,0.03007470242327468,0.007074444307549203,0.06671826138254809,0.009209292913864535
PRG4,0.06242230659763775,,-0.01279042296875178,0.08436517581847902,,,,,-0.023681512265654615,-0.022723267232282858,,0.018504205237194187,0.14301039769888482
ZG16B,-0.008009552534636748,-0.014471886384454293,0.024964731026562662,0.04196944774830115,,,,0.16354006590021644,,,,-0.025675643289759114,-0.019962229533798465
TGM2,0.08271828816109103,-0.049579579316615226,0.09511308508931991,-0.00151521050918321,-0.004589139741404247,0.0161146626083441,0.024230857621656998,-0.08058083573310387,0.04692009396231243,0.03196056437943523,0.01996784800011931,0.03001473050522067,0.054556220454517385
VEGFC,-0.03122500064045165,0.06840495873292694,-0.02279595849059098,-0.004942651135422105,-0.027188356887985113,0.013679248726393775,0.011624335797212766,0.006109575284967167,0.034985122400610434,-0.030855477925079044,-0.02986154371684479,0.020419057963304565,0.0022194534044715757
WNT6,0.027193137979184732,-0.013383553071229445,-0.017690801897278337,-0.032914118340254594,,,-0.04551632964725738,0.05843516749146281,0.05192992118894726,0.05983714822375432,,-0.031008616214720997,0.07966377906455788
NRG4,-0.015061371928383938,,-0.015566529862037048,0.04223593854168906,-0.030289438372176666,,,,,,0.07932675920811107,-0.020591709899566227,0.03316682197678083
PMCH,-0.01735904168915376,,-0.02156894367005437,0.06656557561008491,,,,,0.11593804424799871,-0.0030446382927432443,,0.025977522414893046,0.06904836101897115
COL9A1,0.015578869183934156,-0.03324145434945444,0.0014485513814448028,-0.03232270633763891,0.06847684771955694,0.12108375458918767,0.07210481326297602,0.02021813457587673,0.023129771791785877,0.0655403059606655,0.005066502427448767,0.08220642832012238,0.036267646116520974
GDF11,0.007174292384227745,-0.025789932520922175,-0.016519890184016044,0.019879122620293403,-0.01449202567612194,0.053917184724244914,0.04086824647014074,0.053733786115003776,0.029840710033552553,0.026205127468340188,0.02974616112324334,0.0861314664368864,0.08029619216448605
RAET1E,,,,,,,,,,,,-0.022588959451778728,
IL24,,,,,,,,,-0.016385338123844823,-0.0144815486649232,,,-0.03467910722366571
SORBS1,0.045269434363887674,-0.016196089142550094,-0.01043724484592497,0.005227382472960883,0.07949254026891692,-0.08732722626444575,-0.030664624443113346,0.06517099341095388,0.003523834896230853,0.01985163690537231,0.007638526880778033,0.06215045717471911,-0.001647726865695494
DLL1,-0.0066115609758208745,0.05498075667593912,0.045842267981867135,-0.018719970623882747,0.042723128800241754,0.04349687399875139,0.08741064314093026,0.024001564246813798,0.060791083612703196,0.01661237675973568,0.04669715926297803,0.0368357684505233,-0.004260983129851428
TLN1,0.006841664828833013,0.025813507214962297,-0.039332582851990455,-0.00862197052177989,0.1191303615292212,0.06857014095323054,0.005332521879951404,-0.000803517212413055,-0.008421195498777024,0.011068574498455275,0.019803136162608672,0.008664706030416417,-0.015430502339030767
COL2A1,-0.014765513971136637,,,,,,,,-0.03582049713270537,-0.03774334583500778,,-0.02996789435095446,0.04543475348672673
SHH,,,-0.013291349473762102,0.02658731685499596,,0.02952816225617665,-0.02702377954141609,,-0.02933506108286108,0.11108691458103542,0.023728061662321186,-0.012523434644550163,0.02116097668422143
PON2,0.027741165358026013,0.011667663813745998,0.01636197762123053,-0.023706509974325992,0.04374887513159363,-0.02207653943163874,0.05137777704840701,0.04887818229717241,0.020861678696457237,0.05109019128697242,0.023792527441536825,0.05034906204345456,0.03161667818243018
ICAM5,-0.0025777869223866075,-0.017227638531351935,-0.020715511524068937,-1.2152739217715638e-05,-0.040655691147483373,,,,-0.008583340221197455,0.0007976401704635415,,0.0018515613911699457,0.007792144414315707
HPX,-0.040862615406697445,,0.03947461028725741,-0.019584482112525767,,-0.02983594976792695,0.06965832495625997,-0.04359415022449026,0.01468753776354821,0.011881864755521542,-0.032148857116538296,0.02658490959330199,0.025469828396155456
SFRP2,0.04177103093895057,,0.06172991603179366,0.04463581044714216,0.11583001433972602,-0.08184003634196438,-0.03589425540890144,-0.04342664745540637,0.00714915883776685,0.07130908738502002,-0.006970046035098177,0.04722965847381435,0.03883590120284253
CFC1,,,,-0.01861307356010569,-0.024715136929359165,,,,,,,,-0.007923622151762767
CD70,0.08691765352929269,,-0.025729284322373112,-0.034719899226738085,,,,,-0.06286568748116532,-0.024798287898341976,,-0.031416374090581976,-0.0018181847846787265
HP,0.015543477229545218,,0.006608295013840183,0.0770007497218787,0.1129321193978507,-0.05336540601616462,0.03346546952038844,0.07599803154059792,0.08317402041605969,-0.03194211728278371,-0.030710141573138415,-0.030802945806139476,0.0025043808356303683
CXCL2,0.045663745878444996,0.03558269305114626,0.041175006984045984,0.02889651038033377,-0.013924068224855894,0.039548565152180325,0.0810074964933748,,-0.024909511400148028,0.00444894713537515,0.027649904172881056,-0.0096243510024314,0.017952443453316543
NPPB,0.02980854139695092,,-0.0010523613239375638,-0.01629836417850875,,,,,0.012487340682049496,-0.0010629615237726154,,-0.02088799638983976,
CCK,0.031892811827308944,-0.03919235300560476,0.07867590229113754,-0.021120538927235658,-0.08985675467113448,0.042793072676394935,,-0.03310758159658785,0.0109400229480744,0.03804549944441749,0.057720234130621516,0.002738564004035434,-0.007407264141103315
SEMA6A,-0.03863584057777836,0.012223028971846015,-0.04759337161378749,0.09851848284311009,0.01582686419697302,-0.0049255378795244175,-0.010441763344151152,0.019853462485001385,0.00986788169689982,0.014999290476579552,-0.0023008130966273737,0.05342393331743775,0.033952911220553855
IRAK4,-0.015261599254124467,-0.03566070242509204,-0.01433097634419248,0.014561251113923156,0.042762640229392704,0.02925924644748558,-0.05410473466443186,0.010310957836419344,0.03721426362056181,0.025073867873874316,-0.004575592635850041,0.03686774225219072,0.07542627505161914
GSTP1,0.04971878600217629,-0.030714544228215273,0.03154026821107499,0.013336142054238885,0.0959332372007132,0.05948201416689274,0.094952793028568,-0.026930891769479395,0.020904691796065907,0.03074189009260677,-0.07484075786866633,0.03345875932766056,0.025809474544194622
VCAM1,0.02779785894212533,0.04056642296139584,-0.05676123369364664,0.013186575940118229,-0.033143031467269685,0.07662691436151622,0.001719139479618721,0.029008497242290338,-0.01112234803907747,0.0025176901995413977,-0.03839974592729767,0.02451541103785418,-0.04621063846990398
NXPH3,-0.02716814649589521,-0.025744573977008082,0.005199811079985727,0.018545364656790377,0.08400701278419198,-0.06580056328756415,0.09505169566998592,0.10963441250003436,0.11296863365052871,0.05603528286890122,-0.03524650907695552,0.10945173731676422,0.03984079259663421
MTMR4,-0.022522315653062418,0.0454633749872672,0.030992893228517695,0.0110733113656926,-0.011900161444019659,-0.019980142023989487,-0.003251142524242849,0.06793655980291571,-0.005755721113619168,9.992293117828544e-05,-0.03175321069922134,0.02038047379392461,0.015612713969902426
LAMC2,0.10691050633795003,,-0.00011125875321719083,-0.020517822187022288,,,,,0.06462930536418077,-0.019018336841625405,-0.023183394914953793,0.09872913288409871,0.004124612600321406
IL10,0.03526896564880531,0.050622101844548135,0.02658381563082584,0.030852970396738837,0.057974715718562886,0.08100132948066949,-0.07540419426898907,0.03269137194259317,-0.01283124927626419,0.03190693743770213,-0.02236261080724182,0.028016672089850266,0.012268102383825351
SEMA4D,0.044403115736278274,0.002905318379187419,-0.04420207982480179,0.02415489627834964,0.020936315094226693,-0.0784406540268514,-0.09323361112194711,-0.015828374838932038,0.04451912381832258,0.03312817501379276,0.011624498569018482,0.06420120299551461,0.04437852740167591
TRH,0.02887303778545487,,0.016279943456169153,0.06905644878127344,-0.038488426956879755,-0.06714694597859397,0.001994974079648154,,0.047419807395933586,0.013719762925295285,0.02060104278629338,0.047402232192051065,0.018819327468948023
SEMA6D,-0.053627213983479013,-0.005763521139213931,0.02503602750272724,-0.03020856570753535,-0.032841977829412713,0.05198942028558885,-0.003645643263637449,0.042494368912692364,0.03874967013029755,0.004881388702248392,-0.004692298570276265,0.05335447591941252,-0.009489804547178595
CEL,,,,,,,-0.04597656206951179,0.04064889978638938,0.0616896300274175,0.08091888285965824,0.13556272893129614,0.030084799701720743,-0.031912998476591105
PDCD1LG2,0.03831375783647938,0.016866766710985463,0.012135369422676115,0.011669940995394486,-0.03349164114494585,0.05269966909508791,0.09086298379239849,0.008412465466292925,0.06240056013034728,0.08985047702532521,0.04691195296581694,0.10444528436004952,-0.007496026746430791
SPINT1,-0.0018797585205095847,0.02596405724495503,0.004086242645235193,0.00379601629878797,0.019455485345174304,0.02502939144555935,-0.007321862638183656,-0.041562927668194825,0.04791110231601234,0.06846218944454398,-0.03353629269377003,-0.012195608471620574,0.014613161745742752
CTHRC1,0.036495534692401965,0.04487283340018656,-0.01825137508922487,-0.0018201343870818227,-0.0576678122897415,0.024033375638149335,0.04453943388846584,-0.002237172389211047,-0.003778017101957955,-0.0035514384798922085,0.09727807384093791,0.010632649709229836,0.03149724889024714
PODXL,0.028790146317089517,0.005438874359236253,0.04322086582380579,0.023955533812287006,0.034726823010114254,0.02886075383455917,0.020142791946292173,0.006854770204176528,0.03509221229215499,0.014492495625732698,0.037059517165566366,0.03342415469195859,0.08648347323760919
JAM3,-0.04136510825749398,0.011483196419719257,-0.052044472608921366,-0.005940311833737869,0.004211200858982269,-0.11820611193051009,-0.02199297679254555,-0.0748107992675574,-0.022737747340837024,-0.0025068005258930826,0.04318793207811267,-0.017574417234075816,0.07055678094738203
TGFB2,0.010641425851286041,-0.03752803334585938,-0.029589122465051916,-0.00896219664538715,0.1088911351344075,-0.029091214226443455,-0.04971167284845947,-0.004216197492747976,0.025392417505756527,-0.0076165907965875645,0.01661207313583658,0.022643266945415963,0.02725771166839643
