,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,0.03293986921190253,-0.021845057325049478,
BMP1,0.009249301833780277,-0.002980210933281529,0.0038967907436334073,0.07574686730776074
NDP,0.02286072690162477,-0.006838193451166809,0.11767806451128214,-0.006062812791020543
TNFSF18,,-0.02032936606345182,0.009479735342811837,0.0514757643090228
RTN4,-0.005098269846865345,0.044855586523608354,-0.04255905209323953,-0.02813765378492499
HEBP1,0.015609162199918244,-0.0186653133723718,0.05288489020121967,-0.016557945461736622
WNT7B,0.08553072779269628,0.21100446186952934,0.007380819211593956,0.04239273540563515
PTMA,-0.05742901913556022,0.014489913643858881,-0.06880930684191768,-0.004517190817501405
FASLG,,,-0.018946210765466417,
CEACAM1,0.02868896643220063,0.14266805959089843,0.11834159962522457,
PDAP1,-0.03386517561850085,0.03261934566667342,0.06216035340637775,-0.13856981262980117
QDPR,0.02829167763173068,0.002958314181218524,-0.015900641422745564,0.009188997571568321
POMC,0.08420387114436455,0.027556216730598816,-0.031013507236967955,-0.005632982637030369
CCL18,-0.031214285895736976,,,
CCL17,-0.02497000279939607,0.011935787673360038,-0.017172612027722113,
VEGFD,-0.017297483112711107,-0.027411496294355853,,
TNFSF13,-0.027141539345708288,-0.010025112870848722,-0.027981337959486735,0.005334867192822992
WNT5A,-0.016147488533631797,-0.01825652569202521,-0.0395052236422713,0.026964075474309054
CXCL8,0.018144222745561083,0.035875679366096196,0.046040593785274114,-0.02625287603350604
GRN,0.05909981248572911,0.01843964408419132,-0.05891506951448426,-0.05149514875969964
MIA,-0.02210713889610583,-0.029420077660058892,0.05604053590777603,0.016546253857118224
COL4A4,0.10726608634381914,0.07894654066977431,0.0343271096328196,0.031327349993452415
TAC1,,,-0.02257514469512876,-0.0392446598451511
RARRES2,0.020461842445305068,0.02322595924905305,0.033487044267670414,-0.011669304137321784
FGF7,0.0007109928264166407,0.005900826067920072,-0.009333592445378827,0.023728312862892852
EFNA2,-0.01644010009783458,,,
HBEGF,0.006741589480678722,-0.010425506721592542,-0.029636026148050713,0.08018929922878282
CSF3,0.03690068177530202,,-0.01808011127710564,0.06579615092290675
PI3,0.023726071414660942,0.02272389733876158,-0.03928207527702369,-0.0731478515594216
PCSK1N,0.013700615792731756,-0.02887885159192741,0.03454619794894174,-0.02983589418280411
NTS,-0.020029142239528796,,0.03568327856040404,
SFRP1,-0.07185438444380336,-0.0176353136377422,-0.010707073296233934,0.03108261506621277
CXCL13,0.046619254448623075,,,-0.028878874731698364
MICA,0.08300677292304473,0.0730389407941985,0.06539574113105985,0.04322863354874946
TG,-0.02466807818222694,,-0.02352752226305305,-0.020782175448347966
ADA,-0.00045970503532946275,0.0865111549946532,0.022196795698674283,0.04028087044680021
LAMC3,0.03408526277400925,-0.042897765320060385,-0.012668107433054939,0.034234501008702796
CCL7,,,-0.018946204028420014,-0.013533132674419536
NGF,0.033733010799611024,,-0.049550257205909186,-0.05759863312557429
TNFSF15,,,-0.03141517292150522,0.017328492016457874
HMGB1,0.045533230810700626,0.021346416874925167,0.011922000503641485,-0.034792871456303845
ITGB3BP,-0.019397378883754774,0.028896517238130644,0.03567090506440296,-0.04411862124844087
AANAT,-0.02212392200234702,0.044868997745213544,0.0014703334223527581,-0.014670962213462358
RELN,,-0.040204151815658964,,-0.004706675548908538
IL15,-0.01785741711949407,0.0002067491074538,-0.012038860791208961,0.000965838078525675
BSG,0.0011313887830615302,0.0528581323155091,-0.0008639705210155414,0.041936715877966275
ADAMTS3,0.01169814895576314,0.010254927269306695,0.009660465101990656,0.0011044116012903953
CD34,0.02117467787317309,0.044212690854370205,-0.003978777208087156,0.011315571165135289
PLAT,0.050145200754366286,0.0026143253817444,-0.059012753456681936,0.019105487074622278
NTF3,0.0004944272799508137,,,
LTA,,,0.07027083322889709,
CKLF,-0.0024420095417260366,-0.03687963959878764,0.015602361299035309,0.03266822310684394
CD24,-0.07468237114794077,0.004254047648015963,-0.019810525774444716,0.06203630525237283
HSP90AA1,0.0348597936108392,0.03533768518368219,-0.059710001437242685,-0.02334398717947073
BMP4,0.00039190246798204755,0.021403341327792355,-0.010732191077114941,-0.06689850072704731
SCGB3A1,-0.004147330853607555,,-0.017269241187176442,0.008047077136362605
IGFBP4,0.022711175475393915,-0.010534542637773963,0.006266752208961034,0.04036497206124076
RSPO4,,,0.014005972281558322,0.01318383506828306
LEFTY2,-0.01890316136650399,-0.022885029377150815,-0.005324252729941878,-0.0927957873327707
PF4,-0.015068489940818811,,0.020961539494807082,0.0673267416118176
ANGPTL2,0.024577909435885704,0.017361716815056535,-0.055965823106195106,0.014980889310329601
LRIG2,0.020235178159804617,0.07116306447570052,0.009345875681573865,0.011118883601938407
ICOSLG,0.07517391957372933,0.08287843140401785,0.07055187303206058,0.05641777240481142
WIF1,,,,0.039777423598863895
NPPC,-0.02851059315967878,0.06794352169018382,,0.026135324115684373
LYZ,-0.01751406172839897,-0.018285846469509825,0.04703424975280685,-0.03510590290871328
EREG,-0.008085095700007868,,0.04070125582766408,0.04989797442331816
SPTAN1,-0.02447240504803682,0.022578611948562307,0.06864612049391969,-0.018060525631134947
LIPC,,0.014989500919917945,-0.021188812852275227,0.10799154995335469
COL8A1,0.04260554978166726,0.027439500973139103,-0.028970375713400262,0.03905353560210464
GSTM2,0.028394821486104962,-0.017306603631223213,0.03330788502892385,0.027886081283001938
SPX,-0.018709456294620383,-0.015712571189149323,0.09944351055708572,0.0528961093336327
MFGE8,-0.0178460322422115,0.08351981537594481,0.032155626035585985,-0.022428429415491433
TGFA,0.028362119062639784,0.0464258535658882,0.05370425642051897,0.10066574873945151
SLIT2,-0.0433179903906029,0.047074166533968,-0.026922123387919425,0.00909488263759766
PLTP,0.10287370201965816,0.029992839700917154,0.025272782096551837,-0.015795656672559347
APOD,0.006601627860227825,-0.04296229345590693,-0.05349012944070223,0.1011925946919395
B2M,0.06146983854696145,-0.04792868697037784,-0.10398820074267988,0.008914818934971376
OMG,-0.047090694122467254,0.023123976063502225,0.11542545165298078,0.0030430971413247052
CXCL3,-0.01352106706762381,0.06477063206997723,-0.07100802949648048,-0.03435352407336744
CXCL10,-0.020211213312959362,-0.030499904197335295,-0.02645024298285461,0.019521732434875986
RSPO3,-0.04979287719327096,,-0.019226692339420808,0.03607097637073978
CORT,-0.015768408850430817,,,
NCAN,0.049315804341835315,-9.252481516760854e-05,0.06323584019686085,0.02368567232859779
PRG4,-0.02326725219154283,,-0.04355363981060825,0.044748888003365475
ZG16B,,,-0.023973616172912462,0.07277436890413021
TGM2,0.003806752193193787,-0.013491244531487328,-0.03208073744955707,-0.026725966457403254
VEGFC,0.0236559439406349,-0.029861549069429068,-0.018029364728274388,0.018791087080967515
WNT6,-0.0009612983646822928,,-0.028953068664938793,-0.02702148329711742
NRG4,,-0.023978392582756032,-0.019226694494274305,0.03912756517444877
PMCH,0.051271479927176074,,0.0002691205117536222,0.02547633926796633
COL9A1,0.07614413073260452,0.035117211940297315,0.06298820968922278,0.0159156713214012
GDF11,-0.0009922484167632986,0.07721061495172676,0.06007381624237643,-0.0287258819779906
RAET1E,,,-0.021091547250869553,
IL24,-0.014828230529814425,,,-0.0004876517962121598
SORBS1,0.009518205140391808,-0.020231977750043696,0.021413726462751692,0.02218689556884907
DLL1,-0.014263508872474856,0.05152350219082069,0.033881645765050254,-0.028150093511423377
TLN1,0.013636507388334372,-0.0050294770992578,-0.05603746682665144,-0.017793484927925353
COL2A1,-0.03864690482749379,,0.05015183681875326,0.019164735527310513
SHH,0.04793323517439873,-0.052173103083082845,-0.004922252404331759,-0.013014338329376087
PON2,-0.03761081923186345,0.0458231097818109,0.08262099265644549,0.02625854063168579
ICAM5,-0.047326281756790864,,0.011239800408860514,-0.01916708377886006
HPX,-0.04711065057309611,0.029174347246467797,0.004650499774652748,-0.01673449509857121
SFRP2,-0.015853805469046738,-0.06342844543229512,0.07540888521701064,0.09164916426336735
CFC1,,,,0.11612875426056803
CD70,0.07395491643308232,,-0.029333796450297624,0.0597824129532661
HP,0.02443208683981543,-0.014724641196481652,0.00011363898909138971,-0.05181591628837607
CXCL2,0.06524958372006968,-0.002258541461644066,-0.03716716004322391,0.018690562793878
NPPB,-0.023618667868483267,,-0.019503340283237657,
CCK,-0.005248140620561271,0.010283784848711463,-0.025301097379526724,-0.013153877917183653
SEMA6A,0.006046502023775395,0.019543043342635746,0.029918413547816325,0.006780218948214288
IRAK4,0.0018587444586813356,-0.0007230473602773777,0.0740101371050628,-0.009887415996384125
GSTP1,-0.04358508866122577,-0.09533835955205903,0.1075066283618583,0.014919068711118299
VCAM1,-0.006760324896973088,-0.020971216063147714,0.07429933036536313,0.03374958584691776
NXPH3,0.045257058682104306,0.04290776183402751,0.1265960789304994,0.018775144660387655
MTMR4,-0.059149030419099795,0.0003689671765354224,0.0021718181954665274,-0.015787208483560425
LAMC2,-0.019473627407292207,-0.000533387098355515,0.0068636822534948435,-0.03913111675561301
IL10,-0.0015131802139886923,-0.022362614815666843,0.02918756730176858,-0.014439939303792424
SEMA4D,0.014921216371900648,0.03746559052331272,0.01779370568567146,0.06362315974597632
TRH,-0.03600084230181841,0.09948014565105212,-0.02184504903997489,-0.030673221000704288
SEMA6D,0.04079831985926152,-0.0006837507219565466,0.03534969068126165,0.0025325138926980666
CEL,-0.024209052611574862,0.04536495435766274,-0.010150713036413838,0.005950949176002913
PDCD1LG2,0.011967329138224703,-0.041109632763554414,-0.020423597227179128,0.029664129516398543
SPINT1,0.007724393661835625,0.03362022269990059,-0.016278934698493334,0.06383304156277057
CTHRC1,0.0036131761139030143,0.009385838900659088,-0.002345234492025591,-0.02156508843106777
PODXL,0.0426480235847241,0.06335618580330353,-0.007078188853895163,0.015170612496913663
JAM3,0.02766801493071878,0.019808740897219564,-0.02628445209587781,-0.016734574847760135
TGFB2,0.09937167500877993,0.027572659916450002,0.031630739264345564,-0.026737092441131947
COL18A1,0.0003822263792959582,-0.011118855261932042,-0.023217683169903826,0.041438698751212415
NODAL,-0.018316357681275687,-0.0062301993323974755,-0.029896936188767792,0.04827393774764169
INHBB,0.07968387227888159,0.09998956067088786,0.0751202147745883,-0.023110611100872334
LCN1,0.07908198392300786,,-0.022090902590542312,-0.027447139816991335
ARF4,0.018099823072847483,0.02352245637005876,-0.05798954503372532,-0.033655977569039534
CXCL14,0.10125275261480701,0.0432972462359046,0.04419092773032918,-0.04857385802136685
LIF,0.054521804177035414,0.013815983244551506,-0.04570085948140486,0.054464133663667376
IL17B,0.12138261867695052,,-0.03731462548625534,0.0015474017411503819
MMP1,0.029580082088064532,,-0.04782561402477493,-0.020581770495192397
MATN1,-0.03059444963618649,-0.023451128531497663,-0.026568247642558777,-0.02828047030824498
ADAM28,0.04388427600758523,0.004037904890263715,-0.0007780167276850718,0.01459750110126263
TCN2,0.07171041303835719,-0.014098887428151869,-0.02076934279322768,0.07211435187210138
THPO,,,-0.028761040812892817,-0.017465893405085753
CUBN,0.03689492265760476,-0.018948382010598317,0.10166332066917913,-0.041343614696372426
TIMP3,-0.01981245109924503,-0.043462838828557226,-0.003953700721588788,0.01800695766397687
PIGF,0.004705268369888943,-0.042516850646096886,0.030405603391249404,-0.011529537399041221
CRH,0.06415035651168917,-0.0145188522594651,0.007465233884219885,0.04908993815684768
BDNF,0.05071909428682968,0.08204835964272052,-0.007037614561785405,0.009861081439667832
CCL5,-0.012350202335251522,-0.03728634043445535,-0.04595742281306698,0.09252154365073768
GAD1,-0.04575035562174195,0.03406140921295416,0.05204843537355287,-0.04083674835956884
COL14A1,-0.019852157829485947,-0.046716776435637104,-0.020113519856587055,-0.0037766127272577193
HLA-A,0.046944187468371805,0.030838580456171234,-0.07711217471449759,0.03198015242894051
FGF18,-0.027001433977591378,,-0.021845050792586033,-0.038823980539410836
ADM,-0.03425230676546442,0.06057878856530235,-0.003328662558724869,0.012613872701716848
CCL15,,,-0.018946210856507634,
GNAI2,0.04930843707795457,0.03344396251928648,-0.023366259535751634,0.002428758925051009
HDC,,,0.165826879086905,0.006450669182903804
COL11A1,0.012038383746729862,0.11884728106984602,0.009232764717796603,-0.040467446842523354
NUCB2,0.028962454398520694,0.03849342817941917,-0.00476526790273158,-0.03428315847980542
FGF16,,,,0.046926281576378
CXCL1,-0.02845145348581305,-0.03525047069208244,-0.04766145875548079,0.1123096587634609
VCAN,-0.046109985142743254,0.002031051525275272,-0.04200734771209144,-0.06242761089707622
MMP7,0.005564291743053477,,-0.05186260558088412,-0.07233013873939835
PTPN6,-0.016020031927471493,-0.01828205498163877,0.0481649898955451,0.01373325781100648
PTGS2,-0.06165632963491584,-0.028991567584571956,-0.02678152509698344,0.059093881900904296
XCL1,,,,0.011332166526834438
CD58,-0.004430167355167415,0.006294327110580907,0.032877864642472936,0.04326871275084993
TNFSF14,-0.014301392835026426,-0.008341059641726845,-0.04544207602325432,-0.03447712520346795
CNTN4,0.0046351693702952135,-0.029429352355810866,-0.03223815599486486,-0.032447002561386586
INSL3,-0.01708691813614394,,-0.02594166015023799,
BTLA,,,0.024722278769472687,
MFNG,0.0225229714080333,0.05112688350050649,0.05036581601421607,-0.032276787587421064
ICAM1,0.03836773674446664,0.008298210629628482,-0.009482912153838112,-0.019703026699078408
PROS1,-0.004626171602922452,0.06067793928015225,-0.030579140262120625,-0.058446787426097345
CLCF1,-0.0005410046438555627,-0.0033009115538555696,-0.03125944631081452,-0.03001199113756644
