,MGH258,UKF251,UKF259,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
TG,-0.02477110793449746,-0.009410672421646003,-0.017175540753874688,-0.013378611417638507,0.013707312065109232,0.10529473056581559,-0.008570984355955418,0.016346247206930568,0.04269415852266723,-0.02133237310536718,0.05136617125488773,-0.004766867145730478
ADA,-0.0019635147214768158,0.024624771699311328,0.021427891169336584,0.042833514539170704,0.03307568815694687,-0.028172724771119872,-0.00393645158860699,-0.019052786187879915,0.0065042206371235395,0.019984209845603517,-0.0009651238075257495,0.019215389295105956
LAMC3,-0.035767428684981666,-0.04145618232095731,-0.022264654561365088,0.04275256274166369,-0.03167215298473303,0.12370597752298457,-0.00469457009736725,-0.011670125783036115,0.03286517468354009,0.006452306625155881,0.002557779912892212,0.019586845217232644
CCL7,,,-0.012417888523186591,,,,,-0.025349178299802027,,,-0.016311575202343064,-0.03938393113607585
NGF,,,-0.028452554284264166,,,,-0.08977139195365265,0.0014285602771966315,0.046247682277326584,-0.03536959110762783,-0.04883636453274138,0.0049069582533299615
TNFSF15,,,0.049094350112109116,,,,-0.0252998682631666,0.049423415672246375,,-0.016095735273824494,-0.005317961942974934,0.04625942949983227
HMGB1,-0.10465634920102702,0.02877983836247186,0.025528821270314413,-0.020811898998879263,0.019809421448695134,-0.06909903701656991,-0.12847829383295034,-0.024530620700770327,-0.011949075049944274,0.013391455515170165,0.021650177771513186,0.012025030423327056
ITGB3BP,-0.015054849357699811,-0.04394524613563443,-0.007944531063498525,0.0038258731754763787,-0.03607504321514101,-0.05653695866440703,-0.06317662057115661,0.04022344514858241,0.007838414815946897,0.03511975852617843,0.03555370595659724,0.02311759490419104
AANAT,,,-0.01258199997399817,-0.012031463432730795,0.019271543705016093,0.12823462361490778,,-0.02223838201797677,-0.019523147864054843,,0.007249300559969191,0.03233962221957623
RELN,-0.02053590521308506,0.025114006638869524,-0.008684237976748182,-0.02648939870959768,0.013571715557467782,,0.06513078978897639,,,0.01990126643534181,,0.012272575634168536
IL15,-0.0471524471529105,-0.01815083630424022,-0.03641618636264148,-0.015288366743873813,-0.01693382486850437,-0.02712163771351817,0.15988220193518185,0.013850834285838155,0.004887415462036958,0.06008158080383274,0.05883414043671207,-0.014948534683686067
UTS2,,,,,,-0.05774443609726099,,0.004018219028456976,,,,
BSG,-0.021610749755831864,-0.018779360538045173,-0.0022223199496534964,0.01523946781568383,0.0036608148817108615,0.017071813152002194,0.07068250261569224,0.0006324502636172178,-0.03536601113947087,0.05329343971530107,-0.03290632642934791,-0.06344941933603562
ADAMTS3,0.05125708037222892,-0.024794976327841202,-0.016720337042857525,0.000904049702981813,0.05982414237249969,0.06367080962008137,,0.0043883491215416124,0.05772655715051696,-0.01422914024243404,0.1254509775277121,-0.019062450001893008
CD34,-0.004312052502800654,-0.046841818232136075,0.009408162258256561,-0.00021387660055371288,-0.029913668832112682,0.03923540467845131,-0.0431030275497061,0.06251276233875457,0.014646686884516367,-0.03957790824401813,0.006287038844237606,0.039457022085150395
PLAT,-0.0156908947778121,0.021301348869316353,-0.008422435961316976,0.06293987623385834,-0.032825081789183155,0.06199692051362671,0.03797028640515076,0.05118963831639447,0.14418940571585984,0.028229915155236814,0.04055093963721976,-0.04612696062258567
NTF3,,,,,,,,-0.05055419374496146,0.03840196300781393,-0.01605429955677858,,
LTA,,0.05715107026072626,0.0019324706903438905,-0.011587553160305459,0.02338528966500875,,,,,,-0.023227106970159454,
CKLF,-0.030399413602779136,-0.0015748925231001644,0.005524292278387667,-0.014964309780690077,0.04432294977695386,-0.007720537906805476,0.07525725138682875,0.03148165288707556,0.06246072889748003,-0.006440675133790767,0.06350868034745565,0.06587696770810217
CD24,-0.032149531416138015,-0.023348405662984247,0.0005740686554851896,0.003327840345088107,-0.0371340433604263,-0.017371788790463843,0.05944883780254472,-0.01117920421545372,0.06604522582223617,-0.08813902162589701,-0.003366163609089999,0.08958158629370652
HSP90AA1,-0.019371500018986864,0.056512543397734996,0.017465034869214108,0.002096800744926803,0.046537279301502026,-0.11488166885345776,-0.04683711623186631,-0.10634367553135658,-0.1400542242347659,0.04406388820056076,-0.021942450576224747,-0.04847162660763002
BMP4,-0.025493066219734288,-0.01817387451243806,-0.03713319126370636,-0.024349874879964633,-0.014429369569506174,-0.016056710240251914,0.06859286092341801,-0.03776644479052258,0.003846068428422473,-0.011239572266944218,0.028827724542251642,0.0381444951797963
SCGB3A1,,,,,-0.011816200511371382,0.055117447987887674,-0.04464149748880065,-0.01589217963781719,-0.010836740170146384,0.025451200157355806,-0.009083864170227654,0.024788237580519706
IGFBP4,-0.008813056400054885,-0.03218602486397963,0.04036566164678123,-0.0029424755137239357,-0.0363085034052378,0.04877322298191545,-0.0074013492886741954,-0.055911207473280225,-0.04524402411976378,0.024156503341065796,-0.019409149415768597,-0.025307396484032185
RSPO4,,-0.0277155840644932,-0.024361736165261393,-0.013477029757715937,0.03611518556190299,,-0.04081812315242913,,,-0.022510829027004655,-0.003424844853083961,-0.028207377082641257
LEFTY2,-0.024526189095108383,-0.017354773590179163,-0.018736780423223166,0.031995904864003895,-0.004112017450128974,-0.03873852318629818,,-0.021518581808777706,-0.028060202619838864,-0.03061324027970307,0.009262190451891647,0.03596500941034652
PF4,,-0.015594995073827136,-0.01083436308948865,,,,,,0.05083286960445556,,0.15617471650430975,-0.014393307349047514
ANGPTL2,-0.024904363888545587,-0.07685112222265557,0.051080250184571935,-0.015931552111705133,0.05260007533387031,0.08798934441873216,-0.018894570563066093,0.09855872213092319,0.08906804203398462,0.06023633755783852,0.01876221761102402,0.029920031735206343
LRIG2,0.058083014420892365,0.01088534333708543,0.06736396314360667,-0.017039143453132215,-0.012527212460929736,0.016270599793165152,-0.022376243389020077,-0.007758209085649578,0.030595358258329194,-0.008408945629994143,-0.0007288842477013586,-0.033417724759409594
ICOSLG,-0.018465913767084875,0.022904285485072822,0.02637288941655275,0.063423441678762,-0.03443775802986816,-0.0028150638540926534,-0.0121939013296579,0.014087335220950785,0.05580921211091145,0.04758891878266155,0.01297599061457023,0.043593572984037474
WIF1,,,,0.04240614182338425,-0.05654988531996111,,,,,-0.020925996022407745,,0.1225025591775544
NPPC,-0.017795909460396383,,-0.016806768975350852,-0.02028690954289496,0.03586168435137122,-0.05680121391819941,0.005292152100510555,-0.037841751891885066,0.06703936117531781,-0.06825821999170413,,-0.0492608064049167
LYZ,0.0027261579234053156,0.02460894487646431,0.0118680808747921,-0.03569055625334504,-0.038655982830546276,0.01631243579847743,-0.06836962843314251,0.022699686696626885,-0.0012661368254874776,-0.029120346533577566,-0.024741396454002185,-0.0011873149858497138
EREG,,,,,,,,-0.00032852989508315244,-0.0642673643723341,-0.028037617087298253,0.03720901065667164,-0.03649021429136154
SPTAN1,0.020371350456086866,0.016301481699403382,0.020581104463164406,-0.03304631164578637,-0.0388802357821743,0.07875823494921752,-0.008004248318440241,0.013181148127085873,0.03532021625896866,-0.04687066706079003,0.06919091788381806,0.019791292538851233
PTH2,,,,,,,,,,0.08841909021267147,,
LIPC,-0.03171443336310487,0.004995726081012838,-0.01947015738649223,0.06952382819023221,-0.0018811053780271323,-0.04095166015691984,0.026705289546084046,,,,-0.029367847821445244,0.002295838835503716
COL8A1,0.028194713471995328,0.011803103035435445,0.04609020484709692,-0.031087152588280906,-0.0077270536615331314,-0.06963570383515845,0.04390630318362752,0.0868683783341973,0.06898152340681782,-0.01730191361897737,-0.05337278706202663,0.00790923461386093
GSTM2,0.03475082778872792,0.014123747944024732,-0.004268914841221008,-0.003390420456190798,0.017180769040700046,0.010757180641131882,0.049168633053858136,0.025297866288145135,0.09166035274431364,0.006831963026811161,0.04317561465431684,0.07524375741057744
IL4,,,,,,-0.039145878761233405,,,,,,
SPX,0.07187791077056654,-0.020594909554288457,0.0245373897338671,-0.03643089939671964,-0.02320328957961867,,,-0.025558209256659196,0.0018219379112036766,-0.04844666213830722,0.1231576340708936,0.029281494386191726
MFGE8,0.0423537679000392,0.028766575816313818,-0.04956341169693119,0.01975802420823183,-0.025718799615915344,0.11626838249611618,0.06329720782856392,-0.00938421307100261,0.03661192555001298,0.0029669062313546143,0.0021298709792899346,0.012971121586355449
TGFA,-0.019805909857732333,0.01097865982595348,-0.05049497069641997,-0.0024353675350530213,0.04937968723056274,-0.030643815963920715,0.04885402627569943,0.04418819647336748,0.037461618762207965,-0.04247543891958863,0.1286326951627329,-0.04108406943403408
SLIT2,-0.025493062140461393,-0.0406634639316123,0.015357085888791958,0.0296996145009956,0.056440279187708706,-0.01613879349805984,-0.006535958520084452,0.013085419927449991,0.060582585322856264,0.05559924048626353,-0.0016018354005514492,-0.052664696644504974
PLTP,0.046065636511753626,-0.010189129230444325,0.008911817834563282,0.02180511369860175,0.008942925812509508,0.014213314670848493,0.1057119382088928,-0.015222124547065194,-0.029210548435696867,-0.04361634676443316,0.04187163719650743,0.04131908754293384
APOD,-0.008295051479002703,-0.10135546932610787,0.017536263437933065,-0.011952479230394893,0.03870964844119271,0.01927564956060516,0.06463064258623438,0.15237502969909147,0.15311933187540488,-0.004080941336865658,-0.067049919115601,-0.008601063023164952
B2M,0.008379287036115731,-0.0006439621769475854,-0.03759116325894099,-0.016154987051519708,0.009774281424106142,0.07957722810532149,0.08765305684885692,0.01681566087382175,0.019520939177721672,-0.025328850870880014,-0.05833359068904689,-0.02258732663798834
OMG,0.019132165256957517,-0.017384886451152853,0.023397967775366273,-0.06461064549624147,0.03266486258530058,0.12603460384609505,0.006242289917803044,0.10839622142759532,0.1185047153801616,-0.033756353638205644,0.10425764953018511,0.001377759704898055
CXCL3,-0.019948251784682777,-0.011103755470595162,-0.0496824445656829,0.051993578675513054,0.18106584067799966,-0.014239773270259722,,-0.02660017610990813,-0.08522379655727436,0.02140164283736384,0.061583747435653036,-0.04263574950238785
CXCL10,0.04490668670044618,0.007899882224130666,-0.004109498525877834,-0.022805187329511294,-0.019380001255292167,-0.0687706296297182,-0.06520824626286123,0.006065491019439706,0.026817162673038054,-0.03075897636090005,0.07051846010615215,0.029287650396411558
RSPO3,,,-0.012581999044330824,0.09322912678936603,-0.012743980837517216,,,0.047863797962328834,0.056481125577437216,0.017980631865954895,-0.016553059257481743,-0.01591703292571075
CORT,0.013146382038557251,-0.02785167365514382,-0.02821609896745107,0.02448981517880516,-0.03380938540993668,,,0.01726136739307851,0.011764543752349508,0.004547203925171824,,
NCAN,-0.0398884949027562,-0.026241993696983684,0.03322060574149311,0.028245446414706544,0.001810646665059854,0.0005933732890653476,-0.012411812788907314,0.12025867464645114,0.13211199144850153,-0.06052970491358968,0.11515970189107973,0.01043637999165543
PRG4,,,-0.012417890458330182,0.04907634244825964,-0.014899820256802731,,,-0.02776436506895515,0.0999046406959581,-0.04585933039990452,-0.0150464531495808,0.013328737774936619
ZG16B,,0.04975665460073228,0.044522154236970805,-0.009207362886350112,,,,,,,0.09997477889361224,0.03262929471605787
TGM2,0.06723235064161974,-0.01742508547446445,-0.027619314592674294,0.0021868791883001655,-0.01373139294201618,-0.01695519099473804,0.018870855588203075,0.019257186498703116,-0.06848164575193938,-0.014100805555482048,-0.013159168479480158,-0.016902239991418693
VEGFC,-0.024771114712963567,-0.024096320519970744,-0.022132005807813115,-0.024793156636533472,-0.015205860476866234,0.06129195235661248,0.041506738851119745,-0.03262293622380429,-0.029957131594324442,-0.03841960821434962,-0.038331397130246754,0.015182928923968012
WNT6,,-0.017354774045646577,-0.01717554146701225,-0.020490657698756486,-0.013270907174991537,0.03873455671694171,,0.008365311511848423,-0.03387678898483419,-0.029875543863914753,0.04361340382056793,0.007858869240923275
NRG4,,,-0.015113140755029017,-0.017688834909469545,-0.017739409845744403,,-0.032577696556338895,,,0.13717000806783144,-0.016553061112684758,-0.04201656632628338
PMCH,,,0.03519536171370752,0.06793473217513676,,,,-0.025765694818394923,0.0818936362950112,-0.01711508051392758,-0.010687740338512533,0.11365084140220971
COL9A1,-0.007107647119308852,0.03823306631616541,0.05857734251084825,0.04699569838591241,-0.0202136357925582,0.07649495390316274,0.07313840010576204,0.024096483358050307,0.07136483195092579,-0.008216276180343757,0.06258241975215474,-0.007199654859546439
GDF11,0.09222863766606114,-0.027667942163582097,-0.01923689958109474,-0.02803549513213153,-0.01903070112033616,-0.07855759836580634,-0.026892800774133904,0.011040817346456133,-0.007282659957464458,-0.0750210899183699,-0.005684084220398015,0.01956158279252672
RAET1E,,,,,,,,,,,0.027282432449395176,
IL24,,,,,,,,-0.019210281182442935,-0.022011299861067896,,,-0.025996866426215154
SORBS1,-0.0369939452580346,-0.022836159425070522,0.07128086103044164,0.01548280300551188,0.06166759620075371,0.12235986148020626,-0.03044042819410912,0.06973923578735275,0.04010066648982018,0.04898155364133634,0.06454491878829852,-0.007572384661259034
DLL1,0.029892398327232735,0.012874034578284302,0.03136072189545683,0.06057582489802425,-0.008677768616060908,0.05099115153679162,0.041074544035898164,0.06554707297195243,0.05644580734254903,-0.0017947517527540794,0.06367163294692878,-0.04189985435952698
TLN1,-0.007763880666648744,-0.013096771170364611,0.036697386299437765,0.06640089308233516,0.025417966163763437,0.06345826414882862,0.11880293140250942,-0.06311688236653612,0.03351721505339257,0.031529234155780475,-0.023568332071428843,-0.035826043097883724
COL2A1,-0.023266410205504927,,,,0.014885129280253958,,,-0.04199619298748369,-0.0353211732110961,0.006255810822449361,0.07788584172285953,0.03160256855945685
SHH,,,-0.01290422703078674,0.008040484605429955,-0.011816199478561896,-0.03311367575024212,,-0.0026788323896219236,0.06410244544249974,0.07457725765135056,0.09433494949556552,-0.022566485153084345
PON2,0.03267133208538828,-0.039678525479510764,0.03560426482424332,0.03657283946481831,0.006960613429798491,0.05399192744662021,0.045211739430196476,0.08608895087820041,0.08316660216861144,-0.032763888557842166,0.07154946145449143,0.10218262665143758
ICAM5,,-0.022339491797167606,0.08378105760021536,-0.009925593162241763,0.006587017465818819,,,-0.029027255361424496,0.020927607140816755,-0.026265751365279224,-0.024240616596640098,-0.03845405335014104
HPX,-0.02642789910466722,,-0.031397739889354896,-0.018068879011719927,-0.03003442077800539,0.04866480888989188,-0.042380526518550496,-0.011158648005705707,-0.019308909817012245,0.05654150209612394,0.06275048896187567,0.08044286375680632
SFRP2,,,0.0046820921151189965,-0.015059229083082064,-0.0084560006718752,-0.039145901801882266,,0.05164826377577204,-0.02369709433187399,0.041623370149013246,0.008124240446408956,0.08987045667414433
CFC1,,,,0.08213453025739936,,,,,,,,-0.03717805020580875
CD70,,,-0.012952842055327214,-0.021614845126211788,,,-0.009009607051763494,0.029980451510733523,-0.04894768776396753,-0.023879792169186766,-0.025254685637899562,0.01752794282367135
HP,-0.0021829234883547375,,0.017026696919484493,0.026830582463083657,0.0334104878945855,-0.05087866860631305,0.1355427559449775,-0.0056475899151355625,0.018821146090860955,-0.03170129129494029,-0.024761568945300856,-0.0345991959272944
CXCL2,-0.04935797098716493,-0.005138462494292938,0.007880588207390116,0.04708471784562877,-0.023387098726525904,0.027102751753823904,-0.03209426344539067,-0.002653801859176259,-0.05452783662052304,0.01434170074235975,0.07569956541338634,-0.0035194357192599927
NPPB,,,0.017683913421372512,0.09801627544226293,0.006503968370467528,,,0.058804784257647166,0.001180779107853754,0.06364472483487237,-0.016791236980754073,
CCK,-0.023656691847703568,-0.07205424219758197,-0.03182976629021324,-0.03357901268012869,-0.0526024087159048,,,-0.007964320536495996,0.08083036977514493,-0.03602356762801779,0.053309721281892736,-0.02029731432979552
SEMA6A,-0.01645012359317018,-0.006755649858905687,0.018162575668299107,0.07073504492137957,0.004246116767741216,-0.0024945644447313493,-0.010228692228225004,0.03918974725344784,0.10818960134628651,0.011855521486568868,0.04769450536369875,0.020601938368086416
IRAK4,-0.019498361054607682,-0.05612297749280668,0.0016440016431665619,-0.018619177916937794,0.01645938765558758,0.08582792533130659,0.01315388877193746,0.11243697201150178,0.08354490175155312,0.04105802478597936,0.07813346597397186,0.12246070831253791
GSTP1,-0.02726046591164574,0.03794928739062554,-0.08005975345566134,-0.08002743128347617,-0.025699506965355168,0.06848930770750547,0.0332234362168079,0.09878652565606828,0.08353263399917767,0.06342744475374446,0.08191956612809617,0.06483452775608492
VCAM1,-0.04281093330966738,0.001101255760481491,0.02031053293700236,0.0007060906239665225,-0.03133933923958929,-0.08040732789649228,0.02740230373033682,0.06545917342595121,-0.013881320155005079,-0.010843801948639509,0.08238533473945962,-0.012890022177160126
NXPH3,0.09094472393818764,0.0016660756820927414,-0.016708947873097922,0.00938352607449095,-0.006592931831105186,0.03898381472513337,0.04903003160862302,-0.03292441184526905,0.09351994595092249,-0.07299087809361264,0.09564452691056773,0.09443883162924757
MTMR4,6.98222822421338e-05,0.004571126255368324,-0.028047299209894242,-0.010711465599508196,0.0675460842322266,0.013409048878311522,0.05537856448438055,-0.03855590984470286,0.0019146907768259388,0.005284903780518692,-0.02556758862848446,8.689512143432565e-05
LAMC2,,,0.013228261730571365,0.0745165641002915,,,-0.0041924602811574735,-0.023617288303479634,-0.028907012969806002,-0.01661285521162073,0.057052518866870426,0.052228931918704244
IL10,0.10520249549593742,0.04069481164965011,0.007572142156735961,-0.006646743184785009,-0.013611407943934239,0.02758278251227744,-0.037990204636356016,0.030959381514887217,0.08334487220594983,-0.041369408143814006,-0.06261504728235955,0.012379210839841212
SEMA4D,0.046387368465814836,0.03830808801733691,0.004321296749048796,0.004308045343032363,0.005569552178531271,0.07025743466504007,0.02447900209294786,0.049980608809085475,0.08550350698264339,-0.029877645217270658,0.054040644084160344,0.04322009795740468
TRH,-0.0014922120770163045,,-0.03058935258513808,0.0021253236211469027,0.003180806062506363,-0.043691696342827456,,-0.015302309630697024,0.0022827166639905207,-0.02072756067266326,-0.018807311463547978,-0.04617931199719249
SEMA6D,0.026495421427050872,-0.006869460310373241,0.06081833597412294,0.04532316413805809,-0.022870199321788447,-0.036312166253159854,0.0653954249077495,0.009615033452822932,-0.0012660037532712116,-0.0033362978410451725,0.064979376234817,0.017899915313772545
CEL,,,,,,-0.050141560632984215,0.09633899182953506,-0.02909103447506545,-0.023947871234754458,0.011561966686679012,-0.02617512221296807,-0.018888761619298665
PDCD1LG2,-0.019762370464559812,-0.004893391242734516,-0.008283048956128544,-0.007262641671079397,0.03475521609848317,-0.042111659945638646,-0.05016451333079353,-0.01173441694387751,0.00020295753718416613,-0.016523391857623464,0.0014949225742421463,-0.013779654502255132
SPINT1,0.001155063499937059,-0.010762408425911422,0.062445376130746556,0.030467756661401342,-0.01997861657721618,0.15694095297219068,0.0698975803527208,0.046282818081868925,0.048433114922929336,-0.039194688152972695,0.08802023451512868,0.0009022769399750309
CTHRC1,0.03186946925742707,-0.02603411950971116,-0.013103617701078854,0.07195101245615708,-0.016414672213287664,0.03114200923388732,0.04262006119751996,-0.008628753751620059,0.002588562384485535,-0.01720024835306764,-0.016833893281219526,0.017138713578523115
PODXL,-0.02420060905459326,-0.0020791864480738617,0.0046989625586173886,0.017801282626728643,0.027981951608355524,0.06733475369451102,0.0960259871480945,-0.036704624246028036,0.02328897015408745,-0.016721231549216092,0.04239292630734859,-0.03027471547410682
JAM3,0.007002759960054886,-0.04080354330466186,0.03890056870327843,-0.03173289091144518,0.06959322985995628,0.06990072936830866,-0.06312088196441212,-0.02759001607257015,-0.014469900261028823,0.054302604066877334,-0.0383563478238689,0.007187764410415881
TGFB2,0.09566483262614502,0.003163896351257685,-0.020950708762709748,-0.02072011636808868,0.06627974843142936,0.01637313629096516,0.019464836924160824,-0.031355639820068955,0.0019322852527523158,-0.03810554912362105,-0.06481515773640287,-0.05211559957088336
COL18A1,-0.0028830330163686236,-0.015139941828287378,-0.005485131736716094,0.03135667411353036,-0.01819081656946704,0.10403166250368215,-0.017300491670800482,0.0189224060143538,-0.06668476896138134,0.026912068647219824,-0.036619233361499894,-0.044715950282327034
NODAL,0.018471980604489076,-0.01671555711350136,-0.025413690741744602,,0.012383559727783733,0.09327936774175026,0.045600156509690876,0.0012795380935435353,0.048861859023528666,-0.01899804592165749,-0.025739516065129472,-0.038013059159278176
INHBB,-0.01378010365569893,-0.026988469239926018,0.03805915600671801,0.02477991539035387,-0.05075873127457889,-0.044814677864813746,-0.0069119474304621216,-0.006874327307542972,-0.0025769295588443566,0.05940304753832279,0.04557317428930335,0.05419551464669609
LCN1,,,,,,,,0.05625163294533501,-0.025676704099663553,,-0.01901897701263781,-0.028379511998695265
ARF4,0.05494640503316465,0.0023577635839211225,-0.007801753164331993,-0.06730946156196535,-0.0025608821046632833,0.0719272824081508,0.04255702462058092,0.09820455895352258,0.10022386575082214,-0.041078220730042726,-0.012392109935008845,-0.008806560844638283
CXCL14,-0.009759293261933586,-0.012816981427981922,-0.010152311445760405,-0.02933784500086618,-0.019601478536308097,-0.06561809492650891,0.17159595462112903,-0.06520044763455558,-0.06287718437536366,-0.00944769854793045,-0.033252191405316205,-0.001713270136188105
