,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.021805321577625592,,,,,,,,,-0.017077621713231853,,-0.025949300737825982,,
BMP1,0.008007191901327494,0.055017801902994316,-0.038131858079315434,-0.013927778913003345,-0.025955834359859067,-0.0024801242093076153,-0.006306821296877301,-0.00784647480574216,0.058364861429898024,0.03934787383007517,0.0022841110540316525,0.018120498850269125,-0.023536137246684043,0.054061150504090404,0.017103896178230445,-0.011444876381027999,-0.004881403131335995,-0.03362720190217468,-0.0466407040352267,-0.03784163230321231,-0.0029371484399122703,0.010620608603953245
NDP,-0.052335049425208245,0.011575483711404926,0.051407650476313724,-0.04369923476861375,-0.016492693453705937,0.0263089161606187,0.057129180904685176,-0.013914873522738777,-0.0023942588075284597,-0.003419966531465498,-0.005181295988121668,0.049217844347427785,0.03712272229773105,0.033680258900483186,0.037924796995944615,0.04648721454475542,0.04228903018203068,-0.04764059564093202,0.08207638134443532,0.14785878843524736,0.09521972950992867,0.12218480815514045
TNFSF18,0.092125407086343,-0.03950404477695265,0.1332414582049334,-0.0045734930366177805,,,,-0.0023914950259931265,-0.03238024792908185,0.03313461519661544,,,,0.04866942869747281,,,,-0.04461122815027089,,0.04806616045055424,-0.03618260403059977,
IL36G,,,,,,,,,,,,,0.05952254610881874,,,,,,,,,
RTN4,-0.08225247498972639,-0.014847091804130033,-0.05302310054379847,0.02806741374028656,-0.03498691416639817,0.06529045685534231,0.029072156904323573,0.023163944384170854,-0.0914789502192146,0.04220857052348351,-0.0029239312627302185,-0.008155180642812048,0.028332816469514334,0.062144570149959694,-0.010055853341600111,-0.036010715231095364,-0.01975296634595519,-0.005655159555974348,-0.049874904762480174,-0.0457692815709324,0.015589976748904494,0.18047345786982597
HEBP1,-0.036957320353324774,-0.006787239749243172,-0.06981833853780056,-0.0030669532360551883,-0.024409163275255396,-0.01832677012368152,-0.0036191997061316697,-0.010274653954430843,0.052351757672664784,0.021035428125660928,0.053490312157961656,0.09187637472277771,0.034574491358928934,0.0947869744150852,-0.011867300748382116,0.029143503632598433,0.0335162764463433,0.060257139691782854,0.06179292036007555,0.12839456646013045,-0.010956458598588967,0.10100391403870378
WNT7B,0.05803132864500407,0.11671005880447378,0.006711237861923165,-0.041638718466426784,-0.03110382829500737,-0.007858241739741034,0.00512051683992767,0.023578463750210662,0.0016519047397723463,0.002967734031102874,0.04968841133938074,,0.017787176440849116,,0.06835512031415181,-0.03299707032237054,0.06025999740787519,0.03697477180727257,0.010305413952789496,-0.021431092323525743,0.04832863293329805,-0.03040568816409086
PTMA,0.017184554072620876,-0.08543245952186315,0.013260848470184723,-0.041844374134918906,0.0030430572710080732,-0.071605398718537,-0.02537943130421286,-0.029442346282377293,-0.03770328518963629,0.0008558898497224738,0.09264421421509199,0.049746700432627584,-0.042122867921924136,0.02280367757244026,0.002437748437515179,-0.06184950711299105,-0.02760530388464954,0.10153157118306487,-0.046235576637753975,-0.1200536586592967,-0.12643040491842142,0.024919812086287664
FASLG,-0.01794568883412135,,,,,,,,,,,,,,,,,,,-0.022505819677184607,,
CEACAM1,0.011748487774825357,,-0.01580393568753256,0.07703397949464322,,-0.010361049217888938,-0.02849925229827766,,-0.042610562033648554,0.007908892948082318,,,,0.008139723542447535,-0.04178726944783425,-0.018489885978733633,0.09863230348825183,-0.013563637769211148,-0.014826659356958415,0.038635809254617653,,
PDAP1,0.004203458761397415,0.018388801366560546,0.01813233987328921,0.006832993331101781,0.03161546559493473,0.026079921392337658,-0.01642668996696197,-0.013277322527937351,0.07379308797407169,0.009692299904799563,0.0007908107507819475,-0.06817729246663608,0.015479848214422363,0.074046722283955,-0.028584637035921852,-0.03187233499078443,-0.04764793097055413,0.0038074131466222312,0.04480393226080189,0.046848177617297905,-0.008091781158049746,0.0013079903631664667
QDPR,0.0007991073283532799,0.0783868417778988,-0.005038030707832243,0.06639407659450718,0.0008371693345384138,-0.015782487895709494,0.0520869798889362,0.0026777024000849436,-0.10318703739711883,0.023842502595757376,0.047602918185970164,0.13365824566735332,-0.06311003986061707,0.056684125354689474,-0.03971273811892032,0.007320858620341772,-0.006849780573426771,0.09621141214121402,0.015766675977344297,0.04870787263270642,0.04624733508320213,-0.024939508858395267
POMC,0.015479490622460405,0.07039849768217019,-0.03745709290698404,0.0017992715030939416,,-0.013985961593219303,0.014406036448781887,0.01344821899263287,0.01861258175360447,-0.023456942441222043,0.04854858524415846,-0.02788347101060316,-0.029174819600054892,-0.046332364552838554,0.02619098674997375,-0.005725082180566582,-0.00024192824502775726,0.001011462304666559,-0.024254466994514078,-0.012638572060612962,0.0295753621698059,-0.00022948711061176563
CCL18,,0.046741214346347947,-0.019721818518551773,,,,,,,,,0.005687270369720169,,,-0.029627861087130152,0.044615396831973644,-0.006667635987206894,,0.05501959674843203,,,
CCL17,,,,,,0.004739693963607435,,,,0.05319900833921121,-0.010565238379446453,,-0.028138550116862494,,,-0.013117679166274135,-0.02974713504330119,-0.02904390610484605,,-0.020398997692278178,,
VEGFD,,-0.059690915397287166,0.05278475068333865,-0.0307965955772728,,0.03417075315830877,-0.02726647102380717,,0.05098638269600934,0.00937454615709232,-0.017529830128361977,-0.016342541446120944,0.03027430349426254,-0.04102294989316781,,,-0.020606748433183362,-0.015207829518284168,,,,
TNFSF13,,,-0.01488272184950288,,,-0.027104505546994083,,-0.0006199041304416218,,,,,,,,-0.025170856014441044,-0.032334118769877934,0.0022626072941809064,0.005694605346524293,0.03243663328567908,0.10792873180733124,
WNT5A,0.01896277226478257,0.004560111164358226,-0.03633206576554095,-0.05930795272357362,0.04483025783461731,0.0027373864036253763,0.03155450369570729,-0.03444060695659845,0.024188665388450103,-0.00590997720315796,0.031609445689824704,-0.0189839040110902,0.012759905771056172,0.03061247343883146,0.0697274254730446,-0.002082687771036909,-0.041638224297274186,0.023131894508711864,-0.013329372388157453,-0.00138245513676854,-0.04555950928107636,0.013615664452352115
CXCL8,,-0.07156408986231667,-0.06003104960367793,0.020795954183181885,0.004296997774659042,-0.012890808122063793,-0.043611404175919424,-0.0013485909376840244,0.006580973999882737,-0.01447388984079041,0.06027688093432574,-0.0275124712977659,-0.010542196418805687,0.04801158550396225,0.022136398440006495,-0.0628904513282505,-0.0221823621690278,0.07620783642564495,-0.04381179248008909,-0.0024663158446055593,-0.11244162434206606,-0.003275985143342893
GRN,-0.004732454694620201,-0.10527017713471318,-0.0014103409133738583,-0.031662149839236146,-0.05583731138762875,0.024175050326088826,-0.023403305742788583,-0.0022141807709672827,0.0254248931968878,0.03582600480778326,0.04052487782700985,0.05687893136454827,0.06362182141753364,0.10021932287553384,0.0036077502681295982,0.0263956677921109,-0.032369604802135764,-0.050543499987022115,-0.011668504189658773,-0.10842905300612356,-0.05632173849966283,0.014449718990456453
MIA,0.054108693911228814,0.0029726517544329174,-0.039292679281232826,-0.025212981049332624,-0.04145081254749347,-0.05072123953609352,-0.028068011149456982,-0.024962771445094314,0.03791017404753071,-0.001605771530441131,0.03460730312322171,,-0.024780028900910356,-0.0006140146960732689,0.06648288911227299,0.08896816569118629,0.10339884930743272,0.02079441735870065,-0.0979927668467165,0.14091055739894398,0.09640678064560285,
COL4A4,0.04523964128046454,-0.01913049317471494,-0.023685743805620017,0.0274522302118074,0.08935813034257463,0.02240933975146792,0.013285977469724737,-0.01891169571948897,-0.021487525911111575,-0.029055423648213834,-0.04552277894781388,,-0.006100488976673046,-0.03342395935971835,-0.037458873736256164,0.03282495783985325,0.0036474510739291353,-0.023337058012909903,0.14083634071634044,0.04460690484539067,-0.0439924498183637,
TAC1,0.0866228231479384,0.06756634448638672,-0.015682777260298597,0.006432380751333434,-0.03926497155610606,0.07624277756699452,0.10984342841804083,0.020771723330540517,-0.051681317836758375,0.08193791117144379,-0.0537562371976283,-0.04404956552095573,-0.013378963043389668,,,,,,0.03304411730787575,-0.026816556723890685,0.09370690898281989,0.04608318803902947
RARRES2,0.011450504288445478,0.03961356951808952,0.033331139699549636,-0.013114701791647454,0.03773487314174565,0.04819591575997744,-0.01193036187315713,0.05830109213214562,0.05829589286184578,0.06554053104976489,0.003986990377457073,-0.027787636105415674,0.010686508133102882,-0.05046144971454752,-0.04490128187693695,-0.04382914544220764,0.01866282653785587,-0.01811011476472367,-0.026277317636093873,-7.954417081936862e-05,-0.03291199334490042,-0.015009716967661244
