,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
QDPR,0.04501603044834222,0.018048189096362383,0.0012890068295774982,0.01303167306823436,-0.03319628773566145,0.08561901473021005,-0.050341265128837846,-0.05488618781345857,0.025953073864785313,0.02912300928980453,-0.022361054964703878,0.005786241119216447,-0.0060531577281811915,-0.002530815577578592,-0.06678666921287277,0.07358158702116135,0.03736446970636922,-0.050792791212031105,0.01322962222126594,0.13649859926786426,0.030981616215079937,-0.013906931540149756,-0.10685812670233209
POMC,0.09821224314338273,0.04103728321242945,0.010008123991263973,,-0.03322230119369585,0.09917601895950148,0.006402206266926886,0.009656066993863168,-0.007291468509712391,-0.030644491126543733,0.04438167199837406,-0.022256552443103466,0.008505534830613679,0.012773256381109752,0.026853727911063857,0.01974141328243013,-0.0022498278522859526,-0.060584694427863114,-0.0002240800207509913,,0.040278520142534496,0.10856440490648088,0.0919990978720941
CCL18,-0.034836048158088634,-0.02906277824845889,,,,,,,,,-0.05431253423217013,0.016984742742343788,,,-0.026134524436348495,-0.06036291413256969,0.057160448493409406,,-0.0429393289946278,,,,
CCL17,,,,,0.008130276735323327,,,,0.029187236643848518,0.0062156420426812365,,,-0.019860178986987713,,,-0.0234015590094621,0.03401188181211184,-0.030526162877877794,,,-0.02763317484513084,,
VEGFD,0.0513897795259894,-0.004456582452329807,0.059151978045631694,,0.0028803795134589106,0.11871332250034675,,-0.04115931550617309,-0.012409315604836062,0.01604678689842994,-0.029580196915003985,-0.015037426517262384,0.027765520890112635,0.11470614784634463,,,-0.022901967100171124,-0.032195679956783144,,,,,
TNFSF13,,0.041916834224635366,,,0.04575277323703579,,0.10718715687506285,,,,,,,,,0.12146019495330723,-0.030984658254753557,0.027897639130068645,-0.027664920570980106,,-0.015864976460912863,-0.0032916073911902263,
WNT5A,-0.015246562454834297,0.015191038714765607,-0.05100683766482104,-0.02866864905567922,0.03408617589673905,-0.01029213169313085,-0.040518186199512286,-0.07939732177438774,0.031283767270321755,-0.07713037376834546,0.017730793293620015,0.06876914068032854,0.044952867671451874,0.06671229357707638,0.05419337981480321,-0.0068389962994002415,0.08170726719612163,-0.07563898685291628,0.041668541817728486,0.08914316448468164,0.05105815025061971,0.009400144421717013,0.10554485771159493
CXCL8,-0.053403121324443976,-0.061370227033755824,-0.016168406738585335,-0.07224377447865897,0.03331409028580219,0.01771752153162755,0.04397908467067661,-0.0466041556764014,-0.01235610483987593,0.019507131505921753,-0.048960435727252984,0.07464428698122291,0.013283350504115988,-0.0683346087691325,0.09791568651497756,-0.12986745622196236,-0.0012573765752564633,-0.030272603611257002,-0.029857693732315786,-0.06834105389596785,-0.03133343873702304,-0.04085672138595235,0.07342238346584855
GRN,-0.03905879347726833,-0.010210018719491159,-0.0007284852421687532,0.029201114907195,-0.029476439499669358,0.05666955753533407,-0.12083076838948144,-0.10949249199799378,-0.011034386667251003,-0.06992395981222543,0.004719441491644446,-0.05606508839654354,0.0492604998026443,-0.09449965901390663,0.012115216051562872,-0.011999413311161134,-0.01340779235153587,0.06188342038003607,0.020494359432205973,0.084594234044999,0.12997073332131798,-0.01606854583382581,-0.08962951939994047
MIA,0.059464059260236554,0.030799434696596028,-0.015356642960508524,0.04147021116680367,0.08171020168402514,-0.03256741391996469,-0.04952646390372908,-0.042324609782664925,-0.02929187456289402,-0.026000498806931845,,0.05422471754270484,-0.029150466514775868,0.03903793347593287,0.2181222352310321,0.13399680954540832,0.04973712556879053,-0.014565563472805285,-0.022310764201473942,,0.005452008765016698,0.11180040602703983,
COL4A4,-0.03951201947143469,-0.025380721647429532,-0.025825299536687808,-0.023446793257006528,-0.02951414223595896,-0.019728819987000015,-0.026060407225048907,-0.02421071999975124,0.07208353869133097,-0.024326796736094513,,,-0.028277033975358454,-0.005383335031901155,-0.010789779959797957,0.04840294734217685,0.038015569646486905,-0.04702308633020375,-0.011595380325624138,,0.00015801798143790405,-0.03251911265311019,
TAC1,0.14972157466520747,0.026932952352082776,-0.006450111471126119,0.025100461298654182,0.05198146828026427,0.041602761122038694,0.0782772440750828,0.1678687858702865,0.03244046182120714,-0.009141639889139182,0.040158220313020326,,0.07364051016793507,,,,,,-0.005614344454310402,-0.028805895501237085,-0.03632661819340996,0.0972810200997755,0.1181152419567007
RARRES2,-0.017382440016392366,0.011208959819425617,-0.05206886591710467,-0.045690076407960765,-0.012808207602919959,-0.07611679363340766,-0.07595783788303286,-0.13950152837339308,0.02072554695833489,-0.013929397619616733,-0.05551235128130504,-0.04639593743944283,0.012473584515687357,0.08433060680835788,0.046260092342810366,-0.09396007769532687,0.019845737335401778,-0.0014825384425092348,-0.03546709322036797,0.06505142310717205,-0.016415509759963767,-0.03169309172506917,0.005068613934536806
FGF7,0.029314405860033945,,-0.01948973928325289,0.007305547982969598,-0.03665341488160843,-0.018867111048167854,-0.009295675480865712,-0.010850703373214955,-0.011985516921615029,-0.007897845268669875,0.05421341763512325,-0.03276368819763644,0.01703796521773249,0.04799993500788259,0.0258271499977657,-0.046902470592144925,0.026527320158292227,-0.006098426073163575,-0.010425877909657062,0.03270506379795054,0.01877726383601087,0.12882697775943966,0.09116982274437013
EFNA2,,,,,,,,,,,,,,,,,-0.03293310977088298,,,,,,
HBEGF,0.023777733264850196,-0.033702960279575506,0.009259184191065365,0.032052023541064276,0.025104798900899124,-0.03129619144887873,-0.0864030685513177,-0.019420138213523074,0.016119705393094205,0.005050138405282096,-0.03778318313198534,0.019907146150341812,0.007637682687199691,0.028737480892789134,0.12811333414812992,-0.037166962891746494,0.11922923894696812,0.03345835365594854,-0.017136315509625653,-0.008162958281542551,0.04900821233540023,0.03851280371122145,0.09069845297748375
CSF3,-0.03951198818965085,,,-0.026564263482757505,0.0812486710554811,-0.0252390600083845,,0.0038607707126102086,,,,0.11697201347719423,,,,-0.09257819449365998,0.03629755380321013,,0.007317179679098236,-0.0297854604275787,0.032568155811891826,0.01941961715487649,
PI3,0.048624963233945814,-0.030575268055091698,,-0.03733386547256102,0.05083988542663364,-0.04981807479720777,,-0.02884223778164652,,,,,,,,-0.14773676805436503,0.0236874028937777,0.05352416934790906,-0.025804858484294705,,-0.06321044536831437,-0.05861924044357047,
PCSK1N,0.10268181452834794,0.05181462358258258,0.08092291555957755,0.034557406653957116,-0.039253968863657666,0.04623088904584261,0.11034931951250747,0.06927005616270233,-0.010284409835233611,0.06791216124668946,0.11441720511524585,0.06277275076488374,0.08225565944510664,-0.014147829302736259,0.030996663065655242,0.04905975951758495,-0.09304031133700057,0.02970874206195011,0.010150775648183907,-0.07276393677292178,-0.02050501337697556,0.06484670534378494,0.21247680229437466
NTS,,,,,,-0.02248388435490112,0.054431057634377715,-0.031483271910815756,0.0049988610513216755,-0.02659668771041997,-0.02663167918428874,,,,,-0.04550278074497706,0.037582530890918724,,0.0226389755902799,,-0.0028596816115077466,,
SFRP1,0.030407472340923725,-0.021655913123398353,-0.027093871005198406,,-0.018042226945541567,0.09938576030164162,0.0074909308496529225,-0.017302087381403475,0.02018097696654252,0.07134627269338961,0.004447390761749854,0.10987435349648966,0.11899939634030735,-0.0781581676656678,0.000960193235192035,0.12440283837090522,0.02928944998283948,-0.015976186681399836,0.02468997325375283,0.04672761382520092,0.05220533512017339,-0.002700983267914302,-0.13531306343617688
CXCL13,,,0.01873178944050756,-0.019288798446311085,,-0.01836063098470612,,,,,,0.08650662939227532,,,,-0.052564699527109245,0.036723626920238374,,-0.036086480845386563,,,-0.0193272934619061,
MICA,-0.02556204329856459,-0.05499847745218052,-0.019182751946233145,-0.021286792953080506,0.0365181277300549,0.06387394328629882,-0.010400639868387535,-0.004234563821343215,-0.004204758285059154,0.00842827307338286,-0.05748871849633511,0.010947397724947329,-0.016457789502254735,-0.009128388455591135,0.05956875437113109,-0.004308777432489114,0.031043217355286937,0.04368769176847352,0.022944372067937018,-0.029682214425112097,0.06959676714750047,0.009779569343666092,0.033643028561380066
TG,0.04343470860156936,0.08839957633796121,0.003253737321268892,,-0.0048397672433888456,0.03283544921035218,-0.03672155339062266,-0.004380585903266264,0.04155227664951823,-0.022555859245198852,,0.055769336381652025,0.07582782348639454,-0.04023013775851644,0.05739853886042274,0.08318289194031574,-0.049415546242264595,,0.04959198626190801,,0.0027136300206895333,0.075345082936283,
ADA,0.07157798828509393,-0.05198503782957665,0.008885511945819602,-0.04254619622543022,-0.007126960779216419,-0.019166697106933854,-0.03055531065134261,-0.10451723355977222,0.0018937439372505788,-0.002150347953208227,-0.008385123189216926,-0.009859768874616663,-0.04845586946447165,-0.005640779159222049,-0.010303484382309875,0.04926546681913082,0.03299320635132162,0.011650095692037147,0.042626355154128104,0.19751326209771178,0.09574111711814333,0.02533264035432131,0.10867802279352815
LAMC3,-0.027744179031489388,-0.014540721251034323,-0.017806447488853253,0.09697308577290666,0.023383049628486068,-0.02175511594676503,-0.00028350866594724887,-0.06888023167991443,-0.039936407458525176,-0.032501174182696206,-0.055370550576063805,0.011492670520912511,-0.03176184770167709,-0.04035819213611725,-0.011578975430636485,0.03150144665625617,-0.021713575849885633,0.07483925026524774,-0.018792157440283553,-0.023808723389346094,0.06600709685956153,0.04584010395836807,-0.0574067349732306
CCL7,,-0.018486382124577486,,,-0.014077083549868216,-0.02434280681553647,,,,,,,,,,-0.035073542881279486,,,,,0.0265721604373637,-0.036179665172774544,
NGF,-0.022763979583529725,0.022607376848623573,,,-0.004431482133750379,-0.025983412643959026,0.01046166049819188,,,,0.13728573785284293,-0.010481862841244399,,-0.014661037187963728,-0.03883755331977056,-0.04050713417847035,0.01762951912219292,,-0.033649199228666375,,0.0400396880775463,0.11078943879771044,
TNFSF15,0.05566308023180097,,,,-0.015675521034115094,-0.018023331560792662,-0.042548926905543814,,,,,-0.014386469531363603,,0.09374924052320033,-0.039222645196512224,0.09128756979346131,,,0.0464211265081759,,0.09070819923189968,0.0009501662866864366,
HMGB1,0.09020638096866988,0.04059479616768886,-0.009803261087560163,0.0362959921153005,0.006709348445794742,0.016773245551013914,-0.03553441133768665,-0.07523149133938307,0.02226260457924377,-0.03491986046585973,-0.09383882431536733,-0.014942884395048801,-0.027004818506193354,-0.018011879667820592,-0.02999710303423849,-0.04004135426375041,0.02515121903642414,-0.01266559613493778,-0.025344396226177807,0.028050532448633897,-0.04806548239251746,0.08796152015631917,-0.021142966506860067
ITGB3BP,-0.1043571752041616,-0.05420222454993566,-0.028998625900703196,0.011599112639734658,0.0400093846047891,0.010453558721806122,-0.04413888613224112,-0.12279534260070825,-0.0033609515443886115,-0.0058613289174729005,0.03177939038402181,0.03233452522861472,-0.02278424057097099,-0.020130259871647564,0.10724870820104128,-0.016675038351584556,0.04150773594869748,0.04030334916000814,0.020216778767849823,0.13629152350062979,0.020533082908776486,-0.011014637986150494,0.10768306353324511
AANAT,0.0173244997804678,0.023720608731762006,,,0.006085103953071187,-0.0162400996352333,,0.10015627864206658,-0.020197882629959047,-0.002421297808742694,-0.025037711538657637,,-0.0017134934407235175,,-0.027220202711119773,-0.030769393630557015,0.06768627136827127,-0.0245707079040784,,,0.022198043250285918,0.016893773592705327,
RELN,-0.03925002385600637,-0.017879593536308972,-0.003521100159381596,0.054494392934704206,-0.02475758645703237,0.023635719063411168,0.05719031104284226,0.11915058453768763,0.030882181392758685,0.030749638551134863,0.010217943257034519,,0.042560540779087004,0.017372806550233138,,,,-0.047221063414090256,-0.012567706527980001,0.03987927603038493,,0.040780038721232675,0.047109463482274856
IL15,-0.04003163166087399,0.08585795757916354,-0.020885183044233493,,-0.03197976872502978,0.0597966139155047,0.06287556899818512,-0.03280609294322669,-0.05227020221327106,-0.0194022671948838,-0.008390078568774367,0.017351524322784802,0.030015079484935446,-0.06829505615005194,-0.013211071225247728,-0.03837720255667577,0.012867617015306176,0.011029846111898384,-0.010499433708126631,0.032725804101847236,0.004716536910874608,-0.03131319699760918,
UTS2,,,,,,,,-0.056130621729104525,,,,,,,,-0.02620239061413259,,,,,,,
BSG,-0.055777535121957426,0.024108636632280668,0.02565834821677626,0.006125707279961635,0.0007938178941497407,-0.03156006700676833,-0.0009412304359689693,0.1265517244925718,-0.050956998073602676,-0.05986912856009017,0.052472076939087904,-0.029943792008609152,-0.019788037785393897,-0.07715467225430016,0.023523705227010295,-0.039584224529633116,0.015095364636769115,0.043256091800870235,0.05067489491171146,0.0790949767482756,0.029298892426202407,-0.02819958308844611,0.11975927548856528
ADAMTS3,-0.014382263608785927,0.028825295682020906,0.02101661924934159,,-0.04765944535440859,-0.015077250365627529,-0.0030612376595702934,-0.12085591845548532,-0.02651605336267755,-0.032594070540478755,0.08253459693522021,-0.02822560034322634,0.01977649650005564,,-0.03259342161506136,0.05464004355467903,-0.041385334006592715,-0.004954625377143232,0.04121228394257081,-0.009029760771475806,0.052550083565790814,0.04555099539297789,
CD34,0.09806960200391691,-0.01660590783274067,-0.04106987077915401,0.06727285314729088,0.013975247629471731,0.025966120878939503,0.06018074543769525,-0.008535799788436433,0.007373181106199656,-0.011787389566697313,-0.06002782035878513,0.03970131468295053,0.023042170169765085,-0.036852527588517404,0.04177061953378409,0.009776799972621781,-0.053970864454171576,0.014541995046741911,0.023666304318699594,0.1415033852284166,0.14686080197806228,-0.03644892068058845,-0.06534134652193667
CCL23,,,,,,,,-0.026289765787360198,,,,,,,,,,,,,,,
PLAT,-0.06523326358357437,0.016978180143034212,-0.026466444741235596,0.03282220641822446,-0.016800418970288413,-0.025186585244146735,-0.06492725823191443,-0.08806733415037511,-0.0502590704608462,-0.022924445945412736,0.06666329973496238,-0.0423682675442901,-0.004300971431339952,0.02578948867558813,-0.016175061604549644,0.1487045177613826,0.04283259003114196,0.04810113614545057,0.07534771189292185,0.004729766131023334,0.10607784319381137,0.053001160992079355,-0.0445750596518949
NTF3,,,,,,,,,,0.08533196302170866,,0.03427900461636685,,,,0.016399979929874207,0.05210989416354344,,-0.037272978923203234,,,,
LTA,,,-0.012055897725588065,,-0.018042226101497832,,,,-0.019452665921217825,,,,0.029048120122346578,,,,,,,,-0.02291863724886588,,
CKLF,0.035285141494547576,0.026438717047868647,0.0017956995518599154,0.04629155594219132,-0.009848341857646123,-0.02232118496383566,-0.0674964319727981,-0.1168423276758703,0.0345489598666736,-0.010660684312382285,-0.057232179694701686,0.013173000712599414,-0.06891214603779842,0.08377699292760314,0.04125106440842857,0.11666636816883527,0.06649112648858414,0.021560188154737658,0.05865624447185771,0.12005247062710732,0.005984369040463592,0.046238141705643165,0.04655126531344449
APELA,,,,,,,,,,,,-0.026520685548356335,,,,,,,,,,,
CD24,-0.032065528824509505,-0.021477103833171578,-0.03461133165082178,0.03924407674949355,-0.001069309830829011,0.03758470797611193,0.0022611402801121904,0.02342366378210726,0.03826179550837987,-0.10058417944113182,-0.07414541229065227,-0.036649639952307494,0.03328095806588688,-0.009823345990384426,0.12139457622971789,0.06391080036314874,0.013094230202002233,-0.03717148618161864,0.02786392719470192,-0.008727563141232691,-0.03763570105967276,7.274875373119495e-05,0.13176235975236708
HSP90AA1,-0.018828908861080747,-0.013176871458361016,-0.015316571238884755,-0.06593429072281252,0.004574911225110323,0.08754700973011259,0.07945422547159425,0.14557060355008145,0.0032448938183701603,-0.009026875889244267,0.11248000669117693,0.020595814639138458,0.06596088854195635,-0.02431321748646497,-0.10949105317463838,-0.11548235280024428,-0.014391328608330306,-0.001575410898044721,-0.009332922853603006,-0.027149947338918606,-0.09232837881481994,0.04214421855854275,0.14457477386661316
BMP4,0.012303221807879945,-0.0021462572609267714,-0.012779958305916658,0.06871435922374236,-0.027910295994060703,-0.0315165367425849,0.027661552914044034,0.0326776088117828,-0.010248568335301139,-0.022280912850099307,-0.026359886089773868,0.019209892584402644,-0.021053651852850772,-0.030659112949345844,0.002974520891931196,0.021418834524164102,0.03002834418539381,-0.02613499141886471,-0.0031441824627151996,,0.05501892581288343,0.07428941996880178,
SCGB3A1,,0.05348092674146056,,-0.02839457071248143,,0.038028325641636176,-0.038647965631093864,,,-0.021931676266347573,0.03209597111894601,-0.030119281729569007,0.002762052451161408,-0.04807828993493758,,0.020158313366941218,-0.015365690320796498,,0.014347710049612163,,0.07242285536060801,0.06754380693149671,
IGFBP4,0.01524447809644452,0.00103012874898468,-0.05195526112431632,0.04312389033482516,-0.059607029817787524,-0.04468791709799505,-0.09817388949667889,-0.026171575995244282,0.009667355188146627,-0.01527572215385747,-0.04873809758401829,0.03354287831606918,-0.005188852789219502,0.026850259832904927,0.004984336527210575,0.024249935556572594,-0.021279502145766464,0.12698788650702056,-0.020597222978739147,0.0874255140042513,0.14003387605203918,0.029202350596182185,0.1712438403642388
RSPO4,-0.02780853491040228,,-0.019489735583127124,,0.0806422311377214,-0.022321450531152615,,,-0.02262463471453436,-0.00881588859506062,,,-0.004345465785182229,-0.041449353563868134,,,,,0.0320186886081005,,0.035069692434706354,0.09627234901836226,
LEFTY2,0.02901573381538938,0.011459310743535286,-0.012203962492385409,-0.01281913888688994,0.03124766389929834,-0.012141562040076492,-0.013654344351622405,-0.08055500276351119,-0.013050597211913276,-0.02404834773872893,-0.026631696719482498,-0.016266635226852483,-0.030501581871478167,,-0.034785112157179034,0.028616408350980862,0.0593468948177596,0.046006580706754216,-0.041715047677109866,-0.04877730353531563,0.02182849029393132,-0.00130517612385022,
PF4,,0.05136214468120728,-0.010966477549302144,,-0.012281978062177224,,,,,,,,,,,,-0.030185475170421618,,,,0.14352357202168226,-0.037295114989223145,
ANGPTL2,-0.0017798370151789044,-0.018754780615929643,-0.0286099945317845,0.02570096508439798,-0.04322344567832599,0.015894972743278023,-0.10939477422258911,-0.07767291341360064,0.005300128071127592,-0.05428340686616827,-0.08400693444402173,-0.027772153333921492,-0.017565678636856093,-0.051865983640971225,0.08703394495380087,0.1472777957946815,0.004643778271247164,0.007340376448018389,0.08491836719705916,0.09529573173531714,0.10261918516600224,0.00769673865722764,-0.0002651070701674134
LRIG2,0.010081485082479323,0.031142160431665337,-0.011255016972027548,0.014574356953813976,-0.03724246344296205,-0.005383917697430409,-0.06933404158562617,-0.03129730367988934,0.05651578034602379,0.004515313586897628,0.04938339642761963,0.0456198108540924,0.020175420882652034,-0.04757146745655724,0.04002232019870967,0.036437165252670226,0.01092080134030759,-0.03319422082086934,0.01906616228904455,-0.0781724042905473,0.04242642306767698,0.025674269641287495,0.052593566350104586
ICOSLG,-0.004432817508062062,0.024490561534490075,0.004839266339401393,-0.028190329700817942,0.026629221169845174,0.012545845210431492,-0.024630388888522713,-0.06459381240436356,-0.010496446732376992,0.00248929408027855,-0.012221805028350657,-0.021852184386551596,-0.05358403314068869,0.0015401136131746765,-0.03617554665767735,0.07805952668542757,0.05766842558320324,-0.005796881606627925,0.09169985167468407,0.08442100148796855,0.07104481671791466,-0.006607410491693676,-0.04096266418941801
WIF1,0.12459023425407115,0.027277377549888068,,-0.03465925491742668,,0.042058368175038295,0.08627164352020161,0.2840124132827578,-0.0014920819549180861,0.10536387585338058,0.004043224546743653,,0.09122504300489889,,,,,,0.025869670069362145,-0.032056676999516226,,0.0034536384998311398,0.18032700067919652
NPPC,0.08052259236378126,0.046763375090970005,,0.02465009732066832,0.04325912982806735,-0.020248096176379297,0.033191919274426634,0.005065826348253226,-0.009021040118687413,-0.03047965840490531,0.016890879506135666,,-0.009878703219570507,-0.0929541451150221,-0.032593359017443396,-0.05235847458192108,-0.049442553233886424,0.009346717298458554,0.06429448998430362,0.03875149922422447,,0.06249197231179835,0.040630981960267626
LYZ,-0.0033963117450662795,-0.022474780413886262,-0.021481866848277905,0.06051600739682458,-0.03810683685667191,-0.07492631777396927,-0.05102502222263235,-0.11155945494500838,-0.018625617639105023,-0.060864495758816514,-0.07903614748869606,0.05955594786422307,-0.024789848663231306,-0.05132447700620481,0.03786940920165006,0.026092923280924083,0.018631053593921046,0.023496910022473422,-0.009433604748091993,0.07914698504214199,-0.019211547024539092,-0.05320639507460043,0.028278283894774648
EREG,,,,-0.03580667095326195,,-0.0314115770965957,,,,,-0.02739623312090381,0.04099569635241173,,,,-0.0030045184426970885,0.013777300822409444,,-0.03820538181724752,,-0.0016781352355659295,-0.02014854165316386,
SPTAN1,0.12797417925224122,0.05860283956273663,0.060518202599599426,0.00023889929905591265,-0.009476494225813476,0.07527538718624871,0.08532057168387741,0.02602436021302674,0.0560915337805361,-0.012315469223887316,0.05380335487012607,0.01359880399334252,0.08335068861018732,0.03208840278897673,0.04090161950215217,0.03286915244254902,-0.07269810142486033,0.02213784937102709,0.01369454860532647,0.03586388024158651,-0.017461481133420942,0.016581400094160616,0.18389111045149514
PTH2,,,,,,,,,,,,,,,,,,,-0.024742699151042585,,,,
LIPC,0.06058036236296951,-0.023477262577888448,-0.01650513481041437,,-0.022071629306944496,-0.02161083801473379,0.03042047162976352,-0.014410238449890195,0.010810499350536016,,0.07725696624776504,0.03978221836672721,0.006811001081279951,-0.033718193306762026,-0.024584562102857928,,,-0.04397107005420805,,,0.018121036461877984,-0.03070498509187507,
COL8A1,-0.06143278422421958,0.04410451446776796,0.01722614098452087,0.02808911705725091,-0.0052704704127369655,0.04427190360969988,-0.09542746808258463,-0.01782490731667982,-0.04920626740876671,-0.036698196670699824,-0.04758966531208832,-0.022201893864244614,-0.04347224656641648,0.07579756628536113,0.07156534371923691,0.07964640176417713,-0.04163203895457624,0.05497141315659398,0.009570347091069693,0.07231805080029029,0.056244249287174274,-0.010117716031668764,
GSTM2,-0.024529946131731165,0.07635544013796858,-0.024030384736872582,0.031522538070565286,-0.008119856456829328,-0.01844066888042815,-0.025602511693327994,0.04778006678363928,-0.042785519664277016,0.05334237791685602,0.010346482586285607,-0.034869976299170456,0.01748344774618629,0.03647143841334551,0.041360746340775065,0.00893258540595256,-0.038403860159160634,-0.0102530078676406,0.032409706378614095,-0.05648114450344349,0.05963828823051285,0.021956891868159616,
SPX,0.1327573819475798,0.07253681542977496,8.525107148984328e-05,,0.012702101105085354,0.08705280204310446,0.05980365557809375,0.12878837358454626,0.01785099799450429,-0.005872177454525962,0.11815145389606704,,0.026238034448509046,,-0.055095021942222905,0.04253310268911808,0.028541930595872657,0.034872597678564314,-0.020791311352659162,-0.029209636217203447,-0.017882736782786613,0.04353212490293431,-0.07555510034112443
MFGE8,-0.03401194169730307,-0.06654405635263026,-0.05548250595835437,0.02660090904037756,-0.06309014537018177,0.002543140172893865,-0.0254589401658283,-0.06109020914725637,0.000235660322175124,-0.034556148641396785,-0.026244316146493498,0.0027324444756803646,-0.035667747284935575,-0.026470158780884902,0.04675211798853518,0.0538657471809845,0.06761819792636993,0.0556260247620122,0.10181350481694136,-0.016844104183912228,0.1365875742972534,-0.028972337260354798,0.008153211132054309
TGFA,-0.07329255330818468,0.07589826918357118,-0.054379061632149166,0.09588995453310739,0.03276657631398514,-0.057220370112879344,-0.02147015460537372,-0.01352986070853413,-0.04054958449074402,0.004737210454574886,-0.02122631267491838,-0.009798722732016735,-0.010912010469383839,-0.021011241635706744,-0.04734807946373306,0.06114006441014001,0.017590670273559032,-0.05560287596811652,-0.013441405405994136,0.031125443483501467,0.09960337531861825,0.04320816130747563,-0.0251930013387092
