,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH881T1,ZH916bulk,ZH916inf
PDAP1,0.004717040620151436,0.021820603983418882,0.03023399544830819,-0.019146030411554122,-0.08459696241504017,-0.08023581550373803,-0.120958633316938,0.01345687094658034,-0.017533742525190334,-0.007884169933198317,0.04902293703101319,-0.18809883419835385,-0.04624428418709312,0.04234779918094895,-0.06422840682031698,0.026059505449432554
QDPR,0.04527892217328095,-0.037558673139970834,-0.012102357452651898,0.013087247316417581,0.12314967745837231,0.09342054330191266,0.08703708863463344,0.084731481897701,0.05766528236351868,-0.2902651341381925,0.05159798343718487,0.07898440844931914,-0.007193238866714738,0.010867282600600651,0.08266768835930598,0.06379182313870767
POMC,0.11347166899643137,-0.006749547956008391,-0.01170914272143666,-0.017269309944547926,0.15564418301275632,-0.025408454729024425,-0.02126708614589036,-0.018528929413703158,0.056418659517672096,0.009493064823442457,0.11667744336388057,0.08437061525207164,-0.02591164629365138,0.017471279188290598,-0.005364899899285697,-0.02392543982782447
CCL18,0.14587914095230708,-0.006725199270916006,,,,,,,,-0.07046052290639385,-0.03811880692286239,,0.02924011220313112,-0.05145762715339186,,
CCL17,,,,0.07709602810836742,,,,0.01838341073520148,0.054078226694982905,,,-0.029356032779460573,-0.018400342162672455,,,
VEGFD,-0.03529321953612338,0.015552555826118914,-0.019830443980984422,-0.0237598750638436,-0.01982314482460846,,-0.03890308785754224,-0.032530650802637645,-0.012425168318792998,0.06185558070253605,-0.01503742920086984,0.026822483638872664,,,,
TNFSF13,,-0.023102612589672347,,0.0640779343390382,,0.04964094690735326,,,,,,,0.20654603144531936,-0.02542005056849013,-0.012536223471743291,
WNT5A,0.05599706940606569,-0.030892951463859862,-0.014263795853040367,-0.00723127290247952,-0.04255865185992209,-0.04497928138840839,-0.11915738896257688,0.033895264955862404,-0.019205017702038293,0.08779982305046737,0.0042126411213928615,-0.09198462904023386,0.1179197070050067,0.05930915266716733,-0.02013069442229483,-0.02326925972231283
CXCL8,-0.0024935749563250844,0.018455730279955895,0.017232104911788372,0.0007352836778094633,-0.06990590506649876,-0.04005673945488479,-0.03948938613021803,-0.016173220588985834,0.04106111852261634,-0.0740819945075382,0.03227474520316085,-0.07469543316117615,-0.03726066235926929,-0.051959459958537346,-0.04626784067345481,0.0910066090717232
GRN,0.0017792845124769265,-0.06534442237299116,0.005687335127385247,-0.002504722165045179,-0.04649914862926368,-0.09519401579381097,-0.2005617794596095,-0.03498613517514604,-0.05724907552613204,-0.16043314677257534,-0.013724214901958277,0.026978226521787763,-0.06138473776909795,-0.042840541272509795,-0.014615957130395681,-0.017915565740076453
MIA,-0.06668428757558388,-0.008470841159134239,-0.01763581007774914,-0.015753495079387926,-0.03567858837020252,-0.0003339754129434846,-0.06633580107238808,-0.0401060744387354,0.037267869864943036,,0.12868963077952525,-0.04308833526148007,0.09116868805165833,-0.022826378947637303,0.0004548633264543831,
COL4A4,-0.03552878486979575,0.010662892885363498,-0.00651744087666148,0.05515839759197468,-0.06660658253580146,-0.026793641954944398,-0.02288356246117396,-0.03187771201037098,0.09384522134074738,,,-0.02510759781399318,0.0052525762691566,-0.012424091420863094,-0.04866701130532113,
TAC1,0.11839390589947936,0.04841931301740052,0.05557079685636378,0.0009164681163679119,0.23843424735718294,0.14848782695151125,0.1918711446415313,0.15466962712537383,0.11706734006928463,0.2543531212153507,,0.35042179592282474,,-0.00018659088314873759,0.13169455417248566,0.06739461296029797
RARRES2,0.012047778743780515,0.030146805728654566,0.008418445311923893,0.017399966644485742,-0.12197546295586038,-0.008215186107478647,-0.19986257295336443,0.09303206078494905,0.010848303833081068,-0.010833248283092161,0.0018028997532555087,-0.1145270274600158,0.002917009617744079,0.0023024310272006265,-0.02850013604194667,0.011990507902825989
FGF7,-0.034393179141928396,,-0.008211345833917243,-0.01459017998898904,0.0690968356180906,0.043604366987289825,-0.0025754025954586707,0.02109698310514872,-0.024061507760081466,0.023184156307110022,0.004100843207331668,-0.017274722552175235,0.05305172214315122,0.055081082457299785,0.0515516882681829,0.050565577265697007
HBEGF,-0.07813621511854012,-0.0017837470276620404,-0.020901546659218027,0.0045141666739167835,-0.06168910254344533,-0.006448244861383636,-0.024686904919843006,-0.0452403359850568,-0.03476917770495146,-0.16142497810359038,0.06583537250535272,-0.036303101798476844,-0.013698972060780653,-0.010667035475682296,-0.007433644586778868,-0.06522240138735533
CSF3,-0.018829474410042058,,,-0.0254191134244502,-0.002176016536468651,,0.07216907301629699,,,,0.09731228952166812,,-0.0044864291610759955,-0.0324535084161504,-0.03813671077354392,
PI3,0.05987868473128316,0.009477543942131277,,-0.04386571550144253,-0.01935363689929677,,-0.02726119461970239,,,,,,-0.03190452460745607,-0.07490861644879102,0.005782502246895088,
PCSK1N,0.11171914193777967,0.030105416646425177,0.0027920584077424262,-0.010895574897589123,0.06553203617127966,-0.016792264101567637,0.06959075364231805,-0.04261913476207451,0.07056712266353975,0.3077261173472608,-0.044327784198186754,0.2843380588648508,0.07235063288790237,0.09195302791766266,0.06824750977342108,0.06297952208947512
NTS,,,,,-0.06640511559595086,0.004555369920557298,-0.02975745534460265,-0.036416580425218746,-0.009683264004795005,-0.04865635433170563,,,0.03617132590595573,0.08563401914498622,,
SFRP1,0.057202343698083705,-0.037544950989928334,0.003917924146085692,0.07420504853760312,0.0746758372280883,-0.014606621305977341,-0.004196350920848879,0.024739559663268417,-0.006771188503158369,-0.06619691402928626,0.05594587255317444,0.029976642952071978,0.09774602205050185,0.0009287205021600105,-0.017036987253685472,0.011243210720369462
CXCL13,,,0.008387424864749492,,0.02635978348828412,,,,,,-0.024260094067572804,,-0.020222727397394284,-0.00730137169657208,0.0004324387930594047,
MICA,-0.018498841086136517,-0.05124930814696674,-0.03677341836131951,0.01577157893235109,-0.008843369552833392,0.10449798894055405,-0.02671058463417954,0.015440895301112303,-0.003852698938021704,-0.0556843188968308,0.01625508390218573,-0.09532723250672799,-0.007499637222207206,0.036691729107803335,-0.030270070900536968,-0.0025745849205608892
TG,-0.028322089931185974,0.01262034670113004,-0.01882665652431153,0.036661222362170814,0.011154514138187873,0.014616792045564153,-0.015776557448888964,0.026689454138436996,-0.02392051434727769,,-0.032096393203120195,-0.01935374312398425,-0.006306523739706171,0.0017917163780917468,-0.007181174163586457,
ADA,0.0558000604998961,-0.035000869855403925,-0.03889336574749219,0.030817711487914304,0.0024239745387605242,-0.005202220834805036,-0.14624108440704947,-0.03763999715478022,-0.023570988172138867,-0.15902928222241652,0.053894275204180254,-0.07960102617543185,0.014385184499075452,-0.036268570017717106,0.029890903550844707,-0.03175739941401574
LAMC3,0.10230080418362161,-0.05397076326148546,0.04385919580774012,0.04050380149328441,0.03315000471626641,0.00274758714186989,-0.09155649847768622,-0.03383998601689326,-0.029567696320027714,-0.050024194726322205,0.02289864903917642,0.03148324401208651,-0.01628822522723226,0.007770017331253629,0.011135967278402527,-0.06646319723817619
CCL7,,-0.01947334177289299,,-0.01451854633890021,-0.029713552543841,,,,,,,,0.035422071728389196,,-0.06900245382314253,
NGF,0.09331092778410667,0.008853860654507176,,-0.014378746288984674,0.015083308173550634,0.00430365395198075,,,,0.03602542853328506,0.01084363541023881,,0.022301910273250417,0.03428133746951222,0.09129233845436009,
TNFSF15,0.11246088359809912,,,-0.016167111441370646,0.061684729906265154,-0.03545293286045396,,,,,-0.014386472098800049,,-0.010700615556248566,-0.020153071568435117,-0.04223691963530978,
HMGB1,0.07026268367929381,-0.06274371347797239,0.025225193540172223,-0.00020189978121975773,0.0406624396220966,0.014816918073486224,-0.18037771136551217,0.0284514909571184,-0.05986711825705561,-0.15296261208818118,0.07103063169046205,-0.039751443522790676,-0.05989324776637809,-0.006618021732795631,0.0018032680212359885,0.04234870974077823
ITGB3BP,-0.03069293791054309,0.025043875659912822,-0.022772821226626824,0.038582376196359174,0.011493585292789403,-0.024993699692937132,-0.15034068978518525,-0.0023860715792658944,0.019755685536856388,0.04559169618842287,0.04685491359622908,-0.18010314186018586,0.020955550142926965,0.030080635378086633,-0.039475849301775695,-0.019412200934729777
AANAT,-0.03668767306929612,0.04357219627018846,,-0.014710419514352154,-0.0014119151348923823,,0.03184687427104785,0.047467853128844724,-0.01684306545665223,0.0028077200321951104,,-0.00082104068228418,-0.024193574911452763,,-0.041575778008922,
RELN,-0.017620100097611703,-0.05000694128374017,-0.004843493149984902,0.02098712928015415,0.03051737141619042,-0.0006564363824745916,0.12721906918029238,0.004612513024221062,0.042117222205041285,0.0007389963892312818,,0.03819880795813216,,0.1135093903831501,0.0554596082205344,-0.013742282140984696
IL15,-0.03599601458726588,0.011229839121130266,-0.023984872380918572,-0.0318830745502233,-0.024070193078911273,-0.03112793806268127,-0.05696346629779328,0.031876509671188345,0.005932686504995492,-0.04843011654274146,0.024083460340182484,-0.03652156252508687,-0.0011713560588401623,-0.008915981662430293,0.016917595552517716,
UTS2,,,,,,,-0.07203713869725598,,,,,,0.08441919655492053,,,
BSG,-0.15107353337196594,0.013095956881541092,0.02976401676628798,-0.011290272240429819,-0.02458267318503562,0.04770959985846817,0.07885711201513158,-0.02291253622297762,-0.005030304680338062,0.1935342010845474,-0.007603739088328775,-0.19395197841365977,0.06102402644860256,0.00015921579047204647,0.036703155091194,0.15290955185703042
ADAMTS3,-0.01833522425440025,-0.00492229636634032,-0.012716823790589613,-0.030038127518950918,-0.025114940249661814,0.049230809410410976,-0.1889877847675696,-0.050490405202808446,-0.02979293568693073,0.03148992253550019,0.014202216739512032,0.018183434872043398,0.045429666164839934,0.031687697372628984,0.02633828457291857,
CD34,0.11383318194028602,-0.06560480160065874,0.010043423713452255,-0.024359662791670393,0.06902225880313459,0.006016432282186842,-0.0923125130511812,-0.048295697010407306,0.0008188904757532963,-0.07287846033383297,0.019702884689169368,0.02201840312826428,0.00516341658932886,-0.003065670862732542,-0.0676330954392396,0.02729920570763353
CCL23,,,,,,,-0.024848641324622833,,,,,,,,,
PLAT,-0.0616007742218884,-0.06357585626396965,-0.0005812974398626098,0.07159015244099634,-0.028802751436014663,-0.031624923750372326,-0.16571702034561847,-0.05988988238571772,0.00419475977147372,0.03145644011215549,0.04588321037559511,-0.12048306084781146,0.1350788528313762,0.06268601832286018,-0.031334304270901565,-0.08434968797097957
NTF3,,,,,,,,,-0.0173805898031363,,-0.03064403882061503,,0.07989963513472853,0.13138761667432916,,
LTA,,,-0.01384518238471817,-0.018608037295762405,,,,-0.026643005566343865,,,,-0.03652156703332559,,,,
CKLF,0.023203298846473944,-0.031842181424740434,-0.02413826146878556,0.002364982515847476,-0.04740856718496858,-0.036808799456343445,-0.1787904604894568,-0.028124203852326918,0.0245597561683249,-0.12533832898432873,0.036689582028813304,-0.18097829355445422,0.013248032061613124,0.08379837420634471,-0.03030520319021108,0.10353880836571522
APELA,,,,,,,,,,,0.04699305197569767,,,,,
CD24,0.05592797072095766,-0.041878352875071606,0.012729959757988851,0.01638338461489393,0.0016041023168271243,0.06815662332983821,0.002253816517484507,-0.00014630795163856621,-0.09532070104152811,0.00928365298163683,0.031505007449150337,-0.00014409741587939135,0.09043741979832294,0.046183031659667174,0.010736086286104105,-0.06909936812372529
HSP90AA1,0.09312639919981414,0.02254281464345369,-0.010578268615637489,-0.012358821905181755,0.1665967620982094,0.07675876883657538,0.2218158891898567,-0.03247807394043275,0.0498749816580184,0.2744253769699463,0.0017566750572170936,0.28762819866923184,-0.05743736763814295,-0.07918672062706258,0.10029470858954072,0.13862846039824964
BMP4,0.06276248393654552,-0.05667704652341032,-0.014676704932471476,-0.02194999913037286,-0.017937265739243174,-0.003956431236759021,-0.04032593910313119,0.060818821912706475,0.03033495615881237,0.07247258943965781,0.0741063627349113,-0.03112014722146171,-0.06092778533616914,0.03833416571132162,-0.005123822793429654,
SCGB3A1,,-0.019473339825584832,,,-0.02360692169678318,-0.002909564531339949,,,-0.010344173219606557,-0.009150251724380228,0.08501421361681924,0.04408459424864237,-0.009086299458884046,-0.0051744366759463945,0.03978534380009707,
IGFBP4,-0.030359114509721702,-0.04858376750089724,-0.01718890137542342,0.06156476613036937,-0.03971404910216444,-0.039282554138526535,-0.09039205270335646,-0.06340728658279259,0.002589480498594131,-0.06199127576879949,0.05522960419559232,-0.1142929249664483,-0.06186894042724487,-0.03854864884315985,-0.002400976848202794,-0.02604739918121066
RSPO4,-0.025005136856904194,,-0.02238231858964815,-0.028482861216783208,-0.02724622506509154,,,-0.003846048827797501,0.025570683905886186,,,-0.03546829711973466,,0.024663451844415114,0.051648636655210904,
LEFTY2,0.02761891122310891,-0.014312262294619411,-0.01401522228947856,0.07125762170245006,-0.04229035302820204,0.04052948529223393,-0.12704908349178767,-0.02697503705513092,-0.025503300089755328,-0.04865638636868666,-0.01626663812982684,-0.04508546664313441,-0.023410490050851867,-0.027971153683592962,0.0444164511684743,
PF4,,-0.0202004641407649,-0.012594075136001474,-0.012667145648272093,,,,,,,,,,,-0.04106778951369825,
ANGPTL2,-0.013942842648706835,-0.011952800969223763,-0.009503793397285985,-0.004060398571889259,-0.03694473030535677,-0.01572707793265697,-0.13908204367723453,-0.030081092971103403,-0.02308715363662865,-0.11629864650545908,-0.021845623200772157,-0.21112674045782734,0.0024818837789422547,-0.016445509989277986,-0.009623276384705233,0.023370014889481535
LRIG2,-0.02040661738796072,-0.0052034432087541245,-0.022337601594525573,-0.009960072062902935,-0.017173337765175822,0.02359163309720101,-0.0751189610059711,0.05897147843793349,-0.04710641073569186,0.06729158291518708,0.07264755160513396,-0.06146658405718979,0.0609171127351919,-0.004642463695072491,0.00038292149111616216,-0.03579378487843332
ICOSLG,-0.003073739070861956,0.07297529400957686,-0.021342443493745273,0.01562257831502759,-0.02535563861568152,-0.04542272719262673,-0.0987445593409736,-0.015419097950531147,-0.044140411478791865,-0.08295912491153819,0.019165938063189916,-0.043442777427365124,0.03567828953221722,-0.05235879468198519,0.03780876599148067,0.001242559504406716
WIF1,0.21528350364856805,0.0042501747144033175,,,0.09559358694684328,0.04200585218548686,0.25761592188679966,0.023589316200181266,0.09914813453988183,0.2583863677993448,,0.25239561559048196,,-0.026200921443221937,-0.029968343054387628,0.09503474182854546
NPPC,0.01879655769512042,0.012974367999062656,,-0.005079034948481186,0.09182769928989393,0.02464103370293078,0.020967543288144416,0.02336719360728967,0.05846887803568356,0.05102682796354992,,-0.1537247820218843,-0.04116878909791409,0.04273461884966808,0.10900995355572837,-0.002661462924341406
LYZ,0.11807461504177351,0.017000032092960023,0.014347443213930137,0.003773741645481342,-0.05974639370988069,-0.030433945414398818,-0.07000746512578615,-0.01951759690707237,-0.03987980257387046,-0.22187559680347124,0.047259962639648136,-0.04886781427923238,0.00488896667697053,-0.022461072943941916,-0.011916340414908357,-0.016807473380672233
EREG,,,,,-0.038341903364607535,,,,,-0.02481407820162311,0.06125431721096977,,-0.014432931201841822,-0.035105206078258365,-0.047281191356133546,
SPTAN1,0.01695255299690496,0.006584787208653314,0.019439297639540082,-0.04820874653320268,0.0624777743763649,0.06651661564046799,0.1625402499921192,0.012785380259424902,0.01539810619240612,0.3185303913948202,0.06840449533504171,0.19512445446857846,0.10068499155251341,0.09890295857065427,0.12221565694711675,0.068926842878996
PTH2,,,,,,,,,,,,,,-0.020476426930690562,,
LIPC,-0.05244410997549073,-0.011027028693301945,0.01436621119986396,-0.022763804145419134,0.028554930729880336,0.020170495835560236,-0.04939235447505891,0.04146473969420239,,0.0010313390823685992,-0.023783685185251174,-0.05062427750918245,,,-0.011566898029595696,
COL8A1,-0.06770961217247376,-0.02207948429755591,0.012669424504191945,0.012008147517755653,-0.08209343936844996,-0.0672689905909738,-0.07009420126039631,-0.032692822057053005,-0.011109660278578654,-0.1256443176788274,-0.010912353466083971,-0.1742544867852891,0.006439453431340107,-0.0519129353327783,-0.062316567304279466,
GSTM2,-0.023257987064788866,0.08185101033583193,-0.02759687142590785,-0.016022584393480945,-0.053413139597440464,-0.011424242154523992,-0.06182337596816052,-0.033991192949882135,0.05993618350054949,0.0020039285936757504,-0.02382841454410823,-0.03656227829933496,-0.052142398892903834,0.013794138822069701,-0.04953070945576385,
SPX,0.05399094348393227,0.004713890548934212,0.003988015552740945,-0.029091446038813563,0.149704105962405,-0.005935965326417214,0.062358526591929045,0.08220955579634301,-0.003950800550276614,0.06821162498787524,,0.18585972949398452,-0.027805280516978288,-0.046941126609567625,0.07218547199126941,-0.011973905298413247
MFGE8,-0.010356261161722611,-0.006779723639954375,0.0241596120964385,0.03439796772819254,0.031124068154047453,-0.06321021857850725,-0.05724407940771376,-0.03634521017630987,-0.06670009286683104,0.07355792627774768,0.04901622579150512,-0.14373198591456832,-0.030454526100056042,-0.012729452198503488,-0.020659272390266274,0.037883622044557225
TGFA,-0.051262711569504994,-0.051377829334359894,0.008151278208804784,0.05524349504054816,-0.05247647930086251,-0.024607127608267554,-0.14283333537165288,-0.05008655391154046,0.03107597811726269,-0.09030350002677594,0.06541354092718374,-0.11432417495192744,0.02750183597159399,0.07014610259801517,-0.008451956308914994,0.051109842452007656
SLIT2,0.10574517441372541,0.012986168315496822,-0.032838658660706656,0.0858573107646081,0.08597710111610023,0.08530798346931083,0.10262098451161163,0.08867448334905106,-0.012819156148867267,0.15705946303734866,-0.019525937237129986,0.2786043004032431,-0.01965623113153807,0.0007112324922432809,-0.015024147832576247,0.02159609679433361
PLTP,-0.03564404727791292,-0.04602611220776253,-0.03623803838826541,-0.07631036209720768,-0.12340794551660025,-0.0727249108877476,-0.19290738764451143,0.004199867770084055,-0.044621169591526746,-0.2879213858109311,0.06772423480474084,-0.05393243024616199,0.004695794888129536,-0.0534448278213814,0.023648440570971648,0.006947659542757794
APOD,0.0935194907117493,-0.02096358501350268,0.02837718673134447,-0.004273971898625714,-0.013776216150221215,-0.03053055104884178,-0.2055630582353327,0.015610794921816317,-0.01174835382936538,-0.29453226300339913,0.09994723602578039,0.10631891753843105,0.04993885931830506,0.0035294723730813853,0.01728156102412562,-0.064546437120262
B2M,0.09807563537300956,-0.01384990490475862,0.056552864833012376,0.018579194157314904,-0.12649278591353177,-0.0649923997399768,-0.24549666125265837,-0.07176797681974534,-0.0839418180915377,-0.32500731640505565,0.07890246964953111,-0.29276254982098077,0.028692635454835212,-0.06529509546836958,0.0025063922128924464,-0.12632345882833107
OMG,0.03942133575643005,-0.025658130209701743,0.051315372956782256,0.033143428389180336,0.07542412141602914,-0.02307914081494792,0.021595088214635478,0.046751539813259024,-0.02249409425055333,-0.025262368506884937,-0.012046290254853391,0.19257667756878108,0.0082828461631946,-0.05333502807816814,0.15090394009102245,-0.018970417369982173
CXCL3,-0.04947360000837739,0.05869799766488413,-0.025892219923993813,-0.026515212542337338,-0.07774186190926731,,-0.014668718761629439,-0.019211950115245086,-0.01369605893779507,-0.062494491302656156,0.13528549912790608,-0.02630214182269822,0.01906872576258456,-0.02837911187559166,0.041346343537938396,
CXCL10,0.028949773320317628,0.012361556787236846,0.003664849786035782,-0.0169657979273047,0.009476092229464614,-0.0425483649104096,-0.17708129299033404,-0.0574279636222831,-0.0296071839569165,-0.03686903549357594,0.10234791702167123,-0.009497452326071304,-0.028477690337678396,0.06799733803901915,0.020982308945728844,
RSPO3,,-0.026452057869442845,,-0.014710418427418702,0.33830838084313647,0.06542179267155433,0.0072885819886239125,0.05552356465255367,0.06916143731795313,0.1403943909232167,,0.08692797413492026,0.08029980595109935,0.018239357973666166,0.11843336994216923,0.05670108431042492
CORT,0.03594750761658514,0.07870910576134253,0.007583453814797687,0.03813693094405715,0.10805426189512762,0.02890267571749029,0.02569035494181358,0.052344156401603,0.08089842046787879,-0.016707467447392703,,0.013836161335324667,0.025989725054749824,-0.030852226948482483,,-0.039626009722878476
NCAN,-0.04984462052988241,-0.034215221699875356,-0.010809122718850588,-0.026568499076763296,0.1342388516796473,0.02550857366337289,-0.12284103426268801,-0.004972808392022399,0.007167510838133699,0.21094282301627149,,-0.21361390961906185,0.07379500151123382,0.04420435712830797,0.0663436480898716,-0.12495945235806073
PRG4,-0.03826141652224085,-0.029285580412546804,,-0.014518548601400139,-0.018887136170215396,,0.019380551864195978,-0.003998399666044204,,,,-0.032134778843348144,-0.015579968051178178,0.06823630080547932,0.003924635123125622,
ZG16B,,0.061810675212769076,-0.015154922528405905,-0.016850551266659578,,,-0.021355419027048947,0.032774475003997924,,,0.1759071214301466,,,,-0.03503503635994357,
TGM2,-0.02478059220381967,0.03149676259169243,0.012434879732062547,-0.03292150342638405,-0.04651618581001532,0.04664572458534262,-0.010107798272198166,0.018243250952581724,-0.0022359814455988193,0.011631682931472442,0.017688444499976357,0.09584870444050309,-0.011198794970186828,0.04495666729155533,0.00533860305767923,-0.029963594675532185
VEGFC,-0.02745333026936621,-0.037183870478229936,0.014404452953674138,-0.025875941090433237,-0.029073561157904406,-0.01006293285914223,-0.04095639467224349,-0.0024204709026636874,0.029531697018158262,0.05007385413525954,-0.014171198491852537,-0.02130046888171178,-0.03549113648304716,-0.0400808163660457,0.017368124219785244,
WNT6,-0.034818136585986426,-0.03141980645346296,-0.014015222657301107,-0.02008102216563702,0.0881635524316701,-0.03192767325402152,0.00869758402830543,0.028398870258621766,,,-0.02399515703285127,-0.028621665212655814,-0.04116879465232213,-0.026727647545529983,-0.03620170382920944,
NRG4,-0.025947710508266462,-0.0179356314338694,,0.046743417225027714,0.027509755764019136,0.07294776922338629,-0.03869261821244694,0.02412014130457214,0.00935809938522626,0.04752753800165048,,0.08825074493757203,,-0.017380513977995192,-0.03449591161807189,
PMCH,,-0.0206717804501653,,0.036231502947876304,,,,-0.012932778499683132,,,,,0.03427065125863371,0.013357022642938487,0.061139338564203734,
COL9A1,0.01772268546697903,-0.04168158482001499,0.04383273766577835,-0.018454751505549427,0.007997068179318034,0.028982334726864487,-0.05565975973366122,-0.008221127399666503,-0.0372737671295997,0.03709763270505331,,-0.04359520481579485,0.0737552147731867,-0.035183959071702776,0.00530116502037756,0.03640227029179514
GDF11,0.05322217971457074,0.00966131847905771,0.04095572565256623,0.031845765326448026,-0.02250243825150445,0.020441630116111668,-0.06648775138603964,-0.019572806503490435,0.04032031626438426,0.05270276882361308,0.032032693801312705,-0.1310602283022674,0.013012155392012921,0.04892980017323991,0.024600491457487345,-0.03433045016537408
IL24,,,,,,,,,,,-0.013531751213497843,,-0.02089924422027662,,-0.024982981484107537,
SORBS1,0.03320666042040891,0.031719848815835866,0.024407033172978175,0.010471366773708682,-0.003910373903996347,0.00562758899339709,-0.04854756311061371,0.0064728978799898675,0.0020375364751457938,-0.05087791037797146,-0.04241617612733233,-0.007807628981108342,0.06271144097104764,0.0025440488469375628,0.008721858633587197,-0.03686795515927571
DLL1,0.09132949307742669,0.010568719025829265,-0.04150893410784014,-0.0007851961474644395,-0.0051697669045530446,-0.009535787064328219,-0.09003295046713047,0.041015007282253414,-0.019660682293332732,-0.03282761758301425,0.0008060123622038179,-0.10374474535991722,0.05373327051692443,0.013270053027881456,0.047718173702122016,-0.07788627461173345
TLN1,-0.015838713868228778,-0.03322623073137307,0.0036307381556809704,0.06015746257078362,-0.09053616199184494,0.0033554413204087475,-0.1917850058294294,-0.037616894274785304,-0.03537254425089516,-0.21613799885330715,0.008953020105315764,-0.24527137206011435,-0.07813503371809108,-0.04180561595167218,-0.010766516307202482,-0.07290771279652594
COL2A1,-0.026559190409808652,-0.05357327591035141,,,-0.01686907781244837,0.03984988594868021,-0.028672795113644095,,,,,-0.0267020738590915,-0.015426052332787994,0.018798590899798958,-0.04904914865642779,
SHH,,,,-0.015087155740232831,-0.04276425358424591,0.09014141682914305,-0.022540300886122737,-0.011711759640526495,-0.026704983581643294,,,0.17948434450242154,-0.0397576204283747,0.044955510655952914,-0.03561322167133905,
PON2,-0.0670494414094035,-0.027394805930281062,0.07241974338500094,0.012412580812120055,-0.07386768118904785,-0.1102985612866901,-0.21030565859361244,-0.027768283045454135,-0.04445109692844253,-0.07244984968584717,0.10655661545268413,-0.1813818490249925,0.0709516446076694,-0.07385758266742022,0.01867561746450253,-0.0922330899919532
ICAM5,0.14226873469335968,0.062217671112598814,-0.018040739151357295,-0.011100685606499211,0.20370045442823076,0.03424093889639237,0.08579390958255316,0.03297353400668264,0.0705838591722476,0.035969732629561255,-0.012809465152590861,0.145863425401054,0.018108832330037485,0.017678416588076527,0.021961186918421444,0.03920239777349128
HPX,0.07204469657452697,0.037657430764426715,,0.0036120721868901093,0.006346178915512914,0.013441267859716463,-0.04175356333553855,0.05587066105964695,-0.023258565218137156,,-0.02543461350232882,-0.052832801712825936,0.0023284768498884763,-0.020171683362064423,0.02621830980168949,
SFRP2,0.15696078726697538,-0.025889857193397894,,-0.017182635395165142,,0.004240036198316633,-0.02288355572279624,0.03900835702704478,-0.0030283296973768453,-0.11981459503906912,0.13005351775728896,-0.042297835753669945,0.014988233791717305,-0.030939983811145044,0.007859644504567082,0.01705465026558938
CFC1,,,,,,0.06747611976783188,,-0.004950706651711897,,0.08809975959046921,,,,,0.07551043357196971,
CD70,,-0.009958040020924425,,-0.029205591232302437,,,,-0.026011091748683535,,,0.07982195134676527,,0.026933533184631406,-0.033557928101054416,-0.06867827933098702,
