,ZH8811Abulk,ZH916bulk
BMP1,0.09475862471950441,0.008914111611338088
NDP,0.041835899384938584,0.05735157747543594
TNFSF18,,-0.023953084029325934
RTN4,-0.06931264333732683,-0.004659212168391568
HEBP1,0.06970828433031966,0.06668091200993148
WNT7B,-0.020295199315788198,0.04428636613968286
PTMA,-0.09299519242890805,-0.12066521558802495
CEACAM1,-0.018763783922485986,
PDAP1,-0.008576573215441282,-0.006396812076094508
QDPR,0.0481521302624689,0.07169148361238808
POMC,-0.04505312970796921,-0.004003950489688379
CCL18,0.04449778159495759,
CCL17,0.05231214923861678,
TNFSF13,-0.025543721791589234,0.04976719169385441
WNT5A,0.02738246369018218,-0.04707388362763859
CXCL8,0.057799664407833636,-0.05892169165042765
GRN,0.03914715961100976,-0.06018398938539445
MIA,0.06085750317249507,0.017178672621437224
COL4A4,0.08454271761221638,-0.029123245144655852
TAC1,,0.028005045876674076
RARRES2,0.03180423041600819,0.017494957528234135
FGF7,-0.052503347341176905,0.04964775763076385
HBEGF,0.021416896532620484,-0.00988959743739283
CSF3,0.05903621823432314,-0.03063432173029403
PI3,0.012707453228023406,0.02160834976316958
PCSK1N,-0.0399562512833508,0.020176704298407653
NTS,-0.03105550210751177,
SFRP1,0.06356327295774263,-0.010273387124156921
CXCL13,0.03191670772744118,0.10270633058942853
MICA,-0.022420329833232232,-0.006490743431654755
TG,0.0063763362809998335,0.02931894705536867
ADA,0.10380721651838395,0.04017730546304197
LAMC3,0.09380474732932627,-0.053815777675345
CCL7,-0.019951614330528084,-0.04207007174466257
NGF,-0.02304251730426585,0.02821561477334839
TNFSF15,0.07048142674406278,-0.033904409365027255
HMGB1,-0.07010396032058148,-0.0036678364356105145
ITGB3BP,0.02811985966122851,0.030274128833335946
AANAT,-0.017503195413678892,-0.018705279117796226
RELN,,0.006867829706674715
IL15,0.026674559260753843,0.012306303942963462
UTS2,-0.014905251911407458,
BSG,0.11441741862326933,-0.03824364776081712
ADAMTS3,-0.0014124352059906643,-0.03706913271420781
CD34,0.026675466382336678,0.0029057844200634448
PLAT,0.009290525716708579,-0.04331921740678528
NTF3,0.05069922010681496,
CKLF,0.0518620768375264,-0.02114902760313745
CD24,-0.010078859008733015,0.05588598497265998
HSP90AA1,-0.06689862247639768,0.020548684641131982
BMP4,0.028932458254744685,0.07572471097370564
SCGB3A1,-0.0023007997675652983,0.0032498846255222956
IGFBP4,0.030775846934693648,-0.06837929807328631
RSPO4,,-0.023586616034547224
LEFTY2,-0.01693666122471525,0.05507227697143745
PF4,,-0.018476730981192496
ANGPTL2,0.0376150336408214,-0.01111248655486305
LRIG2,-0.034956807082235884,0.034547677974479364
ICOSLG,0.04286541456490342,-0.020446346330333518
WIF1,,0.042670007678490614
NPPC,-0.015100935650631088,-0.02024278358371072
LYZ,0.03269189534794211,0.0033155782307431473
EREG,0.06040063042359297,-0.021272190772921237
SPTAN1,-0.017181691730836897,0.07675195590830916
LIPC,,0.03988845023977842
COL8A1,0.035581151476802464,0.020874789203352492
GSTM2,0.08207791379986365,0.0040319465313094025
SPX,-0.0201161366272681,0.04025680145376106
MFGE8,0.026198885759124296,-0.04484981606706797
TGFA,0.030496548479269456,0.0065174812433748475
SLIT2,0.09354610939336717,-0.026952669047269884
PLTP,0.05155361373048101,0.027683177230051065
APOD,0.06850391199029521,-0.04904172998770983
B2M,0.07504470223273778,-0.06271456178361037
OMG,0.01063385319650311,0.03990526365108453
CXCL3,0.10713095855478288,0.015120243631336464
CXCL10,0.06422975579109412,0.08806676871465777
RSPO3,-0.014859020394862456,0.008808895275354691
CORT,-0.022750120277258045,
NCAN,-0.0037066344650812004,0.0673421541797758
PRG4,-0.02185253886482408,-0.02571709230654705
ZG16B,,-0.015762546497007236
TGM2,0.087311506895993,-0.05765311424324021
VEGFC,0.008966022593180013,0.059361612808505874
WNT6,0.030115291250742214,-0.016287439636603753
NRG4,,-0.024493811063405767
PMCH,-0.020279442587640646,0.035058264110750074
COL9A1,0.0196783914738651,0.03673547338136697
GDF11,-0.004559534605909803,-0.02578611021477111
IL24,0.04244009250870736,0.048360019127401316
SORBS1,0.05813359254365537,-0.013800495386399285
DLL1,-0.021229817986459287,0.006372704017439986
TLN1,-0.0018758813675524761,-0.014851609526231201
COL2A1,0.03507765100653292,-0.022067609075454325
SHH,0.05433688570327799,-0.04463043888532689
PON2,0.07999178701717215,0.08785351888227359
ICAM5,-0.021786069303560553,0.04620848689432456
HPX,-0.03829189224705156,0.04116219300331001
SFRP2,0.02355883765979672,-0.027698417281265875
CFC1,,-0.021673168872851215
CD70,0.03805529178359184,-0.04302869627377295
HP,0.02672756581341141,0.011973074085390386
CXCL2,0.09309108046285605,0.013825365358945466
NPPB,0.03034483814694976,
CCK,-0.023833098004245937,-0.034204387066789896
SEMA6A,0.00084371128985448,0.03862610341852075
IRAK4,-0.00129452198921862,0.06931499210571675
GSTP1,0.10751219079730648,0.0626153855322603
VCAM1,0.07272460680627363,0.01874338377040151
NXPH3,0.03762193332845108,0.06473937241973382
MTMR4,0.023837645484530236,-0.04051784082714899
LAMC2,-0.018588493172877227,-0.023586629018915884
IL10,0.07876138849682306,0.011856436239621699
SEMA4D,-0.0307492378359985,0.006774595014121351
TRH,-0.058482175171477094,-0.061670543471008386
SEMA6D,0.018792938757406806,-0.001506008934086987
CEL,-0.02289672246800739,0.07815876864480141
PDCD1LG2,0.0695514921746566,0.04246977713894598
SPINT1,0.019443129234704246,-0.03570812674874298
CTHRC1,0.040869244640550084,-0.009392185498687925
PODXL,0.0602655114969757,-0.049447648738471385
JAM3,0.06286791864652332,-0.05566515680621615
TGFB2,0.039245629744860885,-0.03511649285749674
COL18A1,0.05307626719307274,-0.047583275895447245
NODAL,-0.022602687824899263,-0.026293661366099737
INHBB,0.059261155006188754,0.04063206916954114
LCN1,0.011871674712887768,0.013963528528346016
ARF4,0.028330229166331166,-0.053402348255159555
CXCL14,0.003544817490773132,0.053329837380999605
LIF,0.03348198821841096,-0.03244221998408329
IL17B,0.08123640547437495,-0.01870527536126432
MMP1,0.037956279557753596,-0.0418609721711707
MATN1,0.030838196687587447,0.1028036247334062
ADAM28,0.05703005805447619,0.06672068011621547
TCN2,-0.043275151926441054,-0.006132995298720105
THPO,,-0.025545438298977423
CUBN,0.08271112440081117,0.058094296117765266
TIMP3,-0.025581913679199007,-0.038589450987569836
PIGF,0.05923412809850732,0.03148308972608498
CRH,0.06583666920075992,0.01818257915499257
BDNF,-0.00873886391283281,0.051462176828704555
CCL5,-0.039068568986524804,-0.008363943669618417
GAD1,-0.007731465567042368,0.013316146111279722
COL14A1,0.03386491240660747,0.00018951689578738538
HLA-A,0.05554162137239467,-0.019907808121588468
FGF18,-0.00726554014844752,-0.023401499930086726
ADM,0.046730819933022465,-0.012235871874025299
GNAI2,-0.02191802972657318,0.002311121192974995
HDC,,-0.01704629754653809
COL11A1,0.05787516607676644,0.04002414443129537
NUCB2,-0.030140520132389173,-0.012540349603229108
FGF16,,-0.016796910227282757
CXCL1,0.10759598848674506,-0.02255346984850305
VCAN,-0.041080490084710014,0.03135595925153301
MMP7,0.058916393044304516,-0.005242693183159469
PTPN6,0.03654812832115068,0.05573827985165764
PTGS2,0.0750089122141049,0.03275056472538339
XCL1,,0.058461581034370796
CD58,0.07018630204037761,0.010322647419226547
TNFSF14,0.002314016459341008,0.08520959449129605
CNTN4,-0.0404039187662243,0.033203985819960286
INSL3,-0.002029282330266225,
MFNG,0.017162107784008025,0.0008066418274444481
ICAM1,0.07939608809653623,0.004600032882000828
PROS1,0.027902800222936962,-0.030072013936224898
CLCF1,0.03849077696535829,-0.02006519057612895
PSAP,0.0632875709202051,-0.056823009195562345
EFEMP1,0.04196487076861763,-0.03337260063169221
C1QTNF1,0.0632364218825663,-0.022781732023966158
ALB,-0.01966584052021579,-0.0241344970860414
CCL13,-0.014687670983420019,
EFNA3,0.016150847978644238,-0.01848270553123484
DRAXIN,0.009536663123522726,-0.005571002250253487
NPTX2,-0.014287824715460529,-0.007237393325395704
FGF11,0.03034653100950257,0.10316287967499294
CD59,0.05309203893105405,-0.042759610223574246
COL9A2,0.05539979938683673,0.009434315632829055
DLL3,-0.019574425560285966,-0.003502957431133789
FGF5,,-0.028813347288656827
LIN7C,-0.03081326246411818,-0.01921409911334636
GDF7,,0.05134936716403097
PSPN,0.016610465342087363,-0.0013116367958318634
ANGPT1,0.06631524492244274,0.038348432973637075
PNOC,,0.058568810002814525
L1CAM,-0.0004576596275696939,-0.006348420798590225
APOA1,-0.010557225164148538,-0.010353726895721406
PSEN1,-0.016628969018033474,0.0560273183298918
CALM2,-0.00813204223497717,-0.021437705938224513
CLEC2B,-0.045115405888723634,-0.039428848299451896
NTNG1,-0.026225204622328024,-0.016208620686524296
LRIG1,0.027160419212285954,0.04546431146400511
CPAMD8,,0.00828636967543189
GHRL,,0.10850513557442547
NPY,0.060307028296343386,0.027289547878771483
MMP2,0.04419201814124327,-0.015367458112772417
PPY,0.06149045413291568,0.013556213351009755
