,UKF243,UKF260,UKF269,UKF296,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1
APLN,0.0348614313468046,0.08898586781573498,0.025061784703243082,0.007114038253575729,-0.014735000470616915,0.24093089599828144,0.05966985081124309,-0.025969028546589647,0.038556096939268945,-0.0033140444220839727
SHANK2,0.026329008736109296,0.007986758181058987,0.09093422766149184,0.02600165486934279,0.043598967590152235,,,0.027190071757271592,-0.019640019008910232,0.03807442539526933
LTF,0.02333990045818216,0.11122293197339708,-0.026170296533489203,-0.011150503465188118,-0.025269974778540275,-0.07772731196549329,-0.0394601826444289,-0.04604657523842643,-0.023045902882020682,-0.09117670470665122
PYY,,,,,,,,0.05707288764326101,,-0.027873557337533633
PENK,-0.008787111360511359,-0.03526292299898811,0.028564768624802853,2.7609348482492557e-05,,,,,-0.023054019853136015,-0.0199959559795116
CTF1,-0.011170391722748415,-0.04873635433140541,-0.0334333680508385,-0.042926806166457485,0.05248109828450319,-0.00605886521549615,-0.01065888874832084,0.11346621745747389,0.013308974298004582,-0.005732834219906105
COL3A1,-0.032162518265509164,-0.027544384946283747,0.03570407052286725,-0.042349791997267926,-0.02110460278934357,0.0006415165897240813,-0.024427851324329914,-0.07095047325377143,0.13365688317867983,-0.05541417811371786
S100A10,0.004350197213121556,0.10470188677832291,0.0033075824647797658,-0.03223904006056446,0.0029367771768872546,0.21145822648917717,0.09494585842167778,-0.03435860475089875,-0.019690520558519192,0.05041385707699705
FGF13,-0.0019828159720780706,0.038416688769342254,-0.03717076657600226,0.03183746879506883,,,,0.11653004850711797,0.1702166392566426,0.03344501081028226
SEMA4A,-0.005775476152742261,0.020564738710413418,0.001698094463126977,0.054851633559884434,0.009920030647862788,0.08836651487300351,0.0854448022101967,0.06989492446809022,-0.02204664797832372,0.007049937191136657
EFNA4,0.05492423881474764,0.06923562145494966,-0.016956970481272645,0.00942147045940692,0.024460480878499405,-0.01240960557875579,-0.0781605154813158,0.10445921691993572,0.12429530120297247,0.018963293308900606
HSPA8,-0.08268329748341044,-0.04731233485641803,0.017619095688242343,0.012831180399757398,-0.049699301147986784,-0.12134004859147053,-0.07212467423327452,0.020546885548814356,-0.02093373228083362,0.038831369021056085
NPB,-0.005028309510871061,,,-0.006180619577214931,-0.011177093812236628,0.008659918185299577,-0.07811606746979748,0.034675180281728266,0.012842004109734528,0.01852407870811176
ULBP1,-0.013353255639224066,-0.012985878527643813,-0.01663389783726818,,0.019396913565130087,0.11854813832410818,,-0.017693278920343086,,0.0004735607059137239
SEMA3E,-0.03482434956070257,-0.015126670581943695,0.023315880004909053,0.012267762288110438,0.014529977711397957,0.009692634005238262,-0.007970168702480322,0.08128160349936298,0.06764524188127036,0.08504064559100995
FGF3,,,,,,,,0.08928820953262905,,
ADAM9,0.01317351347894291,-0.02273833605959186,-0.0015512907393387871,-0.005825217221569623,-0.0031232906946813024,0.08150679350179964,0.06587901961744579,-0.04520782257496172,0.06464749220305899,-0.016312832839395747
ASIP,-0.030602874053563583,0.015194071301139766,,-0.013124739769282537,0.09658467186963082,-0.1033780107295225,0.04412526330344058,0.03066078139733511,0.1066147581032096,-0.011905443977206593
IBSP,-0.0005050808703664898,0.062099570188967,-0.03201737518189553,,-0.06732610224418094,0.10518427001761187,-0.03966017085561134,-0.0457484802941389,-0.02372721478225134,0.026421540536707384
FAT4,-0.035579803709661954,-0.02845686946645597,0.04471861368918415,0.04367331860925527,0.10645484343216233,-0.08332124435961752,-0.03395865664573365,0.013415261610012212,-0.012503084898816779,0.019457864382016816
MDK,-0.07204466079678708,-0.025399513305950427,-0.015609304476710367,-0.013014894267633383,0.0019030179591311253,0.09955857082445974,-0.0037422618241765597,-0.014289285049572076,0.11093824370230516,-0.09032106805490314
BMP5,,,,,,,,0.010868152149494084,,-0.0017282903629874022
CAMP,,0.1953567945926126,,,,,,-0.04134899654385961,,-0.003413876829098087
HSPA1A,0.044544519694022885,0.02011573599040269,0.008225969574875643,0.006207679333437131,0.07103439718679008,0.02963535853015235,-0.004935293921988121,-0.024910721863863762,0.07888340412857589,0.03513273359851882
SOST,0.06648071014014681,,,,,0.09935018172514734,,,,
SEMA3F,-0.018906631708627795,-0.029899496472990127,0.01667683648365793,-0.019850254604786916,-0.02854137378633582,0.017656163642303154,-0.016474622471945897,-0.012670468743737427,0.1315079110071399,0.017113049588921344
ARF6,-0.053074185069334534,0.01590073636898041,-0.025885148615537885,-0.031888292812395615,0.027549623986594007,-0.005151526592585634,-0.016318389778475932,-0.01020514429575683,0.004171882236492425,0.04264516384378803
IL6,-0.03660520228823797,0.07780938401789757,-0.03687518313007222,,0.05253243953525057,0.020318080319355298,,0.009624530861689368,,0.03381480637485959
CALM1,-0.020487204073901078,-0.07253421632327206,-0.008663013136257341,0.019132093831325806,-0.10131522908600862,-0.06552024149450421,-0.04533434268851279,0.04880565299615735,-0.11672895875552088,0.08431991533281305
VIP,0.05074863770340484,-0.03345278885695833,0.02897339611679302,0.05825262756282905,,,,,,0.013686214955937099
NMB,-0.04040255227552304,0.08651289971903411,0.01861705878896088,0.011014817439060264,-0.04106253553749012,0.04057123261784841,0.04438945228602228,0.102204662625654,-0.004682406779121315,0.07710947989651952
CCL26,-0.03110421137242282,-0.022103435318586738,-0.021068985716370833,,-0.02790853075216363,0.05975448508164863,0.029909737787803113,0.024600917411239275,6.409348953483117e-05,0.019175248767073362
FBLN1,-0.056201426788632436,-0.044253655585363046,0.03196169144206128,0.008373854379141255,0.07963904161647821,-0.005177918765832135,-0.07316914307466697,-0.029601281824224925,0.012353152407703924,-0.050804520358725666
SAA1,-0.017280775531132494,0.09481459064615032,-0.01342430312357408,-0.015182587633227936,-0.0676423038371929,-0.05824670755389953,0.033858102798524504,-0.11912832592535007,-0.013652720640110147,-0.02939245365896148
MICB,0.019624936128318685,0.013083019242984727,0.022120821588472298,-0.024171963745166627,-0.049323469567954616,0.07333548896616252,-0.05103771617281763,-0.03387312200462526,-0.02222744985482005,0.014495726824542145
MMP13,,,,,,0.09041642713946006,-0.028939878233457117,,,0.12599388132607672
F13A1,-0.013896148884696317,0.031384775433346224,-0.027681634373182086,-0.04848054281841623,0.14506244890741993,,0.04309275004220761,-0.07545669939800134,0.10938163172168794,-0.06595443181671698
CXCL11,0.010115358656778555,-0.018618425672650617,0.04186622498384157,-0.019383030620937495,-0.03758175348834111,0.039601631540884225,,,,0.06508727315655569
COL5A2,-0.05278599979081771,0.007937559097086282,0.01879204912047869,-0.009123802280169225,0.043297882753258084,-0.021286863904070478,0.08480121496562444,-0.004441825106178663,0.07499152716439321,-0.03782172530200593
EFNA5,-0.07324766188958835,0.038276700740932146,0.015166922487629866,0.05534050822802191,-0.006030310592719943,-0.011067693633954882,-0.028501452169866992,-0.04783355879740154,0.04799190401367838,0.014527007618568576
AREG,-0.019799440266296993,0.03709182719181831,0.00457698887024443,,,,,0.055518014981461306,-0.025235395001785888,-0.03166923475323833
EDIL3,0.040340327720507455,-0.03946019640393323,0.021501673368970332,0.04352228946340592,-0.047551814552145105,0.07202867185966426,-0.11401722859545717,0.0017743027020824054,-0.13198720121104793,-0.029033374744657895
CD86,0.02003962188192653,0.05709604422564621,-0.01036288024082916,-0.014350210181581903,0.18491584418192156,-0.02015174863484513,0.03921655684182054,0.01871736727802827,0.058741920731832716,0.010397858722300247
AHSG,,-0.02171171316381298,,,-0.03582829104544248,,,0.005235281710353931,,
WNT9B,-0.027089207441606828,,,-0.019617905780477955,,,,,,
HRAS,0.05381703910826772,-0.013732523776658767,-0.0005775162156613899,-0.024684836378350134,-0.012828355773725968,0.04804997205556262,-0.020638148889994108,-0.0482020267309945,0.02940107476482832,0.04963240783028364
C1QTNF5,,,,,-0.005464875658108484,-0.049294845460622974,0.03711585653429847,0.06854812174743469,0.1438666151270577,-0.018932897098527458
RLN1,,,-0.018392553512525455,0.006138841395397106,-0.03700523415883743,,,0.0016300723454860686,0.2059469843921666,-0.015714762084199592
COL4A1,-0.04074816905960166,-0.05917995817745239,0.01679625184012567,-0.006704776274718653,-0.010270273258544326,0.03219434259965699,-0.014139186574180623,0.005623956145308653,0.13220038934902764,-0.022299678776104143
CCL3,0.009983796645546524,0.10617073787675631,0.05464840200264252,0.06077750700826383,-0.031536196778929014,-0.208291406386657,-0.010819996342894394,-0.005933311594913648,0.012967642979064506,0.011771162690632532
BGN,-0.025020259866640564,-0.009980080513462419,-0.030180752772536883,0.0080744905547557,-0.02354816763139153,-0.05755202789749669,-0.018128853360961737,-0.04579228259093257,0.11728574242243263,-0.01917031826669145
RETN,,0.05316332205247629,,0.03427790498065648,-0.06584390263636329,0.040806831951403,,0.07935982875571329,,0.08052786100181988
S100A9,-0.09441085036321492,0.10243304902372917,-0.0027716761822733516,0.03459318529401321,0.028593012748493823,0.08157022294456878,0.07572382038657141,-0.07306334642952243,0.02210235077397088,-0.0016021021897496138
HCRT,0.03868442670583285,-0.03500966650219218,0.03120690874166584,0.0494117826240045,0.030233262840503344,-0.003805652492072599,0.020757298238628385,0.031024076941818798,-0.038479096591800425,0.0031475652691389526
FADD,-0.019563656191551728,-0.0070773567489486955,0.05230512957611071,0.008652501723417194,0.027658996653404627,-0.08449281683611708,0.007281821520400608,0.06025851210976877,0.0308659536449478,-0.03281669949191719
ACTR2,0.027512548009871563,0.002184775440604619,0.04508431283173434,-0.01557946908705773,0.008457312543298956,-0.06925395836160295,-0.10403921891835216,-0.04404815845758067,0.021330446700945218,-0.02047012375455451
BMP2,-0.015417012908906066,-0.0035305262364685166,0.10298145237575414,-0.021919486834586707,-0.015187529232674402,-0.0433400632059829,0.0328081130822573,0.00685654892470552,0.020104452962825075,0.014492336202112214
PDYN,0.0003007239053139758,-0.014634820651859975,0.048291412653922935,0.09141231398973669,,,,-0.020263566963119102,,
CD55,0.12464222742930968,0.04369572542050777,0.03682934267709115,0.03496299519669841,-0.057725085619638516,0.026817249537926743,0.02709521083460548,-0.0007677101330497436,-0.0044996583117434975,0.007567449926243543
OSTN,,-0.015506869824816595,0.03973887978398793,0.09280060728305185,,,,,-0.018279922818252838,
PDX1,,,,,,,,0.03010730348108674,,
CD6,,0.05363931983272,-0.018392553079897088,-0.01853971555013402,-0.008571771971708874,0.1160161172983048,-0.02201470662234609,,0.018890932957875747,0.013351785978697366
IL16,-0.0029736128995319234,-0.0042782783421350026,-0.014460826204748051,-0.030730462345756458,0.012668872027620562,-0.010657076783942716,0.12030594301426187,-0.00449852198298085,0.05099658832791229,-0.03806640526184271
LAMA5,-0.05530257440357305,-0.04261562487202652,-5.505479202347477e-05,0.022126168293684155,0.017559381455056842,0.060508473794093076,-0.009056779982478816,-0.035725910790265034,0.1697987206172014,0.02773031664438579
RGMB,-0.009329227302567161,0.043377177752589015,-0.059962079515681915,0.02426839613298248,-0.05426374003798676,-0.059942843065836006,0.07734449166444315,0.01707551114142861,-0.00594860442318018,0.02781843831096526
INSL5,,-0.01380811537894542,-0.02440693657201064,-0.023183650125492027,,-0.027785429816285914,-0.010507833738463573,,,-0.02743972646931787
IL12A,0.0010583058315017722,-0.005151999678795284,0.007753983275644392,-0.01740070656898398,-0.06265529985244882,0.10182800208998716,,0.02881588306007359,0.043099426437170935,0.006005105895277191
S100A8,0.006980140912089738,0.07816311916885857,-0.0063765548786638,0.02625938776339702,0.09239579671985507,0.07754922797734914,0.06599054902004607,-0.07186235765524047,0.032887470765423046,0.0325479392811896
TAC3,0.0459774828594518,-0.015837912547767206,0.01903090607556285,-0.017690277174012226,,,,0.017606012248486652,,0.019600969452314074
TAC4,,,-0.01839255531514397,,,0.08616881304455608,0.10836810943961363,,,
MFAP5,,,,0.031535235450712476,,0.014664874450326333,-0.042366606954828086,0.02545035792553853,-0.025235399099359138,-0.00039691220176887735
CXCL16,0.05022898129190717,0.02390165547206809,0.02399113370698346,-0.05335048552956701,0.0759110550887356,0.09519074616178871,-0.004172140281743145,-0.011666180673335264,0.06150872148290315,-0.079199164116474
AGRN,-0.034086693249204526,-0.07821545650922716,0.011732986889054654,-0.03215295696823732,-0.02779622525838765,-0.10118567547336708,0.014366589737770465,0.043444237753560384,0.11269000562352523,0.014490965314709869
COL4A6,0.045272492312381785,-0.022789599283085698,-0.029121359705972714,-0.0312880203181259,0.16274869166136285,-0.052189555691230814,0.13376392663908201,0.03714113742369999,0.08407985255400599,0.028900898904219364
FST,-0.030034955870699192,-0.031001050464708163,-0.027405241406501715,0.0829253466059533,0.12308760400234281,-0.025519199031619547,0.03189248275134414,-0.012217556275210697,0.1567012238534702,0.015897293770230615
MEGF10,-0.03668007830175757,-0.01288142063877191,-0.021671595460307506,0.018132135899534205,-0.06028106959310965,0.04397133902046728,-0.059413230953057596,0.07636639829005085,-0.0040945354380215815,0.06276079444754179
C1QB,-0.08540190860957464,-0.014875127774099333,0.0037376243984223517,0.010289626659217371,0.018909982471963783,-0.15392867475393546,-0.047530476747021023,-0.026593812343106253,0.10916870090765664,-0.09076516312610865
HLA-B,-0.026087115107762383,0.07555966073351422,0.0024178767883981994,-0.05524960851271387,0.12143914913724196,0.03827667378710836,0.004256456261194454,-0.05277837247472126,0.1495630766235579,-0.05093970547090555
PDGFA,-0.0068070997430647925,-0.007396266877684128,-0.06844547765036438,0.07447810476095618,-0.01368990990252816,-0.001546775384413226,0.013716309614247345,-0.05670600338184157,0.01145366697758974,0.032637310313592745
LAMA3,0.0584871030715795,0.12836347750347019,0.06531290395640904,0.03253909399611734,,0.006915759461659648,0.024803470499116645,-0.015399743121880506,-0.020668144077648568,0.07039435411026124
DKK1,,-0.015425618348731872,-0.01134115757831887,-0.018167356649564207,0.031472180208256484,0.02305234842280422,-0.03601004156320651,-0.05708983303455003,-0.01855938158423787,-0.09920567819586228
INHBA,-0.030316809993603262,0.018012088459194095,0.0417903145229342,-0.034812033492833745,-0.08953499321739462,0.07395405353037346,0.044998180925588584,0.004404735313911934,-0.051666491221333405,-0.01688766370553344
LEP,,,,,,,,,,-0.015954306264027905
IL7,-0.02190091767085155,0.0017064152763273794,-0.016348174277671566,-0.008362926022374867,,0.005771502829883602,-0.013037848123765692,-0.029381206036602183,-0.019375108753949107,-0.01780444215423582
FABP5,-0.02996257874311425,0.007736683327202438,0.006773799467247782,0.009969737026426307,-0.06726356648374603,-0.015463633483957444,-0.025276949878166536,-0.012177854758660072,0.0713668593036679,0.002152803096321644
CCL4,-0.005108292302091072,0.0917428124629773,0.009677773964517779,-0.03300639336330066,-0.07285555950595268,-0.17910260722548973,0.03817438781590234,-0.017775737461976228,0.019879874049294054,0.010515562247314295
FBN1,-0.009142331203397277,0.01368905516958032,0.009246044696230254,-0.03197510199957226,-0.04643601746229527,0.04425696611634718,-0.058378734844451975,-0.0433643851278254,0.0940768527486028,-0.0014984589823620565
TCTN1,-0.005736973426094104,0.07210910941389706,0.018038473066575616,-0.03135808824325848,0.09649857988628621,-0.05681138378503731,-0.03456583959488476,0.04037288051552501,0.11162311245354367,0.04500756771111519
NCR3LG1,,,,,,,,-0.023187172856525284,-0.019375119041457074,
BMP7,-0.011645051623780576,-0.10784726769941685,-0.03384381292729184,-0.04097909736674362,0.030359665531524534,0.1353339897494379,0.027487896531313616,-0.04443666863115676,0.055592346001042466,0.06272902341460362
NLGN2,0.016032973623837345,-0.024023707101725824,-0.025573604915434565,-0.006928056455150818,-0.02411821939828628,-0.005974304273008032,0.015854081918115277,0.016481998415989584,0.04682037873797842,0.05386565198109382
CCL25,,,0.07230998019835176,,0.19154261397298347,,,0.024818408895277092,,-0.024701533270211025
NPNT,0.08265955562239419,0.008915809435839073,0.012705526994207827,0.017804195559787152,-0.02474830991349588,0.09778423838440471,-0.01970415585995417,-0.0232138444911558,0.12130501253571484,0.08774276436465836
KITLG,0.01989715140503151,-0.033884904125235024,0.015211040819277497,-0.020555103799791807,0.07202250643350877,-0.11780951598488727,-0.0019060271349717601,-0.043118104993864925,0.031293131192295244,0.0344303848527937
MADCAM1,-0.030251354197895104,-0.01620796505737566,-0.022081900495536464,-0.018167357669895308,-0.03760872955883662,0.005749439725664639,0.12107299510536307,0.0261596050637896,0.1323096798900922,-0.019837811074593467
F12,0.05693181018302951,-0.04241381787290007,0.017234056545406863,0.06576829995751109,0.011592475410829183,-0.06552488269427287,-0.05049498603283436,0.02695696570383985,0.012487506463544679,-0.0253127977067905
S100B,-0.03522873104591782,-0.12102489514663911,0.012061173918463062,-0.003628865849852134,-0.003142210798260012,-0.21798710684040473,-0.099922734405821,0.09375275832683994,-0.1149127084142975,0.060383355026708684
IL27,,-0.015144935242398853,,,-0.03642079757772114,,,0.05354406930959439,,0.029528674358466706
CD99,-0.025006461781247925,0.07785451779151978,-0.0278141980459498,-0.06237157677702693,0.10602480178837727,-0.2125195674609717,0.04051226203033573,0.022849028826314316,0.1424676543765527,-0.024138352729669774
PDGFB,-0.023248209662678907,0.007831795391041018,-0.0025213674459517743,0.024854148132551265,-0.005814212210808928,-0.006852033004727297,-0.0022433070965147614,0.014844868438157953,0.12697703531049948,0.022866094207679714
CLEC2D,-0.016340823515113533,0.043181591272743014,0.0435324463265253,-0.01511931316262205,0.008479302188157435,-0.026695268692503545,-0.004800868529104284,0.0254120735263838,0.08487618053291257,0.0077615122769255805
F8,0.0045423621041066516,-0.01677951375606052,0.050631786130073825,0.0425816942308586,0.06821149354672465,-0.06766179816294096,0.03392314245354056,0.0685144331633319,0.04353167858274068,0.03920171090086411
C3,-0.036693429645802515,0.020877312822523135,-0.023293793721622096,-0.04701115314606063,-0.023720021621914777,-0.14340711334865316,-0.061246648219866646,-0.0656424995520036,0.0025138258154164,-0.15434510990206182
DLK2,0.01395704482016894,-0.02504381772962007,-0.013593718380971254,0.04055328617154635,0.06922365652572315,-0.025880557951997743,-0.03417670117728105,0.02085594336348158,0.003315699815337926,-0.017760854263105554
TSLP,-0.041942116528651936,-0.016540117886019595,-0.05299021080331669,0.0031099217909615305,0.05005117320927005,,,0.028127981561636244,0.0691077965568292,0.015265297020846162
OSM,-0.02431174268082426,0.04884686366092746,-0.0400042181479176,,0.1333388960524167,-0.1339562408548573,-0.0147500995233464,0.015663658637161102,-0.018669698833226313,-0.03764945742225713
PRND,,,-0.014844319576051816,,,0.1727739097748327,0.02904917486779095,,,-0.020753576073439136
SLPI,0.03291265116055694,0.008304306402225329,0.022336804843356723,-0.023082801009122765,-0.027300978785869227,-0.11542901501091175,0.004417358941456981,-0.06242323657067113,0.10889458640919109,-0.07749230282585191
AFDN,0.009042952094100687,0.006672328082980854,0.06444900178225522,-0.01687731601282066,-0.021858006320146745,-0.06300949354382024,0.05873776560438932,0.034659707563774164,0.04446252961890453,0.07828205428144007
KISS1,,,,,0.09692518687135124,,,0.030393091850232024,,
ULBP2,0.030147169701096866,-0.026072829598862608,-0.044508715749540906,0.10542544871592135,-0.016713729016002234,0.07125925931657381,-0.004846985015015477,0.008155650925051241,0.043187225536886795,0.09198427009923082
ICAM4,,-0.013196018683297084,,,,-0.0015910988766946305,,-0.015175135036153626,,-0.019010175193891095
TDGF1,,,,-0.0033137120690203154,,,,,,
ANGPTL1,-0.06487287215745982,-0.01380811537894542,0.037420298662163176,0.023247681959707764,,0.012860786424262825,-0.005478853140688509,0.029383861024801547,-0.030721509684295628,0.07441182011587069
LTBP1,0.05705351757608176,-0.004585336331058049,0.050326012831908525,-0.0465756752207105,0.01789930016739761,0.03829031089662252,0.023269371151370434,0.051442604027299686,-0.01467073102051314,0.005616145649603779
NTN4,0.05398667777217409,-0.029244382600608704,-0.008970807882145364,-0.010326537660453808,-0.04276564399158223,0.0056798034669003775,0.07526592128727469,0.10925305525467495,0.019660626108282363,-0.021613799041623954
APP,-0.06368550493923351,0.05688904317008102,0.01404792706249272,0.06991343974924076,0.013790865015119294,-0.0699720499923176,-0.08777093283440694,-0.06281097512243797,0.05070736045809713,-0.029950110353151843
RIMS2,0.008368473115181112,-0.04571264207736371,-0.005136473624570756,0.010807195084406966,-0.046925257658080484,,-0.028056701343085987,-0.012541497869191485,-0.027261643247346912,-0.01960712393373313
WNT7A,0.004304856430448903,-0.029349998140591717,-0.015532639808241737,0.0134431321642496,0.0025705203538043493,0.07585958039426492,-0.040113879775148055,0.002357975587953208,0.15274603328044992,0.05998143595121273
GAST,,,,,,,,-0.01729747944323709,0.2219619934528394,-0.02184504832299772
GPI,0.1407114584244454,0.07028301832151157,0.020427080278575097,0.04601092681863529,0.029638668868758922,0.11383985525033541,0.07317052374290954,-0.075765886837196,0.13439668390085524,0.03996540872778544
IL1B,-0.011145458806530522,-0.003936477656467032,0.04237283217433529,-0.008936389410436141,0.018970902715602738,-0.16316723891344043,-0.024550126368810102,-0.012874189004733713,0.0603267286520226,-0.039164802109436535
SFTPA2,,,,,,,,0.011959729446457701,,
HAS2,-0.012031016326185334,0.041557568744902997,0.027814952231184444,0.0070877185970607244,-0.04839575526218561,-0.08320421829512285,-0.040846000336840584,-0.057805849658356445,-0.014326422416491994,-0.0023494092019395113
IL11,,-0.013606995480938765,-0.02262787005194984,,0.04790895700430293,-0.07717290168029581,,0.010436284478984738,-0.023504751905337785,0.023850522112471153
SEMA4B,0.018269634928546573,-0.0040903054196031125,0.013088909642708934,-0.037608164096289365,0.11488317005448383,0.06290056092806989,-0.02309484117621913,0.025365184381620096,0.0598067041754356,-0.017470334806714137
FGF12,0.01711599763254528,-0.12056952093817676,0.005731619093934783,0.034765063374842683,-0.03771865713682563,0.013345967453808014,0.005140409607553124,0.012422417000470452,0.02187747096358507,-0.004858686162058609
CP,0.06001222615146624,0.02931644044963992,0.038067900363514616,-0.023810931726694344,-0.020430777750695826,0.061757037564006766,-0.008549588838729118,-0.02536318916318818,-0.02846666890156951,0.040008387447377086
NLGN3,0.0636268232308986,-0.12406083571903284,0.0013824955557633271,0.04494503362044122,0.020659340495524058,-0.158500108260166,-0.07426689742132768,0.06488691952159602,0.01231379049890334,0.0652163829712667
GZMB,,0.048712574592590145,,-0.01576449658753348,,,,-0.02144291890409815,,-0.011269201403647249
PROC,-0.02915584810630236,-0.014774661490093155,-0.008110770450385387,-0.012426559688346033,-0.061821960773996036,-0.0017195020610574192,-0.05089135088334361,-0.018272027458724263,-0.00835567312890635,0.023433461901670158
TNFSF11,,,,,,,,-0.01827202043828533,,0.023217780619451803
AGT,-0.01976076059245706,-0.05671855720524045,-0.0003735318502597636,0.027904919232659593,0.03480447838453948,-0.20574380938251813,-0.022051717922465953,-0.09266135269612437,0.12803200375995955,0.08027929432547967
PTHLH,0.12125858791355143,-0.001683763124915374,-0.00672983880630068,-0.00794117998530096,-0.08356781101643405,-0.021010432385218977,0.057855753080766674,0.02797823676483523,0.06837168466458128,-0.044254712872572675
COL1A1,-0.08100824660670997,-0.01906158240580636,0.09504496742710698,-0.021113486658712845,-0.04025724728852461,0.025157365114644593,-0.006285951806181978,-0.07076673321880161,0.13727033327542262,-0.06297674526319746
LAMB2,-0.05565811194195846,0.0027286640227958863,-0.030197639787846897,-0.010508467705613516,-0.0012277597531539374,0.014375848593651716,0.0033288400895370653,0.02703687922450278,0.13169959186154287,0.03265140392592233
DSC2,-0.04372867388425383,-0.04528628208854743,0.007655957867119285,-0.007070997149238373,-0.06291267296971446,0.06063634718999069,0.06369915373317682,0.07121525178961713,0.06192672701444116,0.03581906848946637
WNT5B,-0.04384009829643354,0.027737130873609288,-0.02460920238397253,0.024256127249334476,0.050363147541835046,-0.008401730204740257,0.05958735017653059,-0.021498009004797126,0.08932586542116226,-0.03510104498243809
LEFTY1,,0.07230824621247008,-0.024709834227153737,-0.02226164709220568,-0.05581254481719009,-0.0465971540441543,0.09657909509116305,0.08932109593620245,0.016496063065868323,-0.00646729031578354
FGL1,,0.03343262420314638,0.06343435515288928,,,,,-0.024239168636980994,0.0028474159006770293,
CXCL5,0.07842006010941883,-0.032236338956574885,-0.014686121950978221,-0.009511742289063098,0.029013325590139565,,,0.005059932158666112,0.03126815995640296,-0.05004994668800637
S100A1,0.01812554602663608,-0.00033883424075202567,0.004282566921566917,-0.0307845145793645,-0.044143535633922135,-0.12274914150915273,-0.07847285546851357,0.11085147472051866,-0.07947601916172295,0.013892041427100344
C4BPA,,,,,,,,,,-0.01595430235414555
NPTX1,0.025390392807368774,-0.03499575613916061,0.02295917509211114,0.08030211400605233,0.014459494907490435,0.08976303875602988,0.06515203177748953,0.04382036318018623,-0.018559376957271192,
TGS1,-0.02705509109770504,-0.002550083523754463,0.005561617795123567,-0.0005635805787088757,0.024555354806176325,0.03125474603511472,-0.052359601815328116,-0.024348350544052145,0.01285485535949447,0.013378456690931717
SST,0.005621397628506728,-0.00265011111310747,-0.0017741851917041735,0.005756751071400388,,,,0.05488369944218086,0.10132342542788436,
IL34,-0.04551507698590618,-0.026654021307245247,0.006669577755639645,0.02155107799675708,-0.018884323349903743,0.03251012931409749,0.027131341009357195,0.043360423883890165,0.037856052145388806,0.035984660752645295
DHH,,,,,,,,0.030557548773488475,0.07531307534836883,-0.023562638649571005
XCL2,,-0.02035806538322661,,,,,,,,-0.016653361733665155
TF,0.0056935613072673615,-0.04518702177461793,-0.020774760950732614,0.016216979649195124,-0.0023617285471517896,0.11444361470526519,-0.10108030370807515,0.04562399381028124,-0.10129232782592029,0.03203951630618479
IL33,-0.022974626479957426,0.016877352827284857,0.03331999788926498,-0.030010574898656505,0.016195708905198815,-0.006115628251649308,0.07037030443870494,2.249264270210126e-05,-0.08037462424281398,0.02374409718706235
RBP4,-0.029817242468498515,-0.031081709912864627,0.008053056896866233,0.06928409382501101,-0.03163937493769023,,0.006459620073524937,0.09650765115103466,-0.004369526465173976,0.0002821866146125835
CCL19,,,,-0.026860495423973063,,,-0.024739909174670203,,,-0.03050022335091826
CCL20,0.010312806877754446,-0.0564928754067579,-0.013530627617686683,,-0.057055469714244224,0.037843676047825486,,-0.018728776729006667,-0.02066815532447232,-0.0021150183103771664
NAMPT,0.015507442549156647,0.09912020134930474,0.011399282675767267,-0.045352003567631576,0.005709437845452696,-0.05814390144849181,0.02500903535254435,-0.11168369948343561,0.1359476353177629,-0.08837120148950454
