,UKF248,UKF259,UKF260,UKF275,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
SFRP1,0.013902413730144175,0.013478056237061116,-0.017690654666292497,-0.0373043661949415,0.027718577595734734,-0.10676770632273701,0.031235698518779675,0.01762262758864299,0.01463890157201019,-0.040982697736614226
CXCL13,,,-0.017531664694276132,,,,-0.009054969144735043,0.04222551771396559,,0.048758985668406245
MICA,0.07632994016413505,-0.042921871279373656,0.02504369196079059,0.008723997062170872,0.14752928511389965,0.03163427663785626,0.0488551529283961,0.023370308048925755,0.06825722228671877,0.03385992573149137
TG,0.023776837148800068,0.018602692773632985,0.005983186840318282,-0.016970716639269058,-0.032368936522709016,0.023548488521055663,0.02242112736984359,0.029544224422203433,0.06819527061294005,-0.02936359219942653
ADA,-0.007666760962408749,0.06633656834938921,0.0518802658706331,-0.005759658947336936,-0.03180608116248933,0.051739712671833936,0.062081988612719664,-0.016092237007298636,0.06863418339264597,-0.013237972580758943
LAMC3,0.04140718673917664,0.01649213298964397,-0.014153962146212033,0.03927297116740747,0.08916041159075867,0.004767361820271586,0.07919452677787296,0.05844264880347672,0.04528149589664698,0.028509001658381793
CCL7,-0.018737497259080572,0.03198633614936965,0.009140485516732041,,,,,,0.1243333547872453,-0.03369893635342391
NGF,0.01236874275211786,0.012205434382564306,-0.009768284765151635,,,,-0.001224706912596218,0.01437909652343226,0.03527920754287543,-0.03722883976531964
TNFSF15,,-0.02420864395929915,0.004272216313080519,,0.07509791546744726,,,-0.012034280134144542,-0.013987652374253883,-0.03635631633010961
HMGB1,-0.07336572617245952,-0.02773190280800275,0.001461589143049346,-0.015832891788811587,-0.08227034178810484,-0.12580199174235532,0.010636825207676209,-0.009333146246354267,-0.08169852340260551,0.004264891738704095
ITGB3BP,0.02092970772398293,-0.05483045559098705,0.044900819614255225,0.007631865366451008,0.025900145387720525,0.054867239890860786,0.008195692687834962,0.03599152992178399,-0.005025861354990399,-0.01895046615025573
AANAT,0.03472577299673671,-0.022027392450799224,-0.015506873464409073,-0.015261864650871407,,-0.049599937055757416,0.09184830818627442,,0.023601531446333587,0.00500854685154068
RELN,-0.027578048151032084,0.022304811349016074,-0.028337133987977114,0.034203154428294254,,,,-0.014536106219093087,,-0.015776409118240457
IL15,0.03959058257960506,0.09270536556764686,-0.01618199037057417,0.03366097967828695,0.027089829744033365,0.007601213516737456,0.06088931450059819,0.07067939258685217,0.10141296649634012,-0.0383140567568679
UTS2,,,,,-0.026561054231131778,0.022394211460922388,,,,
BSG,0.019126406276509512,-0.02859633022229833,-0.005203624189250555,-0.03425294539878996,0.014746878783540182,0.0666481001171595,0.0290847422330621,0.008001328620682823,0.08828820433170698,-0.015993481093630656
ADAMTS3,0.02321468260744604,0.019466036343469148,0.01919378361504855,-0.006310726140205381,0.01703370521196836,-0.026556412860650365,-0.03071490567800251,-0.025107309851957027,0.07001644737611779,0.0006966136935282467
CD34,0.03074260982478436,0.05566458205434853,0.010507507160016584,-0.013451343674279694,0.03894337138112551,0.04769405825189882,0.05864669518928557,0.061690091029184074,0.03580242216194195,-0.05161053295655766
CCL23,,,,,-0.028153500912461056,,,,,
PLAT,-0.015550980213774069,0.04202794651327513,-0.023925596620867875,-0.036981616758523204,0.12566855989447265,0.04136343135134173,0.059383032184578896,0.010918840479106335,0.042825462762184824,0.05491598150975989
NTF3,,,,,,,0.08686324390681383,0.05697115017665954,,
LTA,,0.03465265038866262,,0.06156470735762344,,,,,0.061871174329292934,
CKLF,0.03775530547989722,-0.015806990683235957,-0.016555839976808897,-0.0163001954319736,-0.006796965865444064,0.05044441691565819,0.025966241947182906,0.0014783642612023566,0.04736898581480322,0.032624794050773676
CD24,0.014776006546223363,-0.0017611331245428739,-0.02311936989491172,0.014029677966366366,0.0931586095944951,0.09245692682513106,0.00031025535139066944,0.08369962277014333,0.04273237709949876,-0.0026257809633682314
HSP90AA1,0.042605143972373166,0.0072748581776469565,0.00797910068701163,0.03310821656511066,-0.006039053414981176,-0.050062825461481525,-0.08266372764670823,-0.030448992669989603,-0.05642911474493771,0.03428056571902082
BMP4,0.027395368070970004,-0.029714460972095007,0.14191245127583715,0.06157699589196183,0.037975975167690385,0.021850157099359675,-0.025701477215549627,-0.0417016325188731,0.05076915713453613,-0.05562533470137249
SCGB3A1,-0.01873749538535588,,0.020864999088412647,,-0.034743681871611816,-0.04103190807075516,0.024376876406552582,0.03404598131860693,0.015401050150327002,0.12407513196606806
IGFBP4,0.042987139110308284,0.06283957689161718,-0.0546870585812351,0.0035556799144800463,0.10594045947403607,0.015400545560869942,0.07133022045520189,-0.009422601559795416,0.020823507626923653,0.049431775529609215
RSPO4,,0.012482748646777451,0.04978753044190365,0.08074197593736628,,,,-0.016830646003687517,0.04023965280197517,0.05422220397837729
LEFTY2,0.05019004186665962,0.0061481376344788095,-0.009554530878785276,-0.00895598272922967,0.012933625219906774,0.050258109435884234,-0.023966648139045775,-0.022888566634103626,0.09081633842608997,0.08743600620099354
PF4,0.01620110441570747,0.012886526915241309,,,,,-0.019104804185732117,,-0.00021291738999442488,-0.019812935511316822
ANGPTL2,0.007081311823436982,-0.04022505609994588,0.04933171357402995,-0.027583063502910815,0.048344963914070185,0.11978604923282002,0.04856995993768926,0.017676806009011295,0.07316133876150764,0.04868242882061383
LRIG2,-0.07134828328638705,0.009575902168405516,0.002886810442952802,-0.0663186549218696,-0.055521045172246895,0.0049160071707737745,0.04527914853616499,0.0014542945934919772,0.004207680483682051,0.06506212763356249
ICOSLG,-0.012202597348162491,-0.04704158089572616,-0.012468434022630965,0.03616930660683756,0.08691353639610837,-0.08723668432736663,-0.024373160181703518,0.02318311457761239,0.07299709219466133,-0.020134473384858145
WIF1,-0.03497398509883671,,0.04587039897522343,-0.01319223867144416,,,,-0.015645715708879966,,-0.03635631334652781
NPPC,-0.04012220797161436,-0.009146273795608409,0.017076573866498142,-0.025733865988890804,0.005211817662652505,-0.05126038900010529,-0.013758445539054373,0.101751918166804,,-0.036968400152837706
LYZ,0.012507315856874418,0.028169637411005137,0.014977106852429787,0.016796051639801655,0.0720064011628482,0.0856357216960225,0.008848982107737473,-0.00792777651567639,0.011939700991549979,0.0013849510106822662
EREG,,,-0.029993372103313584,,,,0.011083462232305835,-0.02096285336347065,0.07085072181280626,-0.022810558014690306
SPTAN1,-0.045567920383564595,-0.021616202833962195,-0.041870813028261504,0.022993228064271065,-0.06561008488356553,0.13315454881797384,0.014477532450498494,-0.01740409952627338,0.03955076332869153,-0.06507038925882233
PTH2,,,,,,,,0.12881926419201237,,
LIPC,0.004916358217639712,0.07896976310157636,0.013934390941691395,0.004433750711928562,0.08412515866923433,0.17900132920455797,,,0.050832056996811675,0.0032441843271395444
COL8A1,0.06396491766036795,-0.006093976341694693,-0.0562396694506193,0.014350977524824693,0.009209941912903863,0.0726553942934394,0.03758013257485379,0.03956397920845007,0.08498789159261712,-0.008739861450863936
GSTM2,-0.04624156655474994,0.0474366451428282,-0.012915396478276895,-0.019102824579380163,-0.007598751052998144,0.12617646622578152,-0.008108307757021883,0.06102376548504852,-0.0027593836383257423,-0.013444050752165546
IL4,,,,,,-0.035327290292450034,,,,
SPX,-0.02029307774756751,0.12121536715046868,0.12875665147239249,-0.0075268014199680235,-0.03297603311356689,,-0.02372105634566409,-0.02348798374691475,-0.02001216062888337,-0.05385686287611771
MFGE8,0.017894871008775556,0.004882081482484923,0.055141892166099625,0.023830343733024933,0.09852618352532594,0.07494826677198539,0.007083808065057656,-0.027573280547986773,0.021867157266822087,-0.023289979879373927
TGFA,-0.0005468966154571054,-0.012529047179728995,-0.0544233151790236,-0.03467614250661115,0.02430134064289416,0.008195422797539816,-0.005128392101584069,0.038102432007209926,0.07696516709849045,-0.027978314679523147
SLIT2,0.04052069691918819,0.10258962928728958,0.05959757069891735,0.008842109125379203,0.022548622198126794,0.0621264031347027,-0.0184489630695322,0.005628951958607799,0.08967311509142646,-0.03194943055444973
PLTP,-0.033880850109756985,0.019100584443616734,0.00659187480767597,-0.03123995369129517,-0.054048617740832035,-0.022483583185138076,0.0923794166517309,0.0321091800953123,-0.023492441455006032,-0.0014813716840003284
APOD,-0.06491119471850747,0.022842880642821507,-0.01372431157161273,0.00762240219225257,0.004067884342407264,-0.04755841055813782,0.0873726153961378,0.04347549745562693,-0.07246082077789219,-0.04801580766400028
B2M,0.08151147530085377,0.06459385622893521,-0.023938383061422486,0.035575435129979564,0.15046890948103858,0.12948369335568732,0.13325200948942778,0.0042267188728052916,0.013478102580245057,0.05625000006929073
OMG,-0.10070801209917403,-0.02639750356486008,0.011063374612123188,0.02391827938297531,0.002529722087714621,-0.026336981411285085,0.11397575799702296,0.02239979565236811,0.06333259324114585,-0.026467495619583007
CXCL3,0.04337400668070361,-0.023762949101867752,0.04979635668044213,-0.006297180999576512,-0.025635753610066956,-0.0031319342274640956,0.05165818107025989,-0.011202159290846432,0.03048131414936914,0.0430898498143022
CXCL10,0.05234894682940889,0.10041712238385961,-0.04225667243832628,0.0826598774234362,0.2034118278744989,0.17430033374630763,0.08846153780896925,0.010106965976138573,0.10584903198165355,-0.045891800013234105
RSPO3,-0.025452506693826284,0.03069291468688317,-0.020635115021800408,-0.025820259028789372,,,0.01809198169314749,-0.010498888848560123,-0.025034069176616103,0.002771175218333722
CORT,0.07218479370684697,-0.0061433957165437985,0.0035692697056339986,0.05826094320442466,,,0.06169231613340797,0.011038024629383853,,
NCAN,-0.00013096760777245994,-0.020504806628650014,0.025621112900289865,-0.04446591829640508,0.03591740068738396,0.05448821667633293,0.009138126293462953,0.008902605191361861,0.013554994293648205,-0.002365395367624083
PRG4,-0.028178958142383487,-0.021740084811791127,-0.014774668271740924,-0.021847446911813655,,,-0.014710858084456446,-0.030142500243894452,-0.0243375920973493,-0.02757690697163104
ZG16B,-0.012905646935786145,0.03308505769837291,,-0.011679504072684345,,,,,0.008877735890599507,-0.016902466002088272
TGM2,0.012586157149220827,0.04364900586316836,-0.00029621522874400096,0.012974766642301565,0.10886623031257907,0.028674466878211246,0.029227134828914543,0.007446177488972419,0.025988155321345203,0.00992819463240891
VEGFC,-0.0357787933521352,-0.038746652253977984,0.02556270092013029,0.13262508051367616,0.010311709055944111,0.06707853257465494,0.011879141500882944,0.08767524575034799,-0.012793312979124682,0.03669795430554541
WNT6,0.01686426160176851,0.02012597331016903,-0.02035807045396148,-0.02599231973352538,,-0.04479740611980447,-0.012753927067812691,-0.022337013991709707,0.1451238814463136,-0.017465318485882307
NRG4,-0.01725789280296087,-0.026458677735110972,-0.021044582832241674,-0.022438218403715765,,,,0.09396442237338794,-0.025034071982337994,-0.026265160190924414
PMCH,-0.019890650204910574,0.029638109028905752,,-0.001120060008279965,,,0.016053005888807186,0.016283915679323115,-0.046226707630355524,-0.0336363176368879
COL9A1,-0.05212374686699688,0.0725451912734484,0.010507889086517853,0.0048786938791620105,0.154968892732449,0.055840401637202754,0.05200273197577585,0.020873161358961313,0.06192943004682753,0.022192546852835858
GDF11,-0.06523242040197379,-0.04933036736245368,0.0179345696678177,-0.03043610625251968,0.016246058953673426,-0.021621994958543327,-0.07179625468842034,-0.013710634114408463,0.06351387640606795,-0.004183705734587374
RAET1E,,,,,,,,,0.002899801392297116,
IL24,,,,,,,0.02629923772365854,,,-0.029363575338032247
SORBS1,0.051789078257662255,0.004366225092951576,-0.013393974673932314,-0.025909738466611192,-0.08766562422748951,0.1195651134936092,0.10895956928264532,-0.05649807284156471,-0.011788834717836762,-0.047565833699999706
DLL1,0.04533374261564773,0.026944027651676642,-0.010940137127586645,0.07323301223179586,0.11170222012377579,0.029438777904110022,0.058970597215415886,0.02857313914817303,0.05729862617236546,0.06534726452993159
TLN1,0.06995623595366707,-0.041067758760992064,0.030248670685251517,-0.026025157625054585,0.06445469330855653,-0.03786506357346175,-0.04883248745828924,-0.0192271616946319,0.0438951262459395,0.00757689275888032
COL2A1,-0.03237855443370637,,-0.013196020110351503,,,,0.06343338205502168,-0.02695770517852749,-0.024335257934019857,-0.02366349956309792
SHH,,0.0031797294771004517,-0.02251286002462234,0.0504670879241086,0.18380926633214612,-0.012612059654347679,-0.037674699622913324,-0.007937043975040522,-0.0121404220238133,0.1743573413246257
PON2,-0.01832650345761639,-0.0369483831966412,0.02180209238374303,-0.061821573979587735,0.11520728962187017,0.09534314446138706,0.054426819557767105,-0.042051726995367245,0.0679651092010956,0.014435650290522382
ICAM5,-0.02086726146357861,-0.02696774898497571,0.043564515705152546,0.0655936966188122,,,-0.03554743941702144,0.0745031867947676,0.07073292567820774,0.003944769825524387
HPX,0.06525629252589851,0.04717048003100707,0.06596487190901107,0.02488426226648221,-0.025635740197991624,0.13695672039559362,0.049525731095123114,0.009809090341756742,0.04437305391881674,-0.0012399715030786483
SFRP2,-0.01138062289983076,0.03380711711751081,,-0.019102573622691847,0.07988100274573302,0.08579247364615673,0.025381931077402723,0.006665447054775083,0.011753382840212094,-0.0035638299226562783
CFC1,,,,-0.014698767082155187,,,,,,-0.023240534142147586
CD70,-0.005819406408794526,0.011715867006556814,,-0.02741834712046479,,,0.03253821524784803,-0.03236565986719652,0.07029602400271565,0.0037901067449394444
HP,0.03286916961498311,-0.019757133758484428,0.028449436093595095,0.01680590765459309,-0.042183252853809,0.0633776112266875,0.09367892625314975,0.010867899782412977,-0.03744823360177562,-0.031853748879886255
CXCL2,0.0019465609201953892,0.01702380198198412,0.0072850668321396556,0.019845884194183653,-0.010676470686729033,0.1670296799539815,0.06734400148096102,-0.02856884451978386,-0.055185277361205314,0.0349486477281304
NPPB,-0.024173182548318812,-0.04307809605951541,,-0.012870838236706638,,,-0.03980750850357897,-0.019125561548563298,-0.025394277975967407,
CCK,0.03087662242357185,0.02069974662183741,-0.033601297264143515,0.051232914834308606,0.08412685603518545,,-0.006139981410745057,0.01732783584697133,-0.03294323385748071,0.029533906624814327
SEMA6A,0.04536417868181899,0.025027191946997512,0.06403001184482125,-0.014243031350459344,-0.1212926882468788,0.021280656196204815,0.009263440359791137,-0.005168655618255043,0.01114585898506028,0.023316373475476937
IRAK4,0.0009012539741809726,-0.033469494803261474,0.006736043991058121,-0.028215726593329427,0.06028539451812274,0.036713982230246946,0.044736217345140966,-0.002203354929595155,0.042796311259888725,0.03537910984222902
GSTP1,0.023372089207830543,0.03376518723774864,0.0524156575734122,0.01959811267755383,-0.06241275820848521,0.07726751433299871,0.05660195914453633,-0.000412340787699988,0.04337528604619773,-0.04134512526889625
VCAM1,0.014032508461032473,0.011052428258056654,0.000787513355207703,0.01160039663044491,0.09941529012894872,0.0651015492021507,0.06638902659247943,0.017521900687942963,0.12337140671778457,0.008302099844073508
NXPH3,-0.011639598393308352,0.005560046661103134,0.0074959828190028135,-0.009325681223766482,-0.012781232327207175,0.04407020015325406,-0.0038219126862576113,0.03898469162853345,0.03129101946583861,0.050186378841750916
MTMR4,-0.0595249867666498,0.035136663315204,-0.0033596704629400374,0.04367018134546541,0.06336998264697168,0.005882593489417562,0.03655428005098505,0.014593362848480226,0.0760611718142267,-0.0014753441086593842
LAMC2,-0.018973420675968956,0.011408033639640384,,0.05222328292309184,,,-0.02468992180791856,-0.012420914611446841,0.014600070051781565,0.0152496242812941
IL10,-0.004680401368335646,0.14750836040032766,-0.04090573766927499,0.06320261873667515,0.07940587661416369,-0.028866274616758014,0.030411185716252957,-0.005254245279782541,0.09857969428049988,-0.0439980405455747
SEMA4D,-0.0027174968460504786,-0.020631410204705047,0.01775698192372226,-0.002827770768314641,0.04442488176388215,0.05804965293428676,0.01620706438508288,0.022791601841368705,0.03124042908640803,-0.015087275358445198
TRH,0.022686365830664225,0.025579489467968123,-0.012985884263639525,0.025657562167585884,0.05784368999906503,-0.05316997340850931,0.005656181576555903,0.05440686401109763,0.03259119090539007,0.13593675903947458
SEMA6D,0.0155931332737675,-0.04812477529044316,0.029053900078269915,0.011242494124935627,-0.08521962452886886,-0.006534272286752992,0.04693034366971287,-0.013767205608303981,0.02559881173445583,0.02944036510605297
CEL,,,0.04529741070702313,,,0.0886216589635926,-0.017283583754714598,-0.031442561182989444,0.104463897914039,-0.027021449225498206
PDCD1LG2,0.0050088716643931375,0.009002871095520113,-0.02887298810071571,-0.03308404846987779,-0.019970065332789434,-0.005373380807445339,-0.02423703617589175,-0.044604482476072356,0.052043110004167094,2.3089968719392295e-05
SPINT1,-0.004797989078392684,0.006308229818759429,0.007395565883697782,0.06506692599769902,0.04493391955464656,-0.005339833381624767,0.019237178688951043,-0.02075003980933127,0.049836418795011626,-0.021959024182883004
CTHRC1,0.05395131280587143,0.0352850527233152,-0.005012727715209755,-0.01332412520926461,0.05194383872339632,0.1306820405012174,0.029906743188115197,0.04965886271287423,0.02687866350380821,0.045767161335129085
PODXL,0.05121712600989945,0.04620143740526392,-0.026493876942473463,-0.06206413452287715,0.07672895556214848,0.0707280106466656,0.02850631329145183,0.04180567645974239,0.03177293031994723,0.10474018177788641
JAM3,-0.006422150847210834,-0.01206213980272464,0.038638055752555994,-0.007420060460772393,-0.03520179205059954,0.0630741462300788,0.062306663388559905,-0.04174420619152196,0.018451720923768438,0.03162511251051475
TGFB2,0.06044678966355911,-0.011204681339152306,0.09846776286888129,-0.024737052447477526,-0.02483303332866147,0.12446040379646127,-0.00712401540307745,0.031782675635851854,0.0034580110524135756,0.005332052085709934
COL18A1,0.06721533372555293,0.03579150598732399,0.003466527571525199,-0.03568879175357131,0.099325026131387,0.014377751678067067,0.044735118771562034,-0.008601701375299134,0.005055640750270929,0.039716276775915715
NODAL,-0.0027902426165936703,0.07561220948274315,-0.019748729841878452,,0.07354847642513905,0.009280413485029157,0.012338361897077748,-0.014204247444002874,0.00584273470581847,-0.02353778530027945
INHBB,-0.0057721125867303885,-0.04735209203248532,-0.016916065369047755,0.016886989819394172,-0.01568086252465713,0.03056690832330805,0.018337168565309942,-0.023165540724033307,0.012628434081142993,0.025890106748485218
LCN1,0.1109604523249716,,,,0.01082614154404807,,0.014982556507276456,,-0.02876340734342784,0.12151999280316685
ARF4,0.08496862193354915,-0.016960684656630063,0.014146624345931459,0.020837796975140852,0.056362787922941804,0.04489540530587921,0.030604456566830057,-0.015559734515716116,0.028913473563348106,0.031308187960592926
CXCL14,0.02013202412166633,-0.0063334120879126625,-0.003527504012977205,0.03569012316042499,0.0405261311367731,0.00508741854948968,-0.00971500290278894,-0.0007590674584187077,-0.018917838442604352,-0.06128056880688488
LIF,0.007323979218666353,0.07093870410339956,-0.04111369490827081,-0.017598294940330814,0.01769112945527784,-0.0036962575991425217,-0.03036077060728006,0.018155468474700107,-0.014309228782620222,-0.0018298327709632156
IL17B,,,,,-0.040425835951381855,-0.046588220458593524,0.08416959763019374,-0.017671403707761723,0.08138734648460089,-0.020058007817042662
MMP1,-0.02615799940143453,,-0.01298588143080633,,0.02999690949050459,-0.0651523607635461,0.03665812630136351,-0.012796411820130773,0.024880290959400444,0.0629613482950756
MATN1,0.03100765595607625,,,-0.013032485872266871,,,-0.027019251968358717,-0.01821227863533342,-0.009383592477512609,-0.018279063937127672
ADAM28,0.013493609848348787,-0.01403046255376741,0.0038115916499408134,-0.02282791316985896,-0.024499146296417685,0.041045405905996854,0.0455095300055602,-0.016501150713633905,0.028051402077436637,-0.045220551251343805
TCN2,0.06638220067591523,0.03510653114666678,0.019549577676277616,-0.00855583314165181,0.1143061789046437,0.1169633124244317,-0.02600712297384643,0.017411418161511077,0.039369557418704064,-0.019700038904006165
THPO,0.03024927186400562,-0.025725585223223296,,-0.02675512839881402,,-0.0447974965185326,,0.1513717032713815,-0.014602889841416314,-0.02739283924960284
CUBN,0.01906092509182714,0.04462204998848193,0.013030045721970274,-0.02395564728340083,0.02631824940340978,-0.10090917332110266,0.03756915762305244,0.05175275824556107,0.11370924353039626,-0.028803276566719674
TIMP3,0.012729501742770063,0.01465817092931948,0.03141983475089838,0.004584420613916101,0.059949965335639926,0.08123191222374478,-0.04427803316574633,-0.007052648022785244,-0.020038245858476612,-0.008722984321562488
PIGF,-0.024058412186739198,0.009949671094470314,0.010325270410089347,-0.013921382880711264,-0.019292672291723472,0.10557667505450656,0.04806605681132313,0.006513444559975226,0.06619720331465188,0.0042090504509451265
CRH,-0.02222962627080039,-0.025481801957228486,-0.013196022531609012,0.006645926685452711,,,0.02829908758827125,-0.02104389070632866,-0.012700925281478035,0.1097848476350224
BDNF,0.11856185062719897,-0.03233948654196269,0.025300321419824558,0.011400835615026295,-0.031124579772291376,0.09392859732018417,-0.042901534314531455,-0.012603704049447936,0.02847229089792564,-0.017144792269782355
CCL5,0.043917450700010775,0.03458550899249627,-0.014689591717389929,0.025950720358727142,0.2065392050307943,-0.012126273194445807,0.02189365057928771,-0.009616157718276584,0.055682426465599046,0.024513436028535205
GAD1,0.02053928549851318,0.03964411846322506,0.006758996210280159,0.0239871464290292,0.005888947753306383,0.07547121774769258,0.0013968524925067206,0.03980185705819871,0.03600667911725546,0.06581013160716981
COL14A1,0.060670813318141226,0.06696556890134493,-0.024413329996739997,0.10106774225642648,0.04104960616748306,-0.056116821977111334,-0.0024031975643956753,-0.01199094605927696,0.09010563695352311,-0.051747750728749396
HLA-A,0.057198447717837116,0.07316413014045084,-0.0007480099448718526,0.01198653563481138,-0.008203309878883097,0.055402566776834576,-0.005508057831378887,-0.0510725895438272,-0.05537043738744081,0.04218302983788423
CD5L,-0.022229623699001954,,,,,,,,,
FGF18,-0.020113791575966745,0.03739120000205324,-0.018004787217549386,0.026363120441321237,,,0.10050888274335543,0.027762741616407183,0.016775635803782843,-0.02509385504691529
ADM,-0.026221465619550667,-0.003415594698715507,-0.0042300732363861945,-0.028946309582598372,0.09146633712524968,0.010689773727501557,-0.09893556466680369,-0.07357365528671644,-0.02514361274788723,-0.03634609754592598
CCL15,0.03159743962434495,,,,-0.025635753610066956,,,,-0.024668868926773245,
GNAI2,0.046622103909878414,0.029906174028908022,0.0015224323321042772,0.010232955860589225,-0.0007297845127727335,-0.07208481506185271,-0.012078483597011016,-0.07158772018100656,0.01097756752736439,0.02186676317614631
HDC,,,,,,,,,0.04365512969136603,-0.018279055658712615
COL11A1,0.018401817130176138,0.02031728980356498,-0.02316411559051531,-0.026671268256881424,0.028615214665974182,0.09589176613862822,0.033478961816259756,0.02648285214692192,0.0013484555526947662,0.07191318936525945
NUCB2,0.02859427443891512,0.08069028374938678,0.029719882585721825,0.04427329775687069,-0.03958718210256223,-0.009295079954420502,-0.027124309496635537,-0.04372875042674785,0.036071423973447196,-0.06013528822320408
FGF16,,,,,,,,,,-0.018011633089277806
