,UKF243,UKF251,UKF259,UKF260,UKF266,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PI3,-0.03366354663510849,,0.06725839093421589,0.060410097793474546,,,,,,-0.07396011500971315,-0.0009519108552443667,-0.009152114553032917,-0.07409744546913137,0.02306012982832079
PCSK1N,0.10661167204325983,0.01124993584074203,-0.018720500391651563,-0.05824922816043294,-0.02148588150663516,-0.0566999330433208,0.08612506497480907,0.010458407650632833,0.003672995685548351,-0.02982674729614662,-0.04286293758676001,0.004193359747204592,-0.14443930856486273,-0.14419387526173605
NTS,,,,0.04352721705439952,-0.013544732116863939,-0.027576901193645316,,,,-0.011661222598620683,-0.02326265719304431,-0.0012718753566382428,-0.03223434389054684,
SFRP1,0.11055999735532364,0.010921004312200212,0.05191988439190393,0.024102029105011007,0.06309678725601697,0.007096263385918619,0.12529942153628135,-0.01868551203280135,-0.049914198606417985,-0.012286276314597269,0.05523186715217275,-0.001608595237428156,0.02236818238733682,-0.03473180254944386
CXCL13,,0.0786860496458966,,-0.017103042485946632,,,0.1507379947012042,,,-0.0016691539439858724,-0.0159911794434243,-0.03933954080910546,,0.12060628739517171
MICA,-0.018991035792148333,-0.04510698546813311,0.005497274583709853,0.019844416071911182,0.041259225345339136,-0.008378862299612308,0.06332077106084781,0.04242988087036145,0.04212622065915352,0.060186357338597195,0.006115504168428774,0.01980292529723919,0.06452524173878225,-0.039200917133600424
TG,0.0031936931322197595,-0.02415003263160527,-0.0017846918934236108,-0.026816697348104265,-0.015634191434051627,,0.05076592788483493,-0.038493356042192145,-0.010229259096386818,-0.034072203682794504,0.03252858275832382,0.04558856864751255,0.020442460127686347,-0.011807509677822183
ADA,-0.03349929136563149,0.007743619201048111,0.018243011859240408,-0.03455253173784018,0.02275776653300417,0.06107151653781706,0.26398134593184036,0.04732751861786793,0.09048499151868834,0.002909122532066141,0.041686710996648134,0.10678091183786219,0.19990154599579749,0.0744130418819511
LAMC3,0.027535511697788603,-0.011914807680238398,0.03804088320883956,0.04506073917769303,-0.008459801800444752,0.07884492906218238,0.049747490050890145,0.11401496189394207,0.15175718272991123,0.09951688960312104,0.11366462903047665,0.13649101038410483,0.20421842642800767,0.12173822047587216
CCL7,,,0.16076330264598956,-0.006491854309976465,,,,,,0.008526799953211735,,,-0.03573806398828471,0.0376995419451704
NGF,-0.01637153635596715,,-0.0203557008751888,-0.024203711231366873,-0.014919211984380449,-0.027576919351205056,0.17727241348081135,,0.0484188641240897,0.05702278789202665,-0.01883754010645888,0.029291506678693992,0.28227927669195757,-0.007130548716249614
TNFSF15,-0.020253633695835247,,-0.014646521322330816,0.07189871052264972,-0.018115194133498016,,0.019886815310827817,-0.03548112995784192,0.029430250875710964,0.0451160844224442,,-0.02292464928081016,0.10070294412846027,-0.020954656325726625
HMGB1,0.08792255083139787,-0.05087361809154769,-0.007744147142337112,0.05431866294033606,0.0080597681449113,0.029707152893641134,0.24380000079739686,-0.045931831162200946,0.00947568839970336,-0.052162513553505103,0.004967088891274128,0.044735855777584044,-0.09028796770984064,-0.0987286406857992
ITGB3BP,-0.11253490709032263,0.05099226650074195,0.022665939744813547,0.03130035200495337,0.04321044266126475,-0.014059225381675733,0.1590717633734198,-0.04088712247717885,-0.013382609122540743,0.013348447799495528,0.05996435759585991,-0.005118262862069669,-0.005586462042391106,-0.04397431463437187
AANAT,0.009191599983578476,,-0.013326837874454817,-0.015127754284085531,,0.11539081449135437,,,-0.028398677244973962,0.03222279083059158,0.08568422027605418,,-0.03781236205471805,0.02061295979626589
RELN,0.09522501324991847,0.1417937786138795,-0.010854148415169672,0.01144535651937974,-0.021644666817874143,-0.04560017282710351,,,,,,0.05518445153106691,,0.02550864977604299
IL15,-0.02879019069226659,-0.030766772098703994,0.057917827056188885,0.08001600525274948,-0.012890037561831002,0.04305038790246163,0.04071384947542099,-0.033775493675429445,0.04049116521098319,0.03802809077700363,0.010045897107915926,0.0042256789431377745,0.07956055853068596,0.06661095071608512
UTS2,,,,,,,,0.054260014863968684,,0.06489154324043812,,,,
BSG,0.009081549488938502,0.026851196671404384,0.011260584781987893,0.03108189853295577,-0.0004884504794036129,-0.03245993299550834,-0.03284013949273395,-0.03819714320106928,0.01396147372374782,0.11803291064548634,0.04110437725600786,0.002149583010381029,-0.03308879305812951,0.027459425028257118
ADAMTS3,-0.030907990590138646,0.020590368762894266,-0.017554074787710032,0.024859846370089114,-0.02076212158654795,0.06748331414995555,0.06678762843370145,0.04902259557794077,-0.03400452489567107,0.055086221888379285,0.05625660444545264,-0.04064946413980204,0.028609919241948504,-0.007021525568747915
CD34,0.13314540133174949,0.052784297591797244,0.0041708784640919145,0.08703148749218932,-0.04311863543149919,0.03297539979366093,0.19153236722420752,0.03689625356276168,0.057250344679543846,0.059453712083982965,0.029294204876163566,0.06450936862978235,0.18753044714846168,0.10343803395780733
CCL23,,,,,,,,-0.033480331789623036,,,,,,
PLAT,0.07181960609002246,0.08606310149772102,-0.034609834938780296,0.031616778522705224,0.009856869985826121,0.04915245132910255,0.033313221892760723,-0.02683555334662859,0.04514135363733155,0.07193801914809364,0.008127465245429313,0.05244617438531723,0.08358110527764959,0.04036920248962352
NTF3,,,,,,,-0.007447036077584829,,,-0.0030254762727352047,-0.028820982897579776,0.02247984032229167,,
LTA,,-0.017760009906681907,0.05166105788331411,,,,,,,,,,0.008428480538831757,
CKLF,-0.01138037585722314,0.01157234526791804,0.03174265137975266,-0.009988705967452292,-0.06653502205596765,0.13120966039224374,0.196633306365009,0.12550451539281593,-0.008945578515731198,0.016589702095875306,0.027063834074351055,0.05733829059622132,-0.03202815189271802,0.03444037269977919
APELA,,,,,,,-0.035156050092334405,,,,,,,
CD24,-0.03769325080750925,-0.03478589137730823,0.032790202154109944,-0.028176437767699427,0.037918246133431914,0.027712326779420128,0.21967421599333173,0.08362732074206045,-0.06906674491791975,0.02083508878370533,-0.04086806719393885,-0.0721006872486011,-0.044962409802135186,0.000823524029714681
HSP90AA1,-0.03421360657807401,-0.034499514027990404,-0.04293337451392819,0.02901866064151667,-0.005233721000736513,-0.024583888527398245,-0.035804790390802255,-0.0765259264237594,0.056248902381996875,-0.08144695929140437,-0.017759767271224504,0.01918051951901004,-0.0914621756003859,-0.07786577712401993
BMP4,-0.035432009363267826,0.0687177159039807,-0.023269094386623414,0.020613311141098746,0.020588821890494973,0.012250794483610189,-0.010265509438841339,0.14800060374640234,-0.03147709362430429,0.06910850042726742,0.08752189922949224,0.059785570706811675,0.11632742044483191,0.0463897828082684
SCGB3A1,,,,-0.018015287837094898,-0.016454360924923927,0.038573010376070194,0.05314730378609773,0.07245953705500173,,-0.004931753277486043,-0.01296442481253714,0.06577546732016883,0.046483361469645934,0.11143125363017974
IGFBP4,0.12403893176913294,-0.04710289916314153,0.038972678807949544,0.11701318061120362,0.07036794791685066,0.0801756543978002,0.22555897880402734,0.10159719195865005,0.12834989878855127,0.015223958733280212,0.07838772489485403,0.16300662143863487,0.28381234551353135,0.14045043145454028
RSPO4,0.15574156926198518,-0.028711084393183553,0.06620459043484007,-0.020792570642057903,,,,,,,,-0.032061465455609714,0.037829910409836714,-0.025116241805294055
LEFTY2,0.0377793036467786,-0.017978129849717764,0.030828575134633666,-0.032273283756400775,0.007975075092679215,0.012948407780069946,-0.06255377170833899,-0.06492919116195724,0.0012255146345263837,0.06220909246164036,-0.0033708374697900495,-0.025587014423740253,0.05593734050069871,-0.03186790323831222
PF4,,0.06475658617933708,-0.011475743177951277,,,,,,,,-0.017501154653458143,,-0.0009475653856754518,0.10134345685225243
ANGPTL2,0.04013274802781651,0.11290926294633204,-0.006576911267167345,0.045977113500338326,0.028093278703506874,0.021719495060872097,-0.07103368433827392,0.002006584866631964,0.020632290121456443,0.04493190370727833,0.02747165614477897,-0.02256781126149203,0.13697231736410878,-0.06985927271295476
LRIG2,-0.06865453002632403,-0.013354432645949557,0.0015763563594217366,-0.05948093075388385,0.021512285388720083,-0.01321765449590359,0.09933143221195466,0.0209790851136971,-0.05470777409487518,0.054916544302130624,0.05051354133240422,0.016870583316244515,0.03213036577622634,-0.044147591512243414
ICOSLG,0.03903773431881616,0.016020615309701607,0.03531818129541357,-0.01586106875771573,-0.002957144203336447,0.048768068420165435,0.06476925387012937,-0.06628221974356084,0.022423831127249983,0.0006049304324820832,0.008442939604679052,0.0013053550197885853,0.10370491353085703,0.05235006021949565
WIF1,0.08770883237820823,,,-0.006282117430741397,-0.05240695050193525,0.016379542069583933,,,,,,-0.029804237675644864,,-0.05093554638801093
NPPC,0.024114380546256056,,-0.01780170766100738,-0.025718537221501022,0.016450385704654954,-0.029839756051220304,,-0.029581022198615366,-0.01243538408159202,0.035346907343884196,-0.008768139342372779,0.03206496995862991,,-0.012778298522231493
LYZ,-0.005872683341017237,0.028729731496727445,0.0070882318093759555,0.05856569430244042,-0.03687825025549136,0.11765356824237672,0.11387094837110472,0.09139898114942133,0.08708066923785748,0.00910531955213284,0.001530403710345268,0.03801963619846983,0.12350482234950874,0.0017845009289294065
EREG,,,,0.07641056797021036,,0.06780939375028747,0.0758194986917083,,,-0.053585842499014345,-0.006109107502127772,-0.0008614861175683673,-0.007890724459359719,0.10513204273047978
SPTAN1,0.12262332934832006,0.021332582626406197,-0.018153675375271322,0.021123008263874695,-0.028622335118915817,-0.07215053494360404,0.1866187391765707,0.014311441275035423,-0.06838327450897298,-0.01200979296229613,0.022683977653661213,-0.03029249560124837,-0.05385021561099273,0.029242865096101543
PTH2,,,,,,,,,,,,0.015472262235911253,,
LIPC,0.04480381268887841,-0.024314353390865476,0.06433463195594936,-0.02013063064285634,-0.019989143080324706,0.07384244726551063,0.051551997843766864,-0.031367646006299495,-0.026883576202250983,,,,0.10775238417023052,0.04105171418168485
COL8A1,0.003359230853097237,0.0044221167833198875,0.0029166203038292855,0.06612312740698295,-0.010115885663333742,0.07931550253266356,-0.2512446605828264,0.08832619318091997,0.11075503157773113,0.08867902627996949,0.01875934678744176,0.07235642731321575,0.04768391649537291,-0.028159408956248338
GSTM2,0.026116481344891328,0.06238503656159104,-0.005476534435044576,0.03561803526241659,-0.010900262435745722,0.01734281715568816,0.03151093029991101,-0.010970310296047918,0.016373939133637296,0.01576445526478764,-0.0238299597881392,0.0007337743347831207,-0.03334384595417822,0.03548249179784582
SPX,0.11233329355067084,0.018666270667888018,0.0011481877487011078,0.07416959292055142,0.014401052681141209,-0.08169243136978102,,-0.039215319372915045,0.020081902498114892,0.06179394120497239,0.015525034825006405,-0.047805014951362385,-0.06245082037402462,0.034760765692628856
MFGE8,0.0660239715136849,0.019905907657237727,0.01492594879167683,0.010762652522380933,0.005726487676045812,0.019410945338923187,-0.028208155974556583,0.04652189161989182,0.05017959106536956,0.051775253649319564,0.06680894677241615,0.09436695741786062,0.15537730176730696,0.09104641842596489
TGFA,-0.10838181441357593,0.10564983002316594,-0.0012765939460228145,-0.0629722603911729,0.017161209803429,-0.033641203483670945,0.044000446640853584,-0.0004696750715358726,0.027206254210409692,-0.030193410354511133,0.062225187183253546,0.0016556133606843223,0.02375535965917077,0.04523278142081168
SLIT2,0.19037261727276905,-0.024856460021372123,0.009213993876290964,0.013898258773151213,-0.05377152829020073,-0.03628062410939671,0.00990353955584071,0.0665747647502204,-0.020791656942205985,0.08043390403718184,0.10039214723253613,0.008816529644632734,0.059107565066055974,-0.06035697182241897
PLTP,0.030801682595271607,-0.011881288539586754,-0.006748937923866956,0.018699123122844816,-0.013249522026815527,0.09785242371803292,0.15241620468722922,0.003941028724776714,0.05616888775967331,0.028252497945450462,0.04167734654562321,0.059440736768612584,0.12921773960509889,0.09238101297631501
APOD,-0.015600093669556689,0.08883131725163264,0.008038676248239882,0.009659236771216885,0.05775919148962399,0.024146117100721974,0.0867245280402595,-0.013493468200210844,0.015950182668074412,0.13517805099989974,0.027089603206436746,0.13790152093599078,-0.02633696979422482,0.10820498222493057
B2M,0.06939969851713629,-0.09689264403895984,0.08185807944131301,0.05013102135290928,0.026474681288194534,0.07666729288701744,0.2209002581926235,0.13086802718985688,0.06142371715324777,0.07045293219037362,0.048816335283344975,0.05723920982361613,0.2497156531185776,-0.0044380904791216326
OMG,0.045628548813546554,-0.005037912050625596,-0.03193915747353782,-0.06500165372915305,0.008949297909661464,-0.04613879462466571,-0.023008555152428344,0.027381252380155877,-0.034498814935578125,0.06676693720555793,0.023184652003159258,-0.05143567831751069,-0.04469139092041864,-0.07586192840544062
CXCL3,0.02145924023080721,-0.023056643906953292,-0.0464664513118538,0.03424012818531313,,-0.012561879696249991,0.23155465907492076,0.021293062154225457,,-0.016850224392554573,0.13077171216070752,0.08443273614404063,0.10411360833136467,0.15785070676163337
CXCL10,-0.04168635579806544,0.011372452089289444,0.05276685174751074,0.0755419965118112,-0.01761922106068435,0.05531478591968567,-0.002100824659573856,0.04953049371837955,0.08433901353315874,-0.039685861709713624,-0.02347412191356668,0.0012085362648412328,0.1225160059087035,0.10122564086466339
RSPO3,,,0.030277538794667803,-0.0016344802650273358,0.040998639488741336,-0.015194885710275394,,,,0.03327401994499007,0.011647984751559693,0.05211012738913951,-0.03626714671068523,-0.028971151895469918
CORT,0.08406562281494348,-0.028852062108576878,0.0014264684231828,-0.024431544649195787,-0.00474533066794661,0.0652311146789218,,,,-0.023215576799763004,-0.018314068829338326,-0.0018245914872940215,,
NCAN,0.021228501066413004,0.04932702400326009,0.013373682252587862,-0.028158688211759538,-0.010292124731800252,-0.0027754168848098336,,-0.15323732237005444,-0.11417044626569266,0.08215059667928319,0.01753270460676173,-0.07575758087525844,-0.09876782232516823,-3.32479006324664e-05
PRG4,-0.03060209555035697,,0.008407781141666666,0.035103932801780605,,,,,,0.05462500055765867,-0.027023529269654,0.07632454162160301,0.14144070949163223,0.1314681178672364
ZG16B,,-0.019440088744267163,-0.015265680533914484,,,,0.01835878526716635,,-0.03156982146524267,,,,0.015894834027050896,0.11286776178785851
TGM2,0.06302997929697547,-0.04827304669042112,0.08537725935164966,0.06229743012388457,0.028325113564514948,0.10718579663457913,0.09838534136639948,-0.002731654591742009,0.14124133606844697,0.05961301423918758,0.06166540069768087,0.07637415393270652,0.1542208552692406,0.07603171736673396
VEGFC,-0.021957614548596124,-0.02496182257621607,0.029224342016050973,-0.022187076292136888,-0.026424732487907353,0.0007802269834052717,-0.006272292393119959,0.045025454456462194,-0.023643147982599057,-0.02335085232343711,-0.0149135442554696,0.06212022062602355,0.20829406341401346,0.062422124889565035
WNT6,-0.027848104945889046,0.01858325943522493,-0.018192311000626408,-0.019860346976615185,-0.013221206836041707,,-0.02954365485534804,,0.18994096872768446,-0.0422863167783278,-0.010125817104338125,-0.023841969867804267,0.08390454748210094,0.04880553038297003
NRG4,0.03331693997570677,,-0.01600781887079319,-0.020530075184267242,0.030055496203314113,-0.03571270894539462,,,,,,0.02166206006199722,-0.03626715077536711,-0.03761826210268524
PMCH,,,0.030383372568979897,,,,,,,-0.03906337557905833,0.037058958099575774,-0.02437647063148984,0.10975253074223637,-0.030077004849961463
COL9A1,-0.03233120093495643,0.06451498448333687,-0.016718998468252692,-0.01847479721640787,-0.00867510618826912,-0.027975323663910295,,0.01868202667434206,0.06824608384633406,0.01723576104095559,0.04090602666129117,-0.0441785478989456,-0.0489767176746727,0.05246656936000476
GDF11,-0.007242247101894719,0.022684455078557517,0.019518569181295874,0.03671245470589832,0.019460394437689585,-0.007835128205706612,0.09746831011544538,-0.039128691301341736,0.054924766566461815,-0.00034427654302271416,-0.049400091979583526,0.03356171070649476,0.0749540771995227,-0.01251237743598134
RAET1E,,,,,,,,,,,,,-0.039784806715520524,
IL24,,,,,,,-0.05810063077375505,,,-0.013026148429437666,-0.01722210764042294,,,0.01575737506097645
SORBS1,0.06284438734887877,-0.006462389852781023,-0.037888947863203744,0.03915781039089104,-0.028525819550350044,0.024491014629523692,0.058465296506941274,-0.021947045129317652,-0.09463583500607214,0.0028510327319695565,0.03904235039304385,0.03861991799550954,-0.07176012191499614,-0.08859336930087301
DLL1,0.1310300432494053,0.010860939191337234,-0.02475150427386945,-0.03322808555000831,0.02903713916604064,0.03254108001180352,0.07860322057043985,0.0430005954722053,0.012943694145620886,0.08790574149436417,0.007219173418294241,-0.021125031079776608,0.11624831236865722,0.02107746444292223
TLN1,-0.04951034768011889,0.03240013630043045,-0.0423546855211062,-0.02588894389935983,-0.025116351851951824,0.020478739696964603,0.161498066710449,0.06696586310405839,0.014020455231151628,0.057171543802542725,0.02657891563537758,0.0017939220545853665,0.14666587870007122,0.07421077494071497
COL2A1,0.14209565827331677,,,-0.012873397736521486,-0.014323532191374156,,,,,-0.007612897248298929,-0.00011007445149411879,0.017377048095908586,-0.018087263725436366,-0.031226194405497273
SHH,,,-0.013668140350488715,0.07532460264574281,-0.015634193105404055,,,-0.02364877635687445,,0.11355364823697646,-0.0013609786761883177,0.04215123393087811,-0.031970421590727674,-0.011162197938221447
PON2,0.03542092117423409,0.04170208645181667,-0.048019999307018474,-0.006437062306826076,-0.03468672927798872,0.04251362061661554,0.24574440507163484,-0.014014477249285657,0.015397417679573247,0.14615558801377262,0.07896410750368274,-0.023207586933837766,-0.1287466929051404,0.015039050373641286
ICAM5,0.09399725897298028,-0.023141891319945353,-0.021302766848624394,0.030499089853930635,-0.041459644256104204,0.002294885742041269,-0.03798823733713241,,,-0.03417813485730785,0.03174685588976724,-0.05175367271177015,-0.007771328007256875,0.023820118928691417
HPX,0.07105038040238765,,0.05072092506302227,-0.03652085875609488,-0.013221207727905419,,0.07619592239023114,0.11675595171587749,0.0019453419892292857,-0.0055502506468845,0.07799111473127054,0.04707273777130492,0.09872564918899104,0.02127669438733429
SFRP2,0.05393426893041064,,0.021336514603868935,,0.0065181240210356135,0.027926336939275327,0.0071696906413009145,0.002076051311831479,0.08813743059066992,0.009419601140337401,0.038419062858096875,0.10337778051995543,0.1753905350165094,0.011696788995927923
CFC1,,,,,0.09766655651596289,-0.02914033865066839,,,,,,,,-0.016716215331013112
CD70,,,0.019292953394369903,,,,0.08051491567183312,,,0.019831144731934702,0.01940083224571238,0.14755803597622175,-0.038705869207545054,0.03588668889256114
HP,0.03489068698002831,,0.0116524991560598,0.10959400169654519,,0.022168943502841994,,-0.04758146712383723,-0.061170499713055056,-0.006867489358115414,-0.014278687713121487,0.056703902502528165,0.0029054047465178878,0.015450379989104354
CXCL2,0.05868975207088634,-0.045636345206349675,-0.022534380205527997,0.04424144596632041,-0.02043394889745445,0.06108937681451732,0.21667797488316468,0.009778603492664021,,0.04731084870679611,0.03398383462497676,0.08060552449709013,0.13365621575793774,0.13166625227431125
NPPB,,,0.019317784468936217,,,,,,,0.025419394947081224,0.024937506132294472,0.023950480944168413,-0.03678898538103435,
CCK,0.10008458259867661,0.019669314377036538,-0.007685217987893207,-0.024495418662852292,-0.058978061588374785,-0.04954671705435998,,-0.006378727558652516,0.03554484222925024,-0.007556189756572729,-0.025855488943168813,-0.017420574401606322,0.041273317849562716,-0.06885192390249223
SEMA6A,-0.020992861689695847,-0.0017532548920763202,-0.03317839576318424,0.03930866116376432,-0.016446253064568924,0.02670896692615526,0.08061469828747882,-0.05982215447869379,-0.04930588083092698,0.01936264284674649,-0.0411158408548461,-0.056844065609436306,-0.0674574127838357,-0.006828124344592605
IRAK4,-0.005509301728533413,0.06884815136776452,-0.06330154455983611,0.05258221309755636,-0.0023265799448459394,0.06297713530491475,0.11160876512909235,0.11689818047840701,0.16968895869564132,0.0340979958788352,-0.004719715393803708,0.04858655983025003,0.10560055076793565,-0.06067432950995549
GSTP1,0.017464644701851877,0.07454418696011436,0.007551260039227216,0.022387754428984045,0.014184825273281522,0.09317330609557715,0.003082093891251787,0.018939969010316915,0.02761456452541667,0.07639293414916304,0.05524215604580622,-0.03000813577707851,-0.01396158683897523,0.018498879696778298
VCAM1,0.0223981580476303,0.01258070530959934,0.010376768491069045,0.057585713281999316,0.021354413188899562,0.020942291338697953,-0.0992973803944024,-0.020948277468998366,0.09603009461294049,0.0697086196132655,0.06368616460248024,0.11229116950000995,0.11294698041813483,0.06041466861348113
NXPH3,-0.04550636689792988,0.04669467527377861,0.029214077324075643,-0.0063729709977758545,-0.0075142810316963324,-0.0029054495460539343,0.12418741744189075,0.013070560986460334,-0.057904740397478754,0.003153507882680279,0.0011784316728898087,0.009577709647698903,-0.00712595486094013,-0.03341058619893208
MTMR4,-0.02358811904758477,0.0041982353838645224,-0.02981463428523837,0.007019398332849027,0.01734339106408241,0.023685705219231565,0.03114432902613776,-0.03698394828636123,-0.027188763910687377,0.049170799398063514,-0.010597125720132394,-0.0518849569049636,0.013838755090393326,-0.09510226650830479
LAMC2,-0.018951933032158943,,-0.030550693346091326,,-0.01811519235307448,,0.035121049675531014,,,-0.023671256427108905,0.033398664378830926,-0.023661166936475873,-0.0494065096097896,-0.03571293662246044
IL10,-0.030067902645771822,-0.0257504659523996,0.12319961850604247,0.031080583612644867,,0.08679765903275624,0.07710087062491655,-0.029553937237091633,-0.0024405515160816162,0.051104818874131076,-0.02817526850438252,0.0034108479676433004,0.1275701980658917,0.11834491090468671
SEMA4D,0.08585602028278237,-0.03767586455554873,0.02110867446218853,-0.014336122842580531,-0.0009234383311602001,0.020293113451456457,0.12705972304499152,0.018851028214304993,-0.02769710057677623,-0.002154419575738052,0.017656266123046258,-0.10003666966472692,0.09915773057256322,-0.008180314669974958
