,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.021438598318656812,,,,,,,,,,0.13304480102203317,,-0.02421921756608899,
BMP1,-0.013273208318126891,0.06279479102336581,-0.04728908359377725,-0.028371028522535837,-0.020218072482555922,0.011293080991096873,-0.02013577380805482,-0.04879214278465241,0.024452884414327174,0.0026582275555895878,0.03719047374000838,0.05585675656015536,-0.07237504223891077,0.06793370531435469,0.040404653576129296,-0.034631315121236204,0.07411924013436515,0.05182141312254851,-0.05978560715439,0.08843709545518172
NDP,0.008391306744574577,0.10638239307678857,0.027330678986067957,0.02746358275646876,-0.007454462550524344,-0.035838073084403906,0.023479374872850803,0.04743013338122084,0.01018162285482226,0.0003095178774688804,0.006972419513043619,0.19972536703966798,-0.042096444224812284,0.05378257237470002,0.055898794522917815,0.050917269240704055,0.1052377284748314,-0.017802413452442434,0.13081414909260536,0.06610692394514073
TNFSF18,-0.022158375672052293,-0.010268963041801119,-0.01295814616121887,0.0442677338804912,,,-0.03183567489884713,0.014475881284904466,,,,,0.10545168569268151,,,,-0.02313093863676481,,0.00204324580549464,-0.03691705595965198
IL36G,,,,,,,,,,,-0.022254631110311632,,,,,,,,,
RTN4,-0.05456778648001098,-0.07456570555160705,0.047870357985770044,-0.006333539844251886,-0.04918232167205724,-0.020318307382695727,0.010353045718462461,-0.007967845534372485,-0.034723259459168286,-0.03597462704894205,-0.03598510569280552,-0.00947607899241793,0.10185277395293017,-0.025689366669321926,0.035879250380523586,0.014243627717643639,-0.04946932898416592,0.0317095629122785,-0.0561895308816325,-0.06733851485910447
HEBP1,-0.001351378821449388,0.039250983519539935,-0.009996983955098342,0.005363797644096575,-0.020761226751143228,0.022648040195027988,0.015341754825964917,0.0253639753099021,0.028543490012837028,0.021156418480396868,-0.004564231870434914,-0.00848657991089548,-0.004645046789388032,0.0380897905103853,0.06907157352541288,0.016306146219143988,0.04954573840459162,-0.04432149341416895,0.09044731175550377,0.056775372577660764
WNT7B,-0.019520834947452766,-0.005357727664696713,0.016134231398177407,0.019917371545204426,-0.00217667806663609,-0.0009911768244133755,0.06742648969405787,-0.026011593173296425,-0.04582555731942307,,0.031551581722711226,-0.055488937460842575,,0.10399591803012459,-0.0017441043131453714,0.0018196121974211478,0.015098335597551424,-0.02415945712353435,-0.05169387835583024,-0.044854227014450035
PTMA,0.03700897323974801,-0.09216779831716163,-0.013987081018903436,0.0040211388031426275,-0.012824617665272599,-0.01172454726524584,-0.04845495510252228,-0.008565388826771506,0.07146607575772854,0.021377534174310243,0.06239113475028884,-0.14967577884351593,0.04526530770089956,-0.020198955532952097,0.020011205096974283,-0.020071302736363376,-0.03295117913884485,0.04531252254979849,-0.10664694663504312,-0.04445546644821584
FASLG,-0.019520840465942803,,,,,,,,,,,,,,,,,,-0.021005319132563514,
