,UKF243,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.01754461752152961,
BMP1,0.03384156762768495,0.05714271044975789,0.08039523058339546,0.06356118900687402,0.020387601392668764,0.026067381961932354
NDP,0.053582620342708734,0.012649350351100765,0.014461933670021476,0.03410152133961179,0.05808294459300444,0.0664924240367926
TNFSF18,-0.007673030192520527,,,,-0.01474871442584983,-0.03174721583222793
RTN4,0.030553310865240813,-0.06022529213023993,-0.12200891333918967,-0.030839631490914742,-0.01953712859732971,0.02501568646363271
HEBP1,-0.017005511505856316,0.020143618603124323,0.019782038300285496,0.006873450869842457,0.06361549067600444,0.016205061599609105
WNT7B,0.05312513323730008,-0.00616012393360161,0.020461497952245535,-0.008574213885695087,-0.01285874143996856,-0.0004961734238581382
PTMA,-0.03384249994145529,-0.03484345485633178,-0.08494650787365135,0.027658150776197096,-0.03054437945745449,-0.008035324510967399
FASLG,,,,,0.011767431593203316,
CEACAM1,,-0.022267308296688656,-0.020776415231638905,0.05196700075388315,-0.021171442472309267,
PDAP1,0.021395276665068737,-0.044727124082304136,0.04423997876462624,0.022314941769880477,-0.006279646224815093,-0.044727566881263815
QDPR,0.05725386953151247,-0.07456484119575445,0.018469063440444376,-0.026110196453570125,0.014811436337912622,-0.019055906578209526
POMC,0.15766003047924335,-0.034918130751784335,-0.01310889556646753,-0.0236865113141493,0.007566623889715629,0.02570219323273754
CCL18,-0.03777904885779373,0.04854783854757977,0.10884997427736513,0.09342661560181174,,
CCL17,,-0.01579757746848374,-0.0018822991649833998,,0.045748398915383584,
VEGFD,-0.014208147945893534,,0.057525033879935954,,,
TNFSF13,,0.05694480872879548,0.005932510933521211,0.0706999599406841,0.07027695552775896,-0.03453644241256017
WNT5A,0.0016462929147997654,0.03552919756523894,0.013245188893971154,0.045129665953193676,0.026082563138239045,0.008144905909094698
CXCL8,-0.04126599014872517,0.02358961204155349,-0.01958626163629676,0.053361312264519505,-0.058688557675861404,-0.0505468454011208
GRN,0.041130529224220225,0.08504891113865601,0.07201339027205589,0.0034436664241592717,0.013315755899845443,0.057045287344850835
MIA,-0.02006114543191304,0.0792649178537059,0.09325999356845582,0.0025295087337201282,0.08354627397949813,-0.037376629896937796
COL4A4,0.09368075025315874,-0.019445488865089,-0.03326628936354877,-0.005922544749405722,0.02263947510008758,0.053881243055131686
TAC1,0.026107333488556945,,,0.0042901140523451215,-0.01813097916273494,0.09562619344911885
RARRES2,-0.008534403323527869,0.05053707274424186,0.048855130052439064,0.06851963527231258,-0.007460069668027801,-0.060376605959261385
FGF7,0.09128839265322987,0.03780157289411911,0.02654458753410596,-0.019947412401845156,0.01602026209092742,0.015278118843685738
EFNA2,,,-0.019746592256032765,,,
HBEGF,0.03574329718280694,0.029370195116728344,0.02120812714340354,0.06931115067428342,-0.028610794724887298,0.058572606861843866
CSF3,0.07105740613562557,0.007099464134061881,0.028031729992518902,-0.017321157269224813,-0.014520842512954782,-0.04060247200965225
PI3,-0.028089063759425457,0.014285140551749875,-0.035498031459583315,0.06792137584553885,-0.03154896670365015,-0.035018091609034685
PCSK1N,0.10427311312900137,-0.04398627324460299,-0.026329504090569694,0.016012969040873144,0.044811686733819044,0.06629758208791885
