,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.04030062337899746,,,,,,,,,-0.036985478718144754,,,-0.019802424493077973,
BMP1,-0.016913897422233107,-0.04940357916823857,0.011489919901461967,-0.0556892508304845,0.0220089801622563,0.001103205154219421,0.09188727727858136,0.01525824759765764,0.12640968622384804,0.04259840490729446,0.015915036548281646,0.005084832579703947,-0.002115066705325171,0.0014147305508597557,0.08587993375897512,-0.036836906736661575,0.0033140215565071658,0.06659193541726056,-0.06342848178848338,0.02187035594022318,-0.003723374983055924,0.04930263051332788
NDP,-0.022895568880321942,-0.005095917148526482,-0.0568437454552888,-0.02476684931999736,0.008541824536839009,0.02110748785468408,-0.08619765961251402,0.06334081400339614,-0.009062951375435606,-0.007877294712593838,0.007252001338327756,-0.003998297069896332,-0.045029113156329015,0.023459872597430147,0.0012159177151611427,0.048451283352991696,0.07246492540908459,0.009475135143906075,0.03552819830119753,-0.014788159508052214,0.026605864583621273,-0.029378576599786325
TNFSF18,0.09032568444275715,-0.019872590150369,0.009954749439540818,0.05758955031367531,,,,-0.012213189924736285,0.041882917767244295,-0.01567068041348181,,,,0.0018946945305044734,,,,0.04787550836912202,,-0.03314018299682983,-0.03340314980972784,-0.020152185178178225
RTN4,0.08876751368965065,0.03420562955606694,0.06399234500015605,0.009039076661116478,-0.007459937167537638,0.0001319340937197922,0.011191168860323767,-0.0734587693273235,-0.19663202619288267,0.04144576176365324,-0.05685028443630254,-0.18852680419023166,-0.017012428398824157,-0.042953024077410765,-0.11781690580304802,-0.008667699043252444,0.05389141578888797,-0.10130268427045726,0.01553515063807644,0.002220809425367488,0.04149382072729362,0.005861603646876275
HEBP1,0.027446223355483662,-0.06405287398330783,0.0027054774927379455,0.02406860259754484,-0.013349151732254191,-0.029650716676887966,-0.0161433557866374,0.03607861583526425,0.0653630075445621,-0.0027109234048000716,0.04787556059593173,0.09863302725878081,0.022637351955531477,-0.09859887995140436,0.03766323815810741,0.0066486930554455455,0.06182638229719707,0.037571498017794455,0.022162179745886863,0.0021406987585661508,0.03204697713751795,0.07317946277064312
WNT7B,0.05848713255984939,-0.018095316201908893,-0.005050858434869745,-0.032429828585346286,0.11244317523712474,-0.004481082736271005,-0.06183542608127259,0.0068300009823502325,-0.030247783613369533,0.008514292497249486,-0.02014825264807015,,-0.016038186636017023,,0.07179231162200395,0.022395792343158777,0.014218456598537675,0.005749749069706532,0.011038074692608825,-0.03314014863294955,-0.03202353650061001,0.02514641808094302
PTMA,0.03880367337886688,-0.040673832644479116,-0.03606557132051474,-0.08071939374534291,-0.10625136002893784,-0.0015508032992358775,-0.014274578740910171,0.10375357756333213,-0.08801784099246947,0.03553464846909518,0.18257253803786574,0.18605311926946347,0.057088484091274684,0.006904450214714645,-0.1601665903682327,-0.06890902771787671,0.013634252579391902,-0.016878535823805108,0.03430962715226497,0.12472008739824818,0.016079057468274715,0.009460508424549794
FASLG,0.002771130892531658,,,,,,,,,,,,,,,,,,,,0.031177191047167287,
CEACAM1,0.062060340872749406,,-0.02130225930915787,0.04601984059731261,,0.012959662355123155,-0.04112107215023318,,-0.0043651972903101756,-0.024646247000942874,,,,-0.0346410689761925,-0.0029806066572051052,-0.029371636134419885,-0.004805120516039926,0.03923830827123655,0.009909907603640276,,-0.006476032395352795,
PDAP1,-0.10745403215859381,-0.008262048193348309,-0.0577493572582692,0.05820626521584574,-0.08233340641836381,0.040895654611502234,0.014548132887588966,0.04066257225796872,0.1421974563508876,0.01979305901615141,-0.03393608440313735,0.015557864571110516,0.04374140587574494,0.14547486053260472,0.0760848125610031,-0.004516113114358365,-0.06375310531706764,-0.01651462802938739,0.03474064816206621,0.03727641598921163,0.0589444765223667,-0.03850374420064995
QDPR,0.16844298354179302,0.08945544159068719,-0.032017949070720655,0.0652942533234354,-0.0031675874706994828,-0.00027685813973411214,-0.03264036581466072,-0.005106405626989408,-0.16199943279341705,0.05504574448320616,0.17479477162222548,0.08110680373328348,0.024985640058377414,0.024742098902523404,-0.1804572228411843,0.0729553972525137,0.034943015610980094,-0.018645813862949036,0.01872285225184808,0.23120827357302481,0.04506176615594405,-0.016964957469067402
POMC,0.04634639141052627,0.16108948293249795,-0.01907164453088256,0.004646137602637532,,0.0020779707556948983,-0.029032109873425176,0.017087092538997765,-0.034707601230625586,0.012403659895652551,-0.003583976700516576,0.06125678971991762,0.08351229625537604,0.007639917697558749,0.005196672168248478,-0.004371425577900903,0.02188968856952191,-0.06989786615064351,0.002133178239183501,,0.024717138528074507,-0.025646340778341405
CCL18,,-0.02665077739999984,0.07851518646176117,,,,,,,,,0.005887049389435183,0.11810898603624446,,0.17813836540052258,0.03936446649751338,-0.07058758164876193,,0.036902782583359196,,,
CCL17,,,,,,-0.007598955834947564,,,,-0.00524470694906213,0.02096183056329508,,,,,-0.020837754210221073,-0.007830654658242595,0.026818437524000403,,,0.011095455211417353,
VEGFD,,-0.030027636513886697,-0.026583215335994975,-0.07862720741442458,,-0.0008896984499759181,0.03822999922788463,,0.09415428453685587,-0.020822893886020537,-0.018292242916454635,0.0480189461446582,-0.01549219115652782,-0.0036398950796497835,,,-0.03168997273944378,0.030784287219157463,,,,
TNFSF13,,,-0.0200605473429181,,,-0.01172301088563826,,-0.011844246411853616,,,,,,,,0.06895186850988125,0.027489842095185037,0.04573110898624237,0.046566320788996314,,-0.025364929188016114,-0.010330969516812083
WNT5A,-0.05572408635374862,0.06778868130945527,0.05815095086966147,-0.11080038942721851,-0.08336231460396781,0.03381384567403587,0.019615299198791195,0.09586604841845875,0.13038475543152864,-0.036649976814035534,0.0027815564978205553,-0.01781032956093223,-0.0014927568294471666,-0.04134880367467261,0.08099283539713584,-0.027388606330283553,0.0708424117371658,0.09095481660119041,0.006173480907011116,-0.010777797104353766,0.018586464376758132,0.05268951322541659
CXCL8,,-0.0527634884016465,0.05743466720689548,-0.006948421206756333,0.030899042505860258,-0.004687549164386627,0.01587847754201165,0.07008444921120792,0.12195438764402919,-0.02284456738079676,0.016102597520621376,0.07178773891861182,-0.024924809333569057,0.041221760431763205,-0.013532188952711875,0.056907497861665414,-0.10004543403983329,-0.019509388056818212,-0.016935513028471686,-0.018997509573442085,0.0052411956827744756,-0.010398960784487798
GRN,0.14783498457938377,-0.044757677233874575,-0.050530735068916796,0.10050514831911671,-0.045469167904896905,-0.04425777261678663,0.044175565225664466,0.069258064163558,0.12728325232710477,-0.015203225977499044,0.04787919376844997,0.13508430800036825,0.06709452762614741,0.07268500881523968,0.13772560833558375,0.002111033745780921,0.047007841254646535,0.04586470323971886,-0.024701264289533932,0.027596446974937117,-0.01563957005471315,0.025672550508897805
