,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1019T1,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,-0.0050058229073632375,-0.006900672237013226,-0.004063098329361447,-0.004110766048877137,0.10762234281686008,0.008609708541376531,0.04144869353129909,0.01911633955343109,0.008682278133507953,0.050105140388852304,0.054267936374570926,-0.02460144458407029
QDPR,-0.03121942290600732,0.06476552346604164,0.02887019227405639,-0.02113718560220437,-0.11771339952313395,-0.008159896220088522,-0.014208811095544682,-0.03284904049419217,-0.07778095425091533,0.010460063394065324,0.013116230738250509,0.020669622229370042
POMC,-0.02443435980968166,,0.033624666971881136,-0.03563596514660423,0.02278331441644147,-0.018911678404677185,0.038648614024743365,-0.02644399375972186,-0.01851560725487462,-0.00867376264448761,-0.05177871545987983,-0.04574377034713194
CCL18,0.033661986137841986,,,,,,,,,-0.04323077371889035,,
CCL17,,,-0.010293660022544554,,,-0.02032760464532229,-0.015205860401508807,,0.042091835791858344,,-0.014784609868606599,
VEGFD,-0.02805389629869288,,0.08833198970773194,-0.01694357213065379,0.0014119743948479303,-0.009176973386171898,-0.016296591568531932,0.11976258308077474,-0.03144334335465827,,,
TNFSF13,-0.021170370391245204,,0.054153971649955154,,,,,,0.014916947835849575,0.0057989794502648065,-0.02409028775964951,-0.02566520724159305
WNT5A,0.011023472749017967,0.059496930631014716,0.01275072911345035,0.01381370000069674,0.1014767312942024,0.006890901176543961,0.0022671221876780978,-0.005492843377195182,0.0884773795358294,-0.010514103520432512,-0.083042483953962,-0.07497694114608768
CXCL8,-0.0036674185816067545,-0.09811094874065451,0.0036908109484017266,-0.06981316965547192,0.05503777117653129,0.00937544865528167,0.06476196659530846,0.03451095711685332,-0.030577249702141714,-0.04221895287619806,0.05934259592441134,-0.027777700610799774
GRN,0.04400371937114219,0.026222224336412865,0.0009291540272452754,-0.060066222070720036,0.07133486649737053,0.010115334876179511,0.05437431281846462,0.047901721697204136,0.04577377110761682,0.043874384136695185,-0.15019551662307792,-0.03685386114680544
MIA,0.031101959407659304,0.02117685897566949,-0.01798580443117237,0.015259246278124602,0.15997936455083192,0.009334773270040063,-0.022318928986136487,0.05484070424499448,0.13168581867480122,0.024546916421969045,0.038859692124315545,-0.0008573096114124574
COL4A4,0.019785510208870875,0.06146956683102634,-0.002551108168265399,-0.0016960793411196873,-0.01625373173708077,-0.021222648158798926,0.04018981029258955,0.014676107390460304,0.010728730225373306,-0.029880846467045006,0.02234861400695688,-0.02868475526291102
TAC1,-0.06091108018329047,0.10248289228632136,-0.05864871146789055,0.008401676714680069,-0.07579249363455849,-0.05588945415456207,-0.007781030475760729,,,-0.025580214067182718,-0.019435873034691464,0.04635417932006214
RARRES2,-0.05684082402144348,-0.000604471823648005,0.04710809155281788,-0.0013763428893574443,0.1351890100632775,0.024776847775351045,0.028901440041059347,0.08656070468578193,-0.042168927558974716,-0.02445956015197373,-0.008360651311019988,-0.050196369664331705
FGF7,,-0.04308010230531401,0.03454518302521078,-0.009225075707706629,0.12000928234500613,0.03311341174007763,0.02856071878703621,0.05149867330269688,0.019574056139149178,0.006413464221358973,0.04172605874943996,-0.004834027711198479
HBEGF,0.04446567526783208,-0.014479904387641879,-0.010637614507347804,-0.04729633111574593,0.03463516659733979,0.052782116279601846,0.0067117466476793106,0.004305110135204238,0.0322078276494867,0.07002812666071365,0.033561255062094404,-0.008397544599017311
CSF3,,-0.02535742925205374,-0.02779381959474551,-0.042207930115393,-0.01719613533234379,,,,,0.014427206197814733,0.037157032858316875,-0.030173080544906597
PI3,0.06597256897985508,-0.06007529633702571,0.03488186352965421,-0.05197605206836227,-0.019363075348638736,,,,0.014548212551401212,-0.0880465552805345,0.06369848004496384,-0.003974769142616407
PCSK1N,-0.044580127637435525,0.04387796055463409,-0.026025054825255536,-0.005977790059119279,-0.03505211327016365,0.01271954184796107,-0.06151235166326743,0.0614228338943085,0.06300998716206858,0.0210905349123733,0.017961169009876793,0.0742682399867312
NTS,,,,1.3778532998361187e-05,0.04983610800244881,-0.0242444085466229,,,,0.051921299247003005,0.013674643402871292,
SFRP1,0.0171699279827867,,-0.020346439593291663,-0.01932968156700067,0.0038914122091537,0.04094670262587907,0.06896608589893474,-0.016491546225218062,-0.0019833806725966974,-0.014404167636219772,-0.022515348424121305,0.022054437461866968
CXCL13,,-0.018412493998824202,,0.05913984298449204,,,,,,0.10295400050535027,,0.16244875254434288
MICA,0.05537473332339384,0.01873430191035581,-0.0005507957983317544,0.02165439299246476,0.09865951564171252,0.03494288141540591,0.08588888244806768,0.08109986596489567,0.06059986371673282,-0.0075070373053822475,-0.02688113337583311,0.05995324447079917
TG,-0.019848511588346596,,-0.021957031893927698,0.06063138434703991,0.05190914682234955,-0.020479292412591214,0.06620861274804056,0.12176691356258582,,0.026075084243371866,-0.030356500202283712,0.010903867973330261
ADA,-0.004742927247982643,-0.004841730038391949,0.03090431631318425,0.056857778852138455,0.11185048349442257,-0.03375687202676814,-0.04914397531213185,-0.07824949931918145,0.05052906386165261,-0.020790496910303883,-0.05605463024306411,0.07667702589613302
LAMC3,0.02579866241786338,0.021724539641568022,0.02793949283162192,0.02785587914972683,0.10617627459507736,0.039290293238895616,0.04402026587543169,0.0014081982700501448,0.08288365965064537,0.029019203562336504,-0.05926758629268861,-0.010164555510600349
CCL7,0.039717094305301626,,0.0915055792416178,-0.025397267953143024,,,,,,,-0.01631156836240296,-0.012714799039923825
NGF,-0.0066304642449296364,,-0.01102420444978792,-0.027108940158639995,,,,0.04777000296971098,,0.03928031581866913,-0.04883634405416686,-0.005346317597039546
TNFSF15,,,-0.017677476443272958,-0.018804051008844316,,,,-0.016170326859569716,,-0.013199638299676601,-0.043097987686753464,-0.00419141786619374
HMGB1,-0.03787838180580366,0.0698852873856993,-0.02230760727059327,0.01773824513992094,0.09719100666641096,-0.04913729887632055,-0.026620031584037255,0.10772201216575686,-0.004889039207438209,-0.0010871205008107262,0.11040252795232561,-0.10948277674180909
ITGB3BP,0.03939894186992876,0.09959614671013303,0.036315996492438204,-0.02811892252705539,0.07733175840635798,0.007389059495778154,-0.006892735194065602,-0.114711580936853,0.07354357825450297,-0.03301439573541871,0.034811953176765775,0.0038059067711865083
AANAT,-0.025889861118918913,,0.0021106737777666393,0.0924601205353036,-0.015511379430222492,0.042348255589451954,0.06445532564946815,,0.06100910018890353,,0.031386325877373916,-0.018423645818085747
RELN,-0.018278956687100664,-0.010383729038929595,-0.007580878218308067,-0.015624433013891487,-0.04551525409939939,-0.011608087572970894,-0.022581469005675092,-0.011793713757332616,-0.03521586239949011,-0.015943732590478505,,0.05626384518270293
IL15,0.03410355729045177,,0.02617294679087035,0.06179147800618568,-0.010283044951788795,0.04752237639028399,-0.018917467001535723,-0.054133580802876,0.03134102369192605,-0.03219798027753523,-0.008935050554876119,-0.03557382962042308
UTS2,,,,,-0.01868874943635202,,,,,,,
BSG,-0.016433013762480367,0.0465690462254582,0.07021494876108875,0.0077749736537611955,0.016392720451702928,-0.005291221320473125,0.015835873204113827,0.025409238144361065,0.09566558001270392,0.0027904135032942165,-0.010511915270415813,0.008653009056724694
ADAMTS3,0.005765396275244819,,0.01812033076067006,-0.009468221092737296,0.10022132442433057,0.011597127921724919,-0.031434724688935246,,0.08385497725413962,-0.056063390270643505,-0.02055731282118443,0.07910277642370164
CD34,0.02096059869583861,-0.0420454080626956,0.021369270304483146,-0.01226177557512687,0.09530309390872621,0.002983614110403908,0.0644706939101805,-0.05911692145364438,0.035063016624626464,0.07696492972185912,-0.04770011783866871,-0.026433843483322027
CCL23,,,,,0.09208489926551687,,,,,,,
PLAT,-0.030020554380719752,0.09719175847217192,-0.005848556463306239,-0.05224085110413958,0.1463713810510191,0.01474551321077051,0.01724474834192181,-0.03170126670135736,0.12153609355142919,0.0270479374774026,-0.06732656708329672,-0.02170774836377977
NTF3,,,,,,,,,,0.06576596047977293,,
LTA,,,-0.02034643864145324,,,-0.017737632263052024,-0.018917469336716678,,,,-0.02322709723032633,
CKLF,-0.03227065296077248,0.03950863153578239,0.010215899531600769,-0.00040798626137854413,0.11278498732477939,0.03924959494765347,0.04359079471443245,0.07543241455590173,0.07067445692731072,0.015707938723655702,-0.056282939206491675,-0.030276970652110886
CD24,-0.020989177388820838,0.03607127659770664,0.02892764057497486,0.025634809664782692,-0.04945616143449385,0.0415143131327011,0.05293886639827798,-0.11218307580954262,0.02074942038232251,-0.0009484788410599685,0.03675378389008649,0.05235391146683207
HSP90AA1,0.011865218325388208,-0.023510916158090606,-0.028192693189206752,0.00915593209711764,-0.10215450510711814,0.016449557560409413,-0.05037761398360191,-0.07715261349658026,0.036581098169781535,-0.02472811890195942,0.13596028586989273,-0.030520243770630447
BMP4,0.022002330216685205,0.039641965521920085,0.00436049780359539,-0.03288174345185371,-0.03158561473245564,-0.027317326783937026,-0.016119637754834406,-0.0973425749581345,0.0015839981928589062,-0.005717163793919882,-0.02393329191077612,-0.051092873658549934
SCGB3A1,-0.0178446405254837,0.010299406159217159,,-0.020177705610847356,,,0.16287049846417007,-0.050850087134474024,,0.026898609452996894,0.017489827646929725,-0.03702242308235398
IGFBP4,0.02231962159747049,0.036584438432556994,-0.0002064580687644071,-0.003950987138593848,0.11190282184425938,0.05679305762820708,0.054750297519242506,0.08044045194606284,0.07175354829662586,0.01980798641286165,-0.1087012174070747,-0.011845722491503967
RSPO4,,,-0.012837579463970895,-0.023288352265141872,,-0.020629946161495993,0.026314329750472643,0.038427540256733554,,-0.018460467690813387,-0.030634109905343265,0.06291555173916287
LEFTY2,0.018967932426791057,0.05654755051096265,0.07748109955724958,0.0853523715235019,0.11056963636731092,0.012876242688171268,0.10568882763893786,,0.06958915143009116,-0.02510501645304191,-0.020851866976813026,0.013678439537681726
PF4,0.018272076495791524,,-0.01385053660407337,,,,,,,,0.01320311767486912,-0.01819853878307954
ANGPTL2,0.05535412981907007,0.030805981240063656,0.07965526349441307,0.033110964255555674,0.0701222556954084,0.009541634291908872,0.07479409830935597,-0.018033863300365903,-0.013908719066132093,0.00802203150290411,-0.057142148046763715,-0.005352205724363608
LRIG2,0.010706561210357209,-0.001591032873796977,-0.02522407057970625,0.012352062231978883,0.04870896671209575,0.015449834670118519,-0.03288581830094673,0.060805401480245595,0.0752730506233635,0.023742947614328398,-0.022053999742731863,0.008181927197028161
ICOSLG,0.04482796760408767,0.10639745615255898,0.004976259094637686,0.031412394947793354,0.04496148628608568,0.02458822968256809,0.05739575288644635,-0.06358855997802061,0.018240479714059954,-0.005494149080404856,-0.06526707242894403,0.004088833345733361
WIF1,-0.011501225081361028,-0.018656147898045265,,-0.02324987659541273,-0.0816600868077873,-0.015919640818470176,-0.05780900954896368,,,-0.01716079283469864,,0.04782837742597655
NPPC,-0.01979879560891119,0.027273131035760404,-0.02148559790424084,-0.031169447137541852,-0.013968351107600628,0.01400595773047874,0.03214791860187225,-0.054968191584202145,0.08427170662398112,0.0778020237754414,,0.026810784168258103
LYZ,0.06645906262655477,0.003169447414524224,-0.0007654640595821076,-0.06771899201470276,0.06662518532631635,0.04333217636166258,0.1356671475180576,0.021978625752515562,0.07401435791242592,0.07876925780474177,-0.07563502310335413,-0.0031263670039042243
EREG,,-0.03417994728286953,,-0.03277223725260337,,,,,,-0.022992823753694432,0.023177188104553378,-0.02095190914324222
SPTAN1,-0.013326014919291316,0.008984836559368214,-0.029361908231592845,0.03968729903704129,-0.04482239898713395,0.006750801679397278,-0.08347430996203084,-0.027205619049135772,0.005816785691114525,-0.034081505014356084,0.02357048715827462,-0.01624125367108555
PTH2,,,,,,,,,,-0.029358293584442377,,
LIPC,0.06909126242676208,,0.04467555679400187,-0.022546958036156434,0.07186468148489025,0.02216917725282287,0.015549261414625214,0.13472095005714563,0.04181749523550727,,-0.02936783550661252,0.006075525405591175
COL8A1,0.05687218406082944,-0.031659213204839595,0.019654551670171324,-0.004992768926661734,0.07292689427314845,0.015952334124869457,0.061709931270318374,-0.10024096669465218,0.043303391356907014,-0.018185050393978427,-0.09940042334726987,0.04201072698958414
GSTM2,0.043382087697450576,0.02747694696456423,0.0010958274876217626,0.04073415084686354,0.008499884327134057,0.018784404436636155,-0.005088217943905961,0.0022931812928457793,-0.0618168975359939,0.009764416787534966,0.004864589213970363,-0.04362343303353748
SPX,-0.03665263872338446,,-0.040785793728433176,-0.0006781722643532229,-0.03290348795286208,-0.011514524236189927,0.0012571798977077783,,-0.03081280480006151,-0.04543020570890702,-0.024873246232145433,0.02436716660715182
MFGE8,-0.008490939727141301,-0.05352697462249359,0.037914415466375764,-0.005560501661769188,0.0660357675229102,0.025672170577465153,0.07367021497713801,-0.020726989174993906,0.04402283014645502,0.02800393696077029,-0.02171973362725589,-0.04406229488726306
TGFA,-0.020430655293435917,-0.05383433417648578,0.024304057610638762,0.04503868139198928,0.03767203502901429,0.01568959788943486,-0.009134876697767568,-0.041607555988356616,-0.018723423539576706,0.02494354990138536,0.06431543902838942,0.07400332224020949
SLIT2,0.02194508958651677,0.0330940864759699,0.017114897828317967,0.0005323134935411437,-0.051541937720349096,0.0015464229593106912,-0.03435878344065089,-0.038718977651209595,0.010563983020613336,0.006422633098615921,0.041044513225859676,-0.020504257070041255
PLTP,0.034042226186248754,0.06637286962119014,0.04618802683090823,-0.032771333836038946,0.0857929649929173,0.0111500500804268,0.019032154756947754,-0.04062311001496624,0.08469853806787778,0.09149817058042983,-0.09060037313049876,-0.04593439612607861
APOD,-0.04096201447355366,0.041443854489869196,-0.00516864588783393,0.017712479004910523,0.049066092256389485,0.009492119421389365,-0.01743827535709132,0.011125094813077142,-0.031141476864967585,0.03834494809581943,-0.013119892840089556,-0.029994044187137636
B2M,0.01781305530037685,0.04167217084191206,0.02289687569776184,-0.04533909335125432,0.11328284652612203,0.01599476360802098,0.04015446115263704,0.029386871619084744,0.08121337744416764,0.04877665845274484,-0.1275394830262978,0.028243215416140305
OMG,-0.040100747332907215,0.07142816117239267,0.04491039080519785,0.059962985617725124,-0.006634848174726406,-0.007119970025393549,-0.03199627129296817,-0.0066096793060503945,-0.011712803891515461,0.026670467549824235,0.02717486412098304,0.05014934276814796
CXCL3,-0.004786841303450557,0.007245341524802844,-0.015319337631138009,0.04732427015064242,-0.020365699707887493,-0.06330944152179036,-0.013624003618651927,,-0.025969171071247146,0.009316050943905332,0.03273143913978886,-0.0033539608814426064
CXCL10,-0.0016836829290972708,,-0.07848086284011319,0.05658098922287141,0.10260774210308464,0.062083565058986226,0.05720114505055362,-0.06374723711558754,-0.019470004964527703,0.03349280077115122,-0.01591185894823236,-0.030155425546923048
RSPO3,-0.024239676812876847,-0.025357430042980234,-0.016084696153943014,-0.02254694413485077,-0.025470507505640033,-0.02242862810777021,-0.014236821204542704,,,-0.008863104174686854,0.08095240989576295,-0.015425553951062258
CORT,0.05883545251913836,-0.0029445205422715033,-0.019507534127578115,0.014546606310096947,-0.04408241975604536,-0.007415299770659844,-0.01892682910494298,,,-0.03070223362797584,,
NCAN,-0.030724061586884507,0.0035098595713495646,-0.015252966507688403,0.01433567342401211,0.04615112333901867,-0.004074094878441205,-0.033433895603033455,0.06339104658727923,0.08961855101031,-0.06534309792735739,0.05233946308392691,0.007012634097185517
PRG4,-0.0005523969560020015,0.04482363274629869,-0.015874901451783746,-0.016143531052865912,-0.0220643795026582,-0.005424067682706074,-0.016645197421471518,,,0.007682232432627144,-0.03749712460271951,-0.0253298866669177
ZG16B,0.031965212083332695,,-0.01842476463113216,,0.007660550635145283,-0.014094159028328147,,,,,-0.020639874800877544,-0.015525220020677438
TGM2,0.05970729364281586,0.03297749575807532,0.036591487701646275,-0.04631891683636843,0.052046520643027595,0.011928427485636106,0.048475205156721914,-0.00037169856094812275,0.01277185983765967,0.049866991010881136,-0.08342540427309145,0.0531129913540793
VEGFC,-0.012950499584193087,-0.023244127383066457,-0.017642927301956806,-0.024850243739449527,0.07768918802915939,-0.03795209298936115,0.06104010757892096,-0.059919361995780254,-0.003791114011222134,0.01666647149864787,-0.05493330975873034,-0.03140231958138644
WNT6,0.008864865982641216,-0.05790058652471165,-0.021957032805595307,-0.022244231579707317,0.06670764952734524,-0.004878928825837181,-0.014825472125336768,,,0.0058371731073609354,0.09370867010574786,-0.01604221018347425
NRG4,-0.01643554204885105,-0.019006756916875825,0.041638335727012296,0.008406194819629776,0.057415761202840504,0.02671649696407689,-0.01981741886369392,-0.011547244033289206,-0.027505278186059204,-0.02437752655526736,0.08314131734521074,0.018379339294300464
PMCH,0.05290939197557767,,0.09685626999381514,,,0.08732132171048584,,,,-0.014035573300032798,-0.03569467313610498,0.04028595045798721
COL9A1,0.06704634051311249,0.10494919629488868,0.03703234723367183,-0.021517866589111784,-0.019150622984450853,-0.01573342847589077,-0.022581477667103965,0.018813503853995647,-0.023650526860856922,-0.0052403300973028226,-0.02344124777310945,-0.05415988983193221
GDF11,0.008174440486106094,0.08045986813942547,-0.020422413082335705,0.030071665458655184,0.0715277661942141,0.0054200016476719315,0.018965994869051837,-0.011408448852089824,0.011823791586238079,-0.053437727762809605,0.042949790024091446,-0.003669050958895669
RAET1E,,,,,,,,,,,-0.018158582813493605,
IL24,,,,,,,,,,,,-0.02697097380112261
SORBS1,0.022923142608112495,0.01876816204032611,-0.015139627488028969,-0.00452047053702538,-0.042109870457911446,-0.017331832197391654,0.03435029654900997,-0.0013986176538128287,-0.004355350587020118,0.07528942070086482,-0.015640126880912847,0.0122967288272116
DLL1,0.04981830002450895,0.014214551051548847,0.040796600612692926,0.06087994185490354,0.043741669393735735,0.00924782620933597,-0.00744098544226267,0.10316111687278576,0.02273704326566396,-0.0009237047378098189,0.016093003362383985,0.00301348225857951
TLN1,0.01771304183506227,-0.0018169593735441881,-0.02641737958268802,0.07560470082263547,0.06386132672845915,0.0652022870498646,0.0293577230768798,-0.06666036453940845,0.05829130757069667,-0.0033639489749262715,-0.0360592716004738,0.025695116039752282
COL2A1,-0.016034297514224354,,,-0.01441862223283615,0.01764575464865596,,-0.013831160721969453,,,-0.02956819633409473,-0.024090285897387084,0.001182959033305676
SHH,,,-0.01649662904601994,-0.014107998062569523,-0.016009919980672797,-0.013604869180745265,-0.013200358776298198,,0.003725355346271377,-0.02126022980049314,0.11939934043657621,0.12215387033396764
PON2,-0.023802721780132742,0.10811416212901871,-0.0733703573818784,0.0354676311202054,0.07810033675145764,-0.041643664041649917,0.009568948787629723,0.05609059269158795,0.012481504444830054,-0.0222866645485231,-0.09159381068757376,0.039790825219773396
ICAM5,0.03109009788792925,0.01315087626023431,-0.025711167235932163,0.0009482037819089352,-0.03979658096709317,-0.03344245449023035,-0.025779587646682173,,,0.001602937549848846,-0.011840112710440694,-0.012554516884512685
HPX,-0.03666277682619778,0.03795889248781557,-0.023543820084137964,-0.00418006946530899,0.04939038907494297,0.03307522847239731,0.1311050323217094,-0.028840515353612605,-0.0224235282360507,0.0873712118216405,0.007168598720812244,0.08472845353667
SFRP2,-0.023724497133527478,,-0.01878787274603139,,-0.016253726950947317,0.0011277789445827665,0.027339272975237094,,0.0018823338959972548,0.01701569428777363,0.0003688292943091394,-0.021796772036625525
CFC1,,,,,,-0.01773763333502877,,,,,,0.2635487280636544
CD70,0.024301514475732134,,-0.01291469480977327,,,0.0015612606939870359,,-0.040273489103684654,,0.00739940472422938,-0.02525467504784097,-0.042380841000536566
HP,0.028495342546400966,0.040578040429638106,0.03962269197050863,-0.045913384948109884,-0.007608743056875943,0.015386905869873117,-0.046108172796383545,0.08972297061188404,0.025394935679218005,0.03187048138072539,-0.024761558562021106,-0.002802248508130633
CXCL2,-0.06196752271179378,-0.02431239715876769,-0.053447238299593726,-0.007564957956504733,0.06429158906940566,0.040542345754742144,-0.026126682651808238,-0.010535639782532163,0.0067478046083837735,0.028515889894571284,0.03223178073311697,0.06800515547226049
NPPB,-0.023021313364473044,-0.06418213507511569,0.027172097406812534,,,-0.015531793114426077,-0.016987088679425555,,,-0.0025351727419654145,0.15722724469374622,
CCK,-0.024347846160381586,-0.006123872550626107,-0.010152577043031526,-0.011824773401601932,-0.11426618934015684,-0.07583722257548713,-0.022433390612298192,,-0.02819946333819617,-0.005410056989357261,0.016863278564688968,0.013839499557367496
SEMA6A,0.0321642277752757,0.06479984845987492,0.032481094313465575,0.03713777071789518,0.09492018211689368,-0.010265829917300174,-0.027143603641192955,0.0844792732203369,0.06426769212505773,-0.05091674595923547,0.08486958587125686,0.026735878099074333
IRAK4,0.037899689554575074,0.051741893305249656,0.011401442238618371,-0.01923435576100396,0.08981220578197968,-0.0049035670296358105,0.051512014452743664,0.06450817759507332,0.03517165223103688,-0.030836529316375493,0.013740777152102276,-0.060275562870649634
GSTP1,-0.03855556960960404,0.025849751711296606,0.022714043763852845,-0.06394737105245901,0.11010560972736788,0.025006697908374873,-0.010841141039183183,0.06938050417754701,-0.026170868736694164,-0.0411281035227622,-0.03235453120795229,0.006019678583484004
VCAM1,0.07454808325347573,0.01180070149457331,-0.0034625546467047176,-0.0320008396735435,0.08206476029667631,0.018679628664486452,0.07085479105594529,0.046295419744697856,0.013482635995876123,0.018082926885855385,-0.03696236379095704,0.030180287839745946
NXPH3,0.005288771169100259,0.04978964203436259,-0.01045755550979811,0.08167583355665385,0.039240430440776096,-0.020376414998154128,-0.05488827794425539,-0.08266803799499774,-0.0010150589718333602,0.03718327472134286,-0.008168892624207957,-0.021814834547955863
MTMR4,0.0252546232025954,0.01868663506383946,0.013325039881488006,0.031680471120252206,0.05031719842099217,-0.006235794488772462,-0.02125661008664139,-0.021319425916755647,0.0015610776499091709,0.05433976808524271,0.09283948927716798,0.07328911550478266
LAMC2,-0.018069323809736887,,-0.036872862167468004,,,0.036743993432026785,,0.137298161238467,0.07134365419718643,-0.013623713125730803,0.050686972035089026,-0.023231500388233
IL10,-0.03817849507955973,0.011660213674743375,-0.0069512570242291115,-0.036224703126198826,0.10233918175858954,0.02127045193507457,0.028610203312937454,0.09244859522859983,0.07540638509361149,0.032558907160009115,-0.0003702116045541665,0.09645182369048136
SEMA4D,0.043575153330687254,0.08287135095206681,-0.0006667086959181113,-0.02492089375420243,-0.026892130306771546,-0.009131415504807004,-0.015034649466845957,0.1254971765317759,-0.021896903536537126,-0.04918816272781074,-0.09880644773992826,0.02018381594532208
TRH,-0.006693861255377588,0.00747590127594865,0.11553737853965788,-0.014189017445485121,0.03449374395270869,-0.005086970618381237,0.032461499810253834,,0.040961073579438616,0.04335627081451515,0.06863423787111364,0.04205290011395472
SEMA6D,-0.008167438397932816,0.11908515879755663,-0.024962645448994118,-0.01458572251138721,0.07521067318782787,-0.04229564113017747,0.019638516861341104,-0.09494701060347749,0.04321675510350604,-0.010462799417136856,0.025709537219562834,-0.027676701477245824
CEL,,-0.021491215870563032,,0.040013852740792444,,,,-0.06568227174237273,0.04184054997726499,-0.02376918522715019,-0.026397572493214477,-0.0037209140521033005
PDCD1LG2,0.01887851298354264,-0.026461289803707613,-0.0023699330803031234,-0.031548050448242604,0.05134308268777041,-0.0033081463256811757,-0.012685357831227182,0.18456303706248295,0.0069757275417212435,0.05113049393239177,-0.07740913356670834,0.027739372425117752
SPINT1,0.07167823852198109,0.05431483204078822,-0.045970091588882926,-0.037846368748475676,0.027860693332391287,0.024774162121281192,-0.022318928108130517,0.023281763102518154,-0.030780295424797575,0.049081680469247047,-0.01972218116126942,0.0962010301144074
CTHRC1,0.03436273746993485,-0.02300988899340877,-0.02096564221269562,0.0224700410653767,0.035563771995142504,0.03178012842358556,0.055198676950203814,0.017097111739158632,0.06539660638128884,0.06770031913325576,-0.05244696914979976,-0.03898901896479701
PODXL,-0.03662388122821343,0.02557260102678366,0.021339577176896767,-0.03680440213409775,0.09661659726987352,0.024652011305201758,0.0059710698659768795,-0.003249251098746097,0.03405807674039402,0.02193048014830028,-0.03790044332273403,0.03843799546253853
JAM3,0.03288156904927916,0.06076445770692413,-0.04434751968794034,-0.010614272742969555,0.07121005969226732,-0.0030855160722367673,0.009212478042900797,-0.022782041573315683,0.06494006856564552,0.0008482686336144119,-0.015775648120767653,0.0053033358626355925
TGFB2,0.021300403094018778,0.04189040550164198,0.04922984482493886,0.00575714346713407,0.10108620552659446,-0.05253033971762209,-0.009024794888490367,0.0045648110277496335,0.07786411750147043,-0.015654811014796915,-0.07755733482333221,0.11399645581966592
COL18A1,0.032305924927949974,0.12959533822899455,0.060002171059830973,-0.007488778973265012,0.12581658669255227,0.015417852171437872,0.033548107855824565,-0.0008954778911854712,0.05489933794682105,0.020755301741142144,-0.13753586943847357,-0.04961629138695054
NODAL,-0.03712740035669519,,-0.005747044994940896,0.01247788292487869,0.10931943627261757,,0.07837451693684402,-0.019253594173009075,-0.013833234699257633,-0.015579737756642441,0.007625521577924118,-0.048394969082055206
INHBB,-0.015223900038910717,0.0045920113584550825,0.038126673276298,0.023169350305730436,0.004342958158695154,0.007603360439339196,-0.0009086267874151021,0.07722887953930647,0.04127154185622163,0.02146794355347696,0.08746076168138019,0.05548937462979012
LCN1,-0.01806932787540832,,,,-0.01787208889030259,,,,,,-0.0190189690374017,-0.016294915458114446
ARF4,0.04163137726053609,-0.03210136842958992,0.04286120683621191,-0.00643862744140544,0.05578423608971128,0.016288533055627528,0.06372992443056627,0.1175021892895858,0.01797358271612409,-0.04426415929227343,0.007939784854159606,-0.0631812168533701
CXCL14,-0.003037560841041073,-0.025748948389890048,0.024964522596815166,-0.02036296918300128,-0.05523544154248494,-0.008042457535052314,0.0441835879337305,-0.0779114602724328,0.08801652369575123,0.037266433763439084,0.009864212374713893,0.024676102178841343
