,UKF243,UKF266,UKF313,UKF334,ZH1007nec,ZH8811Bbulk,ZH916T1,ZH916bulk
MIA,-0.03239179724663403,-0.024779127415062458,-0.03442965638136783,8.8000933019438e-05,0.06451080967570873,0.08018457463788406,-0.03812548763183866,0.05173333353141571
COL4A4,-0.03358031026695686,0.04355343251985036,,-0.017627927490581195,,-0.03015668703447203,0.08964860867494578,0.04135930005604487
TAC1,-0.04205672065596487,0.013530937745304068,,0.0025161591574351513,,,0.10664128657002886,-0.0146176319241199
RARRES2,-0.11783130494737835,0.0093460544214978,-0.005748140413180994,-0.018068259196370662,0.1247783501161824,0.008665932653093966,0.02854686491118939,0.09014787978463676
FGF7,0.018871660025043563,0.033249650491577014,0.05373035887573952,0.03314231390605451,-0.03490503189413422,-0.0017517609667618414,0.09548141505203739,0.012146609247111502
EFNA2,,,,,,-0.017900758216665237,,
HBEGF,-0.013834781528022436,0.10870155594228034,0.07995497738152492,0.05023726760078172,-0.07485885780831923,-0.004172951746790296,0.03645355236874736,0.08565204048149444
CSF3,-0.033580283681324916,,-0.0381399146334516,,,-0.02214073817613648,0.051264962990292234,0.0021103248932616515
PI3,-0.009565133680982121,,,,-0.03614116412819851,-0.009711190307285225,-0.049342522229895595,0.08422449726175592
PCSK1N,0.007722655493552674,-0.0037898444526398003,0.026364103698694644,-0.02738917944668574,-0.006259173515510897,0.03261916569176167,0.042393516570615505,-0.11285187047956735
NTS,,0.029570913451066615,,,,-0.02180867697783828,-0.03363125628423647,
SFRP1,-0.029412952055269594,0.14119115044126,0.025188257505614414,0.04549446983912494,0.02751244930629355,0.02560322136530308,0.03401928117917969,0.06829384499690078
CXCL13,,,0.06450192072579025,,,0.029610113929020385,,0.03815202128185412
MICA,0.022330727230683953,0.08548162924298879,-0.009599226339309114,0.0472074696406104,0.08100077008779163,0.032236802438817,0.11407815300253948,-0.001745033758886413
TG,-0.005308520868614398,-0.01837256243680149,0.1753528881237336,-0.01859778787304088,0.03612296093324846,-0.026859769744832767,0.005718922861686521,0.06232829287977734
ADA,0.1181591838438674,0.059077832093948096,0.09029224354853145,0.04707417669104375,0.06318256221325126,0.054339064854466344,0.052431638425695544,-0.03861427101864099
LAMC3,-0.043531696559287285,0.08997686500207529,0.011596673126769716,0.0337796536630524,0.009107531869938281,0.03912037430915368,0.03462180594074665,-0.013575976725313283
CCL7,,,,,,,-0.02379847517860782,0.026947217094706558
NGF,-0.019346555998694018,-0.017532352398724103,0.053371703441191506,,,-0.01766014191025751,0.09235193480684206,0.09134694854708827
TNFSF15,-0.023934104286473662,-0.021288119483274155,0.07161266514909558,,,,0.17064343632620857,-0.03390441846135729
HMGB1,-0.001245818640558749,0.07614213323070605,0.046132847411271785,-0.010813746739232593,-0.08913845351045349,-0.01013514172794381,-0.05009317743446303,-0.002630783834466608
ITGB3BP,0.07413671230746947,0.07986796911855874,0.06782564667214544,-0.017093909490596904,-0.010811692404564557,0.017587267714514458,0.031327645083978596,0.004295040791282516
AANAT,-0.01738627089476567,,,-0.016607729783342812,-0.06954969288733927,-0.024089572217418448,0.009389700122501355,-0.018705284136299585
RELN,-0.03335764652634432,0.0004116786370350619,,0.07597686345733712,,,,0.006604336351171322
IL15,0.01891416100970604,-0.015147762576429157,0.04112072350505582,-0.015402901777266456,0.04213609773176912,-0.024190121632920433,0.03730917901307338,0.053492710077275046
UTS2,,,,,0.007105682525670878,,,
BSG,0.04555929053543331,0.04825951257179018,-0.03933901086705935,-0.02829287619339334,0.04198752501286872,0.06053950366933687,0.08180853332316225,0.11452155112737679
ADAMTS3,0.016062566275328746,-0.024398663453646992,0.03219203437911645,-0.025594651585213613,0.05571465794514163,0.029948434572885027,0.0272265738502835,0.08670601975415199
CD34,-0.04398685754730614,0.08214990938773592,0.0801580166931828,-0.016351437961262642,-0.0008058875234465519,0.08945869118511272,0.03580041195605923,0.06019758697630891
PLAT,0.008603454058255775,0.0866160376322243,0.011009648489870428,-0.022226890211944808,-0.05152694021983114,0.04734379867204267,0.03974730876512143,0.020241357538332217
NTF3,,,0.008534388079613816,,,-0.007960966387552906,,
LTA,,,,0.02831769067301621,,,-0.033888188102201566,
CKLF,0.05910476625343836,0.038742726339214426,0.09105585196219057,0.04156561150494954,-0.08912618247312039,0.021650453928355157,0.04043407028190073,0.01995566574123184
APELA,,,-0.03497749523425681,,,,,
CD24,0.023376703050532337,0.0480421199957085,0.0219263341660666,-0.04835208654848588,-0.02947350874735504,-0.026863259783261605,0.048298137144729233,0.03969478585274938
HSP90AA1,-0.03922057820204602,-0.0491173406254607,0.000983633988031921,0.050227593145845406,-0.08978391990411153,-0.06335092789273875,-0.12190180904969099,-0.06996768086787238
BMP4,-0.01245268861920265,0.09225984825244798,-0.010692342789699405,-0.013124864814230901,-0.0525642671953662,0.0019460421286953454,0.0576395630701748,0.03013845078324535
SCGB3A1,,0.05871213650616168,-0.05084948476402475,-0.01074794249205047,0.07442373482652087,0.01346114118394734,-0.007538151313531146,-0.024259845305221524
IGFBP4,-0.018725597304880215,0.05444552503901496,0.07229239092273318,0.047936604518405035,-0.11478135720712075,0.04125866826879284,0.09242107566358447,-0.013538648940686748
RSPO4,-0.023633801634358804,,,-0.0053863256222650355,,,0.04198176644445027,0.12156379478477225
LEFTY2,-0.03958677061688173,0.07722797762322899,-0.02746247495396762,-0.019014712577245373,0.08530634470842312,0.05866237894805333,0.05130428797875793,0.010682576806737674
PF4,,,,,,0.16013654926384904,0.06524846924434824,-0.018476735938377894
ANGPTL2,0.022734315078436894,0.08120267511087072,-0.031459226729846204,0.03829732244237831,0.16343513496223902,0.09137085893843573,0.0500720534329385,0.01789652281305731
LRIG2,0.06256363653267762,0.04981852063882132,0.014563933389133442,0.021553196418527626,0.09416680102008614,0.09235176458524846,0.10376953098328909,0.04128639969798822
ICOSLG,0.004934080626716953,0.09404682344816785,0.02095871760111853,0.01142081045892784,-0.0007580667905232482,0.03805507146820622,0.04879719696167593,-0.006531844883639483
WIF1,-0.05499963364315332,-0.06280082261803475,,0.014971701286082413,,,,0.024866099168472985
NPPC,-0.04823315314223291,0.0019915788256693787,,-0.022727001375632497,-0.020250746213079922,-0.031043681712883377,,-0.04440386434900748
LYZ,-0.01180014070105662,0.0420709236392654,0.06074388176776718,-0.024202553844009194,-0.032161922235836464,0.036914688112052,0.011401825416693974,-0.04987705050569533
EREG,,,0.015822750775607974,,,-0.025005434899307524,-0.035119023101925294,-0.02127219648011011
SPTAN1,-0.030182757942376993,0.011703478115653776,0.030819573773959195,-0.06312388153554199,0.07654949991554047,0.035285918612159725,0.019778212843910653,-0.053714945593402876
LIPC,0.0461758578810142,0.02485079630656513,0.03713942170667531,0.003595470985658628,0.06193787211093639,,0.06625660042651149,-0.028813363697598293
COL8A1,0.07133035389380345,0.047810010998032476,-0.08163120245876407,-0.018880526817041127,-0.06480582822739793,0.09153176047788661,0.062392273889476935,0.06788951584424836
GSTM2,0.08929050046498718,-0.012809472944157302,0.06319248701605476,0.00830439710850296,0.08040660475402274,-0.050719427848959574,0.03940418859900636,0.013725654097607629
IL4,,,,,0.03644232946050432,,,
SPX,0.019769870424063335,0.025986737713960074,,0.01530177277756459,,0.01978009657514519,0.018811490728403088,0.0057467560497033235
MFGE8,0.07719938255987585,0.09240477434912793,-0.0600263189184883,0.02291156092387491,0.027839671127206374,-0.009185473774697377,0.07460180642822356,0.032805883779393606
TGFA,0.0652175501763291,0.030246869918513646,0.07572719207632836,-0.03632794280322906,-0.08825573278851415,0.0554121365115146,0.07981985061451485,0.04025826753429717
SLIT2,0.04142377274971306,0.09328888428119211,0.025527335446094014,-0.00040910813660614896,-0.020219485362828065,-0.0009641394796565074,0.06784581321109961,0.06550093864368521
PLTP,0.004078839291628403,0.012341662049495935,0.09825177692068444,0.031136514973905426,0.017456853072928595,0.046264483533750095,-0.03940622493571515,-0.02135867579432811
APOD,-0.028234394997794017,-0.016883177128987414,-0.01402369564944983,-0.02141190984374594,0.10252984730752165,0.06730753917643995,0.02687247635367808,-0.07927466531433444
B2M,-0.011896128930063176,0.07337076568336243,0.09758603554236124,0.07078771406840213,0.028972754688071166,0.03932758560777077,-0.027497534322498938,-0.024450689477106005
OMG,-0.07740489037486001,-0.006321225118309303,-0.020337388818254677,0.0008182921803236806,-0.06059030298367379,0.0597003708509902,0.04564258357299675,-0.06944144548992172
CXCL3,0.06642636812715697,,0.07033227603885696,-0.011092879904808759,-0.03676079244403087,0.018987445311100748,0.09297101212824231,0.07395501314376472
CXCL10,-0.0019515725743666059,-0.02070527538253003,0.01565194386001049,-0.01762792860423215,-0.005970829360976499,0.05109218588534415,0.07280429145699743,0.04035052444831824
RSPO3,,0.0074976296392378905,,-0.011591845706207589,,0.0017497974062165827,-0.024150798741535195,-0.046862841505535095
CORT,-0.026497655634767973,0.0621155512426163,,-0.008449909812265184,,-0.01716938903129095,,
NCAN,-0.03276392294210534,0.05047420971293005,,-0.009752064475424505,-0.021726134256854438,0.05275322478632459,-0.03737974288299185,-0.08103452450468676
PRG4,0.012278865433917202,,,-0.01355278383333886,,0.13817120909512623,0.047323602005776594,-0.02571709920627377
ZG16B,,,0.007983121183539565,,,,-0.03011344692460313,-0.01576255072599479
TGM2,-0.013362772489665204,0.0016885546094003274,0.008893561500729407,0.024597258558385886,-0.029224332047719043,0.054052707513257685,0.0284966057644071,-0.03767736940790144
VEGFC,-0.025947730880328743,0.01790775235171957,0.05574146515094474,-0.013831156114033615,-0.014032442409090181,0.0956131414026017,0.09706735650624726,0.06901376963768432
WNT6,0.054355961002689065,0.03212470990654114,0.0758855482598201,-0.012071134625456257,-0.06281551999308754,0.04454301629347641,-0.024583531197675586,-0.01628744400641668
NRG4,-0.024524682529334523,0.000249762297926332,,-0.016135656862075933,,,-0.0058091799896830875,-0.02449381763493418
PMCH,,,,,,0.008925756254597867,0.024107453050917185,-0.015083041606585815
COL9A1,0.02302448224972129,0.09482326289806467,,-0.018386197394381732,0.07482720972817883,0.026713510516100384,0.05099400406123778,-0.03847487733639156
GDF11,-0.012735922822557933,0.06995167195352987,0.015818866363122443,-0.02304263668340328,0.025429452000067018,0.009983219950744911,0.0588791393255249,0.031125682633031056
RAET1E,,,,,,,-0.026493257592672088,
IL24,,,-0.022845247789867778,,,-0.016145678427477706,,0.10653562617855486
SORBS1,0.022757458131791062,-0.06727544658341092,-0.007085721836849834,-0.0007524946477674907,0.03679584618700599,-0.003820120879435541,0.024499749343040528,-0.061575474358437327
DLL1,-0.06656362334380143,0.06299687480512305,-0.0035946080439426178,-0.055081846065673755,0.11150401749013435,0.010734031132460953,0.0658944912013984,0.06502276007015903
TLN1,0.008769175693822327,0.06833995940082084,-0.0010499536358519871,0.017469728011964298,-0.005526980317316869,0.06246560998598024,0.05272420395295308,0.07297695451893986
COL2A1,0.02089523631774708,0.026828691409771406,,-0.011261550505085418,,-0.0023012994325421407,0.08453088277196417,-0.0220676149960487
SHH,,-0.01837256440089582,,-0.010747941552613388,0.044451212095095276,0.02065810015475994,0.04538825288084701,0.073503417962741
PON2,-0.013110260590215507,0.011512533809435531,0.10832055193640466,-0.0062270045358278495,0.08091170115664238,0.037322245855422834,0.052784339784195354,0.01894572619213755
ICAM5,-0.04825751726597362,-0.005982835232087216,-0.021625833999572252,-0.020990149280981554,,-0.051531092997035614,0.0570454569661801,-0.012154327589757903
HPX,-0.011830157525844402,-0.015536938094656219,0.011681574367807517,-0.027319122334915655,0.03974952459333228,0.08963426528045504,0.13995880187413112,-0.0009811863874645077
SFRP2,0.0412598709244636,0.06723064672830906,-0.02254624163544013,0.0941077256221943,-0.026453258655566452,0.017871130455981658,0.0920397998271371,-0.0050918818507500645
CFC1,,0.0014065669172153717,,,,,,-0.021673174687619874
CD70,,,0.04588796039401271,,,0.0829955071083466,0.09023030584892579,-0.04302870781808915
HP,-0.03662596959875457,,,-0.028501635085696145,0.14140416858389698,0.000812707529504114,0.09191082223661856,0.027579916585525235
CXCL2,-0.004366993591045208,0.006532918841551231,0.0655827368812749,-0.021272759541166097,0.06855246822163777,0.023022201297309454,0.07761124616576962,0.03618779710941874
NPPB,,,,-0.013831157120013265,,-0.01914208442128335,-0.02449829838918294,
CCK,-0.03900774653815734,-0.10492860905824584,,0.014592298803581644,,0.015073097758712026,0.12653960848994267,-0.08446984858403477
SEMA6A,0.042521886092467646,0.06998596878418147,-0.050700718380292054,-0.010349171460142548,-0.07341615953311632,0.06253924229645877,0.0151740500568932,0.04005557486452137
IRAK4,0.01694056545018585,0.047253655438341695,0.0759497946474104,0.012533705249177678,-0.027394254119123523,0.059286021328958556,-0.010418894244451877,0.0014833330897230314
GSTP1,0.020983880417227787,0.1109245310720872,0.005063963099221964,0.000259483395537398,0.16101714417376917,0.021508432144655327,0.029537883532780605,0.08105441571246223
VCAM1,0.07891978939550598,0.048324976647926565,-0.021111399547190882,0.0003435069283470211,-0.020433332120333554,-0.021569236788342716,0.024450444290520245,0.024632179955209603
NXPH3,0.10149613617047232,0.11322083367862475,-0.03396707938021652,-0.03707091000237845,0.12827745834478826,0.03641369609987155,0.0729648963764149,0.02812804010634188
MTMR4,-0.017035011197698607,0.05273490108010154,0.037598459725333135,-0.013168179897243941,0.07537459635566049,0.033573815141746566,0.08854565093483814,-0.00663885353393063
LAMC2,-0.022395859845891767,0.012854743152120691,-0.03318376247562214,,,-0.021203806165710538,0.016818417390504218,-0.02358663534705332
IL10,-0.018790986319986214,,0.12266322932031885,-0.012380852007077633,-0.04450310781557646,0.07651209328273559,-0.024269102762671507,0.019770373468654207
SEMA4D,-0.049174306206706195,0.030168012345691463,0.07990623815801497,0.019038902648735468,-0.014437722085681906,-0.000491818764245224,0.08987542551299074,-0.0601428573660736
TRH,-0.043704684587691264,-0.002961509496092363,,0.006828332340068457,0.03186828257180301,0.055559754568996096,-0.027439737087887116,-0.010423935449161011
SEMA6D,-0.0013647581889480365,0.07162019027265694,0.03233212058261885,0.007819652157304742,0.0006667973835729639,0.02426307182872617,0.027644710462003213,0.029833877077878757
CEL,,,,,-0.006670099081463871,-0.02635996100239135,-0.005331980129066542,0.016687424502789577
PDCD1LG2,0.03875839581293235,-0.014949594651192574,-0.03269232941667877,-0.02117891795150588,-0.058875396598520445,0.034536104925851505,0.024785687368808977,0.08324799058851762
SPINT1,-0.03467562176335421,-0.019336392745129865,0.04153327720968517,-0.01817242537785307,0.015237560811147521,0.037013109316596814,0.1176089774764367,-0.015558469815219482
CTHRC1,-0.01876093843498585,0.11148954475485356,-0.05116469900006326,0.02334747669641236,0.016868915084768624,0.06901201632906574,0.06676891970187378,0.005970886433961197
PODXL,0.06716196718811288,0.0980156577050652,0.06518437064766833,0.042221566753157705,-0.0420540227721099,0.03801590502134919,0.044666697998205704,0.014918018114951422
JAM3,0.03188129350987084,0.07029600973389308,0.04322640943838811,-0.013369074430222902,0.07214245391462495,0.06858694043201638,0.019760056689566097,-0.0011667831264654414
TGFB2,0.07146642428380696,0.04228982563068909,0.02318199587631124,0.029495912147886084,0.09429272224915888,0.04131452104050255,-0.01312356909192447,-0.01597091735695655
COL18A1,-0.0006586577217471104,0.07051966714860972,0.06602703130039071,0.06275965312528013,-0.0027519292641956902,0.06963366449113888,0.02769319730744214,-0.05107709551882341
NODAL,,0.09834336065773952,,0.05082687854462957,0.04357701263506896,0.06027058975716855,-0.037553775560398975,-0.004846665038816816
INHBB,-0.0041229362472804554,0.052826274325645906,0.08376835263690839,0.01698086936599979,-0.0068433115164638625,0.04155262652641689,0.013609666092487994,0.03530730013895576
LCN1,,,,,,-0.0188343173773179,0.01702742057770663,-0.01654401233233653
ARF4,-0.020963452510161514,0.06232654611355572,0.06121386439303956,0.017254826531360772,0.08570205577311342,0.039136864565434325,0.0005354513806590861,0.033936806194002946
CXCL14,0.04119916348423152,-0.06975113434412547,-0.010965304620537146,0.031825375406739485,0.05297423420963918,0.024305296257061668,0.05867581092888478,0.05026894161045221
LIF,0.07922905991798522,0.07788184328817294,0.10288169649412308,-0.008089545949693223,0.007973699262206221,-0.006629816636156829,0.06902960529316184,0.12934608453764865
IL17B,-0.026768858292916777,,-0.019244586813599914,,-0.030167104087371437,0.0804724920810278,0.009227532016006386,-0.018705280379766674
MMP1,,,-0.09342390501101965,,0.04009418691732669,-0.031043679700280137,0.0013754511770967686,0.009603622968165618
MATN1,0.03371756337055523,-0.018207382680260415,0.011612174930935408,-0.011261549103639341,,-0.020487825168799722,-0.008830321251657622,0.10311770834551133
ADAM28,-0.067928134630999,0.019793814657584247,0.06790219424008717,-0.03189815194407258,-0.029305683666104806,0.019311995225875324,0.01653888154097921,0.014051019819333281
TCN2,0.018655046316888246,0.03773606982610446,0.03228918557248648,0.02618377575001971,0.14801203988091718,0.10988651675587373,0.07269952334358551,-0.04035352510533209
THPO,,-0.02589169206281991,,-0.011261550397281855,-0.023953178977029695,,0.09191041970054971,0.01283815267101741
CUBN,-0.00833853981768118,0.03743241724466525,0.037343740848976174,0.043348513593933706,0.05667442573987767,0.07046780034270848,-0.013536622837231728,0.03698096918272062
TIMP3,-0.013745347847095642,-0.017056522708522096,-0.0669673474054608,0.07181971832176683,-0.013038501987798238,0.08427037216957323,0.04158788835722345,0.019226385697541863
PIGF,0.01756378034851854,0.09939125707957157,0.05118056193872218,-0.008808272467957323,0.040065764000988734,0.015460728793014867,0.06984948267525486,0.03139023409620054
CRH,,-0.01534351230845795,,-0.015402900357955742,,-0.005699099606442569,0.06359144679315977,-0.009063033712859075
BDNF,-0.03820636785083949,-0.013977223648492985,-0.013644123223341565,0.09393786323894404,0.12092601686790873,0.04564632224655785,0.048462699680474446,0.07940980671443865
CCL5,0.00047474447279151306,0.04253550824921838,0.07931243751524554,0.052456653656520406,0.12563195515813888,0.004321608621877468,0.06090964098170331,-0.03656017594122264
GAD1,-0.04851791515251291,-0.05230353911782436,0.002012330958739097,0.03667341928800317,0.09060564162302288,0.07980269365512357,0.011309643178526816,-0.018553646378658882
COL14A1,0.06475195948862936,-0.008449145568789538,-0.02751768906795631,-0.037726008747268815,0.0356841794504986,0.0385191207523145,0.10193045580359153,0.016720964725199926
HLA-A,-0.016071284359170466,0.0759185305999603,-0.05069109080685947,0.04270585585343483,-0.01764933961181606,0.009689392454349521,0.0014753123517914613,0.005084550250746552
FGF18,,-0.021288114289963394,-0.023720934590612145,,,0.02561902302496139,0.0817553015523723,-0.02340150620855524
ADM,0.02691750628714081,0.05174938319551843,-0.062431757793635544,-0.056257790660742914,0.04732274929983454,-0.020802213250768375,0.07418474592277836,0.09157739147426525
CCL15,,,,,,,0.08367407483398161,
GNAI2,-0.009477904149882482,0.05261665341592974,0.01595747656860721,0.022068899115008894,0.028237409908819743,0.06998330873548296,-0.03373149527264652,0.023141070213952456
HDC,,,,,,,0.03203044902415729,0.0413119082893453
COL11A1,,0.12672428836265318,-0.04090765179543506,-0.03393185029034467,-0.02840241106949396,0.032098487815615716,0.04157395341853683,0.13116525375134103
NUCB2,-0.03931645482608958,0.024302177087285708,0.024945163139651075,0.03335972705911806,-0.04607426556604927,0.01605528657480285,-0.04316432023840182,0.02338632646380448
FGF16,,,,,,,,0.012326759188382828
CXCL1,-0.007991347334922102,,0.09300047923376939,-0.015277649968482106,0.003925964824180224,-0.06921480410326544,0.02715438689455113,-0.024563501359627996
VCAN,0.03246978633152789,0.10501695135687249,0.07403399470683122,-0.02653524854755043,0.006527767077565188,-0.002423801528461792,-0.017352217631973185,0.04887380122430745
MMP7,0.0286958918375309,0.060863109907043425,0.032693533834913094,-0.017405873447304102,-0.07782090765503527,0.05255851945769833,-0.016166520298151826,0.04249287937604918
PTPN6,0.07806007685970344,0.020347254039346445,0.0906558713743387,-0.006971273825781192,0.03510747870935188,0.06683478640266977,0.09033356561691382,0.009937181052723357
PTGS2,0.045241848015355135,0.059036247478049655,0.019239759400673042,-0.025994405729513986,-0.07471252312995971,-0.041294446652491136,0.0759707148767704,0.058589948581462235
XCL1,,,0.021597629970126816,,,,,-0.030336983374297674
CD58,0.02322923351631666,0.011639263880809242,0.027656989609888463,-0.01690128282298997,0.05955739195970511,0.009040912703322612,0.08571125651223468,0.07544086895336816
TNFSF14,0.0365671638035723,,,,0.0776048924490714,-0.032052579066748924,0.07913663569514512,0.009555179420144418
CNTN4,-0.034891259429811576,0.01935946881897537,,-0.006957129375309354,,0.012531408876699408,-0.040494600084376865,-0.027781990404132793
INSL3,,,,,,-0.01860504427605965,0.018681382708815062,
BTLA,,,,,,,0.021166915630698224,
MFNG,0.0050500295511386045,0.04982737337185204,0.12853988340680766,0.07986121752280685,-0.02022351281966127,0.03672087459451334,0.031220237092737954,0.039191891224767274
ICAM1,0.06878420490706169,0.11316994464971432,0.0203532607013116,0.022427631220747243,0.06365517396096791,0.06786393585942968,0.059231387461774004,0.08828725463114749
PROS1,0.09110421307707767,0.08706412025014318,0.06006836962464875,0.05005225290887085,-0.007433261797185266,0.09119063719203818,0.028029823118530254,0.1130907105751157
CLCF1,0.06245596056735609,0.27935872048460664,0.01727480652173911,0.00788274307583639,0.049515852620045105,0.030377532942807296,0.07679262685323816,0.09711893110979379
PSAP,-0.013575736021638562,-0.07380410733200429,-0.0037654493877178324,0.06037676713963034,0.03945307249837276,0.07088647683855759,0.10868604226116697,-0.05460180184671352
EFEMP1,0.10675033228294,0.04522555437971593,0.08478441377885558,0.03525100442124468,-0.004478142247240052,0.09892404245511932,0.06091099747184306,0.11122766138135805
C1QTNF1,0.0254160026973249,0.038262679861066025,0.030962696245929955,-0.00797526980355215,0.042051677891410844,0.03668259493293457,0.013888161532655019,0.07286386245566036
ALB,-0.01008445956917535,-0.01804081586196109,-0.021625841109307084,-0.024364344725071416,-0.05340934987212394,0.04363976422466445,0.010806843084446537,0.017693981070543385
CCL13,,,0.02581674081006369,,,,,
EFNA3,-0.001020282968621302,-0.05791283924320575,-0.006421496699079548,0.02286134539311517,0.04933999580779209,0.045833498031363586,0.01659805617606108,-0.003213105258418746
DRAXIN,-0.024231918403535255,0.06758716479224153,0.010457854785934162,0.018181162463779217,-0.10903923878628287,-0.024022313495270325,0.08019058205629921,-0.03890925569912835
RAET1L,,,,,,-0.018834305034094955,,
NPTX2,-0.050099617232991264,-0.09526818903822294,0.06326505052516386,-0.005432836422098356,-0.011426364719289251,0.04025464181635862,0.14230698415190657,0.06525672939669347
FGF11,0.020425267747675436,-0.006080306196875419,-0.06960327068976191,-0.02286129771092492,0.005402131325985936,0.01614915761017935,0.08336260492837297,0.08901620861800984
CD59,-0.015885045176781094,-0.06899578822444329,0.007211062453372712,0.07359972388810461,0.05104722040764475,0.064956439889947,-0.0022896295558362824,-0.053428747574189056
COL9A2,0.006078799082365215,0.06152913342271553,0.025714881371813627,-0.039736147759494855,0.04145539867186085,0.011849769374235267,0.07580034654187358,0.04940830326000299
DLL3,-0.07710599022793409,0.08332972171922333,0.04292079417217418,0.03577403576207006,0.060756814922641594,0.01601205758629043,-0.01202729022926707,-0.010085184361055112
FGF5,,,-0.05217419896169876,,,,0.012405704473635596,0.09360172022653646
LIN7C,0.001218260758404061,0.039478479343811365,0.0019692146267145136,-0.015789776716536613,0.01698114865697379,0.020023342701839496,0.045825602125143104,-0.019817314753194683
GDF7,-0.021091379848116962,-0.011460882396143027,,,,-0.01614568354275555,-0.00026586251151052866,-0.026057545194769886
PSPN,0.011484699597260504,0.06942099698134771,0.1200569963153516,-0.03461039149860855,0.042483423022641395,0.0726877484951134,0.07060848881716665,-0.05408228201708831
ANGPT1,0.020906329367789498,-0.03105309880062101,-0.025980126009679548,0.0009310195903335385,0.1363666783204041,0.10916780646564983,-0.03754385500922456,-0.00973686774891187
PNOC,-0.008627346728561129,-0.04666477938629304,-0.021625841109307084,-0.022282836399953473,,-0.017169390899268156,0.1422320128585695,-0.011840931469461162
L1CAM,-0.03766670180909927,-0.002235312831496832,-0.007192586628025491,0.01978825256606409,0.07639548819783742,-0.03241622688913454,-0.018929716344170556,-0.047261107314537525
APOA1,0.022498578115931554,0.004153910094986435,0.0656111160605282,0.02484387185697413,0.026090082018434317,-0.03005766424354768,0.06076968654182449,0.0058236257926108405
PSEN1,0.023724142459408102,0.00912214331214779,0.06698836470597958,-0.023786539756993734,0.019309949840766196,-0.0008124156539241049,0.024501975514033977,0.03956536417902858
CALM2,-0.036715392773087156,-0.08837232562302835,0.01296743212491356,0.0002999812240509007,0.03283305264750251,0.009584054288357407,-0.043132847276325555,-0.0734049541639397
CLEC2B,-0.014255658026447788,0.04573422423667755,-0.0044329523691243305,-0.005736250374035287,-0.020062074228395267,0.01386226789250837,0.029805146383513725,0.04238715278367142
NTNG1,-0.04261127725120049,0.05002370831353977,0.010087060776404864,0.011336994086029017,-0.017040150941587454,0.03482480439698894,0.10547805648295416,0.09280569526797539
LRIG1,0.07659304729685835,0.02983308047881176,-0.04504487897128858,-0.033140504091842125,0.025460660526870234,0.07422807340449275,0.045279478639800516,0.007998699822885392
CPAMD8,,-0.0037998025224040854,,-0.020799932092874958,,-0.018138371526514287,0.16116861941470828,-0.018476752546670836
