,UKF248,UKF251,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,0.018445589531511448,,,,,,,,-0.0026592082061856915,,,-0.030969303353414468,,
BMP1,-0.07677778267474056,-0.01773456391330995,0.04694039825654929,0.23920872574678767,0.050192367199926355,0.01670507161189897,0.08583101672941784,-0.04562191684158406,0.19976199201129127,-0.07500085432276045,-0.04337316987786196,-0.09641731710198218,-0.12861822690994654,0.0671103772852254,0.03721068466933654,-0.051446517866590866,0.0803523961197174
NDP,-0.14400642998741975,-0.038522914026174554,-0.11156696539152763,0.05407277303633423,0.046376819260076745,0.06259512283785147,0.09947992862174533,-0.09065927255291857,0.09244737199638096,0.016988077810465893,0.0678844882577633,-0.06020226738907054,0.05757237527884603,0.053504350890665346,0.08143424869967794,0.045025634837877845,-0.008301229175836745
TNFSF18,-0.035434621631708886,0.028663083105879967,,0.04818209158041443,,,,-0.05612900510597165,,,,-0.019935759057521582,,0.1268651707573163,0.05431642909830532,0.04682969300875257,
IL36G,,,,,,,-0.01587691913476206,,,,,,,,,,
RTN4,0.010423165245246974,-0.0577747541742384,-0.09159779987550015,-0.36309890916267734,-0.12835422148074171,-0.1809373810926663,-0.24910394549968867,-0.1376920275755861,-0.11978724595353851,-0.17472284086150028,-0.23832461607288413,0.0768226675508285,0.09982632673337079,-0.06720343677251131,0.016035297119060758,-0.07932544126173537,0.08291937540394144
HEBP1,-0.028256035919948713,-0.002630144793659643,0.029940417617452305,0.09021756012286085,0.01825699852516978,0.051303147854942985,0.0724648659347064,-0.01102042101175708,-0.005299593443854011,0.0647152783699473,0.05287047240102852,-0.054264274821613834,0.06364526226042372,0.04867564692999705,0.09437196789235819,0.03981406841296721,-0.01703795107058989
WNT7B,-0.050054470580122704,0.019848543327208243,-0.06661294568969618,-0.1619414813776342,-0.0028982833739876744,,0.011083742816507453,,0.012323883954954108,0.007577590671027189,0.05787496832821564,-0.10049077032568238,0.04273830088480809,-0.00020739013465535087,0.022391875688497688,0.09448558197447227,-0.021336428714887525
PTMA,-0.04526020597463938,0.06041640580076223,0.14736087614600873,-0.07120112936823264,0.07243122026013307,0.17374876891777394,0.2653644865653131,0.09291181589248276,-0.21610678165153865,-0.03594994702652013,0.10463541400449028,0.06341440539482113,0.04139239810102385,0.09910149986097178,-0.022343629484761384,-0.05932655048346036,-0.044155332531054504
FASLG,,,,,,,,,,,,,,,0.0025033860200940786,,
