,UKF243,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.012843351521147682,,,,,,-0.03069620042000965,,0.015404996864943492,
BMP1,0.0016778880382537016,0.10718781193904138,-0.05848811159737438,0.024216335476976915,0.026199911226754087,5.608415965268045e-05,0.0021240321486308655,0.06524398803650135,-0.08267057843927629,-0.04184340878693599,-0.035680700972445564,0.022681575399416745,0.02535890218331577,0.0654146406527138
NDP,-0.014322921064680107,0.06824407074135777,-0.024739969131339648,0.00011234914649145643,0.01877377391275755,0.019506072379723884,-0.030625712159333143,0.014512085831699256,-0.03347059562607545,0.018440479499172338,0.06665713473526526,0.005703848380184896,0.09170500660687615,0.06288200795554559
TNFSF18,-0.024816097989542946,,,-0.01202454341952217,-0.019071991440925914,-0.025544483789793484,,,,,-0.03165644967340015,,0.02106053720770166,0.0915470903603457
IL36G,,,,,,,,,-0.013349799049030135,,,,,
RTN4,0.07978231426824929,0.01027936622890652,-0.02479825659052307,-0.011056065680249529,0.034885526443932786,0.023494806773564754,-0.06922919249907883,-0.025380632667550775,0.08280518288376432,0.03268468941744772,0.05586201163605412,-0.0451350012734985,0.007749104565502745,-0.14920402355072632
HEBP1,0.06564121044250641,0.02446228964549493,-0.017103918836373504,0.03467592264953818,-0.027124811755214705,0.02024475156238024,-0.024631612463145703,0.04944678229549821,0.025640283327815976,0.02559921259020971,0.05040278655524551,-0.006896340734972367,0.08748517742641841,0.07885258560961597
WNT7B,0.04638420540255902,0.010362570589493865,-0.005025067209777708,-0.022392969439421328,-0.010817610252201163,-0.02082077268242132,-0.011246855396774986,,-0.014672967604409375,-0.04493581544390365,-0.012836942236938988,-0.022338908370642938,0.06343549709052392,0.038671274090579466
PTMA,-0.07940291968921989,0.053980362082863095,-0.019556435126818168,0.03942684936874827,0.023584229969244485,-0.07827191745007574,0.019850734920882494,0.14721579450726782,-0.08292358037057661,0.02224220630720854,0.0987963059273945,-0.0007895412335003796,-0.056179220754584855,-0.032616647502403465
FASLG,,,,,,,,,,,,,0.06874622582955175,
CEACAM1,,,0.0011386003066566226,,-0.02509765447684858,-0.010642355220034146,,,,0.016105383642858313,0.012954000506891715,-0.014826658375987376,-0.011504031296430222,
PDAP1,-0.04499614793208755,0.05210394268878782,0.017255168917093847,0.03575743297842625,-0.01752621395344088,-0.03032357554241872,-0.030917710155140617,0.018255054759024152,-0.028970561764499678,-0.01656336109778312,0.003277656404466892,-0.00686257269592354,0.008838794140634067,-0.07524092555946639
QDPR,-0.05392994078120926,0.08399460537540797,-0.019604204137433547,0.04002497499449857,0.02333197461654088,-0.0025272891595502357,0.0006656033439415739,0.16964982954652377,0.032703940896594855,0.04105079641393354,0.08526974749294634,-0.022523580399969847,0.01705977452427766,-0.07831118151382824
POMC,0.017094206187522686,,-0.00553116423486979,0.007598013945724307,-0.03235226802820724,-0.029639798979480995,-0.019652732646299215,0.025661703204938352,0.07011075104887117,0.025861409395919695,-0.02504067590762585,-0.024254465389774323,0.06754883592633545,-0.008884854156083383
CCL18,0.03634066238430521,,,,,,,0.06207647079134577,,-0.01938587003304612,,-0.018747759050260965,,
CCL17,,,-0.035151874554384996,,,0.03020439672250223,0.06915908905966978,,-0.012195420431955527,-0.03142536642897251,-0.04047116708717917,,-0.01758740917824028,
VEGFD,-0.03749731486859821,,0.005450615508255937,,0.014224819879261899,0.008158392107988698,-0.010210821482018302,-0.0257389450365199,-0.013070209809790716,-0.0217693105396471,-0.04268458987882139,,,
TNFSF13,,,0.07693427503427935,-0.011661298655676866,,,,,,0.028840955572403695,0.030745197201495014,0.14155630807522782,-0.028657215294544684,0.03412338137757676
WNT5A,0.0424952050750523,0.07155213313146888,0.03768659917369048,0.07100984906328274,0.009309622893044494,0.09160907603824203,0.009988228726302513,-0.07740842279145202,-0.010886866001283678,0.015837175465126797,0.01581948021565803,0.006610968804712029,0.03216042446315322,0.0659405465598316
CXCL8,-0.03787565689830036,-0.02860421723636664,-0.0009940741241306632,-0.016587440995716407,-0.042782216707767835,-0.04201883629802526,-0.00950876094533376,0.08848390847661024,0.010443707645325718,-0.09369501990979051,-0.048357901872506,0.008526210764384248,-0.062371693263379574,0.07013359973352899
GRN,0.056017461977003975,0.06097280726510615,0.032323260139962576,0.07663730398190494,-0.01987240872823059,0.08110986096677762,-0.016771360046873268,0.06647782902369846,0.045163304044421364,0.016048015927658574,-0.06986374282338073,0.012486090372140874,-0.03595430033244535,0.02459026942174443
MIA,-0.07084878514555812,0.02099927627563921,0.06570278428384327,-0.021085876981663167,-0.02525401159800036,-0.02106193934356609,-0.011612659056814467,,0.17109063275119293,0.04231587110098165,-0.057615642016064554,-0.060831731009809445,0.13221697245396646,0.0075253085435401
COL4A4,-0.03774759148277331,-0.02859168581168805,-0.0011914908120251927,-0.011095210469852507,0.017135755657471698,0.0026407709727597245,-0.019508343691309497,,-0.017363907854210745,0.0589830416358544,-0.062342561409959654,0.021736424190627088,-0.020471157767805028,0.07955198938983304
TAC1,-0.04727591549350931,0.004596524453896904,-0.008807844235941067,-0.06599030386154905,-0.0007078632588595359,0.0021903917896624685,0.0014247957603808752,-0.07183440316900869,0.130558669567303,,,0.003065798939488719,-0.02312043772783444,-0.08862296289389035
RARRES2,-0.001724177457913917,0.005885315873873721,0.08302668027208271,0.023528291518637307,-0.012080933356862961,0.01632788096776433,0.041147726211188916,-0.007571352474267522,-0.04729871031284036,-0.046038886472060815,0.06131636968126931,-0.04959261699047443,0.05704543807379107,0.00021258635094246466
FGF7,-0.006375873347214141,-0.014745465457886566,0.07869852601473828,-0.03180073909017519,0.006732370581215215,0.033143411607978894,0.05076270509606979,-0.03035256491726652,-0.046713744344645515,-0.017693980355411667,-0.04492897132528323,0.03707519057550879,0.033027271679906246,0.03300066397686444
EFNA2,,,,,,,,,,0.12064386415875603,,,,
