,MGH258,UKF248,UKF259,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
POMC,0.07799363265960993,0.031211392219580542,0.022828413214544246,-0.01567166925280129,-0.015430496785768492,0.02089907062394284,0.08334117797755479,-0.022744831897902048,0.005421671469476228,0.05966508818332136,-0.027300603441787693,0.008425083949019687,0.00013913094723428407
CCL18,,0.0309602149031819,,,,,,-0.03139734298663408,0.11324801809175523,,-0.005382386796378714,,
CCL17,,,0.041364122442868696,-0.0006493942616149456,-0.01526394404192173,0.0037324229544551664,,,-0.02771748093122752,-0.03623970337491846,,-0.01825992232254989,
VEGFD,,0.016685786935473852,0.05727013985638291,-0.017946938165135547,-0.011196287548120354,0.016257845778379184,,0.04342986589216479,-0.019200745077465355,0.03650680650288893,,,
TNFSF13,,0.12430248840989354,-0.01567362859983684,,,,,,-0.03012795414172025,0.11831352174759441,-0.018740348256207066,-0.029753019330805812,-0.02830485298080142
WNT5A,-0.005430433354811745,-0.014318747375595681,0.04506755017986298,0.005586073241240511,0.008225141670274903,0.07892512461606799,0.07586356267358309,0.04042980075924014,0.007416512948412717,0.11982167113551337,-0.01810319435541816,0.01145776465031779,0.03971360235604956
CXCL8,,0.039359720433463176,-0.07068434599022094,-0.039781995130519957,-0.010426469795577088,0.042546728054713726,,-0.14513010431287166,-0.032288735167385355,0.012490157410461783,-0.0071747478211348185,0.03245904352646835,0.019754644201307243
GRN,-0.1283311171918215,0.030567950234653005,-0.023317136390362144,0.05479507109676208,-0.022325062041126303,0.04306996944477225,-0.018219363698156438,-0.03560510086193511,-0.05763596300791322,0.16964752394801053,-0.00013090391026356714,-0.02594598298767321,-0.037981284327957325
MIA,0.059019087652055074,0.12509684924692965,0.011481598616115357,-0.01475993085409276,-0.012733419169784469,0.008586134239416265,0.030872011288211664,0.15824906903486752,0.019442812453393406,0.07061660965959328,-0.08861073177062265,0.22485683785682584,0.06528142262938791
COL4A4,-0.031006280782755673,0.017621451813416802,0.030528955698475788,0.01454082517470954,-0.021391131550004047,0.0697228352066432,,,-0.030743395076644878,-0.012602000629458324,-0.010773763199283621,-0.028622836017156122,-0.014884487200597483
TAC1,-0.026772885712233914,0.0034786352977161173,0.0006430548880554531,0.015096145966572206,-0.02550841051036188,-0.09044897183718104,,,,,-0.015072506288146315,-0.024004524640044232,0.031646308224947024
RARRES2,0.09091667484568812,-0.001939205346771494,0.0350850156506664,0.07773469860239111,-0.012109173760971412,0.04397011371187669,0.039628853825793287,0.02821997222526335,0.06626282868451519,-0.046317748880317595,-0.001268972352179376,-0.024357341407736127,0.0029913118989230774
FGF7,-0.06502544836513587,,-0.00835854155157926,-0.007844680327042766,0.018757974217869993,-0.004433227770609491,-0.034187623925912417,0.04612944624938592,-0.02864932571416315,0.023793765319657732,0.026882557107833494,0.05029940463172863,0.04831421544074576
EFNA2,,,,,,,,,-0.018249023223186136,,,,
HBEGF,-0.009375749185176462,0.047759257747828604,0.007022051952210483,-0.031614135134220366,0.035029440267230615,0.0191294597870029,0.11654687319287949,0.07475266389288421,0.020889565270158016,-0.006306678877657624,-0.012764857643646705,-0.07641813128810176,0.059591979804432406
CSF3,,,-0.027083509432532904,,,,,,-0.03611305040601274,,0.0383312221378588,0.0026117121408536685,0.057573874728833956
PI3,,-0.02633647484841547,-0.034223710105180306,,,,,-0.02389643617492152,0.01734454202491729,-0.014729004992338741,-0.06384892272217246,-0.04176928018108586,-0.0033820562310832494
PCSK1N,0.07227725978784819,0.05665942448092883,0.05920222788538996,-0.00914150980756318,0.057138076341339314,-0.10464609015700824,0.006728995046197797,0.04267700303441291,-0.023410643899109188,0.03859852359391106,0.03395597952773557,0.07919567091597698,-0.07997756939318472
NTS,,,,0.008116828829287045,-0.02885282648338546,,,,-0.02223297180032396,,0.06693374852069947,0.04745552254480944,
SFRP1,-0.026088108231442444,0.03143731528856489,-0.019826457704559385,-0.021636649042045725,-0.015263944195642185,0.0025028882066179385,-0.007932606290786268,0.16973434619914035,-0.025969747034224583,-0.08291482384227512,-0.0053361434677761934,0.03278970555592516,0.04479924488102055
CXCL13,,,,,,,,,0.024180510918466312,,-0.039027638063767994,,0.21839900799991213
MICA,-0.039503318360440576,0.01759986309817825,-0.02902208461087547,-0.004696152129801026,0.03283225122931328,0.047571819929715,0.08523578931737592,0.023441309924960792,0.08397955343972971,0.04793351017889697,0.0535687487430338,0.003031361443669169,0.01575600015006858
TG,-0.03100627379537092,-0.02135846887967993,0.006136019296977572,-0.016970714621614823,-0.011046450017612855,-0.04716835733357309,-0.054319028249201,-0.0006882535016391433,-0.02738233520111748,,-0.01969113930293259,-0.0028234401329114036,-0.02974493365180805
ADA,0.10864879377058928,-0.02171347817937456,-0.026614917364406996,-0.028783976729453768,0.04722796254377038,0.09924891021798533,0.020353773009969697,0.0633752877751579,-0.05271675257527388,0.07613661696813923,0.002771065651948327,0.023553602722881213,0.09835886651967149
LAMC3,0.07170518796513431,0.02719104169742713,-0.07345704337645162,-0.02758808833375222,-0.017403912338311806,0.07783124166647169,0.074481516031093,-0.06010590504366761,0.01541078047987483,0.1523665399576081,-0.031099859055915287,0.04307149718293863,0.050829985547340584
CCL7,,0.1372481736257195,-0.015469193600514998,,,,,,,,,-0.02014581202368322,0.02514910542021219
NGF,,0.05041456448876225,-0.017887001451452625,,,,,,-0.018003725649174778,,-0.021490559363780543,0.0068032489773587985,0.05755737164387613
TNFSF15,,,-0.017225703662740677,,,,-0.04851009183288567,,,,0.010342778001717444,-0.026844664456128153,0.11500168638491086
HMGB1,0.01978187317778816,-0.03051130182191241,0.0056608005814319014,0.02891194455101569,-0.004921318612043442,0.03906732312830186,0.04039327041787389,-0.033658909140353806,-0.000599241399656854,-0.05404411757530865,-0.04628551503651645,0.062104305934039136,-0.04085457431954856
ITGB3BP,0.10820736209268832,-0.004364844478854752,-0.013457179239384316,0.015821045117834154,-0.01998558949092982,0.03259036052093003,0.10510650987694924,-0.09814287187453666,-0.04867492715989669,0.08018525248867747,-0.056051380741596435,0.031647750909042954,0.035010713305043406
AANAT,,-0.008106837742851621,-0.015673630272653383,0.021043424803723853,0.00986945402636629,0.004859472336951301,,-0.13136747503151586,0.008802565024846373,0.04204159004368938,,-0.0009513451984503158,-0.02031850284092643
RELN,-0.0257050230194162,0.09487560190740477,-0.005135687369733527,0.02681473484592449,-0.02162985414117136,-0.025764943620718975,,,,-0.013626060700542642,-0.017946115778793348,,-0.06902756605162731
IL15,-0.0058670216212611545,-0.003388059097215831,0.020731187748618117,-0.02265890904855821,-0.027368292309127983,-0.028687010475688682,0.06639492267668445,0.02932110633727219,0.02946667877784081,0.13809594336153605,-0.02486100370185603,-0.019640927472078677,0.05168658069227322
UTS2,,,,,,,0.15137077142762292,0.12046731119475429,,,,,
BSG,0.10887250682816971,0.03507869605461488,-0.06162333649844911,-0.025428338096903296,-0.014235095680797706,0.03636137729723738,0.10713030024104711,0.05256777038931909,0.003992556706952895,0.17846033641628806,-0.05619422953759656,0.051783547681964005,0.046010294567012756
ADAMTS3,0.03796381206583932,0.0644885500753365,-0.024478994074594074,0.03217741745564293,-0.01121330407007987,-0.03968928290761344,0.060559443219124015,0.16684022737727955,0.008916745888357145,0.10023922324297595,0.0554202759939802,0.12992926846258374,0.04880958813977956
CD34,0.13287613431355905,0.09635554573370818,-0.03794350223679204,0.012364897443905737,0.0005158682948055477,-0.010580403790638139,-0.033892988179461646,-0.08767746083152414,0.1518581916066584,0.1006886271470176,-0.01516354403909144,-0.019896403080986075,0.02516487901074367
CCL23,,,,,,,0.10628753805596282,,,,,,
PLAT,0.0493757948294684,0.05695981353292864,-0.004730566012206644,-0.019785241072207842,0.02169249832493611,0.1043878042685265,0.06922713232290391,0.003143689939796005,-0.047179326644580716,0.11390760797867837,-0.03503580703012051,0.016284008590948532,0.01623207030499176
NTF3,,,,,0.034839833162487815,,,,-0.018838866593781273,,0.08716242855574874,,
LTA,,,-0.01982645677704653,0.06058748533041849,,0.020070258207066243,,,,,,-0.01398151219953063,
CKLF,-0.01625970463992589,0.019467144242120607,-0.005293308795650024,0.01760910342625401,0.01689719630843262,0.12176780637768825,0.10293370072410304,0.09236281563094334,0.06469565354964361,-0.012045037861955427,0.011598949549071098,0.08390121236573665,-0.021321770012841138
CD24,-0.07164604541542945,-0.013841434786847804,-0.03133398315338417,0.03886778774648225,-0.0062247514262992855,0.040860476181030204,-0.028675843936140706,-0.05975577201842638,0.016634387733979506,-0.001363602870519252,0.06973305714620687,-0.05722984218459398,0.005028715159864507
HSP90AA1,-0.13188957764652576,-0.029256814450192868,0.027560660012383064,-0.022616640582595906,-0.011477480377747222,-0.06035444948855605,-0.12587684910777774,-0.13503082342263753,-0.016326628454434906,-0.08661686538674226,-0.04705307216378377,-0.04349901818331334,-0.06803040837229686
BMP4,-0.031909957083178765,0.05380592122906861,0.028647764404777714,0.09346213533407127,0.014850303103076841,0.0077158435296030056,0.07382684840976682,6.768839523627927e-05,-0.001772929926398169,0.11581123853963879,-0.01006170165973915,0.013846400739778095,-0.018886389366423617
SCGB3A1,,-0.01592352643642943,,,-0.010740764208760635,0.0587914524423791,0.06508288603232402,-0.08286105782408261,-0.01069313260213399,,-0.0055888153871165155,0.03878233238847568,0.03578109793340478
IGFBP4,-0.02905212145857742,0.0373947682226088,-0.04696542999655802,0.00410289608070055,-0.018607617145816425,0.05655502277000805,-0.011837343808795456,-0.12510846427896902,0.04198790339444286,0.20260219411086375,-0.08397688215604845,-0.0006350186604742902,0.06800039916294637
RSPO4,,,-0.010641959219167305,-0.0170955578890398,-0.010740762637680897,-0.008025347862598146,,,,,0.05263833099771849,0.04279659569688009,0.05473217814495128
LEFTY2,-0.03069970613550593,0.05714683951855289,0.019898021932266613,0.05595295616143006,-0.011777377594630415,0.022499905853789245,-0.11148232742279893,0.017202256894420485,0.13317448986751212,0.1825720420119651,-0.02825797091979956,0.03236826959986876,0.07060346453972956
PF4,,-0.016518102577915365,-0.013496566655163184,,,,,,0.07919613464711982,,,0.031469501123402646,0.07857493998056729
ANGPTL2,0.044932671050345464,0.022622871018523328,0.03496551578105644,0.01755505236253381,-0.005493525929753474,0.08521221512430005,0.05496643549933751,0.09858141967376782,-0.02109037030235365,0.0007651039719700879,-0.0455536105012747,0.06644226802488966,0.042991650936009436
LRIG2,0.012370106051057966,0.07690706265555974,-0.002173394445560021,-0.01355875587369489,-0.02083360804798042,-0.006384512796885156,0.09153102442742014,0.08665759496650953,0.052279378202103065,0.025773189248612476,-0.017923363291425947,-0.0026029113128466946,0.024128458426590838
ICOSLG,-0.03407591049804544,0.011919355271128381,-0.01598877727758158,-0.06076754240226061,-0.02038396173587423,0.05510804988671618,0.07097928125107925,-0.14566845490601663,-0.020639473688923722,-0.007869197367360867,0.02220198242499869,0.08962402765224724,-0.005602574494180354
WIF1,,0.017970508786583506,,0.07087188028511732,-0.020211891460093983,-0.1047993950274376,,,,,0.00018906333631110703,,0.06030953520397947
NPPC,0.09675649682734166,-0.007448906391640181,-0.02093650322221731,0.018481448626471664,-0.014927031573641641,0.028413069946204746,-0.0009004471613867603,-0.056785036293008115,-0.031647646521709455,0.10510822555470117,-0.012185630356095734,,-0.038144484566248596
LYZ,-0.034886363676835654,0.007164705010616098,-0.004795138770234902,0.020929496177802685,-0.0473514001372431,0.0940673860121876,0.015140310288364933,-0.061772925230749426,-0.0015581642917821225,0.05473321131833509,-0.010892258819205984,-0.01882599650841023,-0.04022866283887559
EREG,,,,,,,,,-0.021092969193017865,,0.0781006522452643,-0.04332389132945861,-0.0015708616699183198
SPTAN1,0.08061460906443588,0.013162091918336016,0.03848548231141764,0.012989103626566335,-0.025908082549062465,-0.04547140256121873,0.022384083794704617,0.1740614443196878,-0.015018818718339008,0.08783851003952796,0.03467950536993592,0.07343980211974252,-0.08743045014797084
PTH2,,,,,,,,,,,0.051431169550488876,,
LIPC,-0.039697312155828904,-0.020222499252602232,-0.024254335467883293,0.021166599595429558,,0.09015961624799192,-0.0494607918282016,0.0753775100789672,,0.07060869968440432,,-0.036271122464370274,0.11320735690402517
COL8A1,0.003535442171080828,0.026292590848049253,-0.015036013162622796,-0.035444418551720314,0.00678668121154763,0.11718957294620957,0.03517093189963234,0.038250078930608736,0.042928053493506965,0.16165485163394935,-0.006422626083397572,-0.12513083606439193,0.03991270170711155
GSTM2,0.07543467714306361,-0.038221584577331026,-0.006871280915150321,-0.040645422694544894,0.00896477744494917,0.030690088583601036,0.01228392573857643,0.051696542289209634,0.04074391852392648,-0.02058162070163519,0.0003382457773799833,0.05295504842702663,0.03705653160708366
IL4,,,,,,,,-0.02121534517906897,,,,,
SPX,0.04526902840949529,-0.011532659319907657,-0.007554167418728079,0.021386564642293264,0.004583455226960745,-0.053292648883070566,0.04488250108149027,,0.11598258038926282,-0.16341528390369986,-0.0053366275459212935,0.11646120449256372,-0.02324167999265778
MFGE8,0.008142119294377454,0.024271619345828162,-0.005157809169129544,-0.005564947029519802,0.011139930103701973,0.029888038863003886,0.03535843454482555,0.02577211589429517,-0.023363633231824662,0.15722631116067085,0.0017476560853103586,-0.010367781891660242,0.01762227310229541
TGFA,-0.047209757360642896,0.05970474611960001,-0.05144441722690534,-0.031022657499767653,-0.017616337098075998,0.06724848542047335,0.035752837305883016,0.010286118636863866,0.022282831297441227,-0.06432366606030379,-0.020050740413478502,0.12128322838096854,0.06027802124098589
SLIT2,-0.016539112853023515,0.03852595871340586,0.013366762137791432,-0.016278004873202665,0.010558987633160103,-0.049975666182011394,0.09483248863153726,-0.05646556087830503,0.016839501417330253,0.006247769252562038,0.0436025991314199,-0.06694517579502338,0.0159600110047171
PLTP,0.003905560062975018,-0.036171734892804536,0.018231330054343752,0.04286673177812086,-0.04847532050971924,0.04422646111300804,0.09869647562648533,0.09960534135342566,0.00530477358933873,0.17341516966405746,-0.10413552971096035,0.08569300450918892,-0.00136166713568928
APOD,-0.07695430031383407,-0.010155986191439979,-0.028473432305198044,0.021657889240857636,-0.06958889581604161,-0.012613042675362365,-0.13590974464983646,0.051811458993648,-0.021966996286974995,-0.1466962609915716,0.011411825833475277,-0.07800878513905621,-0.015961949841862326
B2M,0.08329508993261432,0.05922478455742372,-0.01145009740664598,0.05494419225032334,-0.050657451211793936,0.16262792154139258,-0.015653888248266176,-0.025328208596723974,0.046462795946236035,0.1743390885750996,-0.09224595747774376,-0.03853192829679478,0.02282329023003702
OMG,-0.0972883410729957,0.02033674978518211,-0.009189577476900171,0.03143101668076742,-0.041709905512948,-0.026657460181354658,-0.012421802559319295,0.0333592565174823,-0.024811666006401372,-0.11729830151738121,0.05010303699282774,0.12082489920701799,-0.08099669286179781
CXCL3,-0.02496945062814442,-0.00324173240175997,-0.009265149289852488,-0.045810126404714185,-0.011490345675486917,-0.009645193225469322,-0.03416345784598951,-0.00864155103695193,0.005915967534078772,0.07168015535522824,-0.0432717214984545,0.025823157817278366,0.030374580709773003
CXCL10,0.0025791013523435136,0.025477523392061135,0.035619842375139106,0.004772304035845925,0.015545728787594222,0.02022058568013304,0.007075215104018093,-0.034803639628644856,0.10412739142858761,0.047192342562158825,-0.02839249460650516,0.028293139649686157,-0.03569187657370434
RSPO3,,-0.021630087419756947,-0.015673629114549562,-0.01491252923179341,-0.027902047652864248,-0.033561391881635,,,-0.04049435883857565,,0.014211402690959647,-0.020444059882715363,-0.00362179932400015
CORT,-0.015258084655701755,0.012931926787712227,-0.02633191291938342,0.013860712503360755,0.049342010102442296,-0.013111881285570033,,,-0.017503425015162048,,0.008439804974301947,,
NCAN,-0.07162620514797055,0.03558839131303913,0.005252664628823655,-0.07169464968333042,0.01746538281934562,0.09985696446146597,-0.10639216487035237,-0.005392139166338112,-0.04485547994740501,0.08006163170282815,0.06282578667757356,0.18786674685421934,-0.07965643481137626
PRG4,,0.048075666008470845,-0.015469196011159191,-0.02184744431436331,,0.027613365606650682,,,0.16424921270961862,,-0.025309022000607195,-0.02692834491058675,0.008845914844444604
ZG16B,,0.03931197963325093,0.01473951378367672,-0.011679502684104162,,,,,,,,-0.025491542486450393,-0.017121976302132264
TGM2,-0.037189205572797944,-0.0030943575213299183,-0.039437863897528104,-0.006945187712375183,-0.021269495687830074,0.0018114822359702935,0.042186313754598505,-0.125832221316673,0.053561539612070524,0.09261497193167313,-0.00739457180310338,-0.000817452968832652,0.035751139844982946
VEGFC,-0.031006282280053022,-0.01930592993865147,-0.01657608394653452,0.10504769603898323,-0.04182677622432597,0.07471832739968327,0.026962049076911025,-0.009485156110218208,0.045884713542333554,-0.015437914645442214,0.02903418839845388,-0.004754078082943662,0.04544479776652521
WNT6,,0.1509162950663438,0.08894087167994347,-0.025992316643289708,,0.006992926149962173,,-0.030503724802666717,0.029264590212602123,,0.0007799220723896542,0.09201879224486159,-0.017692138483669982
NRG4,,-0.014666128350312238,0.011502257944790331,-0.0224382157360284,-0.04391281070736165,0.0039043037126292473,,,,0.10533710963876024,0.02720929433998651,-0.0003193662768524879,-0.02660626267818876
PMCH,,-0.01690350219502661,-0.026086253613416172,-0.017095557063994484,,,,,-0.02455824171925423,,-0.015798309588719067,0.01586609078127586,0.04507931989017663
COL9A1,0.09442145826473802,0.006167553855547817,-0.019663134119966248,0.025487784725115765,-0.022752302044984636,0.0238263785351384,0.010650452971288568,0.04378458540098518,-0.04119314935679658,0.09444878454130054,-0.019515411575651172,0.16994016041554527,0.008725447810057872
GDF11,-0.029220844937262406,0.015284953264424856,0.025891669100097946,-0.04003716899976583,-0.04909646852002059,0.025858045342418964,0.013017705333871385,0.08858960055564058,0.007987162634320725,-0.004970019643002323,-0.01561062773355183,0.04897069163638065,-0.023590636856011413
RAET1E,,,,,,,,,,,,-0.022426990945905324,
IL24,,,,,,,,,-0.01645979779241025,,,,-0.029744916571436852
SORBS1,-0.02748089507875486,0.01601874783137042,0.03628721392873337,0.057802876124895944,0.0024206575931136998,0.009343175903515924,-0.10046932162284068,0.03585095153381787,-0.032120313620891065,0.049090886934004714,-0.01749814657724933,0.09921457098310876,-0.0905324277045927
DLL1,-0.01880263719386436,0.02170116278715552,0.060374835272855996,0.006131598167179761,-0.025215654338490427,0.07792219931641642,0.12091746046614046,0.008470111809608948,0.005293713855991122,-0.03212023826481502,-0.04236249739288525,0.07928714384587436,0.06297723194803258
TLN1,0.02231910642374802,0.05260764725735222,-0.021227088912919457,-0.026188458969870366,0.004585119878703442,0.0920536108299324,0.005944675899865402,-0.042986791251097466,0.0239190610266133,0.04875146351203368,0.0012774049166122353,-0.04385569273571975,0.06282186158604432
COL2A1,0.004862658007189348,0.03143536896881463,,,,-0.009327260016945046,,,-0.022601081624797053,,-0.033281684308895686,-0.02975301703079469,-0.0028330691757703945
SHH,,,-0.016075034482030792,-0.0013751709733347398,-0.012332312845495604,-0.031118071057053342,0.019419374551890956,-0.027860430255020826,-0.0283280528069204,0.04802441577215798,0.012183776563071735,-0.02338357810324375,0.12109540380407069
PON2,0.03844015731336223,0.06005296058796394,0.027535298053429864,-0.025625584015870475,-0.04799846864762833,0.09993013230139347,0.040761450329905635,0.11027871595289203,-0.011223368802121067,0.03815505409160637,-0.039789780088953376,0.0414462674255842,0.07017553311655023
ICAM5,,-0.0014099596320457952,-0.001067947180535199,0.02495527320030791,0.02160864217928362,0.008066496101576528,,,0.01688808317484374,,-0.012983081926199921,0.014324593628648586,0.0094106579926208
HPX,0.011064885074231852,-0.010909934823245388,-0.0312708594081055,-0.02292030014685266,-0.010740763113765591,0.018612702953698976,0.06463818127213125,-0.011187989127180139,0.043684571609528204,0.032669282014899166,0.009266946828917917,0.034564317001356974,0.08887483132227221
SFRP2,,0.12328095244018478,-0.002194969046651982,0.010683187919983279,0.0201299428650002,-0.015565374716859603,-0.04163952082590432,0.0004913426069475043,0.044971326322453556,-0.028418616873638926,-0.04072898307071341,0.0017863072168712985,0.010542773062598893
CFC1,,,,-0.014698765334613804,,,,,,,,,-0.023542356173447344
CD70,,0.05859418882405736,-0.012878189485352113,-0.02741834386068824,,,,,0.06352018999338345,,-0.03995828528487411,-0.031191110807327435,0.050868929126423476
HP,-0.05778617002335615,0.0392798196854486,-0.017469229790077527,-0.024578582801351365,0.025926946996316574,0.048414996017151955,0.06048649898665935,0.07873215503750244,0.031181047086909858,-0.03638609331323018,-0.021382670615327296,-0.030582080957567315,-0.0008325034164793922
CXCL2,-0.028672583860884303,-0.04200404446414055,-0.008345587737256514,-0.046140147564152044,-0.014927030405406062,0.032182410516116984,0.010347807896692495,0.08979189682213896,0.05734457620548835,0.0019935648828361694,-0.07678844733501781,0.09481064352411749,0.03157122090138496
NPPB,,-0.0036600526119202168,-0.051760956368760276,-0.012870836706488333,,0.042557445353520115,,,0.09821380695109488,,0.039300771806491996,-0.02073822421581937,
CCK,0.08651154498461144,0.07284910109576731,-0.0004033610650247289,0.07701968903537848,0.07213488456002319,-0.04298470894110421,-0.046418329993377076,,0.049614777469606464,-0.011091028586060826,0.07722959921807909,-0.02690307520368005,-0.09348202055792615
SEMA6A,0.03881184654033492,0.04340313267336743,0.01857454164039616,0.006041464968721881,0.03801766658712247,0.09932437515924848,0.09709146608622267,0.18180867341138732,-0.0022634713403206965,-0.02880700852407768,0.07277074089394334,0.08623961536761457,0.08277239205384887
IRAK4,-0.003516383033412348,-0.008765788701550432,0.020134840899842025,0.03975956961581111,-0.044795231860601505,0.06386984070207159,-0.013915752648503315,-0.08735537025650071,-0.0294280834209638,0.028514452535057782,-0.0283076010966999,0.039295564407002215,0.04573312714583837
GSTP1,0.09985173962102833,-0.03277448449024275,0.006777489973465117,0.005549187092205202,-0.051139460778417634,0.1154697541676628,0.09400544942191663,0.02849042397303155,0.028010217518785845,-0.07108449943824542,0.05146976644791675,0.005011150580896152,0.0313699748382086
VCAM1,-0.06936682928376046,-0.009064625603950436,0.002649903285503076,0.030723839028693266,-0.00021622080498489085,0.05747138207729673,0.016792575582053965,0.17794868439708653,0.08037934701334722,0.03776011744185653,-0.02740783979540447,0.0395505004275052,0.03237308036019667
NXPH3,0.009188695393292583,0.027738988214827762,-0.03562976990720483,0.026924291185738945,0.09250108498898314,0.058576374190176785,-0.027954011319453242,0.07224540497862805,0.01575229545508396,0.0572625071011226,0.028561590696420277,0.10759410185402309,-0.000698951462967686
MTMR4,0.005562078310737627,0.058019194178066044,0.05779562184880006,-0.0378324300260501,-0.010768749881399099,0.059479341560861286,0.0026622165330382795,0.12046141518271809,0.04768844983614143,0.05913054852035377,0.022913110658445653,-0.02079906583428528,0.0062079018021044974
LAMC2,,-0.01612402082080888,-0.03593052429921873,-0.01620294748905837,,,,,-0.02161633303206943,-0.016559728774432275,0.15173655440111308,0.05719935953458444,-0.02562084135236271
IL10,-0.016618028693072287,0.017258760451491446,-0.040366738791465975,-0.04006695658279116,,0.0035004176055043155,0.00011317714735694874,-0.10084225760949042,0.07753102791592288,-0.04026225608543265,0.013010378838958003,-0.002355435042175484,0.05119584769759144
SEMA4D,-0.12630417545680886,0.033081222046636966,0.06025532577940946,0.018914608181990616,0.004289427018697742,0.04237475959738456,-0.06901964628895019,-0.023989896662645043,-0.011283221438708902,-0.11177703042877246,0.02856945406115963,0.0557426436880836,-0.0407837282927811
TRH,-0.02846971706961257,-0.02868665257710647,0.06490355226391246,-0.008287195122520536,,0.12944393556278597,-0.04606491544170627,0.046970440640090545,0.02345337999262367,0.262643879933733,-0.008002944512240455,0.06684243792791454,0.09698836923788665
SEMA6D,0.024927297373174045,-0.014756976951873148,0.005314933312683509,-0.06590935129382844,-0.007399371079652704,0.06561869058093675,0.11402745623895866,0.2018692001139328,-0.018312117998644715,0.057939164883429005,0.028808827095040537,0.047766616072786684,0.067459538820762
CEL,,,,,,,,-0.060083737889269906,-0.01146455835809164,0.19815176373711427,-0.017651904396997424,0.008774477457812018,-0.009027882292907173
PDCD1LG2,0.0013625953214736848,-0.004938841830728289,0.04003636389559802,-0.024421130755123772,-0.040346210130782746,0.10543483461548062,-0.042158369224829476,-0.10641104259136687,0.06889632696740579,0.06080451066622121,0.0689379756512358,-0.0063986730647901035,0.04097066592507223
SPINT1,0.08214086421004584,0.08524098021872437,0.0337413221147067,0.06546792443795477,-0.01755276995207685,0.023524784023393495,-0.005388081458229923,-0.06665298417196164,-0.03435971597870499,0.041689401721987075,-0.009008606682510259,0.02297539507773072,0.023735314861197874
CTHRC1,0.07211597527846299,0.02449507673401888,0.007623402701948963,0.015255888239631398,-0.027902044453772517,0.04724035879828112,0.13042954191923928,0.08575306156271044,0.006141056504012672,0.12249008645479517,-0.03349998143600774,0.033456393030225656,0.029236376848016207
PODXL,0.032011748062132764,0.05790018568872303,0.05067286410036224,-0.006231591987060041,-0.012767379264799782,0.01645362325013187,0.08383959423534756,0.07777286287212287,0.037786846374913835,0.17760224252954684,0.02476159337824768,0.09575705864726675,0.10735176002379528
