,UKF248,UKF251,UKF260,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1
DCN,-0.12123487076567024,0.05702409996338371,-0.07949653971021256,-0.01817513039636745,0.031328674350364856,-0.11338636125996303,-0.03367133290054563,0.025865705634161726,-0.004883641266161557,-0.004358328967174525,-0.0412561794299121
RARRES2,0.005560924050888039,-0.011905876405225065,0.034186151766375364,0.03567977477286128,-0.1078621986222097,0.18364787866776963,0.023378362011610834,0.010369962853569014,0.045215686622542224,0.048614829619981925,-0.013350358379469414
SEMA4A,-0.002548138819638697,0.04329420703986933,0.010745019759483635,-0.03728458310817001,0.02989271602659179,-0.019069932235047753,0.018202530769436887,0.1084917649104169,0.05704760974349587,0.04504544729885321,-0.00944777117556983
GDF11,-0.11879437400944008,-0.013826572384466012,0.03214666621181257,-0.030175618530851274,0.025019494346978977,0.06703440853864409,-0.04275174859994636,0.035430328164510964,0.017805553338570746,0.011055679142502297,0.061477304499316945
GPC3,-0.006117139365696302,0.024257340099891726,0.0028835703243082302,0.014865498955899002,-0.022184226505633856,,-0.006442925436587647,-0.007260177754358103,-0.013469254097534335,-0.0005058997614445265,-0.023871834339347482
OSTN,,,-0.017950637482119204,0.02687227204885831,,,,,,,
GRN,-0.09271054244901714,0.007501858491272566,0.000872899093284791,-0.017942773841020707,-0.03220528673019011,0.030994741877476528,0.030747798657974106,0.0005705940424406626,-0.05204024028590784,0.001521785563632683,-0.021088724489649973
CALM1,-0.11563073457348039,0.049017826280678224,-0.008527785662706601,0.028463208193877397,0.04346965347722902,-0.24016414933919614,-0.012440638845422843,-0.08745846670781104,-0.05371699461566093,-0.011478261299196336,0.060198471096394014
ANGPTL4,0.20267955143388916,0.028403162659502643,-0.049861176270469515,-0.03187982887147516,0.0007767557589801553,0.3696040796550779,0.06416606393946638,0.10941834983880733,0.028618598070734327,0.07206911557257929,0.010710015561311716
BMP8B,-0.060684323390593244,-0.016624232001118382,0.03430509466141748,-0.012807165923949346,0.042785385052611126,0.0661795409527353,0.02235154771305997,-0.03762231045704873,0.02579957895556408,-0.01239083247183705,0.08261805186381965
TNFSF4,0.01197297921203275,0.06409596835685316,-0.036205362543133904,-0.0173341920740405,-0.012766159485976316,0.0361170964095977,-0.07843785559716072,0.04581411834989277,0.026552821035561287,0.04167959193880793,0.05442656429577231
RBP4,-0.022237441285146396,0.031374164304340306,0.017208328983503923,-0.037683814639467204,0.03163881113857359,-0.0894671765546494,,0.021826465356377,-0.004683703710232363,-0.03141920741782087,-0.02805745895164874
DKK3,-0.123027788949162,-0.02263526277626205,-0.03183917568487933,0.012689959830496483,-0.056378653447681566,-0.23148230072632525,0.036178501983690596,0.025169418951723904,-0.012954093799173215,-0.05686578732772178,0.020376484465934434
COL11A1,0.027870608590946613,0.0008149398552156188,0.01669730823697395,-0.033025352807980884,-0.053685110741345674,-0.042526920773445984,,0.008749159347313518,-0.0066096803737474095,0.03658578447287061,-0.03803493360484743
COL5A1,0.024201822588482767,-0.024785047194196937,-0.012618596160110844,0.0042075695393748265,0.06887682276485736,0.10816849971885865,-0.03771846805286852,0.07317452370540488,0.024647354715974696,0.022715276305956312,-0.00838453869683344
KISS1,,0.010884337861299017,,,,-0.0003813342492056677,,,-0.022155280337475814,0.03280587293462449,
MEGF10,-0.03734115367162808,-0.00025469383687519654,0.040777533496117,-0.0072021115900044366,0.17554516313805169,0.00798034816367788,0.08066869470635842,-0.023726372433500342,0.07965374899195325,-0.053318439943540484,0.0416564300101123
CEACAM1,-0.029423229941508568,-0.01133893181868439,-0.018762225391423196,,,,0.15980164198686836,-0.017048879610457982,-0.0187637893835166,-0.01583991921115499,-0.0020606428390316394
EFEMP2,0.020178944979089553,-0.03701400429922846,0.017510857668279096,-0.022707385326121158,-0.055492697164475684,0.05858826791365754,-0.056186419636900305,-0.009927814205788057,0.03970319716122878,-0.002649425168700162,-0.030315073625988682
IGF1,-0.02710926795936136,-0.019164705326803987,0.05577257232517472,-0.007501936028396367,-0.022981860273627745,-0.0434013142674534,-0.0012079913231235386,-0.033046476811870715,0.010201523095161308,-0.04823935705081681,0.012590558876940978
COL6A3,-0.031145519889548404,0.046652453801943675,-0.018950799898185048,0.011541133241133601,0.13993160229022775,-0.03375681575862689,0.06850039088319271,0.029196951106892886,0.0068258492135628976,0.06726995993535602,-0.009591027729894444
RLN2,,-0.010911042200366417,-0.024517223515982255,-0.018941673985736714,,0.03373681769041196,,,-0.014467020269730652,,-0.01907116660736593
WIF1,0.049146550240653335,,-0.01000191042367353,-0.024826908684009275,,0.0373137256038396,,,,,
IL13,,,,,,-0.03049516527653592,,,,,
PLAU,-0.055492704024666425,-0.024563980229603034,0.011247230707371726,0.14181110092603963,0.05399765803070821,0.037578387696446565,-0.024599859190329375,0.02769400356411357,-0.0577042536428556,-0.01691187221624593,0.015073879913260991
CXCL12,-0.076347988991601,0.014431414651207912,-0.018103541495759518,0.011388774800421492,0.02668384455321377,-0.06119614511900681,-0.04225659192468873,-0.04016234788897428,-0.005902892182656115,0.003884374763844401,-0.009981295316465145
MMP9,-0.08709484592266928,-0.01031430173081889,-0.09867807190048575,,0.023419501012085214,-0.0807067433654853,0.09581458900219535,0.07208385690598249,0.00935989959498582,0.013374354120459526,-0.013796223588387274
TNFSF14,-0.018461980047343556,-0.015523573833824017,0.021392864862558172,0.10376323119305604,,,,0.08957934503395217,-0.019785884449158155,-0.011851929472450513,-0.03649629932100918
HBEGF,-0.013829254844694196,-0.01641932020625093,0.0361359338142285,0.03272718909250443,0.0001652252731850314,0.0780153819115831,-0.103282652743959,0.05436377509191469,0.05754302025623006,0.08816466140852283,0.04417173696687396
NUCB2,0.0724797281573315,0.03488872400121473,-0.005242882178673656,-0.02987657040773792,0.021446670787141686,0.07508816594405125,-0.028183581597325702,0.06858565174276329,-0.025824451152703345,-0.050274086328617976,0.00392746999622593
VCAN,-0.05997927885890196,0.0002872839703098492,0.030335200100845054,-0.018657883640742595,0.047056121309534675,-0.03947749910029196,0.1645891598083042,0.02908710883245861,-0.0012044031906407236,-0.01777979518984951,-0.05667005472262521
VEGFC,0.07024340753017132,-0.015936952445073625,-0.026327249702064064,0.0504219650099211,-0.04250958201223146,-0.040820552878775625,-0.059919415003092995,0.07585738889098935,0.027970225496690954,-0.02893187937908944,-0.016103902229012316
LMAN1,0.1135538576730722,0.006707879812593146,-0.0227810246862631,0.023722617228590592,0.06470187986591545,0.17914701207663658,0.100073797677954,0.020984245681844257,0.0004290496665983197,0.03010303571097548,0.06642167403098796
IRAK4,0.01409926120050499,-0.03386236305241339,0.02880880476212564,0.03493489753749878,0.034085702422455066,0.060696689619129066,-0.0573504623886386,0.028057300047953253,0.058417008655798144,-0.011627684040889047,0.0555490743518452
MICB,0.027793508628638258,-0.036019871925424635,0.06373716439643255,-0.003295523099778033,-0.03572345622220856,-0.04444094852074302,0.03599796900735905,-0.0031610191041867505,-0.03935722083795943,0.055790614576574256,0.03407398818017486
COL1A2,-0.13964721502706773,0.035419485632087286,-0.059163704725007524,0.019876728327950472,0.04205917229552299,-0.012062030989874949,-0.02100495292791148,-0.018982899158680126,-0.03820276421439089,0.009431359415572577,-0.0406927409035589
ICOSLG,-0.024237988028245755,-0.03867963882962638,0.08347583443747882,-0.025038268072736597,-0.0019839738625040456,0.013961866537943388,0.03659536861914002,0.03206307632631616,0.03575589184340359,0.01518890703025975,0.018375347824985528
GNAS,0.08462494930278781,0.028113524174014144,0.02021395131647377,0.03218638686142754,0.05788969093940963,0.2821803342749972,-0.0745419400492414,0.05966411912414296,-0.06585743450674005,0.023938711010477436,0.03575779941657428
C4B,,-0.01201993718884922,,,0.016742022079223665,0.0063941163395452826,,,,,0.0065262795394693054
COL2A1,-0.06134283868471457,,-0.015275611453299115,,,0.01794503192673875,,,-0.019791851216291935,-0.03539034241223493,-0.02247289947989358
GSTM2,-0.010731737319856074,0.008165670681784077,-0.014593780591269898,-0.00883275826086589,-0.041923691644191886,0.13797083643598992,0.020212488509980954,0.04612884362988993,0.035259150774961924,-0.04265573439529303,-0.04773521008887223
NLGN1,-0.029284289985590455,-0.02670879019299399,0.046572511078738284,0.010734956823914042,-0.027110007056819735,-0.03270823198419024,0.00675584043678817,0.05537785860697339,-0.002639452496423031,0.05909259454248994,0.028969105816465147
SCGB3A2,0.02900337701717933,,,,,-0.028194426549146806,,,-0.018053322745781662,0.04416096299216461,-0.009090108817887422
LEFTY2,-0.058638289566311765,0.016160787809701545,0.05533292204558573,-0.014466527225138108,-0.02350398227608335,-0.04344546949770618,,0.09086694005641781,-0.01693666615397823,-0.01731029577712473,0.019571807713855267
ACE,-0.08354266041891369,-0.010291430837835229,0.009551458162758158,-0.019420794280145384,0.02022994696022447,-0.08076389317930707,-0.0597183396564749,0.046278759690827294,-0.028285259062503846,-0.012358831198248243,0.04427810785625742
RPH3A,-0.08753026504214263,0.007175677184601018,-0.024663155378759485,0.010826532664632696,,-0.15915966764849324,,0.029964362053736936,0.055435078476865775,0.032999517116563966,-0.013098692818034672
NCAM1,-0.07597029675347702,-0.024321776415680826,0.053785730785424854,0.003386056596818052,0.03320361235750392,0.02548585827514721,-0.0010155779852685193,0.0279984530085391,-0.03231792889064541,-0.005037809854946067,0.036953546374463436
GIP,,,,,0.07684309555833753,,,,,,
EFNB2,-0.042077907916359285,0.009074321524600169,-0.009793251779054848,0.007216977554718565,-0.0011036383107719358,-0.011102273171398874,-0.023448021567458593,0.008876769212433303,0.024741071620787078,0.06400442653624634,-0.014310989455021773
ICAM5,0.11148035403961405,0.05203716028409174,0.01759026996720089,0.004647149250417733,0.04411497930812004,-0.06263475341418934,,,-0.01741902590733359,-0.0045916213074495,0.01659407523124676
CCL5,-0.10442626643884483,0.04485266601986191,-0.034881650688029626,0.004118491819697601,-0.016343544925891778,0.005181219503117466,0.02090873973062609,-0.04689745454124601,0.0539618546871667,0.014289286961541088,0.032120825775808395
PSPN,-0.036199929809169695,-0.008352278055666205,-0.028426866686501993,0.009765173475606449,-0.054078227719340545,0.029200697651062948,-0.030380921046550102,0.1047948085662305,0.012598817499159583,-0.004819086567874193,0.049057378985953054
PENK,-0.00824773537968944,-0.019300687792079912,0.02595263479292341,0.010642135867197313,,-0.0416258079913976,,,,,0.08865572946409148
EGF,-0.055419673426308186,0.014615644352747334,0.015381315984207125,-0.02296216753663069,-0.025164515049275395,0.037420396817236884,-0.04078034967319385,0.04481630507374174,-0.01768831829538697,0.009410676031752708,0.0295911933189964
SERPINC1,,,,,,,,,,-0.01583991795105439,
UTS2B,0.10692788347990591,-0.012411583952444303,-0.017531664213042256,-0.023038721135126342,,,-0.038719085651045114,,,,0.0002963752877645789
F10,,0.029082561562478244,-0.02010889728310747,-0.02417956280698455,-0.02362336655078921,,-0.007347329121313193,,,0.14572494792498325,-0.027262243094675377
FN1,-0.04605133802682297,0.025135200099994794,-0.043931937784166084,0.018946805270983674,0.012973089048362293,0.0647407121719383,-0.06624966498945964,-0.0015745119771362326,0.025403476302075696,0.002384825789719069,-0.022201268359725437
FGF2,0.0395894345429089,0.005674546173848764,-0.008151846224837247,-0.008898338235223053,-0.042622683449620676,0.1142428536753081,0.023694523905851528,0.08032466025740138,0.05316621884949502,-0.001877447166449694,0.0004488441704239175
GDF9,-0.0014684901433874038,0.04538209899400363,0.0044821879335031,-0.022962167414415962,-0.01202169009434256,0.09422212606610994,0.0293911737202774,0.04575159609045629,-0.01454327028946214,-0.016997771669119373,0.07633134459294794
CSF1,-0.027065534755444858,0.005512871935901983,0.015722904103965128,0.00023561802856477519,-0.03013630231884314,0.06696119438472176,-0.08626031559361666,0.06234090016321602,0.019293541451440504,-0.019061658518021253,-0.01694375158733671
GZMB,0.11139890049448957,-0.010466536825949283,-0.03687938319239336,-0.016737093742653905,-0.026153552637068554,,,,-0.022602694715754486,0.02084157209256903,-0.004380706568086262
WNT11,0.058385685608260914,,,0.06268866783322856,0.07718501699678301,,,,-0.0007006397438836504,0.032275094265732454,-0.0204930775411057
GDNF,0.017847106955528137,,,,0.07073297669382729,0.0241616392027085,0.10704019713272367,-0.034477290834493135,0.003338116015868396,0.14063213486941642,
FASLG,,,,,,,,,,,-0.015216439027599463
SHBG,-0.02615558432147364,0.021279373380431753,0.012257332894350152,-0.025868692306598218,,-0.0020034321612392146,0.05750789957516375,0.0762028271128963,-0.023901084683305884,-0.0009235362139183287,-0.03237441651010641
EFNA5,0.009703413718200205,0.029439731839148865,0.0024830465091966254,0.00518695794668332,-0.005684095389399375,-0.04363840068653218,0.05242238375752985,-0.03046735152058051,0.12428196437903816,0.006726686695870643,-0.024389563521460395
THBS1,-0.08203664476983163,-0.021364045438091783,-0.045683186919290075,-0.011446519958840048,-0.008648028411142381,-0.06127569398020142,-0.021169312202841795,-0.018812838353446458,-0.009305389976524069,-0.03669649602445016,-0.031098645125993637
PODXL,-0.12489964929272798,-0.015177454894297181,-0.04695625698008647,0.049486936252268625,0.005194695108124862,-0.055191415919582765,-0.017714284036828138,0.09241067276595638,-0.03601850237417802,-0.015938738567555063,0.042994900381983225
LCN2,,,,,,,,,-0.03150794274520069,0.12028292840536431,
C5,-0.06141398829105795,0.04235372137686437,0.025787754524872423,0.034428058725830324,0.013862229458227963,-0.046846881327124695,-0.04935870401263489,0.014216558419174338,-0.02747125817624207,0.03857602447549787,0.06239645057934806
DLK1,,,-0.014278840025721351,,0.037168339175777616,,,,,,
CXCL5,-0.0161800957641438,-0.021474935560959772,-0.01806856588330199,-0.02253658744629086,-0.020690877826424522,,,,0.05188596618869061,0.021739129556965813,-0.010024691349727645
BCAN,-0.1831572396482161,0.008645742217395483,0.04574689353106389,-0.022211080430358097,-0.0239289723832568,-0.14174863350486405,-0.08218845938762892,0.07609818289378023,0.013005306951210034,-0.014710499925365023,0.020537999583939946
RELN,-0.07315375433702496,-0.0361825419858365,-0.0372175909668748,0.03225862160483234,,-0.012232782169666152,-0.01648519329543072,,,,
COL4A3,-0.039185737531643776,-0.025134357255921926,0.060625658398799805,-0.00547063169136108,,-0.004973814391727418,,,,0.018010314773571342,-0.02805746135950931
GNB3,-0.002443035392330852,-0.024714728062804083,-0.01745662521692984,0.0040307201319584336,-0.04543791390804211,0.12610370324475265,0.008769185714511728,0.028199043067009787,0.0318673929848513,-0.016433402928591627,-0.022857022911814805
PYY,,,,,0.08967736822531379,0.07222686356825114,,,0.12833156637134513,-0.01948115481030215,0.05309481353392381
MSTN,-0.03331331206056792,-0.06278920308572374,0.0328465302323327,-0.0010526391607747537,,0.08479382516702356,0.07547399126163547,0.07851550438800997,-0.020441601930244222,0.019719325215303164,0.06904132263464818
COL18A1,-0.13375950570389308,-0.007736738729564334,-0.04441440862732161,-0.01818421824938323,-0.005282906523282067,-0.07025995890063433,-0.015624609241157312,0.011606610268262938,-0.024626738851226543,0.023950278006762426,0.011096411472891605
FABP5,-0.11807272969012751,-0.037608862893518696,0.027380883360497415,-0.036938672957457896,-0.01814544029910961,0.04321155413129771,-0.08893863172191262,0.0037567096931822503,-0.0851882618277018,-0.02722889448522088,0.0013512197239628283
TGFB3,0.00016978870871076155,0.04838530633158647,-0.010061088237827646,-0.030517478072807316,0.03893184853497791,0.0536504126187693,-0.0028606609696346084,-0.08065662794059865,-0.010004506263068421,-0.022793607996432444,0.01228499411512799
BSG,-0.05969939206741316,0.018630092386231832,0.02984060719370131,0.036697358850763195,-0.037318725038264534,0.24027103317862764,-0.009793157491332612,0.03604614848733592,0.05578042031212521,0.08239786953065698,0.0547420820969004
TDGF1,,,,-0.004986819539078691,,,,,,,
BMP8A,,,,,,,,,,,0.0702642821501768
S100A10,0.14204539911905856,0.03709894918315733,-0.023101839782087734,-0.014083403947002701,0.05441162384608458,0.27270140602892956,0.02230515233753526,0.13453818630087233,-0.0044752279711610206,0.047325884274932645,0.03279852167967249
PLAT,-0.15636206744456121,0.05768571503538731,-0.0016196591227214576,0.005517153175999499,-0.009378881370712853,-0.0675963471615572,-0.06822467711542612,0.027630087340357032,-0.05490312505520982,0.00012362589356454146,0.04335242270465802
SFTPD,-0.038628275866523204,-0.01731366252862501,0.002614665502812511,0.028713843692141534,,-0.03079973110804728,0.059415757745474355,-0.03888237280828538,-0.03772467966947664,-0.021392139742129692,0.14014458257002468
EPO,0.04413201242148341,,-0.021376989523324518,,-0.01682878276895255,0.03095200654039746,-0.0331586602765634,-0.02243262773279576,-0.01595119630134695,-0.018341402137841092,-0.015441701736138989
FGF7,,0.016901758452620173,0.007945878820541943,0.051039135423127,-0.02043308746605858,0.08083748868110796,0.05328014084571442,0.11880099575508624,-0.05250336262180411,-0.03408096024592621,-0.012989079926460319
CGN,-0.04396139102345019,-0.015627844605951968,-0.0028379525312816588,-0.015961313799673724,,0.05755487228036418,-0.012531241067125738,0.03953530895611284,0.04791569826815214,0.012534899361073234,0.06503286875991843
FGF13,-0.0016248054692816949,-0.00999022134085257,0.015029355365075948,0.061543739439691485,-0.006399289187042437,-0.11331261766647988,,,-0.04954947797652495,-0.02042327107804123,0.09856083003756891
CXCL13,,-0.027418509940996195,-0.020294520299283674,,-0.026561793663048883,,,,-0.0009454691360593757,-0.038680029590622965,
ACTR2,-0.02018818509430633,0.013741159102873048,0.033503516543283436,0.011832603372619984,-0.013717620942196035,-0.06122890235801058,0.02330731497797799,-0.0008588581155098448,-0.07650581227007532,-0.003849439207097579,-0.02001570229988812
SLIT2,-0.04243129640798979,0.02371042804731396,-0.06443282775812272,-0.0291554116251439,-0.006821230776015507,-0.09918661069466038,-0.03871901190372645,0.023023984295375065,-0.053011395510519164,0.005921512530886252,0.014838791100755687
LAMA5,0.006829642280125243,-0.05181861146914958,-0.01101761906281481,-0.04597478490082266,0.0033994234886634217,0.1557449526983659,0.025074923205136546,0.030800997886735335,-0.009690600779035205,0.051016240858614594,-0.0248034506454782
TIMP1,-0.037045956562407695,-0.022618641143948084,-0.06322062803158005,0.023860388841658545,-0.054435197769275,0.11841747504650496,-0.007313842091830371,0.03932257796179441,-0.009450647042777836,0.034871724499662464,-0.024824048226195893
PLTP,-0.08188923284039686,0.024543483503933348,0.003677279080201427,0.04623061355033919,-0.029017918446560258,-0.01894479057008855,0.08697125669219864,0.10119822175613598,-0.045821657559010145,-0.023975445249827487,-0.01405176630837778
TNFSF15,,,-0.019921693787425213,,-0.020787293755895678,,-0.05332731161975482,-0.038875526483118206,-0.01945058926011892,,0.08291415420659332
PRND,-0.00973477601016997,,,,-0.02012926555549786,,-0.027339887033111285,-0.009124599517458391,,,-0.01979374987932191
NPW,,,0.09033313714940328,,0.12116117445432853,-0.015798532716622533,0.11820230795216868,-0.023955262822196056,0.021096685106941133,0.01143471495756538,0.030690097230476224
SHANK1,-0.028942771357058708,-0.011338933702571958,,-0.011131937455252478,,0.004510013215822295,,-0.028110474155218446,0.047500380018888226,0.015553035099819226,-0.011981446674580235
PTHLH,0.0010296415408082504,-0.020313219777473506,-0.016731762851946573,0.007589949347824487,0.014630187201315899,0.02535202045297263,-0.12972825535380297,0.05511883853301009,0.006285285843223893,-0.0009963324276201968,0.034428671076215944
