,MGH258,UKF243,UKF251,UKF259,UKF260,UKF296,UKF334,ZH1019T1,ZH916bulk
FGF7,-0.004162523964127324,0.06844531231460213,-0.01948973928325289,0.07839485919048673,-0.005197606203368434,-0.005448204812450235,-0.013209929969558023,-0.024506195851555782,0.03279527167602052
HBEGF,-0.06713884426336288,0.027393971491225678,-0.021259690210099394,-0.050847170482578634,0.007395025792064888,-0.06704226172702958,-0.0002087538415545359,-0.11464962393179573,0.03419864798132377
CSF3,,-0.03397803780403486,,0.03587382201862038,-0.05166481441791418,,,,0.04427217869173677
PI3,,-0.040252052617287946,,-0.03516599922486523,-0.030331346398394046,,,,0.07056444414505166
PCSK1N,0.1047822914793418,0.08808603838671751,-0.017736612169139174,0.005720574016675067,0.003922264487183405,-0.055391290591503946,-0.02929288541672908,-0.03447930890869088,-0.1081585928777755
NTS,,,,,-0.04443454781892026,0.0003685925729192626,,,
SFRP1,-0.01084017506855393,0.05821586913353364,-0.0011834560533488842,-0.014917578529181727,0.0035940926308095787,0.012762641670085537,-0.03482332893518418,0.10040938630305936,-0.040443947362293155
CXCL13,,,0.04077146688421839,,-0.01753166661921202,,,,0.10940671502812334
MICA,-0.04511036338422644,-0.011280379284639874,0.07016462513029509,0.037703873208482355,0.016080759135283087,0.035678285946451255,-0.00013929541068194312,0.06833600769015906,0.049628572914289994
TG,-0.03905856983841627,-0.027085919424973143,-0.016393590150347106,0.020163819646744383,-0.016694322772747613,0.03348259158716191,-0.018319243562796395,0.008988068249417615,0.03970482225143953
ADA,0.03423658499387133,-0.01091455296537874,0.024917695408052606,0.005682358497642493,0.008155673010174554,-0.046592877879123605,0.014277706250750803,-0.03697983111717991,0.0016118350793276367
LAMC3,0.08625874258130838,0.007507131471389471,-0.005675648025858321,0.040598971598044355,-0.03953919017327075,-0.018889914448026256,-0.025449351261498904,-0.10041960130812808,-0.10756921882402608
CCL7,,,,-0.011639139666675333,0.08636322713166196,,,,0.02512344157029638
NGF,,0.00978595755195429,,0.0986606815614316,-0.02481028721086729,,,-0.0497425978451645,0.06062709451528285
TNFSF15,,0.024233446822863783,,-0.012960751281871918,0.07012335783117062,,,-0.031876826178001534,0.020565394402996432
HMGB1,-0.01631742232492263,0.03133678411123763,-0.006502145751139455,0.004286597744145983,0.04413681621245124,-0.005125753468658959,-0.008437130894008101,-0.0426124971259866,0.020353078993124753
ITGB3BP,0.09381639763833664,-0.019395525718580508,0.02615549985939101,0.054629221837189615,-0.04234497492982911,0.05586100664462636,0.03446452268421889,-0.069474039293478,0.05469076019909829
AANAT,,-0.001113320958746286,,-0.011792959383556356,-0.015506875167027607,0.05462201624046969,-0.01635899113395033,,-0.019794333220196914
RELN,0.0588629256448366,1.7424322501593598e-05,-0.020041059322411795,0.0389845267385469,-0.031095820410183387,0.07108899919578347,-0.018110815187718086,-0.05394026608042133,0.0014033102543736327
IL15,-0.0296845170588298,0.06782237085907707,0.058843202597169894,-0.0034191600709714562,0.04499122076754252,0.05343630514005634,-0.015172208176468291,-0.05222638095918556,-0.0002529642310287404
BSG,0.08840486733369633,-0.04569742915934989,-0.02255842457488626,-0.01269111342458617,-0.015207308443788254,0.018672718212384046,-0.02817575135552268,-0.09458853519742481,-0.06476460291049378
ADAMTS3,0.05452846049766266,-0.0342882711996875,-0.028804726455766993,0.03180787023422791,0.1348402532599496,-0.00065080293225276,-0.025211313275280218,,0.034075817186403005
CD34,0.04292064119247711,0.08513960217153836,0.014289888561198222,-0.0400000206915294,-0.01258756776554569,-0.02324510994068827,-0.03513640324845876,-0.012347329567335126,0.047426641513375854
PLAT,0.06238183527559916,0.10828923270763703,0.004581502299581692,-0.029109997390538052,-0.004956546764071586,-0.023879375618917415,0.013976746226132326,-0.013734612510954439,-0.06957230318902223
NTF3,,,,,,0.025808378689398274,,,
LTA,,,-0.012055897725588065,-0.014917577831313955,,,0.02819851799713341,,
CKLF,-0.005116906562248927,0.09558661735602349,0.006152295292386799,0.013502709206191258,0.006332738189365127,0.008589322933348558,-0.02080786579896117,0.015964163093970446,0.04877556842358166
CD24,0.02983348532146185,-0.026400504939123104,-0.017432259100550747,-0.02526775851541764,0.0785114632744589,0.07236607002787458,0.024787911496660913,0.023528019338812576,-0.02530925769407241
HSP90AA1,-0.08108083277437704,-0.025489245430162177,-0.013730662628976516,0.01311404674451408,-0.00978901612675754,-5.18180002007966e-05,-0.010966521035565946,0.0314170926080898,-0.06277024111805526
BMP4,0.02128818371843623,0.01788163019842136,-0.012779958305916658,-0.017329659727080875,0.006665799990425719,0.012971767706388374,-0.012928290015029563,0.13663431850617527,0.07275631626390218
SCGB3A1,,,,,-0.018466774006356663,0.01780569602239798,-0.010586967528337966,-0.049058569248604515,-0.01147495779991659
IGFBP4,0.045667241983662635,0.09584102971592273,-0.004484097221027237,-0.0024593987984453374,0.002493343657742752,-0.022311298757322344,0.018220465460999608,-0.007869554465300521,-0.12091848065892236
RSPO4,,0.14393293914516878,-0.019489735583127124,-0.022833966436462284,-0.004433173199023886,-0.017869491959642447,-0.021046243927202737,-0.044856889529162405,-0.024959870119258248
LEFTY2,0.009515525639401239,0.13933041120758197,-0.012203962492385409,-0.03333203028860994,0.044238730902295,-0.030587069717382325,-0.018729923868207366,,-0.03315185490876002
PF4,,,-0.010966477549302144,-0.010154920054449873,,,,,0.03172449665254555
ANGPTL2,0.004994724076981013,0.03929651924728292,-0.025697813376111697,-0.03525618543956828,0.05511274056549836,-0.04563637231898798,0.03877269426245712,-0.05711504779266667,-0.056278895108927494
LRIG2,0.031164231621721817,0.10337570518965711,0.027509756160310796,0.02631778880653486,0.00538199222477087,0.06442870488455471,0.05303713640519911,-0.11024764102282107,-0.01670826093842975
ICOSLG,-0.05552727566523376,0.1344319718933199,0.11601874268734973,0.015909168502722826,0.013741314219482284,0.016889051262596596,0.02288185881224653,-0.004998195399633055,-0.03361352835705831
WIF1,,-0.021135410306698046,,,-0.007588698711631461,0.03793251161943071,-0.023410602227724203,,0.04879419750660008
NPPC,0.09949344575686046,-0.001143476656859073,,0.059132385202643724,-0.03718003602705966,0.01750897952307737,0.029233445881500387,-0.0014593104078171873,-0.025038233367346462
LYZ,-0.06101171242732078,0.014024135787245587,0.022608101823077053,-0.015398838799202645,-0.02012734678115341,-0.0023424592481348263,-0.0346346217304911,-0.011385310228766888,-0.03362357577175419
EREG,,,,,-0.029993375396515875,,,,-0.02251069496643841
SPTAN1,0.09395043469558972,0.0632166844186692,0.020171167326435042,0.019395979243283873,0.0655274020536686,-0.04774933630817634,0.02490973043601562,-0.018627118190742992,-0.0046932104541235285
LIPC,0.021257940969430133,0.022460449803930325,0.02361872537593565,0.07877168046661184,-0.02063513001005781,,0.03237224859276053,0.014434132071627127,-0.03049092000255574
COL8A1,-0.00817035271235817,0.04704087182095683,-0.008275289762753352,0.04514514747665742,0.10257214902331545,0.010469300671712695,0.030107759469172532,-0.005899321273128989,0.07928906637081634
GSTM2,0.05489680672282299,0.06636474402044008,0.045954248903480405,-0.004887931226777641,0.005689928853156354,0.05299281095439362,-0.03277700757594887,0.03317032912546333,0.052304785337085234
SPX,-0.09420115229815379,-0.037682638744191733,-0.02273591343035699,-0.009937228273992002,-0.012742522037044708,0.02665437560094911,-0.009017565504110196,,-0.0138674285634055
MFGE8,-0.04064800491479238,0.008774033270496777,0.042969457350617246,-0.0034429644274218112,-0.02898035317234419,0.02703436647122612,0.005917381397514704,-0.08182484311361432,0.025795167838405287
TGFA,-0.03283732139967038,0.05561384308706045,0.009779210653921618,0.043250186291277415,0.05145035422545257,0.007264737271593528,0.02021090737241034,0.07957000147812797,-0.02703257463354499
SLIT2,0.01736699498969818,0.039504589399575886,0.04253262444529443,0.01217756730904324,-0.033463799931987226,-0.004318096494541927,0.04425306866133168,-0.0373548552889158,0.046581688955210206
PLTP,0.027478754174665082,0.06446614020409491,0.016150403612478048,-0.003882284767904082,0.023078902753494397,0.052265128615271446,0.01014504363483613,0.002800071626735063,-0.027224944521890376
APOD,-0.08507511729637318,-0.039813277526136004,0.0021991467471691403,0.024756534027745702,0.07694298249542054,-0.048568937169118996,-0.03438530604307636,-0.03465092671896806,-0.1424482784024286
B2M,0.09628334924849462,0.021647141776529905,0.016823531880390135,0.0034978183923969424,0.015302830961771981,-0.013021235776429992,0.003391466372531618,-0.06788761862220978,-0.07584422186166256
OMG,-0.08806879276290736,-0.004043234945462427,0.05428085716485208,-0.04029883078164399,0.05649372791789941,-0.050557579183319205,-0.021380559590339705,0.080994244271097,-0.0368946432928597
CXCL3,-0.0314539901705915,0.15964703828797813,-0.022546034181293823,-0.005792792867430828,-0.02869861226512442,-0.029841618087644396,-0.010926738716254344,,0.005852972785180005
CXCL10,0.06981029954744303,-0.030488251724506917,-0.036778510766978904,0.06955250802353641,0.032660240685291865,-0.02697203716449222,-0.017363910149584508,-0.00035956983538867806,0.0010398943249878383
RSPO3,,,,0.1343269662989934,-0.020635117287487903,0.04239685753298344,-0.01141823136622597,,0.009943263941595696
CORT,-0.026653386246637704,-0.026811516943114774,-0.0195854344553293,-0.026446614987539127,-0.009727758339433302,-0.03156386659126086,0.03764400093043043,,
NCAN,-0.07238613796476,0.09957782334628587,-0.014015148815431927,-0.04141124489148975,0.016988174929445866,0.026648904401141264,0.04647230910559477,-0.004016966333139262,-0.059482370091130284
PRG4,,-0.0365914255453872,,-0.011639141480462476,-0.014774669893965036,,-0.013349799970391252,,-0.008675652188035992
ZG16B,,,-0.013196373364018434,-0.01350864715206608,,,,,-0.01668026955362366
TGM2,-0.034246229786152736,0.06069812507531777,-0.026537016608915266,0.04237900250910527,-0.05906377874376148,-0.018640754033987822,0.022184900546044353,-0.11624798458946223,-0.017636641352718852
VEGFC,-0.039058580526561214,-0.0038966290901249322,-0.01694465158546525,-0.02074406661163226,-0.022743112819159743,0.031714446453372694,-0.013624002990986548,-0.057808321193795996,0.07253150913569849
WNT6,,0.07434179175190311,-0.012203962812672341,0.054081718755544066,0.03286425789211303,,-0.011890341840256783,,0.04010332826823911
NRG4,,-0.0009574565108375991,,-0.014165367624412088,0.05083886194709544,-0.018868470045915863,0.026281671454467363,-0.03580111045491082,-0.025919883631157544
PMCH,,,,-0.019627496883661524,,,,,-0.03319414131081686
COL9A1,0.0465133306954063,-0.03865894509928785,-0.018720672167165445,-0.014794692614050487,0.010738858922075023,0.021158323982208658,-0.018110822134367023,-0.06729257842973102,-0.0008216216622953429
GDF11,0.028972312977000585,0.09463682971784196,-0.0005874198367400728,0.02675191657140692,-0.005087056541661566,0.03024131631758606,0.03180982960270162,-0.04672865846790523,-0.027233370062152946
IL24,,,,,,,,,0.006984930970159622
SORBS1,-0.03805722631863177,-0.0057377920116192084,-0.030026799124275094,0.05968322225383854,0.07386814264339274,-0.011547476100421408,0.012272700929978224,0.03575047382248505,-0.028936721685289567
DLL1,-0.020392143345484545,0.013036522542771383,-0.022852823898225568,0.008623068424832145,0.00719455205657342,-0.005619901527793403,0.016749010047138108,0.051096872898296675,0.0011904870418225002
TLN1,-0.040302320870951036,0.0002069408639135839,-0.012110642318120209,0.013191490317987465,0.07134487372799841,0.02326963658199813,0.03422485040625213,-0.00037816084532312237,-0.0038125984312616067
COL2A1,-0.0366859936303205,0.13763445651474704,,,-0.01319602155924373,,-0.011092883089415537,,0.10819022694404508
SHH,,,,0.011872895545351791,-0.03345280747037886,-0.03202829405365438,-0.010586966602971098,,-0.010708205319688014
PON2,0.031156171253296467,0.14320719079732144,0.020745470083970343,0.03690468173590231,0.023398534071328192,0.07347173951543054,0.031959870275263876,-0.0022839829116866966,0.015697372734363113
ICAM5,,-0.04915089146868799,-0.01570924095177265,0.05900955355276918,0.011488198287757823,-0.035176650732141976,-0.02067577389970972,,0.005752376151207736
HPX,-0.01990932132954087,-0.040447800941656724,,-0.009797040655936704,-0.007046474057965926,-0.0065072937613547465,-0.02690995614056979,-0.04657388555400111,0.007685570139639373
SFRP2,,-0.03306928464378553,,0.0909834399599727,,0.003367381455518016,-0.004675205270698691,,-0.05657375207969528
CFC1,,,,,,,,,-0.02293501871344222
CD70,,,,-0.023413360226692385,,,,-0.03885459918389321,0.045707584630340886
HP,-0.06533684669558368,0.03127994863046516,,-0.004453975956908972,-0.0022347521343556013,-0.03119326891228966,0.047056679990660724,0.027397525734822452,0.03931955052369501
CXCL2,-0.001740324789597938,0.02170050263916995,-0.019469007440682116,0.02704913757925405,-0.05054340458033139,0.07785272814699695,-0.020954151426381632,-0.035269843851310184,0.02675757953416637
NPPB,,,,-0.0007987056287956546,,,-0.013624003981899354,,
CCK,0.03263620940172555,-0.02129037167610594,-0.018482986247760378,0.06760810142873984,-0.015801756518992783,-0.020659060158771565,0.013298180830480698,,-0.04392894789289899
SEMA6A,-0.039287451460156664,0.031798454582582035,0.0035990122378644724,-0.008495827497316092,0.03999335016050197,0.026852295196071786,0.07288091183142206,-0.021502593389658892,0.027212838002037446
IRAK4,0.007988302105158733,-0.029194416369727683,0.012110646107127167,0.030061178480624805,0.034464163275163495,0.03719943498200027,0.09280301060903169,0.046531607606616635,0.042261730483619635
GSTP1,0.1117192969024328,0.05836118409023208,0.01479479705329077,-0.047159010114495886,0.0138313916051039,-0.01600129429101729,0.06621639884158674,0.024049906549853804,0.0659278397798176
VCAM1,-0.032623667515500526,0.016324629956974854,-0.019389706363277255,-0.024667583548923146,0.05007032965263446,0.004369570975870579,-0.036858608232040076,0.013220189668688842,0.0932414828785805
NXPH3,-0.06471763154197924,0.050516861278021345,0.045816527867222144,-0.011190918600294189,0.032965567320558734,-0.009260334483971662,-0.015381324158978594,-0.024665450247196633,-0.0017675424233646773
MTMR4,-0.00021727977640202334,0.003099100631381565,-0.05294838085714432,0.0757084485272881,-0.02677298760025908,0.029212294917209326,0.055261425672231725,-0.06556162436191909,0.04140092033461873
LAMC2,,-0.022661135912939754,,0.005485449135272565,,,,-0.03580113191784811,-0.004663461498319005
IL10,0.007462018703691965,-0.00261938525359586,-0.017480000604705042,-0.02013036610681905,0.059305348174625704,,-0.012195420497368376,0.08278097375701604,-0.04341965107581207
SEMA4D,-0.09171376969939357,-0.0013667732727897992,0.01680509444705744,0.029930143278697394,0.0095499256592453,-0.02476595643819153,0.002854962523627114,-0.08597844627880506,0.021138931624387156
TRH,0.0021144327184205586,-0.04422236093138932,,-0.028671037462352358,-0.012985885689459326,,-0.0003314952244978197,,-0.037237426992753314
SEMA6D,0.03888454109028532,0.05554155840677702,-0.040601317196728104,-0.013346761554389183,0.03206103138234681,-0.011783805526759889,0.05973804847173598,0.007943060440881501,-0.05591070354235566
CEL,,,,,0.03385983143589342,,,-0.04815597402179779,-0.007119760372601778
PDCD1LG2,0.0745436173845607,0.11615498909593837,-0.02016424265612577,-0.00042878152690874514,-0.01632479827875486,0.014166665181915719,-0.020861715328656404,-0.057656597005964635,0.10253168090484953
SPINT1,0.06686273196705683,-0.03508635002416326,-0.0024903928112435737,0.0034998099590695052,0.02508387794873774,-0.03307299902395954,-0.017900251841575617,0.0005204726489499819,-0.04044766727004724
CTHRC1,0.027209941008314985,0.02531445824397565,-0.0008803517196067346,0.07631039418117491,-0.009988760442373885,0.013814572862209062,-0.010991335301517722,-0.07953504190460742,-0.017982457433816348
PODXL,-0.01079777984124337,0.06699971396671765,-0.028470808195163223,-0.005813045514317688,0.054800572076897855,-0.031116873206728818,-0.04657475792108662,-0.026246612226415666,-0.061294199161826525
JAM3,-0.03711308954114565,0.10261601958297085,-0.028819518260452176,0.08133621610387506,0.0166677415965242,0.05130359486284373,0.061529806956845345,0.005634983803065593,-0.03869043539391109
TGFB2,-0.010385896630478224,0.0611554367208343,0.030622655359855037,0.00813349064208755,0.01990527498027417,-0.017387784328058518,0.005968339208733057,0.0433365750929022,0.041220713402623066
COL18A1,-0.06051875415249703,0.09783768135255422,0.03737133174388337,-0.03731115508597991,0.062349197544921985,0.03279512079199574,-0.006556017251136343,-0.03419836956786406,-0.11163092166831247
NODAL,0.01253983936509942,,-0.011754462309317325,0.0018294907057904988,0.04073384475564292,,-0.01872992177305976,-0.024365443537723727,-0.04210508662038121
INHBB,-0.06235500771023425,-0.02138042069377365,0.01751959513496846,-0.0054422090841478145,0.09744749952058025,0.04074385380680437,0.022597324206040464,-0.04690328067626955,0.08718048900327216
LCN1,,,,,,,,,-0.017507229001125474
ARF4,-0.0010173371814229807,0.009449276815353916,0.020845948410687768,-0.053047119294258774,0.016076833563180355,-0.004580926125355301,0.0323655739615078,-0.03978204384353707,0.03649669763020339
CXCL14,-0.05413921319785043,-0.037023023801513996,0.02408567014919388,0.052519259440946174,-0.05171459937943048,0.04414049305822693,-0.02585311020071478,-0.05979894415378033,0.05277982749646303
LIF,0.09124011572711739,-0.022611681920321956,0.13757032320947124,-0.05224058070376501,0.029090317910360097,-0.03307001057078971,-0.0076602405729227245,0.07202479990128781,-0.028502497574921563
IL17B,,-0.02708593196171867,,,,,,-0.0341856406281412,0.029898804212664276
MMP1,,,,,-0.01298588285662582,,,,-3.55378288716393e-05
MATN1,,0.06257017672061849,,,,,-0.011092881708959315,-0.037354928919903455,0.09565590268153173
ADAM28,-0.03686427875590417,-0.011195579769752495,0.01618838734465917,0.030690265699124135,-0.018356358690926236,0.043957472355688906,-0.04564912719835791,-0.031422786324529946,-0.03707511961236166
TCN2,0.03268113823308556,0.11227603686529423,-0.01940389013882095,-0.018695721361845483,-0.00021658152524211484,-0.027033972180453433,0.017340140323799824,-0.04137175255904639,-0.06488730072935439
THPO,,,,0.022536999565040072,,0.05557431038696808,0.018844564868264507,0.019131587444168045,0.046615311300189075
CUBN,0.005507936298287489,0.04847519114091558,-0.028312982091033823,-0.005456510716169243,-0.032614281770155885,0.033016468840561274,-0.032446794016329446,0.0195635524435926,0.026103330657783017
TIMP3,0.0048463132888384945,0.047895328990828254,0.0054852957293290375,0.06440108464034836,-0.028538637510120837,-0.010916213722018581,0.012550530680890109,-0.010100775390241703,-0.10682140051956064
PIGF,0.054811789514693496,0.040084326033897666,-0.030425296605590055,-0.008303064421565944,0.0065985703052573695,0.012656265909811828,0.04479590897210583,-0.03154703687052831,0.027301334382491195
CRH,,,-0.014751819203611977,-0.013642370796844775,-0.013196023980501504,-0.005038343989968281,-0.015172206778414993,,-0.02570185447688868
BDNF,,-0.03865891734299567,-0.013196370848676942,0.014311128264048187,-0.02876941848498019,0.005499695309994235,0.01412287113178041,,0.040043943429291136
CCL5,0.022165726527652026,-0.026236873671124507,0.012542966307290916,-0.01388076560996391,-0.03404246557654738,0.0012993146485069814,-0.015048829747921447,-0.0734898840310452,-0.021035850909851148
GAD1,0.016518433371764618,-0.07507280397417765,-0.013697457303010002,0.07175534328156408,-0.03602847225313727,-0.02424343455186831,-0.021624486124021753,-0.015929485349493077,0.0017026571472349185
COL14A1,-0.03319067626034717,-0.0005503921638882633,-0.01840840880147124,-0.008014873502114026,0.0019442765320543105,-0.04507554138189674,-0.017205790439930986,-0.0324885069957083,0.0717770639807108
HLA-A,0.17770274679094009,0.04576694917897327,0.041709491667055607,-0.00011372725320220764,0.02156450983567663,0.00042418548728832855,-0.0034885932867417344,-0.1544240375964879,-0.09111351726185055
CD5L,-0.030166897091482795,,0.051529018077102175,,,,,,
FGF18,,,,-0.010838761577306543,-0.018004789194433022,,,,0.2255671852101942
ADM,-0.05163622206273723,-0.04752815509942196,0.017054210565448643,0.008143303020963095,-0.07023206330594166,0.055211896121615554,0.017432110958101914,-0.05163218815982243,0.09708966592192117
CCL15,,,,,,-0.031315648562625045,,,
GNAI2,0.020139449112082177,0.11559830594251944,0.046878347233499054,-0.019477581636329563,0.013078763395841648,0.0030870980272210166,0.019043404779669117,-0.08860959274934863,0.034718788277277104
HDC,,,,,,0.05135008389931804,,-0.04263211554916803,-0.018038762837052684
COL11A1,-0.004766684844427813,,-0.035937562052062624,-0.0014792084786357206,0.0068647583604293915,0.05664414566387022,-0.03342364340579664,,0.11361855175613778
NUCB2,-0.030433076097759575,-0.0027453415706639754,0.02176533457419713,0.005965468671595289,-0.017731710812756506,0.013858028031160713,-0.014084305255002304,0.05166203110998555,0.055478689060164295
FGF16,,,,,,,,,0.011286128527230927
CXCL1,,0.09908293905432046,-0.01582517413238202,-0.018718279401597104,-0.03169066456732874,-0.002332609082900095,-0.015048832299322848,-0.007553211749964976,0.013864671952698143
VCAN,0.05681693375817989,0.02095729921017218,-0.03180934832765997,0.02648859367276365,0.04710772481372332,0.052266783359408445,0.058769389973038016,-0.018913149836624562,0.05219432758017786
MMP7,,-0.037842248222380435,,-0.021548195299098558,,-0.014202366523024253,-0.017145180775321848,,0.03863514775233892
PTPN6,-0.0008079341351461176,-0.04002848623660787,0.01700678532530595,0.038933937621782155,0.05355627378662317,0.034032113067792705,-0.05203621175547917,-0.01644074181248808,-0.07915672055450279
PTGS2,0.058697802998920474,-0.037630439041184675,-0.0141231377850067,0.022057301496161565,0.019151571227356726,-0.04846834411217502,-0.012028953359829888,-0.05847334818780299,0.05534160173868823
XCL1,0.020266439565976378,,,0.08677715968072708,-0.01380812009569688,,,,-0.03210324705205025
CD58,0.12816594802738773,0.08777405307512501,-0.034925306869769225,0.0350956071768484,-0.010271512932741152,0.0008873384595385504,0.026624608604080384,-0.016971364548346107,0.01100439588359216
TNFSF14,-0.05729166539775814,-0.037446515809348845,-0.016505134898404213,-0.037427909577071136,-0.02054525760235815,-0.030587069717382325,,,0.08833911299133795
CNTN4,,0.01795505670366209,-0.012920166946754257,0.03669983101548286,-0.010032772977755252,-0.00966235113475152,0.026067466405509714,,-0.022297826740847893
NTF4,,,,0.00499548473106173,,,,,
INSL3,,,,-0.010838759451346722,,,,,
BTLA,,,,-0.01720440519660568,-0.014395424870705206,-0.015133190418696332,,,
MFNG,0.003393828176188167,0.04368280876799799,0.025333832786339414,0.03259065024455481,0.08755427162346709,0.01853023949910893,-0.014496656543541757,-0.06042007499590778,0.020216369426308636
ICAM1,-0.0744027492580941,0.01475184277185131,0.038610444521991555,-0.026855951840997042,-0.060242115620734935,-0.0007219255811957816,0.06950573447162264,-0.0762248202878177,0.008078479238512957
PROS1,-0.016116574805437038,0.09492347415173216,0.01950522712217124,-0.028840953825531337,0.02433253394678759,0.014413868471171687,-0.0008919010223290102,0.01260885374322658,0.06289920861960821
CLCF1,0.012523708410309729,0.044766662549502526,-0.021797906555385833,0.013882658862123615,-0.016071236169998327,0.01030806385745512,-0.022552181083672858,-0.04825756555346261,0.05603351698791386
PSAP,-0.07897134748366219,0.03446284315200812,0.032090549991787364,-0.03606789069373127,0.03493579365750762,0.0006367723571364895,-0.05353794263416857,-0.0917351494650672,-0.040372629766696
EFEMP1,-0.06275658600822083,0.035234209542582905,0.007206224060261321,-0.026957694081035308,0.00026961621263352415,0.012534636328820258,-0.01581623840909023,0.002321747143356922,0.12264067444306417
C1QTNF1,0.0648850098998449,0.12657208201892511,0.03676165282999414,0.021684869980839804,0.0283858119539306,0.00885495300100808,0.033062147191659993,-0.04448479041923725,-0.0006210724620029274
ALB,-0.006744056517963207,0.02654437411010778,0.04049991371410357,-0.019242669980439882,-0.02330616631157039,-0.016987064590035565,0.004057931476590321,-0.04782905564640269,0.1867901267021388
EFNA3,-0.015202252901383958,0.012774011648484938,0.020509915163966674,0.062185309053799945,-0.04877463862503311,0.0265119929267685,0.006279541578825708,-0.023550620799351028,-0.04331356130344729
DRAXIN,0.012450975260332335,-0.030034578602760768,0.006570176793190316,0.0026402420496266484,-0.03943938366803593,-0.016731355827028286,-0.0026147849780909158,0.0008288800377138421,0.015934963481083125
RAET1L,,,,,,-0.033410393422448274,,,
NPTX2,-0.006537426653572116,-0.00917539646071246,0.04945819607506054,0.04345216542195726,-0.04872165172330862,-0.01778803288236055,0.016323656819908532,,0.12102711674503176
FGF11,0.04673840747922859,-0.005619115676964291,-0.047634989654621526,-0.017529773517815518,0.050845312873429,0.04290366625752065,-0.010773220074441935,-0.04535972545244772,0.0802127745047184
CD59,-0.05408758673753893,0.10256250657012762,-0.029562070059596633,-0.007239341596997882,-0.034237159802977916,0.013856840301809501,-0.0873196590100361,-0.07912956837268618,-0.07164390267332911
