,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.006598285905864963,,,,,,,,,,-0.031974112264365556,,-0.022418914391919148,
BMP1,-0.023563848464316483,0.04363866878740497,0.012389194032925595,-0.05064963930211487,-0.0010767615614505881,0.06873144982810818,0.031865211947167016,0.006708325820415733,0.006349833537877354,0.03468659314166187,0.08765298283200133,0.04482639822284953,0.08797517594489862,-0.011103916434439615,-0.037692797798779515,0.07683532358948206,0.007437400228963433,0.04032944052553539,0.03329416355440803
NDP,-0.013705415113021887,0.05181625463875818,0.023016128345807768,0.0795333126894237,0.04750412468697665,0.06752282877418668,-0.009776130391971448,0.030405261248763252,0.054043208689600525,0.04773662471282691,0.006720165246462095,-0.11202882927468183,-0.05090935923807832,0.00702382146166752,0.03513633702243211,0.04985542785913967,0.013014917627377479,0.15995119361185242,0.024321726320388738
TNFSF18,0.015237758078678889,-0.04738707033022605,0.020937049436746465,,,-0.03465437245762055,0.0016220007924286162,,,,-0.03003661681225473,-0.03901202851038741,,,,0.061420505670977225,,0.05205923326490599,0.10081248077522219
IL36G,,,,,,,,,,-0.004264282119575243,,,,,,,,,
RTN4,0.034961514791115395,0.009273998144950897,0.01747975113015548,-0.0012493291882498426,-0.0665774784123676,-0.1334494274162564,0.03929857071478265,-0.032773707654783574,-0.06228054385869394,-0.04045138125415229,0.010935744073693904,-0.04572140305709648,0.01745071247632472,0.007626282762922163,-0.006815206684339586,-0.042620878028921415,0.018202736394411057,-0.03947541770849403,0.04487958257261124
HEBP1,0.07517903312080294,-0.011198533520463955,0.007578331394723807,-0.015181764410877832,0.02377348913884587,0.03494265271788795,-0.018060001530791923,-0.021552176974640264,0.0415770615920104,0.062014546770245024,0.03659001772293727,0.048352103831393614,0.019779066836940477,0.01917449965689254,0.014150812130826411,0.04433570549310669,-0.04031691326173113,0.05748823210101477,0.049722913209728145
WNT7B,0.15279259037043363,-0.03558950803531768,0.005094569949139568,-0.019754206313431426,0.050779680988213206,-0.007747284816103219,0.04098857548075068,0.034457442449519315,,-0.031332027503656795,-0.033067383373997575,,-0.0024492315669172185,0.0061732544673771044,0.02852139119668365,-0.046452703512618924,-0.038961938606488535,0.004222475515686823,-0.026968408128763305
PTMA,0.10393883354308044,0.03532978274665884,-0.02725262290416404,0.04978689234181529,0.010607371788779837,-0.02428492766146827,-0.006825833584004258,0.08770352345235947,0.07508726053431543,-0.02543031755105811,0.06033667943521825,-0.007900376878818498,-0.01000702112552465,-0.02963319483985142,0.020554428659069226,0.03215016050864154,0.0656928621565261,-0.06224941436889888,-0.03675422028911455
FASLG,0.005288467303725688,,,,,,,,,,,,,,,,,0.0464717883604724,
CEACAM1,-0.01990541259742751,0.05107713051461944,0.06751809533429848,0.023426819871625853,-0.026299787442250144,0.016878854505504696,0.008832554370341972,,,,,-0.04817755944673719,0.0659800892404894,-0.001364763272983472,-0.028234778333073723,0.07257496014399602,0.03392601719862377,0.004435664467406092,
PDAP1,-0.01724382186399686,0.008570155591790665,0.009161064923562064,-0.0007273755224766481,-0.03253927816546783,0.06905984768990095,0.022330043959006906,0.0026036578407908255,-0.04707752898241618,0.06111051358657071,0.016291808552317107,0.04592382354657027,0.026076545199101926,0.03734362793210581,0.02113369267555652,-0.02355228984813004,0.005737821389166481,-0.017968854587899274,-0.06189427457411462
QDPR,0.05746514059084366,-0.025147089818138537,0.016391912052147264,-0.06443393522361338,0.013473156689713531,-0.1061716653522233,-0.018613708535599034,0.026347143036434467,0.10052251143110509,0.05029855573097123,-0.06297804121986056,-0.043128486147844994,-0.06759640525845258,0.03673496617053989,0.03986530570822229,-0.017604904904896197,-0.03447803999161476,0.055277149532605284,0.04899638001399596
POMC,-0.028317354218738704,0.03337019151788842,0.022889243965560354,0.03745528112066558,0.03982289051792437,-0.018909657613017845,0.02530961552616229,-0.04637585501625547,0.15005295223679896,-0.036768124892905873,0.004119583480008122,0.08533222596280629,0.056181754169927385,0.08001358937725532,0.04605657738183449,0.018404264800044107,-0.006081494124125297,0.06434833309171788,0.12529616005990898
CCL18,,-0.026500641475467632,,,,,,,0.1368021741558907,,,,-0.03487444332316065,0.025346441118688567,0.02665297540242716,,-0.04004045393992252,,
CCL17,,,,-0.014743413834044984,,,0.029908045754408828,-0.026195409652651398,,0.0010483315039650826,,,,-0.01546528184073697,-0.040758675087191755,0.060252534353593935,,-0.021579493992919783,
VEGFD,,0.07287183087423706,0.06042842866000004,-0.0172591735413891,0.0038277957070549412,0.031480012803500615,-0.03775569017336891,-0.019214649772456002,-0.032446968010251674,-0.015963905426627026,,-0.06549633631309701,,,0.0002393738568288601,0.05587226951473857,,,
TNFSF13,,0.03155438503311565,,-0.03835566820684989,,,,,,,,,,-0.02967555293140373,0.013813148506044112,0.050930123182933065,-0.02903860357996082,0.02138494588166477,-0.031067170727936674
WNT5A,-0.049355472224741744,0.03636611605666339,0.04161444327833914,0.024639971653021283,0.05783255381770218,0.11968882617150403,0.03456407227984158,0.05093887791428226,-0.01400468756771328,0.04948531989348757,0.040690638623521305,-0.07931436114965712,0.001568048605127904,0.030078122960727365,0.05077340711094035,0.04141160969413678,-0.030982536560101713,0.02808742502795807,-0.024679922833157484
CXCL8,,0.0647142426240186,0.02530848162864691,-0.015229930718331954,-0.057314676052692345,-0.01653821138759855,-0.022509373919005777,-0.017893517348858922,0.11044822516620485,-0.045627203311759276,,-0.07748720962219122,0.0023351277996401998,-0.022824675714129408,-0.10084620298289224,-0.031528451021254254,-0.006906467238116123,0.009377601227080794,-0.048374535459953495
GRN,0.08256593814361465,0.02515611565670822,0.045580811152753024,0.025669855450925084,0.020432665087973003,0.08422846341363907,0.030153419451968717,0.008283617909116954,0.08818132987005907,0.013823127391747772,0.00568788759929569,0.0783783867699404,0.15143429163887562,0.020237714269237237,0.02612283036667216,0.08524569612633781,-0.055699190705008624,0.018868224244649536,0.030039142136848482
MIA,0.03460189784913915,-0.005692844507771785,0.007732376667023586,-0.0014837414644719791,0.02474147277220808,0.06561904189651493,0.063099369949553,-0.021852617548605312,,0.02355962483124235,-0.05410126363554461,0.048057391946245386,0.03567784849219113,0.03824402714014384,0.011131214177434172,0.03995231479304,0.026747553767839334,0.07835781666422369,-0.006903945913741269
COL4A4,0.022662307886402243,-0.024137945018382057,-0.010943891362348098,0.023285553018221203,0.05174637670265632,-0.0060113526154946,-0.014256590657996594,-0.005846811438784692,,0.059133656471567875,,-0.05128492123315976,-0.026497303708839882,0.003276752496445027,0.04867199985673645,0.07777270565765032,-0.006252056243296513,-0.01357763845303036,-0.034722267412582254
TAC1,0.0780466348315691,0.02041378996897545,-0.018841295907330715,0.06377023728485653,0.030939796656377642,-0.08327063532252643,-0.01085500646868951,0.015114097908664713,-0.06743215046696549,-0.030642412801379554,,,,,,,0.05099818163377626,0.05133316996607015,0.022002165558529352
RARRES2,-0.09529816013536795,0.006228907894224423,0.02907942125923582,0.032764755251708896,-0.06504180219118166,0.08948012373150854,-0.0022112188151274157,0.05637382055046347,-0.05010172368130313,-0.010933844556366978,-0.016857421697641664,-0.15863166251587946,-0.06517892331890988,-0.04555433514315009,-0.0503048246775959,0.007066325479882052,-0.016953913629481156,0.02091053330829327,-0.04468984473352934
FGF7,-0.0023711394824610012,,-0.017969170114614057,0.013714371455763803,0.04417439927729831,0.01621842877369302,0.025463718270264408,0.0016434469253028925,0.01718552799714431,-0.016261358514857462,0.0260954572585272,0.028513044112206176,-0.020907114850673262,-0.0018124622509941375,0.01911629860053134,0.038166706743708104,0.04576664156122747,0.07597570046828357,-0.009810449867190566
EFNA2,,,,,,,,,,,,,,,-0.0268352672473371,,,,
HBEGF,-0.04410111075335901,0.042544021269449346,0.024203139151470075,0.016106853213116935,-0.019199526753599285,0.0009485207622425766,-0.012221581918560853,-0.01954028823075393,0.0655955498258074,0.05178055943607268,0.026152375156933742,0.13532856745213387,0.058505264078186216,0.026745766281158618,0.05923635491136262,-0.029761668611209723,-0.014166312805092273,-0.059714580946188485,-0.024328239272213885
CSF3,,,,-0.02680481926012698,-0.07402572086073912,0.007948236747460934,,,,,,,,-0.019949034238445497,-0.06716127481729411,,-0.01517345986491656,-0.03591677476082035,-0.0365238525390615
PI3,,-0.011102690973977819,,-0.04975892806263712,-0.01107080032046649,-0.02739589735303547,,,,,,,,-0.07392680497751325,-0.13558745007395515,0.05437317230216499,-0.05054090581444363,-0.07159368591880304,-0.09756030903129533
PCSK1N,-0.06361481504392362,-0.0017300905065843813,-0.04474212993925411,-0.014127312775267405,-0.014077897750716484,-0.01922340841050527,0.0022792843886491722,-0.007386828981167979,-0.09166739594786846,0.022080045791943885,0.09447679195092079,0.08362030422908251,-0.02555178944165777,0.055113179847507396,-0.008641217975827918,0.06573220883790265,-0.04625488497245587,0.08325469661760791,0.00621745711453135
NTS,,,,,0.002349501766493308,-0.016773435603389442,-0.04226577377900623,0.00654462146839109,-0.029212694054568496,,,,,0.026178628547692935,-0.03269368078868807,,0.005126189928797317,0.034089596346720756,
SFRP1,0.07257519072952696,0.07820333667012982,-0.0007281549418742183,-0.0010526402893147751,0.021604898468263946,0.023416259552418325,0.003149832119137941,-0.026195409916460688,0.1410711102678005,-0.002388267131921192,0.046489810776403136,0.15788171268613516,-0.009085294492473677,-0.009817046742039806,-0.03478435313775245,-0.0253006437684308,-0.010249151967527324,-0.027324048246856032,-0.03352386907599356
CXCL13,,,-0.036263868547253095,,0.0477806648251747,,,,,,,,,-0.021283625634270012,-0.05082575850180389,,0.017975184584530953,,0.08998028677226018
MICA,-0.02512775523025964,0.03753382422143808,0.048901626224435224,-0.0445981795283197,-0.03903996354281336,0.02421940739471305,0.017940183957289187,-0.0033519518219212703,0.06596666322518503,-0.048214954041638565,0.039237477413744476,0.036721394415611154,0.03593084531848273,0.001632365666553901,0.05042334257166743,0.0397912420752768,-0.007130687763440754,0.09695033009415334,-0.02882893717239353
TG,-0.01430539777873906,0.005051207201466723,-0.025821279674407237,-0.014814624632124731,0.03676043227300729,0.06299883314623819,-0.02728753991290327,0.041932108148016504,,-0.02983606484516074,0.01822626895231877,0.024052176584805733,0.09772840907356939,0.000713099983166351,0.00319739831942637,,-0.0305118763236567,0.03661161759252359,-0.03264779127023415
ADA,0.021807375074838126,0.02996403501558209,-0.025542076123166897,-0.013753054106907279,0.0650616145997745,0.10240474242356273,0.0018157156324529046,0.008973118157578189,0.019985331460664002,-0.015850898257512236,-0.02372217284302939,0.07365713618156172,0.01912389186327047,0.08168090151651398,0.07201805650118662,0.0121607237359472,-0.06735117497577908,0.11222567300770604,-0.05196386919402627
LAMC3,0.036660833379387976,0.04504846563423695,0.04014120105780926,-0.014954692543241728,0.057624339082994136,0.023634054220322647,-0.011547936013696585,0.04221127037277303,0.0017202272898147967,0.04972420571950066,0.009340537710010787,0.045119820189698075,0.08133344439503708,0.023057121660043523,0.07724538565302867,0.03334053872969794,0.026396235557027047,0.08474754205786462,-0.04786310051114774
CCL7,,-0.02711705920426273,,0.032732061302675156,-0.028177481620419942,,,,,,,,,0.032546256158219045,,,,-0.037637298367902784,-0.06184678254150034
