,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,0.055756944888218196,
BMP1,0.038818853470149864,0.10480404413635139,0.07320607253981846,0.01857334006522493,-0.04732552922314866,0.023098656675835418,0.11835397197751192,-0.046346761227361026,-0.03046482175101618,0.1170160371666723,0.11952295979988108,0.05140782843380928,0.05788381010984603,-0.03444708600230512,0.057885233291600675,0.351521307851494,0.15243537643951133
NDP,0.003964264146230426,0.14431438416893247,-0.04943010107824803,0.041623186471736275,0.026752656654272868,-0.0713335448058396,0.041694095959968654,-0.015524184671203884,0.06180589088992829,0.12324818853548407,-0.0859094993058832,0.13713155814377595,0.07889608143323766,0.15144364159146165,0.0068555799700722965,-0.0746746424968733,0.042440530974186055
TNFSF18,-0.039038508218299656,0.07344488554545829,0.06770500978763729,,,,-0.01893053993050551,-0.028285382371291707,,,,0.07921690237499798,,,,0.11711941583893425,0.024623685062802457
RTN4,-0.142422213658763,-0.0019886969376870737,0.018031111333551248,0.05967065629365715,0.007233058450362122,-0.028862060295068513,-0.10841624556229304,0.02274431198205386,0.02043495070184337,-0.0030786651243091944,-0.03158840860039006,-0.06264911048636689,-0.029117048918441375,-0.10234675037233486,0.03521918862377158,-0.09982849561246727,-0.030010007247867117
HEBP1,0.008425067878427516,0.08447252211810406,-0.018871873258803625,-0.025671617905396214,0.028995256326546395,-0.054414130342257984,0.09296751563487564,-0.026597544608834373,-0.01925357055176317,-0.012544404799778778,0.03736139450772942,-0.08435975554913658,0.12365354388296981,0.08578366232085063,-0.03229669373947736,0.04767231417944151,-0.06822458131203477
WNT7B,0.022004174680215177,-0.046317633513053603,-0.018595675300426887,0.05122415334859106,0.04079155315191354,0.08073916592804972,0.0026825206649836023,0.0041924081163971895,0.010150760640691845,0.026268791475972872,-0.0008332786700322287,,-0.037120049708899164,0.012824736802264763,-0.03767299447755017,0.11360378782126404,-0.05187496130347069
PTMA,-0.07972669121307097,-0.16014406696444153,0.02204152227687734,0.16343084997496937,0.007616816843013635,-0.007594701674811418,0.1888638931650241,-0.02080999922904169,-0.04247639429799114,0.10118642290670392,-0.028240034921068278,-0.028993600937313742,-0.14595322148302436,-0.013011034754772846,0.011032274923883569,0.30751548662423844,-0.028350114348575345
FASLG,0.0314567893073544,,,,,,,,,,,,,,,0.015906600625746965,
CEACAM1,-0.01654808150643897,,0.0973062990062086,,0.04273474788598058,-0.0244743662228934,,-0.0037737471078684833,,,-0.0190893491859905,-0.02959773485422499,-0.008588576761923724,-0.031791050487228065,-0.0028642938300920177,0.06024451837779382,
PDAP1,0.12283692571728906,0.03352176753631474,0.008462027797917946,-0.08293979515067207,0.017030523396579227,0.00854963109110213,0.0815665658893954,-0.009274683403340669,0.01658964575746183,0.16438108810866334,0.06760717010551946,0.007844595714579752,-0.010499080566893792,-0.020439850681390023,0.02920810278311524,-0.10937871283588735,-0.030317373117609833
QDPR,-0.2362142613585358,0.040816531821873,-0.025406650736472774,0.028292685748449634,-0.05346127663938459,-0.020080086126322793,0.03384952662661874,0.0208660273176257,0.04500851784130828,0.13285194117845822,0.03261207546573995,0.053613045337797635,0.036767967569389236,0.10384532026591302,-0.0010863183901127754,0.026712595393814067,-0.0521329715311828
