,UKF243,UKF259,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,0.01925528745475317,
BMP1,-0.06891804570753894,-0.04469241087131221,0.05239666826376139,0.005016528279123207,0.01748514770081897,-0.03959629650205305,0.02645982232205693,-0.028734045811713717,-0.06499692240735545,0.0024107464932324857,0.11634472934152755,-0.06733449493606126
NDP,0.0558826516139371,-0.09327318002876374,0.02458640513772701,-0.004218859220410403,-0.02840653609748502,0.05843479281020436,0.003577535755033472,-0.013708774177490059,-0.013954890625123211,0.04807173296432413,0.03714620001029411,0.018511063462631604
TNFSF18,-0.022337918064672016,,0.05368283049693937,,,,,,,,0.019857785524289438,-0.015472538012700467
IL36G,,,,,,,0.01072485362067373,,,,,
RTN4,-0.011587085994114087,-0.056881436886098896,0.009008367896723402,0.08545021385217366,0.03927176709583329,-0.08387351796651071,0.010695910870774709,0.041824870572172164,-0.012634079395489347,0.004405041191811998,0.012664504865695909,0.01674571896270969
HEBP1,-0.018237396082157686,-0.0011760951121464794,-0.025793472493170263,0.00915966284113354,-0.02651791203347422,-0.05123566813660627,0.053380796001824965,0.08168599939575633,0.04677195348941144,0.004317972199030898,0.048375093846767574,0.020639871581996514
WNT7B,0.019163139066802122,0.04399774345156914,-0.0012383800831662578,-0.01644265361041142,,-0.020804329203061946,-0.014896073793806572,0.04720410718342425,-0.006727942570709539,-0.01470796509693024,0.018627398581753277,0.018503613462906077
PTMA,0.03105871140131799,0.0032408317372286033,0.01280507397193204,0.0010959766533317355,0.0014128645857457963,-0.019838221736254866,-0.018194655034873806,-0.02647600217130701,0.010963050000047547,0.01208669446055146,0.09815629585718573,0.017600293510751867
FASLG,,,,,,,,,,,-0.02879744267544663,
CEACAM1,,0.04445888890076569,-0.024478082164476885,,,,,0.08106911104496818,-0.021442932093230185,0.09842187527276934,0.10478257178114118,
PDAP1,0.035642742147422225,-0.0015473494089847124,-0.0053911927253054584,-0.047636003511153234,-0.04736141774104173,0.04567851670530373,-0.008407601186008085,-0.012329230237669783,-0.05569490371237278,0.0011145278856089726,-0.028783358656906535,-0.05524450539571302
QDPR,-0.049008145023612615,-0.014114615864929958,0.021167951892033205,0.06139179665689149,-0.07508576077929946,-0.01459296057584399,-0.032214894980767156,0.011125978372318093,0.06681756336091957,-0.020829267789930193,-0.029173945456852413,0.053442969979211885
POMC,0.07344169326732207,0.05588789318061761,-0.0028862278478425127,-0.00486811887092307,0.007638965744422104,0.09976638061474434,0.03082040792503624,0.07776427909638195,0.043290477770908914,0.016893779355226318,0.08694427135931224,-0.07600347568329152
CCL18,-0.029956984842761165,,,,-0.051873278775911566,0.04432134631832294,,0.005775599025592926,0.006498794756116409,-0.07812683008064578,,
CCL17,,0.00018188909575123547,-0.01941103532398684,-0.0203513958341785,,,-0.012380854888980613,-0.02044924978295113,-0.0174539770211172,,0.005090935248489249,
VEGFD,-0.033752765947850025,0.2981908087672529,-0.0069976507342508504,-0.014927994962460148,0.01757563664853262,0.011982749279439884,0.037963635185239944,,0.05316191670544457,,,
TNFSF13,,-0.016683973972890315,,,,,,0.03796416594890097,-0.020967142355939595,-0.02740897514996122,0.01711532047550801,0.024851574246175588
WNT5A,0.1008505471279257,0.0010783309667019376,0.009621149586449228,-0.055680043846502776,-0.06818918081739712,0.019236753724701818,-0.02035212562408641,0.007821113000986478,0.004048999115804216,0.022645617486560986,0.049203369581382786,-0.01875131225222125
CXCL8,-0.015825839709523955,0.16424604426345382,0.012838679419299358,-0.013901597999843059,-0.007920743514384553,0.0984805142056909,-0.030818209644687147,-0.07344667517898473,-0.09875600711342292,-0.05889067899338944,-0.0745655838228665,-0.02539924240490631
GRN,0.012326955883953314,-0.07583388161829775,-0.0657158311122397,0.002415437091290002,-0.027182285497182455,0.026818185218175812,-0.019562109755722836,0.02191639459236735,-0.08276607416660935,-0.02928704951267939,0.050773791580554575,-0.044521077478317586
MIA,0.0037654316919206268,0.12148300837481626,0.04769928845924033,-0.01697745046333216,,0.07207402576524533,-0.01817242916602078,0.06065670319102172,0.09109940468711993,-0.02523552514252927,0.015831489803627974,0.023972562519552883
COL4A4,-0.033978049491753766,-0.028329398361156104,-0.020265721429887574,-0.008723977786242173,,,-0.01762793047177809,-0.02266316778482927,0.04999223505885646,-0.016403774374221435,-0.005938697558313671,-0.038599696675537115
TAC1,0.0016512803624534236,0.0039209654710165385,0.016377101144375582,0.06368938765032653,0.1090826273308831,,0.016297230522873577,,,0.07646971662314717,-0.009775414567019015,0.09310601966441344
RARRES2,0.031183432967062084,-0.06692118850159032,-0.05487478315789225,0.08486213508051972,-0.0068605696867044775,0.18553070229222116,-0.03792255876293107,0.009419824069519021,-0.010148995038026404,0.01060694955828767,0.03847624482435682,-0.006933650166361677
FGF7,-0.002766271100513685,0.041353822926421514,0.038770273665654074,0.010227530396892807,-0.0007372106105814888,0.07973605681945274,0.05332616553823682,0.022357582368950323,0.02994800481590548,0.033736042471685865,0.020659260801925868,0.0037145245897984383
EFNA2,,,,,,,,,-0.020380071927615904,,,
HBEGF,0.06415113910526712,-0.0010229848018375404,0.026438414318332666,-1.2585957099270744e-05,-0.03453637908972629,0.07109665965583108,-0.018699577768823528,0.010873916906885663,-0.05338022407029419,0.042060038398895626,0.047719428059007175,-0.014668364465745699
CSF3,-0.033978022591230485,0.20877350942092618,,,,0.14647609361154165,,-0.011623168525080456,-0.07159614096164077,-0.03499274729256204,-0.027481007918330747,0.05792977666534464
PI3,0.06994478045780834,0.14799493896443647,,,,,,-0.05698907616811593,-0.14829484897146442,-0.04074485492727799,-0.05970710053667136,0.017088376649593857
PCSK1N,-0.01480501997279714,-0.07760054331932927,-0.006155202610638619,0.034297762111891526,0.0178694673363445,-0.04459779519459139,-0.02645152894794133,0.017157377309170746,0.03428497602759162,0.031208313463217067,0.007453842869675136,0.030471084502800123
NTS,,,-0.02315123099444775,-0.009016865779917928,-0.022514845118542983,,,-0.04770597105517363,0.07744856835717172,0.04267623941947806,0.07574124152750275,
SFRP1,-0.025848857251216557,-0.021104500608169506,-0.036566372936483085,-0.02035139603913377,-0.04889994576658322,-0.025030034089895136,-0.03535282403318666,0.0874394224907496,0.00022250554484432665,-0.013391371871094692,0.07178194556839593,0.09560487301525745
CXCL13,,,,,,0.021248234489322147,,-0.026256077572707884,-0.04356441502581721,-0.00905778644955321,,-0.03293411409170921
MICA,0.021836306500665537,0.013825189751540947,-0.004655861751244475,-0.02980373019310884,0.044208598645011365,0.07224467754099184,0.004203850626977881,0.06128923629205272,0.03865372836103541,-0.007236915139809731,0.08354339159650492,0.005082569257983334
TG,-0.027085907297939915,0.04108610431435632,-0.01955588350753075,-0.014728216786793435,,0.018931273969559886,-0.018597791018258456,0.0060169124054053145,-0.016681329102808132,0.022188499168873808,-0.005905732107721846,0.07669524255532253
ADA,-0.011094964265956467,0.006519144135995969,0.018045876063970664,-0.02391980850573488,0.04441158911372984,0.0027845063463922577,-0.004766953841872235,-0.0037420599663402342,-0.04541899359130737,0.00032272755743168455,0.0713554910620487,0.0457102769812244
LAMC3,-0.03846623204817412,-0.05067544212969348,0.051379274547538406,-0.014905277038853347,-0.022322181609706514,0.0410618199245382,-0.040827306455511914,0.012980139276613279,-0.00999320760722565,0.03366528904392441,0.07697427397689031,0.004295930766538172
CCL7,,-0.016466360789950098,,,,,,0.02619334374776374,,,-0.02879743243541974,0.013270558642481995
NGF,-0.019575704691015133,0.12433222842357633,,,-0.022514859943074658,0.06285420351150059,,0.04038927948192608,0.01967701302385562,0.049805800813333835,0.004312889106084281,-0.022712970059977678
TNFSF15,-0.024217589817412236,-0.018336098098999148,,,,-0.021098692203531524,,0.02660579314914482,,-0.021729895317334033,0.027967308607687837,-0.04493661029026635
HMGB1,-0.0997511300826821,-0.07374365296259902,-0.017168218796324325,-0.08686700458993946,-0.06020627312978994,0.08087686767215958,0.007991674979183946,-0.030500035822776845,-0.052667852544665966,-0.014230023137265735,0.02824436100909613,-0.012425685073669517
ITGB3BP,-0.00924237201964934,0.043070848494201314,0.004007556630428142,-0.02258356827064558,-0.030031072712031533,-0.03377171365342148,-0.05789948101441718,0.002311895571182175,-0.0297133496684266,0.0031103238518860746,0.045137324811032754,0.036718559596277095
AANAT,-0.0008734356586443864,0.018046257445284684,0.014473053718699381,0.051515483500031385,-0.02116727952130776,,-0.01660773259200608,0.023601604791556877,-0.027426056961063476,,0.05243519472685457,-0.024791814806073693
RELN,0.11062977769311952,-0.028959645614499017,-0.02289058741761061,0.05513722916667399,-0.06012824128989544,,-0.018386193451541584,,,0.07904750257869196,,-0.0404043879456213
IL15,-0.034424885895599215,-0.01878356491999355,0.018101069302792705,-0.03649010691855514,-0.01588470707804046,0.03326474540676923,0.07324134705194023,0.024999168283683974,-0.015141303847450457,0.07347980835549585,-0.00844833287142329,0.018231120437278144
UTS2,,,,,,,,-0.003908147123498048,,,,
BSG,0.06897613140367036,-0.0064078241981629265,0.04287665684165364,0.030511495972553662,0.052101633173936845,0.1113078399765224,0.034836158709778825,0.01909207781948573,-0.008714696367426682,-0.04798458787417672,-0.006203074342900571,-0.037425566459001566
ADAMTS3,-0.016175463665659466,0.016351618182238185,0.0509606634099764,-0.014973233190552831,0.015439534776359815,0.08232295401096487,-0.011875697983084873,0.1594610078598273,0.020272955970729714,-0.036181494251067293,0.007950800861996178,0.04063531177102734
CD34,0.07700552736713516,0.01753935769653377,-9.830526630613729e-05,-0.004264128122382237,0.047702739740142164,-0.017962011680895104,-0.015267730735017726,-0.0019905192859712238,0.04286019600016248,0.0246343150148051,0.08482841495217229,0.054220581097170255
