,UKF248,UKF304,UKF313,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,0.00395297067061078,-1.0761377807941591e-05,-0.04298295193249364,-0.031194231670049744,-0.021374310469269117,-0.016480828487563055
NDP,0.00046392688869066487,-0.03981510258228831,0.03292417485696167,0.007577045204921339,0.0010409197978600185,-0.07063934098290457
TNFSF18,-0.02820199803181095,,,,,-0.032022976292333125
RTN4,-0.006382283216542585,0.12781088269397556,0.05696499906948086,-0.058425733484969544,0.06366981062132007,-0.010444106950007602
HEBP1,-0.035585426466982935,-0.06386672586928455,0.053174131823613184,0.02495869243867292,0.005757040123855975,-0.031147296187420934
WNT7B,0.03178488898260447,,0.005776788937288784,0.015745467998103526,-0.037118823629085085,0.06574603154399354
PTMA,-0.1021028117878473,-0.1667764178754377,-0.03506286406393721,0.031066430941415844,-0.05855147634938936,0.07838834629266367
CEACAM1,0.058634835529914164,,,-0.016687429780465685,-0.02463630308767558,
PDAP1,-0.0229965908618521,0.023491348532827867,-0.0741109335808654,-0.05918529087514844,-0.040680978492633475,0.1142913272650576
QDPR,-0.015424024664105718,-0.12325116982940393,0.02508530899570633,-0.04075592469045998,-0.06105907524240154,-0.04892331963726534
POMC,0.02830368979099911,-0.013903910385074846,-0.02156351732268157,-0.03909269000903147,0.08897504894168315,0.011095871048032965
CCL18,0.037855870656985646,-0.057985872484134,-0.04915249835966117,0.0216004017899289,0.026566883797898077,
CCL17,,,,-0.02408935251549696,,
VEGFD,-0.007024993424231347,0.06591640637660047,0.011824784904747122,0.15283656851865618,,
TNFSF13,-0.016903502320444495,,,0.005571054770597041,-0.02766491717996752,-0.019477815500406732
WNT5A,0.027049393696204523,-0.018262607887683104,-0.02788280296476439,-0.06913666066159828,0.04357503412655669,0.12330861681717274
CXCL8,0.07626597642703067,-0.0003631484753125949,-0.013061723897746229,-0.09056389654932649,0.11869394193483417,0.08825698470982833
GRN,-0.002525302660918734,-0.06251321260185029,-0.05756693838266102,-0.012629878972614854,-0.06766695194347158,0.0385254004897605
MIA,0.09872279083720484,,-0.019758430866577022,0.10232013560387251,-0.07879121938286725,-0.010500791019986428
COL4A4,-0.026901801258425395,,,-0.02671918430690136,0.021545243965921154,-0.03893498589498185
TAC1,0.022510254035766415,0.0913967294935897,,,0.10976197912572824,-0.04846370814565632
RARRES2,-0.020173021663026425,0.0007385117837954158,-0.02014895694428229,0.02369935700676931,0.00023155022980924985,0.06908153330912607
FGF7,,0.005020978637227864,0.06158793233145059,0.009046565068737985,-0.011225534336286687,-0.05417047117353928
EFNA2,,,,-0.015860285232181543,,
HBEGF,0.012195512444684175,-0.028857147014288986,-0.06257287024902694,-0.04272757500147633,0.01895086298964183,0.09151776517867904
CSF3,,,0.06797706090796993,-0.03631640727997447,0.032271187137489665,-0.0027263571805809014
PI3,-0.02356537936235547,,,-0.07447961835954534,0.06933442615553997,0.06053690637184556
PCSK1N,-0.03370415117564675,0.14185358403092613,-0.03303217924840527,0.07382790889970861,-0.04682076875919547,-0.06537814269343617
NTS,,-0.021377236659401454,,-0.019322747853384666,0.024720971104473806,
SFRP1,-0.008992424258321422,-0.01885847093977361,-0.047362309149539074,0.016267261906228788,-0.011638542526277891,-0.05109484763221343
CXCL13,,,-0.009438561752848039,-0.0012131299502809634,0.021516480178461406,-0.0030162243673313317
MICA,-0.046274797812699664,-0.014650360502297566,-0.031029157559651802,0.024874746047783985,0.015305279772417968,-0.05715128618200924
TG,-0.03527401931381148,,-0.005113362368717116,0.044086260807861904,0.025499366060289533,0.07975435325564104
ADA,0.02681096054885047,-0.09182863809981555,-0.0386777278178956,-0.0026985267392737803,-0.05066980704766908,-0.029995953794818522
LAMC3,-0.03423897775990151,-0.022120417786330778,-0.002705845906971646,0.0010857327359187333,-0.11511372104437075,-0.029890138188539542
CCL7,0.08045536895859268,,,,,0.08651511264858582
NGF,0.032112959012616835,-0.021377250734893438,-0.0456985534709902,-0.015647096315547403,-0.010134141093485314,0.05284853175098591
TNFSF15,,,0.0934947201677696,,-0.021932806717301162,0.038909047404156204
HMGB1,-0.12724620343672505,0.034977453803295616,-0.023010870803563278,-0.062704979098313,-0.08945570469042799,0.010846021670047909
ITGB3BP,0.01416939091221239,0.07198104776028998,-0.02157608147009425,0.030098579137864314,0.03247764032445764,0.010246593582595302
AANAT,0.07868563990523299,-0.02009775956175801,,0.09312168545582979,,-0.02500716438005662
RELN,-0.03673834925415075,0.06486597490655677,,,0.07703200772917361,-0.0713104760635997
IL15,0.04405473622277754,0.024039171695688432,-0.03277477134705044,0.017470677604122034,-0.04654597354859819,0.09715875509818414
