,UKF248,UKF255
BMP1,0.004289975725453405,-0.07881610918346466
NDP,-0.01809901180437867,0.04585651829450445
TNFSF18,-0.024469139276943337,
RTN4,0.021777988648386433,-0.049501399299222204
HEBP1,-0.022554324884325457,0.06623752342625631
WNT7B,0.05337787686880708,-0.035287098636600275
PTMA,-0.059024359352366745,-0.09394676902252376
CEACAM1,-0.01557393655595631,
PDAP1,-0.01078600864415953,0.0792889833548789
QDPR,-0.015895073499272227,-0.09148609008468629
POMC,-0.027027826079677353,
CCL18,0.06841419019924681,
VEGFD,-0.019434807505048494,
TNFSF13,-0.014666129402624156,
WNT5A,0.02651837885803125,0.027135921948817577
CXCL8,0.11356783663224668,0.10597036551439033
GRN,-0.05417579783071315,-0.08479129859675358
MIA,0.03751911899121441,-0.0013391542335323108
COL4A4,-0.023341038498426954,0.08770728890283243
TAC1,0.07120028526835884,-0.04804852146801031
RARRES2,-0.033374444047375974,0.07342778866587096
FGF7,,0.09008569106591803
HBEGF,-0.03157681641148718,0.02126786860638081
CSF3,,0.12242715728930882
PI3,0.013911167594675497,0.10973882657346462
PCSK1N,-0.052370481459345565,-0.08957823905281957
SFRP1,-0.036511404334808,
CXCL13,,-0.018187379344898405
MICA,-0.03089327729495711,0.00792676451839488
TG,0.014977452713268707,
ADA,-0.03833391766063804,-0.049421379091266246
LAMC3,-0.06093347984888003,-0.020235105068447848
CCL7,0.09704192154188569,
NGF,-0.021225241364897063,
HMGB1,-0.1009126773614056,-0.08741540404651572
ITGB3BP,-0.0057730729904909095,0.01940952125380817
AANAT,-0.01793563581405527,
RELN,-0.001970902677126204,-0.009950439016745825
IL15,0.09533631857025322,
BSG,-0.08481021359080075,-0.023239158395320397
ADAMTS3,0.0418036374507044,
CD34,-0.046073594065685834,-0.01370337737880037
PLAT,-0.08647297269699122,-0.10301588947997622
CKLF,-0.06690628534142484,0.046921417843696335
CD24,-0.02343793639137585,-0.036695181639430106
HSP90AA1,0.07127492259040209,0.02602729455354581
BMP4,-0.043017954821184055,0.015780310476558954
SCGB3A1,-0.012362174220545686,-0.02677319846131764
IGFBP4,-0.029060489086400482,-0.02348425565065418
LEFTY2,-0.02491068596025734,-0.05837923475479314
PF4,-0.012823771334587782,
ANGPTL2,-0.04342905628112443,-0.11324079932174128
LRIG2,-0.0463616323674818,-0.038883182808725304
ICOSLG,-0.04582142317095222,-0.0351001750357433
WIF1,-0.008446562282817862,0.0396124373400814
NPPC,0.013320820517260298,0.013248873388600178
LYZ,0.0705878335630251,0.024607027040629083
EREG,,0.07697897042211554
SPTAN1,-0.06801669832972444,-0.09978775096514471
LIPC,-0.015699666775042604,
COL8A1,0.046412836849292954,-0.03127214164220253
GSTM2,-0.005642853897646633,0.07138061560008645
SPX,0.0020846816378575577,
MFGE8,-0.04500615139802633,0.08298386110762015
TGFA,-0.01868544243570846,0.08219219838043869
SLIT2,-0.011775752266988116,-0.01989972014486546
PLTP,0.040550760192216206,-0.04276246664684789
APOD,-0.08195084459029328,-0.12160534730268362
B2M,-0.0026490132796803453,-0.1438567089576758
OMG,-0.0711211212307279,-0.09637264795840307
CXCL3,0.07542523677438763,0.07064518900814505
CXCL10,-0.016359991143090363,
RSPO3,-0.016792442940084532,-0.025047405279961295
CORT,-0.015697825878293447,-0.03324131930930992
NCAN,-0.08274026783041796,-0.10784308553021464
PRG4,0.018822259884723976,-0.02800623482403811
ZG16B,-0.017142604501531104,
TGM2,0.04136925937012532,0.11425255339785431
VEGFC,-0.008236645195634962,0.10707694594350879
WNT6,0.09852013676876899,0.024019961002507625
NRG4,-0.011385997601175752,0.037273518379469496
PMCH,0.08915454855537473,
COL9A1,-0.03438895255451451,-0.053762895450821906
GDF11,-0.03619033634249241,-0.06560205012916043
SORBS1,0.02701511389626215,-0.06402790368161912
DLL1,-0.0578465766091817,-0.022927362316538923
TLN1,0.011776693927537406,0.014360086486493739
COL2A1,-0.061742326464171375,
PON2,-0.09322171336859095,-0.12914633390792257
ICAM5,-0.012996222427134621,-0.026773200356054138
HPX,-0.007670598338361492,0.05887888066650948
SFRP2,-0.016435543570668454,
CD70,0.05618433364317097,
HP,-0.05066464218051935,-0.0868331766088867
CXCL2,0.012772658699726108,0.0979125518646937
NPPB,0.09043916964319396,0.10544739615580666
CCK,-0.02028487014132322,0.01636078082940646
SEMA6A,-0.0454652095763409,-0.07728769480787682
IRAK4,0.044040655911616974,-0.022687727690163927
GSTP1,-0.08543862248444369,0.01879128621005062
VCAM1,-0.020657018849630254,-0.027944929561452603
NXPH3,-0.03658121058432969,-0.02697476295574698
MTMR4,-0.003304978639261728,-0.04307771205571052
LAMC2,-0.012517827336696478,
IL10,-0.026448793237260817,-0.026137782585652174
SEMA4D,-0.02431460753847377,-0.0030766739437646383
TRH,0.04519234519351825,-0.019344678923921076
SEMA6D,-0.017367681771264253,-0.11887586677931633
CEL,,0.027465446593575873
PDCD1LG2,-0.03491595162576185,-0.026137769041285515
SPINT1,0.07261610201384733,-0.025488498859601166
CTHRC1,-0.062369597838438415,-0.022728565713794776
PODXL,-0.07313233818094593,-0.0960704507922897
JAM3,0.007849651073786764,-0.06570353271613044
TGFB2,0.03227976201914765,-0.073941858053735
COL18A1,-0.06877222534549296,-0.14451135007146368
