,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
TNFSF14,0.029546789723649464,0.0014953335669888477,0.027580279384465556,0.005500425573553337,-0.02769067737674609,-0.03919093728929939,-0.033110594001026734,0.058932294207593654,0.06216857276006846,,-0.019785884449158155,0.09195486357920914,0.0011028937875439087,0.00802475639528496,0.07546690979270115,-0.03950432353837022
CNTN4,,0.0803375931331591,-0.019162704944784757,0.060177950821719964,-0.047188356761235235,-0.015294684403334357,-0.006248745535981742,-0.016250335762885034,0.14561295970362953,,0.10137109861139842,-0.013642650485025621,0.018952229944193946,-0.04739585848519993,0.033735071306081006,-0.05514753039882432
NTF4,,,,0.01027471347910195,,,,,,,,,,,,
INSL3,,0.06693630615718033,,0.033357404850547084,,0.06594591994913805,,,,,0.05695988652263966,0.020587776335111028,,0.02052162754939141,,
BTLA,,,,0.004172007289416902,,,-0.0037515928328699737,,,,,,,0.08930211432186386,,
MFNG,0.0889635093648993,0.11127434456113233,0.036709100434201294,0.025560180861496633,0.12306629449681462,-0.03230438415959111,0.049424849239859056,-0.022659027991884302,0.09916895822317338,-0.02350136418216665,0.03895126455236319,-0.0021805341625621495,0.030213829414924426,0.05332258026962241,-0.03222128711674377,0.05344558403181758
ICAM1,0.08427274619982064,0.002048415133269973,0.01999033971634914,-0.022126223282518127,0.09841288112528332,0.00472223714708394,0.0034015532289779953,0.09614224127008215,0.09746701904378204,0.04585930199956858,-0.05477832890228829,0.021013501974627473,-0.012924937181467689,-0.0256843778548337,0.007890454175955918,-0.03739782817872902
PROS1,0.007381343159092171,0.03838507353357256,0.05922691583803366,0.012028639810616781,0.06902359310720527,-0.05034542332064744,0.025364251205870825,0.1429867570622013,0.07225222994599552,-0.01817108971145356,-0.010387550675977695,-0.017106039352070515,-0.03112947069769177,0.006106567518350323,0.009393067123412618,0.15765646267471542
CLCF1,0.015814689699092,0.030909788205250092,0.005768908324605747,0.033007568442367186,-0.01893319935010673,0.005872561495664075,-0.005566851171089923,-0.04402790510778434,0.06814181677199935,-0.03066122208003749,0.022059360643417767,-0.026372764857034076,-0.001653743221168145,0.0005942793338630025,0.01736327505278635,
PSAP,0.05392074621946361,0.06079892590748651,-0.014499300476473586,-0.01740429075933528,0.025816188200753615,0.08642954103333304,-0.010749508185992393,0.09547192136439268,0.09890728068528519,0.09778577549859561,-0.02295829210268875,0.020858103796456393,-0.07944576910387233,0.0015167563656378615,0.040588216995609064,-0.07257686057015843
EFEMP1,-0.00805051439131451,0.07997230386380849,0.041185656391509895,0.07791148500542498,0.06433255078027011,0.040858161499110555,0.013269088209670179,0.053114629076521286,0.08643228596337896,0.08818654848542352,0.05049464241499662,-0.011773491253185364,-0.08009751370056294,-0.026371843690430684,-0.08221641873798932,0.038294322468313845
C1QTNF1,-0.07478694865223659,0.03620536043306611,0.024981642335794224,0.03803099158659881,0.07534518839755558,0.009016790589427786,-0.019149405294529544,0.004936183343821711,0.0458467363274263,-0.013122488713247683,0.017897713392361094,0.04721482298357736,-0.01368601197866928,-0.07922386630072087,-0.0430767709485745,-0.062128669684446046
ALB,-0.020475900212314213,-0.016638919356306462,-0.0018133434704296215,-0.030715489755060103,-0.022291505350471013,-0.0215565029229192,-0.005882546561758702,0.0028181411418552156,-0.011439409389878148,0.05794325035470911,0.020046515974688858,0.01896684155558498,-0.04543684063383272,-0.016380963480316344,-0.018252637187437457,-0.06433797561110394
CCL13,,,,,,,,,,,-0.014687675258134608,,,,,
EFNA3,0.02755840417433959,-0.07320791881088601,-0.027557964047357456,-0.0252113580792403,-0.09725103601626571,-0.020679251296926684,-0.05290329128073366,-0.00394578945911536,0.057278075256156795,0.009348884338118871,0.10553637633688823,0.04865703996224208,-0.006915003328517169,0.043868662111339496,0.005447083162962601,-0.08648190165862443
DRAXIN,-0.05053458850391899,-0.0694310915299934,0.025047182737623314,-0.015387180234923517,0.10511711143957488,-0.023755543180791996,-0.030196287766062126,-0.0262041923002474,0.051202190184537505,-0.008613448271296058,-0.004238132568320971,-0.02403187970181016,0.009056984993660385,0.04843098779413329,-0.05476070780826625,0.022066519909402275
RAET1L,,-0.017992438043027074,,,,,0.03176872511260754,,,,,-0.020263560579690972,,,,
NPTX2,0.008494963231753671,-0.0019228521413881322,-0.0210874502596212,0.025756290470922087,-0.09518245646247715,0.028103928644460405,0.026505211561674413,-0.026374374716641155,0.014878900043897424,,0.06846651543938659,0.038720178066772554,0.01169138592418595,0.0598494039596207,-0.015123784781959398,0.04814615917675653
FGF11,-0.0024671154302428676,0.014906578562695538,0.036780269250566884,-0.022680627447016936,0.05708971386041545,-0.03502903942639617,0.015017899223943833,-0.019364948427199206,-0.024013239382004052,-0.010923004670722762,0.01769612920759389,0.011359979526623066,0.02877972251020308,0.03078242920408185,-0.014998408424254536,0.06463701805023472
CD59,0.08470909129302603,0.09153877683517508,0.024526388518804027,-0.0338721160364984,-0.03678967189724348,0.02456120056969361,-0.012967113719138426,0.07465061674990453,0.13116318771654173,-0.03852127342461566,-0.040684532548239984,0.06643438128636397,-0.022226841389879924,0.051824541166840876,0.03633311052840027,0.0017440115690677365
COL9A2,-0.02160455622866219,-0.016605873848806303,-0.04857345732710652,-0.007470985355921653,0.019373876892187253,0.04095387206602988,0.002266268316575831,0.09714607487777206,0.047050986216155534,0.0024521716702294322,0.04557603544035332,-0.019853779607955115,-0.05425487793641726,0.05099035555440175,0.04340447207482152,0.0282067839320193
DLL3,-0.003506748689583352,-0.00914418431675374,-0.014740777403775301,-0.006734531894508552,0.09675360114637882,-0.004770335983991889,-0.0510784687710249,-0.0076148975104888324,-0.11484712564663781,0.01210576319623405,0.05093305036113857,-0.026790759499209726,-0.023338831703003913,0.10176661954371123,-0.05558825990099404,0.03690398243747826
FGF5,,,,,-0.01775060022157782,,,-0.018409275054829758,,,,,,-0.00251102716833525,0.021679487506522516,
LIN7C,0.0026745103892714998,0.035723718657098016,-0.03027413026025794,-0.011181284673521743,0.04417535050921705,0.02606630136102633,-0.004115011663893095,-0.04419035465930308,-0.02410951183640962,0.04017050312617449,0.013451486516730962,-0.025837572592814086,0.00844866075148998,0.011864132246408155,-0.06607042688834927,0.11064683971143217
GDF7,-0.02385055030035171,0.06391246703649298,0.011947465027025435,0.028136630891045983,0.045477141929212234,0.09539224222062492,0.006347972460992895,-0.017730428602350246,,,,-0.017370911003983754,0.0020072180544570737,0.04772493791176494,-0.0018271644708893735,
PSPN,-0.023232538778894557,-0.06595134100344831,0.05671049085092049,0.020227339606997574,-0.03854636641236263,0.027171426679740786,0.029279841626596227,-0.05176142143047235,0.019089235884492736,0.005192954464368467,-0.003509410712855272,-0.0278797103237958,0.03684373487317243,0.029021122953377134,0.014809318148518257,-0.06433803584808359
ANGPT1,0.0008936001332001678,0.04091178154554406,-0.04382448893209357,-0.009533640256904247,-0.032445042863058826,0.023393422718687298,0.00453080052764086,0.024625948222001755,0.13855841778345554,-0.03561110013579668,0.01609950400725385,-0.038112965535386525,0.050066940406551824,0.040683804399383655,-0.07386771358634119,-0.00126094126643617
PNOC,-0.03368193548322739,-0.011110704506935281,-0.04303183738998571,0.03836659353994445,-0.06316263648998514,0.08166890976589455,-0.02237182514418649,0.03118479237560198,,,,0.0262988977707721,,-0.025912713686970353,0.01221607165105963,-0.06223458110701571
L1CAM,0.04207292474230877,-0.053763656357893846,0.050077299812333394,0.009809156098801767,-0.0834419894643177,0.028066086374938688,-0.007917336646394928,-0.033983216078710285,-0.01998211584493902,-0.04411443979944613,0.0028506838515641128,0.006227271429214869,-0.03563357074957535,0.07455009750202869,0.05123146512114498,-0.07433960050484417
APOA1,-0.022965905918052115,-0.00866450758174787,-0.028476919690421838,0.01666781979757411,-0.00733578436729967,-0.025711593842407003,0.04195970885537205,-0.04906264879938088,-0.04257592245805526,0.07884540801854485,0.026553222785522284,-0.0430170625762001,0.05129584209577546,0.05416947744020214,0.029712955977023843,-0.03300044014706111
PSEN1,0.055688189460463174,0.0040164529583044456,-0.030637703341089485,0.05338075676524123,0.013107542166317782,-0.02397796553653182,0.04023268503572757,-0.011728661289464912,-0.008914414086480608,-0.08686844703690066,-0.00022945401827534207,-0.016664377597333305,-0.03522044492715158,-0.01703855416200182,-0.04022904154077515,0.04261154672234047
CALM2,0.06160688931969773,0.019834159263893442,0.04699306665974693,-0.022009740206002822,-0.11183244880134464,0.01417417627758029,-0.004760086595557733,-0.049088029757655,0.05288554683420036,0.05599084882314141,0.015455993749806293,-0.03980560527839672,-0.01317423500007543,0.013782741082862031,0.005810659142769074,-0.013529104058451319
CLEC2B,0.058474570133374135,0.10565713849314472,0.01987276735819868,-0.018677358579632784,0.0869442541206185,-0.019920302849048117,0.055778654960163904,-0.08078067832385155,0.10798715446876508,-0.025018701499195203,0.04275914201896578,0.07356620462250191,0.039570229812950324,0.09563014488587772,0.018413392636997913,-0.03891050125440833
NTNG1,-0.04442115170783074,-0.017159564808337167,-0.0474687100018505,0.019530587176362944,0.05874244381014864,-0.018850692167489053,0.006013297223372902,0.05615102023777825,-0.022691155659256446,-0.01576512519757185,0.04092546445870208,0.049885312664352144,-0.0500760940344543,0.08180200773058291,-0.005250685963730633,0.0018857316240205692
LRIG1,0.07684301567973018,0.02352656145213198,-0.0009551658969201998,0.009414330950328995,0.07871722642883146,-0.020505733154834973,0.03725322899971165,0.07196011615482617,-0.04142342069074628,-0.07370083891895961,0.014847283193327931,0.004982238005349387,-0.03597531917716146,0.02756746653286426,0.026171196116175736,0.05719208330395911
CPAMD8,0.022441922440774597,0.001217820892961897,,0.013405009245621283,0.00819054936853751,-0.02190190783800593,0.00625885589336874,0.01323373342181561,-0.027455149768688653,0.09596030599120718,,-0.019514815629199343,0.09455528049512457,0.053871449412325814,0.0006521199754341164,-0.028794205059098976
GHRL,-0.019119573386829628,0.024427368110137047,-0.02608187627077885,0.09500457083773156,0.04771790010416186,-0.022846753871540313,0.06220337892063533,0.03046211042760207,0.003916799937385756,-0.02552982785406786,,,0.012553623181539223,0.041125911362697554,-0.011303295147952109,
NPY,-0.03078792272251605,0.0305519771242324,0.0016726836050040379,-0.003667540053652725,-0.07144828648568538,0.05130826580466668,0.03588610616907793,-0.09868553377781973,-0.03206166948317669,,0.05156633905119389,-0.0343644242132541,0.031990304471705935,0.04669746703314473,-0.005206745864456796,-0.1148823803755862
MMP2,-0.006819103821815952,0.036372525036436544,0.03767673876563695,-0.03842225813766163,0.14471367636391316,-0.010275001295111025,-0.039156063200376255,0.01104211109861152,0.004561449396728923,0.04951221856791266,-0.06438026140998063,0.020588986324498165,-0.01048516847729337,0.05161545986799408,0.059460804928288535,0.10024203120635038
LHB,,,,-0.014419866861887416,,,,,,,,,,,,
PPY,,0.0624846665708899,,-0.04488539357786289,,-0.016006731436628507,,,,,-0.02967119302061963,0.013603462314940213,,0.02181939497673075,0.07828526107294587,
ALKAL2,-0.03142736269347084,0.06267220116055225,-0.01650513320432527,-0.013469767009654753,0.06739689872222093,-0.038610816656379186,-0.0388978391031679,0.06479472526198576,-0.02484648636054838,,-0.053235378480504976,-0.01607362508941364,-0.03425820274750132,0.03061825277861946,0.003974455167103714,0.1804712373370771
CSF1,0.026202798797506765,0.04400474732082838,-0.0136496361027548,0.06735283392810176,0.07106527164432447,0.027338618761810193,-0.002766266001023366,0.026965100472763966,0.0905481768077214,0.020612761494007897,-0.03365559567678187,-0.04911169134022023,0.03881168426428854,-0.031990243096292566,0.0211471519641559,0.05067649209633668
SEMA4C,-0.0035007969967182,0.04132410743719443,0.037052358158118595,-0.02612869326199176,0.04717449087197757,-0.028297638417799042,0.07414972430896445,-0.03061187716301588,-0.00010227361448311645,0.029680762891748712,-0.05652053821730986,-0.02858244376459887,-0.005953697676303794,0.07159659212405228,0.0266748404076987,0.06781504501276889
BMP8A,,,,,,,,,,,,,,0.08618830365678785,,
ICAM2,0.060764481119831834,0.023420996723293192,-0.023974130001267906,-0.034472744070476014,0.06417606956236652,-0.027875376637874295,-0.04618864098044911,0.07891320215899465,0.010198702260171623,-0.019652358945544093,0.014377859475369466,-0.0031467367217435445,0.05932996763976742,0.07199186381665502,0.07110113673616454,-0.012522102352034067
SYTL3,0.02024184226091231,-0.015874634493095226,-0.008509365464697405,0.006480656607587029,0.010720550203344278,-0.03177625059211117,0.0392945460232093,-0.019575527344458197,0.019911444693661663,-0.002927357655760877,0.05809358568776007,-0.014574601240398811,-0.009882237595128716,0.043244275748583375,0.017492183658138528,
IL1A,-0.024385902966617683,0.09695790758339101,-0.012577437931203004,0.008240653552041314,0.09119744135768393,-0.05880604543947434,-0.024094672724005388,-0.03240580671797657,0.12138284109481154,-0.1508706905004305,0.01124218115971642,-0.005179925959273778,-0.05284489665812671,0.030676380316350498,0.025122327527412218,0.0625061101303239
HLA-G,,-0.02768606587837619,,-0.027234695323298898,,,,,,-0.046192448016942764,0.09186543339752976,-0.04913129652572279,,,,
PGF,-0.08409948791422614,0.11645548950800344,-0.012169441689533147,-0.00923224317092815,0.10786473333357925,-0.01905354593908485,0.007871840291438142,0.011288156969946901,-0.085594289781161,-0.09325252925650548,-0.008609362079474882,0.0476815080269919,0.0022101813960443287,0.10931446034993521,0.04987916389958753,-0.056977272455246926
LGALS8,-0.02788842813119643,-0.024897767342964176,-0.006070534194016476,-0.0585665618706739,0.053767374315722406,0.0015568653181543333,0.06244296496885587,-0.0136305403393507,-0.04800441909259673,0.019547133243147576,-0.04497567473752498,0.02082600297200027,0.0343019865730663,0.028887975676625485,-0.05354412233464376,0.04790862295735176
DKK3,-0.005397564965093341,0.007044732039091141,-0.020470528335850238,-0.023485755341898104,-0.04005969292903937,0.002012713789398518,-0.02683133996488243,-0.05604337248365201,0.03670503777557495,0.03692238173576091,0.04768335312589228,0.005706725696346125,0.009751886137493856,0.07569592639842597,0.04812984780813812,-0.09558750034410166
COL16A1,-0.015671429942217707,0.05840553165093444,0.016256605940159763,0.0347422000404055,-0.035727466910633575,0.013240367467410382,0.03611036173335433,0.010080598793080226,-0.01882415999243651,0.023197607839922023,-0.04009762630207613,-0.0048370556153871855,0.011583547264379017,0.07719194471311887,0.029460718912010984,0.003034085600323032
TPH1,0.07494139797320855,0.013372799805554452,,0.06578782766194292,-0.01908868091558892,-0.021380147922924808,,,,-0.04427102255653739,-0.03558702959974336,0.0401317348699026,0.0011937452496231698,0.03148073262260329,0.07514300774475739,0.12023963829353428
TNC,0.0333208726313698,0.06645189933783824,0.04877761104477084,0.0690834985822879,0.10902914790427937,-0.07650131591968763,-0.0058436168750090715,0.06887269772051789,0.0933889935732366,0.13799114068478618,0.011570591520220507,0.03825385397337448,0.003549456395875148,0.019285916941471606,-0.0758468440613463,0.011477383056745762
TNFSF9,0.0006176316372977746,-0.036148664702849546,-0.0034047977694233885,-0.00437340139959766,-0.04309087922484096,0.049278225119219754,-0.013106184317315101,0.03404239607724628,,-0.04491943598979657,-0.03609850855999185,0.09113442318960097,0.04553267586104428,-0.013122477344195244,0.014858320610788484,-0.014349481459858199
C4A,,,-0.01626506895537518,-0.030570450690808843,,0.03781641455081723,,0.07464576043561656,,,-0.016352021544438305,,-0.044523951604886335,-0.03555153872282548,,
CNTN2,0.052128558251838694,-0.013804792110348603,0.014370447764063713,0.001738733818299801,0.004257039119461902,-0.04121266055229525,0.012337959111432218,3.0712948786314624e-05,0.10535513507834894,0.06684085420686026,0.05030141998530963,-0.033348494130266707,-0.009859326958486814,0.07651445916181665,0.004387320840203287,0.1520804576003459
F7,,-0.01983208499630147,,,-0.01605779738212754,,,,,,-0.020602603041403714,,,,-0.04063586015757838,
LUM,0.10465108991703283,0.13050569725810934,-0.023980372449248753,-0.021503622495262106,0.08737517680557493,-0.02286579840244675,-0.00264449182683372,0.03201053425284018,0.05739410982531523,0.040290465553519346,0.06437394451874583,0.009690401051659794,0.030113513464507597,0.008298886631721488,0.08392041597868631,
IZUMO1,0.026658840435229994,,,,,,,,,,,,,,,
BTC,,-0.017992430548598365,-0.012277709051116345,0.012959017882584158,,,-0.0376924842343484,-0.026999944246186465,,-0.024102389517323505,-0.014905258989262421,-0.029601770915926084,0.02036689422650484,0.0342399854442833,0.03598732011585054,
APOC1,0.034729694641155016,-0.02223477437812314,0.035134092086779846,0.05509274713249519,0.13608948167401094,-0.020360460244533297,0.03323653498577551,0.07263030284828574,0.03157067663447731,-0.08987989096281067,0.028055731540365617,-0.018971310256460396,-0.016993667062696335,0.021768378976283562,0.02126988985730199,0.1386236903445417
PKM,0.04558437151751583,-0.011910845568028877,0.0006648279789886952,0.021949715294588803,-0.0025367306188913484,-0.06896799312635883,-0.002081974795705693,-0.0299329895328481,-0.03027335408261346,0.0016610486600110027,-0.020968015957519372,0.011733711564956775,-0.00033037878274304105,-0.06481707629798164,-0.06739756025534716,0.015140020201610628
TNF,,-0.04627748793401691,0.05562015738242718,0.0007921934896361583,-0.0235668101709806,0.028147414691033074,0.011118257719377758,0.018207055917751028,-0.06246006989002231,-0.06573671718104804,-0.014467024966478914,0.05855833947453816,,0.05700767856647234,-0.03162655300708599,0.22486462523423453
GNAS,-0.02792319793885158,-0.07842440794471077,-0.03948424260622281,-0.0554878179114723,-0.09559013803969066,-0.023474815730172984,0.0012524621594147338,-0.08846176593481478,-0.014618106134153083,0.01644539389331432,0.027671334644883312,-0.011446571422354826,-0.05226793982920144,-0.05525988849080157,0.0645579975182886,-0.060766605350643696
BMP8B,0.009247726376835798,-0.029448272121946954,0.08176930883988073,-0.0027613044326367385,0.024365762149010175,-0.037027168896416364,-0.01839527571451756,0.04653577375917346,-0.09225946397697667,-0.09336237487202209,-0.023618245004392285,0.013108973533605283,0.03452773167519262,0.08336732953309858,0.05551256601321796,0.060753694593447496
LIPH,,0.047694934587599686,,0.009689276691799587,,0.002435542079460945,,,,,0.10499389154900578,0.014863466944502371,,-0.04132315289625806,-0.009255852670619125,
CCL28,,-0.028594702782050507,,,,-5.372087378009375e-05,-0.01760266498543962,-0.02751898935757411,,,,,-0.03113058474674499,-0.030829635241067358,0.02890560953156579,
PTPN11,0.006708797013494623,-0.03746699452091971,-0.02319734161007172,0.018099410814769696,0.06480018193867873,-0.0099148174218022,0.02406294018203363,0.016509093650125897,-0.008409097945660148,0.06840632212684038,-0.01936669684802207,0.0300374047081741,-0.031186470580389883,0.029190412583289103,-0.09507212136790034,0.04846097661200138
ADAM12,0.06268613678364983,0.10049319987545473,-0.019368553679641572,-0.03777491327414374,0.04874295392516289,-0.02221241575000177,0.05005131444473128,0.08693255817307537,0.007017697548105857,-0.06652561589438526,0.016765349123296146,-0.02531023377179278,0.09623801222392477,0.04515743321254199,0.03707694763649529,
EPO,,-0.014891601945284688,,0.026336808222091296,,-0.016006732135325497,,,,-0.029095387073285246,-0.01595119630134695,-0.0057478058865226625,,0.01749313447534407,,
EDN3,-0.02947296159165434,-0.02597907690367558,0.013984365164728589,-0.03695808499004093,-0.02845215104898112,-0.02480964536033024,0.015924404792271127,-0.03296893509102433,,,-0.0442880876147265,-0.009382798588789135,-0.03377973649755934,0.01849143490213766,0.04430788568249054,-0.05183337044695361
CCL22,,,-0.02056294550341491,,,-0.006224336567680019,,,,,-0.018053318605968652,-0.02145715076772879,-0.03190489166866699,0.04085494786723759,,
CCL2,0.03097477227708123,0.12032892977750945,0.05863818002359511,0.01753726417844396,0.05139154327304916,-0.01093206420306031,-0.014835628817034808,-0.009348620998071806,0.06513999720496849,-0.044587775664265826,-0.03954960359197655,0.022574321435832538,0.028981637645496824,-0.002633622735713477,-0.009063058044384892,0.19895395415845765
DSCAM,-0.013479999364216946,-0.014504021878919183,-0.007322180347463858,0.0289020661150685,-0.004657705115036116,-0.037291577923823434,0.055937279450386214,-0.013021068002048124,0.008397408330898404,0.0536517493192121,0.0356368602025966,-0.08743689688878348,-0.04870455093095981,-0.0071391023061022135,-0.016573090201267744,-0.09317898664667608
GPHA2,,0.08009198233106077,,,,,,,,,,,,,,
ANG,-0.028243042359987484,-0.0176874418835985,0.03675152460142697,0.028489935697139392,0.09283000481103328,-0.0342525697513096,0.03885295401451822,-0.012927356996264726,0.04490583952800414,0.08764793478281785,0.0422218555912793,0.04691285070839129,-0.055791688105689324,0.0007804382078167013,-0.025939083263461254,
FBLN2,-0.02763452751598489,0.008222459918701701,0.024691767833592032,0.02040588485897974,-0.04629673934552157,-0.011266420604598475,-0.04039368665181961,0.034785910107837645,0.040950650290661285,,0.01529805641461704,-0.048222851320042635,0.03413305769895753,0.015046817241223262,0.017285654746837523,-0.03228713426694927
VTN,,-0.010741575947455458,,-0.021238895643580256,0.08583832884091055,0.027550592180430346,-0.020942943970316475,,-0.023284806554965082,-0.038344224548803235,-0.018233308966104617,-0.01649916728895153,,-0.007373213612676603,0.009910545869088969,
VEGFA,0.019658581430403575,-0.09894694784377259,0.029298230876876764,0.008923068252693447,-5.0615471629337664e-05,-0.08450613540586928,0.013471904077569888,0.05002684606469388,0.024964478303411412,0.04563946319574421,-0.002359109869892058,0.037419607657431686,-0.06530715266599037,-0.11536957424972036,-0.09004994880387909,0.06431464049248015
F10,,,-0.02347130170351375,,0.08017346961429847,0.014213705006801804,0.009578668656122854,-0.030232108718281143,0.09590670986507854,-0.019084447994517216,,-0.028179070480404453,-0.021684767527814345,-0.009112594036030363,0.1590769217605319,
SERPINA1,0.06537488342447445,0.02788566216094213,-0.01614199004770424,0.00531482101187108,0.11912761890749941,-0.008500845004420355,-0.023787031928476726,0.048549911590720016,0.019903815031927955,-0.02357283371363226,0.0008336521231677158,-0.014604193303241631,-0.06509317801987581,0.021549078212306828,0.0037173931058909013,-0.014398863272411841
VWF,0.0044364925395161525,0.1170893609430942,0.00814647393162681,-0.003382067089152303,0.13166077128684875,0.004944599467819492,0.06011859478801404,0.03867092268884784,-0.002587411644828097,-0.013417678721915573,0.03177380753329721,0.025902089571043663,0.07644027393761718,0.06531377750096759,0.12155010282009959,0.09092078887333105
GDNF,,0.046553906372561835,,-0.0321149735664267,,,,,,-0.02922110769313006,-0.018096378289880706,-0.04256224839931089,,,,-0.044657133887696904
VASP,-0.005923025241110239,0.09864895930254355,-0.02589393520479649,0.018971842502741445,0.08158437671457906,-0.022940745580936093,-0.01252802416642415,0.034700102735142596,-0.06649013301512315,0.02199334447035083,-0.043592630785749036,-0.011796655461197441,0.039978240327961476,0.08423364359368415,0.021321562703029123,-0.031076072352485738
ADAM15,-0.07567529805469746,0.1094114209108426,-0.0033762928167202387,0.04260054455050482,0.041995438742638676,0.012438671375312712,0.056429211481778326,0.019200093869684482,0.014399279026858829,0.035936978022295306,-0.04052834781602333,-0.0056757905469237285,-0.038209631587077714,0.0277492381175319,-0.0584560426709765,0.10762925220069224
WNT2,,-0.03555991834027355,,,-0.04121791273365804,,-0.031035271565447935,-0.031167288370696284,,,-0.01978587548242384,0.062336089724572274,,0.08739206604994458,-0.03686862262191683,
CALCB,,,-0.00852517656415875,,-0.01775060002867627,,,-0.02086555231163538,,,0.20700919830339617,2.7742545299613897e-05,,,-0.006069711205172009,
OLFM2,0.06446434521243494,0.030994501963601328,-0.0006388352814661777,-0.013055708335657265,-0.03906730970051807,-0.03297736080194559,0.012458428947062615,0.018546682417953302,-0.07204451364661471,-0.021914849768427582,0.028353684315281392,-0.00454167869974765,-0.03236116485150428,0.03373008771644888,0.051844299494101236,0.0796138976112401
MFAP2,0.06117470325559495,0.12518555976419457,-0.006810236449524065,-0.01724312754214428,0.142704317738728,0.010389980444825454,0.004276135154677236,-0.024256575590074513,0.0061765149338822494,-0.041338074527788225,0.04005938525506432,-0.01774105294779667,0.06495807910927646,0.08938964055779157,0.07992209487131144,
HLA-C,-0.10797391354725294,0.02275038939598716,-0.025430187007261105,0.02946728719901053,0.1533451561887935,0.05418812112882513,-0.03341296397641006,0.024609862981051323,0.052999628918676975,0.03320153606432184,-0.017854782849662566,0.061379751826931,0.008344690673707656,0.0654598407111844,0.07995389554686333,-0.030843134752852424
THBS1,0.01965034828874757,0.052412062752946846,0.04829468404191274,0.0572794912576376,-0.04062253377438489,0.040410154273545745,0.05552714871540014,-0.053965271534519695,-0.007066270491428427,-0.03456675617795253,-0.04007923252341326,0.012093324898087515,-0.008421563033862638,-0.03830067189133239,0.013698553268501784,0.024007125007621685
HSPA4,-0.014115668057019913,-0.0032578749367757082,0.02374872662819118,-0.028720946132242707,0.029627977286686983,-0.008010378846937826,0.050102389256410536,0.05846995494261333,-0.0013898832846438614,0.09312997509192691,0.03552924174399105,0.04337031591971415,-0.04279776411577192,0.030170710847930774,-0.042127869974215526,-0.047258902725926075
LMAN1,0.0009709957745865945,0.026947323497699252,-0.020300803929955185,0.02358807016781311,0.06842144028503733,-0.06423999557931588,-0.01437426088634823,-0.02792801629669541,0.0047397114674986,0.030102730197179774,-0.08529695851350105,0.011730292389868734,0.0804981239194109,-0.016828207480933707,-0.05495484017047855,0.011387996165080919
LYPD3,,0.023196202544331225,-0.01895475640820674,0.024652704905156204,0.0012545233228750574,-0.02241071248862134,-0.03329852419282769,0.01782606092200085,-0.03780548457246201,-0.08245865416277966,0.06971882335949467,-0.015163514383616879,,0.1241356543801772,0.03170748771130388,
APOE,-0.10007450765606822,-0.00169208315173562,0.03997907667329344,-0.02436778773915162,0.02816913065068175,0.03734900259345001,-0.010875006357444292,0.08663200276326548,0.060157261481339534,0.07156697012477886,-0.062361446258924105,-0.012218665402113872,0.006679450949576047,0.013985389475201001,0.11971410043691662,0.12461868260503386
SOSTDC1,-0.02098643565337475,-0.038356255431032375,,,0.013686050604230194,-0.002480315236032989,0.044239814922336924,-0.025476187510880235,,,-0.003418418455209098,-0.044399178652114596,,0.033507571390658325,-0.015423328345651705,-0.03370015674720954
ANXA1,0.03915597600068148,0.08196036480799754,-0.02784213173230132,0.059240052463216945,0.09748218095459206,0.05395911728212713,0.039656974782977736,0.049899800423229876,0.12378950630524702,-0.04106882581276602,-0.0016356859363643214,-0.014470163601383628,-0.04191539117749844,-0.09632962444287095,0.003993235450156391,0.07503659865703012
WNT2B,-0.04679289752470683,-0.018430531767242932,-0.02669848138750109,-0.022538287350834994,0.036966622326513016,-0.00349167541910438,-0.02046096694907705,-0.008807021083445674,0.022807243056225723,-0.055569468782029896,-0.010103885203348817,0.04389982282806465,0.0590140470888685,0.017315425563890447,-0.03989043278884892,0.01616732435756152
AMH,,0.09923522524762401,3.467352812567647e-05,-0.00941542488794529,-0.03641733677660876,0.025150701058869872,-0.03899632481462678,,,-0.009744701655422584,-0.06438552049064729,-0.04424253611073022,0.03477185815065893,-0.01914952231201526,-0.025079123750868678,
GDF10,,0.03389578013065149,0.07180260141899401,,-0.0014397424920777344,-0.008976872112948718,0.021190137677866507,-0.062059091493297636,-0.04340660068890508,-0.014284594876542014,-0.024596838586717323,0.08180809907683884,0.06469013803277246,-0.018301174613284,-0.03136371079418445,-0.007511398666548385
EFNB3,-0.06025160137319641,-0.06111456390115657,-0.04406348874976043,-0.0870466740200399,-0.0007762479274623839,0.06863270984300188,0.05721272995799465,-0.007799268627643394,0.00891116957185767,0.07051673530638224,0.046331354303612224,0.03242794586619935,0.01871887402431397,0.07934847742438483,-0.04252867010771774,-0.02129723015338442
LTB,-0.007345361965405012,0.01173936712218198,-0.020558864098805908,-0.054952732812547166,-0.0290489423540018,-0.027850477169903465,-0.021935226125335924,-0.04558007830597168,-0.06413455305307494,0.021586986694794582,0.052052438295056694,-0.047754409992420664,0.01632095094766291,0.053513265136766595,-0.0022724055054931533,-0.039504234831006214
