,MGH258,UKF255,UKF259,UKF260,UKF296,ZH916bulk
CCL7,,,-0.01685020385618509,-0.010247004050044644,,-0.07130975863633553
NGF,,,0.024379856547407226,-0.026551736399474925,,0.03831379639926337
TNFSF15,,,-0.018763526126775697,-0.018417547964153347,,-0.05086413224821446
HMGB1,-0.012320799683642199,-0.05606937780161528,-0.027044652162312263,0.03574598384945159,-0.045536663569815596,0.028129913393789265
ITGB3BP,0.015991962722745195,0.0037721604334588345,0.035268919504884894,-0.04698366951466671,-0.024751139053604893,0.03209045696444702
AANAT,,,0.05179435738894756,-0.01659531219107107,-0.014597809731731765,-0.028062066516007775
RELN,-0.01630759471203579,0.014834822968847913,0.000614967648908936,0.0003701524123719404,-0.0017977268895912302,-0.006083796038815176
IL15,-0.034688181847806504,,-0.003959176371603466,0.0051166122674459755,-0.002509605413441118,0.050482734562325826
BSG,-0.007542570786125461,-0.026833221600824294,-0.01626249659239656,0.048043905001669746,-0.01859279677308307,0.026363380686159222
ADAMTS3,0.047509407291648174,,0.006882008465183878,-0.06053059251856773,0.07484747941430821,-0.0033413151131583612
CD34,-0.025835461018722975,0.006975113918430766,0.02309461486428672,0.013195375036491338,0.05976270482634363,0.05015835113017093
PLAT,0.05129133850897242,0.005588139034367903,0.04801303422780019,0.07876737002039921,-0.019164337923959565,0.029869411215647675
NTF3,,,,,-0.023564347280547918,
LTA,,,-0.02159646113860481,,,
CKLF,0.020807057868155864,0.0009030084991815586,0.04088112275810104,-0.07140018298458364,0.01916226551928798,0.04241576250022729
CD24,-0.03472158067762675,-0.02931357961044294,0.004021893661568771,-0.04862665087767565,-0.007956987513984302,-0.011377021539931066
HSP90AA1,0.02793522453056839,-0.02109935006531602,-0.039752373386897924,-0.029834453551922085,0.047016311750940544,-0.006239135861054629
BMP4,-0.020244084084183545,0.0429358923893932,-0.01192681308264624,-0.03220588408767142,0.02911048926867163,0.01741163848963078
SCGB3A1,,0.0858640813482688,,-0.0014010894715798853,-0.012313395285359616,0.0009288055591967539
IGFBP4,-0.023465097326233773,-0.00994575576492159,0.027303659272074097,0.0577835625005015,0.01579183994080305,0.08477669381237196
RSPO4,,,0.013953550591645589,-0.022809677800151338,0.01099609759340715,0.1087093866509472
LEFTY2,-0.019476285434884603,0.04499227205420885,0.018979167936745322,0.007562460594808997,-0.013501786551588003,-0.01188921938822212
PF4,,,-0.014701470895710974,,,0.01050945236202894
ANGPTL2,-0.014443202653061428,0.11055973830682683,-0.024390486579608725,0.018214424310538498,-0.014071907206976956,0.008258386798185403
LRIG2,-0.044132510256594905,0.0016507804989619244,-0.0007557220286082483,-0.025929955996289538,0.007074021470394809,0.03551910060547235
ICOSLG,0.021041760692934505,-0.018835685111365023,0.03177031047756722,0.05848183789634838,-0.023368521406581237,0.016523683791710275
WIF1,,-0.024347711149869725,,-0.029258921007271316,-0.02317125710756471,-0.0005794644025971799
NPPC,0.04831090373193066,-0.01347449614007633,0.06562315087653083,0.01179555371923343,-0.017112603594200106,0.0559300165555534
LYZ,0.05348878793385154,0.09008678910166981,0.06125163035104908,0.049188584628851645,-0.027519032436887785,-0.038638073513535244
EREG,,0.0428083572885815,,-0.03209862870551378,,-0.0006356641101711777
SPTAN1,0.05396287898802811,0.02701152414077159,0.053522134918482525,0.04725915435188716,0.0563495153871015,-0.031952541700857665
LIPC,-0.02518448154298258,,0.04170159458397836,-0.022083522368735873,,-0.019445413106879098
COL8A1,0.041287744497562666,-0.028427508492211945,0.004550688979895118,0.07737073034304681,-0.02687033433116479,-0.04947927194811507
GSTM2,-0.02430113069881783,-0.037887230977244606,0.004888327125623699,-0.03560741967779433,0.033616878596214844,0.07401931771180073
SPX,0.03632867336904369,,-0.04329154722284833,-0.019503341125380092,0.0413581839811301,0.004450968866721018
MFGE8,-0.020483928790093777,0.008424198777514,-0.04469011310784797,0.006369611862156558,0.021992571003291283,0.042534164149285236
TGFA,-0.05488245484639877,0.017713827561477737,0.02901704148277056,-0.048658679822903964,-0.024874165548896446,0.02197017701882434
SLIT2,-0.020244080844826505,-0.018089565782964428,0.0005331222755408853,0.06423218913263534,0.03896196624380305,0.00739561228205973
PLTP,-0.0790508103645351,0.09472834784080074,0.014807007809292397,0.03039021309006676,0.025554623307640197,0.02560398882038012
APOD,0.049501363251389395,-0.022290820016121118,-0.020300619168890123,-0.042970447832787376,0.004628840171795011,0.008984811065538681
B2M,-0.029382309871523276,0.12779264769530949,0.0022624413472880113,0.056670282913700465,0.023291355066753776,-0.010929035465786545
OMG,-0.025934890466181852,-0.038935949333934704,-0.028015720069436614,-0.008938021071092915,0.05834265195413969,-0.04836301321613176
CXCL3,0.10199434325399122,-0.030976798343879626,-0.026741640102229892,-0.04207354380327566,-0.01317272826381305,-0.029136022068594586
CXCL10,0.020153775850142323,,-0.032396836155126195,-0.001418378998969424,0.03707028752950138,-0.05483283752565714
RSPO3,,-0.02276899786559756,-0.01707289032426392,0.028285059798602307,-0.012578662336923941,0.021796347572988702
CORT,-0.019670779987698374,-0.012584783812511567,-0.007710951794482254,-0.012502215403365557,0.06478426804588326,
NCAN,-0.038795584293937146,0.03162311242838001,0.06332546830402248,-0.022904398543386634,-0.024271666063955182,-0.009476087760432583
PRG4,,0.014650352240837135,-0.016850206482039227,0.14458097768602626,,0.04005282740378087
ZG16B,,,0.040178638769094256,,,0.01862706742808497
TGM2,-0.04491932384205954,0.030975960385703084,-0.01715976018444366,0.04311491033737175,0.03192204431016869,0.06010090749646228
VEGFC,-0.01967078125423774,0.08943861170695758,0.020470069380504417,0.03836800049136761,0.03926932874693622,-0.056181936274115524
WNT6,,-0.010776565505688259,0.028362555308498277,-0.02178701822561015,,0.06204338253563679
NRG4,,-0.017066587857631925,-0.020507472116049322,-0.022521717407024324,-0.04802913898883486,0.017384408368133212
PMCH,,,-0.028415100526996678,,,0.09590548454326686
COL9A1,0.0376502417550297,0.07392161538820904,-0.021418557872461386,0.007841026804156907,-0.015152175308107122,0.07488317339634787
GDF11,0.009925930712528059,-0.01816411201400954,0.009784958884493409,-0.02268352977154799,-0.00010567261657924114,-0.011780172499220835
IL24,,,,,,-0.041080971067389144
SORBS1,-0.0462029035163761,0.023100218031449946,-0.04532565300317904,0.06103545534756879,0.018254326703964204,0.01799390254197776
DLL1,0.017921796778045358,-0.05055023478758535,-0.0014700041813598505,-0.031630419873535556,0.0004931197425491371,0.046156378912528925
TLN1,-0.017466568127145515,0.04630452841315717,0.054321060517343804,-0.01022577498547676,0.00880020039986506,0.0060983999566713515
COL2A1,-0.018475893032150806,,,-0.0141222583594017,,0.012872929466632516
SHH,,,-0.017510131103951394,0.004154097873994026,0.006061506181342565,0.07064807432799902
PON2,-0.00405684468435893,0.01696022242443205,0.03543553988922059,-0.022625009093766833,0.01636212522467703,0.021179851866450442
ICAM5,,0.01882810341459547,0.015637575316512997,0.06533000703114378,-0.009706081698792321,-0.023775347859324152
HPX,-0.02098643635221289,0.06675027149207133,-0.04260453109812109,-0.0013135056154400273,-0.012313394030038621,0.03468195164099455
SFRP2,,,-0.019942141756938883,,0.00851209656626189,-0.03962258207568242
CFC1,,,,,,-0.01612741098679287
CD70,,,-0.0338959668907174,,,0.006327635556088292
HP,0.048400041658850666,0.03769599164263215,-0.008641696532806581,0.058185590948932824,0.017917836806464967,-0.0036453994418180306
CXCL2,-0.05659980765223582,0.008030831676000452,0.0012956850977323328,-0.03301263217129402,0.048502687518283065,-0.040243400485681535
NPPB,,0.0009729407042878407,-0.022161153033913868,,,
CCK,-0.005008308782023651,0.025132971562705192,0.007910906683742938,-0.02444663012784672,-0.00294492508280926,-0.05904782164514674
SEMA6A,-0.05077842636322339,-0.0027190883271226546,0.042166628521108473,-0.019635626002944988,0.031007146125676326,0.0397714700962431
IRAK4,-0.012827890957423243,0.006185486301822067,-0.03410597385720557,0.015256544255439505,-0.01497377687180505,0.057326772371423015
GSTP1,-0.00041155507010779,-0.04216733830524106,0.01117393226803151,-0.010542598793202433,-0.0313646734787152,0.09021794182688883
VCAM1,0.03476936205842672,-0.03707973330253315,0.008035489015168092,0.11776318077716409,0.008651125650581706,-0.060219093501259306
NXPH3,0.03251984357406055,0.15178066517838099,-0.004770445468226708,0.008127276752048815,-0.00866117964660624,0.08178079413337919
MTMR4,-0.06574230004029667,0.06133031281963804,0.021558225342521303,-0.023714023681861946,0.02610069592231029,0.08057576967635743
LAMC2,,,-0.008440845031428381,,,-0.0054593851313412935
IL10,-0.020431952130344457,0.01899849573837063,-0.043970474170219924,-0.006868244450395154,,0.014156426316285225
SEMA4D,-0.036919111538895925,0.025395097874253775,-0.005845055458996933,-0.018583008039999408,-0.06057913044519757,0.0036995999321331537
TRH,-0.01806155190706822,0.09716850317017235,0.009305125838994939,0.011873220783893886,,0.03073422939552588
SEMA6D,0.025090746811623193,-0.05795501546271473,0.027489075272682656,0.024911659302948568,0.049686804272755396,0.1270968390309033
CEL,,-0.01929743855968597,,-0.027418069137808837,,0.053542951915259054
PDCD1LG2,-0.0507823739230329,0.15632183921723256,0.04147823522266056,0.018758229115166707,0.009614513462073447,-0.03571028219943794
SPINT1,0.028191906814056488,0.15773022333188194,0.05588137652377344,0.02253655110856703,-0.02012279485631167,0.01345909037120834
CTHRC1,-0.04834471872373399,-0.020661088781100557,-0.03719213344356644,0.010196480302087915,0.014840225780330854,0.047660304014147205
PODXL,-0.03081186303541047,0.05187878442708824,0.018823212146015768,0.0720536041818068,-0.000541331125567107,0.09141686329370405
JAM3,-0.03858131801456243,-0.02871626603344969,0.006039208995214739,0.019507916625836202,0.020752685612155132,0.01963565481588595
TGFB2,-0.019998265013855477,0.09048426050594133,-0.009354836886078471,0.04421472652514168,0.04537515883754815,0.09175253170294934
COL18A1,0.026552516202499526,0.036801381511684036,0.0031751198819499776,0.050269826177337495,-0.013974526984429279,0.06870229143860085
NODAL,0.03762694508169218,,-0.00022088362312046132,-0.03347175081806851,,-0.007057304409741677
INHBB,-0.017506285819326683,0.12107450877161423,-0.022410020655635344,0.02665439664282652,-0.047443491446620724,0.046838804103424954
LCN1,,,,,,0.0579727565793149
ARF4,-0.07507081119577425,0.026234954352059928,0.0405085666521818,0.004335738982349259,0.015621131430272233,0.02020118305846083
CXCL14,0.06360613951117514,-0.043115901602601855,-8.336082766545585e-06,-0.004508871865727403,0.013536734188566416,-0.08071100105468881
LIF,0.05128816407721917,0.026276689552188783,-0.027287750516336768,0.028849298949828538,-0.014597809731731765,0.04563795003865768
IL17B,,-0.017585013226172775,,,,0.00883768564557902
MMP1,,-0.01647545320651144,,-0.013897369893104762,,-0.0220047769884439
MATN1,,-0.028092010098858443,,,,0.05435165487963724
ADAM28,-0.0005124049530313997,-0.010114882217537991,-0.04600499265173046,-0.018938905724378015,-0.012271829989155887,0.02005876615892932
TCN2,0.022232796473300773,0.11451395492150754,-0.009506168643077274,0.06291943681129014,0.01215177985154347,-0.03016862426558222
THPO,,,-0.02685955485905204,,-0.01519040727306553,-0.025088030639289327
CUBN,-0.022702436396105877,-0.027582373887988988,-0.003439270795109813,0.05648742968496408,0.024597173384034512,0.027508124767524077
TIMP3,-0.040944529204161646,0.07565194122717568,-0.030430269902848885,-0.042901821254045944,0.01176099945433983,0.07567409044666942
PIGF,0.031316494341058876,0.03973870307332119,-0.05353244464800147,0.017211367935710015,0.017248916474576798,-0.013472896845944347
CRH,,,-0.01975031966208581,-0.014122260950609032,-0.016510666487212906,0.01768056255618054
BDNF,,-0.03457558422580094,-0.05296920531796932,0.10719600676735083,-0.001321146400119398,0.02336167405429939
CCL5,0.0029629147140047287,,0.045578237962774715,-0.010537830047967255,-0.03795854441457389,0.03660828428619415
GAD1,-0.027996535850978964,0.032001412228549506,-0.03875420334442509,0.018709332717156343,0.01208244653481107,0.08742544084529223
COL14A1,-0.006008743925938762,0.07790990587200593,0.025466354169047408,0.007365258876250916,-0.019897307720516316,0.017285244300520017
HLA-A,-0.029717026011673902,0.09392927148116909,-0.06777030027989053,0.022344668087897472,0.03781857732115217,0.08445913488472846
CD5L,-0.019436459417222336,,,,,
FGF18,,-0.017584993588784122,-0.01569148127409407,-0.019268556327284397,,0.06739122916723053
ADM,0.03818955895962694,0.04835516822225066,-0.06117030541219565,0.01765016497766112,-0.00396128670533951,0.030228152011349985
CCL15,,,,,-0.000627581260696495,
GNAI2,-0.0230008198497242,0.0498566311456299,0.06554186864327731,0.0024162964906608983,0.02810576215156862,0.0017078071174833577
HDC,,,,,-0.018492367030568856,0.05178492049011677
COL11A1,-0.022747217382040934,-0.01796496725976425,-0.027431514392674387,-0.027643049034672552,0.04152833623163622,0.07194152825379682
NUCB2,-0.020474917248920425,0.05130634381364232,0.008121904609176446,0.000913238023510492,0.00013920274742535376,-0.023482887669666566
FGF16,,,,,,-0.02519909000518315
CXCL1,,-0.017327603644839533,-0.05194657144650441,-0.044290587233651764,-0.01382336130619722,-0.01664840313588159
VCAN,-0.007943852944789264,-0.0016514524037976105,0.05803490813801614,-0.02250412549003216,0.04225622573176838,-0.02722977206876929
MMP7,,,-0.03119573215211837,,-0.026703739399427922,-0.10205730910589436
PTPN6,0.02231362876803751,0.017715345566836144,0.006647215423652452,-0.015634709127253288,0.0009743754302146282,0.04378781721040851
PTGS2,-0.00146421041785192,0.059346741523450555,-0.04228472911928899,-0.044282544118687865,0.050740114813482215,0.024538718376241088
XCL1,-0.017638272595775707,,-0.01707289319766593,0.03448050191076854,,0.12630640286292066
CD58,0.007113322966359689,0.009095754140793635,-0.001817826430269377,0.04741945211385081,0.055961759863075056,-0.03638697502633191
TNFSF14,-0.011973214241334258,-0.02425690522232553,0.017467509532068905,0.04747716313323781,0.028358825571635646,0.036458847590100575
CNTN4,,-0.020215855846382393,0.02758697796554243,-0.02434776398666351,-0.011316875076423864,-0.022751167493409948
NTF4,,,0.0901313182279562,,,
INSL3,,,-0.0156914781963016,,,
BTLA,,,0.04627702069399103,-0.01540584852068904,-0.017242243221777837,
MFNG,0.05787034628433803,0.05662337628404329,0.025377502694229684,-0.021656042188063593,-0.01580601207222325,-0.10803321646643758
ICAM1,-0.0005417137340581424,0.06770797948382526,-0.02945385024885324,0.04865288484099492,0.06463661539569716,0.025403411553367637
PROS1,-0.007600476782053334,-0.007673283671455083,-0.026629476825535348,0.05743625065699916,0.01853237053092745,-0.023645509950972695
CLCF1,0.0394823239011935,0.015414952261102679,-0.010126952366599148,0.06539132850529512,-0.021282328159624386,0.018303105854489403
PSAP,0.008289520406189046,0.03934847810057288,-0.003146537835926955,0.0018881377393007725,-0.05564993535355571,-0.023514599335631447
EFEMP1,-0.0009864117204776172,0.0960760517774157,0.010306718173812226,0.07214560742441306,0.01766320233854667,0.01481572742256672
C1QTNF1,0.03227502350564503,-0.01501517703204215,0.021507957482178694,0.030864173935612,0.030272188896984027,0.04899056211833866
ALB,-0.008410911548147425,,-0.017118736635352228,0.006690442552250039,0.003474889454180063,0.006961982813898886
EFNA3,0.05153190902097355,0.015231683782482906,-0.02720706735680427,-0.004646352837371727,-0.018067294337057817,-0.036007114500409845
DRAXIN,-0.030893419461561305,0.08325284776583756,-0.011273308494815835,0.03728364629952061,-0.012313395285359616,0.04877909570339792
RAET1L,,,,,-0.014748062000137294,
NPTX2,-0.046153446749411665,0.052795020411085976,-0.06374455389004553,-0.008772004120888261,0.016483802339165854,0.029074314055925126
FGF11,0.005019684438736255,-0.04918694925556946,0.044124804836982626,0.03057277138326091,-0.027909502127294702,0.03647210978146156
CD59,0.01315986052500768,0.11617232816364564,0.03620268512747842,0.033208968655101104,0.010676032536016076,0.09828299278690208
COL9A2,-0.0011728954664695077,-0.00887095456202335,0.03078408779906182,-0.018813436680978637,0.011008110495418598,0.0724905932401883
DLL3,0.028309236747374504,-0.03997493468926684,0.018730254393480132,-0.016094768750765473,-0.03778067762198712,0.01460802296399778
FGF5,,,,,,0.0994884733524174
LIN7C,-0.03297804779281585,-0.0254209860085235,0.06761991702795771,0.03420780020474353,0.0018925919185912021,-0.052909693475229364
GDF7,-0.01826980421644959,,-0.027998178241561943,,-0.013501786026908555,0.011785117731408687
PSPN,-0.047273241876883546,0.005253778775803064,-0.002347486123349389,0.012721728255530782,0.019810950018120724,0.007679948616099315
ANGPT1,-0.06263759253066561,0.1050261232027985,-0.0016713227095389767,0.04662616921089545,-0.028911059810570426,-0.03314942866794656
PNOC,0.04668483065809363,-0.035441436056531335,-0.007906574715504846,0.017662400911892053,-0.0308876651516852,0.04965857013156116
L1CAM,-0.027434927287048223,-0.005423308298457357,-0.05489454878015288,-0.009116327680562043,0.00950736893142576,0.0015715676058324624
APOA1,-0.038479691171610785,-0.04150660988189435,0.09511444423511389,0.04726700773005595,0.031578257098425815,0.023225320192930676
PSEN1,-0.013012756560720455,0.02581294843951337,0.015931649677423672,-0.029210543818359753,0.05476470707029697,-0.050288435628782914
CALM2,0.022744216127954384,0.058682610079464806,0.029764252377462365,-0.020024728969299792,0.00822772140465029,-0.027849477075843853
CLEC2B,0.0014536098687806395,0.022495114445144522,0.03552113215787432,0.011373376252069911,-0.025907370174844638,0.043740561275703325
NTNG1,0.03863743654316561,,0.002951661048064955,-0.027090584023881,0.01825464876658002,0.05139861826218767
LRIG1,0.06453804789256719,0.03744476315672149,0.01798477206093524,-0.002045833828344087,0.05148365235878148,0.02616998395913456
CPAMD8,-0.016075859785445748,,-0.018560218782500776,-0.018762217614277314,-0.024990689519146736,-0.02771921854735672
GHRL,0.030235293617746968,,0.034143366474358325,0.059955101816873545,-0.012313395285359616,-0.024434779569184727
NPY,-0.023583913716374638,-0.016260055284248058,-0.04347596296790676,-0.014608251624003766,-0.006451485841655728,0.021126685722246404
MMP2,-0.011318437264144415,0.013074223695299252,0.00010018969952007624,0.0010571198121762698,-0.010599496171975389,0.08746596244924937
LHB,,,-0.01616454888696799,,,
PPY,,,0.025974553112737036,,,0.09280408707215607
ALKAL2,-0.024073732313027476,,-0.015929703204008404,,0.020097381350201816,0.009274628374347406
CSF1,0.004426940539402029,0.0328506068086867,0.007609122906083249,0.022603018646616402,0.04456200490428913,-0.02624019946203473
SEMA4C,-0.044843596271547,0.009030807464146664,0.016863129039789686,-0.006099876483489048,-0.0003318462018031919,0.04037544365907451
ICAM2,-0.01215861398054005,0.025937126870510408,-0.02507590812813034,0.002400472089210981,0.033425325558691876,0.01563523161143417
SYTL3,0.005001397386856302,0.07799793036102179,0.026946604970917942,0.0034782635783186695,0.026805121843155606,0.007199731269047131
IL1A,-0.01867989070402591,0.06339442482367096,0.014907187453677858,-0.03540568917887063,-0.0347097590504234,0.02597784419340647
HLA-G,,,-0.00026261601566330146,,,
PGF,-0.03607077761393971,-0.03615992265590353,0.01484603175086003,0.10822650993309339,-0.022264781401953218,0.025665898080502344
LGALS8,-0.060763903720126466,-0.04031143280154815,-0.03163407805586236,0.07127169717635064,0.03531463661455608,-0.0009523037312390829
DKK3,0.024627271839485522,0.02935313827752315,-0.018759389888215093,-0.04028094604138521,-0.015307536984779106,-0.0023899179493687074
COL16A1,0.061256898793715334,0.004329580764661431,0.015178388768374743,-0.04686870341384095,0.022162837632276767,0.02572087514729427
TPH1,-0.02994848578411375,0.06419091199959868,0.05553627077032982,0.041448864607190494,,0.049004086601994
TNC,-0.022421271376263974,0.04621622106941894,-0.03158819147259421,0.09114964671355832,0.051954925557026826,-0.033564197397047205
TNFSF9,-0.016075852155581136,-0.026890321535549294,-0.01780206661968343,-0.013131097381225759,-0.020567088756709245,-0.060392914910049826
C4A,,,-0.004308350290353843,,,
CNTN2,0.0036912585422073565,-0.022074904293117113,0.040611136718036414,-0.042237765292586084,0.011302927054910927,-0.03593945142142442
F7,,,,,,-0.03426252055871474
LUM,0.03354315380067214,0.08325056802195738,0.03357818578688201,0.0414011392438489,-0.031556986164977395,0.007989134417946646
IZUMO1,-0.015360985996781843,,,,,
BTC,,,-0.030778590740246522,0.04770292648513046,0.024262515784720343,0.03824862547965516
APOC1,0.03559179321251664,0.018001021204656596,-0.020264371729624135,-0.042333199738108354,-0.0075483308766376165,-0.007310175224862166
PKM,0.047318533615286644,-0.028774087426982405,-0.013238881291730353,-0.010062251436494864,0.004499550891083388,-0.034428468022740355
TNF,,,-0.04230751972101018,-0.03978973291022488,0.05997379613419106,0.00995738598167032
GNAS,-0.025901721704150584,-0.03308369489779489,0.026324609022551525,-0.04609458972013278,-0.0025392643405256856,0.02124879925447134
BMP8B,-0.037235552994697295,-0.015039144161427116,-0.024751295142861358,0.04048563004541426,0.011571236660582393,0.04802276233569978
LIPH,,-0.01732760182309837,0.035846214409555564,,,0.04420010743526497
CCL28,,,,,-0.014137974840456702,0.03749079216470367
PTPN11,0.01690020863186034,-0.03747215806304874,0.013481559195456568,0.017088405448405525,0.037128169117724215,-0.04438133081706596
ADAM12,0.0876085386038551,-0.03397688886850088,-0.04075353925569944,0.024558891565559512,0.028698720047615523,0.05589318586192882
EPO,,,-0.024751295835923684,-0.019762964639259136,,
EDN3,0.06230657349703466,-0.02043957094504825,0.039917923568827916,0.01566729798139865,-0.006716784908237485,0.031633385661905614
CCL2,0.058825450273127015,0.08761420534472755,-0.039365606484877275,0.0854852087404155,0.04980162041191438,0.032374517440095875
DSCAM,-0.027680024742966186,-0.03184942471040404,-0.0062659598395776095,-0.043706551491299456,0.019506668954110806,0.013425809456442138
ANG,-0.056779257782924385,0.0034559853417167503,-0.010594926238329774,-0.03880755658172941,-0.03698830569021562,-0.011410058017209082
FBLN2,-0.02116837561285485,-0.0009490936637827159,-0.021170641672723357,0.01451674754679084,0.01633158443869074,0.10528642603537491
VTN,,-0.020215859233132235,-0.022157607822607058,-0.0199252731713825,0.042583817243711186,-0.04322642521171571
VEGFA,0.028736610825420218,-0.02778922995175483,-0.05093671052771241,-0.001093909732928555,-0.013975675865288681,-0.0027761609841848514
F10,,,,-0.018590617051429517,0.013897044624994324,0.023673817897534737
SERPINA1,0.04033721556365264,0.10017668525254934,-0.024845104974910374,0.02622595594787787,-0.012807975219249942,-0.019475079547029622
VWF,-0.032343617682730356,0.050494958325877484,-0.0008370961453880309,0.03254584081799735,-0.017261133842965216,0.01885257710046487
GDNF,,0.036802839154092465,0.037724068220715515,,,
VASP,0.009051557380889285,0.03969393548800838,-0.02395611313200258,-0.004232781245207042,-0.017922161918015718,0.08325000995628183
ADAM15,0.051626425140958714,-0.021778189285066106,-0.008873055457471963,0.04163130468664091,0.05557570714591503,0.04880386697242663
WNT2,,0.031101777701858593,,-0.01601099775524232,0.07272939217609033,0.013827282363553888
CALCB,,-0.030847421474574397,,-0.024067675067101897,,0.008885145026047583
OLFM2,0.013984715310475175,0.050003409641916366,0.042800473820047924,0.010449472756140207,0.058814095347322556,-0.013025616312831728
MFAP2,0.002517075519383492,,-0.04707296908185188,-0.008339678095770558,0.02895654398689021,0.059557710050976466
HLA-C,-0.036834752720005054,0.06318455704809815,-0.0354662262002355,-0.04164772188956485,0.0005772610737080949,0.024161554884234826
THBS1,-0.034894059058906704,0.043426194805270074,-0.033597736467809336,0.02310681302955048,-0.021923651832307014,0.01763228043505302
HSPA4,-0.06788448403966606,0.050148149338235914,-0.018549173712873502,0.04635929071225778,0.014181116866986337,-0.022234396737065856
LMAN1,-0.06778307472145043,0.004762072159640231,-0.0524472899579433,-0.02648663319172451,-0.030248356355003083,-0.06013665553081217
LYPD3,,-0.02376019068811531,-0.018147122906628475,0.05276560410497926,-0.01873317653145035,0.0003753714072219864
APOE,0.02131565827361439,0.07370184762890838,0.01023517705132701,0.005635109089891102,-0.018186854958975856,-0.04297755177217548
SOSTDC1,-0.016075858450218656,,,-0.010476817049924612,-0.02891006274664171,0.025474123716807313
ANXA1,0.05591653882533662,0.07979678213013569,0.029111988036931435,0.09044163639939341,0.05816974342647426,0.04030302574370609
WNT2B,0.007420305194234545,0.021164854734640214,0.008397925149012875,-0.028617277808602886,-0.026615892415756563,0.09651122587669983
AMH,,-0.023738392106070195,-0.02521620497501801,-0.024742240953472782,0.02111864982709904,0.0830082772889879
GDF10,,,,-0.02741806355633321,-0.014469511383070822,-0.018618909326559567
