,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.003240843951452071,,,,,,,,,,-0.01838231550035417,,0.026887298708528493,,
BMP1,0.026817836397046366,0.10482581858999628,0.12719099002583437,0.01402627883561783,0.10332182529883908,0.08746336638055402,0.06994037639059478,0.16165810013825144,-0.0025006514898586246,-0.003945851638001163,-0.02980177493142525,0.14419737338272096,0.001963630192853678,-0.033851639896456794,0.10288453023036881,-0.00026336052738382023,0.05106550106845752,0.09560012709356566,0.06277489958573773,0.19006365311656964,0.020556634294951956,0.0036278571553469904
NDP,0.029456844288665088,0.08940269843728094,0.040666724967014456,-0.03391505741793384,0.04951259835023533,0.016896322098678494,-0.016610698154355803,0.048527411932605125,0.04546983313649659,0.01594573451507392,-0.05619787721605046,0.22198478003379968,-0.01263935937346146,-0.09560468142815737,0.028004536601130253,0.013605971257460178,0.08598936944095611,0.05298490457413091,0.033018354484834755,0.02929190285680973,0.06745209322202889,0.0027100209032481747
TNFSF18,0.11331213945920851,-0.01868162482546723,0.0471655210733267,0.014991745707464121,,,0.07806361707948421,0.11335770185474314,0.08933189872075181,,,,,0.04243360385140775,,,,0.09220153885910096,,0.07076413876204558,-0.02271227352487832,
IL36G,,,,,,,,,,,,,-0.03503255421304854,,,,,,,,,
RTN4,-0.00601950727398909,0.03129457726310714,-0.013607141507637198,-0.041776797142293993,0.022727816994692868,-2.4460697081825605e-05,0.015330564631909075,-0.14907558501426196,0.0384931350111269,0.040215076791721996,0.1855186821416517,0.020045568326764844,0.15140297365225455,-0.006062614078443434,0.01255173427623849,-0.10726556253186051,0.0004652709040465765,-0.16424486078319597,-0.03436238404882152,-0.10567401231951282,-0.027368828691306052,-0.00446176203820123
HEBP1,0.024339046904865397,0.02400790822081625,-0.003336608373333846,0.015495230178638459,-0.022422113410784605,0.018391765032086303,0.01549421297019577,0.09514546501301077,0.05111271610881223,-0.04913495588354308,-0.028424747488216325,-0.0334087887390363,-0.005418457912433268,0.00928891464366402,-0.002191161253622416,0.06964501021305147,0.08632860421640724,0.06894713381270796,-0.020833987441484784,0.06309039876735437,-0.04666041284114781,-0.01975628774310607
WNT7B,-0.03519210617776978,0.012587956559330274,0.047787482858909734,0.03914464240688378,-0.036837063633142236,0.037248247961544814,0.05679833237415935,-0.022436188235405885,-0.03451222980920096,0.012817718089310743,,-0.008095732578496084,-0.02918221517920243,,0.06540200467739617,0.057506552690417254,0.012632928347696694,0.052094612228040744,-0.03480048227571412,-0.0032696893981757126,-0.04191319588083239,0.09034394533641749
PTMA,-0.019463881432355792,-0.09438297738940862,0.06023571425568907,-0.007880344320484789,0.023770591638040076,-0.043912981693889214,-0.016395767497376857,-0.04606786397152287,-0.02620892347163811,-0.02018589938210173,-0.105848194602998,0.14114084530691348,-0.12479522690890141,-0.015497591599402697,0.010764328025937523,0.0008047760403130707,-0.051977145668586376,-0.07611272044871824,-0.0541352454076966,0.09898068371730444,0.010501580407920692,-0.12773812545472354
FASLG,0.0204596271906438,,,,,,,,,,,,,,,,,,,-0.003708902630429229,,
