,UKF243,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,-0.012362144874837586,-0.00946382307995718,-0.002106175460641466,0.027039959065877417,-0.03161388916302738,0.06929227336655522,0.07318595481466883,0.01040042533489082,0.03092033301389348
NDP,0.022416577217487098,0.016036229503999282,0.01572577678462662,-0.0016695408630511763,-0.04760819170078759,-0.056905251438297236,-0.03416329514355451,0.02802911949589988,-0.005064534831460715
TNFSF18,0.021593244634080997,,,,0.026278876962843253,,,,
IL36G,,,,-0.01314381177932053,,,,,
RTN4,0.0786665948695514,0.027701268941778226,0.07211461477366696,-0.09913792683032371,-0.049383471343855616,-0.07990368990680398,0.01591486601473732,-0.051625153785548376,0.04279892368686014
HEBP1,-0.03998223212801858,-0.03268117048072171,0.002645406009944199,-0.0069565829694592605,-0.05760541664748899,0.06892340921353643,0.01274398845198084,0.029209192408538295,-0.06121940613231058
WNT7B,0.15555596960017068,0.09043718846603523,,-0.014446563856737283,-0.029779732739552735,0.054694789268794,-0.011980998136008746,0.07375934339581935,-0.024159454376356193
PTMA,-0.0324531930584587,-0.06921536640006505,0.017421991482758463,0.03194619571100971,-0.05653586984574158,-0.08083573768835235,-0.05890081954112737,0.012394703899336359,0.05288517074266774
CEACAM1,,,,,,0.05768939339744028,0.026561860034693997,-0.026370147515489276,-0.016034981237455025
PDAP1,-0.028057559704747072,0.017512254410091188,0.014444070881207735,0.03082126350042105,0.17564371055562478,-0.1410110063629095,0.014363475701595877,-0.04569870821535174,0.02104187908468555
QDPR,0.055741217569752505,-0.007739094641823125,0.045799009438475737,0.02772046870085219,0.003370957377255331,-0.05316062940753151,0.05840107308316523,0.03274631015332629,-0.02365735416706503
POMC,0.03600513441592706,-0.009832700677331548,-0.01731275213201642,-0.028160757614322532,0.04003837845615101,-0.01955050605050414,0.03297298190405278,-0.010482216289244946,-0.02623112285903961
CCL18,-0.033910216106048496,,-0.008826947156131724,,,-0.02132486726493372,-0.014362284123188624,-0.03884454129127311,-0.008405730003029696
CCL17,,-0.013920453093406804,,-0.012007245213099201,,,-0.02147175363494486,0.007537793850475647,
VEGFD,0.13093500845981568,-0.010210820689976901,-0.022142138690487156,-0.012868536599327962,,-0.030079305476985396,,-0.011046853068505296,
TNFSF13,,,,,,,0.05360673647842263,0.01956335427474491,0.002245523145156276
WNT5A,0.009210175092840127,-0.028441748913492215,0.0277584408581578,0.01783068565615552,0.012712332921974658,-0.02622649013000905,-0.0023372505386333913,0.05431968216322529,0.016601151158693653
CXCL8,-0.022933487807966533,-0.009508760207750369,0.01694074413165615,0.008036448768590202,,-0.003729271277303017,-0.08890703398083798,-0.1099517316937243,-0.00021615496016948627
GRN,-0.021282746636711578,-0.0707995438886246,0.014695932880303885,-0.01326012768077665,0.00765235666257178,0.03813781296477835,0.05856878805820227,-0.026729959097773672,-0.026941290481258148
MIA,0.10532745917384576,-0.011612658156034177,,-0.017624050606416,0.002291900120152439,0.012704826731396045,0.10416480533080982,0.1643965132434374,0.0608762145137023
COL4A4,-0.006657105216516919,0.041035221829301485,,-0.017095982924611307,,,0.03744349071499271,0.04084582683227238,0.04907045777126657
TAC1,-0.012844275603138696,0.024704784644636123,-0.003027513019362317,-0.030297659628260924,,,,,0.025753280827523716
RARRES2,0.007075189539798168,-0.02860704047342322,0.03594748644170253,0.05799489418190434,0.08727728520440632,0.04256949135478794,-0.05318280519924753,-0.02629527812571262,0.0243466304975871
FGF7,0.007667839325869202,0.002663162338045784,-0.026487238980324377,0.04169871567454204,-0.014702170155720845,-0.07279549670402985,-0.0006980763971405477,0.06634033544902375,0.062480155627352124
EFNA2,,,,,,,,0.008591690380147909,
HBEGF,0.029066154670834152,0.017228903964348414,-0.001243268993542076,-9.037758585063838e-05,-0.10517310461732578,-0.05214942283340709,0.019073759818843343,0.02055278361905892,0.030189721990341326
CSF3,-0.03846188443104423,,,,,,-0.06316884728380183,-0.06367780377361856,-0.006554242104780265
PI3,-0.04556383758259862,,,,,-0.04565864786766319,-0.10727003146081839,-0.10968128689611042,0.031025187538529973
PCSK1N,0.027364305722596155,0.011152878553085962,-0.012297234887684584,-0.01252960985904932,-0.07971054421333558,0.029419702769021245,-0.02051245688141254,-0.051328732241707864,0.020158834785004357
NTS,,0.04524787390044476,0.08653540830848322,,,,-0.03292650650548508,-0.03053458309648317,0.013650035659596223
SFRP1,0.010234166083883186,0.026745991230729464,0.06314777629940081,0.01052153004362748,0.028023520588124035,0.20313168724229944,0.03191425230875409,0.01906792852063393,-0.01125849364629144
CXCL13,,,,,,,0.006871208485059978,-0.01921986366629171,0.11439089109384755
MICA,0.037046840104895756,-0.006536396081682127,-0.03427403614404114,0.009563413599397875,-0.05558719208343324,-0.01328322847856553,0.07708485132639924,0.047573969110615566,0.023969604937837577
TG,-0.01236501218595429,-0.01007417145244478,,0.0009765027080925883,-0.034666214038313097,0.002460275622439308,-0.028530592334769015,-0.004719289794741603,-0.01891975374797304
ADA,0.03647024878838787,0.055303268302153284,0.092665680855177,0.04648096275792597,-0.02142853730739065,0.1615772185944831,0.20019471945464518,0.10122667158465497,0.008242847369056202
LAMC3,0.029522928227595592,0.010807241846203249,-0.07041759952812078,-0.01705479215689068,-0.0402078042521082,0.0456947087214396,0.11650446594875558,0.09950477900794753,-0.006282004416518438
CCL7,,,,,,,-0.03218120944621704,,
NGF,-0.022158984957423564,,-0.01993505060227196,,,,0.059901463267630246,0.026878089891384505,0.07717452523054923
TNFSF15,-0.005308489454654223,,,,0.13697427160730422,,0.19340330590049595,,-0.01427536197070847
HMGB1,0.11348456646462306,-0.0539951500688289,0.05638634309447399,-0.006491214826846519,-0.029426051807212732,-0.03365534830896617,0.0010210671681057687,0.003494327713581574,-0.04846731147464441
ITGB3BP,-0.0036784411340386224,-0.06712206551010079,0.017169950607804307,0.024581527430966154,0.03965039197221718,0.0606058323913223,-0.018402827315883087,-0.0024020686356782837,0.017965480775211113
AANAT,0.06071111042169382,-0.011612658801959875,0.18017907464789723,-0.016106570947962657,,0.004263114751522291,-0.028232001092954012,-0.033728091134504326,
RELN,-0.008330725525462074,-0.031901680871282506,0.012248643936206421,0.019240803737305995,,,,,-0.017243090206406526
IL15,-0.038967717421264814,0.024533712427320144,-0.008625270494487367,0.029112379694417496,-0.026861538349081913,-0.0586494007010063,0.07613867484908642,0.08316704037947437,-0.023213188866465853
UTS2,,,,,0.09452176822261595,0.036851581970564075,-0.024041615162723233,,
BSG,-0.020572975406080753,0.002640513445098494,0.031239934375174347,-0.0341494591712146,0.05093817266613424,-0.025106767814044452,0.01311455389545032,0.022491890830880528,-0.005221355832066117
ADAMTS3,0.06061941855171091,-0.03250756946708609,-0.030095054359201213,0.03232904088716431,-0.05882079176995645,-0.034165043706325095,0.013123612880486697,-0.007709681507068648,-0.007959692744449907
CD34,0.01186197401522747,0.14134615492445313,0.00321631848148695,-0.034594246499898174,-0.07619222634571546,0.09515468845193026,0.04490007389230059,0.018417984301543636,0.035716197416226836
CCL23,,,,,-0.03015160191854017,,,,
PLAT,0.005379384925363779,0.01665750929563351,-0.08461001515349634,0.011449987884451044,-0.030709374082734123,-0.04947923951258023,0.14095991020765347,0.0641183506613019,0.04296927667540015
NTF3,,-0.01874560155864088,,,,,0.1187641169703626,0.037726969021095985,0.0025109445517359974
LTA,,,,-0.014938101964601987,,,,,
CKLF,0.05565400805859509,-2.1197244967093983e-06,-0.02090751797883648,0.06325294259139674,0.08210038205886758,0.10253226663665763,0.08984467558242805,0.09648690079351915,-0.013088380968718559
CD24,-0.03839030952950153,-0.05333791504158593,0.010887786244474736,0.05204162325670379,-0.05167868258018307,-0.017439180518777644,0.02598592586162329,0.035437521339947264,-0.03345068712632287
HSP90AA1,0.02510426618453349,0.03577983112200105,-0.015626255488876844,-0.0435603340904078,-0.10393477386547872,-0.09510177263830158,-0.1533247717944057,-0.1357276953857686,-0.046776928116508514
BMP4,0.06383151261303749,0.05937815267496523,0.0422137722766246,-0.012728805747119923,-0.06668810167516799,0.06644948729289338,0.0578209910432181,-0.03371691871694492,0.0445476813901399
SCGB3A1,,-0.009795391279262771,-0.03299095251268407,-0.01042361000276278,-0.037209499032980674,-0.032479448676292495,-0.0031871183425397436,0.07199150526826198,0.03382143787358804
IGFBP4,0.03702520877511581,0.02733351798791434,-0.02232179872864998,0.01621099661258604,-0.08418851164861889,-0.020638740520054075,0.0787307621217373,-0.01870796088079575,0.0013607964267178345
RSPO4,-0.02706947194828069,-0.009795389846465212,,-0.0207214991576172,,,,,-0.01996493028459624
LEFTY2,0.08432218813212401,-0.010740764766899136,-0.01993505060227196,-0.018440920052040725,-0.08457717237603825,0.007913062292708647,0.06905665464071054,-0.0288180164996085,-0.01372529858641891
PF4,,,,,,,,-0.005024918605114244,
ANGPTL2,0.014030114296192513,0.020411057619355903,0.06433718361504452,-0.007314443449217153,-0.04320145613187516,-0.0022174376574989577,0.11397285958018852,0.07914852018558302,-0.00550020511113255
LRIG2,-0.04849039301941681,-0.007095493249583703,0.04304588664186739,-0.03644437921304737,0.03962696990628621,0.06590154114373759,0.017626586818928737,0.03651273723434498,-0.0250836840448329
ICOSLG,-0.02696283776317792,-0.018589820718860003,0.11494612239451994,-0.02114408466778257,-0.0197795091606922,0.08049130982486633,0.0746195689687263,0.12829721748872852,0.04411576233379866
WIF1,0.022820143380414576,0.07848504853315384,-0.045665546562211716,-0.042253092641851626,,,,,0.020880250211954984
NPPC,-0.013090820279604492,-0.013613194746652119,0.012145617826078625,0.026664660988308723,0.002161268890100822,-0.0479054251691096,-0.0028639185771170204,0.015855478863645463,0.010416128157764123
LYZ,-0.005233009144138892,0.02112097174887108,-0.006838049485756451,-0.012534266293023233,-0.10407660358078955,0.023192318034306707,0.01978920146670626,0.09619174563596174,0.001052267415620565
EREG,,,-0.020507341283190653,,,,-0.03240901599313449,-0.04409033754322885,0.006010393390853958
SPTAN1,0.046871948470732144,-0.009525163545487936,0.024251315882833878,0.0050654339549978,0.020052421134605175,0.15811798636723087,-0.01723022860392718,0.00819286756074327,0.02981362709446345
PTH2,,,,,,,,,-0.019175422474583932
LIPC,0.009775438988636543,,0.03822090855944936,-0.02346636125533362,0.02542158863931344,0.07840216607097002,,,
COL8A1,-0.021919001630138817,-0.02876121844135178,-0.03848736101252307,0.0018001680819901677,-0.0294124540878001,-0.09106663929739181,0.08508991093521782,0.06030810911785526,-0.016526340142898426
GSTM2,0.05700298850336055,0.013386087694318689,-0.03261717896315037,-0.025150235632639063,-0.04049228025104984,0.0006739214608792416,0.08910482998343819,0.047480701730153695,0.014757591440074446
IL4,,,,,,-0.04551633219698455,,,
SPX,0.009700510457662598,0.030220643810484143,-0.050482557920853106,-0.03247535746150007,-0.035316397288721844,,-0.03244657777191998,0.0010895651888490805,-0.04157820878177727
MFGE8,-0.05572184669111267,-0.0016216414257733303,0.003329847754988078,0.03222666555723441,0.022965890888408794,0.04111812043311845,0.0338029997166978,0.013596623097906074,-0.009534629372791549
TGFA,-0.05766861202059594,-0.0225069725302354,0.07232000617400872,0.006874309908488032,-0.06011345348059261,-0.0663366578069833,0.041042185410018237,0.06066429842816224,-0.012170978146930252
SLIT2,0.13222537064744577,-0.0071332232853639965,-0.055891580364805064,0.036086779550044995,-0.020583402662759747,-0.014131601348800916,-0.005988995324430864,0.07284447312601769,0.004777728714321122
PLTP,-0.029984343321737383,-0.05087314948454827,0.02641366793835387,0.07670903110223388,-0.06202716626925915,-0.016267906882724635,0.08854996089716649,-0.026915231753977118,0.002988746751128497
APOD,0.026021317060264722,-0.052860628373658326,-0.02047625643926405,-0.04119836220515262,-0.03839180817295918,0.05705033437128175,0.07634764347136182,0.1236578167008665,-0.02487381939292904
B2M,0.03747440264570251,-0.06695205195685353,0.06209180088509171,0.02068540443668285,-0.08794915579147619,0.07994879127160266,0.15267228722838028,0.1206472662238867,0.005612457163172318
OMG,0.06180795660821601,-0.0005727819545114286,0.011069150373872995,0.03882547001647158,-0.023747971722134224,-0.03208346558370617,0.08354034650793944,0.1014561578509416,0.0036067066234095027
CXCL3,-0.0441239285894439,-0.010478996618655548,-0.028869102999898227,-0.010758138501460436,-0.027455165882776498,-0.014540668896998975,-0.015963168201639434,-0.0002813770875876691,0.00505835854508428
CXCL10,0.053387535840545446,-0.015918362839322325,0.07139346202384017,-0.017095984004656464,-0.06932697890369838,-0.0757921165839422,0.11315393939036321,-0.03081215186376465,-0.0272802400095625
RSPO3,,0.020864635404569676,0.03176240754921989,-0.011242047391217171,,,0.031222181086910515,0.027697164977890962,0.04234480430633619
CORT,0.06794222531731468,-0.034428858442185455,0.01882623235861129,0.02763027533496891,,,-0.024969657746410044,0.21503359281790288,-0.02152773996992632
NCAN,0.08993276128505624,0.02601457003498115,-0.05367115018067844,0.031809115996062245,-0.028472937106543278,-0.018071521561874533,0.0805055017531888,0.09615486601411993,-0.002192073683424457
PRG4,-0.041420142876135047,,,-0.01314381177932053,,,0.05166647652093951,0.058060005774653825,-0.03923316902015141
TGM2,0.018827104933289002,0.001097003202443017,-0.059050433646140404,-0.006469751632331052,-0.07614965869172292,-0.007614871332052326,-0.0005927705246453782,0.05354616913857378,-0.026337106346930594
VEGFC,-0.029719779494360284,0.0009296806864101481,-0.023173206358353526,-0.013413783831337733,-0.04544205466679232,-0.009684216727439897,0.011781462016267582,-0.013900567607038016,-0.034074480270843054
WNT6,-0.03769259800493866,,,-0.011706873173136728,,0.0825392750364726,0.06087783765772363,-0.026290356908248425,0.030677414906727388
NRG4,0.05631534023032347,0.04902814862826939,-0.02581632309627588,0.0057695673869103325,,,,,0.0023770273378445114
PMCH,,,,,,,0.10582151133229707,0.15605560708314778,-0.015179422706551619
COL9A1,0.07626448262347414,0.07693427988968814,-0.02022305268230108,-0.017831371094011655,-0.04782178734511766,-0.049244046637038706,0.08810364674585895,0.0660953212103896,0.003767183302732043
GDF11,0.017317628049571297,0.038172632758485626,-0.005935668674747156,-0.024727323813597178,-0.08286564809125073,-0.011082323235461154,0.03379542750203272,-0.0004112998186447551,0.01221634702453464
IL24,,,,,,,-0.024387776003680008,-0.022605752751251075,
SORBS1,0.0395500902460647,0.004462864500332526,0.03751453656595013,-0.01992831109006953,0.016936974722059916,-0.0031739570019538687,0.055807804712562546,-0.020979230677314012,0.03586948771961004
DLL1,0.06346805158698698,0.005842230775788187,-0.0387441132747422,0.038547008430600244,0.10292923132015275,0.03653054301987236,0.10182906549133187,0.15194592723318331,0.013347055370833204
TLN1,0.009380871393562688,0.026536228472468653,-0.00969725131480701,0.017174351931627748,-0.08887999533664508,-0.024500743613311185,-0.0014769617847277653,0.008192697317246428,0.030967004769925796
COL2A1,-0.028751822630750875,,,-0.010921719257267065,,,0.06015574264748599,0.0654304151260518,0.01817444039164253
SHH,,-0.011246856122339813,,-0.010423609091674375,-0.07600722108088319,-0.028408773482204115,-0.05679349420036974,0.07220643941327795,0.04911690994783282
