,UKF243,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1
PON2,0.07866211597480785,-0.023949353047799795,0.017766969310662076,0.024010724862942943,-0.04087212921275161,0.16270824846451729,0.14360639027670385,0.12979168231677674,-0.0014805020395852176
ICAM5,0.08861679101246997,0.0006392206020501311,0.027557199625004535,-0.02035674550422556,,,-0.00793831653764276,0.07269823318558498,0.09406269184979549
HPX,0.017860983489863487,-0.009795390280646223,,0.014730016639683272,-0.02745515151882377,0.11770170915787552,0.04665521651999489,0.05995373338663067,0.03363931876950708
SFRP2,0.0264369063895117,0.014615876157203578,0.05113907821907045,-0.020448453495383562,-0.10733338439749997,0.002574956210993297,0.06460986270898893,0.06881020788698824,0.003536097232900621
CFC1,,,-0.02106522915667993,,,,,,
CD70,,,,,,,0.02878792962201834,-0.03312130402637233,-0.038392949547032144
HP,0.13435096116165382,-0.03245916500774838,0.025483480972922534,-0.015775138240215404,-0.06952790858100281,0.1148676849725883,0.07631027401747167,0.043171324632222396,-0.025697732549791904
CXCL2,0.04019733866485178,-0.013613193681241463,-0.05458630762822744,-0.020630827649447476,-0.049276260308844785,-0.047674913909155,0.028098370358248904,0.039465631206275366,-0.017824919090871524
NPPB,,,,-0.013413784806960698,,,-0.04162754845254074,0.005614045543523988,-0.006252849704156969
CCK,0.04862951504475974,0.036460766060481375,0.023769255411866773,-0.013049438029916129,-0.028248989431298183,,0.047813974612051606,0.019077460382196827,-0.019780820980114605
SEMA6A,0.028448765251120053,-0.023498228691589223,0.04888986278462224,0.07570474104120369,-0.012380701094006765,-0.05909218355968206,0.05200766518234376,0.0029021661900029325,-0.0006569885718509002
IRAK4,0.05865714443351817,0.01133425545630938,0.0064667899033184015,0.06917842411616137,-0.011960956138600378,-0.08394958791242926,0.029135030647114864,-0.008497875824715442,0.042270001996535196
GSTP1,0.016216302095536334,-0.059884561341274546,0.028044544243289213,0.04147100064938154,0.1748446232710841,0.068554357039746,0.01891322691102175,0.11259892095261428,-0.01044795015682651
VCAM1,-0.04054392697821838,0.008391748679801997,0.04478905933129573,0.021534964217096088,-0.009857157458194862,0.07098442963686744,0.02862894130054362,-0.003452426779144733,-0.008382952625859324
NXPH3,0.028321856826149364,-0.013836476101801104,-0.06490280763914211,-0.05476445491264079,-0.016366742589853222,-0.027928977066184357,0.08014394829073106,0.054215145929016266,-0.04445280431055509
MTMR4,0.01576514060446596,-0.024498687510944507,-0.004217282584774481,0.0035382360241405543,-0.009714861860989946,-0.10023260589341436,-0.020259118805643187,0.03731124679093715,-0.026150545962807657
LAMC2,-0.02565156927502665,,,,,,-0.0010308581577711717,0.013517735430747305,-0.014733997389887897
IL10,-0.009091137808487927,,-0.015119200779369546,-0.012007244448800504,-0.03671910620933503,0.07441381844762172,0.00042728310213589613,0.0962829963051424,0.009280237193136283
SEMA4D,-0.01596688941254186,-0.05238769821026139,0.01684030532698116,0.03662898568266813,0.030112452329814455,-0.09242928768539205,0.03705043442011532,0.08579220220646543,0.023019877507001265
TRH,-0.05005808002276824,,0.07015913560106476,-0.028240613956427633,-0.06311958581790428,0.1067250127681561,0.07537589721251044,0.037686825736551355,0.022675437785060277
SEMA6D,0.08675574583764509,-0.01467421492944063,0.014843008381731743,0.00014150748127919602,-0.036039191126191396,-0.06856167077164695,-0.022117589754829876,0.03291140339277824,-0.0007458810341140875
CEL,,,,,,-0.05830141008116287,0.010716277686800616,0.04206405570274335,-0.037297946962344716
PDCD1LG2,-0.016255999687682994,-0.027812023396330442,0.0009699617202863747,0.011486725842360303,-0.02889961767906216,0.036881950326580405,0.04570365696295115,0.08376068845681615,-0.0217903620280349
SPINT1,-0.03971645294880102,-0.016007822755781245,-0.03185885260491534,0.0010423453964299727,-0.04494854325346361,0.03141129408305642,0.06392029633974415,0.03128853099676521,-0.005035368441744561
CTHRC1,-0.048617084645586124,0.05588747590941585,-0.0631008133400664,0.007616499938038096,-0.06733925274082703,-0.0045446883561113946,0.08066949530266247,0.04778199035671841,0.001829023851845937
PODXL,0.030263816137971036,-0.0016098326915586535,0.057815531138988574,-0.035342193088201114,-0.08730059595705632,-0.005716961987787398,0.13345801166339882,0.05342874142496695,0.026299477631035847
JAM3,0.050183548350309644,-0.005133318667915184,0.020063636606859232,0.004021148774076016,-0.02484124140010828,0.0015933031072043302,0.017373526830555156,0.011722529882926195,0.0005907674250119823
TGFB2,0.01511369001124636,-0.0465987309753893,-0.04246591934351069,-0.0342945292101288,-0.05064518006168183,-0.007573086813194965,0.08785607917471532,-0.011361640753396558,-0.03322584721408059
COL18A1,0.07895878958021664,0.011946175883856045,0.005825127129320307,-0.018258541817816505,-0.056731336761984864,0.0034462530389169697,0.0844550921860195,-0.003942444593246561,-0.006793343387402025
NODAL,,,,0.05358764120035375,-0.03248444593066944,0.03289117228910378,0.06146972547930958,0.06089879202362542,-0.016849431085564935
INHBB,-0.003272249406673532,0.00431653654950104,0.08631693606955176,0.029875104647142457,0.0351382175380697,0.021896663408127896,0.013204252074481202,0.018556591893990844,0.031152613699781118
LCN1,,,,,-0.016364652300831395,,0.05586856253397059,-0.010859990014823637,
ARF4,0.031011425843686286,0.023865664586459702,0.001150910514858492,-0.027078779027576716,-0.050686450852516766,0.030754663251955465,0.0767232511985096,0.1057811409766618,-0.004271107223373925
CXCL14,-0.0002131137158425744,0.003909338179757333,-0.014426723508223816,-0.058159834762127105,-0.1556972894285604,0.04946982430985729,-0.03527810452846156,-0.07163517764532935,-0.0007988137941897091
LIF,-0.021373845490790137,-0.011612658801959875,0.08595099556229918,0.00805775230323729,-0.06921172769201055,0.002971086677423892,-0.036831772370406836,-0.06806769106293374,0.03167661442326795
IL17B,-0.011905547980852183,,,,0.13922236035636565,-0.060025122258326236,0.019246365029336812,0.03732016909661945,-0.020962257953682804
MMP1,,,,,0.03254952881569533,0.12028650890589922,-0.05331488045856021,-0.04346461816056344,-0.01517942150443422
MATN1,-0.024157439223866504,,,0.019906249192242646,,,-0.03999039446959152,0.061549225728331707,-0.021603857225587705
ADAM28,-0.012934602965424159,-0.03907151758794556,-0.0406181329877044,-0.053181646421040736,-0.004871048208054217,-0.025660964667924883,0.14824464694319112,0.060477087948147976,0.04197304987778548
TCN2,-0.025696648819081763,-0.02945070941464508,0.014992294551654043,0.00871907843257458,-0.001650345872733509,0.04917962799502959,0.043581894647021974,0.02707883579546318,-0.003909651876369758
THPO,,-0.012084074252692218,0.04579189728649722,-0.01092171915271661,,-0.03913142669571173,,,-0.018740345499574363
CUBN,-0.06026163870153829,0.041468753340837564,0.15073986355835753,-0.03194613809487056,0.09362175903545919,0.008781520185277248,0.1514189527288605,0.055098853834038605,-0.052163269815560555
TIMP3,-0.023086311609545666,-0.04793326186668627,-0.06737968665871205,-0.028213443625257933,0.002089007957112822,0.022746656960462686,-0.015137956528132771,0.052002841534563714,0.022860623251393472
PIGF,0.02645414422430381,-0.029124010711959258,-0.009007644647313462,0.016394404264892713,-0.019628056144451005,-0.014112982957192008,0.05331160560268419,0.07041920792997401,-0.037691434148203654
CRH,,0.08557269383612635,-0.024406405570429016,-0.014938098744154683,,,0.1166496503276994,-0.0296139264385101,-0.01924392478892927
BDNF,0.10972161605938208,-0.01965783286393615,0.1462455119460581,-0.012300660867650382,-0.03333354320991767,0.06285844426420438,0.05121803270925133,-0.010126243741289637,-0.02191162378624297
CCL5,-0.011023073950279952,0.007239014317322554,-0.01358653937486713,-0.014816625428427455,-0.04686981242974019,0.012365014915553679,0.030674672548833173,0.027810587626283377,-0.027844815949821106
GAD1,0.0092659753593435,0.005203379407826399,-0.08808891684067639,-0.0076539296449315945,-0.055921643531327926,0.04804484442408189,0.005070619544449227,0.11849198602634574,0.010671104487285163
COL14A1,-0.04491704087756775,-0.015828446176668093,-0.01541620475659894,-0.016593762047559628,-0.005274081454209425,0.045447423857647745,0.0030640571750632597,0.027987811979681324,0.011676787748927437
HLA-A,0.028727212889964857,-0.022427397227301964,0.015211847486305875,0.019724333559984392,0.037884455701776135,0.08510846510465242,-0.06763866576016189,-0.09368285479278338,-0.011067908528520905
CD5L,,,-0.011140370080691306,,,,,,
FGF18,,,,,,,0.026385525620889104,-0.01955266988972918,-0.026231120493898162
ADM,-0.08929172797865549,0.07435798209541394,-0.01596521278598235,0.03719229349425676,-0.09933154739159425,0.016460919755765243,-0.15431548255231928,-0.046583021453628366,0.04161074227788979
CCL15,,0.007782458376531041,,,-0.027455165882776498,,,,
GNAI2,0.028660928879926124,-0.07070927166034163,-0.032482623645672185,-0.008096512168511264,-0.08652765070251216,0.05736370892761399,-0.01988586839452033,-0.049231116253593506,-0.00918666899452292
HDC,,0.023429518321479503,,,,,,,
COL11A1,,0.0282884425625009,-0.03604022311797706,0.013957710071204657,-0.08180257489673451,0.020301664593417902,-0.022856088425313295,0.03732744120783419,0.05509449132809526
NUCB2,0.07796734839391233,0.06932307472646573,0.057266236933142894,-0.003185003866544574,0.006442832360041079,-0.014568071566173818,0.008105326312552572,-0.06157005804209418,0.0370762960009488
CXCL1,-0.0170117033222849,0.04048669464351874,-0.04050801597464713,0.008310469127879529,-0.029403706870198304,0.007004620525030594,-0.040497307951847285,-0.023572383021140612,-0.04329963634517232
VCAN,0.02733016538129105,0.004940869267051899,-0.03322572534360417,0.06199592518984395,-0.011473914919213105,0.0126064694684948,-0.013839749774955641,0.04201569316459396,0.021368022683653842
MMP7,0.017908977440343102,-0.021243009744669514,0.1964309391673067,-0.01688062963737805,-0.0010106462931969114,0.017399261237094024,0.028852681611643144,-0.03242489878332595,-0.02155935805469665
PTPN6,-0.023191406714561293,-0.039911536484852836,0.03536844108404797,-0.0311545685746867,-0.04482403933023986,0.017782041854597943,0.07784193002977398,0.03668902529321926,0.00536722855932154
PTGS2,-0.06860512254567294,-0.023452351517045257,0.004453851538674194,0.0013743521791127137,-0.038126549825931985,0.036697974465974434,-0.06327264805342166,-0.07529583386107658,-0.04058246666548905
XCL1,,,0.06919960148574847,,,,,,
CD58,0.004176523266534264,0.02628215211383891,-0.06671239075138675,-0.01288946419728508,-0.007564718876094914,0.05722865102362198,0.034870383130622636,0.04676569852087622,-0.01706329264522022
TNFSF14,0.038473419500945925,-0.010740764766899136,-0.00150435269686866,,-0.03499256501475008,0.0432042320917835,-0.03191388404331649,0.0002284072409995949,-0.021918288019016706
CNTN4,0.07724709283302682,0.07371473634571298,-0.0254672306269318,-0.014796986692182653,-0.032649845084813646,,-0.033721200422514155,-0.048651210988559214,0.013641525587715425
INSL3,,,,,,,0.13978171295668892,-0.02604913957129933,0.011843413916793161
BTLA,,-0.013716323968771028,,,,,,,
MFNG,0.016778030584408108,-0.014438511898650997,0.04056352062798243,0.06335976724384103,-0.09620440347629736,-0.10206093233359226,0.08890614379929632,0.055355952599312926,-0.012535076451659268
ICAM1,-0.02615900963557642,-0.04111933669818867,0.04581548491236017,-0.03208870778593967,-0.0677229509032481,0.028122278124154187,-0.01751603975746137,-0.004124380373420261,0.024601741833756418
PROS1,0.016102188094104537,0.027742672766460082,-0.048117497236131485,-0.005895169196009007,-0.09283180267312033,-0.03754773899749984,-0.015236954818548532,-0.006787949638308007,0.022115970140695256
CLCF1,0.009904195975977446,0.009490389500253998,-0.04019002283215971,-0.032525481539596286,0.03325677083619167,0.057256332636468704,0.08884527944498946,0.004159667733663877,0.021805908011075216
PSAP,0.10026736645924225,-0.021125437714812102,0.03577074360769374,-0.041168550402060994,-0.11851392075567797,0.0680443443080503,-0.030656145488580824,-0.02376645702374844,0.04924809106881353
EFEMP1,-0.0354763302923922,-0.02235935016834611,-0.007780894570022237,0.025733575360260386,-0.09324850486772221,0.00679119895210176,0.06376799941056925,0.10771140177430338,0.010948393751251834
C1QTNF1,-0.05662020083563208,0.03605513748336721,0.05991563079308294,0.03633679898111265,-0.07259583583574077,-0.01969783689380129,-0.014424149623365726,-0.04042578838998634,0.05069657703932487
ALB,-0.03419223930138829,-0.012199240247062726,0.02672796151264284,0.04815541621762129,-0.037209495879788425,0.006140608842077671,0.015323999251390344,0.009667648388484627,0.02873477579010654
CCL13,,,,,,,-0.023690665244633036,,-0.024585912172618355
EFNA3,-0.03651213592028189,0.03343706857605128,0.006319199594704605,-0.012732642855288155,-0.011729032496913035,0.03733185864831358,0.06754360636949046,0.07870422197085913,-0.054768911367795964
DRAXIN,0.053565095831460706,-0.009795391279262771,-0.02391999083915181,0.0031701189493928087,0.015529219766649683,-0.010036247577435172,-0.06791897836817977,-0.02266256307304043,-0.00030952364935600936
RAET1L,,-0.011732185522699433,,,,,,0.03527419187290685,0.1742322660494779
NPTX2,0.08984519055810278,0.02862883152465539,0.045370525295363236,-0.002561906861847632,0.07631720018821099,0.07929640066799631,0.06851484618485353,0.047282653147910074,-0.012241910398455697
