,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
NTS,,,,,,,0.07577583605846976,-0.016459747417610283,0.023040305684424434,0.023009495063720332,0.009090038452878183,,,,,,0.046590204600327846,,0.0235686047875761,0.030990903525579514,
SFRP1,-0.03309552706726314,0.036088161163358265,0.07120518644156261,0.0007904518487816264,,-0.03268983255254945,-0.07258199827348064,0.017549387824559892,0.015864586551261738,-0.045595774864999536,-0.003492138144882594,-0.003230382588661023,-0.01642151514905953,-0.0002689875810498575,-0.05708483819054374,-0.001637338426019314,0.0009509594844521679,0.02985796338676873,-0.029643636040132974,-0.011537579186618784,-0.015595340759927879
CXCL13,,,,-0.03960204384381914,-0.015774824746334692,,-0.02009808696854969,,,,,,,,,,-0.04035804250281369,,0.042370881534657456,,0.07572990188527821
MICA,0.04436869323704158,-0.03838194497354992,0.06629661386401492,0.0012340116520456704,0.03382176296809977,0.0601494938638314,-0.021922687642245624,0.006574182393764806,0.08509406865734205,0.006204612750198727,0.08735177472551107,0.028153557101530027,-0.0870582703615771,-0.08484488753271226,0.02139184829221606,0.08789461036924717,0.08043003179088733,0.021292312626213426,0.030728672095208673,0.023035543481389347,0.0687981636345823
TG,-0.008416977316421295,-0.04790076035471142,0.042861441561168105,-0.02227001233306291,,-0.010817559189408353,0.04294425293697092,0.020373957745931582,0.023979835184906758,-0.02316242941430951,-0.012192387156538387,0.01494144599210491,0.08953857629102793,0.03555996560629515,0.10888349946714691,0.0025945170857245192,-0.013908242881853909,,-0.020066519076487228,-0.023133897285200492,0.021163804673627776
ADA,0.01796503502754633,0.01067077443033277,0.04064385890133966,0.06536228411227618,-0.016310050018061427,-0.004804544971975555,0.01859036670586841,-0.003758523092843507,0.07779934183168875,0.04022639021798793,0.06574494609794664,-0.009475959979047306,0.055500916678909294,-0.04100836501432284,-0.02506874309908003,-0.0423895643472491,0.052473224832017704,0.014105866858117487,-0.05820965130790137,0.010010402937888152,0.02946878200909021
LAMC3,-0.06449865732466716,-0.046328948273592324,0.10830315154167999,-0.0029645094585285885,0.12098060257116121,0.005617643545311924,0.04739748854950038,0.008491073917735934,0.09673488959578243,0.07837322373637907,0.053673057317649035,0.01623423509020109,0.049381589019382666,0.02823282882153232,0.04194459939912546,0.002322781371936016,0.03474897581929698,0.06653049365310437,-0.005830011860586201,0.025766300004334018,-0.01470129912945202
CCL7,,,-0.024955416731865975,,,-0.02550558229105722,0.025226728824295844,,,,,,,,,,,,,0.0009126201974744848,0.0027821196159508402
NGF,,0.0019342619742172842,-0.002536964208438207,,,0.02713987443074344,-0.03325460413592354,0.04282888976572494,,,,,,,-0.006498795980981698,0.012918007908607523,-0.018673492999326396,,-0.0008442363438495135,0.044386795858728165,0.04487244122016686
TNFSF15,,0.01749026258189044,,,,-0.007263989331535933,0.021741731949318947,0.010937821143389244,,,,,0.04272932263816857,,-0.011454919315821929,0.1486197070512573,,,-0.015140621126724301,0.019938031016197975,0.008682062634673037
HMGB1,-0.009907477329378052,0.026886143891927835,0.012723502981347374,-0.019477452908721167,0.013569170778486515,0.00464713941345667,-0.011744863182892923,0.06204419101556632,0.09158211013782622,-0.009168271587787062,0.007141844014897532,0.04368186252072908,-0.03253598162374529,-0.1468001524081343,-0.019707498966094042,-0.03371362624722047,0.019256079371082407,-0.06428215866187247,-0.041885912471673344,-0.015744606395794145,-0.06739172181122173
ITGB3BP,0.02147635502456182,0.08447113661289965,0.017992344202075166,0.02213328741872082,0.004265538336899781,0.04492197449237763,0.04939261125012893,0.11960117268105813,0.10128302446651338,0.005847093110313373,0.04395961564279226,0.05563484504704669,-0.025975701351152004,0.08081491701290282,-0.008485624403529828,0.10487215732504512,-0.04444733551799485,0.003304781833695058,0.021944979891952272,0.03118291907088453,-0.04094628421316023
AANAT,,0.030066059922199986,0.07104772370014074,,,0.06780109831894804,-0.022117988818255874,,-0.021730073787046496,0.019833953181889335,-0.00909208756541273,-0.02036352260566612,,0.06937418825824007,,-0.011082322802921669,-0.009216725681656296,0.029824334590343646,,-0.037812353840794795,0.019726344492900953
RELN,-0.02183843849832,-0.04050459922811691,0.046978232498836175,-0.038025940882100345,0.018735117487499856,-0.01855215850944327,0.015491047518101982,-0.04015693053359113,-0.0637628545201497,-0.032256791469376836,-0.08059632993189733,0.003762691464598119,,,0.09968313728115256,,,0.12018440592327037,-0.018288229496724616,,0.029613284654234146
IL15,0.00987150214409781,0.042901688464775795,0.07917115774523856,-0.016705525398571466,,0.05213291150110018,0.06456576875979987,0.08045314088933836,-0.04911065782966522,0.03435596568607108,-0.002491894900251727,0.016745964957304214,-0.026894807593784577,0.09173245124177987,0.057477042066990246,-0.016740959954190785,0.04142956536041085,-0.04003556554840758,0.0478532164384329,0.05324950409043875,0.018182987874472353
UTS2,,,,,,,,,-0.04263258777588245,,,,0.0019959570281296566,-0.10671289263094666,,,,,,,
BSG,0.07298964897290866,-0.012120635849181704,0.032063514308134415,-0.03597807125554661,-0.06449944781141709,-0.01008835873893797,0.0966984866411415,0.054426863363838826,-0.01862113189710535,0.000949048855963085,0.04232323834708538,0.06222112090654952,0.022658240588358906,0.07470868536235048,0.09360221555116285,0.018858522842400888,0.006410529910011433,0.10127197615630261,-0.011184415778753495,0.060194355337160096,0.013400443370090337
ADAMTS3,-0.06734454637341024,-0.0018428265902039182,-0.013390082397502973,-0.020262130527326352,,0.007597482064420359,0.015338683349240595,0.033550972939287646,0.08666442057532996,-0.01756185257536684,0.019320131323544612,-0.011292333990225915,-0.05419563388077483,-0.13104260436843393,,-0.04020386289378546,0.026942165407949838,-0.02829040589769041,-0.017081863458762555,0.04144371191586257,0.064866186866868
CD34,0.0021700127843428977,0.05837067116202004,0.13312470570588342,-0.030818035460761034,0.08237941022717059,0.003283189269978136,0.07893856834533122,0.00416433607056053,0.09612509616659345,0.04029861741569253,0.05415036693807433,0.010165753733526154,0.0403962624940656,-0.005326591655808915,0.12003579075157447,0.14267437239453043,0.10407041042646858,-0.046122993586745833,0.020556873742545893,0.012267428117406227,0.06702780541507852
CCL23,,,,,,,,,-0.009450114975291342,,,,0.0059751074368001,,,,,,,,
PLAT,-0.052410408810191676,0.05332841756048277,0.06206590620116008,0.038557810426538,0.058827257211078406,-0.010477744962725478,-0.004408959060030381,0.046780009907573875,0.1158312333503232,-0.017921035188177458,0.022013840697410362,0.06383743142406657,-0.004080112776279743,-0.013075557082557556,0.08098611894856464,0.03344435964711762,0.05410264864403033,0.02467538414535078,-0.0679089233022537,0.006614188445465213,0.015366211082524192
NTF3,,,,,,,,,,,0.04286083407017648,,,,,,0.024770059848223332,,0.025189175316995077,,
LTA,,,,-0.016377437069774896,,0.06335543098212343,,,,-0.02006156496976048,,0.018251845004203116,,,,,,,,0.059881028996809,
CKLF,0.04319366385456397,0.025085759022896944,0.013502478822213922,-0.0038622851363969263,0.026676126635294273,-0.03363340531183884,0.07698813905643921,0.0697405551130716,0.13578691405449858,0.0522314404435814,0.04892117448967941,0.056593916499527254,0.08484474993169425,0.06018925961802293,0.11223972932000101,0.03781800238384828,0.09446372716837283,0.013112983859946256,-0.03524759709541058,0.036858757537540955,-0.007851110307557564
CD24,-0.029205631076806498,-0.028566117054003227,-0.009386721630890278,-0.0044708620384945035,0.012411084662327097,0.03880143774693882,0.06297125890556156,0.06506198120489116,0.0029598606951907313,0.011620055374592805,0.08566383656799337,-0.025572432715184997,0.11844172978633906,0.012362486563070964,-0.019713231101922263,0.06993716743030626,0.027520858757204367,-0.02502759927737177,0.031438452934983804,0.015774053628966368,0.019571140432663416
HSP90AA1,0.11249236658078755,-0.0499484209223258,-0.03876390181549658,-0.02841398829403243,-0.027608532589650663,0.01419126862605583,-0.0664671369600212,-0.015771586908032986,-0.10308556207693914,0.03797093467796968,-0.017165559126748164,-0.07729123106745749,-0.021724593921509616,0.005210810354487477,0.05894749361050064,-0.027957596798894407,-0.13503019103135513,-0.0015993069040296719,-0.03346683298624211,-0.10246019405210949,-0.11560730700415817
BMP4,-0.009149036231531142,0.023204857824269003,0.05401780456782486,-0.01736104333941566,-0.01568608338339443,0.05236603865496736,0.07567328433260584,0.08924603403111811,-0.04168729272889695,-0.018222318643061907,-0.0521011742412952,-0.0116198727581977,0.07341497780604339,0.05835889817418551,0.020048489485871877,0.03436590381846169,0.024462878557853705,0.01834033860654048,-0.035164603058894996,0.020759989875809036,-0.025556901312690974
SCGB3A1,,,0.033044482236382386,,-0.023221735557222612,,0.028377123528412984,0.05245816736293548,,,0.023634208913064635,0.012093287174693778,0.008329039449099735,-0.023718672885268847,0.017747891559421157,,0.019563156547207288,,-0.006789803501610827,0.01936581665075731,0.05744199905792898
IGFBP4,0.008160873296569558,0.023279206853013202,0.11934706953791732,-2.026445793903265e-05,0.09796158709965037,0.0038506158846532035,0.0630972362045405,0.05161512505994427,0.0939161849597617,0.045401884659304496,0.00086133896264159,-0.0024334953432415198,0.045313922513638936,0.03160131851163833,0.12758727434830855,0.06688672079651824,0.00756859380620348,-0.0008360143942877165,-0.0385496157083611,-0.009798125270534346,0.038259477706975964
RSPO4,,0.0021577899987208662,,-0.013901286317363695,,-0.01718774874248424,0.014970849677900898,,,0.025313992911012797,-0.020122058853388178,0.0544284509280698,,,0.04760944669607187,,,,-0.021175045920431658,0.04175552431612759,0.06894479969776951
LEFTY2,0.009084034935046443,0.09975704216288607,0.09823808747177805,-0.0165785769148258,0.0170294831127998,0.04125493858796282,0.09254371176123859,0.025015043085996714,0.1396099624471026,0.04879503719452744,0.021037447034307884,-0.017626163110946478,0.01863472427208881,-0.056386936787528666,,-0.010423719260538478,-0.0027933281388382285,0.03360077453635663,-0.015167932366830306,0.0052015169184660435,-0.03706930782335741
PF4,,,0.05415638691208985,-0.014897504941469167,,-0.02225311805901396,,,,,,,,,,,0.07508965405302544,,,-0.014322759787431073,-0.03668926171560199
ANGPTL2,0.008255157230000193,0.07089361532298147,0.015552868952909091,0.004216843431732228,0.09045008421766858,0.02822378017458863,0.014980693346655067,0.13465856238823803,0.03561763098456894,0.014232698912506435,0.07861154920790928,0.038339343116039364,-0.1100159659782484,-0.020456787799745555,-0.03695777561570762,-0.006936444959553609,0.06762072417755789,0.007549259105385445,-0.0582462362447909,0.026513784945834055,-0.02587388493141615
LRIG2,0.022293731017597667,0.06045628989996388,-0.09786549156655282,0.002926166724989106,0.024256280092741563,0.009619343977613385,0.019521370511628982,0.049864863163377876,0.05582150431762667,0.03652328705962454,-0.006239686341317359,0.022462102908184407,-0.06088059129230304,0.05436229045038629,-0.055859512478794116,0.06483975183001066,0.036751960938875707,-0.017477667977203824,0.02148226482915155,0.09330807888439263,-0.03711680665030816
ICOSLG,-0.028775128982848716,-0.0010348334759085623,0.06421676224072886,0.01520658164263266,-0.029248535349626473,0.01693398053426322,-0.0010617688438465788,0.06885726135053319,0.056640524715943434,-0.011380732999997405,0.011324130005974601,-0.01796386898630809,-0.039686358059936665,0.08720145726904398,0.04444781112719897,0.05719280973599592,0.028085091253871253,0.03751140628708693,-0.06286064175057743,0.08672012788578816,-0.006775069618454559
WIF1,,-0.05421459834838906,0.001489018382430138,,-0.037656695195843276,,0.036748573190769115,-0.07032440118592012,-0.06081016802504855,-0.018005385602691347,-0.021432169900872718,-0.07430357074551464,,,,,,,-0.01968425623835034,,0.11466331144623855
NPPC,0.036863436955768485,-0.0038756071333830053,-0.0050104465590374465,,0.007178871268410492,0.03739561288117182,0.028669914306193842,-0.015987569483683465,0.007828971434072013,0.03848974507737634,0.012013535249232304,0.07987377640052362,0.23839909704317108,-0.016291307381896075,-0.017296909143877333,-0.04020378567985931,-0.03282498952073211,-0.014395999138601586,-0.01094138604090502,,-0.051572138825727906
LYZ,-0.024482832776672837,0.00926152301370908,0.05458387064393754,0.03802734447366149,-0.02647380065892234,0.016618538185584567,-0.02945599099980556,0.02336965104337015,0.11901869342651478,0.03918529787223773,0.03728109921573955,-0.056483961811456,0.0368573972472835,0.07065906537871677,-0.12870487799743222,0.014328561311057945,0.006782907431181989,0.031282693843888966,-0.004621557214351919,0.026741742083334633,0.10041151882515764
EREG,,,,,0.02888621703775581,,-0.053684306004821034,,,,,,,,,,-0.01630429710622722,,0.1926063092249336,-0.04378836411733548,-0.030499958020176063
SPTAN1,0.0014003928735673297,0.007704520066675413,0.0006224817469345686,-0.00635356428065127,0.08175680063577559,0.0027680975611098697,0.047528109903773236,-0.002759199330182309,0.009977316597060287,-0.003261235920714591,0.02695949316888091,-0.04634431034017637,-0.035812179906785695,-0.027061559425956137,-0.03832972744864418,0.0767407776924273,0.09833472857880327,0.03859132247389851,0.14409961520481204,0.060656865540391285,-0.037780852067437885
PTH2,,,,,,,,,,,,,,,,,,,-0.011765851693233076,,
LIPC,0.09446818615924849,0.015715495445415364,-0.01025631927810928,-0.022421541127707844,,-0.025385970103128628,-0.00074409846183551,-0.02429108552002839,0.02993181147668341,-0.011967326305823518,,0.012430614795896171,0.056785872864560986,0.010397066949406297,0.06547834696687108,-8.556257405844438e-05,,0.1363434473658328,,0.09640584617749909,-0.019743525120647015
COL8A1,-0.044936625024728685,0.14187326573207928,0.11652722840307991,0.025416262985462113,-0.027123894239698434,0.013651635685567553,0.07567408612050834,0.14692521663880453,-0.017301806922918272,-0.02593802911976913,-0.03043593560462914,-0.018474533603314584,0.04124815885474498,-0.04180350608000774,0.03380406698693302,-0.004736162882008384,-0.012663619696746184,0.05409797780192828,0.006157825505869563,0.0029711774667076744,0.04650833031030193
GSTM2,0.018053880342587945,-0.01257075050910731,0.014810344560712204,-0.03264428106048925,-0.036149817573472735,-0.006198022335025893,-0.06215156747970855,-0.013246150970727412,-0.008574660027094701,0.07281185171369972,0.004686880903857243,-0.017871987427378572,-0.05405149079612399,0.1094172946779447,0.02304826802870528,0.05521639813433084,-0.022038905695102338,-0.04423746950442945,-0.0361548236726404,0.037932858393712854,-0.050784758520931214
IL4,,,,,,,,,,,,,,-0.040179672884873764,,,,,,,
SPX,-0.05160807335867956,0.019882633206076947,-0.016131292193307938,-0.039093895747570336,,-0.00012496640545296982,-0.06213988525612047,-0.025872164701905568,0.03582989853038789,-0.059010637457894796,-0.009049694234140761,0.005175516388135148,-0.023652106793591622,,,0.03361852936169404,-0.0215406850138094,-0.03567414044017029,-0.02887588406843757,0.1320186569139097,0.059771532507377906
MFGE8,-0.024538306465126575,0.0029613702460519905,0.040875809685118045,0.0480407468152787,0.01838385842159546,0.001640877042601714,0.0543498225445918,0.014562824018029644,-0.015807537587226347,0.007378827796015142,0.08213531947710101,0.062135554447964876,-0.028309504463149573,-0.007195014454187535,0.0549247593311392,0.015484794946552588,0.06426732975969968,0.040833178940508676,0.017117308529082508,-0.0023774804018422326,0.028720475590238843
TGFA,0.006532722647630538,-0.057814091127414945,0.02621681538210406,0.005893061106866933,-0.028354620934461144,0.007640668217186506,0.0962465370956848,0.027695428895467424,0.03518906298528634,-0.0170080030233487,0.04267098058394655,0.024946366553559498,-0.058051847082932484,-0.06329744517447436,-0.011956896589536853,-0.008351412351562799,0.0462514427266321,-0.016619262574932528,-0.01087230430982697,0.02598715396794468,-0.04103010048679012
SLIT2,-0.027110013603567865,0.00876441797491575,0.045472645380648956,-0.038844780135591485,-0.017260023658901263,-0.008301613353362302,0.01084881713117746,0.05418611818354957,-0.061232697887625594,-0.010137112661773463,0.010455091727660428,-0.035351893863388766,0.06673031389053695,-0.04329627794480149,-0.008796610988998832,0.0815858932176274,0.007103586633524856,-0.01200823821188152,-0.01365473088042272,0.041356186909532223,0.042095216173638254
PLTP,0.015370039405542053,-0.0011630854341841044,0.01713312599868994,0.03907710549672353,0.06562400400900587,-0.0393394680091425,0.0300852052064591,0.09326545234947589,0.0767237545165858,-0.01025582924607177,0.05796088841746082,-0.007564939198238938,-0.06042756787205721,0.08667552400759518,0.07219678111453579,0.01764631545036489,0.06136578496584122,0.050361486697739474,-0.03607106879949708,0.10228935546209152,-0.005055651785029118
APOD,0.005129786121018914,-0.06523865954098157,0.006255917625443063,0.0030958759914922773,0.10178730010631952,0.012194939697220894,0.023426504018300848,-0.035235288134684045,0.017435899208206387,0.03015450559487986,0.0473528324832467,-0.04839260713346706,0.07526048703273748,0.09976837857578295,-0.03632082246325075,-0.06012588025705047,0.09984730006260253,-0.052676230375577185,-0.0137881946684418,0.0015023066870083373,0.026737666510435302
B2M,0.040607810308282984,0.07223519155054231,0.13265803077145194,0.09484388527608112,0.08015126354430142,-0.040077864233465446,-0.021865314649460225,0.0321075895719134,0.11851807332374989,0.05017056018879313,0.06237563075972522,0.043257972402287126,0.06190817192982561,0.12255692144002348,0.09166901780227356,-0.051179432805695924,0.08928452361337949,0.02110798483687229,-0.07088310749958165,-0.045800920113676376,-0.05070091430060113
OMG,-0.012044507897307346,0.0163420752167769,-0.018311996684481094,-0.004216509563953438,0.08439606288295465,0.025148581334368376,0.03882791003785223,-0.005573634333693745,-0.03580002861472299,-0.0036166971753338432,-0.011361666579762047,-0.027518540989138134,0.12743922087896817,-0.04551827107676306,0.010138904782957021,0.02174079177755317,0.11051110411015325,-0.030322309231053356,-0.010005768385499514,0.09308493841448359,-0.010440075203922441
CXCL3,-0.02121351190651274,0.004140388079755394,-0.017977592587577168,-0.030627852390737013,0.09434336776011357,0.007144019721931245,-0.061232084711529446,,0.011771665113288539,0.028236821936459783,-0.012741756973990794,0.0617713383188878,0.056525536061527645,0.013516952920096461,,,-0.038362431501490206,-0.02263924102965295,0.04262020896621046,0.02861572265373968,0.05894053763244777
