,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
FGF7,0.029392628080853536,0.013580225606872007,,-0.006150132997043703,0.02474205985416555,0.04186815852977355,0.059997414394911894,0.0035680644323436914,-0.045981268738176234,-0.01347908811867474,-0.010682406626732536,-0.032552521728701295,0.048187519064412855,0.058283114625803614,0.001484839727830169,0.05523207440925502,0.03699039743401263,0.007866911987185966
HBEGF,0.0687769129696887,-0.00375478664137113,0.014495232916573722,0.0353206864423955,-0.017978207428871292,0.09546796144869192,0.08515596304463999,0.023828384166288335,-0.01922367921725288,-0.0539562949502148,0.034653892807219464,-0.053170665667341924,0.15424913897030942,-0.017856245888174745,0.04196762194032845,0.010625638077367106,-0.013483849428112699,0.027132743795677296
CSF3,,-0.035528785498728586,,,-0.032230150064332046,0.043301845235365975,0.04620650980128537,,,,,,,,-0.014801871752910626,0.0554127538778957,0.10874318180767321,0.02231163879484732
PI3,,-0.013870700377381187,-0.02633647484841547,,-0.0613825675979931,0.09638930870390144,0.03783149039018049,,,,,-0.021021989204881533,,,-0.0006679329865072546,0.01859831977796204,-0.04296458325658955,-0.02531116847436512
PCSK1N,0.08820266263464559,0.01792978372652168,-0.012152396167518715,-0.012881243610851337,0.043414849472536696,-0.042041721822977114,-0.037374155938804596,0.03818395750502075,0.018788377431620994,-0.0430056601362248,0.0781933187652418,-0.018961040941286145,-0.1272024702995474,0.0633184535428574,0.026805873823065797,8.264113014432901e-05,0.02980073779867209,-0.0573788137142087
NTS,,,,,,,0.03231062006279747,-0.01858039223819022,0.017944403690224032,,,,,,-0.025934539572653143,0.028003194277153934,-0.02928413152281688,
SFRP1,-0.03650843653488918,0.07865429258158836,0.041332275726582324,-0.04133608651840622,,-0.022900244575531806,-0.01466043755974552,0.015127627019391696,0.09246785305078611,0.040296475510872,0.00028901648404714515,0.07924955862816693,0.05788510386294158,0.013407595665657832,-0.026429595867919427,0.011858463186999024,-0.028603642495871776,-0.020693774306782504
CXCL13,,,,-0.03196993317353162,-0.02340290250805506,,,,,,,,,,0.048360381563105494,-0.033393583269163606,,0.06305317505411247
MICA,0.020822727086400126,-0.016848836151886325,0.04427623337245566,0.0552295928964275,0.06869272566316562,-0.0009916850484167977,0.07735239383512722,0.03320721451096711,-0.054509623032486756,0.05819410784136969,0.02333566008950246,-0.011891548355061095,-0.007327119981681251,0.056879674256440506,-0.006373548743035678,0.025955962111603358,0.017001505951567242,0.016288872209255536
TG,-0.029058761164140884,-0.007206517131455231,-0.03942195490155098,-0.017978132867828397,,0.010163853434142502,-0.02682038800851265,-0.015694888372087788,0.013693405893317781,0.17689810286882998,0.08553041248448699,0.01602002149661676,0.0017465346798148504,0.07304201284700125,0.018213709930967683,0.06984973168760168,-0.016115114966310514,0.03439059287224069
ADA,0.13930489839328739,-0.04188377803967791,0.007060567787552649,-0.027846151512208414,0.054822796760975685,0.05249136792416432,0.08460570016744287,0.03754164352635032,-0.0028249178745041407,0.007075976042097939,0.0019057521882000774,0.17963788944551629,-0.054755061286446645,0.008966766339160484,-0.015219260215323759,0.04165762690123887,0.0006498966086995117,0.04096855293587287
LAMC3,0.09278319102955514,0.13445232137465787,0.07982225273683116,0.0019843190659608973,0.02126464250901454,-0.014521044776987848,0.1750027531738432,0.009547753527377507,-0.0199756419197272,0.07033178658419824,0.007887454135707647,0.011462694234078313,0.054132775128753675,0.026395150115433797,-0.03289209572228853,0.00208026851636482,0.05155020221160074,0.043819628142931645
CCL7,,,-0.01592352802876096,,,0.04649515640097486,,,,,,,,,-0.02464519866048169,,-0.02072232066750064,-0.02335481859878278
NGF,,-0.020469143284784205,-0.027339906877531038,,,0.025826097761271306,,,,,,,0.14594031987725298,0.031067627732190427,-0.02846323145552644,-0.03514541471219917,0.01946757862400731,0.05727081395725452
TNFSF15,,-0.025322884862084418,,,,-0.019896283680149323,,,,,-0.0433694787372317,,0.04356070981984056,-0.040585979093859026,-0.024026301276842014,0.016793458187262175,0.025754079146755923,-0.038663836726285636
HMGB1,0.021377379119594933,-0.022070939008772248,0.027457750849315832,-0.021508376976983053,0.0926598603513616,-0.0340924596638058,0.12551722732501178,0.009202972291486528,0.011833732940038614,0.02617752027021402,0.0332401175729641,0.007325956636674316,-0.028500961097788265,-0.07567375076020277,0.040437627478385876,-0.003990088779206587,-0.05687374802863283,-0.07223849959605387
ITGB3BP,0.03976435013018929,-0.03205248194843854,-0.012766548404028634,0.09180841926485588,0.011922220477473093,-0.00883649243139935,0.11931509191242518,-0.01794125989478501,-0.025159988730690308,0.08364641788815726,-0.047192090087994874,-0.030219836586006178,0.09894353209382603,0.039905479481489224,-0.003754265991565172,-0.014214465565871205,-0.016282746277156798,0.08537590653834187
AANAT,,0.010340865320493196,-0.023102616574082937,,,-0.018103585218234953,-0.020045160890512892,0.0634757903850552,-0.013185842817499857,-0.01685296834100163,,0.05407991799391071,,-0.02816634555443878,-0.021620793235929133,,-0.021925079432124794,0.002933322652535457
RELN,0.015748195544419644,0.07770770220763594,0.0012101856085075847,-0.007725607310076997,-0.03629607350016049,0.0711071377379096,-0.03857372395520188,-0.031075583467708393,0.07709709750339776,0.12601418424552602,,,0.039900961904389964,,,-0.01535540302587626,,0.09250452569836194
IL15,0.048349932935265766,-0.004412469745490647,-0.036009778642288895,-0.02290386622421425,,0.0667777122787191,0.07659518005090873,0.03421598635208643,0.02309619571692197,-0.015630349204753258,-0.0013405911476397818,0.025822787055143806,0.0055340890733215275,0.011860626795764355,0.013960724271713085,-0.006542691122780038,0.06426888340783256,-0.042597572402395534
UTS2,,,,,,,0.03853753113513125,,,,0.04389908198644811,-0.0803891533076597,,,-0.01841168781410774,,,
BSG,0.09934384866999803,0.008943909101597288,0.052009939816749534,-0.00038782501992297045,0.026008228577034834,-0.008946685002998486,0.023562525654657038,0.04946743937483867,0.004715230823265469,0.024361687336402937,0.029530293727006253,-0.048205006715349566,0.014889719998847936,0.03727933711453943,0.031065013293051398,-0.04945715359978117,0.04410909397164888,0.017965003507184298
ADAMTS3,0.010306627822456506,-0.05706245676336685,0.006546865141640063,-0.03158888289227275,,0.01099367452485528,0.12348943970255105,0.013638111872213962,0.019238525795790953,0.00018442475378185536,0.07364724069409169,-0.0068795042522096115,,-0.03372633134860173,0.008381734413394503,0.05251190238318099,0.053172308158677246,-0.01847931440199371
CD34,0.030049233604223274,0.00922318853641223,0.03550097900794816,-0.04503952989922347,0.006338587920440101,0.019649009634973718,0.04766916957656427,0.027301512341847693,-0.012453462422022736,0.0209955592646943,-0.012941230708571078,-0.03162389005973804,-0.02139602670519236,0.049233306527502435,-0.044766359029150285,-0.01403470433976919,0.04251945470923412,0.01799055527454781
CCL23,,,,,,,0.09397727179974014,,,,-0.04092385274625667,,,,,,,
PLAT,0.06196725339635399,0.018007522131755906,0.044348116866509524,0.08636562213206864,0.02301623277169099,-0.060307847779613954,0.08668016475311155,0.00834276172666364,-0.00705561923185586,0.027911899030963663,0.044009361521912094,0.05761240523241679,-0.010494985112021743,0.11116901517044417,0.032979372245183346,0.025564679149855926,0.009539034196920738,-0.01889447310427009
NTF3,,,,,,,,,0.057088313516008515,,,,,,0.01565480217707642,0.03408164270243516,,
LTA,,,,0.20422046569051144,,0.0025709207404641943,,0.02635080008313711,,-0.01563035113417086,,,,,,,0.05687663756365244,
CKLF,-0.031074166951956205,0.06377555515303272,0.052193268616778234,0.031261557341028444,0.019523482972111785,0.020414297247883285,0.09752741613914964,0.015797894967436044,0.03221987249224026,0.07063591610533829,0.021855604988563555,0.0549683984477743,0.0659887068428804,0.09527540921720687,0.048429956320716096,0.02080689110176951,0.05902616648517039,0.09323444715588795
CD24,-0.02864748075395271,0.017033192701154106,0.08277561022365558,-0.02714296978555025,0.049705097142993294,-0.004289574667106843,0.09231402127664019,0.04495359312429955,-0.055667021771697196,-0.05024078995587179,-0.03244031168167958,0.10994489223968126,-0.14360052026467732,-0.04504787790264302,0.022562114031070796,0.07179393650272788,0.026605065587659585,-0.04814220593342822
HSP90AA1,-0.0903736237615842,0.03752309368194849,-0.06863946385471621,-0.015453904207681089,-0.015374719610818308,0.06787600513339209,-0.10611511173455997,0.08499055744451232,0.004909212102106469,-0.016962226133714127,-0.0051566643369709295,-0.15200888060869622,-0.06670589557943069,-0.02366468967062782,-0.043537394380968715,-0.07460741651484853,-0.09914810345321774,-0.07515734739303047
BMP4,-0.029905683854746627,-0.04430023308473421,0.031185605480802507,-0.014015220971241133,-0.020634044946327933,-0.02930463102448399,0.03779110425259759,-0.01042387371949076,-0.04159681219086916,0.03760618447613387,-0.011973809761127127,-0.007811889770296096,-0.009688902656065063,0.009484003990974137,0.054019718328578804,-0.015597721526882113,0.03916990853717018,-0.005535788932478336
SCGB3A1,,,-0.01592352643642943,,0.09066763567460649,,,,-0.011122387383195079,-0.01090665231867554,0.008373575479900927,0.07623594537316761,0.07078787004394267,,-0.02466924129485888,0.0895558147178649,0.015184100763740032,0.04519937097309843
IGFBP4,0.005392970517584433,0.0017223845239360226,0.08419423185534505,0.012773845975359431,0.025962489213267086,-0.03367407339062389,0.09386783766693702,0.05881366245046948,0.002497102192875261,0.043823995179983,0.011682797875189816,-0.04180246987035511,0.03621642482611288,-0.035247469123735234,-0.012496990163059154,-0.0377398209008221,0.038768186349161765,0.019713517211907037
RSPO4,,-0.025005157096204298,,0.009074001872250301,,-0.0027192364285148368,,-0.015810346158629442,0.19229869821805778,-0.005706024653385823,,,0.04687825915251421,,,0.06765621871745967,0.06391803358439568,0.08612886569152604
LEFTY2,0.03717010472428832,0.017840313956724602,0.061815763348159095,-0.013383551570456554,0.07072680063984393,0.007505968746858534,0.13607477058891956,0.006401303353496729,-0.012195832011543319,-0.019295493921087897,0.06778813309566455,0.08990020160308579,,0.08198496679063899,-0.020920982814393474,-0.008412431055891593,0.05920768786972489,-0.03446470042698799
PF4,,,-0.016518102577915365,-0.012026455990742006,,-0.015589001421173077,,,,,,,,,,,-0.014781272772194034,0.0721571541034811
ANGPTL2,0.010403567270974646,0.025922445746964822,0.02372469509971698,-0.03166007599558933,0.12753769070941978,0.02798518575129919,0.10410642061656591,-0.01264336427466813,0.0015901855404535357,0.04268731874118028,0.0346128691213923,0.13844932270742666,0.09644797278936476,0.002438046486068771,0.00599582918835072,0.05677713996324774,-0.015060806132340829,-0.030132756772006827
LRIG2,0.05432242333616507,0.030274623049046233,-0.019893371930876935,-0.028235439860873415,-0.03623472655657403,-0.0016110789088847363,0.061151570560516344,-0.03174307696644623,-0.01741874837682522,-0.0013948023102173643,0.051908188187677305,-0.07544638392222834,-0.04136185744209694,0.04057931444295802,0.024094917481474756,0.006907266682190972,0.05132596114387422,0.04227542531886887
ICOSLG,-0.040678967094150184,0.11570411189915532,0.002404158317452551,0.011042928667499704,-0.02868567477747356,0.03132501526421741,0.013579903101870346,0.03435000016698385,0.005261077573159332,0.0011562822604784524,-0.02953361666660465,-0.058701685521875144,-0.017357241365262475,0.01981372534436207,0.08959637595941214,-0.01494871634926989,0.02659347628732629,-0.03030227534383947
WIF1,,0.03302218763623887,-0.02972164448103682,,-0.0031272649644971586,,-0.05599627756485939,-0.012200469651773857,0.05021513731902763,-0.045546887336965686,,,,,,-0.01652755330189959,,-0.0107464749038871
NPPC,0.06475248344421741,-0.051031890265737824,0.002788438052296587,,0.008647440256935233,0.02271567901300481,0.038462759609952255,-0.02379923975298332,-0.015457394317232077,0.022195225774721113,0.0494887321116334,-0.04263679046155346,-0.07817176992125689,-0.03372626657516278,-0.013604117702933894,-0.023878394783989964,,0.043035085578762206
LYZ,-0.0355880617924473,-0.014665808651473575,-0.007541896544793077,-0.0520607126320787,-0.002104977286291431,0.05203749522112387,0.06955221439431121,0.030111936004038883,-0.02149393573257798,-0.006302962124069472,-0.02273627373139138,-0.019631903784592373,-0.0818704091582911,0.04045399394034791,0.04046517392006407,-0.015247435778588819,0.03415326399734326,-0.10691407067012307
EREG,,,,,-0.019487916451533895,,,,,,,,,,0.023715791988917476,0.013233555155875336,0.04261092366190701,0.07759818206807452
SPTAN1,0.0930435661155935,0.03656036221129681,-0.0199076188836997,0.013160522479636335,0.017178180939748378,-0.017835336634909545,-0.03055822397256714,-0.020809232052143006,-0.03551075533669584,-0.03102055134418801,-0.016208620326307797,0.0448533586526525,-0.05913683508398376,0.06289730688221928,0.039226559233404706,0.04987677832182777,0.030324809023500172,0.030297876636532856
PTH2,,,,,,,,,,,,,,,,-0.014780803363003097,,
LIPC,-0.011454558241052237,0.07964308504520172,-0.020222499252602232,0.01798692279367569,,0.013437042051578058,0.03029300074844584,-0.00879574393595966,,-0.02455381996530238,-0.03834146370545752,0.12892097657384038,-0.07115690792512343,0.08518811115356958,,,0.05722434594125841,0.08845979011796494
COL8A1,-0.011703606668188926,-0.042701407618185985,0.02950645171643034,-0.009230111666662065,0.0011493087195254886,0.00016452308036826944,-0.0006463899525623575,0.02828437236414217,-0.04304044614334584,0.05648775515801236,-0.020138157824294595,0.07045548288067993,0.06440854802859097,0.04420209504830848,0.037892903696453914,-0.006971914394227393,0.06094039639087321,0.03182934627544889
GSTM2,0.026052059984511718,-0.051403422042628606,-0.03242989855646628,0.03463455771600508,0.011190349086281668,-0.024695456479397998,0.054194054769415904,0.09615382037905026,0.00525053962225331,0.009681522890644783,-0.03517353399861756,0.008850301220932597,-0.05913152415251741,0.0047778949654621004,0.029579455239833876,0.014508112060549833,0.036783206377358026,0.007266320452085695
IL4,,,,,,,,,,,,-0.015584533708528006,,,,,,
SPX,-0.0070550989948065775,-0.03429578101824257,0.00031792089922877924,-0.004373285434176243,,0.011757237497153935,-0.01666503848886249,0.005157285331443234,-0.024423253877932746,0.0014776640524854303,0.05353845478411541,,,0.026667719970763816,-0.007455185986862855,-0.025857692898627865,0.02245197576474181,0.10889546569954175
MFGE8,0.07012980933099212,0.017574988493082363,0.029005139005546788,-0.01738092813335114,-0.025816097759715342,-0.014042603859548032,0.04679586911428436,0.009022608469077615,0.014914927997286468,0.0030702422317990326,0.011273130405455242,0.02589788868868189,0.07150815057547036,0.017282312116877228,0.009486599421258964,-0.016996912471815208,0.0576080382436538,0.0077384639921386856
TGFA,-0.029963762132446566,0.028852240191965996,-0.016485714647290563,0.02009494948231404,0.0050273173083085505,0.021685034236740227,0.043009558946101534,0.030370663676331185,0.0014764972935365926,0.035756012677752906,0.09599505057740317,-0.09850160353422889,-0.06700854161704083,0.08583578765115787,-0.033796706806782234,0.07167378354681626,0.008405103819555709,0.07737255649185476
SLIT2,-0.029905679069388732,0.04351947897180922,0.04869631464091832,-0.008738673515456685,-0.02560628453700223,-0.019705485961362203,-0.05511480343624493,-0.03289874875319566,-0.03665199441908933,-0.025307429402741208,0.05168602595563148,-0.06958556226349942,-0.03735494168406893,-0.03814142483559548,-0.045698376403497,0.061995086425557934,0.032899641246881925,-0.044458456588607954
PLTP,0.02164889104627601,-0.02208004424091273,-0.015324465778820335,-0.0060140087141655335,0.0793578331956082,-0.05787482190588472,0.06271502437000001,0.025601444987521108,-0.026269549692290447,0.01966695419129946,-0.014774316532410162,0.09609314839185332,-0.05084260560968311,0.029520744248642414,0.001859374109274099,-0.04204109138304759,0.03728763540277332,0.04711568595780107
APOD,-0.17001424914705665,-0.03299177069634788,0.01627616319648938,0.0037423143586412595,0.05468442029797591,0.034410039937179476,-0.003145267504953903,0.01997663825354832,-0.05504463289450333,-0.024198457532987987,0.03716826820746243,0.08422551548106318,0.12327889068318319,-0.002248209991473869,0.02783447744233894,0.0071905336111064535,0.023336222826010382,0.03806529301303759
B2M,0.046760503805390055,-0.03321078175593678,0.07823317052131035,0.023710780036206348,-0.030795500058908548,0.015080341232719997,0.11549499152465426,0.03087405207451655,-0.046262789939507463,0.08042401272269785,-0.00768702102952451,0.145255272918678,0.09454806323699688,0.08402762148872263,0.04335665103253355,-0.04001635379454958,0.018328165480611083,-0.1139593931473992
OMG,-0.02021833357348248,-0.004492601909826388,0.011437709474665903,0.019136621613887402,0.056722238056092444,-0.007827231389941373,0.011233612767629363,-0.015415278854391418,0.0419620646319392,0.048027455516078864,0.026957266712892006,0.14523656463362733,0.04171931114512706,0.03597470942734912,0.06721434913613807,0.055023466465986354,0.09644159158805153,-0.0017461656376271295
CXCL3,-0.023401112529406288,0.05745037777862446,-0.04079095700996313,-0.024725248980640078,0.02471429549005055,0.04777713966073167,0.13464614767889782,0.01074717384028227,0.01187862417265676,-0.011256683260452602,0.04252835021537106,-0.047825807690888886,,,-0.015097205338347556,-0.017461375270569755,0.0038753742649817466,0.05195780286799365
CXCL10,-0.0030871252587461296,0.02149378833533682,-0.04059050387149984,0.026566398263523236,,0.04804739494081934,0.07836946894466759,0.038666961866365944,0.04601272368666915,0.05713481007156504,-0.061812226222883335,0.022309025266660266,0.1461346231876159,-0.012376775807205248,-0.025449329290161925,-0.024293735924076316,0.070053854324519,0.014475172952564943
RSPO3,,,-0.005582055139935977,,0.113395335751316,0.04591966350590299,-0.03291521706436958,-0.01209575999888642,-0.008238057277310347,-0.011763017055854972,,,,,-0.029579607515312377,-0.004935506385403889,0.23913724447579102,-0.02258583259013752
CORT,0.05221877113949252,-0.028035186724476892,0.029715625529164937,0.04024612054754793,0.1019528650624153,0.08920343048967698,-0.042283457806068465,-0.03296780143567384,0.007955186528672617,0.034675817932221964,,,,,0.06691801553191365,0.11518024609726685,,
NCAN,-0.050989034812578465,-0.024034823111810984,0.027571942449341375,0.005625865697803126,0.0024724658802384282,-0.04786850221378069,0.04244938144246398,0.033563847030770484,-0.01918147657853979,0.029426202255125745,-0.06372501931265995,-0.09940022247191924,0.07986178550305209,0.11745274996514508,0.05793408197973412,-0.002334921447520931,-0.0012716345039853229,0.04290684714899772
PRG4,,-0.03826144749124917,0.03438211315528216,,0.025372957071876437,-0.017867456573491793,0.11025470205679627,-0.02020499474386358,,-0.013752911436744552,,,,,-0.02699331255293124,-0.014873552815386479,-0.010021177060876659,-0.029327201878372917
ZG16B,,,0.10214287812939,-0.014471885141447908,,0.007398113230726822,-0.030784927600225095,-0.010801459747313344,,,,,,-0.03131154640800521,,,-0.02622102882189327,0.009184515709008304
TGM2,-0.007732316921053341,0.03788426858845019,-0.02290649601814471,-0.003440112271877468,-0.06063892497682668,0.048246823794888774,0.09525478038500552,0.004840459483857049,0.025243314328922135,-0.031385546516987634,0.030355796059779633,-0.12823185566234047,-0.003293084114031614,-0.06544682589917226,-0.0504895501101575,0.05618017403128795,0.056727396827525714,0.01617354066712241
VEGFC,-0.02905876911589776,0.016592384759546167,0.07427223972187169,-0.0008514646769397216,0.031090258453224624,-0.014112757506445365,0.09791579810892136,-0.029085666191713485,0.04485171468693805,-0.014035394310368043,0.03459072416883658,-0.02754628138330473,0.035688809101663714,-0.0405859827131805,-0.017763261460279452,-0.03034417677996393,-0.007196766089270788,0.02473254812490343
WNT6,,0.10871535922475291,-0.025692260453026222,-0.013383551921701216,-0.0022007796926308745,-0.0247129931060219,0.05730616466319408,0.010894408770450455,,-0.01224938340981578,,0.00916111901262796,,0.016850482473876667,0.0362636421880212,-0.023595992425180495,0.050740042860873205,0.007918890174105131
NRG4,,0.06420205531608576,-0.014666128350312238,,0.08189170090879443,0.017852704578842107,0.10031515082645208,0.058832276492758316,-0.024097396929183484,-0.016373924540280926,,,-0.0358011932565278,,,-0.023477986908390376,-0.02102910578228619,-0.02793219907074609
PMCH,,,0.06524827586981845,,,-0.030130525417518435,,-0.015810345395609476,,,,,,,-0.025050147973816016,0.01419106252570705,-0.009168848969701205,-0.035771200838327466
COL9A1,0.09341519296978508,-0.04042332803210373,0.030601030516888058,-0.03324145149430903,0.09410015455009285,-0.010176716863991592,0.04910725047214204,0.0010120821434849464,-0.023560699433041645,0.01892739393990307,-0.012881668765897017,-0.06658226510418144,-0.03311342912372648,0.05778540000117639,0.07159702896081915,0.016764088398038727,0.043869861855760736,0.055524087651652294
GDF11,-0.05043951753718291,-0.0052202003185272605,0.03858676125239878,-0.004428865477767641,0.03764448003132176,-0.02724866171648819,0.07261087262229375,0.004101569159550583,0.010768557496463157,0.011135596902113984,0.051734798938121905,0.0805617384434236,0.08540509281967326,0.0030501935550718206,-0.00017530106560725863,0.010824723404878982,0.0074101091462974045,-0.04797114572217942
RAET1E,,,,,,,,,,,,,,,,,0.013609035035002449,
IL24,,,,,,,,,,,,,,,0.0043072869091286235,,,0.08565018864836747
