,UKF248,UKF259,UKF266,UKF304,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CCL7,-0.02006807381803404,-0.00990908968358755,,,,,,0.008094758549499134,,,,-0.01631157816631978,0.047982254610078524
NGF,-0.023813116108680577,-0.022704255365433704,-0.020180396346790933,-0.017003802779590182,0.11107554887795247,,-0.014037758449716853,0.023411677972751264,0.008779704669594312,,-0.03327020987398998,0.07430538710252581,0.12115972181708864
TNFSF15,,-0.01103425601004291,-0.024503425374998646,,-0.014605550857444949,,-0.06676484203296978,0.018651047443175396,,,-0.012034280134144542,0.07876673691131887,0.08230694219306342
HMGB1,0.02137580451243134,0.03983786289629157,0.017506625821807374,-0.0008151096587217232,0.03752073274531829,-0.169493267184877,-0.03487807083215334,-0.025858917768378998,-0.07394341583017983,0.041686201545540445,-0.0035910587468102498,-0.032270370142651675,-0.037801420260566494
ITGB3BP,-0.030798858702727857,0.010192868831811159,0.020635746135414045,0.05865501078379154,-0.0061327793469079135,-0.10906344747499329,0.02493420674640186,0.020291575073183705,0.01696245209682393,0.015769769023341096,-0.009753652108108829,-0.028921129617261388,-0.018963640791863242
AANAT,0.11216045562370495,0.19083250864033843,,0.08450710166294596,,0.0056989424578654125,,-0.021301732219692022,0.09716312378233086,-0.03805002338234597,,-0.01725832992830568,-0.035892414501980996
RELN,-0.02088563443111395,0.050100865968069765,-0.04284436619985054,0.007797715658670128,,,0.13860735058091256,,,0.0771539293498103,0.03604180682633275,,0.00016028535524189444
IL15,-0.011731385667364532,-0.03484869930171625,-0.017435643866117668,-0.032759039025785155,-0.034343272212540334,-0.06383279001976164,0.12606914372194297,-0.024128521095290182,0.021806640937989452,0.039747165398966784,-0.003786717295865867,-0.007520949848107602,0.10417847893683921
UTS2,,,,,,-0.04020136217140706,,0.07546160456180442,,,,,
BSG,0.0607400995701947,0.018902744103967264,-0.01572624196690505,0.048998366379590846,-0.008149222585608233,0.08197460724458805,0.16426981047558264,0.02515866411957806,0.04402954009520259,0.12028684680920027,-0.04600198490348265,-0.010549984264689182,0.04077660714312736
ADAMTS3,0.08838637967190452,-0.0027322369942724867,-0.001465167806513476,-0.025669880612521866,-0.028655427962793127,0.044499280795309994,,0.022016261943347413,0.019975993141971297,-0.020454263083802094,0.01933553506890712,0.04638447894349898,0.02888079908828108
CD34,0.04422072541764207,0.015192880790995377,0.022003481841944637,0.050092016689906455,0.05047785204781671,0.03907263981175476,0.01991785804782197,0.05538353295215627,0.11259433420167851,0.010681668884187239,0.09435120408399611,0.07830543684698395,0.00913394115621206
PLAT,0.022564974433941693,0.0658071968945771,0.0057572572161217195,-0.052956591704386866,0.05023472715174472,0.07116573487364465,-0.024845219230104184,0.08891382235209878,0.03377166141813633,0.09124565936602536,0.05054846795486742,0.06140187608919311,-0.06850673750165479
NTF3,,,,,0.010891204920358947,,,0.11054557642352243,0.10514615243167101,,-0.030562228041994956,,
LTA,,-0.012700218471956137,,,,,,,,,,-0.02322711119075761,
CKLF,0.025730741453491423,0.01381714200009913,0.016942895253379168,-0.0348543458096041,0.0075543624070907815,0.018017730282175386,-0.06577674929739008,0.026323715556292135,-0.007178149725657507,-0.05051817939676178,-0.00804356821903955,-0.009815217448171546,0.0033699005309014963
APELA,,,,,-0.02692455023147777,,,,,,,,
CD24,0.009417809986132097,-0.004349549517049627,0.043205533049803714,-0.001522423277949513,0.07142688124484882,0.011229748404995653,0.025474418397775558,0.10699581722046199,0.05409197724764323,-0.0018198888906179058,0.02356081581047536,-0.008425004020943334,0.041174334541781044
HSP90AA1,-0.002176865229930176,-0.06385206919960655,-0.01264271337841519,0.023615407393776763,-0.01919283828980535,-0.05910727443538946,-0.07620592279013967,-0.09187612295165777,-0.08334141594298815,0.012633240023641088,-0.10326925259769985,-0.021878079618623515,-0.0011084644160523143
BMP4,0.01261107868677875,-0.00931608494177768,0.02176034393681331,-0.02549813697923747,-0.011433251413589795,-0.028843167778853266,-0.09945435297796125,-0.03442824984805176,-0.021301006675668307,-0.025123297097858883,0.04503814029621878,0.10129544328806785,0.05796772437687149
SCGB3A1,-0.02006807181125347,,-0.022256907767364466,-0.028139966194646746,0.06917013857222759,0.04871135913151883,0.0033583917319101966,0.003910900777353908,0.007745870801352375,,-0.02499140249341454,0.01711270793212602,0.042502028957004306
IGFBP4,0.04068792576098042,-0.05820021574804984,0.04445951122089128,-0.03025332990441792,0.06850987600844188,-0.038296903910635074,0.11794337374865473,-0.0159868472674122,-0.04521876629504495,0.07092702659060159,0.002101734870162986,0.11750302525235119,-0.021153539683159518
RSPO4,,-0.019439909454713508,,,,,-0.041703844842775326,,,,0.11617194124852856,-0.0033536993242303183,0.039534099301436004
LEFTY2,0.04890171713171471,-0.02837753364293448,-0.01714465565165533,0.11001802162380148,-0.016514348260867617,-0.001595123969445815,,-0.018810941676269496,-0.014100117574149078,0.10476590219664175,0.010776234899983547,0.09802243326684984,-0.00369500128598327
PF4,-0.020817403107448004,-0.008645485528222804,,,,,,,-0.028818786122621103,,,0.04707894711526887,-0.035453867479989104
ANGPTL2,0.04236966899577926,0.04804086236001016,0.011367240399057465,0.008181727447141358,-0.02564392791592759,0.0714589738810253,0.007206456888961229,0.06336200237730309,0.07574765472866339,-0.06936385455873034,0.09893395070639671,0.01851730566813816,-0.0033956309786847302
LRIG2,0.008049960286971481,-0.05638686494327714,-0.03595783077071108,-0.04714758725529793,0.03178124505586057,0.06112191222405652,0.001781727841166085,0.031400254411676064,0.05499784010171775,-0.009543297085724987,0.008057134102220705,0.056598743855753024,0.028869939383475034
ICOSLG,-0.0058531571474865485,-0.021153657611288925,-0.01801931793022602,-0.009251934772369628,0.01993298559379797,-0.055320685402687926,0.11291857373389091,0.07836198677876575,0.004339154197917012,0.0005279758286250928,-0.003707582270686955,0.0592605373600786,0.0521915030206982
WIF1,-0.037457537950226605,,-0.025430262155796555,0.1383279833401785,,,,,,,-0.015645715708879966,,0.054430542471369636
NPPC,-0.026539185216990856,-0.013411280086556305,0.010738288420077768,0.07576824190868268,,-0.03530915887332975,0.11368599854467297,0.008552277885111887,0.053900237035322936,0.021805133477927438,0.020400370107730065,,0.047420222485256444
LYZ,0.027575065086792236,0.03849219901747969,0.005420157469986038,-0.09427029437134328,0.005459402741085061,0.049454853522228136,-0.027582448482763037,-0.027870923799856624,0.039080169426384405,-0.0009363548395735292,-0.004565084358504108,-0.023544681002643755,0.016427167103145554
EREG,,,,0.013395317268206138,0.0006639119706605759,,,-0.018759182477112515,0.08584545769586864,,-0.02096285336347065,0.012951035384085059,-0.002277550676493327
SPTAN1,0.019568633584393487,-0.003869042939986555,-0.017471243979359355,0.045495992034455875,0.0022694548042663755,0.02082448586715204,-0.02212093444425224,0.09018961393300658,0.015441969505821804,-0.06074613334349255,0.04369462790088012,-0.0315589484659858,-0.052280718573422445
PTH2,,,,,,,,,,,-0.026766334139950953,,
LIPC,0.06871527755712978,-0.01553658138709135,-0.02703821290400529,-0.03132775270797621,-0.024145865724760966,0.09779433969291161,0.06396963363770242,,,0.13220447528385462,,-0.015338431334816353,-0.04629018396001067
COL8A1,-0.04008790606781437,-0.04412437116424875,0.03668530662582383,-0.017404621326532806,-0.014600470784801572,0.04432965488783638,-0.05010144393486731,0.0658901258016741,0.024248511444579023,0.10154967126284309,-0.0020846012298358675,0.06770643700115919,0.012062087175521138
GSTM2,0.024022793518580804,0.05182174666278112,-0.014744184643778966,-0.027821152270002168,-0.03540098640080749,0.035393804121184654,0.14103411366026902,0.03904325951694817,0.012948573558372532,-0.0637823275268133,-0.0011992846653194526,-0.017614099038648006,-0.005826400301536694
IL4,,,,,,0.04504962088718902,,,,,,,
SPX,0.00989013232092307,-0.02545843525893053,-0.024904534729178116,0.029532574643207042,,,,-0.016153948179559903,0.0100421858058135,0.011226905890104541,-0.02339643069308419,-0.060076340307371794,0.012397997234949481
MFGE8,0.006595954387087551,-0.00209050140714506,-0.030685584369299707,0.028693290194996113,0.0681995935072597,0.006763961139305975,0.04011689618704693,0.01490169359859237,0.03807688593286617,0.08337774997514699,0.05267465519458624,0.04067333475935512,0.008392200613759414
TGFA,0.0050121933545867105,0.04150932699173451,-0.06587752833163125,0.004031114027686734,0.033385802288597936,-0.06517244441094192,-0.030841832049861788,0.03941396625594058,0.04597102608353737,-0.019579559033758978,-0.023855819271306644,0.0317867573997778,-0.004266555107352899
SLIT2,-0.00814761609718111,0.0138606648748584,0.0013256853319616505,0.09249499250007226,-0.031984007635001685,0.02696283915698581,0.03609112515399148,0.0830996521511506,0.034827556871350675,-0.04340010910235062,0.01005040076355609,0.05591979134328879,0.04924907229550005
PLTP,-0.017921077584963127,0.028078266754241524,0.0011650377728066924,-0.06525578575847174,0.028470224770832192,0.033846341696578214,-0.007907320515368717,-0.04720260462289839,-0.04537697593090571,0.06115185107808338,-0.03745337265289397,-0.011918132204523172,-0.0031889592613186307
APOD,-0.0040827343167360594,-0.03845723480236258,-0.03614481196782789,-0.0025861563260800692,0.06460451014717405,0.044595268888000174,0.004519731155729918,0.10243147762324242,0.08641601433540011,-0.06172547535728781,0.014613661870981808,-0.015226353656950034,-0.1307921442570993
B2M,0.08640820872962489,0.040416707495794305,-0.0016731726904473168,-0.07972763924063433,0.05242508434386178,0.08511424354825796,-0.011186938157286391,-0.017483175357683303,0.0077024669056967865,0.06401063724624459,-0.02454803610430676,0.06413983941262365,-0.05256067844223422
OMG,0.0025715525220332603,0.052040165894086374,-0.01468590868223541,-0.07047036068802445,-0.012229732470372618,0.08273366525774728,-0.04706262566729865,0.08210245457073065,0.12750110696528044,-0.07954179327202461,-0.014175814792382798,0.010085389514484745,-0.027001382992362842
CXCL3,0.024335089769460243,-0.025539133931396427,,-0.02462419301699689,0.06595412473784229,0.019794850507956756,,-0.01722857313896375,-0.047379704429164844,0.163304145388237,0.00138116277005746,-0.006071210183854068,0.0292567933954129
CXCL10,0.029541367364319213,0.06505346290611223,0.006699331603712093,-0.00907992744532302,0.14211804620374568,0.07784626484127857,-0.0067292160261538505,0.08118669500461267,-0.03865434665533563,-0.036098371409879336,-0.022997528964617913,-0.04861862721466894,0.017498413176339215
RSPO3,0.010826323569538106,-0.01004004478670368,-0.031500016574534453,0.09893561542307357,,,,0.11221935480095228,0.04314301890735248,,-0.024857530243394273,0.1335383985360762,0.006906833728905762
CORT,0.01365043299521724,-0.02251557136041247,-0.04011410888719518,-0.04280239511823485,,,,0.0967100638807624,-0.030157394930703876,,0.09728539326894771,,
NCAN,0.03343714141167015,-0.06227702251849115,-0.05529668941567956,0.03959456131118311,,0.0790315988727259,0.04866305187124893,0.1621494802683117,0.0592358984512776,0.03306887571086341,0.07122946962890903,-0.11669687724632949,-0.029594388240555013
PRG4,-0.01808746662536282,0.04856874549530762,,,,,,-0.0019754622771526497,-0.04449908167325781,,0.03927606749826992,0.01874978120517119,0.0421859057759149
ZG16B,0.04840063253328361,-0.011500712249120935,,,0.048344841518935776,,,,,,,-0.02063988720628279,0.0061503967927452816
TGM2,-0.039445463949849414,-0.02519870910531277,-0.021609991277995268,-0.011366520993922075,0.08265523604058131,0.0693382283436242,-0.008651373590368647,-0.07238048418417757,-0.027998093774003755,0.06835476875251735,0.0035293999987441402,0.07194836209229219,-0.03154123312561637
VEGFC,0.03298199368370506,-0.01766065382353935,0.052664298441428774,0.03317631093837986,-0.017445951034663967,0.048492601583343176,-0.04766546308484419,-0.050081708401356506,-0.003310143270120182,-0.006029246347954908,0.06432785587168466,0.08045084014771241,-0.0021750993615478097
WNT6,-0.009908277011050137,-0.013705549090976,-0.017883598303553638,,-0.02436055788860971,-0.02067088504681679,,0.037936653061144986,0.02967151998147484,,-0.0050123454779286356,0.040209840438627104,0.0021269066257241925
NRG4,0.0005571322036401553,-0.012059817324228552,-0.02189283031348444,0.0021652518116457038,,,0.12435181121269406,,,-0.028379791479471162,-0.02222530473057149,-0.016553064120541885,-0.0015008772263063888
PMCH,-0.021303113808723566,0.0006334844142528049,,,,,,-0.02804858241518968,0.018407047206688454,,-0.012796412833528368,0.11162051469837497,0.02297980912715434
COL9A1,0.09719828927312116,-0.012595599000627233,0.09797919364305976,-0.017249457062924124,,-0.017129147738167434,-0.06156455706870331,0.09029115694244055,0.10153615131344915,0.04066327060720862,-0.024248378180644122,-0.025032474716973032,-0.03912188908720803
GDF11,-0.04222362269996546,0.057405209249874155,0.027880546574659736,-0.05897603514838181,-0.01759206034646128,0.03138789254903239,-0.0697484474823648,0.01796802242442209,0.001986478789031913,-0.06395507894725902,-0.01639645005231748,0.016831526774474404,-0.003398994771078245
RAET1E,,,,,,,,,,,,-0.018158593727541323,
IL24,,,,,-0.013737814189728963,,,-0.02949102109898864,-0.02835928522990551,,,,0.11675959468946841
SORBS1,0.01861934685520802,0.0014314084054693106,0.004822692661956463,-0.010203528152125257,-0.012999275278670243,0.07340201509997282,0.06880209056034509,0.031087908190202324,0.06630981471018797,-0.035273530502640385,0.04678499024730498,-0.028250852367651003,-0.055680596399675854
DLL1,0.017209071742950225,0.01643405187732849,0.029564768512752075,-0.06738944130216161,-0.04236082124379107,0.03663424526570581,0.10078379441135721,0.06702906222252707,0.06078705699825528,0.0345706355959844,0.11334631718465087,0.0237593644715335,0.07875038073832628
TLN1,0.05805253169194009,-0.025168933533053713,0.03864969725303117,-0.026360872716436643,-0.0010993994711687375,-0.012757735106961113,0.048739450234680834,-0.0528510744255737,-0.032205150491566525,0.05141259754097115,0.044030678688312834,0.04391450441840807,0.07500093506234362
COL2A1,0.06513139362017771,,0.01930729392610596,,,,,-0.038154851434606514,0.024036989534343845,,-0.02695770517852749,0.11381217774490386,0.019619508952298692
SHH,,-0.010297172720360966,-0.021147511930230265,,,-0.03075722200058823,,-0.05834292366031984,0.08040961005587773,0.055375637653444706,-0.03792198617567104,-0.01528649665987629,0.03578595981138556
PON2,0.009937703742972493,-0.02270341860888718,-0.03672066822151455,0.01978437336858137,0.04192211144716452,0.044403660168771675,0.007988068808804833,0.06198137979537984,0.08753496290286009,-0.0020104363731704845,-0.014911278492985578,-0.02689480117777099,-0.017390689940641985
ICAM5,0.022044852781106634,-0.016048874538665513,-0.027876301030736912,0.022291667787886986,-0.013004529078288725,,,-0.008437633114846516,-0.05227343410408003,,-0.007309901347469663,-0.024194416596050743,0.040679335760227364
HPX,0.01212671860305821,0.12437153608563245,0.06576305853772745,,-0.025821934557444737,0.04608994870504125,0.008492239914969387,0.04074552799414468,0.06340436593914661,-0.02472605162004578,-0.035421053819483024,0.04374646554021576,0.03165616678142652
SFRP2,-0.026680554953269424,-0.011727363825321841,0.03611769290218001,-0.06376685965428684,-0.013558009136665182,-0.04866528598375679,,0.013808061170284157,0.009486792413323144,0.020324623091379092,0.042630974821528146,0.10073023088656485,-0.03818808850000072
CFC1,,,-0.030218906599388643,-0.01796779999375754,,,,,,,,,-0.04158731638576355
CD70,-0.0038730993668350403,-0.01993318174063185,,,0.075319557517301,,-0.03195470100390771,0.015419347216856068,-0.008747908621802195,,-0.020696672241978905,0.040768139277338626,0.09108307119960482
HP,0.04872094886482324,0.09900424808325671,,-0.04054425218363317,,0.04653207042328343,0.0021692850823985723,0.04949406801382355,-0.01416087611051051,0.007120278437122447,-0.0056070426315778755,0.10960365710711606,0.016013672660755048
CXCL2,-0.0070279069376324044,0.08073925999648612,-0.001121773485043163,-0.02232990143364064,0.03785358795500119,0.17560419917142397,0.22073932726459033,0.022838397625480424,0.018522396385667297,-0.016967238773436557,-0.05368559695581037,0.0813876284598792,0.0681083015630561
NPPB,0.0017735279763328759,-0.02891014665063037,,,,,,0.06909362437951662,0.006700750801844781,,-0.019125561548563298,-0.016791240031890142,
CCK,-0.03273881803165924,0.05131684430480889,-0.026797809204836424,0.06620389545249267,,,,0.050969920163528935,0.041178900939490615,0.04311359958216235,0.04695856651924452,0.05490258576403056,-0.08746357309858724
SEMA6A,0.031921821631838605,0.030363169016339193,0.0017263925896542414,0.006404783499613944,0.03404908092681339,0.006178646332844108,-0.02718044213423147,0.008551043246973922,-0.0027874266340378144,-0.029492659138940894,-0.009668184394209592,-0.034764210543555496,0.020477926277691922
IRAK4,-0.016882128165024927,0.0009734900584187277,0.027836553663076746,0.02204733861106223,0.024597569406109625,0.0281284876224891,0.10759083721707283,-0.001010334687431491,0.04255579501309881,0.06473956468395979,0.04750926944943141,0.021702099841381117,0.060334612765471786
GSTP1,0.0687203412902248,0.029007134003830776,-0.004950812698704397,-0.037365600495638425,0.017290331386830577,-0.030673240922257226,-0.0161315298545627,0.06504250729628115,0.07678860941025718,-0.032760304974157876,0.06182117151952227,-0.017184929890801882,0.0758037205779127
VCAM1,0.009526411101275145,0.03142832038359645,0.053185579591761116,-0.04468792927113701,-0.038570672165990014,0.034442262988740154,0.00735604733979039,0.03014030184811406,0.07415744209916109,0.03356267677716634,0.030139933542693165,0.08516654574734468,-0.03527114831959828
NXPH3,-0.021874946693147213,-0.006145060442052236,0.041170123744721336,-0.009134936554728435,-0.025923730209616455,-0.08390972263130067,0.10031792442626669,0.09081890593928409,0.03538193336095902,-0.021174787054554806,-0.021154484819879433,-0.042275056994863926,-0.05595332947398506
MTMR4,0.02917459339215268,0.012598864895577669,0.017450523724662922,0.027633210800972526,-0.002637878922381879,0.031004245838977262,-0.011626800742483491,0.03518637175527868,0.0541242457210629,-0.06820767334310314,0.018875522036952842,0.05415374198568998,-0.00777177454919661
LAMC2,0.049088766640369194,-0.0230159888649546,0.02178589689519069,,-0.019954800543173962,,-0.04645923996829019,-0.03625652019583001,-0.014183226342932771,-0.027438871439587592,-0.012420914611446841,0.14538216431546266,-0.020815469460289743
IL10,-0.009230688300191974,-0.013779821981695957,,-0.05534216654014938,-0.03241421891691939,-0.007089367428723305,0.022600108613580527,-0.031458937719302936,0.025496679323168573,0.06848710001675477,0.004867546220785503,0.10400319798456069,-0.022823646765848964
SEMA4D,0.011712513441069845,-0.045508580993601375,-0.07800546937447743,-0.007145949569363992,0.023616222326954064,0.03482288305218452,0.0063680589837490555,0.05571843344898494,0.04306497662604061,-0.04945257429623632,0.05628072299639391,0.015451969578932164,-0.017939079530907544
TRH,-0.03059492804316201,-0.024409354099373993,0.06756434863162236,-0.027980923577812154,,-0.06921623156641682,,0.0652620977625723,0.064850241027071,0.012624888480386596,-0.004535625471189563,-0.018807314881024988,0.023687996104048367
SEMA6D,-0.01580165281623082,0.023313509652195773,-0.07128474651805647,-0.017436743967004488,-0.018512137839916704,-0.023042161084726013,0.029829095024755857,0.07760385491340742,0.014622453134933646,0.03613697278110995,0.07084650031473488,-0.03833644796579306,0.04721633490516591
CEL,,,,,,-0.0076276680591796054,-0.008472573358038618,0.07306110479181616,-0.0017486630532436683,0.01861023170968741,-0.007371960145272327,0.022878477054967858,0.09579066155469707
PDCD1LG2,-0.0032863741720953695,0.06232904918912949,-0.017207545138488482,0.016344854552937438,-0.02921452490920713,-0.007706010421422016,-0.03577604430325947,-0.001927874638550158,-0.006107044569005523,0.008891782559210498,-0.027017638493763277,0.027434094204130167,0.08017041239794909
SPINT1,0.011971910097999314,-0.028694466714443468,-0.02225691456796926,-0.027174330142722313,-0.016780175020525097,-0.07963997846033002,0.10374309780538013,0.07996693261516892,0.08789527097462492,0.0030481035029927364,-0.038057910183161875,0.017110309720973587,0.08760842637606969
CTHRC1,0.07117354765065956,-0.03173669173536935,-0.00705806759995932,-0.012959849158294573,-0.06297294734181416,0.08642883397321417,-0.002035548361274745,0.00560131842314175,0.015851697112161743,-0.011336664467173838,0.004214634931350405,0.12260483063909577,-0.03842541673670878
PODXL,0.03706292152165202,-0.03858494787918505,-0.0073682524166504134,0.016087974023794867,-0.01927202363963532,-0.07015160586641868,-0.11113723350378263,0.04100694170179243,0.0021773483574143273,0.042062997955141485,0.02285230520411417,0.06572325614177112,-0.03847974086864393
