,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.05554987043730871,,,,,,,,-0.030696209637812204,,,,
BMP1,0.008451389074784092,-0.022635761288694944,0.056472563045832494,-0.022018405966574003,0.09420636217820313,0.03837882818225253,-0.033776867396211406,-0.006034257901372264,-0.3525097358977407,-0.016040771682007435,-0.000412656459525507,-0.06543376285484458,-0.04662781042765833,-0.03898456050982499,-0.043719912847558946,-0.025021837539176115,0.027400583475404503,-0.044397439131985204,-0.10461746101819594,-0.05339150010872253,-0.13174827910645398
NDP,0.031571848265536606,-0.05169034095286091,0.0613513291733954,0.06062544434955709,0.020335394252476605,0.05066152652952426,0.14885798328160207,0.013760969650586702,-0.08534993740591129,0.08993198872113908,0.030478983182502747,-0.050880428240117986,-0.047194194491948366,0.10188293501226846,0.09167127037846362,0.13556262634492786,-0.011426132411636968,0.016995264411855966,0.057929509217052075,-0.0028556258920049774,-0.050665788580354275
TNFSF18,-0.0203704097265431,-0.03421190388157664,0.06023577743020822,0.0545733462745321,,,,-0.0021353250182808135,-0.07307813656261922,-0.006459652475434258,,,,-0.035075012750161234,,,-0.03165645917955722,,0.11069773629549085,-0.06924161397218087,
IL36G,,,,,,,,,,,,,0.028312370068263048,,,,,,,,
RTN4,-0.03748331873062206,0.31786146859373127,0.11228510009518389,0.07844214899150934,0.01778337358737109,0.04805534821617558,0.18959919694050173,0.1707367337713232,0.4478478915636078,0.20093438577309566,0.08848837404090018,0.26447341332059243,0.1616075571503203,0.030283214256836687,0.09651542360429656,-0.052920128339631375,0.005273102474777778,0.18162089285114932,-0.019607609823758032,0.3465059756671557,-0.034102852102544226
HEBP1,0.03554735584543643,-0.06187451004788597,0.06625185438734882,-0.0039620871751658805,-0.018543515824092614,-0.022772050616391204,-0.02029240232947126,-0.05653790943819071,-0.13290964217717988,0.03383116154905292,-0.10040850661527718,-0.1172713455391412,-0.004607817994861687,0.024091459863503202,0.08265841926178798,0.1102569794699109,-0.0622541859858214,-0.02748684833507979,-0.011395848131133198,0.004022650657007346,-0.015982584969206383
WNT7B,-0.017945692950109844,0.23439504799446959,-0.002024718380311489,0.0297910217400232,-0.023252548307973932,-0.002562299119897608,0.01586061994504898,0.12379163842326416,0.23188312531851446,0.014933261153721417,0.006707644582625292,,0.03492023961971924,0.0007088844852885313,0.00491673930956191,0.028152012002115857,-0.03382203034332049,0.039870616458842253,0.014314947159328796,0.039479506177904904,0.03436188266947552
PTMA,0.0012952981570965468,-0.0009771595229531999,0.03158561263308384,-0.05400697928972828,0.055836668306028354,0.01103900376854659,-0.15668599138768793,-0.14215772094049806,0.06456631279384546,0.10918673014442713,-0.09834603768617484,-0.40676794211086403,-0.16485854146242496,-0.09224719304938116,-0.0207583123704646,-0.06304355121415292,0.00247087461896651,0.01480071895301292,0.023067620428019422,-0.09025223879973052,-0.10845626112486413
FASLG,-0.017945698023311273,,,,,,,,,,,,,,,,,,,,
CEACAM1,-0.024917758760503523,,0.09464972757656695,-0.0017920498138327425,,-0.00447815810643981,-0.04114737673504781,,-0.09310279866982689,0.02221088497303478,,,,,0.13405955822657106,-0.012281549030682265,0.021693832179666764,0.054201917214204115,,,
PDAP1,0.0503391137714648,-0.10026660882633422,0.003947385382800654,0.035033564076745925,-0.008317201381504623,0.01832380712759396,-0.0974426120765072,-0.012879662669074346,-0.24649704493862662,0.009638286848510294,-0.032053184716841286,0.009342478596416267,-0.11502816883331499,-0.002032858930343693,-0.011417037240869413,-0.06747037325542113,-2.8572240404549268e-05,0.03270017071541441,0.01594516667263559,-0.047369463279049354,0.0833994047160173
QDPR,-0.027257788299035704,0.1354200148895432,0.045404207069649184,0.010391582612767517,0.04901825754139759,0.020925915326525005,0.1774033808365111,0.027905135004912842,0.15961323410874648,0.06677145020562891,-0.0014172319376682852,-0.3056135157342183,0.03230046012532194,0.08197081193962613,0.02125272655979994,0.09498698118511666,-0.019733287860876282,0.0047293214108712935,-0.0005819138211434214,0.21035641433274213,-0.03113126089962939
POMC,0.05368285847665479,0.11812835705094002,0.0397463339736609,0.01371519650993738,,-0.03418245249259154,0.11845993644462022,0.04242184127212125,-8.238845691963861e-05,-0.00405004732448133,0.0009383328436079468,-0.05446123671278719,0.0488883058281374,0.027496853328016324,0.09135105577315096,0.052636189527557393,0.04688376094144637,-0.03548303884777156,,0.07974084539925926,-0.04453416843219505
CCL18,,0.0076585366605464965,-0.0347202898305554,,,,,,,,,-0.07240495664854567,,,-0.060562830620905804,-0.03685305784890952,,-0.07223606455743974,,,
CCL17,,,,,,-0.006950121874313687,,,,0.0065379650556383504,-0.0017700707656384362,,-0.019123435935740944,,-0.049050404599096334,-0.02766084749084813,-0.040471179240319365,,,,
VEGFD,,-0.026709898732680263,0.05126488972694628,-0.038760605226599555,,0.0896232415796221,0.05082704348183235,,-0.06706170042531232,0.029470500742185133,-0.03392996580323444,0.027820980422102532,-0.03162490604785663,,,-0.0034016839850137147,0.0501615749872612,,,,
TNFSF13,,,0.010237622448148704,,,-0.03658069306256763,,0.054154370789291285,,,,,,,0.03753730715378172,0.03968299642580057,0.015137542534120363,-0.036366596831421336,,-0.01694358569451201,
WNT5A,-0.004365933889269846,-0.11604251033817761,0.02439377229246669,-0.01828067075698692,0.09727589507214503,0.019986702641188996,-0.05775916421433418,-0.04546988189189736,-0.27161865086926884,-0.026755829250988045,0.017770426159851957,0.04759088535020292,0.03448737770460843,0.071595636893402,0.05896932394366598,0.00971553816135791,0.007978659810838524,0.011282076223711851,-0.019267873997028267,-0.1227424173739475,-0.0029726351497174957
CXCL8,,-0.1363347936294664,-0.04910008787042774,-0.036293133319847334,-0.07788599988755442,-0.057197204036335846,-0.0760836718066212,-0.03610455271301065,-0.11729758666828066,-0.09270743357168727,0.029660943091436895,-0.06537714215632857,-0.07860001348938526,,-0.1695079274213126,-0.26336171408085784,0.031927614325887275,-0.055686236894644824,0.018519768226167455,-0.21247648788732312,0.12050407832706723
GRN,-0.1264051604978802,-0.0430739619386649,0.04723041294600395,-0.017238233255578286,0.050933709106493724,-0.013289232093822722,-0.04611881808265195,-0.10976451941714087,-0.3336188150765962,-0.030290054926350157,-0.016822058565742176,-0.19587541885204782,0.03380461765169101,0.033977757842552796,0.02554584426637334,-0.013768166909404212,-0.009251308790311706,-0.05970622741266494,0.0005276125571195439,0.11592906162846695,-0.04676429103915188
MIA,0.035988768965483184,-0.06477388515640486,0.04349501106856172,0.017430297430296407,-0.003955615527453922,-0.0005022137934455399,-0.0393741422024602,0.02119584782868163,-0.15115993963931967,-0.027850882625130455,-0.015341254068114965,,-0.018738568353507994,-0.05235731797504929,0.07715208594132808,0.1909053326812158,-0.035200903409059875,-0.11237757903145626,,-0.07498488723174217,
COL4A4,0.06805438810419039,-0.05203948550307308,-0.009019296750122554,0.016724230391585694,-0.038370969115752794,0.037823761633514745,-0.13416504291536252,0.00446425017957271,-0.054740274117550426,0.025806207201909282,-0.0011619496530900103,,0.01844485107059209,,0.03220358719247197,0.055713174965084676,0.011639878636124758,0.03799959854834505,,-0.08207856615857397,
TAC1,0.16622018451643336,0.3213759595909462,0.05470694824468473,0.0672359159175551,0.08499826277470979,0.09594364480697774,0.21886380747124776,0.1451515903550145,0.42658944857151215,0.17170727082277681,0.05284358998854325,0.2637572360691025,0.2482901064556753,,,,,0.0463837105101357,0.060189339308679105,0.1704842590398635,0.06273058299164581
