,UKF243,UKF248,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.013609671624850673,,,,,,,,0.07442051045743403,,0.045993008154572725,
BMP1,0.00022579058864417902,-0.06431149109870331,0.020068473744114478,-0.012585988767681855,0.061744848465922215,-0.03533803090012829,0.018971658044806747,-0.0048389261278737,-0.048350843853967033,0.1086032956719122,0.01571618004994686,0.06216973429766356,-0.004234499651373081,0.05985292224858363,-0.06008310981160121,0.02082086299612092,0.03322751265931366
NDP,-0.02363136178796804,0.01848194887370513,0.05947023839182838,0.013568767927415883,0.0643740491344288,-0.01575258873964331,0.02536237729221531,-0.020432899860814865,-0.06755652459513257,-0.056900027679086446,0.08605132476595152,0.04661808066480929,0.09636763706101188,-0.03226860380538591,0.031097420200682548,0.028708888316281343,-0.009525594204786946
TNFSF18,0.07617299168811703,-0.029448343766773317,,,-0.019423989059834522,-0.02020995378936492,0.03997895940179149,,,0.15299295024464696,,,,0.012402983827045395,,-0.01771686160297349,0.05871051722924087
RTN4,-0.003039334316881766,-0.05525655578618713,0.016626654831001952,0.004449903490790819,-0.0017731614303661456,0.054811158195539486,-0.041107305613215135,0.036130025984354094,0.13017479972933851,-0.032930419618307685,-0.06155422349623638,-0.009136095807205783,-0.08860351305990714,-0.03151433375945987,0.08553024861646465,0.02354012418626854,0.012680668174492255
HEBP1,-0.011596742694659837,0.011418582334719103,0.002517346165824425,-0.015959269972690163,0.03488380969230961,-0.06296212867476084,-0.011910170466304888,-0.007722930863178532,-0.04360184556425041,0.020905334096381564,-0.03701616981171519,0.060338919307551954,0.04259861933917677,0.06879003186232802,0.006066306783348399,0.014813161797375745,-0.0596962773872617
WNT7B,-0.02227814171883785,0.04090475918151492,0.06190327544569879,-0.0013033592915994202,0.0228331558085518,0.03326517300539833,-0.0076793453156645385,0.04694303041139641,,-0.02698067325997131,0.19625731149003497,-0.025630679487641313,0.003776495326292447,-0.021083619055672975,0.006222716541064139,-0.006484587730363787,-0.03002963466561917
PTMA,0.001357827612307024,0.03671548826477357,0.10211112422073973,-0.027581090576034677,0.04340568271538464,-0.022686312023313088,-0.03414919143052516,-0.0077137565861404985,-0.19318181282008928,-0.03844681449736248,-0.07502342198859212,-0.10375694986111729,-0.0014172828936592505,0.012726354186693318,-0.07537883003504676,-0.03967335691046851,0.05119423848646841
FASLG,,,,,,,,,,,,,,,,-0.020579548999463966,
CEACAM1,,0.018784222041374823,,-0.004724401169935987,,0.03361782870614005,0.04726693469481278,,,,-0.028158562705595063,-0.033312276857579495,0.02353361221284847,0.05856712064191524,-0.035317184645416506,0.0003002734337418114,
PDAP1,-0.020365367460083834,0.009246064270516552,0.02314904858406333,0.015740854096064648,0.031319473530305716,-0.003934241726494947,0.03309229765107395,0.01299919535980183,-0.04746319107314744,0.040406449900504376,0.008599520515039231,-0.0003165854759218725,-0.02797414416489609,-0.02005053935833165,0.018516444396815088,-0.0333251407971024,-0.058905470382621304
QDPR,0.04056932490325525,0.08412983223824132,0.10005638379595605,0.050472955357755304,0.029315725229519845,-0.09729775201238058,-0.010735746322029692,0.029902148219622542,-0.17217967628725897,-0.08097221122476835,-0.09762844511119022,0.025203566837351876,0.07386364387646388,0.014721184088699773,0.09888202272054586,0.02924687139956281,0.046374074806398165
POMC,-0.005300895397569142,-0.0444231547330656,,-0.04323664438956607,0.06357258807170053,-0.00970694937074021,-0.017426406903479116,-0.029302699987284943,-0.04222536544986431,0.06445439530877517,-0.012784796955401237,0.017575537570766183,-0.021317401916659193,-0.018767626912105397,0.07614617524530048,-0.02053577700010254,0.04706774715808638
CCL18,-0.03834423967621845,-0.023389572646298724,,,,,,,-0.0727680125439251,,-0.019964883929448833,0.028950293802811975,0.052019825286073296,,-0.06759065825477402,,
CCL17,,,,,,,-0.004119401820741776,-0.0009444528480240302,,,,0.11176454826908044,0.04349953268344117,-0.021890183145766066,,0.07297398646565043,
VEGFD,0.03066263315290103,0.03550128429204008,,-0.0031070412098574123,,0.0114447928109659,-0.01995643489485507,-0.012716619802739249,-0.023743995328073537,,,,0.0710640255777551,-0.023087386828666782,,,
TNFSF13,,-0.01765052769074801,,,0.059044626352764355,,,,,,,-0.015420102531923028,-0.015162521727790895,-0.023474390517263518,-0.010953491958206133,0.04126522735864042,-0.03659062062672625
WNT5A,-0.06811467623400962,0.020451892152920276,0.04306060383053549,0.034468042724437334,0.020184631369563086,-0.03362875544021135,0.008766607858667603,-0.02975909591477338,0.024685461815030764,-0.04044052385271326,0.08348042378371395,0.003469874468444991,0.031112814367083696,-0.0012257344724760243,-0.04818206857916324,-0.011000330217023924,0.0015130035283993238
CXCL8,-0.037372522446532,-0.03582863112648639,-0.09880534793396234,-0.04572516351251202,-0.02679471986506823,-0.00932137125010308,-0.022607975694260134,-0.011842269297322357,-0.0541046260665691,,0.004352068375406943,0.030330320106634834,-0.07346575699855919,0.09316011484596917,-0.04586220102483514,-0.06548693084873096,-0.006198702813446417
GRN,0.00733574930891245,-0.04638549937117031,0.05198103188626569,-0.04685408076069031,-0.03623708242080115,-0.021920695569243066,-0.007405123275712281,-0.040190473324762846,-0.0832940006717048,-0.004514559673196634,0.010817421345338696,0.019624630707013303,-0.03306806955999092,0.03343572445559719,-0.029086026053195855,0.023090756779128512,0.024130661953230725
MIA,0.06480524454755437,0.03415987325189101,-0.0446278418723282,-0.017574402040131238,0.0206264263094472,0.06018227788517993,0.0033745474425331354,-0.014462476930421913,,-0.006932623729614771,-0.0005816127351517148,0.05813330358416788,0.11562432572611538,0.056516313579805466,-0.02993466521672304,-0.023530333914600583,0.007637394865406083
COL4A4,-0.043491108343536915,0.011031524996510755,0.047078142672786746,0.005426641127983585,-0.017922780039455383,-0.013411321206139384,-0.01955587941328018,0.1091118879614217,,,-0.02524185138012182,0.03397403776883879,-0.050361720523875185,-0.03372005764253099,0.016120211630798256,-0.03011003521765422,0.020372490408743234
TAC1,0.003537794123673855,0.060882180832300535,0.08321393543695275,0.05137076944100465,0.057088843913484816,0.012178992050746372,-0.04223732829132258,0.07782657991208924,0.16937759394111535,,,,,,0.055484616834560734,0.008749183523826812,-0.017671746368885636
RARRES2,-0.0665033316360655,0.021687559032655665,-0.02218648308850751,-0.021630150004790304,0.014776306496383416,-0.04019044282890027,-0.025579231046484758,-0.03742968126095263,-0.036064690731804884,-0.0007806485875857426,0.06476802166919861,0.056185035831702416,-0.05719603377355301,-0.051291910628144144,-0.009231025403687438,0.00042349317559783005,-0.041979733142142525
FGF7,0.06232415132281816,,-0.040383593769211704,0.02782046534495411,-0.007659699550341168,-0.028148186419634243,-0.012469539238817481,-0.037350324954570635,0.022375327697503604,-0.006530100885216214,0.09571160873437132,-0.010763163401149006,0.009734462367873103,-0.05520060024198946,-0.0026208852283889665,0.006998205311872439,0.08113544039907904
EFNA2,,,,,,,,,,,,,-0.029894297786843757,,,,
HBEGF,0.03214877527451038,-0.014093378620412888,-0.05142086019609304,-0.029398207861901515,0.05923709598386037,0.00020283777456277344,0.018345071620501627,-0.005621417038160485,-0.07900602232907636,0.08152561844623178,0.08498028445959925,0.010811542885711184,0.006290174617056689,0.0029513222534265026,-0.0005585401452408887,-0.024060739012395003,0.021735074626472284
CSF3,-0.04349107391149652,,-0.023770234218319128,0.004509810264035674,,-0.01418891970021684,,,,,,0.08315141470414802,-0.04020190891119632,,-0.04348249859740411,0.023888856408732694,-0.043017448990986716
PI3,0.0223790989809481,-0.024606816569319068,-0.05631500932021231,0.05206951559953618,,-0.015976910855913615,,,,,,-0.031220004321410613,-0.10422084493077556,-0.018599280790541347,-0.06050404832930953,-0.04266855272388498,-0.041712576561989255
PCSK1N,0.01369174986776159,0.018494480993554132,0.05065543382484702,0.03313067878451912,0.00670646351512152,0.02850856587636672,0.039056007160629104,0.002401429609963391,0.1563491047960629,0.058117738257096,0.006267758381025733,0.013214336460854252,-0.04273217241929061,0.05981324812838139,0.18302825882944335,0.0377123987944543,0.05506774725819657
NTS,,,,0.009208866532954654,0.08111723002413057,-0.01743988911608222,-0.022340319004322092,0.006188839182162637,-0.021377223009957775,,,-0.01892638293169472,-0.03642052900896816,,0.09216028460233061,-0.014330072447161654,
SFRP1,0.01614265881533807,-0.06500303957969812,,-0.023452446556105053,0.04398113509242707,0.005138552694511997,-0.02583724428199731,0.11241679959621996,-0.06388034847663826,-0.058406515436599346,-0.005374476634091764,0.021933594049912287,-0.03220902448595707,-0.027359552180925145,0.051823280428959624,0.002032869229192946,-0.04301168504171648
CXCL13,,,0.10129193620577398,-0.023241674038524052,,,,,,,,-0.007798161184367047,0.071671353034961,,-0.0017030047244471836,,0.021890226445705763
MICA,0.08485887985218772,-0.0244830315070803,0.049245544748408344,0.004681908296614099,0.10642102412945825,0.026049095618688275,-0.03856735693363826,0.015749482613428338,-0.02721437533909951,-0.021489341609690515,0.015328212246010083,-0.005770280344068984,0.04206347378050051,-0.030562169605660588,0.025001015278191225,0.09931121518172177,0.023534074457529357
TG,0.08842030590862053,-0.036832902605596685,,-0.00930236119953783,-0.025254874892923395,0.23021615606123594,-0.018870904794409168,-0.012546435989626565,,0.0673035544258327,-0.03250749878420553,-0.031402943785610454,0.010148343843363982,,0.017620798341708533,0.03157095999122407,-0.03845226059144983
ADA,-0.05127027172042041,-0.04655090563657904,0.03499041822244636,0.0008234862119265896,0.029677820492949036,-0.013538970321848679,0.004630294357251769,0.05100240232532039,-0.04610774656855881,0.009116125387462976,0.08029940666363332,0.024655920908327897,0.025856551171199005,0.00014208697565012916,-0.04188796637530299,0.05616622728999747,0.028840077297635387
LAMC3,-0.0473265894476495,-0.055934446287762646,0.03089003237370847,-0.0004956515596293971,0.04900335558513681,-0.023540464215612757,0.035360891824167004,-0.015864325433856782,-0.005174900795835086,0.038026928305466445,0.03341574331481961,0.07606424730581043,0.06016193079205286,-0.10753394703286956,-0.02422210848083531,-0.0015702881037095114,0.032672423425300266
CCL7,,-0.014877744101872696,,-0.030814168732040226,,,,,,,,-0.0354210911338477,,,,-0.000824146260015697,-0.029941971660643586
