,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HBEGF,-0.010953984993278976,-0.06657709391105196,0.07868310671437077,-0.02641083020918115,-0.05119430151412691,-0.04191066083503698,-0.013388955501563745,-0.1508599583098265,-0.0043577132694474,-0.20795939017046478,-0.04724216451141682,-0.0647277827943046,-0.05492895208997249,0.05197235062662546,-0.02744747168324022,-0.03606791164721628,0.03569175998111862,-0.11486269058717512,0.0042470203612197015
CSF3,,,,-0.010215317774942757,-0.03138492658256746,,-0.022859587626350642,,,,0.031299214591680016,,-0.026632567625399697,-0.05684411383298556,0.06604837904365395,-0.05478238623511495,-0.013006364574780488,-0.044963516398841726,
PI3,,0.024016423957559117,,-0.014591556191097296,0.024859206586321018,,-0.0257401973811698,,,,,,-0.08821726426248708,-0.06632282778802581,-0.01771121157324066,,-0.02825850927996786,-0.01872843117677906,
PCSK1N,0.1503734965147889,0.039733195647906325,0.05264627453294861,0.039742001076630694,0.0018103266325378096,0.02275083695047986,0.08222495864772711,-0.06881860937411705,0.0044502458154965716,0.40759639452919294,-0.05361147336177455,0.25796331762366426,0.025657157511042965,0.012184068165698754,-0.016944375857071644,0.1176849678795179,-0.005068016427486466,0.16776408399879406,0.11111154664800496
NTS,,,,,-0.04736090203437889,0.03009215527780618,-0.028097183003779187,0.059034499767187186,-0.012229446167131564,-0.07279495235492743,,,-0.04831184355402401,0.08712362164181288,0.019624884417722123,,-0.01926065237154142,,
SFRP1,-0.02125050985721068,0.02221538852096223,-0.01254379324958315,0.07151288243208533,-0.016129121221817637,-0.05813913427202801,-0.00950598811783031,-0.010045307329620265,-0.01356766265179733,-0.16777189124157438,0.016404714604708485,0.03051081745831603,-0.03916364194828678,0.02737813019824274,-0.03888445966813084,-0.027744472509490685,-0.018813083606170112,0.056261992662068126,0.01653221296851452
CXCL13,,,-0.015950421384972317,,-0.01598416510910851,,,,,,-0.006017799837468053,,0.03261649559591217,-0.040662902025026565,0.002801796365904991,,,-0.05170561514980348,
MICA,0.0747966664124761,-0.03153080235533281,0.01364900497928056,-0.030759726229582906,0.04201352543231445,0.047525779537741654,-0.05936412725038816,-0.013129537665693646,0.06083969114763878,-0.04648106158260015,-0.032868306603950424,-0.07966103572432756,0.02829356534857053,0.0993496424027442,-0.003397612610860487,0.051879099786730054,-0.017463216751606732,-0.03300245487191131,0.1505223689673421
TG,-0.015286046607039418,0.05799041112100798,-0.00020130655266313043,0.0005502617270602626,0.008520495423736169,-0.03284507859136006,-0.0275894770639825,-0.01997074366817929,-0.029684943823274027,,0.0026564027822342895,-0.02251703288892569,0.12029761743798725,0.027628367193500987,0.07079428130949417,,-0.025364891785749546,-0.057837290701057927,
ADA,0.11084925133544496,-0.013100743407634483,0.0028257064731160675,-0.007856926449983303,-0.03203913858283009,-0.004266401876560493,-0.09383974438241975,-0.028919440466637546,0.0105531763719941,-0.18829027304343132,-0.016998867437454077,-0.07661210917314931,-0.001261313862035546,0.06619662620994884,-0.05182236561153344,0.03965291883570481,0.07175553461991044,0.045969383183706,0.2092803291480752
LAMC3,0.10025775009330423,-0.07379620988016965,0.08935986595980933,-0.01889866507083395,-0.001842406924801429,-0.012883654609219383,-0.10462966206483852,-0.027798044940231505,0.01543590388500463,-0.11036468877575736,-0.04898706433127613,0.08541303315221474,0.068102920679902,0.04774957079817036,-0.07812473921406712,0.05902870997533077,0.02108656716385279,-0.06625942958659231,-0.06951461554899642
CCL7,,-0.02524594569702351,,0.09948738315378045,-0.021192051824513843,,,,,,,,-0.031037954783334386,,,,-0.013629409306448353,-0.0438208364411225,
NGF,,-0.026274839039465245,,0.01563525615105923,-0.006786270297841113,0.0365218487204477,,,,0.16866473923780145,-0.01053480855575548,,-0.023068568836161988,-0.01883753775383796,-0.007564942109234423,,0.0159837071276267,0.02585681834812024,
TNFSF15,,,,0.0733600888601789,0.02977880147797018,-0.042794980256470314,,,,,-0.017399470324218937,,-0.03025852065202287,,-0.024349159841064935,,0.07687427879359202,-0.05923496661712324,
HMGB1,-0.03504919376245235,-0.017690075177961045,-0.030799092856546653,-0.005717661262636846,0.05515798174593581,-0.11099387963435589,-0.09357250949851581,0.03640929268822659,0.040980869211286804,-0.18307056759344312,-0.044992220794955864,0.06325589639908775,-0.06379292183073268,-0.03772072816538901,-0.05452536028767479,0.050735398617395004,0.002138817683851968,0.11044462521414646,-0.011974641766606318
ITGB3BP,0.07125435058968572,-0.00045486946681824015,0.06294084834184162,0.008498652083340975,0.021215922592456346,-0.027172388193667112,-0.072207103380908,-0.03923784870913693,0.059193980167590206,-0.017433773949646496,-0.015571975481000947,-0.11460473815864233,0.012897153343153387,-0.00900241107034507,0.01941212496343904,-0.053562047393186665,0.024874742365745495,-0.08037267384027875,0.04349351133036968
AANAT,,-0.007283350218762195,,-0.017264382915500528,-0.014138099838407968,,-0.020619966663312776,-0.038013955726249146,0.05442853608322512,-0.013814355545364062,,-0.026987852634161116,-0.02722904416723717,0.1332860212595391,,,0.042456303677641465,-0.0526077207899499,
RELN,0.026412849630180455,-0.05137612658304049,-0.014832737773332423,0.009683220156218354,0.07228007046302584,-0.021731030133662604,0.10020862529508007,0.042174918751589865,-0.033036965905381334,0.03455825396740337,,0.004029288484619314,,,-0.02941114631287047,0.030968781722928856,,0.029943197363919934,0.07496798893721607
IL15,0.07988827419484448,0.04241110357029097,-0.03260699271167297,-0.019461245322057112,-0.011834956829859565,-0.023685054486889186,-0.05378527560788237,0.02219377648462658,0.013293011727822721,-0.05689984683551545,0.04419411666912214,-0.02344715248043765,-0.030876757460709975,0.029085080147937387,0.002348544138360543,0.00512002777191282,0.04206575145039676,-0.013466995874004913,
UTS2,,,,,,,-0.06801793518989656,,,,,,0.01475672383444835,,,,,,
BSG,0.09809408275975585,0.00998192450000511,-0.022290930218925066,0.0658411263985679,-0.03729581954369253,-0.006939786502765166,0.04743087314807342,-0.13873789429093497,0.028335251918924626,0.3065187805026249,-0.05226679757232469,-0.20761380961980794,0.01645035593196074,0.01440275604324933,0.00027140565972060346,-0.10232513328760373,0.03422486779202014,-0.1396445691230668,0.1375035623676863
ADAMTS3,-0.011720132595783883,0.02756186762906321,0.033072865107916946,0.0410596342478092,-0.01458813000257845,0.05028430120779229,-0.1183260775353956,-0.017694166724194865,0.008112764849983887,0.12037780547762705,-0.01007862284961247,0.016909212548057658,-0.02818819113648963,0.046580891864166425,-0.035081586078163376,0.0383699083967766,0.0027853738984059792,-0.06133541045625654,
CD34,0.03024809856140683,-0.02044299160265222,-0.03730810567879256,-0.026464641630884467,0.07036074940188887,0.005800753073879042,-0.07848057466119616,0.026782222753754283,-0.011043316208515841,0.0501361809118656,0.031352411870506754,-0.0018880725498184067,0.022516469337751154,0.011265403596313277,-0.034289101232275535,-0.015603484628287496,0.02085124455618622,-0.07852005626367584,0.07492144118790871
CCL23,,,,,,,-0.02346224885858164,,,,,,,,,,,,
PLAT,0.07672249311855803,0.012300488949848904,-0.048359881184180206,0.0029986664475841005,0.04904349978898546,-0.12196692934851505,-0.12162734161012297,-0.1820316312777201,-0.010740541216909495,-0.023960744984673446,0.03469488821867518,-0.09082681255289761,0.06064253626118986,0.11922727890761196,-0.08727721977977426,-0.028761109140280985,-0.005651743399732058,-0.0930822035002291,0.012518978787913016
NTF3,,,,,,,,,-0.01062588498309313,,0.007181321752400023,,0.000780561996858247,0.046803106340123246,-0.05917136172304385,,,,
LTA,,,0.051637468925362584,0.004188895683844743,,,,-0.020351267190836648,,,,-0.03377944939797078,,,,,-0.019407797467376968,,
CKLF,0.048544486009052985,-0.014472307994728048,-0.010447625313875027,-0.005395765655692372,0.0013569388399080225,-0.11058026105828431,-0.1574883431488154,0.0061371396078905415,0.04035212728261407,-0.203338538396616,-0.03298044160161952,-0.1517798120624629,0.00871722108584298,0.07125218277964326,-0.0570591337149308,-0.1389287265765714,-0.025435934082421955,-0.04216814043907622,-0.01344686295687763
APELA,,,,,,,,,,,0.01974139565737645,,,,,,,,
CD24,-0.05427978148798263,0.055013707593324294,0.017094249132511317,-0.032589865271581024,0.0736620522197054,0.14863702276588814,-0.006587248964315094,0.07230415839038001,-0.005017742001488822,0.0033658938402831265,0.02506171712087446,-0.023512397242408778,0.062554095769825,0.06731533662100167,-0.042675922678065185,0.10508082838255543,0.01002865405285485,0.16959239937063025,0.05474684846527458
HSP90AA1,-0.11343313276323908,-0.0510617899493034,0.010088363307756813,0.0019695612056182437,0.10152717014966846,0.23011830011262643,0.19220183703983312,0.007226323139955324,0.047943823517754766,0.48443320371160775,0.060158948096278315,0.2571559915540882,-0.18238465668194462,-0.0860124318707522,0.013608838929804981,0.19647894275142172,0.025195347567784483,0.1466918375882299,0.08421873582297587
BMP4,0.047974496270667286,0.046143708776661956,-0.01995271032357873,0.013903049711448581,-0.014159477159475638,-0.06083248544048825,-0.022537732052079488,0.0807555001742913,-0.04872657380544199,0.03673321265931857,-0.0027569283615271577,-0.02878357977809487,0.025286736656118868,0.06458034978598005,-0.018595600993133208,,0.02251652096480094,0.0570040444882112,
SCGB3A1,,-0.025245943172462672,,,-0.016836731564740713,-0.016198820589509905,,,0.031005412379327215,-0.020281923308870492,0.04168294751411839,0.09258181444937584,-0.0472410793061943,-0.0015364607233344985,-0.020416852506708796,,-0.02857722739012248,0.019201732877347073,
IGFBP4,-0.025341591347534605,-0.013280540828446692,-0.010899613315978786,-0.041249933280137555,-0.028163000770945093,-0.0990701429238708,-0.10355569923769951,-0.12749412796581228,-0.03159954892869216,-0.14857330538936397,-0.00585861462377468,-0.06996544729858092,-0.026121967687546245,0.005359721904668448,-0.03619039543629606,-0.07125653623477593,0.031158461542683896,-0.03640971314049884,0.18353915617422917
RSPO4,,,-0.01926010339576582,0.03159821998748938,-0.01943232512335425,,,-0.007088982324384117,0.0007511076339194506,,,-0.04685741427548719,,,-0.0002586397161682692,,0.04242539168902128,-0.0725095061618408,
LEFTY2,-0.0453884027396941,-0.005297006249765315,-0.019053436840842687,0.029456261571340413,-0.030161972444335376,0.09242039794053215,-0.09485649379587967,-0.05782318683386361,0.09349958958447636,-0.021238387884553664,0.058344656559799535,0.033661175578986395,-0.026347708840232527,-0.02195489465080881,0.07922385021904355,0.037534935570415894,-0.044657433241697644,0.060418062118933906,
PF4,,-0.026188613474771767,-0.017121413432933788,0.024490230438476583,,,,,,,,,,-0.01750115246773844,,,-0.01940779297626868,0.03525825070736703,
ANGPTL2,0.006992889411892897,-0.05060518960168426,-0.006230830772880502,-0.0036163875216382604,0.00046760971093239636,-0.13402416875228035,-0.1429157209731099,-0.0002659417750007945,0.03354105418163631,-0.25706675285637587,-0.0017903265837332365,-0.19640778890997088,0.049589257837542006,0.07372526615369138,-0.06286263768036163,-0.08936295197747243,0.033015029019510735,-0.04506284203560143,-0.0471185581227913
LRIG2,0.056014529923792154,0.01905985868551154,-0.012346847981555917,-0.015888438187357506,0.019525580810933914,0.03852345641884825,-0.03890011855935273,-0.07501032383670768,0.04190890181015904,0.07229075361885277,-0.01946786080803093,-0.07554198170458198,-0.02909147873577539,-0.036020653396812895,0.022998218296359722,0.06347902013763185,-0.01663762270458571,0.0159968619385157,-0.031935346429069866
ICOSLG,-0.08047792675686874,-0.02885243415501513,-0.03305434826632692,0.019181675325155533,0.01974368073488831,-0.05103715093539377,-0.07349030370904645,-0.020440002912173547,-0.027297375388587706,-0.11969829729006051,-0.023474625811241916,-0.07251622589616467,0.04804096423626963,0.0007394144833913628,0.02266733585585364,-0.08203178545956971,0.09528058560602067,0.0022671135555213328,-0.11932951407694334
WIF1,,-0.039142333102661936,,,0.04202511242871431,-0.03321790386089753,0.032376224796185994,0.031291430087176476,-0.00015433593678872812,0.1904243227355978,,0.23422051398498892,,,0.15899693971596066,0.2061140293795892,,0.03239692801311489,0.06536021668057077
NPPC,0.13762115635050556,0.04121206880842839,,-0.010386314692418075,0.08967074791850652,0.0038969090001749326,0.03096292534552356,-0.01477033830308958,0.04019188594784107,0.11579820022477984,,-0.17254079312832382,0.041755581680174646,0.016599398950017205,0.05164764450603055,0.09102746811199591,,0.10065054523532428,-0.025318851797899184
LYZ,-0.06035474203257301,-0.0342385775503636,-0.020233288217813453,-0.04910152883638523,-0.041715163912954996,-0.025200593347701916,-0.0900913819212989,0.018314744265676964,-0.04370275581090822,-0.3184235508429623,-0.060327397729405215,-0.07711061528669222,0.03162297973952252,0.06239461912369034,-0.030355495108535125,0.0037906416542563023,0.008549140125369812,0.01338991615161422,0.02685149302538967
EREG,,,,,-0.027345892146500936,,,,,-0.07488478180216335,-0.023004976146562214,,0.019189076365687237,-0.05561066285083984,-0.024035568136650816,,-0.0005772603688765365,0.09386679095295784,
SPTAN1,0.12058158442765728,0.038852482837484936,-0.015302408051425577,0.004604217444874593,0.023874432219585975,0.10262605144850004,0.1528934242277499,0.09029051536530211,0.04529011463082419,0.46649785097684376,-0.04580628189272084,0.22034506101726065,0.035251373613938645,0.08513413550847448,0.002544149065005099,0.10003600640370641,-0.05300686630425422,0.2813945223474257,0.09303944686265787
PTH2,,,,,,,,,,,,,,,-0.0025345253981019136,,,,
LIPC,-0.008915681618181659,-0.03206174643377824,0.05195312684898913,0.04063900576498589,-0.01881368909714693,-0.026793687774900363,-0.028941044833258132,0.039392763087047304,,0.048094559746678194,-0.0015406015187798255,0.029523075971152866,,,,,-0.024538796127456096,0.024484351007887414,
COL8A1,-0.033235849802890495,-0.027963071596088608,0.018213477321525787,-0.04231397556500488,-0.03698757861657785,-0.10703192877751266,-0.07231613850561358,-0.08362452998494403,-0.019908949149186145,-0.22404158513495082,0.05063071914382913,-0.10132399768411834,0.12083850601690484,-0.02761907804950094,0.0461628244243699,0.01274336001418771,-0.01965248302108579,-0.03643299959203641,
GSTM2,0.029583239102365533,-0.006534176963559172,0.03743117481961181,0.0034590708892538236,0.04921673639534016,0.031110050701692326,-0.07553684840053075,-0.018358429954136817,0.029838475306038524,-0.011771959545270095,-0.003484031522914591,-0.07553642950352214,0.09668031313118777,0.07240217271379523,-0.018366003367889933,-0.05085698252940239,0.012685030495205332,-0.015533173427989454,
SPX,-0.08239246141488195,0.032856697664803716,0.04217247059484669,-0.02217347707558713,0.10376193092307157,-0.008489258498545213,0.04555459613253979,0.11485728281905985,0.03940999516418236,0.15638433691828124,,0.2701252320504034,0.027076305624426235,0.01563324171879467,0.00228753895302127,-0.08966620552765049,-0.014639513062000837,0.13534897506900326,-0.006113465536254559
MFGE8,0.07186952581698776,-0.04082292026701077,-0.058010798802248804,-0.006684168375283336,0.041731221657475476,-0.032733690066425195,-0.13536203272940459,-0.11078243937395552,-0.004302211250785915,0.09392181659936509,0.019108677230369228,-0.092880870654026,-0.0207993387414391,0.03739418356411313,-0.00613163874490986,0.060209786915751476,0.03572431988367606,-0.08944319540806818,0.0063957216481372444
TGFA,-0.10204370478639835,0.013060314908074721,-0.030390947087550156,0.02908334881476718,-0.056282958774003994,-0.13396452459912586,-0.16380012792022985,-0.116395546124929,0.03289119344726597,-0.1060728285732128,-0.03100361429961773,-0.07002998966207287,0.07705126068753698,0.06602060370767432,0.0748938235573361,-0.02880248205414036,0.0416737762687115,-0.05554556042992431,-0.02374097305564757
SLIT2,0.04917382368583888,-0.008416969352236424,0.04861480274496903,0.03369766165847689,0.08947394880542568,0.08347018091094154,0.10261888231548688,0.11548799741834165,-0.0009400672893107013,0.16768155211797142,-0.027007704448455565,0.21282446320950374,0.05252862988356629,0.01067821374727204,0.008626868685358065,-0.0138798998455078,0.04069141008872337,-0.06963488273380186,0.1102976867480473
PLTP,0.03604129586602577,0.022703263124844348,0.0076466085313925385,-0.06551169576248697,-0.09828240435529405,-0.08694527092487327,-0.1396761617974196,0.02847748187210954,0.07642021471233652,-0.46318755235471504,-0.07233661398354385,0.035953812211456396,-0.023880218869428226,0.02404112089400533,0.013611912015672205,-0.12271278454608188,-0.04518154775923051,0.014780476049914056,-0.005357621351756906
APOD,-0.12999140165157186,0.031128364171865545,-0.04677744321549431,0.02516731666762404,0.03505919368381888,0.04441070638277588,-0.07246206990407798,0.09909278319672313,-0.060372765237003904,-0.28678918892241495,-0.051104134690794764,0.14023994800241035,0.137808883111571,0.058158227887543705,-0.04931907086167086,-0.03391859480775284,0.0013977759335812444,0.08117138723760826,-0.1666266410098262
B2M,0.02184761707610642,8.585149311951792e-05,-0.04110161371740897,-0.011937546726814406,-0.03993178766178182,-0.11676480048645671,-0.16456843384896022,0.010862115493182016,0.03584317962428293,-0.4775535570564127,-0.08159810392255439,-0.19355893468879018,0.05574248892704619,0.044256105442499256,0.00976006977279962,-0.13546964042177256,-0.0013952198360057146,0.0695365648454926,-0.16990432266852437
OMG,-0.030551652692672935,0.018368795741735344,0.008733523702247744,-0.01225577256532476,0.08594193408798519,0.037868257235249586,0.022799960545163506,0.11494176993202715,-0.022128749536483777,0.009495307823838258,-0.014569177791943284,0.17352861282216855,0.1040296557349995,0.0976468465535705,0.07059996349402571,-0.06297076626676393,-0.030092176973798252,0.2890376498480375,-0.07481629699028026
CXCL3,-0.03691642767838662,-0.05323288905110544,-0.016368554723914668,0.00769138074389483,-0.0465511136957609,,-0.027073030541272452,-0.11133109386548885,-0.031654998057320506,-0.05146028294908166,-0.012499946077898042,-0.02432732056506126,-0.05300733677833558,-0.03287611765404862,-0.0289172623707475,-0.0034530283715535235,0.04298001103866202,-0.09203586911399025,
CXCL10,0.08406272546504998,0.022973496226245955,-0.045613008235318504,0.050387522432549715,0.05431574307239926,-0.013162851385428533,-0.10291911652147068,-0.009684437599703501,0.04996759960123799,-0.020023290389625567,-0.019851997228035087,-0.03865905641575245,-0.03205067009830282,-0.023474118981882924,-0.03844326908801149,,0.05298484422388022,0.11591996384627871,
RSPO3,,0.006157501137986818,,0.049888099432902705,0.11637543228461614,0.07723522072856394,0.013485444311822702,0.08139514466696018,-0.009340741325382202,0.1862408479904947,,0.0711379878167532,0.05184943896104913,0.02531234292980657,0.017544953658895166,0.07527883081201588,-0.013831185345098087,0.07137182417158712,0.2117021325703096
CORT,0.040019767234113955,-0.009503775290065077,-0.030577760184687407,0.021862097978711536,0.07370109854943993,0.12910217055913753,0.07898286954806355,-0.01678497564095836,-0.022953399367396002,0.03785645589454227,,-0.004204612363271878,-0.009765881476421594,-0.01831406654209375,0.03609258923412121,-0.09157627443801633,,,0.1285007495194864
NCAN,-0.07834004586863026,0.013199056507487952,-0.011228860385540275,0.0038601104704659027,0.08168456638085478,-0.061640854367830275,-0.03942444290329908,-0.08737653571892615,0.0367747248171199,0.2895208855323591,,-0.16491582030080496,0.09027909692459773,0.09221665462070658,0.06206261309596338,-0.11338052444238493,-0.005388870173515451,0.1392359554162126,0.029778578366486404
PRG4,,-0.028510643521230637,,-0.01703920015247203,-0.013470525543699069,,-0.02933116115418033,-0.038604484603141316,,,,-0.007082966791190963,-0.006146423869839428,-0.02702352589468466,0.03478533435108554,,0.023757987056401152,-0.045189555898212413,
ZG16B,,0.007387062950384216,0.010743758565312261,-0.019776075666710538,,,0.03273713882472273,-0.01862509743302712,,,-0.025952793768414324,,,,,,-0.017245999614813733,-0.045822265647029854,
TGM2,-0.048792754103420446,-0.056520680357921994,-0.03542977609504121,0.0163770010154251,-0.025551336988054604,-0.003677716471121352,-0.05128626649351835,-0.025845254600540976,-0.0023727307569755924,-0.03755477956406898,-0.0378844099546002,0.08562146881912595,-0.0495021883645395,-0.010552404555404135,-0.09401437923633015,0.02880428749904964,-0.01401441172973447,0.06016584843702677,-0.024310335520728827
VEGFC,-0.045841664456847564,0.012413058183172346,-0.026454837842642485,-0.030368417083436784,-0.020735602512436484,-0.048598933689002075,-0.038671294401849944,0.027480190143031775,0.02317054442663513,0.015705738039418077,0.034746073599379534,0.08227109592129411,-0.029321003595554295,0.02911206750904459,-0.043545567091230065,,0.06211873789230567,-0.058535709763288736,
