,MGH258,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk,ZH916inf
ADA,-0.04454381385875772,-0.023369609894330238,0.023604938290653098,-0.045060469103407365,0.019139030522407584,-0.0722812485181124,0.010029338374565246,-0.015496862081760513,0.012039250685460693,-0.029536349007106534,-0.018337938015812193,0.06822499527319138,0.09781988911914606,0.0598150702874207,-0.05260105196089424
LAMC3,0.02269849932675238,0.0800006825620846,-0.040380003307642055,0.030297820545182777,0.03450000024549281,-0.02754724583691166,-0.05731962328802241,0.021855042211565007,0.0038474591306655245,-0.0035604738371087016,0.018182535233210104,0.0020387160362530087,-0.026620882724002544,0.0072835649395409895,-0.0788154351853815
CCL7,,,-0.013591040138068793,-0.0016084516634889828,,,,,,,,,,-0.03320928593978292,
NGF,,0.06496120353793343,-0.02333514099842989,0.018254987758665762,-0.021390650703475143,,,,-0.05095482309705612,,-0.02852643873708711,-0.04340808680669212,,-0.042586010005666884,
TNFSF15,,0.042566432720258965,,-0.027574080900010133,-0.025972939491776363,,,,,,0.05683452523575609,0.023729747791140725,,-0.0181057746522312,
HMGB1,-0.04418688146932862,0.1411520487636622,0.007664206876294915,0.006586920985954406,0.05505465655966731,-0.09298083863626269,0.08328995549124342,0.0087336788170193,-0.0387992463626073,-0.07067174648953195,-0.02981013687274158,-0.05057133974848943,-0.023526265965224603,-0.0328386765326829,-0.0290529603798192
ITGB3BP,-0.03484084419617705,-0.049306265564556064,0.04857184412134913,0.001845139372145096,0.09755808687230043,-0.10139948832556836,0.037691014777261944,0.022397594645823922,0.008708456304879349,-0.03070299250092635,-0.05442600834582243,0.014995250878890996,0.03450847850948532,0.012332189846067078,0.025590587840607838
AANAT,,0.036449861604576,-0.019718531507945388,-0.001296614037195055,,-0.011702015137187648,-0.02164737355565957,0.014126534436652934,0.0700362214681996,-0.020800152270450872,,0.0632839962200865,-0.05130588720645332,0.12011706427215747,
RELN,-0.018533159384744282,0.13828599414045506,-0.04256988399771804,-0.015338263276687124,-0.017281204294099368,0.0006378187465246202,0.020982673032105364,0.013419554965554867,0.03202317357207758,0.036957804763513125,0.06594113763904898,,0.027707283596133392,0.011212603591310712,0.12265436478644759
IL15,0.005977991117090327,-0.02750804005738463,0.01156154839074322,-0.000976918944854102,-0.01848129052180978,-0.03052362399989115,0.008983328230579584,0.019182522599385354,0.06672786731660901,-0.019291179863443916,0.08230614099923217,0.0063343966411448654,0.10300597088554587,-0.031584166827476695,
UTS2,,,,,,-0.03860078535473939,,,,,,,,,
BSG,0.10783682899194372,-0.0454929446843655,-0.005984595073256067,-0.013255369601930307,-0.004511744275165799,0.09867462020254213,-0.029688470976439892,0.017040772858236793,-0.04394819307570731,-0.11773554183772054,-0.04957736399120586,0.04622266751492165,0.052868648068955165,-0.0002565208290514673,0.09392715621487978
ADAMTS3,0.03361690687973602,-0.04547466962787469,0.00486257141005007,-0.021557162941732686,-0.029768012625994683,-0.10262470903952706,0.054365832764913545,-0.008037721403026695,-0.010868369882454116,0.02399046192474354,,-0.03642912474801739,0.003928573506824636,0.03664431307483343,
CD34,-0.0008213195906402203,0.10230437483761252,-0.0277354059593561,-0.02768637207438064,0.00784273448998283,-0.0237022563899803,0.09407475202583165,-0.030259719219341678,-0.016293566240744548,0.02512231945179694,0.04856288931075256,0.0612373007694217,0.07746441877271765,0.004732446210862222,0.09200421513479234
CCL23,,,,,,-0.013315035653480361,,,,,,,,,
PLAT,0.016358778606732308,0.059856678496319884,-0.009011175030063516,-0.02603156670642199,0.05274920158992099,-0.09876401825441845,-0.03819927718561443,0.004943697361637818,-0.03904199972709439,-0.015365418300383312,-0.04800129556424145,0.08204809674748684,0.057445602187532675,0.013010849660659456,0.042509035513680335
NTF3,,,,,,,,-0.022501941151060377,,,,,,,
LTA,,,,-0.012012627377441156,,,-0.020848676743246558,,,-0.01929118224475616,,,,,
CKLF,-0.031428242849806914,0.09881152364080037,0.02996205449047636,0.04863178362854057,0.026224657582234075,-0.10071743139144956,-0.005071379308087699,0.07031528381958072,0.008799107940252454,-0.07361613969263056,-0.019360138734220003,0.059398072464701995,-0.010674005195175739,0.03434411238851896,-0.008625560440838556
CD24,0.03985761616470521,-0.07662010039031439,0.016935306699721774,0.0046889936594021,0.06779846725592338,-0.025208753820361793,0.007688987878002699,0.04316061701086482,-0.03225820712218503,0.06124401922325023,0.10698215192495263,0.053097468964924344,-0.015430451822364267,-0.02619453369069775,0.05797923297606759
HSP90AA1,-0.016911159748787208,-0.015417792937227087,-0.01290454293042702,0.00950292357646489,-0.06756394134325548,0.12135896656552238,-0.0814033613382813,-0.02517464546212719,0.01744888870366952,0.11869098746405131,-0.024538062983913943,-0.14876522103461176,0.09659079416533467,0.034558162821490455,0.07716510410576576
BMP4,-0.02300687768831001,0.02041758367593119,-0.03137559362239944,-0.04396606620649967,0.10182625866595703,0.011925853778228019,0.018094305822337085,0.024630231706854522,-0.008859531305498804,-0.01643807975120704,0.03798645109985371,0.03845721120615294,-0.04103773848615802,-0.028705534701856147,
SCGB3A1,,,-0.013591038778982937,,-0.023591694216990124,,,-0.019953944590663412,0.054329175760262936,-0.013461131855175267,-0.05538766672239595,,,0.1541963908855411,
IGFBP4,0.07028410216158475,0.001972193859194389,-0.05931921091731575,-0.004913522544016728,0.06225162357781453,-0.04001414159174367,-0.05254571278582994,-0.006142084361911294,0.02478776354553208,-0.03455742137332718,0.023480065776314802,-0.002139953889572844,0.06365963965846311,0.026658888144775655,0.00824713750853159
RSPO4,,0.024281422779132693,,0.013381314678167588,,,-0.02424828028752941,0.009644586688838608,,-0.026759906819581382,-0.05064392389542125,,,0.009392763074219606,
LEFTY2,-0.022134294392359793,0.06629584469574,-0.01158137953935269,0.06621425967513057,0.017826105719557183,-0.07363422766576112,0.004297028417213723,-0.02187974108535923,-0.028454271822188005,-0.02381474904428224,,0.03842073198673959,0.04848699503610786,0.022019347056499678,
PF4,,,-0.01409852105235085,-0.021604657093156877,,,,,,,,,,-0.027719199696202165,
ANGPTL2,-0.03669257248864724,0.011468083882768355,-0.05289682733576416,0.03558627772765254,0.08210828738022075,-0.08554763690447045,-0.031117479966195936,0.05232605328492386,0.037667036914492656,-0.10975861643859053,0.01810558382406422,-0.007171423612462056,0.06848515844870895,-0.01000383449602787,0.12016591147413316
LRIG2,-0.013151787200325556,-0.014599085982231613,0.04595959547350121,-0.00506941961174966,-0.02640727275748732,-0.038590552096254734,0.04366527029961385,0.04088623344010845,0.01549204352012615,-0.019411542425834784,0.05845815667620539,0.034104116190070956,-0.03519105973098115,0.002644695925089979,0.10437369224787779
ICOSLG,-0.030669512067213883,0.08620441543722408,-0.04685571015517776,-0.0380803020733072,0.013636578143565423,-0.04099755950868458,-0.011044273038116887,-0.02286331083705444,0.12278647017374589,0.030730160357906253,-0.06681250767949595,0.009293544916206788,-0.040522109602057745,-0.031144457214859363,0.06579530475282659
WIF1,,0.0871005703188227,0.01577994422432819,,-0.041032386915945226,0.10604583503220817,-0.018711823560816618,-0.0064500304725534354,-0.016134850270086567,0.05655107776101096,,,,0.08789779963550738,0.035579772058656055
NPPC,0.05884327111730405,0.012858815818063633,-0.015440680548198095,0.011630187032278258,-0.018769578808446378,0.009620394422660609,-0.029037386509931096,-0.027731095770688885,-0.008414867146975844,-0.08025406976427978,0.011348032072850645,-0.01701711756121886,-0.020670026473737856,0.046605038540192566,0.1383944082100019
LYZ,0.016341292178098564,-0.0894681602645731,-0.008685423881555685,-0.011478169871896485,0.010963642042590612,-0.0718645734015287,0.008635254638308613,0.04653823487674954,-0.023708203936953862,-0.044037275888523554,0.006635563382247282,0.03140023014225774,-0.02338556247628924,-0.03553774550085462,-0.022701035288560618
EREG,,,,,,,,,-0.05241762201280013,,,,,0.03310944654691323,
SPTAN1,0.03811677354962404,0.11853312459941416,0.035639640497593016,0.048512553474835005,-0.06274427791803211,0.056412347387649164,0.09449935722765868,0.007741946334015603,0.007637554760114207,0.08674918826692554,-0.0258618207382728,0.06626543657530377,-0.05853693327434603,0.004388722740579981,-0.010114669184442326
LIPC,-0.028621511553372385,0.06065833560386755,-0.017260295490908822,0.025536779182572567,-0.028659742749192474,-0.03060645667156469,-0.033346475398858336,,0.0513614345700898,-0.03030464329877049,-0.005976256486470074,0.061677016699640715,-0.033102327105083595,0.07907971978534378,
COL8A1,-0.010561593183287766,-0.04170212312559785,0.0020586987184306755,0.008945042707475023,0.12866402472002023,-0.041040054102574976,-0.07791870010498211,-0.02218911723909342,-0.022775900714804214,-0.058820259984991255,0.006625205359122618,0.09700831210957536,0.08595421188981163,-0.008723389103971227,
GSTM2,-0.0005142610311201261,0.13704031199324257,-0.03714414003727716,0.008315392346670858,0.03213040404661121,0.02223404054012297,-0.012758680544080513,0.01068556446887206,0.01286634727516587,-0.0455222960517991,0.024085770162248787,0.019024168912478517,-0.011819645642865513,0.08610944922165205,
SPX,-0.01646699958289925,0.093783169302074,0.02266414551358828,0.00969387007403056,-0.05240921776496519,0.14303693638269716,0.06937941948842194,-0.02776839667924712,0.041681775984592676,0.07957318829887576,,-0.05765527392224756,0.010191962655006355,0.0670679454532538,0.12442501741157073
MFGE8,0.08911586905071528,-0.0930041817291428,-0.03951438608468165,-0.03585409146244448,0.0965561741579619,-0.04149039736268034,-0.024042394045941294,0.006084987240460364,-0.0550975512004828,-0.060913578310148105,-0.04728984682856357,0.0011834074027492548,0.04331915664530596,-0.0005840288565524741,0.09855885678060052
TGFA,-0.02128675396538923,-0.16601239615479424,-0.012840476852836095,0.029571873037870244,0.04314592740278865,-0.07583828107615083,-0.040560701707877775,0.04321781275457077,0.025537039545828432,-0.009675340294692587,-0.0467955122714543,-0.00837288217185858,0.10369910751896701,0.013083181690210282,0.0009198168384944525
SLIT2,-0.023006874006864565,0.16179061978684375,0.09435726272302114,0.011763628585716732,0.00178924893517122,0.2057812549258696,0.09468479550877859,0.051598804262232914,-0.04589122173466544,0.05161381799166965,-0.042174044349339676,-0.04119803927208474,0.051630857048847,-0.027686305198434343,0.06653227464470621
PLTP,0.009831170531017607,0.006740022404710046,-0.005817798620621788,0.024016343483706043,0.05809685902709512,-0.10261853099692787,-0.005062519998109359,-0.024502835196275413,-0.010579469174658995,-0.0664727811704885,0.13658018236983402,0.04614319163421674,0.04185046608441813,0.00482562140737358,-0.006128717844276593
APOD,-0.04375431953085075,0.06995150101017862,-0.05176264843128833,0.040313200038387065,-0.027045353719430922,-0.09408695797205173,-0.01807163038064847,-0.01556468645242123,0.07268931322368238,0.08758349277309257,0.022441762657162165,-0.05330643692841512,-0.022371331038152947,0.008693054042942723,-0.02601519171666279
B2M,-0.05597542787375258,0.12987450055747699,-0.05751050574954962,0.02844756677551605,0.07936564485604035,-0.11320273925092217,-0.03417801530804337,-0.0276452866790332,-0.008571565884981553,-0.1248020258040294,-0.011783288682066143,0.04638706062151456,0.032483490373905986,0.03356150604867923,0.03581533827695088
OMG,-0.050018047459786615,0.1500729323946009,0.039300547120404164,-0.00831007847177758,-0.016782748021581948,-0.006376642877887497,0.005088544045477219,-0.020902843667253892,-0.016149222240107557,0.08848821408945477,-0.01577010165285873,-0.002527084468118643,0.013227593093443984,0.03387793052856878,0.05643948881754045
CXCL3,0.00889060474574288,-0.03846847119383207,-0.03481587327829043,0.013324606008605853,,-0.01536418648858357,-0.038471102109139135,-0.02134649979088322,-0.015316084610509649,-0.013893144586761488,,,0.09669084788688226,-0.008580139862014939,
CXCL10,0.018042213635928898,0.0922417831159531,-0.023818194824965794,-0.015762656728350553,0.14209838731457453,-0.09854762999470067,-0.00658174750236436,-0.023624501027112232,0.1066335554414371,-0.022077888065617536,-0.013964995757454501,-0.04913841594426258,0.05418707343329605,0.0015576683948548718,
RSPO3,,,0.1476489988960673,-0.02508959434476776,-0.02196366406212232,0.10332897420020447,0.010515797646233562,0.029484951148160767,-0.0071195141905986675,-0.014518068329033153,,,,-0.060192147821591976,-0.03348772536361415
CORT,-0.02235533241853184,-0.012281498400858468,0.0806848898730593,-0.0014595182008905864,-0.03332522256424344,0.1010449105686664,-0.04514528400413925,0.06317904450463085,-0.02797913967377741,0.012025852945670441,,,,,-0.03230821618637251
NCAN,-0.02266594518908975,0.14672847610734688,-0.011146008010677068,-0.006722507155451623,0.03476269736016316,-0.05034644835200063,0.029309413479300692,0.05459601931593814,0.023806604860370315,-0.087571978241959,-0.12917917076392887,0.10657243413559332,0.0785447568350952,0.040692652689280295,0.05104837201066346
PRG4,,0.017497628035959657,-0.02043930125067764,-0.0003966824311496207,,-0.01664569576769457,0.022064025691975558,,,-0.016974021801865573,,,,-0.03858134958919199,
ZG16B,,,-0.018846668749082907,0.01395428256136839,,-0.01797170353197611,0.10137729967667458,,,,,-0.03382082143357251,,-0.0026753313123755117,
TGM2,0.023026780364831495,0.06488980787127602,-0.037192128625868355,-0.015489910766965083,-0.0062381902782181675,-0.03631996477622067,-0.07388462040658916,0.03129282438643815,-0.0005842237820716033,0.003132498777961774,0.09876185109899446,0.0023895024240569826,0.040639082747130274,0.016409573077597817,0.0726251410916152
VEGFC,-0.022355333857921055,-0.05670579301240635,-0.025951759181973014,-0.016038940140684115,0.001250120029691588,-0.02194630475665303,0.03938770705496588,0.024794729300420246,-0.01970289196886057,-0.017322665830992966,-0.06526623334320475,0.10497261800287637,-0.03922034982290964,-0.006784822191354494,
WNT6,,0.04661174325625086,-0.021928842805696215,0.0016033400591239765,0.11962063491351393,-0.016368862127983882,0.051508111819816606,,,0.029074953591634884,,-0.03216360515401676,,-0.024434776491924628,
NRG4,,-0.04276456036973884,0.09575953346485884,0.08050485177510118,-0.023205782388940388,-0.020733270052665728,-0.031826287732212126,0.03640717627513863,0.030034804876548804,-0.0030492666358839958,-0.040419849264656076,,-0.03307501942064523,0.06431238040206025,
PMCH,,,0.00869800269833491,-0.04175762462873316,,,-0.01290708922765718,,,,,,,-0.04705874124958552,
COL9A1,0.0396229018079125,0.11360971846796392,-0.03780739369942159,0.03771740140382686,0.06883433882952,-0.020932855558599996,-0.04439948928678451,0.08231219552824286,-0.02573444176431404,0.007724815484072152,0.06678882032073492,0.023306850538361696,0.10987450327960535,-0.014501711781079257,0.039960219990650414
GDF11,0.036792442336311806,0.10011690684017455,-0.04052227514356402,-0.018819041053616176,0.036607007936464785,-0.08397519296058356,-0.023401014642672895,0.0027121038474920037,-0.0073581123311149185,0.011698576144029233,0.040395226718464114,0.0334958629534698,0.04768800866973886,0.03262587565377287,0.029913959081170612
IL24,,,,,,,,,,,,,,-0.04108098005590775,
SORBS1,-0.02502671393807583,0.08540944574058765,0.010627891750620122,-0.05671920077789751,-0.01204597828940638,0.001246577036583022,0.04887982880890819,0.008434144898433674,-0.0010286183534991985,-0.03157777521821526,0.06786970019809596,0.0668726691440812,-0.05936275497186574,0.025329855282317904,-0.01380628694318668
DLL1,0.005428868111871539,0.07307634066066954,-0.013188780262464065,0.043581019820284804,0.030773358311257902,-0.03748244882420219,-0.00027491685324414244,0.018215999356477188,-0.04328768243368575,-0.052633171753229076,-0.039963719446064,0.05210775113834629,0.007538089586617663,0.09299467628941936,0.01552917449645321
TLN1,0.029447531078690567,-0.05591805821007106,-0.03481417300430217,-0.018393125585771178,0.09990835305414471,-0.10652802484939848,0.00267777323167713,-0.012584939588630792,-0.06039825495296722,-0.07285639940309277,0.1227066102047445,-0.002287059899044694,-0.00928798722106123,-0.0006289421211541166,0.14103897844490526
COL2A1,-0.020997374314657036,0.08359787951101111,-0.07443182357072067,,0.05057024657165915,-0.015364191717186513,,,,-0.014104394060053236,,,,-0.017176209522340922,
SHH,,,,0.030714478853695527,-0.022415765933113736,-0.012078121536629112,-0.03623336102903337,0.026589436530129754,,-0.013461130678588543,,,-0.006730499490647512,0.03583027052841048,
PON2,0.01977231515864982,0.16318034096665499,-0.012945935136112129,0.016097121438178062,0.042739762678341404,-0.11365586321429925,-0.0542422111854928,-5.122120319179115e-05,0.02152328136454744,-0.08263414425196636,0.013682130696122285,0.07917975477750153,0.019665840086207326,0.05508051537667758,0.02810806482008217
ICAM5,,0.12334123902313257,-0.017172319707735032,-0.025356748849353933,0.022218956250743497,0.05266121460373982,0.05419826868731473,-0.0266188625436091,0.043247964298464545,0.05151068999242273,,,,-0.04956756930969547,0.06837251891858112
HPX,0.1131163500526605,0.08548335344448163,-0.03396178487844072,-0.04291038562758754,0.01981842732095393,-0.022373464094459287,-0.02384185638145905,-0.005381858522521012,,-0.03421550759040257,-0.052582431378293874,-0.02722221639027682,-0.036402632567444776,0.020948893125669554,
SFRP2,,0.029121958987335834,-0.018069322275961138,-0.029306124361167436,0.021038632735997043,-0.012262053137911809,-0.027095021253598185,0.00596208439280727,-0.039839358543101985,-0.026407293506071336,,-0.003091452394281133,0.02709999656649112,-0.04951615263362505,0.04237552461617716
CFC1,,,,,-0.03203118831762949,,-0.020848678003239793,,0.004104990539908508,,,,,-0.0007964857498905639,
CD70,,,-0.03301220452945025,-0.030342417686211633,,,-0.03889008427037487,,,,0.13440309797476804,,,-0.06455260001858638,
HP,-0.04166346392562441,0.11011049715255748,0.007429031626195486,0.022454760822815875,,-0.06595629003219604,-0.0450740350169311,0.033897218630689355,-0.11253217267169716,-0.03126528553730548,0.0013925979547745435,0.05788048979163936,0.10073332307722972,-0.01619542208337873,
CXCL2,-0.054571007152401096,0.008988855232454997,0.04697675357060646,0.029460843096480487,-0.015612920439865046,-0.05193342436765224,-0.0497556123089189,-0.027731093600367705,-0.018356838821057268,-0.026642812921531013,0.007727517531818692,,-0.0050843402286429576,0.009373050227477297,-0.008596309246207348
NPPB,,,-0.017533755428294915,-0.03212740679089699,,,0.2105004236877873,,,-0.01732266709092013,,,,,
CCK,0.012568661864989991,0.06081993160501678,0.03494922529172097,0.03253845159440504,-0.06875987542467785,0.13307268042983667,0.0635250205374105,0.03554645115343989,0.029237766216760625,0.15979853540375236,,-0.04209419255701097,0.01773372931004415,0.06462625740842849,-0.08074005271573231
SEMA6A,-0.05795109468047511,0.0943283206584616,0.03136460340085023,0.06896397238751636,0.03262974618190114,-0.09884480252837811,-0.05648090602661721,0.042434679584795,0.06717601462677586,-0.10370215730389375,0.06386074607573827,-0.013050558118236282,-0.00315209199806884,0.046761618974367716,0.09993227643485489
IRAK4,0.055642900682738805,0.03458375132620925,-0.0065183107589997435,0.01882355498754507,0.09555909102256471,-0.08075979114285159,0.0028602243531272694,-0.02752653299513491,0.007705360160325028,-0.038486795366030675,0.03497219390860965,0.08496593469067988,0.012867781715248128,-0.019619135390947614,0.05432376778289529
GSTP1,-0.0237620145573008,0.11797435699580326,-0.013557428792393378,0.014960152838420964,0.11885084095683357,-0.11951613350241616,-0.029849000298310197,0.008032218282667026,-0.036983730090787016,-0.08885454761121316,-0.017352782536245483,-0.05799276704162117,-0.041613843461942315,-0.00026631046088785416,0.14545782304071028
VCAM1,-0.0061535144660521636,0.07387725650698874,-0.06259791996729205,0.014103714800215446,0.08175797510564255,-0.07822968910753667,0.08236896800406732,-0.019762180739598526,-0.05642186451140636,-0.04686503326676693,0.03316423822785918,-0.0033390160533955733,0.05269846836913102,-0.037672734195299686,0.11711898490197759
NXPH3,-0.04835753180894902,-0.094166725382646,0.01979782061137801,-0.0016143270348400916,0.07392149832771439,0.0031437508544467055,0.02203785964138563,0.035989145248787754,0.016636087896142727,0.04901860161024669,0.1441041885986821,0.13110254764168777,0.018035118750764304,0.06532257796392188,-0.04252491361647342
MTMR4,0.05048628911429185,-0.014892767939277622,0.023509814863552622,-0.018914450903319297,-0.0011520947515285815,-0.03592491217905245,-0.01551133084927298,0.0015885144693754717,0.03926283611508636,-0.03645461303412701,0.03703491147819358,0.07089615528935057,0.02911594258434032,0.11602257982588217,0.005549561249443837
