,MGH258,UKF243,UKF255,UKF259,UKF260,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,,,,,,,-0.047555971325686695,,,0.06323892076589109,,
BMP1,0.053335454711804224,-0.0029661528632466605,-0.030294373223880428,0.02234220209621318,0.00495957621988224,-0.020652909697830107,0.04408807324014281,-0.030456996441184835,-0.012790894608496445,0.07069396589591005,-0.022948073943528033,0.11907394000409084,-0.05248156136980715,-0.01964162641719372,0.017183727655561466,-0.004526473702684855,0.031124018266699558,-0.04751813448319896,0.04708417157643583,-0.04496502833538286
NDP,0.02714587651338903,-0.0977273122680314,0.011130691849843105,-0.013812074954131491,-0.02282603231230316,0.034259387663775766,-0.0361253459437435,0.0033703343408422026,0.09347452293874389,0.08216611664431833,0.04462769768851015,0.05594813389184729,-0.0036475943573786086,0.058931650485462776,-0.009158737694681993,-0.0266344414549332,-0.0706494960672834,0.26919514885931195,0.05664083275562019,0.010810104396170726
TNFSF18,-0.008479467625737083,-0.03917898555047537,,,,-0.013506324320069252,,,0.07047784814216052,,0.04074937896703507,,,,0.07843344478906215,,0.023038059584337887,-0.03995760851227469,0.061932718565321086,
RTN4,0.005745755140312502,-0.017956999153020792,-0.07005394010056636,0.0034094462576540006,0.04288846917850841,-0.06063172314746971,0.042395324800305,-0.0381313866741537,-0.07055614292235396,-0.0506980091650398,0.09350355140555631,-0.16354850453019273,0.0030590950551673854,-0.10312917806301669,-0.036461763239823405,0.052994234462983104,-0.09366359364071297,5.3435013372042086e-05,-0.1661505639846978,-0.022994984676443973
HEBP1,-0.026263041211626464,0.0343650917205868,-0.0013317399523289323,-0.036029285033821835,0.020416489447484244,-0.006924704922222483,-0.03888417826537142,0.013237630421919553,-0.006615172635599717,0.04962772439775354,0.013885975269187872,0.03473064047485753,0.04588422878860932,0.008625442624140467,-0.020730450388199494,0.004679639694831401,0.05313158261343335,0.2318722610407742,0.06347427076520976,-0.03524174420976849
WNT7B,0.09234950602704044,-0.024425791712991928,-0.03255377200932156,0.03347278171850141,0.033970936063728335,0.044898640974940375,-0.017327980094531036,,-0.012195993490835565,0.02123069224967876,,-0.03994319395251097,0.00047930774364187074,0.06714498859993268,0.06994826936272265,-0.023899626229157825,-0.052244452038886634,0.0647456332478133,0.043056186185087754,0.03502403940281262
PTMA,-0.020350230332811612,0.06400353826106148,-0.07458425149082938,0.03256998733747851,0.0460853965133919,-0.008278650260592858,-0.05454440964363596,0.05247443811883275,-0.07263352626004116,-0.09029982245744564,0.028610597634238493,-0.24024871992293617,-0.04515851662513198,-0.010145394665839098,-0.07546005393401144,0.00807083322088688,0.07282345656177637,-0.25109957423549506,-0.02436217540439966,0.055470822252480775
FASLG,-0.015482806282290894,,,,,,,,,,,,,,,,,-0.024976416706950756,,
CEACAM1,0.08001862508845282,,,0.09171273893155218,-0.01752850538757055,0.004496658194948375,,,,-0.001834364455556927,0.014214741855225515,0.010294864738558816,0.04279989689175957,0.046346126261134366,-0.012088710406907711,-0.0019105729435791587,,0.04979043588673043,,
PDAP1,0.045273466862309736,0.041380842692511154,-0.018524223951119714,0.0082312666822147,-0.015621829128935557,0.011405559087869369,0.029285648760001337,-0.02130176911055882,0.10072827512601434,0.043195858407560184,-0.04142409831350837,0.041089686707367956,-0.07397853860339408,-0.039138119287238954,0.10781542673499059,-0.025607627151590345,0.038807014079083824,0.13124900490332303,0.009499269501960263,0.07234304468383657
QDPR,-0.033240434043533613,-0.062458115210319805,-0.012895796084960665,-0.013185099971677028,-0.010006310362081992,-0.020755427509511534,-0.02392327678838682,-0.041222509438141756,0.09799585240180338,0.044431763975836834,0.014628320195712205,-0.2786144676609135,0.09176831852746371,0.05709822507409624,-0.058060265265059904,-0.016113860558630663,0.06435749150485537,0.159904661351419,-0.14118409587159242,0.23681312961846623
POMC,0.017869497837022862,-0.007613930854893175,,-0.0036255696595552996,-0.03527149784287896,-0.0156716706860399,0.09831385338614117,0.03421743739069731,0.14236839963618153,-0.08974390960051296,0.007629819627636566,0.0035866163633509487,0.010112902932389525,-0.02173296405819716,0.015276030915156905,0.03797854482442961,,0.045378166985914486,0.028172495553699987,-0.015057201706157444
CCL18,,0.007031315806669912,,,,,,0.02353417811048693,,0.07394150615141416,,-0.08080955116635817,-0.007710834098781198,0.0033579310761860195,,-0.0037818055706385226,,,,
CCL17,,,,0.027951618727942665,,0.0481101106001405,-0.02144718183975312,,,,,,-0.03349555392901632,-0.028507921675944646,0.03498522438358035,,,0.0747985981577536,,
VEGFD,,-0.03650434812021703,,0.12386386757720223,-0.016770281523130495,-0.017946939806456858,-0.0157317672493556,-0.0264522548166588,,-0.05845536057842494,0.0060192743573658815,,,0.11196970692441999,0.01923387124815406,,,,,
TNFSF13,,,,-0.01588037620136238,,,,,,,,,0.062382647572327345,0.04509458980822563,0.008371730257815107,0.0014859257292149748,,0.012394399778734322,0.024884676079870736,
WNT5A,0.014531415243872362,0.008684655169117579,-0.06633395589516154,-0.023250546638834663,-0.009125390170562348,0.004362235284551583,0.03803195085016967,-0.05458268578885123,0.04812286889235677,-0.034781194510968325,0.06905766998327444,0.21681934633521802,-0.0009843241696822769,-0.05432820084025146,0.010881041149974287,0.056684856652640565,-0.027465905250903415,-0.002554465856846456,0.06619477155997983,-0.02582284040550919
CXCL8,,0.08307053104580377,0.06749461595177471,0.06449231303266237,0.072379565960164,0.008738985883732722,0.004540940236120106,-0.01231369538864845,,0.01789816355204491,-0.024811527301433177,0.1600036712240887,-0.04383471114334676,-0.0871044767770794,-0.02369927842152368,0.05020493732851212,-0.0041319425255839,0.06514404574772488,0.06842273967779097,-0.010091741314577254
GRN,0.026585987047885153,-0.015435106070162435,-0.09640802167058778,-0.06548794840322146,0.02196869920648709,0.026422016072857164,0.00997751577104078,0.012722982005954791,0.10389928895413666,-0.0011542805410601925,0.0047341307948158195,0.053550656861309144,0.01638894648667511,-0.07650720908780875,0.06288800546390858,-0.08457303397013377,0.04480848572470041,-0.21944771965919369,-0.08321804409839383,-0.13781793406085904
MIA,0.024886588287207845,-0.006597828216575121,0.09331494012996774,0.04304081746983829,0.024055720823823297,0.010282471863047175,0.0779181928042367,,0.07851139995353972,-0.05715995293197939,0.008961700965071904,0.03682664301912071,0.18052062469555505,0.17048938567759525,0.08948743993676596,0.020849597784961024,,0.1508862114499904,0.07421821231441292,
COL4A4,0.09783623753010028,0.0072508099005500135,0.045930176411911564,-0.02879926921131585,-0.017725918471813706,-0.017586717895336643,-0.030056418370704174,,,,0.10880599987718866,0.12717070689956222,0.05384003312396124,0.06141537574256893,-0.02663201879186039,0.033081943457452814,,0.02023703804245525,0.06061920792969191,
TAC1,-0.04171005438622176,-0.07463793908237261,-0.05205298674057357,-0.01930920953128377,-0.016876451753200447,0.005577586380039044,0.013256376954758673,-0.04751924045635475,,,,,,,,-0.03806172759278555,0.0053765023271732165,-0.022919385605173374,-0.09619936952234484,0.035948721555140846
RARRES2,-0.01366096824211425,-0.05004100748148415,0.02881594712840031,-0.0556777880231587,0.09266564505451927,-0.03682544617539299,0.021071424837808266,0.02537210226159079,0.05383013514555162,-0.030168068496811945,0.0014621997184711677,0.13564885191763057,-0.098988943423645,0.022969604931140405,-0.0039014998920259437,0.017649477848935204,0.07467438256924078,0.27421328022219377,0.07382192397072622,0.10955572019769481
FGF7,-0.03760112247473012,-0.0403354361775658,-0.010172114519210821,0.036618176794267925,0.047557291959350226,-0.010896967942418383,0.01480299857816435,-0.02255205939811574,0.05410004756433245,-0.057459421946469545,-0.005386008173513446,0.16618063172814165,0.014830973850402083,0.07824764189996238,-0.049385534487881064,0.03417598882486179,-0.053375120697781345,0.25648933287597814,0.06409978078446914,-0.04322588129420519
EFNA2,,,,,,,,,,,,,,0.011851748429468524,,,,,,
HBEGF,0.012912976898687995,0.08654119832415963,0.038885384495710294,0.0012806295293330847,0.03043942366518161,0.049659672551881535,-0.018704985125085893,0.05544625789664747,0.01099799150833973,-0.08608430215697001,-0.04490890197037433,0.1335331104103298,0.07630528904347604,-0.014284298550054888,0.028761659257475813,0.005759057908970803,0.07597024101665846,-0.0578255006854087,0.16494906971300113,-0.027531600978077126
