,UKF248,ZH8811Abulk,ZH916T1
IGFL3,,,0.04218950673149803
BMP1,0.03876763758242884,0.05679000937340829,-0.04553001424278992
NDP,0.0354550063078795,0.020146130467716083,0.05388595758177496
TNFSF18,-0.024102610928542118,,0.04460196791050903
RTN4,0.05574211217664382,0.005926732094386232,0.06935288307950149
HEBP1,0.025227969758209363,0.038034001000502644,0.034323184816530336
WNT7B,-0.01610035194823239,-0.019267988258643117,-0.03086535590312269
PTMA,0.020349759100679713,-0.0392280189217031,-0.009831035082670136
FASLG,,,-0.01254184579501807
CEACAM1,0.028229478250999047,-0.018212107769076197,-0.017450136361916307
PDAP1,-0.0176998869025167,0.04940423898296867,-0.019648436536353866
QDPR,-0.05649778494652535,-0.000236680489689719,0.07079432790247972
POMC,0.03295236891843997,0.06904782601002521,0.04440473369649514
CCL18,-0.019143683384825548,-0.03332793381687478,
CCL17,,-0.012920608971365457,-0.011367774517843607
VEGFD,0.07142760925304695,,
TNFSF13,0.07870714294703972,-0.02479270791080869,-0.01852283974724003
WNT5A,0.049737545520952414,-0.004444729020801194,0.0022968625088227975
CXCL8,0.048209322858493,-0.04663990932973484,-0.05472841052222541
GRN,0.08301970146476274,0.1176595564785992,-0.013961472248358
MIA,0.0015934811612908853,-0.04517218221444843,0.03371840670075955
COL4A4,-0.0229914082072275,-0.020206854609758115,-0.033383580148304205
TAC1,-0.03965163426715957,,-0.014944095527671333
RARRES2,-0.023385769472217044,-0.041708520190878805,0.0265822543423254
FGF7,,0.013163679250002632,0.07335107891990564
HBEGF,0.016912866071955718,-0.019426549245987922,0.02052841361168925
CSF3,,-0.030070529910965586,-0.011968512881084477
PI3,-0.020139962052109876,-0.021577012405311374,-0.010441450084174207
PCSK1N,-0.04164000057790545,0.016446498971849056,0.001484025499809107
NTS,,-0.030142435744370033,-0.017723735535898146
SFRP1,-0.0013794739398740954,0.007038041168239774,-0.017311880824097715
CXCL13,,0.03270922433267722,
MICA,0.027273141369427226,0.006075983048350112,0.005445907174995098
TG,0.014947843066011499,-0.017168258985565326,-0.0233408830207407
ADA,-0.020452980520749786,0.01653499051665146,0.0472573859099559
LAMC3,0.05318573577518056,0.03301539723854393,0.004457249538900987
CCL7,-0.012176999848339557,-0.019365014639674095,-0.012541841335287407
NGF,-0.02090730404091348,0.016531497236946722,-0.0375498949527522
TNFSF15,,-0.018878714770083023,0.021806166808075105
HMGB1,0.007438898847171889,0.09105057218928041,0.059078253962062205
ITGB3BP,0.04310122872299343,0.008322388298596965,0.07280607590514077
AANAT,0.0022533594667242724,-0.01698858196694086,-0.013269791154836352
RELN,-0.038140824081011285,,
IL15,0.08150340551139815,0.05283551200647461,-0.020868630985137852
UTS2,,0.10582256288287388,
BSG,-0.018871060161959805,0.023821595299849976,-0.009298479184824317
ADAMTS3,-0.026144851395077013,-0.0016398528840868096,-0.005073308753184191
CD34,0.054413663852788195,0.06537183168798316,0.004239230916820911
PLAT,0.05127397619029563,0.030748635220564435,-0.008791623666089429
NTF3,,-0.01844230268467193,
LTA,,,0.02922714031819994
CKLF,0.006276101918550315,0.09930989949857612,0.015021383440221133
CD24,0.015070425838703475,-0.03799455809678161,0.05734946891886735
HSP90AA1,-0.011932625494135546,-0.06906532991974972,0.024689396836277848
BMP4,-0.02555209852788649,-0.0036147631532768305,-0.052986983629919444
SCGB3A1,-0.012176998630655843,0.002809451581621744,-0.010721090680889452
IGFBP4,0.043605214069452475,0.052846515220685494,-0.034014309830958295
RSPO4,,,-0.005879395815743053
LEFTY2,0.08518578647524937,-0.01643870451434946,-0.04109396302989984
PF4,-0.0126316813851072,,-0.017859134956149943
ANGPTL2,0.05366069561731399,0.03221770267485752,-0.004351197814640872
LRIG2,0.007895347261811495,-0.001236249272081258,-0.026395828652757174
ICOSLG,0.03830389508488064,-0.015117383017853508,0.005226670951151962
WIF1,-0.02272866036247052,,
NPPC,-0.03777631138130072,-0.028908474693358888,
LYZ,0.12200507035219472,0.05691475104593966,-0.0034372805777355985
EREG,,0.018309396965366244,-0.02697143061012052
SPTAN1,-0.004057820667723739,-0.037817535650769084,-0.04429189014803829
LIPC,-0.015464498187035587,,-0.022580706226491488
COL8A1,0.05416401555002763,0.02716581007158436,0.020044780093363704
GSTM2,0.007066448580383603,0.03729263516545131,0.0038274809595202253
SPX,-0.02501138260012541,-0.01952469979758376,0.06887257545022914
MFGE8,0.06557615608578853,0.017329745489543833,-0.02983930841457652
TGFA,0.010103867087128073,0.04402283029704813,0.03821443690066482
SLIT2,0.11739134432116657,0.013134551857158607,-0.0008926704128398483
PLTP,-0.00947528899037063,0.1368305037927792,0.009678442553205675
APOD,-0.03518155619612418,0.0075220962580579455,-0.00807317305794026
B2M,0.1344910694377186,0.14400122161171625,-0.03723002244635798
OMG,-0.03492763774196948,0.05045007357318267,0.0003338504944628423
CXCL3,-0.031193556881790884,0.01498529501231257,-0.010966136144040519
CXCL10,0.03647290000039654,0.0668943344116653,-0.06765507105863211
RSPO3,0.04467756492617657,-0.043985254201996386,-0.012727516517909626
CORT,0.06299444699556997,-0.022081241393552324,
NCAN,0.014900580401783145,-0.03782138723597768,0.019708028249359757
PRG4,0.018405414234303474,-0.0011162629753506802,-0.028831255023936252
ZG16B,-0.016885821847914758,,-0.015869843364017776
TGM2,0.030097976760829568,0.018266484177899136,-0.004826729847530873
VEGFC,-0.023251683786722592,-0.024921661368726034,-0.01882416383806657
WNT6,0.015572596085765156,-0.028908478593630615,-0.01916609748425823
NRG4,-0.011215444364773541,,-0.012727517944360571
PMCH,-0.012926403199936006,0.0691047197431898,-0.02744536374686317
COL9A1,0.022545038361788453,0.011819885495002926,0.03445196946604317
GDF11,-0.006221695203117608,0.009436669905066279,0.038739426424490145
RAET1E,,,0.04485455936438183
IL24,,-0.014675322881498235,
SORBS1,0.06036812279675933,0.01453568355134447,0.04013473553953521
DLL1,0.006820482977161914,-0.03616922259538604,-0.01894125197094468
TLN1,0.016145912592582537,-0.013112279337846845,-0.04512929401373013
COL2A1,0.012134147616883516,0.05338226846378618,-0.01852283831536056
SHH,,0.014146891159222453,0.09824252046361971
PON2,0.03786796557337178,0.08321867898893041,0.026391534807408912
ICAM5,0.09655339467893201,-0.020046461846070653,-0.027445362592140334
HPX,0.028710834185219025,0.0024750028730268605,0.04328447286148595
SFRP2,-0.016189352130428065,0.04313861185475654,-0.03916027141837007
CD70,-0.029577545608337124,0.05812108647512516,-0.019418128311580848
HP,0.0099783865501758,0.11975145410009305,0.025691439863666825
CXCL2,0.07529865815760983,0.0549514773446481,0.07941260282485445
NPPB,0.07208462414166167,-0.03866399777433341,0.1141434097454342
CCK,0.021635680429087843,-0.05222631513351754,0.05781160970512511
SEMA6A,0.016776052437698172,-0.0020716226221250207,0.04699210310598544
IRAK4,0.046181602029685374,0.031520131411599525,0.054534886768550145
GSTP1,0.008357075824014678,0.010097924492554691,0.03130157460291733
VCAM1,0.06385228150221012,0.02821160885464871,0.048690881248696125
NXPH3,-0.035715557045830876,0.02126014817954724,0.08972750476788029
MTMR4,0.023306927332466077,-0.0002943643242364538,0.010114117573495387
LAMC2,0.09587115902962416,0.14570855144016065,-0.024598746484459606
IL10,0.01457352942754238,0.0458044486355516,0.07724805498222007
SEMA4D,0.07461825410685947,-0.041231623328717756,0.0723469110443017
TRH,0.046186375250690116,-0.029754608812472192,-0.014460793233829932
SEMA6D,0.043817918875295105,0.049422065700989004,0.025159971749482507
CEL,,-0.022223533316553537,-0.041381514395921006
PDCD1LG2,0.07896655677032989,-0.046839369873621244,0.005274011201435035
SPINT1,0.02558747973451977,-0.051638373133232475,0.010575370078705008
CTHRC1,0.03353337221973401,-0.0031932518492826397,-0.0059468495185375616
PODXL,0.07673759770055216,0.13860476822618745,0.024360677347333062
