,MGH258,UKF243,UKF248,UKF251,UKF255,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
MMP7,,-0.07459439563242488,0.0360134962970729,,,,0.0886593000729664,0.03781459747247388,-0.0008139531703004158,-0.03092015480186617,-0.05232273401153488,-0.007896558384484394,0.00518048375750208,-0.0800470265258156,,,-0.01787052508544366,-0.0149406232749888,0.04213807190540056
PTPN6,-0.009830193016516778,0.028322527735654,-0.0028652591713504575,0.0017353223403504443,0.00989353291620366,-0.004303203283693681,0.026954960843383054,-0.04182057342842769,-0.01944992668790007,-0.012429704557978807,0.06401073906007204,-0.008281129833400812,-0.0014115696724584818,0.10392015277683102,0.013941837738693128,-0.036553410616867316,-0.032766466312883824,0.12567836633073667,0.06182125510221542
PTGS2,0.049872819103340224,-0.019312223839493856,0.007210874698972068,-0.023617110800199823,0.007622540848812944,-0.048797032491359825,-0.0036246119123842595,0.02051714263680348,-0.00436769858852695,-0.02858271438807372,-0.02314977782486673,0.07501490307024952,0.010069882172998623,-0.013158832406188347,-0.0354185424533567,0.09902999387240885,-0.04919627148605737,0.06810681969504664,0.041298876127064336
XCL1,-0.02569473360164548,,0.005879171646922877,,,-0.017651550624456235,,0.058219413407234806,,-0.04055844534234561,0.030599727775790966,,,,,,,,0.018376922059867736
CD58,0.010410721930482944,-0.02936777112933092,-0.030713947414191665,-0.008161148269823981,-0.04768784744900116,0.02172392426854149,0.050514558753341994,-0.05977868449177864,-0.04420709283986824,-0.033649558091686085,0.013570922378716857,-0.025819542132422095,0.05602944046060131,-0.016925808904847097,-0.003821899644152026,-0.04945690999070501,-0.07623101751908393,-0.0009478325167645961,0.039033908512035045
TNFSF14,-0.04203244649551448,-0.045434382077814514,-0.007950796007934321,0.00864720271382542,-0.004250666017343729,-0.049683220758008816,0.04369884848426921,0.018568064284684268,-0.01725697789986621,-0.06632066240706583,,,0.013530062499355533,0.033768056062317295,-0.0020429024375905624,0.08393051499019137,-0.024916314609648774,-0.035541535389714614,-0.016765298590731063
CNTN4,,-0.035713488525724806,-0.01330603309597963,0.008992864447106919,-0.02051616944315565,-0.005584157662586036,-0.04585801121857551,-0.01585258108185999,0.019409299881167782,-0.06818870121935297,,-0.03766566489241716,-0.01450228455454849,,-0.03560576979561645,0.016589857417385338,0.05117362500076781,-0.031709473713550075,-0.05749027387441708
INSL3,,,-0.02683830940837511,,,,,0.08267768495568176,,,,,,,,,0.03361792878712806,-0.025516235815437167,
BTLA,,,,,,-0.01840232914435592,,,0.02913788295384132,,,,,,-0.025726982739463118,,,-0.024672924204918838,
MFNG,0.11156162022790861,0.008002715511081162,0.02447446939203598,-0.02126244059744087,-0.04400409952969512,-0.03211652983988347,0.03101252413412156,0.010660242879700318,-0.03856729067962665,-0.041344608322555605,0.03573544320134208,0.043181188284602365,-0.027305727036996887,-0.03360096969373997,-0.015408588201428328,0.008378886303470189,-0.0006289446439313252,0.02769815517245523,-0.005188242121574386
ICAM1,0.02790151392586505,0.08388351261760213,0.09267676649944258,0.02067684160540613,0.006509388732349681,-0.04391399717391449,0.04818684708907801,-0.030782919375435796,-0.02090641121426189,0.023872034370511656,0.0018326366806253355,0.10368855717078274,0.0801616639595608,-0.02154865960229833,0.06388783690638891,0.03164807674656345,-0.024419905257489806,-0.033945825702801705,0.08331978080908867
PROS1,0.00532841503744709,-0.06893062777118145,0.1198131347725424,0.04109093393511539,-0.011462976551912855,-0.04554827060402309,0.04014206182984465,-0.0407353641081884,-0.05525967193059654,0.02930349524798366,-0.023056372030289575,0.028511631914850014,0.11680575218769824,0.05788601476779113,0.09401270294931684,-0.006082497062172283,-0.043016130225962596,0.004243267741404615,0.016669884034168435
CLCF1,0.009500602205121429,-0.03205861837425617,0.056240874618492094,0.005457245191067255,0.01403868430135784,-0.06445247118012988,-0.03965708557349678,0.04036725114165267,-0.021154802655169468,0.013934615750045138,-0.012281309323177572,0.02658208534480441,0.12598281367948255,0.014240679646393178,-0.01702021675393528,0.025262907252758208,0.009928715125154867,-0.010215186507444124,0.09830424107865905
PSAP,-0.031153604767535127,0.077919373471894,0.12142978804483887,-0.0010800078168693313,-0.08465560651530822,-0.034050379847575585,0.02213563790768787,0.10066880230850718,0.03859289013882673,0.020367745564525076,0.06095717745980381,0.021494354760419974,0.07541009193746304,0.04114479772240692,0.023923746782462195,0.019424439974059418,-0.039327231813454114,0.05093163446975825,-0.038532961773365904
EFEMP1,-0.04836358591286383,-0.07709844905901853,0.1160347756628821,0.056435104854371386,-0.04351643552504661,-0.0974859034618204,-0.025347698507010796,0.031738531355931666,0.011713565709639807,0.06572004607038066,-0.011761345259466852,0.038373891461727615,0.07443581671839095,0.03904402688811721,-0.03666597294834905,0.026884994221711197,-0.012907662788302554,-0.03180933052574967,0.048335285793344965
C1QTNF1,0.025383644965586528,-0.06263102923538973,0.04165061747819559,0.007070792094056585,0.030416780558266555,-0.029526765270384725,0.050788929574426205,-0.022454413664457308,-0.030972355923169017,0.002813368182437466,-0.026087559606542916,0.019506265543586605,0.01877943993057055,-0.06666090588524834,-0.07368317943796092,-0.01374682527444489,-0.043354153432345444,-0.04792768709997298,0.06374629758701131
ALB,-0.025990857227609916,-0.030556033324764618,0.04544813375721519,-0.0004235696942619893,,0.09295420805775224,-0.031110809795553578,-0.028670631281676427,-0.019600282094204887,-0.02909073390122572,-0.02406229096824343,0.024250961868748862,-0.05478841723850073,-0.06245860702721125,0.004716937742253697,0.030539054902689867,0.02464476521295493,-0.028852752555043208,-0.0042461695541520204
CCL13,,,,,,,,,,,0.06135673860130513,,,,,,0.02837443796770697,,
EFNA3,0.015468107820762909,-0.04230229754890229,0.042358528533800746,0.04227049421873501,0.00417412636510644,-0.045025644007699935,-0.005709598256429874,0.020085045431157376,0.023926423419552104,-0.06664644270906556,0.03798003310077319,0.004436117872050357,0.026113469003132293,-0.010415996641958379,-0.00227065230463798,0.028453952915634854,0.020792158398257977,0.065806462275301,0.026271036944720105
DRAXIN,0.09544390653756912,-0.06028878915770502,-0.012739712236539281,0.046716071830592815,0.041702944943251365,-0.004242627847351655,0.02344485935883438,-0.07323678229487668,-0.01573806469979897,-0.042329101221033,0.04101234072585967,0.0027530411622427894,0.04769853470674021,0.05360105416183398,-0.038623460918224516,0.05236522944978831,-0.0025840396708092946,-0.05810551057930016,-0.031009043791165657
RAET1L,,,-0.02090730367975197,,,,,,0.011183527747253863,,,,,,,,0.022165181132426885,,
NPTX2,-0.03392815598224551,-0.10112116760127891,-0.0680052851252575,0.018164849131137518,-0.04874356746925574,-0.006292013059872242,-0.038412858750366465,0.0408230434349972,-0.0009424405398623137,-0.029295757494183807,-0.03297849725414527,0.034013854073062795,0.027892887141887153,0.01618985399338577,0.02623451328157925,-0.01973339278728142,0.02873630536744178,-0.03878336273639126,-0.0065604610874599786
FGF11,0.04138384483639748,-0.01915425471006528,0.054614433393760764,-0.019891751903003737,0.02070911023078655,0.0075758632859229905,-0.003336182608211958,-0.0415018701216352,-0.0022903877861198225,-0.02610223983798317,0.018261016881603132,0.005694439870598482,-0.04372173898477091,-0.0020924636253529106,-0.003861648232016158,0.07679412345465561,-0.02334648815632651,0.01383948290745247,0.02823468837763956
CD59,-0.020849910664638267,-0.061737476757592696,-0.03474815085573364,-0.016731389307399456,0.016168949069770084,-0.01511788170313509,0.020622677755693743,-0.0003638521956745624,-0.018752070662874466,0.006665681836747802,-0.020381927027601554,-0.02006810687913647,0.07171253873612457,0.03895063493696139,0.060193237691689314,0.037171106435425004,-0.061998198382842505,-0.02386944899445848,-0.03988694965844609
COL9A2,-0.02306490453796594,-0.005107673416102294,-0.030216474923352703,0.03546323332929841,-0.005428107100375218,0.033655799844064624,0.0565199913065555,0.04630386101773475,-0.020602935543457396,0.019646054171811648,0.039706511598591815,-0.020467320323969942,0.0691895377386134,0.07615823226811673,-0.0469113670449646,-0.0026260517479651676,0.02668798401386684,-0.01641792270095992,-0.012886632723167528
DLL3,0.02518237673095841,-0.04585395802263006,-0.11285662873348809,-0.006937781637717584,-0.05136062477771419,-0.03106000411061568,0.08686657387641751,0.02088017522938575,-0.055610307999984815,0.030672793912664902,0.019712468898648278,-0.05116848899459571,-0.019567918225168755,0.022351620349329696,0.030409684998710294,0.052022547673115004,0.08290269745538058,0.014274655706377716,-0.0588347912907953
FGF5,,,,,,,0.05580716498138613,,,-0.02973753429501315,-0.021857619750244528,,,,,,,-0.022493078215044995,-0.02924115253337674
LIN7C,-0.057721641635915914,-0.03388419699519421,0.018396047469398234,0.055263313813614774,-0.0403977244239487,0.006069282541211844,0.019443498709778913,-0.014528360350557457,0.013857296881474244,0.020014110944114705,-0.014000292246837848,0.03706704523821614,0.02964533025886692,0.07229857345180424,0.02368855987722353,0.058385777235665855,-0.023073159327058956,0.02657926698976425,0.020151287913164225
GDF7,-0.026614723734812898,-0.021588408229077684,0.023715398588886244,-0.02318420556123371,,,0.053423897064634365,0.027932943418960104,-0.017256977229260017,-0.03417043976966139,,,,,0.01779303383106774,-0.01688330928790048,-0.020255507468255624,0.021076562704042786,0.049460458047971785
PSPN,0.046917850861554464,0.007303673387393196,-0.012787575474650164,-0.024750872276429692,0.0920255985329923,-0.02321567312570712,0.02743204785284556,0.04944150279208784,0.015378986963101497,-0.004955168531413385,0.09751580912016204,0.013422840492836275,-0.01530366481176842,-0.01003616189676938,-0.01668661153951801,-0.023932065909781065,-0.008361984845946127,0.01705524389232534,-0.03790229296053725
ANGPT1,-0.07912554562309711,-0.0457541568490429,0.032696655168933,0.04074146704266601,-0.02096801523297631,-0.0271809405891918,0.11041348424792008,0.00037685489307995155,0.008867249177409513,0.07177589137680047,-0.0009184522864713643,-0.02319634861405841,0.07157119382404735,-0.019124657718748488,-0.03067088958527524,0.0729967531252193,0.00421394095909567,-0.023409952373340936,-0.020606706982809905
PNOC,-0.0128736800433704,-0.04111354866824486,-0.03087444950472737,-0.03479342057996767,0.003644195689603514,0.003935248687474262,-0.051440599817163174,0.08208386319450255,0.009471548681762343,-0.06333097313325624,0.09397425740909357,-0.004084181910369208,,,,,0.10313153298979555,0.02319324950587814,-0.06374733224932638
L1CAM,0.008045351103365253,-0.014301879138594438,0.007476201806871552,-0.04727853211310615,0.007705326859353473,0.009428860550425472,-0.06035834020665973,0.06208966809135993,0.029721207092530153,-0.02191534428603772,-0.008014895587173571,-0.0346715884632844,0.0029363520423059826,-0.04810930508597929,0.13555658357356934,0.032777641753636906,0.008328424121355687,-0.019405818791676396,-0.059248199675840905
APOA1,-0.01925605129853167,0.034782756380367943,0.016797858099470576,0.05045753184743533,-0.04212320506333095,0.0042790691673895796,0.015136728693385325,-0.0014802726766952195,-0.0075799316736705966,0.005675519446315693,0.04095589102178559,0.015060217928730612,-0.01595197702821915,0.06953990506421194,0.00023181683175613356,0.033485226712563355,0.022275832448975293,-0.0404725637973441,0.01830201467059846
PSEN1,-0.010322625543314416,-0.025279180863839963,-0.012929751749387547,0.043983857914606996,0.012997602486355526,-0.021301531376159852,0.051498462850032525,-0.013281481127737747,-0.03587301106450508,0.010777506966980065,0.021092818133492425,0.013599053765156657,0.013800104450877372,-0.011417864614154229,-0.08055447037659452,0.00944745388169099,0.008521013309419451,0.02616916938018623,0.007924870405184142
CALM2,-0.06299809422162933,-0.08530482731615846,-0.042822878098124954,-0.046840344997578005,-0.10830893777275966,0.059161138212342805,-0.04275759599673344,0.021396351156302472,0.020077000779316203,-0.037438118756761805,-0.054456852119877365,-0.07356606074270407,0.04114937717422832,-0.007299091638429129,-0.008796387428663116,-0.08168391865531133,0.05337115266183768,0.029805531944685687,-0.09101950649011777
CLEC2B,-0.009831323034353766,0.136060753184772,0.10260774854084556,0.0008587144090167571,0.06138803888598686,-0.01773569758575037,0.10140093870506209,0.012256820318176468,0.02871573895842882,0.02140557658773128,0.06125177980392484,0.003966601529458084,0.02265351602001935,-0.004760608270773764,0.056480311171192524,0.02722541733440445,0.027786221149791773,0.1169745758839534,0.05224347554135044
NTNG1,0.05967726647152432,-0.02852242664759669,0.015692333196884123,0.0013307094671126951,,0.049166654073763666,-0.006052158638324283,0.008853069832920493,-0.008939581916730858,-0.011736171897415404,-0.03943114737214366,-0.00019442088256781367,-0.005611861960289627,-0.05422421328514705,-0.02238233157695221,-0.034949491297817964,-0.006117051052237104,0.024845204680229122,0.01998656474385631
LRIG1,-0.040364402814445643,-0.07845520060686327,-0.0930617628219239,-0.018100054703386163,-0.07491968801375012,-0.04064998518286084,-0.014500317290174088,-0.033142622284603324,0.003064114645337404,0.04615246506760887,-0.009768478372570043,-0.01627912276406457,-0.06542546630183368,0.07695619703871773,-0.03112879118865451,0.10808557416166943,0.018157102728828214,-0.03162838398816908,-0.055802493957010035
CPAMD8,0.12121009388655353,,0.008336766875474263,,,-0.006514204560915488,-0.005681692389589818,-0.02913002754825738,0.021301998806949773,0.021386602105415552,,-0.027033607672061373,-0.024749455757256143,,-0.022167490372505715,-0.03309418354088981,,-0.011423298882556037,-0.018751080503493292
GHRL,0.016972313501865535,,0.005853949856939415,-0.029406660934895183,,0.05525456431564719,-0.03941516480154996,0.012107541619589914,0.020819785993483567,-0.01693241716285953,,-0.018680267073418733,0.03045828020884444,-0.044915323833428035,-0.03903628438463022,0.026800617955029853,-0.021910263959817072,0.04188377431142772,-0.016529272569647795
NPY,0.05127720035195112,0.0048088518107644125,-0.0193846824945948,0.05918045488066803,-0.016501604082540387,0.0747024145180452,-0.033686579677296005,0.02146582478464507,0.02027948147533789,-0.033216698994236966,,0.06646520512442992,0.014786641113577855,0.07701934759571788,-0.02596863669647091,0.08768574045186518,-0.07852378950303865,-0.032220765142647455,-0.05561228671990608
MMP2,-0.0044157343446730325,-0.039882763134635624,-0.05678768691471035,-0.0015794147859430282,-0.05109101222909155,0.03115497705093561,0.028137649205570603,0.017300221493995016,0.002805160257791344,0.035980976892584074,0.046482871450490515,0.022398642966084827,0.030383617149276364,0.06407804780875419,-0.0768428131484667,0.005789760792831085,0.04011846945626926,0.007659069769937142,0.01111514038903477
PPY,,,0.015197733408865939,,,,,0.029498936162976237,,,-0.02225654615225231,,,,,,-0.017663842046430442,0.0163552895634201,0.027257146970243697
ALKAL2,0.02085109280634807,-0.028217827330297308,-0.022136432295213716,0.017649289235581293,,,-0.025410165645937583,-0.024170953850723362,-0.03514054619131346,0.03693538998577511,-0.043583895162713736,0.08242007461261508,0.030940141082204362,-0.015886793854092706,-0.03597797261674605,0.021058952405576557,0.01718704528897551,0.007777315083900331,0.030712491833852343
CSF1,-0.03974498657589457,-0.07001755047624629,0.0368282787862031,0.026716584186532222,0.02892791694359706,-0.03262039405944278,0.09454318151998245,-0.011746409002700131,-0.03258937063150772,0.007340609283635191,0.010572011461755878,0.05323248768308605,0.07027636942991405,-0.027746462184253144,0.0690481922208594,0.012408086372069745,-0.06396786345738273,-0.04695407442442212,0.06844664339057778
SEMA4C,-0.03156037113875873,0.005762023189516874,-0.03328206031014518,0.017219315570981327,-0.02070866784681111,-0.046205126134937366,-0.013161878636999023,-0.00995678622255981,0.04521247436807561,-0.004314920016243851,0.03496529013015755,-0.015107623494757999,0.03849928866875492,0.09850775934835264,-0.008537620730932276,0.019908395993331877,-0.04270037179989918,0.05293964206595624,-0.023853511461584206
BMP8A,,,,,,,,,,,,,,,,,,-0.02290219516307,
ICAM2,0.018501589722380647,-0.015465316757900143,-0.04784562948819951,0.023018307304303338,-0.035665581720673585,-0.022032778669497627,0.07414744016517373,-0.019887560922099583,0.01493213674138,0.12769836677684954,-0.004969256042674305,-0.03196972486548819,-0.010332760172087287,0.051649309422186054,0.016361352388764204,-0.02408902301329079,0.03894186055790456,-0.010617466575686206,-0.077093607561996
SYTL3,-0.023398416427381146,0.021383159568137244,0.03785785635142666,0.06453494886121297,-0.03304930337434146,-0.014814941527203146,0.0032101891512676625,0.018452309992472864,0.021639325443359333,-0.015311053392790396,0.0035794793985914615,0.014224810820576878,-0.00576594821651866,0.010174180370190137,-0.028024879782380694,0.06647838793895006,-0.028107104452367235,0.06305166700273221,0.04398924270155511
IL1A,0.04250968269365378,-0.003509436807068111,0.0032350222905412444,-0.0011232719675828469,0.10883993981349313,-0.05609093980883628,-0.006991947454466916,-0.014570492848135667,-0.004228138003131952,-0.012416814578988253,,-0.028131514618898575,-0.06889720856651312,-0.013426692672710109,0.010412292367106632,-0.04099944507619305,-0.0323085721455171,0.028713112217128522,0.1652056932275827
HLA-G,,0.03526347257491026,-0.02140212160991223,,,,,,,,,,,-0.050005331732909684,,,-0.02663110851989681,,
PGF,-0.05126424073194134,0.031811946509392605,-0.04581243202769648,0.024291869924946564,0.03046758967259275,-0.00012979242389495057,0.03850459621618137,0.008799566598073212,-0.028457185212550168,0.054468502071250535,0.01637002039512106,0.017481050628646456,0.08559498043732972,0.048851028708396416,-0.005048748890308707,0.00041483638578451433,0.03364214124627067,-0.004553539679002718,0.025349051298468095
LGALS8,0.008165742025887764,0.04872668762032904,0.056902411727958006,-0.017443153572277086,0.05327746830550449,-0.031432417535441015,0.048297661988372424,0.03837512355745321,0.04440491302615733,0.027060164547569727,0.045786498734188566,0.035668638308414685,0.009313957530948202,0.06778125321613715,0.05738390518032967,0.053019125491986605,-0.02953775628757183,0.055366367303356034,0.019247497377858337
DKK3,-0.03328677966692079,-0.08942997836284332,-0.056787773873029926,-0.010744949235427638,-0.09373509827919936,0.008363173711789856,-0.05729781728034419,0.030148524670854552,0.012174187971492126,-0.047146755368192565,-0.01652900440003579,-0.002884784158999847,0.06779304536944607,0.017084182650389423,0.01149324721399185,0.023468365747183268,0.015004285112796459,0.0027164499589722823,-0.16430311097343653
COL16A1,0.0020781825331153574,-0.1002283190633722,-0.020292594934484955,0.054655703890428044,-0.06869394772954873,-0.07697575354114848,0.00822278870269505,-0.020247342487248677,-0.026211029319030774,0.06297138448332071,-0.03922571098609259,0.005017343627865882,0.015606974624603295,-0.01787987291308994,0.07600943133247497,0.012998067571039109,-0.039938991002406755,-0.0033129507946964344,-0.024770794331376224
TPH1,0.03018404986145828,-0.028751809228465555,0.050380532633235234,,-0.024505316510245033,-0.021999813548380296,0.06471209629354985,-0.017840445532022683,,,,-0.017614510187202007,,0.020568318809283954,,0.0033461517939013976,-0.027593606219345743,0.03615032446271752,-0.03904005615161757
TNC,-0.0028951492848983294,-0.09320686665779768,0.049351587288264394,0.024605513985189727,-0.03758771528039575,-0.04549861399084504,0.05427852293537509,-0.07864129382502223,0.04409863251803932,0.11103054669112818,0.007943391713438904,0.052460756297386876,0.0717584556362955,0.008894907483683134,0.006341761800023054,0.043245931463081054,-0.03978515835784871,-0.03560376963549212,0.04805728905998133
TNFSF9,-0.023418661680964317,-0.04051961025849632,0.03981315519634777,0.02032408458346034,-0.02728978665046182,0.05201139248591777,0.06711157958636407,0.06933177663303353,0.01933765186450978,0.0042832441384351595,-0.007881212305069657,-0.01867300897628161,,,-0.037977086467971974,-0.007041518879056813,0.004899410674298509,0.012018980690181948,-0.004524855726400983
C4A,,,,0.05394689992144431,,,,-0.025237410359738414,,-0.03578696478182199,-0.026393440006295458,-0.015483823592951676,,-0.05872313282875477,,0.03642589520649785,0.08974148997598431,-0.0026593836621595125,
CNTN2,-0.011423068598193385,-0.01697034704311697,-0.053864054157696656,0.042416975276840435,-0.004062295923925865,0.042378987772091835,0.0002710849995320189,-0.01959103141672944,0.06627407307968515,0.004909888406741962,-0.013923326181391327,-0.02954490825561,-0.004941707562189884,0.06268468345348388,0.03603375716216203,0.0021873168424370046,0.023584462317263046,-0.008623750276955564,-0.08980168879604229
F7,,,-0.023044982710445878,,,,-0.02241082745362247,,,,-0.008523074083476224,,,,,,-0.020255509426913704,,-0.023177395140178594
LUM,-0.00657839695328694,0.04467433416368995,-0.022442610990933993,0.021590273041600286,-0.03895487122821817,-0.06418362343081484,0.06593469642520737,-0.026458480897408668,-0.005610497356255295,0.0330249918458967,-0.0643970624528818,0.04374174369666085,0.06934406115502693,-0.010546299270389279,0.07844069279471062,0.029798177805724347,0.005642311959239227,0.011953116029176489,-0.025598369907843116
IZUMO1,0.06496526647824252,,,,,,,,,,,,,,,,,,
BTC,,,0.164212395157855,-0.028696428206763484,,-0.040856841946934126,,,-0.020839018963861946,0.04453369384422231,,,,,,-0.030674855314093183,-0.01960164742214962,-0.02230802646590124,-0.047219944388206384
APOC1,0.009767863446295957,0.17927379274893634,0.05650048527738598,0.09446680897844749,-0.06271074612978529,0.05488866377040211,0.11498622039416888,-0.022448168232484123,0.012984924160857197,0.057046497281127595,0.008814693181983213,0.03181871063432099,0.06261588988165499,0.05383863797233823,-0.0034196198251838566,-0.015044116960046046,0.05727491016818405,0.11050475055091531,0.0059609441057026325
PKM,0.008525821797045531,0.010259141307491827,0.03777265055976482,0.01039574759982701,0.06308357325482047,-0.007621503015525174,-0.06069738518339888,-0.010868230607777807,0.003517331325963421,-0.1238976329319488,-0.09812133815818205,0.032664599580216544,0.036565646521817076,-0.013813833695381477,0.06182449724324088,0.020329509067815506,-0.07655689560848973,-0.007901617136398156,0.022285157581362146
TNF,,-0.03220274936829455,-0.040262199668361975,0.04923783616774987,,-0.021891904357253727,-0.009604928212013098,0.018784659769882785,0.0027242159814496888,-0.014543538558502453,-0.0231970254124828,-0.018852749905982708,0.0870110175881028,0.0066888900016227075,0.012419191811515335,,,-0.0007115130204410977,-0.018038774450067376
GNAS,0.0630117260840623,-0.04255124177625542,-0.05997977175715969,-0.07606151783531914,0.003787095367576591,0.10156685188505558,-0.051270755122380524,-0.0032009093687341943,0.0279505752960262,-0.02320083134566083,-0.004115010625290526,-0.0069469117937175405,0.0195919886501978,-0.0014639194307423838,-0.09454980784501789,0.0094538537433278,-0.04467934452049318,-0.05107758196725268,-0.08017525138781437
BMP8B,0.0025761138268991035,0.015445756846468917,-0.01965807072460692,0.07419914732016329,-0.028063360387057645,-0.024373063467886126,0.0019006207427280947,0.04353237255630095,-0.015277542140553603,0.05538170434268897,-0.0346337369462473,0.04083261977492655,0.021847634175020936,0.05427838213967967,-0.029886960627747948,0.0043622925261534535,-0.01940762906921626,0.023672273596630104,0.04110817884382138
LIPH,,-0.029536807025193467,-0.023621934118032834,,-0.01758500939794911,,,0.03347505124537703,,,,,,-0.025320341391412343,,,0.014306515113074384,-0.017302980641858104,-0.02876411880722554
CCL28,,-0.021588389279028113,0.06001316864154022,,,,,-0.005104446747765273,-0.018070106384693984,0.008042192280237162,,0.08321321146940833,,-0.0197600230495326,,-0.004514023528568473,,0.0780777967949445,-0.027291869808611872
PTPN11,0.0044728295489714544,-0.0696141557336464,-0.0007092246509831838,-0.01852514462061093,-0.031315560499633376,0.029549185093726588,0.03650128725622722,0.03586102416509718,0.02961899947430152,0.05543779328018396,0.05563449346693691,0.04204988218628528,-0.024481390491906094,-0.06100011263033018,0.005865193540725004,-0.04723438056285109,0.003313244144551069,0.004455855644528396,0.03622814950059484
ADAM12,-0.021114820406348992,-0.0796882180979006,0.07193214567899497,0.00826489427468446,0.025604809375656106,0.023917589122044634,0.04549303776308871,-0.021327550080396034,-0.017463634484706298,0.006820227186745686,0.03707543609438878,0.016992532111073884,0.05590460601004177,0.016448947705968327,0.05404066830357119,0.02273720598354561,-0.01589188347154029,-0.02588409874244723,0.017927492592227118
EPO,,0.005138722528473073,-0.03174019911628387,,,-0.008064428088959439,,-0.02128931194069259,,,-0.004059910494356159,-0.017614512773952484,,,-0.02620845646455154,,0.15616976566075338,-0.018911384965795634,
EDN3,0.03767941129574718,-0.029794456253173274,-0.024287324740335278,-0.0406572937903289,0.20630484920695735,0.03657357131894922,0.020098897789324423,-0.024752334039802124,-0.06471313594389656,0.002286568409564662,,-0.017796268331405334,,,-0.020083343451405136,0.06391470407533506,0.07177706922436733,-0.03436184879396184,0.0392027782126102
CCL22,,,,-0.023184204999818936,,,,-0.013492220878038018,,,,,,,,-0.030674856671643474,0.026989768833976007,-2.6267944029600556e-07,
CCL2,-0.013118296030297917,-0.039655751896689476,0.00515534275021758,0.06007695263412687,-0.02869434723277827,-0.13318192546599456,-0.007270931901486674,-0.055404428120148126,-0.007356616075059295,0.05654903129645187,-0.0759162947048917,-0.016086115582237707,0.14119463159079879,-0.05733240320745603,0.06307475146925781,0.023484137388154712,0.002052864142832879,-0.03667721902621204,0.08312777073063024
DSCAM,0.014127018102656954,-0.04738819834827287,-0.0737473108589408,-0.003448094320729506,0.0033007338766695587,0.026392566328274525,0.07662320250574559,0.0038939411818800828,-0.007972909596347737,-0.013874852237662112,-0.03218799408687374,0.047705388442786725,0.025160031689175247,0.052576223719247944,-0.03017604208949191,0.08464921780121383,-0.012295794476091809,-0.0033811171739291635,0.01957103925374429
GPHA2,,,0.10409324024170506,,,,,,,,,,,,,,,,
ANG,-0.029509612680384406,0.0343459914577255,0.06756797335275358,-0.0017593821296668414,0.09684170053043954,-0.014290080645352506,0.019643489757067097,-0.015373210542992875,-0.011483343746616097,0.02288218881907865,0.009296616550507387,0.02032805652436386,-0.003175233997085816,0.000270780110276001,0.005360794211481303,-0.06571711569285002,-0.016475572013378216,0.045295688472181614,0.026691941258844037
FBLN2,0.058605970971494614,0.08533668097503538,0.025340151853612318,-0.025615878963070757,-0.02411313460105214,0.06868284446532327,-0.026687715821763543,-0.03523381339149173,0.005156717913335361,0.02593493745236155,0.008780466010087296,-0.025957526367709025,-0.010138279248160784,-0.05101147262521499,0.0023801876886122048,-0.044376887943952364,-0.012585814974117752,-0.023272207487762875,0.013511699875553784
VTN,,-0.027947467361101676,0.08793441973738171,,-0.020516172880216847,-0.023800794529335378,-0.03777734349196762,0.047414097963995476,-0.02409589791633764,,,-0.014636599607391186,0.11514257631170438,-0.043416502738689015,,,0.005255578295139713,0.010850013965551526,0.10090221081544799
VEGFA,0.03384025391380845,0.04774476441189024,0.08874368466223768,0.05078527595689119,0.03231417324395071,-0.02396226362345995,0.024390542813038985,-0.09422878176897424,-0.02862503774638729,-0.014273283114389258,0.006867499597496691,0.024929704768374052,0.057326095915817214,-0.00547359266468672,-0.02089550022204991,0.028829988619482314,-0.11188672978717148,-0.016400375252519448,0.10938095465383552
F10,,,,-0.0005291100388950904,,0.02694724815706441,-0.026043027658228284,0.02519756680924886,-0.013771940480662085,0.006947089578890413,-0.024081501425644813,,0.13361648537469273,,,-0.02653952786087344,-0.03356334399577374,-0.03338795056427642,-0.0029091013160443017
SERPINA1,-0.005552176616784345,-0.04719546577182512,0.025099530755712723,0.032285931909325064,0.0061983897068004215,-0.03265902682528419,0.031891999340474785,-0.012790060013345934,0.015492473334047163,0.026834839683611517,-0.005610080382010993,0.040945664156435406,-0.003880988011811676,-0.0015112841296036996,-0.03794264680326214,-0.03496538260177794,0.0026390776736889034,0.11235955565540062,0.06658235807176896
VWF,0.0011933433223548164,-0.11389443244362839,-0.04826555433955695,0.016574494183991925,-0.03430869536248676,-0.013910698528021683,0.05216054137501531,-0.06956584627135713,-0.011693271447066255,0.03776159922679545,0.0034499762839818016,0.021627539932385247,0.024316017327217405,0.0608235105715525,0.06730451804515121,-0.015075332302879543,-0.005107172773114384,0.026888133645407597,-0.09310716085961288
GDNF,,,-0.036993659924162293,,-0.03130565579923578,,,,,,-0.049936869000889735,-0.017614511402190725,,,0.1999501834678417,,-0.027136615195343057,,
VASP,-0.04095637249071126,0.02839768467702311,0.009391201570539362,0.052180141928739654,-0.015898474006685717,-0.07406884116968193,0.043847661576859515,-0.052169436558435346,0.03913230409360359,0.03256227449261051,-0.07363179649921718,0.09159833716910507,0.0323286039224629,-0.01813920913032517,0.06582583562173007,0.04758525738263005,-0.004309459424180671,0.008650592778568228,0.019308109413693215
