,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.04436538670700899,,,,,,,-0.011890028485206577,,,0.00954327028542804,,
BMP1,0.015285315973872346,-0.03559449711338937,-0.005567371018673565,0.06244163656515794,0.0836716795859414,0.024710512408751856,-0.11563046210706562,0.0247462107895723,-0.18647495099453754,-0.027946210168683188,0.01860110316947132,-0.09529020957292976,-0.20731220087622648,-0.06572310686558544,-0.03350991752009198,0.08937980631068138,-0.09737402188458943,0.01806171354582525,0.03219337798738346,0.01339473453861846,0.03610051810516621
NDP,-0.04716736492037324,-0.02686239186558594,0.023736076256651244,0.0077558161847860125,0.029279331224254367,0.04391209082098058,0.10953240117351994,0.03698166279777925,0.005827185225031365,-0.004878573186168338,0.042679662155792004,-0.09709170956013045,-0.06254844613785908,-0.010143195509049272,0.05717346007041937,0.0048541677454791345,0.07839056019415984,-0.023400428576124604,0.10118098525485518,0.11800945293800306,0.0077298366608161044
TNFSF18,0.12003939353576075,-0.032167144193533774,0.005630994637086065,-0.04341210955713146,,,,-0.010486267976225894,-0.029768871439824245,-0.025194220253118686,,,,,,-0.02032552796494496,,-0.029027231406960206,0.010305494508828835,-0.06204922284703816,
IL36G,,,,,,,,,,,,,-0.016086991912852275,,,,,,,,
RTN4,0.03743908249794745,0.19222571131658603,0.09483027042181731,0.054160033652701126,0.044832856446559315,0.03459069713259943,0.21277158384511216,0.20892278092237676,0.24530423674172147,0.11558622209499589,0.09352352468415673,0.30816874486051665,0.2996929218592001,0.05769754548642949,-0.04307443462300607,-0.06154494581108544,0.028686664139025993,0.06463498670974546,-0.018515045061718933,0.17886202507918977,0.009050446573672164
HEBP1,-0.02609469670636224,-0.09022275668905586,0.009726438320314435,-0.028474092565552167,0.09464622201333672,0.017398587038844632,-0.07543239189025472,-0.06782882249075622,-0.09744618123779684,-0.023609897074629068,-0.004544748481711695,-0.1671346055852605,0.024288086163464232,0.04695601934966933,0.016770078232517326,0.04334280869854559,0.07437597295958052,0.09341379280860039,0.04833502746242546,0.040039289805398844,0.05240002854719875
WNT7B,-0.01794569132285689,0.31798457874676017,-0.040078701567505065,-0.015107808156394877,0.08528618785690753,-0.007966964889723758,0.051102077179110576,0.16482861445339267,0.19361689871704835,-0.006381352857298137,0.023243312062266784,,0.0702910151319717,-0.0035220952412280213,0.07959718191789114,0.0339016058130341,-0.015066061857633619,-0.061870136272374705,-0.054561844756449714,0.12965702745650398,0.10343005069987547
PTMA,0.016954985397387618,0.025723896648762085,0.03913873363698001,-0.06528712536430596,-0.01194015757019887,-0.028600198608093562,-0.18032213501579936,-0.16655801149763683,0.00914824586767179,0.059089852891415266,-0.07675262128659344,-0.3560806492029036,-0.3142714226768137,-0.004546428293756056,-0.04551506741121007,-0.019491028840755435,-0.08534240785996837,0.028906941009594938,-0.08217900970591696,-0.12471613458031632,-0.1255549338213593
FASLG,-0.01794569639605786,,,,,,,,,,,,,,,,,,0.0004879040387421305,,
CEACAM1,-0.024917756501047918,,-0.030586297881654997,-0.004213447401010481,,0.058794541255310896,0.02495079121217404,,-0.0005290264228476626,0.033385087980795126,,,,0.035278778396082185,0.10206962815840753,0.02115091250271304,-0.03082079142694394,,0.103781444546408,,
PDAP1,-0.05031567802287006,-0.12976731227743918,0.057983083510368294,0.03733201122596445,-0.04143188460165268,0.04241002088760937,-0.10891557889065816,-0.008645732857897834,-0.06621779082092363,0.005869244612534252,-0.04790619488553165,0.04835353457142496,-0.1541159989273695,-0.00463205391447278,0.000227783597681,0.0119849976254854,-0.06995906488331007,0.06675281245543087,0.05258475663287485,0.015128997925488916,-0.005161986791471987
