,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IGFL3,,,,,,,0.0028957731719570566,,,,,,
BMP1,0.03983442204554747,0.033115368666276554,0.12303684474971603,0.0635732209801852,-0.058503734200000566,0.09686741201464727,0.2882580130511292,0.014545433675003197,0.1003130746920077,0.0856586750008569,0.015011223484610684,-0.028048800045933575,-0.020544455158422365
NDP,0.044526315399984834,0.01978428864985765,0.023830010504301512,0.03847824456943453,-0.020709251612862193,-0.04244657448798046,0.006038010697387122,0.0977779180102916,0.08149308310999616,0.07888719824248888,0.0729258618086278,0.15866473832194825,-0.07669466211806183
TNFSF18,-0.01089099234372707,-0.027397730659186343,,,,-0.01777583275851166,0.11604947617447782,,0.042833639595352586,,,,
RTN4,0.04779127261143687,-0.014821004134082369,0.05000081168286879,-0.010844643620697087,-0.055878646494977154,-0.12974676559700257,-0.32675672185899995,-0.00748523157027674,0.014426631437091438,-0.047007134661853446,0.045333459419185235,-0.07586159067017055,0.17485161396985116
HEBP1,-0.042406182726526624,-0.05226065085581194,0.015777966167591473,0.009224508992783997,0.00019674276567381897,0.02483407470080937,0.11526220948368335,0.0342322961057085,0.017574467199790424,0.06157641967621774,0.10233555821272965,0.13849789877274743,-0.06133496250631209
WNT7B,-0.047643494717596394,0.06056455221861086,-0.0039522815074856,-0.029897402875609734,0.08359791101831429,0.060520251369107936,-0.1244320212302321,-0.017275343773498156,,-0.03650627398242898,-0.003141714562121657,0.0201144643358067,0.05165076778644615
PTMA,0.09169005813698314,0.026706640844354458,0.190612152323938,-0.014649420547788453,-0.0010349697648069519,0.1798785991225537,-0.18676321832609477,-0.08612015310000158,-0.0012179714826786206,-0.15684670258010078,-0.11911842828328381,-0.04720020196941262,0.06045619207927166
CEACAM1,-0.021305221398910675,-0.013060768008625765,,-0.017179524898036907,-0.027892934031784597,,-0.03861995033168423,0.008067980913955566,0.0016342811280139538,0.0689358396106891,0.022703950839024597,-0.011249842233522449,-0.01992587136369586
PDAP1,0.02386907286224674,0.021140449844821337,0.03639560150605298,0.016454102971214978,-0.001958375628953939,0.10842009696537402,0.1979751005967589,0.05976084677151323,0.053600004618238925,0.07545378779698192,0.02766244667640478,-0.0557307785896098,0.09458122109033927
QDPR,0.003458214440671314,-0.0642879132285611,0.08162595947061295,0.01158598130234309,0.1333266591977907,-0.08269695925433537,-0.27377906165450255,0.04547341074332439,-0.06264272699771789,-0.137111346663029,0.06631553189496099,0.08868856191888885,-0.08904392477824295
POMC,0.002123604080363573,0.01854512491178038,,-0.02326229445336008,0.048831261596844436,-0.04689623203198853,0.01042531164016123,0.10621682879270496,-0.007207645204147088,-0.03045989010838642,-0.005926810782191183,0.08168341224874562,-0.0292611823551896
CCL18,-0.029730624994572623,,,,,,,-0.036420765564702966,,-0.04908055020390254,0.05370712978456916,0.01687987297624944,-0.06940357924518482
CCL17,,,,-0.020009916565785237,,,,,,,-0.026121195536465233,0.033418529060396066,
VEGFD,0.019789775312135712,-0.01870692979874985,,-0.022293256743777776,0.042796227218596286,,0.03773382672163096,0.14623390864308228,-0.11315578439564082,,,0.01985068874534545,
TNFSF13,0.055763309430423125,,,-0.013802392611922051,,0.04891519559806033,,,,,0.06916908646214771,0.0790188343924241,-0.005214038948511393
WNT5A,0.013813735011960395,0.024142528804540604,0.07935252152693391,0.018442462159090525,0.06991191291123508,0.16103408479552228,0.20028648553259223,-0.05435868537702504,0.12346780875889221,0.10263209281576376,0.005799147929002592,0.04700231046632415,0.06110218297522597
CXCL8,-0.03781501372695771,-0.0175160602684587,-0.19323589099467736,-0.027608209551190088,-0.12583512742960973,0.005217795598614614,0.13570722697207546,-0.07107085513647765,0.0705760377747644,-0.030946578165213966,-0.14609528260060603,-0.24349657570059363,-0.08901436594763185
GRN,0.009742988476229703,-0.04597738582948079,0.14018605671010403,0.0042453875186028245,-0.01898262825119652,0.027546772380619883,0.2533704657931253,0.04542158262018437,0.03249661040522965,0.04580056884452872,0.07897821490528133,-0.06379958656255579,-0.08994826477424876
MIA,0.03252135656952532,-0.01663663513458869,-0.07165331867461806,-0.042134171252463985,-0.06593231756224162,0.09228684186105433,0.14147644698974202,0.06360195875563343,0.062425947272126976,0.12739770718604687,0.24295022127773147,0.28341709016886807,-0.006225788340587168
COL4A4,0.009396095713137447,-0.016604701538815117,-0.014103561734068262,-0.016867792665728853,0.0706725685171183,0.1615331036568559,-0.03083675972042979,,-0.05598851158129219,-0.050090833649865434,0.0965608495777888,0.0824378318219488,0.06837770398670298
TAC1,0.038554992208123674,-0.006235203592329607,0.08141023729438576,-0.025068309953649177,-0.03500308889192184,-0.0703056123815109,-0.2196603282435452,,,,,,-0.01755537092387005
RARRES2,0.016939444860695645,0.004735972475549965,-0.07667890958820411,0.024712339034174233,-0.07198313472838684,0.06427221347993992,0.31694265145380907,0.10839317321730844,-0.12658923122061172,0.025014003895858818,-0.0334636540198893,-0.11320521192602206,-0.03947740129762771
FGF7,,-0.0057526870638604346,0.06319937826672926,-0.018424975950139245,-0.013790232052531185,0.04364792773740988,0.12200682010485081,0.009240690198473116,0.07289647224177957,0.041959124679872874,0.07852906880262284,0.0940584438961203,-0.019012965602495716
EFNA2,,,,,,,,,,,,0.0018686535836328184,
HBEGF,-0.013445570180776285,-0.05129856619476529,-0.02888714594846746,-0.034194269497447145,-0.07239242492219275,0.04745040846493411,0.11689261562849085,-0.1816092965883367,-0.05137685009488717,0.05485043829800091,0.004416915875656469,0.04106457041876671,-0.001408032942183597
CSF3,,,-0.03788702404986697,-0.02385007582101345,-0.10300836318849868,,0.00934815358969217,,,,-0.05110236463867984,-0.09724225589622534,-0.024065483807872944
PI3,-0.03216163954318747,,-0.08744761880405312,-0.04115803030510446,-0.10283886324101345,,0.032509825820553666,-0.01964576223933666,,,-0.16259398502697686,-0.2504160510971408,-0.03388815329304971
PCSK1N,-0.003216234036666483,0.0915081443061592,0.10758153717237111,-0.020909862877406756,0.008800323596551586,-0.09627137638677359,-0.09084881415039579,0.025961533703558814,-0.04217816575462875,-0.02793224983922472,0.13159461881777282,-0.01597326390527381,0.13303765690950956
NTS,,,,,-0.02074401701058868,0.05284926311322084,-0.001345491588273766,,,,-0.03212373400023674,-0.024601230970863752,0.07694033024475572
SFRP1,-0.0015581939205474454,0.05378619405688809,,-0.0007227681485780197,0.03254413479547713,0.0796832318802968,0.025359391940545012,-0.008016468363555263,-0.03687145342718093,0.14116862287121618,0.10689994049995774,0.011747533415671668,0.10145653948281863
CXCL13,,0.011550677092590427,-0.001832449173794574,,0.016752236925751472,,,,,,-0.0145795878659261,-0.058877694263943584,-0.027030356954406122
MICA,-0.027703258168122663,0.0048139535398768404,-0.007068998579325218,-0.026337654114109346,-0.054421640990080504,-0.014953419582303857,0.1564762596041421,-0.07202580364077843,0.13215422361566176,0.050501318418686617,0.05649364607038436,0.13119860939601272,-0.014209930362974518
TG,-0.011606463848603029,-0.017760012951963586,,-0.018841486456708106,-0.016590065741233083,0.041949152248327334,0.007182792972398653,-0.020499565921161894,0.0017562831368477577,0.15287995585359246,0.06696795849008019,0.08120767365436293,-0.02403374526027602
ADA,-0.005601911533178101,0.0038937261715606014,0.13601939576102462,-0.05357338063555753,0.010455246964274406,0.045481189332058185,0.20030672844221667,0.11347652402335591,-0.036479775357540746,0.015653402973315352,0.04154978259076321,0.12485244119594038,-0.06353907411098156
LAMC3,-0.009356943694103385,-0.031582057688932255,0.1112317117728608,-0.0316221204764074,-0.012102890826729813,0.1340696811947915,0.25175069165363523,0.022197771474176467,0.13757760712207528,0.07727312962638462,-0.026753511555820956,0.12034773074374415,-0.017702925588012487
CCL7,0.0027509562633499882,,,-0.013622364604604881,-0.008184608361034823,,,,,,-0.006385678897512254,,
NGF,-0.021487272557863656,,,-0.02163947400107921,-0.0009711406422410929,0.04415634265390423,,,0.0314357124702437,-0.06147864088789972,0.06758664041871651,-0.005407181154997862,-0.026037541022359598
TNFSF15,,,,-0.01516916924854565,-0.014761825164053572,-0.012655058321787793,,,0.012979438996284913,0.0021089727965040747,-0.05650429167562369,,0.07831045176089711
HMGB1,0.08098604974881855,-0.010299013702811695,0.20910601943882084,0.03887818800106726,0.06749487873322785,0.11498100059282733,0.20425907673942642,-0.026769786122821798,0.026858673170361093,-0.059447589153118326,-0.04541760981919739,-0.05601707429573494,0.07963385482840901
ITGB3BP,-0.04430555745404323,0.025790523365585773,0.015727717398321527,-0.04410861346403677,0.010564301883495667,0.12839339694138413,0.20791049278424253,-0.010856992382035562,0.0007893287770651328,0.1323496920138703,0.06686446671018274,-0.03461678151492226,0.03991042551259801
AANAT,-0.0308830846102805,,,0.006662175019495631,-0.01102302761029331,,0.02607423621553619,-0.049600076811486225,,-0.019767532761050984,-0.055220725262795034,0.06306097893446874,
RELN,0.013295333129875951,0.0026404948631905747,-0.01903988606301806,-0.023957865153885528,0.023416903793248223,-0.0076602667285555325,-0.11562214094558924,,0.042644686456852814,,,,0.017511540744290777
IL15,-0.03717895575472137,-0.02262598478844266,,-0.047907699197687253,-0.011541989966932405,0.059856116374712894,0.0757264078930852,0.02565650509196874,0.02885296476832621,0.08829639631760818,-0.022400582241639322,0.01522704476482662,-0.025573953907154303
UTS2,,,,,,,0.0696708286606663,0.08146155679150746,,,0.07064392685784443,,
BSG,0.029463004094343423,-0.0046009919322184045,0.009580620383347583,0.0004712834050677202,-0.01686594836414675,0.03517873895795142,0.010611692954012828,-0.07034761734124213,-0.032183516362366264,0.045288249814479764,0.07795208169483887,0.027822154061810073,-0.05620375981290545
ADAMTS3,-0.028547646714098637,-0.02064353410837812,,-0.010047844272978557,0.010744862338217068,-0.03069255599917056,0.3075360475753769,0.10163045560481743,,-0.06121033768152589,0.06928950173661357,0.12065985703584046,0.10892527346954195
CD34,0.03261842332629593,-0.04449308725445975,0.04559094952513515,-0.03193419287233294,-0.031564084319459555,0.019077583369232945,0.15205329431488737,-0.0322010689103519,0.034168407635565924,0.12949069144297046,0.07167977948581998,0.13090218660056863,-0.11120805415022278
CCL23,,,,,,,0.008906049022812302,,,,,,
PLAT,0.07817157613219225,-0.001375578942869849,0.1578660379120686,0.002762802159610509,0.002109881425320633,0.09027418101115653,0.25583832567507914,0.05291790602088293,-0.054147142685953796,0.08372738472609444,0.1711938403412217,0.12192801474569014,0.13974596574743434
NTF3,,,,,,,,,,,0.1726852747312198,0.1981225466206687,0.07522230529190475
LTA,,-0.013060769348894507,,-0.017459424841988896,,,,,,,,,
CKLF,0.037696816831454934,-0.013765523529270149,0.05638614330819727,-0.05364682525963677,0.0052084655965293795,0.13391586343992032,0.24159937617102598,0.0540818599305286,0.06175250096452959,0.1407266824265998,0.14803473659011587,0.1665109631568284,0.0763464197665865
CD24,0.050545341426721214,0.0742747570387501,0.08504109688017215,0.0248545290354582,0.09537939696525699,0.06489150628652532,0.08396038919891513,0.09112498012158919,-0.09898864119910442,0.14842051800879785,0.20088271138326178,0.0964107941985276,0.15278674840545445
HSP90AA1,-0.021927817582972915,0.040094132318682724,-0.11807988751560952,0.027621594560658318,-0.04694663760246156,-0.1498253099731599,-0.2603244289683111,-0.06542110254863273,-0.10169200760304578,-0.12832810101506198,-0.2408703903890766,-0.32183804978685376,-0.02919843445785143
BMP4,-0.019843340756753754,-0.013845181132201767,0.04051372486169884,0.042590044234577386,-0.006900756466979851,0.2035652927340953,0.038868182520674074,0.022790606644677306,-0.008587555722921438,0.08174309581750065,0.02639456654253647,0.08172578677006105,0.014029402203844146
SCGB3A1,-0.016355716075184105,,0.018532119845190258,,-0.04786028597219194,0.09888380394952662,,0.09389355124336796,0.024046894920740563,,0.009878460541947383,0.05409270125929471,0.03696479376260805
IGFBP4,0.026632849385478764,0.004587460315047977,0.14560871948206386,-0.01681330646952265,-0.029626392343573754,0.10193715167782423,0.22552211234509698,-0.08384262095329878,0.05205089855949895,0.07627373881071613,0.003604653963164048,-0.11643629103057158,-0.05386298123737619
RSPO4,,0.08702852478429683,,-0.026724708618918954,-0.04773128608985431,,,,0.05003694437076013,,,,0.042782986097842514
LEFTY2,0.02567662565850723,-0.013221175468111449,0.16176199305336625,-0.02315892079703265,-0.023276830630830237,0.12900618235025113,0.30619692525708037,0.1530812105984029,,-0.05462164265374483,0.017677777582945784,0.02823750531694923,-0.06040159689263341
PF4,-0.018690649338918994,-0.011880544867037568,,-0.011885244740932362,,,,,,,,-0.05088463578756109,
ANGPTL2,0.042018050914733644,0.0602152746837281,0.09291240297040505,0.04549426332370865,-0.00677316084662448,0.17262831942991028,0.20984291504926084,0.10825201079677976,0.05171485214933384,0.010165553195980798,0.15627813529017137,0.15239708753686712,0.06225815561704014
LRIG2,-0.025834827494151995,-0.035284183777152645,0.05973598562914649,0.009499550047622,0.03758896004709914,0.07168849477184532,0.11539963338405314,-0.0024486010389583625,-0.004473029165680569,0.05839127244679476,0.053622233550850766,0.07850023381770796,0.01861292480527577
ICOSLG,0.0615435949035325,-0.037410695408102775,0.07176246716547653,-0.06523586203312651,-0.0164487583117288,0.09191923145167495,0.1501641265145709,-0.09201923368647436,0.032350831463391946,0.0037805462033815187,0.1290991081001885,0.14083862576922573,0.04307067794287957
WIF1,0.06511030879963614,,-0.05323966635988576,,0.0830755326419834,-0.13239263177010377,-0.2023791812096503,,,,,,-0.062138739728303874
NPPC,-0.05542136213026714,,0.00393640716911343,-0.018436945570907727,-0.07519761243506708,-0.04666629793775243,-0.00441134693536776,-0.05126053343442212,-0.10122859614215853,-0.0490832072872304,0.0423990841962608,0.05909793107404202,0.004302798531172359
LYZ,0.037656406210059626,-0.06337327701936216,0.003953492300486555,-0.06937085967235379,-0.06489975606528069,0.0023882560869875028,0.19796527534255653,-0.04441804773040988,0.07892580588337299,0.04004402243500383,0.021847752136051862,0.10260970767547296,-0.05580273060863699
EREG,,,-0.025458230810400984,,0.011552675261822685,,,,,,0.02344155339921311,-0.03062318815013577,-0.07125615927486874
SPTAN1,0.019744306422822523,0.0435449796784193,0.10833115883562183,0.003872328207366332,0.05434227865529709,-0.03180290747893782,-0.05384741970629838,0.14839252201136882,-0.09061801527525916,0.05414973218475774,0.12289612937541643,0.10966472601326788,0.03703948723751287
PTH2,,,,,,,,,,,,,0.028986913186762022
LIPC,0.018175674571652072,-0.01788085497554406,,0.12810925808267917,-0.013943279305748181,-0.02954986516242179,0.10009602159938961,0.16892827531029156,-0.0050528514059906505,0.04256741112739593,,,
COL8A1,-0.036256695362758246,-0.01819258193511101,0.0790098957686178,-0.058277374759904674,0.035673743432072615,0.08583443942891084,0.11575059562326785,0.018408076816261186,-0.07897346768163671,0.0767635270910625,0.13955044248653822,0.10844172851703572,-0.005346163984238342
GSTM2,0.04954084276717247,0.0365196552065302,0.04473660405982819,0.03886982919071263,-0.04651293606156887,-0.016113811578463377,0.07147014943231354,0.13016204970439982,-0.0626094951581729,0.0007020580730643856,0.027096617428744176,0.13152341252216931,0.03586170154739574
IL4,,,,,,,,0.08871626755841851,,,,,
