,UKF243,UKF255,UKF259,UKF260,UKF269,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
POMC,0.0062770097819426895,,0.03503572844927014,-0.0714487986371585,-0.011132451615574189,0.0850656047640432,-0.08568452265941315,-0.028866645263437792,-0.010347902330132313,,-0.009351672702314788,-0.007407017833406738
CCL18,-0.025838876448026918,,,,,0.02742050844787615,0.04660918378196131,0.11376798326752183,0.17282123520223464,,,
CCL17,,,-0.027793822290847252,,,,0.23699170857875096,0.23645797960215767,,,0.1621205703794156,
VEGFD,0.0446732858539586,,0.07524390781477756,-0.025586150981194822,-0.023110236640174784,0.12699915242543386,,-0.010234550970943074,,,,
TNFSF13,,,0.04197246206203266,,,,-0.07512943057182295,0.010437947627971922,-0.0229883372679412,,0.1122408232990318,-0.036836022636440334
WNT5A,0.005847239648573288,-0.05944339466132839,-0.05258368551055954,-0.18996382222248107,0.037347746839109616,0.0886251013716952,0.15072653995773927,0.2141237049707798,-0.05230796663096995,-0.06222198648539101,-0.02781375280283392,0.12691051357973526
CXCL8,0.19394088194012743,0.22421914393911768,0.28088709086108743,0.42225965487568373,0.09973238128277048,0.23120353505535765,0.5154327229031187,0.5002551543872997,0.11054541189982586,-0.0044081003578742,0.019665419719184552,0.23580027757660704
GRN,-0.0011325260763399253,-0.14904450862269686,-0.11718299200734707,-0.031784374654144694,0.04181235250374275,-0.046346549709809094,0.05252174246919367,0.05027780393997357,0.0776861593840991,0.018067781292078592,0.03923163085535108,-0.07257446508551596
MIA,-0.012021672526483845,0.09179102331474454,0.07605909906008654,0.1622179300765963,-0.019759040029200522,0.10921793160045765,-0.17856701954409931,-0.20534714663313322,0.11376303789940587,,0.0026571879348072426,0.08208030236507213
COL4A4,-0.03203131463035517,-0.018041357485554174,-0.03531558533044994,-0.1617954462752194,-0.013593896340169876,,-0.05360644099969725,-0.061502092840082685,-0.04125753364573795,,0.026530329168380953,0.08033716463320717
TAC1,-0.057585927049396,-0.05107641008100881,-0.05241417574463842,-0.04192317395280541,-0.0352394011734978,,,,-0.03531949952307824,-0.009570932401077916,-0.015733819407153574,-0.10153852248520424
RARRES2,-0.03435764139395879,0.024941505447573478,-0.07226748029911557,0.1593419187295677,0.041027119807204235,0.15770506339310575,0.34076526961991926,0.3725527798976066,0.06459549503105223,0.0629779657655549,0.0428572901039597,0.19915320447530332
FGF7,-0.0492681855280277,-0.006978754493289989,-0.04926712880069981,0.08896227349454124,0.024463479781308986,0.05239641882219591,-0.09156574473317321,-0.05553467009631494,-0.03357033129767757,-0.01261893033412351,0.028950935383881864,-0.0050719595469586095
EFNA2,,,,,,,,-0.025455839571680204,,,,
HBEGF,0.08710166011617278,0.08251226515284706,0.07445030054525346,0.20281879786027932,0.08765304867084477,0.08867164132069404,0.11460764522620655,0.13229368277514073,0.05297767514284313,-0.05422264543663806,-0.026925270721005725,0.16802175344994144
CSF3,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,1.0
PI3,0.127651094828396,0.29197539707487485,0.2544564426551128,0.30203305932063956,0.22381695226050957,,0.4654612807256023,0.5254480855871482,0.20961538788111211,,-0.011506298372888314,0.22036874389057745
PCSK1N,-0.12342701896017227,-0.08173603037668596,-0.1876533007783066,-0.17896535248830814,-0.07566203808018113,-0.02798132636918714,-0.10584892931967455,-0.2614234139156773,-0.043367258986904765,0.028136668208993503,0.03852710056560035,-0.19405599663199413
NTS,,,,-0.018829667721721836,-0.017677307193235427,,-0.08412328472335104,-0.06935563684902349,-0.06129799325927116,,-0.018660350077769172,
SFRP1,-0.03024079543369448,,-0.024251184279789176,-0.004639747040843759,-0.04377929244687504,0.018174032104394187,0.020301064871360165,-0.039040332606132065,-0.10122185462927161,-0.04744607801019222,-0.01822673081687416,0.06227081245488778
CXCL13,,-0.02172484874735959,,-0.05305014968275495,,0.016593419981468873,0.15358412216770695,0.2948867344933413,-0.03012621680907421,,,0.044091998338336595
MICA,-0.008140692124161072,-0.045714098995389536,0.13461136282577413,0.04157381253950366,0.029731727241324446,0.01195013245087578,0.028091491854648903,0.012807206972882582,-0.09009116932866618,-0.04251970389657033,0.03121062505279779,0.04233383120188697
TG,-0.036653090952396085,,-0.026170870055929187,-0.050532864762627916,-0.01735788464256872,-0.0036291609101724138,-0.03293292541187029,-0.03132012807398443,-0.02415464991884009,,-0.02457433690595906,0.03166278296148565
ADA,-0.05420393364592813,-0.0047707802049764166,-0.04692702833964623,-0.03008027666171567,0.04396495684763749,-0.005495456613886114,0.04059146656348969,-0.06881551825587587,-0.06791921004004436,-0.055829024337679896,-0.022968746524198405,0.05943142316896366
LAMC3,-0.027682854496651588,-0.017033604244529234,-0.08779427880839775,-0.03715279399424797,0.05010580215869164,0.0254682869833852,-0.00346259773295723,-0.010168004314754656,-0.08901399596003337,-0.005301878449313769,-0.05859566224318338,0.017727760854189714
CCL7,,,-0.01892149723647075,0.20832138164799996,,,0.1525828537970824,,,,-0.013204617585399968,0.28583646752018876
NGF,0.059824495758885425,,0.10797220238123059,0.14931618226895815,,-0.07522731507639352,-0.03887615059923658,-0.04907275886869781,-0.03314929339735495,,0.015232839378896742,0.012838718607607921
TNFSF15,0.0932099610316382,,0.07361884756485167,0.0675749396396999,,0.09502187139741136,0.047187932383037604,,0.0020300794497709615,,-0.022426183685596564,0.10369019394219522
HMGB1,0.03524785504708778,-0.14331977636586776,-0.14311712321378778,-0.1745795582226233,-0.0728832437260133,0.026896837846875757,-0.1700306936100037,-0.11286846132207523,0.009124788632493068,-0.038197243256748,0.002273365769176029,-0.10255529149035189
ITGB3BP,0.06294209363251134,-0.01438534950015605,0.04080679462812241,-0.02828477835162106,-0.018161875002894387,-0.059347844513028644,0.038661228652771086,0.05599879856707208,0.005189632419827882,-0.020298468675922537,-0.04347198440223794,0.022382842216831567
AANAT,-0.03509074219882925,,-0.019171558618259324,-0.03144044844403345,-0.012973025978178171,,-0.008753443672749214,-0.033712135473658096,,,-0.013971036066668725,-0.03411481361313684
RELN,-0.04567476896544853,0.04217642152854025,-0.0332775323858051,-0.031101535617312596,-0.03806692863720498,,,,-0.02201407127190286,-0.04634105116611545,,-0.06315076360906546
IL15,0.018613647527139447,,-0.01873883344752317,0.034044926239564906,0.017617234253611343,0.0657702419433907,0.009640427657711607,-0.02383532187483611,0.0009755792636032504,0.010461110578966119,0.025453162297296335,0.10287287660429524
UTS2,,,,,0.03959722766186154,,0.06356949339815454,,,,,
BSG,-0.05407566635293745,-0.07862852894861826,0.0014262577458554354,0.023408326451157212,0.0667829415721588,0.04370456357437926,0.24529619291885624,0.27793615017241574,0.09050242764141804,0.1323443607285929,-0.01568806588808015,0.047877486820508054
ADAMTS3,-0.04581382821926166,,0.0638306070989227,-0.03659658823827128,0.08887971124873938,-0.05128488046591055,-0.05846738093970465,-0.15574144538403123,-0.05900715839715549,0.10117096336644159,0.08967958544116046,0.0005025864075825875
CD34,-0.018628950802629784,-0.006345061820986618,-0.03584788469477713,-0.07678279434227706,0.10309136883750686,0.04779374628190289,-0.09649288994976159,-0.060570859367606575,-0.03476318863583495,-0.03994657222535953,-0.036732292488715956,-0.0016096745957873248
CCL23,,,,,-0.014761244230836216,,,,,,,
PLAT,-0.02006000827709975,-0.15977927152135524,-0.15626057923363468,0.03420950829433903,0.08381765202149048,0.0009880370696578758,-0.25329868928936244,-0.30056528405176314,-0.00582050813479388,-0.0696238971033457,0.04873763412353789,-0.09358937121009024
NTF3,,,,,,-0.04865608423380805,-0.11580705583422485,-0.18622303304243037,-0.04068504305711165,,,
LTA,,,-0.024251183145280658,,,,,,,,0.13992980123329685,
CKLF,-0.03854953109211305,-0.04974815285959586,-0.0566673181490326,-0.0036470434166966533,0.00993208256006254,0.05602808438124158,-0.20303559933731696,-0.24104324724004164,-0.050219625731290775,0.06165711912168545,0.06923875766628158,0.009310338544262707
APELA,,,,,,0.08286641845251821,,,,,,
CD24,0.028101457779061617,-0.030524431158352145,0.04463305244642341,-0.22328128181253157,0.0142161561144645,-0.10245112525874574,-0.26912872020413675,-0.31520081081720147,-0.041783279437637946,0.01350855802857926,0.05914895197116122,0.08169302513439738
HSP90AA1,-0.00993082507649255,0.05473295466741145,0.0169457318844764,0.11255987761106181,-0.06055555999628806,-0.037870941352846785,0.33547106954618616,0.3996967311091331,0.011445789881276891,-0.12848135950526388,-0.03209661962378804,0.06931246606383265
BMP4,-0.05733119138271865,-0.01562543931314218,0.1447172255911465,-0.02276819107198822,0.019274107632416083,-0.032087508843318624,0.010529529194438132,-0.05089394984767115,-0.04980742912612947,,-0.03952409375436699,0.013370170500640948
SCGB3A1,,-0.031980621068329905,,-0.01942877744792393,,-0.04753554615821872,-0.05594076987467646,-0.096659053996478,-0.03784799776381679,,0.002931091645730173,0.009668250292424452
IGFBP4,0.0036583490608609677,-0.040377139260930395,-0.0521845551346985,0.18043837237598553,0.16085746756807365,-0.01978732429181645,0.08594232686490684,0.11713170783139402,0.12757064505890628,-0.09331592810839638,-0.03588758262887679,-0.038647646438965635
RSPO4,-0.03236044930723947,,-0.03712068462089355,-0.044864135257561576,,,,,0.0034752171924570963,,0.02602866868505632,-0.043017428647597965
LEFTY2,-0.05420396191878564,-0.06154180828340955,-0.048474653421412925,-0.018197146598268394,0.015172451658372596,-0.029555879522396078,-0.005178751673866145,-0.001166521974924636,-0.034663377496032884,0.06053447655354824,0.030408210293452965,-0.038097438799775646
PF4,,,-0.016508633563097404,,,,,-0.023127916354906755,,,0.07105624560354748,-0.03369798598748286
ANGPTL2,0.042913383635260816,-0.11283297061730299,-0.09059207403043103,-0.13518341209793022,0.020741999925006572,-0.18143799171689712,-0.19192604157554652,-0.22736780535021864,-0.022070864374371082,-0.028308010582232482,-0.03252581779159202,-0.07049321335060217
LRIG2,-0.03954684529741098,0.06711401535230226,-0.008714557904130003,-0.07089464864390987,0.033068093196913825,0.022847238213116104,-0.0011097643835872738,0.06275697635410801,0.015859686263447362,0.03790074705932601,0.020439248835442056,-0.03638413541011246
ICOSLG,0.08326136664950129,-0.01589935975914241,0.007755990428684655,0.09031254996886055,0.05282273874964731,-0.016639486013608585,0.06233660833256453,-0.000659196817899992,-0.04335126568625768,0.015959482634119844,0.021643953143371204,0.04516439634792616
WIF1,-0.07530793750246743,-0.0067004385831726685,,-0.10745681175931765,0.009372243104047656,,,,-0.02369450907443235,-0.027509152196854885,,-0.02118460242255688
NPPC,-0.029052254680699836,0.0782027186687352,0.05557272051111651,0.06885440648789501,-0.013495967818991397,,0.02413670008049583,0.021621002830751537,-0.02865906625825422,0.03926791848314074,,-0.04215170682015781
LYZ,0.04833477601636547,-0.016879711925406823,0.013348232904812693,0.2442755912382197,0.0726081283485965,0.15346989962895594,-0.0017963831736607977,-0.1034285484430473,-0.004616592648294797,-0.055058235154141225,-0.00567505733145674,-0.061004941250674904
EREG,,0.04902378711099992,,0.23345312525309686,,0.07874419290992793,0.26634588463513903,0.3008672384095028,0.2939880437530312,,-0.028396741548288057,0.08070607478462673
SPTAN1,-0.12232613030413729,-0.0890797751157417,-0.21059639365394928,-0.15069455034783466,0.0103713130332989,0.04801318418495313,-0.15743441413561543,-0.21592063383499271,-0.04183759063146528,-0.1148406108765994,0.011704101319249722,-0.15415345447007822
PTH2,,,,,,,,,-0.04053602653718154,,,
LIPC,-0.013441325739720148,,-0.029667244032210553,-0.05978424396748199,-0.033930767722081284,-0.043214075847973835,,,,,0.03001268413892297,-0.0051898856344485
COL8A1,0.02582631594429316,-0.03735461466433994,-0.0002917815340008899,-0.037503921342783936,0.01856144219089223,0.013959432696218708,-0.18784558399335247,-0.059042182006987395,0.04967232000289117,0.026307867095006626,0.0810298775106103,0.05567715089946711
GSTM2,-0.004961372914378199,-0.04978497901923216,0.0027969030341167527,-0.035541877793183074,0.01261697239840758,-0.022504895260994178,-0.060481334442910824,-0.09502875421831862,0.002580724793302333,-0.028209578354211676,0.11858852593928061,0.03785560455572814
SPX,-0.05495788469710837,,0.03700059334614192,-0.07349628099378891,-0.04549758958273848,,-0.08232844205345657,0.015097786387785356,-0.06272707979123676,-0.06662026931624028,-0.040275461892676084,-0.055017094031113906
MFGE8,0.08563426597300815,0.0089554980127831,-0.009870786883796634,0.0407056950359632,0.08958853096352626,0.06687484933579996,0.16692394532600513,0.1699867507399017,0.03191854721541906,0.07032342868124021,0.018864590724950326,0.12166147856026945
TGFA,0.09831534045657203,0.08805179365409603,0.04979792549993629,-0.07540496279641636,-0.015513633128250326,0.1189602961549483,0.015112121491881927,-0.07827797154654817,-0.04771299992076331,-0.029177908853769783,0.05644356588633067,0.0485649870840181
SLIT2,-0.06558063648798547,-0.023770242103805503,-0.025165644985252814,0.034371919327772386,-0.04310737803943586,-0.000998130171964419,-0.04014431092667528,-0.0648059198465628,0.004938944093800372,-0.002646125502557133,0.01014850774896865,0.07438472377811292
PLTP,-0.10819543105258538,-0.10704307560603246,-0.13590326589683857,0.10722524356630152,0.12514033630285265,0.036379648280524424,0.02931616589069755,0.10523984667126292,0.09764836538649589,0.09382535094965999,-0.00734988027021251,-0.009303485281787927
APOD,-0.04132169570615802,-0.14085412051322288,-0.1513460929893754,-0.29425861391371577,-0.10041701931855634,0.10038474021417379,-0.2668144402192774,-0.2648209852912379,-0.0486285962652371,-0.05008215808304908,0.021846097120474105,-0.08720869067425195
B2M,-0.02571930484162987,-0.169392688473304,-0.05150538899167868,0.19925572318200746,0.12254055014496067,0.12010437048938327,0.0476865032865887,-0.02614415077483429,0.007448398065867123,0.09974138999461173,-0.01535686057555146,-0.11415209362739977
OMG,-0.08256557705778822,-0.10932078537729312,-0.09924432667466593,-0.2801820471550375,-0.12420794086395036,-0.021887663610799888,-0.28569235911471574,-0.19523824293517486,-0.034137068436065184,-0.05212582694690981,0.031299411358530135,-0.15237814923854923
CXCL3,0.15936435937278373,0.15355970968461125,0.3077529099267086,0.3384622159417801,0.1676487474643629,0.09118559421790573,0.5100874849835896,0.4097556202747567,0.11870749761954869,-0.03770286622845983,-0.036120624256460815,0.2427781139785848
CXCL10,-0.04033366364331164,,0.014436741503267129,-0.006002002662178288,0.12423887072802448,0.05108309556715382,0.14928333738560592,0.02140403147794475,0.010698843859505059,,0.0498280302098372,0.01204125078092487
RSPO3,,-0.0299191588244741,-0.019171557201698202,0.03625904877046331,-0.02130239654277548,,-0.07916549979652546,-0.09505768733196077,-0.039583968205334774,-0.022310799343253408,0.14156389060538352,-0.01477957126275027
CORT,-0.036281765210511,-0.039706799999198884,-0.04299368911548316,0.0012705717128882969,-0.03686856989403992,,-0.07675432287210877,-0.0632352701921371,-0.04239165173257514,0.09393331647070174,,
NCAN,-0.14819084374279365,-0.09529012082872135,-0.1879159349636802,-0.14072517169671664,-0.08329472828335453,,-0.36505974525898616,-0.35404695007536857,-0.13625031750153077,0.0203695681881476,-0.001542511137609878,-0.1719079892266152
PRG4,0.07231682427764047,-0.03345348463883714,-0.0035206395709477234,-0.05040168355825834,0.10552856803629895,,-0.049639199891944784,-0.08333540635890672,0.006085383943699119,,-0.030354848775440646,0.16498663097826624
ZG16B,,,-0.00901224687257092,,-0.019923694684988665,0.15097491537920157,,,,,-0.016708488583127973,-0.028747838106420013
TGM2,0.08489661089223735,0.0479711384665315,0.029770635214742085,0.35127942142918334,0.16895319084151303,0.049919775169271104,0.278425855691807,0.30797475198688334,0.10431592065792304,0.033923069836777994,-0.04021995933377395,0.04620411438662321
VEGFC,-0.0031919413585724506,0.10429610206326838,0.06984532199974196,0.015619841024804078,-0.02432999602165097,-0.0033498802604911854,0.10464191486748016,0.1691728647662552,0.0227519540386234,,0.10050200362787114,0.12245948192019376
WNT6,0.0092810991812051,-0.05206526243577476,0.050696085671543656,0.013677210572623966,0.0694953923147947,-0.025429817617815344,0.08407023291892146,0.0710770848658149,0.04855139330431139,,-0.020178933947447103,-0.029705141737730867
NRG4,-0.03358028293733721,0.04857189529998218,-0.023028331305819546,0.044325632295135024,-0.02298520791953602,,,,0.012282580199298052,,-0.013400106314033988,0.06135226249923215
PMCH,,,-0.03190799652541014,,,,0.01708869246517988,-0.06144095241222607,-0.019379408756106446,,-0.028895719781582084,-0.057208895660663124
COL9A1,0.018763660636607893,-0.047082052149008215,-0.024051411309436884,-0.08168009923054582,-0.00238760458585441,,-0.22418708101099552,-0.24662759917477423,0.05731880845955873,,-0.007301925842545533,0.01962876152308862
GDF11,0.00454529309890094,-0.13511334837179328,-0.04122545359867081,-0.09038215258120669,0.02909514997632424,-0.03908006164173617,0.00394794492811776,-0.057074755274642494,0.07738560948429013,0.07762346431560116,0.008234481139031101,-0.00929770209971831
RAET1E,,,,,,,,,,,-0.014699821416171668,
IL24,,,,,,0.11856091686882093,0.2190816618367175,0.2412213224658317,,,,0.29476389642782397
SORBS1,-0.09722106061270223,-0.1166421471891419,-0.146839680006016,-0.022116157515175042,0.028778028108653417,-0.03279321945914184,-0.015937187337799277,-0.07721234300607449,0.08358492075707659,0.017036145852914908,-0.013936669133288773,-0.07448102293681334
DLL1,0.03818059227894912,-0.014567888652568426,-0.12447188648874587,-0.05229072730664206,-0.031545985065406935,0.0023431456151478776,-0.23725038355750955,-0.24335074098994794,-0.035204098630360406,0.15023882858777857,-0.016097408688451838,-0.004598916094107906
TLN1,0.028082479382703425,0.07104337349233625,-0.06469416129886134,0.013920352191656783,0.04382982516152529,0.03610295113181302,0.23004099351418728,0.20477998668375397,0.030462090625149655,-0.08239817301318862,0.020178920334732623,0.06578731238177196
COL2A1,-0.034371630909935426,,,0.05575815888443078,0.07332489950886356,,0.0784745665621242,0.18752333821388772,-0.04082584663199265,,-0.019501681612122342,0.1059560925907701
SHH,,,0.0843469635503886,0.20848707162223454,-0.01338998306063891,,0.1190227570678373,0.05888815489214324,0.01569852983839246,,0.03689038437331349,0.07187984933365847
PON2,-0.13183535523479079,-0.12724071144784915,-0.21739637973444237,-0.2719153781469939,0.025985927619288134,0.004521483232563501,-0.1265034715610098,-0.18338225913410755,0.06293337687211285,0.03440048116215019,0.015870531724709317,-0.07377812381429592
ICAM5,-0.06434710687318199,-0.03198062333159517,-0.030645472483188097,0.01866055790169157,-0.020566502449904395,-0.023274324158112727,0.07920933377046598,-0.026349934611333465,-0.022715307264990978,-0.05723474028754074,0.031263176022000405,0.0051463685945815725
HPX,-0.009417951662321242,0.05869949647012098,-0.004669645730586637,0.0022248840972563556,-0.02480355114196282,-0.02922136933988829,-0.0064378973377330504,-0.06368807151669183,-0.004925258412274213,,0.08347648611830451,-0.016885426446866678
SFRP2,-0.017965552544306727,,0.044411363513716925,,0.09768749994783597,0.11998544519195359,-0.05814413652378968,-0.024813206042180045,0.07689818757425314,-0.0012702000810383858,-0.02229866548426226,-0.014764545889398665
CFC1,,,,,,,,,,,,-0.0395276708701938
CD70,,,0.3580342351640189,,,0.05518216893860547,0.2969567311876427,0.3115636809525124,0.12903718730337052,,0.06100215058345364,0.3643060580047186
HP,-0.06206559580919038,-0.06926705732358854,-0.003516184838732402,0.26257991058511315,0.10541308713224293,,0.08648260164235684,-0.076692411381755,0.11153828468382862,,0.12322671451716496,0.0532639372348584
CXCL2,0.10228077862745905,0.043067442129482575,0.21320767410320213,0.20795357581544882,0.1245575158403234,0.146441558478489,0.38744801793545347,0.36417306448052844,0.18334933314982602,0.015204583358007444,-0.028962174429064975,0.2430523268265901
NPPB,,0.17290591863839794,0.299570197520009,,,,0.10668450257755192,0.024820412680658415,0.025206532620965047,,-0.013592915482793741,
CCK,-0.08989061284590015,-0.08169143859613413,-0.07780953240852702,-0.12591851692682746,-0.033600168003255465,,-0.20924863795790066,-0.19668253412511258,-0.09738308076468662,-0.051647635719973994,0.00633423513192203,-0.20362084243385198
SEMA6A,-0.08767574437483605,-0.09177729593387397,-0.12425339710190729,-0.10805622002069847,0.01876001332333022,-0.010252184206424375,-0.1881248444397689,-0.1572755471839839,-0.048772716690497576,0.019687870864212045,0.056834627785406995,-0.025111826847062757
IRAK4,0.017784918437904973,-0.08058864516098944,-0.042151857229703105,-0.014185783830427293,-0.04890052359447263,-0.02591068365953437,-0.006099874115419384,-0.04100321443006649,0.012123529188522917,-0.04768614244348207,-0.004686114927397847,0.08440742484249047
GSTP1,-0.05657315501867315,0.023654485974459603,-0.0433514555694945,0.022565145048302163,-0.058233420341856926,0.1153015562770831,-0.09698803616668121,-0.23109715070338663,0.00450919035464561,0.0015816881134010337,-0.009920784225909338,0.06329418267437817
VCAM1,0.1270686539271474,-0.0003246695763592339,0.10262698172231102,0.21941494240181347,0.1213369441533823,-0.01792506821272461,0.23869257092582102,0.34121910224675833,0.11989749298256762,-0.06872242478228137,-0.06954786964575184,0.1705412328739982
NXPH3,0.019543285542725646,-0.051313163148698805,-0.010459276032203858,-0.0424638603033725,-0.006171929833657907,-0.046395936112241694,-0.08148679816416579,-0.11814332599121276,-0.05166550943400058,-0.07655468880574696,-0.0027647064892275287,-0.05420425894906386
MTMR4,-0.02793339531884976,-0.0030730915018171625,0.010549579076420639,0.030165498737806072,-0.0005528486185230037,0.0034775355194307947,-0.0160981596395938,-0.04299951424367536,0.022854282880373625,-0.06773660932006285,0.023000786797279755,0.02268488005409491
LAMC2,0.13643550589352216,,0.29593129412393654,,,0.008671388711376524,0.011511585117945674,-0.004923244531829678,-0.01881073895562591,,0.0077546324319549935,-0.043017452328576684
IL10,0.05082402334219267,0.00365102013301546,-0.03749508494615031,0.021611247895026137,0.1330849755621026,0.0016051676655825155,-0.036525371297347065,-0.03521970176205381,-0.01254525027638102,,-0.011310777410272452,0.027126260208178408
SEMA4D,-0.02359974762688043,-0.09808979089954545,-0.08858672719494634,-0.0725397938985339,-0.046156245339556284,0.025188126929705564,-0.2591623527211407,-0.22480605201300238,-0.0690735611762691,-0.016656298469319587,0.03425245664662237,0.000515777050607821
TRH,-0.018197623230221588,-0.023107244629298616,0.08010700487104291,-0.013387299266979756,-0.03528747070184166,,-0.1218363429028718,-0.17077926168552815,-2.730723780996737e-05,-0.028438955757418078,0.15040772795891144,-0.051413021259689745
SEMA6D,-0.11458121114830509,-0.19147348085290844,-0.10815537618959521,-0.06981284191667245,0.00779134274761724,0.03826496033872276,-0.05894667034399876,-0.08565660953805651,-0.051402398025880355,-0.021135494872096896,-0.024645937403208994,-0.0371550509284654
CEL,,0.05708674620221784,,-0.020357768227120102,,,0.05552058142290976,-0.04015791934386778,-0.023803839972013636,,0.05356914952467609,0.024532208967287587
PDCD1LG2,0.04355124733607639,0.0032001460841334446,-0.03126877262920367,-0.02442774473790439,0.009741498852052836,0.040633811670168496,0.02015172954552493,-0.0458845847628318,-0.04090528081026099,,0.02240435945947561,0.07329590931271288
SPINT1,-0.03478632650238509,-0.030446045690326797,-0.022393261306090657,0.039414699918462956,-0.0007285612853930017,0.0726399348675814,-0.03601899758066572,-0.0773917672067441,-0.07915379156254843,,0.0413658535191698,0.05893092984391988
CTHRC1,-0.04906387994935629,-0.027149301887471725,0.037246487072907244,0.011481960812070204,0.08035791424979535,-0.17136250582888543,0.03699904322185364,0.043330712923198435,-0.04955621778162398,,-0.014285290673428213,-0.015584626952989435
PODXL,-0.029435544388101736,-0.1341439042279269,-0.15109800371899781,0.04271644324676671,0.1438587628243835,-0.03814088571145546,-0.01919416014868923,-0.008296419627643197,-0.10650317070326212,0.0318998265168271,-0.01882452057197134,-0.09913346133273669
JAM3,-0.09942154664305355,0.040160707332937334,-0.07325560378984644,-0.08777577299456098,-0.03214796237517343,-0.0034094247418363648,0.11045032175093311,0.04860175594072895,0.06543956453848614,-0.05432625634138439,0.0004235397631552691,-0.011664337428975336
TGFB2,-0.03722824114945383,-0.07242567374137257,-0.1242965303107312,-0.02989744778787062,0.12288423493056924,0.05048531315920312,-0.15237404309600575,-0.18083298495392966,-0.0783972110820723,-0.05845107073621074,0.020923697028089903,-0.016903165083138827
COL18A1,-0.016352308877540116,-0.19037545141901482,-0.1100302284719835,-0.05272129938531273,0.10419998800898883,-0.01363564802684094,0.16767110423378492,0.39165958806500445,0.09395569598979081,-0.0057151048718948145,-0.0628168103326866,-0.06744573172287041
NODAL,,,-0.03872357834752462,-0.07155786065774687,0.005819636473687085,,-0.10389126169213588,-0.05901769570095844,-0.02151149082725486,,-0.02083676544154189,-0.05431153654493501
INHBB,0.010983863456549267,-0.056249272686181497,-0.019243269268418003,-0.014916823887790424,0.06986055601996768,-0.006413781490669418,0.12432680804796893,0.17045135248085821,0.02452744634647223,0.05018923022777815,0.002119558306735044,-0.02226971211046421
LCN1,,,,,-0.014947418087552984,,-0.01979057659429024,-0.06435744824822591,,,-0.015396325321255327,-0.013027184270531742
ARF4,0.09480177049780628,0.19743793217352082,0.09660834215944168,0.1320445571935419,-0.016809981126047435,0.020846032350445652,-0.1831042474899041,-0.2541842850774295,-0.02138379808862338,0.0996081331572858,-0.009978798638050604,0.08928518961324618
CXCL14,0.054451753795666455,0.07227661083513166,0.017868010440090468,0.05835229052747365,0.15383136570297365,-0.04043504992191976,0.15016848643736308,0.17887878631693085,0.0908670657168734,-0.0647783554337646,0.08746955086976012,-0.03430659912720102
