,ZH881T1,ZH881inf
BMP1,-0.01699446318059166,0.030080061834474203
NDP,0.05051492586413936,0.026356209905466946
TNFSF18,,0.15232201446685123
RTN4,0.0004733355778004709,0.01783363382778126
HEBP1,0.03698581122306396,-0.03788769361551622
WNT7B,0.012683922497338912,0.0942727012106034
PTMA,-0.04343627076115887,-0.01646910547462695
CEACAM1,-0.014464085053330748,
PDAP1,0.026161623234070907,-0.07495280463561482
QDPR,-0.005692669048841178,-0.09157628161554743
POMC,-0.023661343063581586,
CCL18,0.05846617491597958,
TNFSF13,-0.01624219809524006,
WNT5A,-0.02882001117429769,0.00019949949402048862
CXCL8,0.049340966518823054,-0.04769041647864162
GRN,0.020330501427279598,0.01686557539932287
MIA,-0.0064069680547810814,
COL4A4,-0.029150130632963428,
TAC1,-0.009887931138303366,-0.024600761908785566
RARRES2,-0.0013804584765718957,0.021199612233013036
FGF7,0.007449243547061893,-0.049376521614923036
HBEGF,0.037798575132018716,0.039859429406973935
CSF3,0.07178981777812182,-0.029342579556518353
PI3,0.009199295836531163,
PCSK1N,0.050435388220187886,-0.07206302576200398
NTS,0.015335772334180603,
SFRP1,-0.05430886632044463,-0.043976850853053834
CXCL13,-0.033825125336776826,
MICA,0.04754848246146956,0.13797058442438248
TG,-0.01706624556314033,
ADA,-0.05582847537734703,0.0687958736880317
LAMC3,0.039209357124880155,-0.04021193760718802
NGF,-0.013293967536524526,
TNFSF15,-0.012876850097529757,
HMGB1,-0.05799719554135628,0.02383397547638913
ITGB3BP,-0.027909588100001704,-0.03202726424196437
RELN,0.030978812199256106,0.020740339513198917
IL15,0.017307419072928033,0.03578947973114283
BSG,-0.002761003753174955,-0.028573715092245933
ADAMTS3,0.02022439160276586,-0.03568029470237633
CD34,-0.014859571085966479,-0.05377825862479299
PLAT,-0.05453658186597299,0.07247927877310674
NTF3,-0.008317680468941057,
CKLF,0.035150896083451386,0.1311041688677588
CD24,0.002673012607780435,-0.09449647192877175
HSP90AA1,0.016960726812331572,-0.030962841901877144
BMP4,-0.008803204816587114,
SCGB3A1,-0.026741154439447194,
IGFBP4,-0.003286268165134253,-0.0017994847020785876
RSPO4,0.06415065791959054,
LEFTY2,-0.024491090302812265,-0.04805203240075585
ANGPTL2,-0.030222562871539883,-0.03809400340076837
LRIG2,0.04939646148835913,-0.07315409437303796
ICOSLG,-0.028078737670604367,0.03287140015018955
WIF1,-0.016741137284996,-0.031580025343673414
NPPC,-0.01955506252911719,-0.05390448493728582
LYZ,0.045618110435603834,0.021705204051646918
EREG,-0.022430549843361895,
SPTAN1,0.0392959820608284,-0.013686805281987473
PTH2,0.04786531964634801,
COL8A1,-0.033519343837307224,0.02925943945145049
GSTM2,-0.018261172631887243,0.0059220770372774905
SPX,0.03125012488839042,-0.03255418555406747
MFGE8,0.02743276471273197,-0.09431520149766225
TGFA,-0.009957282060171992,-0.03717132914901594
SLIT2,0.035077823625091716,-0.03166143364369404
PLTP,-0.015607187044630115,0.006066815369938887
APOD,-0.019689415178683195,-0.05775746724758415
B2M,-0.03542125698565245,0.03361832530226409
OMG,-0.029263481768610027,-0.01621119610069695
CXCL3,0.04570024210171218,-0.043282230673761635
CXCL10,0.038342878539910315,
RSPO3,0.03350573273192858,-0.01598650057119581
CORT,0.07035167830588479,-0.00843127432416488
NCAN,0.03694914887107014,-0.03764833014634438
PRG4,0.0033484303069045355,
TGM2,0.03120763755916899,0.07867617609613736
VEGFC,0.0615483693470188,
WNT6,-0.02390092116782164,
NRG4,0.007899373044823656,
PMCH,-0.01369234287441357,
COL9A1,-0.01563996370835678,
GDF11,0.075374187667103,-0.030564173316782694
SORBS1,-0.03401700433000894,0.0538936686071308
DLL1,-0.02475867595213588,-0.04515367555708846
TLN1,0.010947002206903046,-0.06791478153487462
COL2A1,0.026775724394700613,
SHH,-0.007163881761212573,
PON2,0.0178481190820339,-0.05940133513219698
ICAM5,-0.00793380705323305,0.09014100697667211
HPX,-0.016520031566518614,
SFRP2,-0.035748732830302915,-0.03519064815299274
CD70,0.022160911025978877,
HP,-0.027753961919631757,
CXCL2,-0.0026557925489437417,0.01926069149491056
NPPB,-0.02046462159320802,
CCK,0.08557049310966548,-0.06384682032244572
SEMA6A,0.03759611845701097,-0.024491091234769138
IRAK4,-0.021407641854559126,-0.048993167202646855
GSTP1,-0.04610114268232594,0.052243495842629536
VCAM1,0.02515728489804109,-0.0173988527904746
NXPH3,0.03043539518943535,-0.059943415527542905
MTMR4,0.07938829905973344,0.005104082705938565
LAMC2,-0.013290554461335678,
IL10,-0.033096199597525036,
SEMA4D,-0.03536365914062243,-0.09906435207345847
TRH,0.0615735279008949,-0.03264742356071409
SEMA6D,-0.010332290562801924,-0.011507932002890147
CEL,-0.02220934559958577,
PDCD1LG2,-0.03938308813275873,
SPINT1,-0.0044065292932876435,
CTHRC1,-0.01580152640751911,
PODXL,0.01027240180883294,0.09225577238674676
JAM3,0.030338621045618915,-0.0008055770869766195
TGFB2,-0.004939053808589487,0.03386080788009657
COL18A1,0.017122395590592844,-0.004559330149717139
NODAL,0.009481466626004796,
INHBB,0.06081421315171611,-0.05129999374738226
ARF4,-0.016582882652935515,-0.04770574751171599
CXCL14,-0.032921514133758274,0.03689094249388944
LIF,-0.10109025940194909,-0.02469347115579015
IL17B,0.0010456618043477883,
MMP1,0.013057685153456277,
MATN1,-0.019487395947867633,
ADAM28,-0.0025357403966626262,0.05193692322569698
TCN2,0.016530908324344926,0.02533024213223088
THPO,-0.016904413371029863,
CUBN,0.030162051271284306,-0.015888365945756138
TIMP3,-0.004752304194877781,-0.020999826029419365
PIGF,-0.04065060199555055,0.022611177065596143
CRH,0.022188567644101476,-0.038047404237209134
BDNF,0.030810582112724805,-0.035190514822614774
CCL5,-0.002419472587217836,-0.04689510464822202
GAD1,-0.035795498143518616,-0.043728967902221756
COL14A1,0.004172362496944624,
HLA-A,-0.00907987913466788,-0.07285472682151212
FGF18,-0.023661340930145536,
ADM,0.01376635649779427,-0.02611370819620516
GNAI2,-0.022857319035029144,-0.029703807898488616
COL11A1,0.0005861353591780161,
NUCB2,0.03763588753289804,-0.05907507820351091
CXCL1,0.062429670869309374,-0.039016818006675176
VCAN,-0.07341809760391683,-0.08911498417241984
MMP7,-0.0024557239955964715,
PTPN6,0.0012524568789872071,-0.07408445171634816
PTGS2,0.04835568304902004,-0.07318543965564388
CD58,0.07555915609407088,0.04210974488518396
TNFSF14,0.018490476479864782,0.061917780958512206
CNTN4,-0.041710344049244716,0.200942826240255
INSL3,-0.019771021044909375,
MFNG,-0.0067556287608923835,-0.052140935123258216
ICAM1,0.0342690752446345,0.11483041812318905
PROS1,-0.023374513602762822,0.07801343471616036
CLCF1,-0.008913609646677149,-0.020444002187576926
PSAP,-0.006400706236314258,-0.06452586923909556
EFEMP1,-0.04526037256405804,-0.0472396287895954
C1QTNF1,-0.03962928793068237,0.06978327320255619
ALB,-0.0330961987341983,-0.04029658422840551
CCL13,0.09850360007859527,
EFNA3,0.01874220859979072,0.0007644434605432545
DRAXIN,-0.03275414310368279,-0.048193428541178106
RAET1L,0.04079352586790806,
NPTX2,0.007703857844356075,-0.11902595186813537
FGF11,-0.014142027197568421,-0.04690861950028078
CD59,0.009777039823770596,0.006991271614291368
COL9A2,-0.013715729944096526,-0.08791981452546382
DLL3,-0.0023987966066408447,0.13050085503032888
LIN7C,0.017708492902802016,0.10855079272145249
GDF7,-0.01607268608525165,
PSPN,0.049438764984520545,-0.0323685341625014
ANGPT1,0.03160657033048987,-0.07376608102489368
PNOC,0.03942521388711412,-0.035190533849828336
L1CAM,0.021566430849725374,-0.029651644961130208
APOA1,-0.010618980468465974,
PSEN1,0.045890126758384976,-0.03369024122416344
CALM2,0.053860928474352594,-0.14243404429230708
CLEC2B,0.004741052004834779,0.035938337664631934
NTNG1,-0.03476694210398487,0.12372124643894021
LRIG1,0.013223426518071305,0.015962509108933258
CPAMD8,,-0.011346843614938961
GHRL,-0.01738573053393216,
NPY,-0.0021071737928881327,0.03772598140370493
MMP2,-0.004348589335923755,0.06249500249297202
PPY,-0.014736064796817952,
ALKAL2,0.04751914868173766,
CSF1,-0.040525584292482736,0.02371950617495062
SEMA4C,-0.021043167864221297,0.030844035797058106
ICAM2,-0.014420885989954155,0.016726562748488386
SYTL3,0.005763189553754494,0.03181490094633645
IL1A,-0.025636757744599815,-0.055296867187024625
HLA-G,0.051986759270138516,
PGF,-0.007108197370172495,-0.04650441321558378
LGALS8,0.03289029417302805,-0.007893445555715044
DKK3,0.034276834214134515,0.01027649162163712
COL16A1,-0.022851013296474786,0.0007757801209465986
TPH1,0.06532330116215428,
TNC,-0.03986596765284897,0.012942457967284429
TNFSF9,0.03734764049624381,-0.0696503245621489
C4A,-0.01624219901869248,0.03422181634959566
CNTN2,-0.0192734076499568,-0.06758304132449582
F7,-0.01607268763944112,
LUM,-0.045327911775010186,-0.03419318735978561
BTC,0.008946477218003361,
APOC1,-0.034298328037209516,0.04066891088848485
PKM,0.0032861199089486166,-0.06818218062397073
GNAS,0.005439175248867652,-0.024759420150519084
BMP8B,-0.03581650291635267,-0.014133681815713206
LIPH,-0.025524138866271962,
PTPN11,0.04817027995110434,0.0014502870499799635
ADAM12,0.04357158456156303,0.13103786981062535
EPO,-0.015377255748181568,
EDN3,0.06499080210913763,
CCL22,-0.01349287250576436,-0.04202402466705677
CCL2,-0.0031061583392288043,0.027562041472158627
DSCAM,0.044910513970651704,-0.03916073099321556
ANG,-0.007214933332120973,-0.056665516445535746
FBLN2,-0.006103198102271966,0.03363713211261448
VTN,0.056359530637024584,
VEGFA,0.0016751328230414427,-0.04492093257276043
F10,0.06315912162368145,-0.033169615762026095
SERPINA1,-0.044245249514234586,0.047041393977408225
VWF,0.011355057547723181,-0.006179352121046893
GDNF,-0.021532824992637926,
VASP,-0.04451837297433336,6.761717553600434e-05
ADAM15,-0.04502970890007258,0.01335009773272881
WNT2,-0.01846383328533849,
CALCB,0.00652324775020832,
OLFM2,0.01260826126905088,-0.07934166099552009
MFAP2,0.033765681077998086,
HLA-C,-0.05850642051512748,0.06825822116119566
THBS1,-0.014821348050495448,0.00015245316085055871
HSPA4,-0.0500165510551847,0.10424466778575643
LMAN1,0.02121664887420112,-0.02896804099450279
