,MGH258,UKF248,UKF259,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,-0.030270593306612678,,0.011956197251240063,
BMP1,0.09761092049831523,0.03514894604817825,0.09493213250478509,0.013720940975056113,0.06438316681488092,0.0024553595116203063,-0.004183455528546968,0.07405352030348517,0.014817698737526116,0.08484545773717832,0.04379680642168918,0.08096681713750772,0.02909258706788155
NDP,0.02212102549900643,0.000557340188638382,-0.026136594636536194,0.024298574508020445,0.09954441413441432,0.0015280218733697206,0.031588509713820954,0.006675075525542119,0.09111190522362791,0.01929728187568846,-0.06115798358647948,0.04596837402842813,0.005279014262342847
TNFSF18,0.05250242357964956,-0.02293621677869045,,,0.16873053106968078,-0.04222229230937969,,,,0.037731598744861906,,0.10703445335018266,-0.01331931476384629
IL36G,,,,0.06791398138764886,,,,,,,,,
RTN4,-0.02459742229065019,0.03351638322447817,-0.06369827236842855,0.015300173614016022,-0.040698958912143035,0.07229447546021867,-0.11325224188978848,-0.059340024362937074,-0.02870534159379195,-0.049908508567180626,0.009241587381735607,-0.0486466463044143,-0.032198951274658376
HEBP1,0.007675613711832014,0.050418282817179846,0.001100187337911214,-0.05818090490352806,0.11193358789656324,0.040672807126019096,-0.035376796609887726,0.05103143337681061,0.09305571864764539,-0.013306687301076614,0.041472753513875686,0.0016769491745743826,-0.0384016901586311
WNT7B,-0.02118886577286854,0.031157663914630256,-0.022753995280856167,0.060711421665195074,0.0793822758373728,,-0.0313983378266634,0.0015080864087618977,-0.020756165204407134,-0.01158177390111645,-0.02724022795947881,0.02819909583484384,-0.00657687385354691
PTMA,-0.00030820337870722693,0.01144529788353869,0.03856041343085078,-0.016302795920126168,0.037228632204543595,-0.10878255969494977,-0.05600666547861343,-0.03656015672740568,-0.08388745410005849,-0.03980826552853561,-0.009265252487527348,0.051518651244330645,-0.009721665428029654
FASLG,-0.021188871762906618,,,,,,,,,,,-0.03610503026338791,
CEACAM1,0.04854062062109456,0.044134158132917614,-0.0020441014890267696,,,0.09558011110634172,-0.02815853228106257,-0.023840003618257676,0.0467035445285859,0.19210119418729743,-0.018079735470421642,0.05921555963195947,
PDAP1,0.026850696020530796,0.0016743730005646029,-0.02532787520012116,-0.005459117674486822,0.0053052268889007,-0.08946322267720684,0.047022153907573756,0.0041672005273329805,-0.02289894598671816,0.03422328508224214,0.017218659369714194,-0.02820413229577842,0.07664410176785556
QDPR,-0.011932271471480353,-0.011719913980622092,0.011697531420037231,0.02150253993507853,-0.01836735728753743,0.0327883279531209,0.04490225401665041,-0.02594717124185009,0.10060338936939227,-0.0016376772006253917,-0.03230882827277244,0.0015950028051619778,-0.029727719333953632
POMC,0.021265731384250686,-0.03607839832066318,-0.024467732455495543,0.02974506317448076,0.07352531436667033,-0.02734498888924099,0.07995201442785098,-0.03320326603813756,0.05919440011586725,0.05255913998554994,-0.029576072173741856,0.06174569744395415,-0.02765864189814562
CCL18,,0.0393984433265669,,,,,0.12378962517777518,-0.03377724917741612,-0.004702094325945479,,0.024251354153778288,,
CCL17,,,0.02375243430565219,-0.014429366215688565,,,,0.11471361212416924,0.06414794896767102,0.04222317649833442,,-0.032725154630520795,
VEGFD,,-0.013446316753613873,-0.01696671315743807,-0.015464398698972471,,0.055397362715196144,,,-0.023491953798991903,0.0846532820317108,,,
TNFSF13,,0.047201239647816313,-0.01050457719230214,,,,,0.10185342172569876,-0.002446222107084757,0.14587376292932094,-0.0203023311835756,0.0648162931173499,-0.0011297077330869043
WNT5A,-0.04646240042953707,0.017888774001766982,0.01815865097830095,0.015935337165208,0.09661726474984421,-0.05868568250520452,-0.06481848130921594,0.07309124783124352,-0.014087544760806252,0.029654675878315204,-0.02794783873784135,0.0443204211970278,0.018689330167027784
CXCL8,,0.016877359791661304,-0.04648729532230404,0.10647005501374748,,0.027284936426312068,-0.035151283513660404,-0.04577090981442298,-0.13373155759650107,-0.04802803765174869,0.07057465196397796,-0.04860612381977037,-0.032334766683180693
GRN,-0.08616885684661871,-0.003633895150568188,0.028284776288639492,0.013539497360264835,0.0590547405532214,-0.03591830347786954,0.05085229477020531,0.03281255762396593,-0.015916698592014177,0.14810983980053105,0.025328156294955727,0.11798920189639608,0.022945744582541595
MIA,0.07591672451794362,-0.03906974067586415,-0.03206702394285473,-0.02117920271390593,0.1575503241448452,0.038934634442039984,-0.06333208221684197,0.0012920374559366452,0.06700869835185728,0.07932540399069078,0.0149550561873458,0.030453218482319903,0.019459906255597428
COL4A4,0.013351723323707074,-0.031926214646965365,0.01808775493306766,0.044065817523974975,,-0.03160434996999788,-0.025241824107013616,-0.006757806081176945,0.02897839875499144,-0.06147817307393061,-0.036436915907850746,0.0902867311532215,-0.022358233795009376
TAC1,-0.02118886023491333,0.013700859719420541,0.08252433232165084,-0.025681445148500452,,,,,,,-0.03119269428657961,-0.0026960686532135495,0.009710634414157971
RARRES2,0.011820984412946604,-0.003158336105788499,0.01813935764094181,-0.04829643910590984,0.03992423735668937,0.050572911121016494,0.020239649883596774,-0.059739580412183864,-0.016793056306201634,-0.0001487340260247624,0.01718152518266884,0.012778921452766705,-0.04976035800503014
FGF7,-0.012786705425103791,,-0.026994696835559745,-0.011515155284179023,-0.050334371601935574,-0.035908580198488166,0.03163269611081968,-0.016937546482994153,0.004721306235505109,0.009178831060368623,-0.011770235744714424,0.06401882628929953,-0.00647075689074452
EFNA2,,,,,,,,,-0.022327529932104666,,,,
HBEGF,0.07505282652325476,-0.004885113807136249,-0.0031816225248406625,-0.01975963695727971,0.06196159123515797,0.08844622959897695,0.02775115425927218,0.05705985164763793,-0.014729693716030896,0.039642977964012845,-0.0367072922009016,0.03464112007148502,0.014364687798069443
CSF3,,,-0.01815156035249213,,,,,0.004126114306545264,-0.047682474360609545,,-0.02591977046459427,0.017156823940782204,-0.025940599999240574
PI3,,-0.02796665370219767,-0.031324113041794874,,,,,-0.00018602849225750183,-0.10777857921342905,-0.00501452113311531,0.023530665317717112,-0.02260685917932648,0.019055181889810556
PCSK1N,-0.06529742741388447,-0.007050250843804622,-0.02563393943245019,-0.012703450533428478,-0.017040082918365954,-0.01759049210767209,-0.05821686927253487,0.013138257321324443,0.0011069219445871258,0.07299138614062865,-0.01818890668010186,-0.004012161011073185,-0.00036083895490364486
NTS,,,,,,,,0.043368346789757824,0.03462281095253869,,-0.04592254468076897,-0.024911933709336698,
SFRP1,0.04386813657693595,-0.011931280866017694,0.07412738773620617,-0.025031277739660296,-0.0364898256323635,-0.060294533447000954,-0.07020032660560949,0.03677790501539988,0.03276404145122921,-0.06564761327971479,-0.02901783189430681,-0.011994402139567298,-0.027001270795882545
CXCL13,,,,,,,,0.11477037244603958,-0.04212175384059056,,-0.024995884659000045,,-0.031469125334114584
MICA,0.04046371248805005,0.006166008400083245,-0.038208728040444756,-0.009327500184698424,-0.03287021404441927,-0.01152209036763251,0.0017791612267673168,0.05269978635344716,0.11481074136475078,0.06819354239755528,0.0737501143391276,0.0675285594060504,0.10771074621739107
TG,0.031417580583216136,-0.017391251065459343,-0.01433967678409954,0.04270233268634782,-0.011421155544856296,0.04910957779932867,0.1316077022352996,-0.02247358523926764,-0.00730126272870977,,0.08705091104725156,0.026835654855081492,-0.034679138968999206
ADA,0.05501258195829807,-0.012952194829860361,-0.044866389230904566,-0.05568223443191003,0.04897514392202566,-0.025664240389927373,0.032004658229899764,0.07650452749149604,0.06608010439133191,0.07994077944042731,0.015036290499634276,0.0706545648759643,0.006810048119283729
LAMC3,0.07820885105157167,0.049502747677999254,-0.028472509039001077,0.018992631905761195,0.03262576384057874,-0.01300832204717076,-0.044833056113233606,0.06261334729823768,0.055051161325125476,0.09177223612390252,0.022508576001274136,0.1046534121132109,0.03536633683185411
CCL7,,-0.016909164824099047,-0.01036756340398213,,,,,-0.025349181156358872,,,,-0.0361050174248701,-0.05661874564043869
NGF,,0.042984931938723756,-0.02375473575854388,,,0.05987266433710284,0.06502032036342592,-0.014789265843038543,-0.022027410366304966,,-0.00012763879075359662,0.00747349638814879,0.029446454392781856
TNFSF15,,,-0.011544788921364697,,-0.03112196520435543,-0.04541741044728605,-0.029963227935158293,-0.024712605159905855,,,-0.016095732470959186,0.027203938201971166,0.031839983403394494
HMGB1,0.011385301099104241,-0.012204559377631093,0.02261955058866991,0.017253278243841253,-0.09807047646124463,-0.04375120179960569,0.04505254002079475,0.031321476075674176,-0.018338878661708392,-0.05556560310191375,0.023123870065663084,-0.10474684855389885,-0.004936969423067372
ITGB3BP,-0.014386340872747231,-0.060853329208631346,-0.005799869526141174,-0.035572501717403,0.030328203599246414,-0.06417596756469732,0.05128823580153554,0.044296239627247075,0.005917651250274213,0.034129487436728015,-0.03345162741993216,-0.004327423868896339,0.0012531050961889138
AANAT,,0.0453098637962879,-0.010504578313435669,0.051479298842117015,,,-0.020794241035712223,-0.02223838452398314,0.02553967316602069,-0.03944697863592327,,-0.038200614093383004,-0.0022144947462163604
RELN,0.02549222395540552,-0.03824980772904599,-0.0182335955038965,-0.021428336007791798,,-0.060294548725457704,,,,0.10685268588673548,-0.01944190049292052,,-0.0022175535143370085
IL15,-0.03004769906871181,0.0008934087889305288,-0.01889339156965523,-0.017951437934500405,-0.03730691314623325,-0.0016114671834453473,-0.03515137538465967,0.01827967159060709,0.10779946418726577,-0.0182055791313646,0.0002410157233469672,0.09025153760070792,-0.01041435806980693
UTS2,,,,,0.02564435228857485,,,-0.018937611995902656,,,,,
BSG,0.017078635063160114,-0.030493525272173264,-0.04593162953517591,-0.02260828585128439,0.07023423534298441,0.028387515430438867,0.032372880655864134,0.05377348409237916,0.0358767247415526,0.062457700321893656,0.009050239356879488,0.08490189516952089,0.08512155349589624
ADAMTS3,0.06691533033027082,0.002886226985909871,-0.029618140241802995,-0.00649207685037441,0.11878789063128944,,0.03089781592659017,0.0351556335112325,0.08938626163116581,0.08366524957040117,-0.017147288864354515,0.022945399458010853,0.029433129349263322
CD34,-0.008164385032241084,-0.006036078118262563,0.020198413130830782,0.008508156798992465,0.035779772028724566,0.0222237746815964,-0.06418550034342017,0.007553648407198942,0.08398678600185853,0.06732142860215608,0.0012133882726543346,0.10798822273609691,0.01358542957853466
CCL23,,,,,0.04903172848053502,,,,,,,,
PLAT,0.0014012351478804614,-0.016085180120342345,0.022468338252644333,-0.017799766413082,0.040887056687531766,-0.02973120103820708,0.08184160596582428,0.038832905250566215,0.10075628972363855,0.0582174716742523,-0.029243422715579313,0.02436027286155699,0.028652643684258492
NTF3,,,,,,,,-0.0007518178654591296,0.1404675258061422,,-0.008589264266944476,,
LTA,,,-0.013287832127558213,-0.017951440150434286,,,,,,,,-0.0010498439994962895,
