,UKF251,UKF266,UKF313,ZH1019T1,ZH1019inf,ZH916T1
IGFL3,,,,,,-0.036694083304919564
BMP1,-0.025672699664890768,0.11440209445675782,0.0732001665101686,0.04674849687427458,0.06519093191587452,0.26253393563429867
NDP,-0.009925264395726914,-0.02618641340637118,0.023817235423219424,0.09272684736980019,0.06328435559450432,-0.07872903721994888
TNFSF18,0.03419150651191305,0.1039385102791239,,0.05655402789883025,,0.12895266513415798
RTN4,0.006033977460485764,-0.11586799539439989,-0.009388672924642861,0.05465418971564998,-0.10809779387172665,0.005713665705818035
HEBP1,0.048322235018115944,0.021010266867978845,-0.045676984216489934,-0.015914938972625994,-0.08171567635320852,0.017066290069948645
WNT7B,-0.024743464719900774,-0.003844129221561037,-0.018429217554250723,,-0.07282658817527718,0.08618910255052192
PTMA,0.0025833661666540306,0.14370008827675984,-0.017995753820446103,0.04950268044149692,-0.16479879861546026,0.1864821926779281
FASLG,,,,,,0.024431081046094618
CEACAM1,-0.031806336967305227,,,0.04030611696585761,0.021696999011202645,0.06912974015022853
PDAP1,-0.02901332172222387,0.05753245667417915,0.009890608446733557,0.008471740760979021,0.13287910137401285,-0.04516151861421967
QDPR,0.02065404190601572,-0.017821354812741552,0.014688441260027978,0.025090954487712168,-0.12255164156393734,-0.0062099511432473385
POMC,-0.03297483023137219,0.00028518191538883517,-0.04257409489192628,0.06497912593093166,-0.015599759205649665,0.11274149157724492
CCL18,,,0.01905248103932133,,-0.05238976556586937,
CCL17,,,,,,-0.013105325293313133
VEGFD,-0.014911948239509743,,-0.028764779500909388,0.029901932878247803,,
TNFSF13,,-0.012202298199495169,,,,0.007524245968108656
WNT5A,-0.05718376810690324,0.09644810389533444,-0.032511391867535905,-0.00010632954157689376,0.029754929563161024,0.12457155731434635
CXCL8,-0.002276916394476871,-0.017356977758024354,-0.00844820685553953,-0.11132690664434394,0.1003275267614259,-0.014111012737972358
GRN,0.03758929058256387,0.057420232006758644,-0.011649382761010577,-0.07041844212727134,0.04833463256240254,0.15670186226554805
MIA,0.007771216862240175,0.11244359331547114,0.02475650532807805,0.05214038197642844,0.12405430866395553,-0.0040847527639724076
COL4A4,0.07930090747227896,0.01989090047397249,,-0.09316408289647828,0.028253936172222265,0.03513776854211004
TAC1,-0.020118897901268352,-0.09343289146578784,,,,0.061699879789477566
RARRES2,0.014983310259751302,0.029651155396226283,-0.04759202374558325,-0.08890779842260023,0.06276773855562859,-0.09428873464150114
FGF7,0.039416128074606635,0.06908027622206575,0.019713372108557174,0.14927361859951627,0.023820031315864736,-0.014145091190953812
HBEGF,0.11239921497036852,0.08215077008396474,0.016346488750395724,0.0395441548408009,0.092519401719634,0.06078575277732926
CSF3,,,0.0027932952927942787,,,-0.025525555612759182
PI3,,,,,,-0.0834446761537822
PCSK1N,-0.025479587411850437,-0.05761761311841513,0.02855138672094451,0.10723985744836302,-0.018484762887935116,-0.12399424211112553
NTS,,-0.01417310818632554,,,,-0.04078536662106479
SFRP1,0.03301215372991936,0.02547874665445052,-0.01603651100610339,0.0033381172651366846,-0.025740187398647984,0.001850166681891675
CXCL13,-0.001767336282000913,,-0.004633717072784915,,,
MICA,0.03622385196442895,-0.03008288701160837,0.055380088108830376,0.011923002190419491,0.030027343943903717,0.10679330189909399
TG,-0.04325020979783063,0.07370951445919276,0.04822597732159208,0.07291938297137664,-0.049286924952375945,0.02062971026549438
ADA,0.051615909684063786,-0.009332919918572555,0.01673810198876686,-0.09426980901110563,0.03859302268094232,0.21681267702860557
