,UKF248,UKF269,UKF334,ZH8811Bbulk,ZH881T1,ZH916T1
VEGFC,-0.023953879651811553,0.08826495223312497,0.029163336793180502,0.0021204639054990047,0.003926039832300883,-0.05571128233324419
WNT6,0.0461028030651634,-0.018387439795261366,-0.01343398324926292,-0.025710508110524614,-0.018322155391076077,-0.0135047359245558
NRG4,-0.011554148379945825,0.07476118596794591,-0.017957395947175856,,0.058704530691936686,0.07061387304923804
PMCH,-0.013316777805092599,,,-0.019409389749558435,-0.02222530566479484,0.0008209168697056321
COL9A1,-0.0020485355844843387,0.03111617895910361,0.047197823127018444,0.004910194483458507,-0.0835216901517764,0.01582469260316802
GDF11,0.007367916057217499,0.057480968720951944,0.06077237476117253,0.03160403359475705,-0.012014042612240414,0.028079179084523006
RAET1E,,,,,,0.060240808501971256
IL24,,,,-0.013008856016810707,,
SORBS1,0.05646184467438382,-0.0039000617461640327,0.024693087602811494,-0.02268505357378264,0.0004197605291858553,0.010990403358900367
DLL1,0.018465090135562617,0.050684094158850196,0.004056968619996318,0.007370016303962188,0.004594432184029657,-0.03175742531812172
TLN1,0.021316316656841205,0.03180005480132037,0.01010718225706653,-0.03070923665929856,-0.0635862082178873,-0.027327253595796405
COL2A1,0.007924798206774065,-0.017258875295897938,-0.012532995906366808,0.0416400329596901,0.051430884078364054,-0.01169130895310808
SHH,,-0.013567573045590272,-0.011961399757515145,0.09296127096109377,0.014856936603664578,0.06318889605388997
PON2,-0.03278531251768296,0.04506405905146914,0.044744947548333615,0.03919877420179853,-0.04292879212576076,0.00198773836950337
ICAM5,-0.033810689319163235,-0.03372552891504793,-0.023359967607815172,-0.02127813591579688,-0.0007957947706383843,-0.01868444838129116
HPX,-0.009922360819727217,0.0678170502855765,-0.030403490907794397,0.03390920459355114,0.08666687972403202,-0.002606174078692456
SFRP2,-0.01667826709369396,-0.013774186750231949,0.035172817480099136,0.07545075173995532,0.04366562863742235,0.0010028607848168996
CD70,-0.030470781144144397,,,0.0853802975799974,0.1147098488464934,-0.028609483601096813
HP,-0.0514128681451798,-0.02065278743510853,0.04389176180105823,0.0506714811001123,0.04108561593834268,0.17211090936892393
CXCL2,-0.039212106606752374,-0.03663133632452153,0.07773606582000851,0.037906973742493875,-0.0028158706792251937,-0.016255968485650977
NPPB,0.0684208941216488,,-0.015392714838615157,0.032694320873885324,0.056848650819245686,0.003009763872872035
CCK,-0.017409675920920593,-0.057389734358723694,-0.001392878956603838,0.01647608480743,-0.014105832529339309,0.04335167283095701
SEMA6A,-0.007731865742131665,-0.005859560253384172,0.023948668076224176,-0.03746233228039101,-0.05673483475292236,0.005568114850924414
IRAK4,0.0239373886454899,0.023644613125220437,0.07741719033249492,0.0127167101425475,0.09331993127904245,-0.03136576823784048
GSTP1,0.004571500106144172,0.07375498535846388,-0.016369221589374906,0.018083338269842385,0.02525590718332603,-0.05974976288323095
VCAM1,0.013343156051532034,0.0687436395194194,0.01598127824546273,0.005065538802806529,0.05447214743961226,0.0019097813873201607
NXPH3,-0.022581436009595713,0.06935761714800925,0.04142698258047197,-0.02610698848025541,0.05067370611001083,0.011663494200834817
MTMR4,-0.021208799120003598,-0.04667507709858308,0.03696687992367845,0.0009364845609046501,0.05664326120533825,0.08448530667493222
LAMC2,-0.01270269321221339,,,-0.01708427816502617,-0.021573125802288186,-0.01376173397729925
IL10,0.01310186426848576,-0.02264749787764112,0.010211811729674222,0.07415709745026075,-0.030797054021942123,-0.0011660004756374838
SEMA4D,-0.015760387233358614,-0.06577959819012925,0.05152668502208795,0.06115370152275269,-0.015662858844910647,-0.0011609749560977545
TRH,0.0521261583046314,0.00856408514177114,0.05612417070279272,0.038683437946546696,-0.02432672521980568,-0.02130564904318671
SEMA6D,0.048032490900197136,0.002433274719716782,-0.004731887606361205,0.008915053472759569,0.07228470347138358,0.05983303498640264
CEL,,,,-0.02123868246411151,-0.02091957743029912,-0.004886535771914412
PDCD1LG2,-0.013672159350779194,0.019481759841075776,-0.02357004853529167,0.02307078106762907,-0.019723375980605615,0.04976261276374754
SPINT1,0.023019623025841332,0.054510131137112706,-0.020224118585317422,0.05567983344783598,0.0375916394130274,0.03849624476823515
CTHRC1,0.0012748770992114082,0.006656075964443918,0.0034879281877768613,0.05949295160129128,0.03752630194284483,-0.013687276930604838
PODXL,-0.02026159468870505,0.055993647684008295,0.010103389595367256,0.029237405231243546,0.0039557256609819395,0.023444259784024663
JAM3,-0.010038175434002527,0.04207815061246529,0.014637438698093667,0.052407472197526284,0.002945564801778342,0.02407571525288299
TGFB2,0.012225502593478132,0.04265530850162419,0.04116044067275215,-0.006850192019809857,0.027188928361022813,0.0941923602409798
COL18A1,-0.010076048710955483,0.05031382214469428,0.05662843743565711,0.05686294847631036,-0.013110517934499882,-0.02877672604545409
NODAL,-0.026100477331862503,0.04881746601320324,-0.02116149886518786,-0.016069001581074164,0.035858232339639,0.05412717909618718
INHBB,0.011384978379062547,0.03412894352751459,-0.0003545405290520783,0.06371660351184978,0.017305970001724413,0.0018454983756795368
LCN1,-0.012702696070371085,0.010144384426922842,,-0.01517513952956392,,-0.02154543195485816
ARF4,0.002117611481322222,0.04280030304418241,0.04057879899201344,0.004153785564243919,0.06191925977039078,0.02240871021998977
CXCL14,-0.017143142327900502,-0.021993706624604994,0.03575644478017833,0.06110713907513314,-0.056132592275536686,0.0964810902724872
LIF,0.05500229944957911,-0.007584748720786098,0.05919984689339808,0.0539216261892533,0.027970856474935732,0.09073038692461276
IL17B,,-0.025013289390042458,,-0.007561042654941825,0.05859180616403597,-0.036393249259055925
MMP1,-0.01751276415130216,,,0.08731066172160286,-0.004568790768336429,0.03506417866311739
MATN1,0.08764735084360015,-0.015879199209842078,-0.012532994346695435,0.099986065638996,0.029531327670691485,0.022284556613071174
ADAM28,0.03964469460481534,0.028341745389927866,0.02336373631929363,0.01698483818039684,-0.021324337273125504,0.030232323317853877
TCN2,-0.01592443583438946,0.06753031452515637,0.04288505822582965,0.06392058470889483,-0.0095598931010556,0.04554007586338824
THPO,-0.021732475553752354,0.061656268872306214,-0.012532995786392066,,-0.0005306244537882167,0.0632414555970884
CUBN,-0.01010147928103283,0.002037244375959162,0.07597412839261833,-0.0010304192648725391,0.04023664880104453,0.05445992415239159
TIMP3,0.06698196476120775,0.06319100343875493,0.0201912527320033,0.0410745194322859,-0.04794479276482944,-0.04755002242105962
PIGF,-0.015700061464923552,0.01135703495022616,0.072844858384914,0.006579857200234425,0.026504460250834444,0.06221800762007742
CRH,-0.01488272081047483,0.028483522730597212,-0.01714191016994164,-0.03199001650570467,-0.015338859223608057,-0.005688113055336728
BDNF,0.017816101156752907,-0.07258612395814555,-0.014115372192641858,0.007091864474965171,-0.017236249548716047,0.11770557360402054
CCL5,0.0050995561141926795,0.0498351606798976,-0.017002515947028504,0.07177055985601319,0.04246530059318426,-0.021463698191650435
GAD1,-0.005505255116194913,-0.05010777483078267,0.022789569005836976,0.04162469236155411,0.010321823462320433,0.009389782965455116
COL14A1,-0.03010014959258851,0.0022171955733645246,-0.02489459913445678,0.02697318584082502,0.009897061130164855,0.00317350906395415
HLA-A,0.03726172754191059,0.06332777395818892,-0.014266108859211889,0.036640008218465095,-0.020328200644553512,-0.01777158334874714
CD5L,0.030979368410751145,,,,,
FGF18,0.03710306442556496,,,0.010401139108504836,0.0848106680308407,0.05501596918122329
ADM,0.06994412359603369,0.005990042185215247,0.030726989801912696,-0.026300000525062806,0.028947320833343542,0.02776257964616955
CCL15,0.07287241888280382,,,,,-0.01847838924363566
GNAI2,0.013844640901012784,0.035623451268506044,0.028218371094946765,-0.020796921371140142,-0.011455273822135561,0.00442503114863585
HDC,,-0.025104190135083415,,,,0.029811612890612238
COL11A1,-0.014545678411041707,-0.02753609235134804,-0.00048299147347913963,-0.031476351640527374,0.018684584510791618,0.04234044971278951
NUCB2,-0.034043928991291626,-0.0007846905417075688,-0.022948355093571786,0.025694186962114913,-0.04602264068480495,0.02852167553747323
CXCL1,0.021644759500115202,0.04167416840061851,-0.017002518829660827,0.05278712177227411,0.003248430305668384,-0.006995799277444291
VCAN,-0.003674666617462972,0.011428603793560076,0.006173795229016946,-0.030365258792741625,0.02628879872058643,0.004432924533773247
MMP7,0.03856211112855493,-0.011055085793514684,-0.019371021828947198,-0.0009350674361011445,0.06933795157926463,0.07054571323045147
PTPN6,-0.051334057567181,0.029913197269994935,0.008385901344153417,0.018315221383570862,-0.040876947122660254,-0.01670532001382547
PTGS2,0.03864554150424611,-0.061963192537436616,0.005914968097375742,-0.007218329797489693,0.0027782854631522684,0.1061730148310861
XCL1,0.02448136705314489,,,,,
CD58,-0.030563495065144462,0.02751249319787825,-0.017350087699599347,0.04064201639439247,-0.0006513520577555676,-0.0073290335754707
TNFSF14,0.06453160333912972,-0.023034895921545406,,-0.0258253245857515,0.02906514440080738,-0.03467010668441825
CNTN4,0.029863036106831192,-0.039254326353772184,-0.02982711945605696,-0.03599752019398892,0.07041361022765749,-0.03144212842778246
INSL3,-0.01460967324767268,,,-0.014990410174511219,-0.03209216932840079,-0.00895029878131464
BTLA,,,,,,-0.024464904670067084
MFNG,0.025791155062848792,0.1058897202201451,0.0925244794582218,-0.010523642495328054,0.013733546695567799,-0.0026697890897699117
ICAM1,0.0832410159371673,0.0793232835682348,0.02339011030983981,0.030851378330902717,0.004745613837242903,0.07291763187830476
PROS1,0.02778821386047034,0.06095681812163428,0.05472753343447626,0.0363117626766546,-0.0008383230428987353,0.0902964191173674
CLCF1,0.02862500062203206,-0.056324018289148244,0.05687718206068177,0.023234523678547492,0.017369470407018327,0.1283398087234504
PSAP,0.011813702058934129,-0.04296465529122934,0.01705066196101546,0.05101803764981372,0.005040602087783073,0.061801543252479066
EFEMP1,0.04987153705600751,0.022159991374227684,0.020101672142124844,0.026066108959689117,0.0424560168333448,0.16270620019092313
C1QTNF1,0.04834302445467001,0.04687344226858417,-0.015253148523078651,0.0546030103638483,0.0063358169122904005,0.10240513580898616
ALB,0.037001607920006105,-0.018543515519554667,0.05973457768809073,-0.009058456980190937,0.028626594694424343,0.030731334512867366
CCL13,,,,,0.053758066041792986,
EFNA3,-0.0323340078799026,-0.0192987072466833,0.0010613633256268758,0.005855270217411988,0.05672590064568008,0.048596375074886684
DRAXIN,0.05121167346853604,0.05102633025522391,-0.006418627337873967,-0.026574569615273307,0.023456298566194026,0.0034521629616675906
RAET1L,-0.01138107734743244,,,-0.015175129584412913,0.008049967223915011,
NPTX2,0.0075582949643783134,-0.04403017909960815,0.00037794325819435234,0.022255908504244793,0.0947613641096174,0.018131650548606867
FGF11,0.04838744810762629,0.04877185967289024,0.043566609429046194,-0.018547078915803566,0.029845876993146402,0.06395663066806193
CD59,-0.016284744704359897,-0.03087282635451631,-0.0005319216041819936,0.0710290613602493,-0.009207147511686095,-0.035058049364911185
COL9A2,0.012843081985740676,0.014840840845455524,0.012933632543792217,0.011135865229004699,-0.04292667465709755,-0.023454828711222116
DLL3,-0.028709891390104953,-0.010001916948668001,-0.015562430902896766,-0.018674681622785284,-0.04995244458728304,-0.02258806144931744
FGF5,,-0.01476609701835519,,,,0.06415782266364775
LIN7C,-0.015925208082141325,0.04915184518746973,-0.05332930170338124,0.004308150472397039,0.012749507450339448,0.05031375622425067
GDF7,0.0004390126339090902,0.03145580537395128,,-0.013008860138279694,-0.026089060460685556,0.010159071166375992
PSPN,-0.014753397183821477,-0.010641143579473754,0.011507659160673558,0.005719651630729334,0.0017528367809246366,-0.032034598755399525
ANGPT1,0.04658213323411435,0.0060116918082859265,-0.01986251537283457,-0.005530652518650589,0.07100193160078165,0.07338482205929907
PNOC,-0.008740961612735777,-0.003707286586954181,-0.02479860097921213,-0.013833679093026015,0.02893201020695618,-0.02611309044870387
L1CAM,0.0388140941162139,-0.02128237405274668,-0.014732165676020788,0.03224444988340358,0.08789125300299444,-0.018604333601683586
APOA1,0.010714636964670846,0.08109384851983503,0.02436194603746093,0.05103514673368259,0.0347653735215019,0.0296869442984668
PSEN1,0.054842511322568864,-0.062039452509539676,-0.01158089190952523,0.04191083822638415,-0.0018152035632937613,0.016570997366798238
CALM2,-0.012963299034419323,-0.0802410205336068,0.00924779463585974,0.04934268414452124,0.06541537677598552,0.026133536273690496
CLEC2B,0.044896916929887676,0.07331424501752937,0.03221655892334011,-0.013258166956542411,0.03778651594352412,-0.003012027125600775
NTNG1,-0.05932900594091763,0.04798228164718359,0.008837321629642543,-0.0012393193514644615,-0.034010700841134764,0.08250512428487973
LRIG1,0.051996797015488185,0.05129381891357548,0.04625039476223606,0.021394529651745233,-0.054683053341381564,0.016934858322886496
CPAMD8,-0.02286576120017026,-0.013357921923917363,-0.023148274623018453,-0.014614403763069692,,0.02153427871379628
GHRL,-0.030322928629426465,-0.028407504900379063,0.06628229466718827,,-0.0282203841129671,-0.012515985150684791
NPY,0.007554721546680916,-0.05113825751925773,0.027394771300957937,0.035493436104736625,0.022226518220754627,0.007039376019322724
MMP2,-0.009655416043619988,0.061559308161600663,-0.015273070924988405,0.010556679386095459,0.008375346587131936,-0.06561621531199874
PPY,0.05112125369023512,,,0.014613034393710348,0.07490066444563584,0.08317481596171748
ALKAL2,-0.021343422816555987,0.08586285185751714,0.05856831207590658,-0.034040704402109746,0.05089186005899513,0.08379345309003766
CSF1,0.0392609457769176,0.0418590928445305,0.014082884603413072,0.02930745592891906,0.08623882776483682,0.049300080175144756
SEMA4C,0.0021748595816824686,-0.025317571057520707,0.07014379681453477,0.03450570859851964,0.03284916965692873,0.06937015922133707
BMP8A,,,,,,-0.02270910479626393
ICAM2,-0.030211626522282143,0.044807430924525625,-0.023123456475414833,0.013507233946865045,0.04223600567816067,0.009687153206636014
SYTL3,0.01527381204359028,0.03464951755516041,0.0305156940209898,0.06588861175767223,-0.027902406070345297,0.05906217396851544
IL1A,-0.028967508762051973,-0.004378551792514262,0.06014994198654562,-0.03427536146449377,0.04171265158225288,-0.021571441963897164
HLA-G,-0.017512760441602555,,,-0.024380139833728522,-0.0009031864039417422,
PGF,-0.010940108600479732,0.08748661770557443,0.029899677407553747,0.08144900903591416,-0.04617897205259527,0.024784413523710615
LGALS8,-0.0057918698230482075,0.008711600831002458,0.020322160739363302,0.00908423173896267,0.03150377644977353,0.11519432253592568
DKK3,-0.052506297629588965,0.007012492670034905,-0.009855933165754106,0.017009171083683994,-0.030799738850641106,-0.03896329011296606
COL16A1,-0.02400427930200693,-0.01256734820259229,0.01906008886368226,0.05943888595769134,0.011239427645907202,-0.024566195082328504
TPH1,0.013496529186936812,-0.015879199059949122,-0.01508291176337164,-0.01863638135896878,0.0016056554350615945,0.01492467039600288
TNC,0.0612894262901881,0.08181044588621315,0.03935175755530464,0.023549248724535756,0.076637247913209,0.15902729456654385
TNFSF9,-0.022865758826329425,0.006709218188115124,0.06650287124416258,-0.03268102661807541,0.014498191509067136,0.07882784791168194
C4A,,,-0.01325845240827552,,0.017946765693803456,-0.016861127856838645
CNTN2,-0.013986230569764488,-0.059208424591012325,0.008137247575060727,0.015416649792724215,-0.06648883007039415,0.09243422101953148
F7,0.01434601623095071,-0.013357914159846298,,,0.0583581352595407,
LUM,-0.006854121530070453,0.06160699708481432,0.014157957035146477,0.07085637635350732,0.005559450198570753,-0.034599097431748306
BTC,0.018160447458372957,,,-0.002795763004423776,-0.02524688979167515,0.019998153827034668
APOC1,-0.012827059885842016,0.0723129884657014,0.07654451688352099,0.017136576252665493,-0.1139760718134859,-0.04766926746944192
PKM,0.07865581771912855,0.031926822694330774,0.018552409382553755,-0.02490190890407413,0.054799744868071425,0.1301500815443968
TNF,0.043640990153925044,-0.019604396530481218,0.03262296120513118,0.037454001820322054,,-0.006336466274926247
GNAS,0.06173262708861151,0.0041817436726012975,-0.019501758307297678,-0.01705356966548788,-0.019795451365839937,-0.05981607925395035
BMP8B,-0.010269472169018933,-0.0013187232882987537,0.0344855957868674,-0.021660501649488895,0.013464613599821247,0.025422570248022785
LIPH,0.1713895762817333,,,-0.01691896856557868,0.02758425895849943,0.011138335427465661
CCL28,0.019555119396468115,,-0.011961404232260893,,,-0.01763366897863333
PTPN11,-0.016740204768437735,-0.00848241209477349,-0.008752649284515536,0.036241431676316584,0.003743504291425925,-0.008227601631908924
ADAM12,0.0006836782185711943,0.027407355297488247,0.06527791214550857,0.037794062709431704,0.011948378357211147,0.060417360582262776
EPO,-0.017278060657586386,,-0.015082913978348315,-0.01757163864911439,-0.02496024328515044,-0.018751941461194625
EDN3,-0.0223994386684611,-0.023668338959008293,-0.015238547203821453,0.10119423401107919,0.006469702002696626,-0.03407214110696861
CCL22,,,,-0.016068994495415337,-0.021901526896255352,-0.0289766635196781
CCL2,-0.007170566309973394,0.017092470250086887,0.010690904252063798,0.04742617175218629,0.057247805606070595,0.10540698612651535
DSCAM,0.022274378277682,-0.014103511509012746,-0.04062127732536074,-0.016468620527506788,-0.03391121023889588,0.05033297217101478
GPHA2,0.07894418604592433,,,,,
ANG,0.02845236103562472,0.006840418362241205,-0.002842978179831368,-0.054055897185551934,0.026224226072073774,0.05693992915856775
FBLN2,0.01578036300182608,-0.00670073842762319,0.006257697606740742,0.02095968085533556,0.00043690369133434864,-0.0002508839387452992
VTN,-0.024307633394748465,-0.02251708521682292,-0.012532993426889518,-0.012356022065326712,-0.020924029015938067,-0.0018079367803678496
VEGFA,0.07680801692501664,0.02997379540669358,0.0208639131406364,-0.04686994996161023,0.004026988926122972,0.039529878119299616
F10,,0.013838392905643758,,-0.021102956927373503,-0.025514530170005194,-0.03310645389657905
SERPINA1,0.0025492013885053677,0.07744362353207777,0.09833390139385514,0.02452394907489727,0.04885991733414904,0.02599943557089702
VWF,-0.04779980679144124,0.06383206011672482,0.034439417847986965,0.060260079950291964,-0.007675657743924808,-0.0756649463704912
GDNF,-0.020137828933400638,,-0.015082912803739348,-0.026347856094378532,0.017955259704943063,
VASP,0.02156205891820921,0.046819568832870744,0.09767878722491032,0.02477201998875254,-0.017845362086180278,0.06313363127802428
ADAM15,-0.055667047508632224,0.047206992348821766,-0.03404874399577521,0.05581646337605684,-0.05713929261137728,0.012739890783414545
