,MGH258,UKF243,UKF248,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
TNFSF15,,0.004507435591458161,,-0.04273180218661761,-0.027711526253801796,,,-0.01622797408813067,-0.02448402707491671,-0.03085650425965654,
HMGB1,0.012383215769126907,0.02463918291688315,0.1087912345097371,-0.013623286437910989,0.030874718975693247,0.08543037965037271,-0.035721662951073506,0.004802815791392165,0.029974512023236814,0.010614397689179088,0.001934000550817048
ITGB3BP,0.08095299245559037,0.03993159309244359,-0.022425721943501047,-0.005852548795202373,0.04342452361717299,-0.027883671870527184,-0.03535725531141002,-0.018216897049149108,0.041335359494809994,-0.026426369356914486,-0.08305221401662764
AANAT,,0.04388687963814781,-0.019960881367508374,,-0.02493705429237093,-0.02906364981211278,-0.002241522642160028,,0.03110845812809139,0.04302512583709643,
RELN,-0.015827608999927804,0.022205219454440955,0.028050188572950437,,,,-0.02948988949811841,-0.019601634035131765,,0.053474104483191925,0.0069624684477315535
IL15,0.00048430387945449886,-0.04470458946255125,-0.02484689498910053,-0.07294267762128186,0.03978445515479205,0.011620991619013685,-0.04127339938195078,-0.029964734618107947,0.006397251896331053,0.016004772524253294,
UTS2,,,,0.011756407782317877,-0.021235726812816828,,,,,,
BSG,-0.023007436852068876,0.019704206216055575,-0.005858211796841396,-0.10102799178970863,0.01196466938557339,0.01407717351877005,0.012509550812148551,0.004058226930452611,-0.00665067842714125,0.098707636068104,0.0416764007983259
ADAMTS3,-0.035461953831932784,-0.015433950518356242,0.035714148497977403,0.006489134946070249,0.0312705208365472,-0.06535644970451238,0.013939636663608852,-0.08090557488980121,0.07025310404486709,0.08937671375392804,
CD34,-0.028050797634755556,-0.009441539547516092,0.014557701085188146,6.343875470204809e-05,0.05185119219874694,-0.0330619149135572,-0.01799455861540056,-0.05838381876006945,0.014858649751751283,-0.05292091190241868,-0.029112655923875276
CCL23,,,,-0.0033402911565581363,,,,,,,
PLAT,0.007978465282317188,-0.04930208600039939,0.022869356603450058,0.01578396195001758,0.02301072122469193,-0.07532240366829708,0.06265450984957413,-0.0015353057847437989,0.013211784885625202,0.09732311450940573,-0.061175666132312935
NTF3,,,,,0.01447159688646252,-0.009866117192291279,,-0.026636043766952913,,,
LTA,,,,,,,,,-0.02728852891532001,,
CKLF,-0.007475780728503798,0.0039692187207121706,0.0032846482074932945,0.033665585694435,0.06149932475285053,0.004545327210591072,0.0424167419017864,0.00843842578372705,-0.01573929591609261,0.03535031086672503,-0.02404263192957904
CD24,0.03744952098940744,-0.04133644938129028,-0.020627615051217043,0.0681617793523059,-0.005257715686367864,-0.03508430121222245,-0.03497277323941748,-0.0391631137585021,0.06415270430473358,0.00304394960241225,0.015411272146456493
HSP90AA1,0.03167984415480769,-0.015647255495993804,0.009263305477357561,0.05906467877201135,-0.060988953358312316,0.07254808399833196,-0.04207161016649795,0.028073424170804797,0.09566598209530365,0.005318450517936299,0.07064512751704906
BMP4,-0.019648234647972742,0.029705437198752793,0.028241029016375974,0.06208452545269111,0.024714084089881277,0.027128134646210455,0.09965649932871666,-0.04917431068599156,0.06944302147293842,-0.008852195759842854,
SCGB3A1,,,-0.013758078922822981,-0.04976075402417479,-0.001465543605840969,-0.020330831091509776,,0.0576256061713346,-0.03738328069964168,-0.06258274474115973,
IGFBP4,-0.017988712323711062,0.009733297170427039,-0.022779070013138288,0.04564407809506468,0.01914472065418743,0.11384478268824491,0.07330489779598585,-0.016239414304452738,-0.017488506795988772,0.004915995910617719,-0.030776616619645786
RSPO4,,0.041680120434226274,,,,,,-0.02269577275830602,-0.011874228621448012,0.05170934755310715,
LEFTY2,0.1279236785748341,0.10388359256605162,0.020802571091840114,0.051134917809176804,-0.024129904883661835,-0.024832616126546126,0.06429249776837322,-0.030864751535808366,0.01296008557349648,0.07691336760256716,
PF4,,,-0.014271798387719678,,,0.08816974178700783,,,0.026882454721263417,-0.03498190192416063,
ANGPTL2,0.03664254019818048,0.006768163938325129,-0.01233506481124232,0.08884934164628044,0.012221347928235989,-0.09761328124839341,0.0352039128548616,0.010664309934818688,0.01032716383304241,0.13166829853199968,-0.07072692371167377
LRIG2,-0.03543061155246703,0.03573939183580441,-0.04392766796006236,0.08571199007437091,0.01733955746386499,-0.018544052317273223,-0.024609112334325257,-0.027698887797660193,0.047971381390139844,0.03769811993355494,0.006372896805378048
ICOSLG,0.07744333699433362,-0.014377443918155812,-0.04729650612013504,0.096662483169492,0.006020059255230557,-0.04509273275008594,0.03099026914127425,0.06849607412296911,0.05453622912492573,0.047529379076565535,-0.1085285854377173
WIF1,,-0.0055193250456375895,0.029482853521512756,,,,,0.05209262724242088,,0.0248013350808595,-0.04761159523867881
NPPC,-0.04596823311244792,0.004369075329602591,-0.03440734880978318,0.009074118170878345,0.03145231589168026,-0.014336094915221335,-0.014438270682551524,0.026308150905444114,,0.0528200387315459,0.06545241892981349
LYZ,0.02063484830568638,0.028663926455882553,-0.02415759764447239,0.07652349803483521,0.05023619390133505,0.022842592730424147,0.08948706606591872,0.008661092984456524,-0.04891720366517657,0.014139245236964007,-0.05159101442159339
EREG,,,,,0.03006379703166869,0.024236175593311503,,-0.014886051071180162,0.02514608082545196,-0.04027453190111545,
SPTAN1,-0.06360859568734153,-0.007922828553304473,0.07230788473988192,0.05593957549452788,-0.013834433728573447,-0.008648766511785297,0.057491667460376115,-0.07358697774941474,0.05261829062551126,0.03460225827134538,-0.022334880809195413
PTH2,,,,,,,,-0.03609383959950905,,,
LIPC,0.07331608661112983,0.009570121728873953,-0.017472432494445415,-0.037777715811014814,,,-0.0385945693322333,,0.005209911303374379,0.105288079612184,
COL8A1,0.0573046626474715,-0.054225503474970925,-0.0397728804889476,-0.0009788513732400088,-0.04497164111977231,-0.06003647358202512,-0.0273266511490623,0.043639996474495756,-0.005295713912147542,0.03754017860624184,
GSTM2,0.019125310749904544,-0.023345414577529873,-0.011574108851020953,-0.029320555670717324,0.03926548585065867,-0.04628075715499995,0.029285350695672025,0.004436428018947272,0.04337431020426911,-0.054897781080839196,
SPX,0.014260961710294482,-0.005196137805174316,-0.028258899111242936,0.03663896388308051,-0.02865974922698414,0.060387027011171726,-0.008088133125666303,-0.015739799161406807,0.0984540886439559,-0.010622151432899872,-0.07812445395187503
MFGE8,-0.05696117446823689,-0.10573321737180988,0.04390259022195973,0.02903331311335467,0.03146721738414316,0.006378458371445991,-0.026743969843840632,0.006561997012431807,-0.003418903471394042,-0.04763262896613787,-0.09512562037561767
TGFA,0.07158549853018417,-0.05182340454150071,0.020829174135704277,0.08148006423016331,0.010001906399589802,-0.015015426089206982,0.03932270304807759,0.00964314461441741,0.04789313546822805,0.009004746572938592,-0.017013072284557992
SLIT2,0.07484087226677538,-0.025397005312348567,-0.030685452585638737,0.04459571177287748,-0.006857131010230348,0.035020816245244585,0.045731512812267915,0.06992449019317722,0.05625825896306543,0.060152824748785215,-0.014400992198209464
PLTP,-0.0633024430106652,-0.02968079116602522,0.05800362400174923,-0.005849375386611882,0.030377763408026188,0.01217021206886455,-0.011381771771950294,0.07078241492143171,0.026531207420671034,0.011287374419707001,0.002750304174143609
APOD,0.08236717292204211,0.03782924704092714,-0.019593268480809042,0.008879062510416827,0.07709830463608607,-0.04207769283600146,-0.008292994026930123,0.005216594084620461,-0.03161367673227997,0.019822822553456663,-0.02999931077759402
B2M,0.03945249599488593,0.06598803635819345,-0.006521662111878365,0.0359425662775063,0.06577732248404144,0.026958076113336157,0.054517221277213875,0.06284588416882762,-0.05795410762392598,0.025493269611257217,0.02939664960273086
OMG,0.06808077348628382,0.06655735548590051,0.060380638869854064,0.02499168415935883,0.055017175713377914,-0.06603050373649415,-0.029956015406294636,-0.06546710387296442,0.10998368064602329,0.1046390287703716,0.0764013376131859
CXCL3,-0.015374687709353678,-0.057073833275512686,-0.024620526617830756,-0.03671615559711873,0.04397501415042368,0.09166432230274665,-0.023339209123730706,-0.02614022722966627,-0.033195451261664045,0.03241349722645276,
CXCL10,-0.04329169546844851,0.09729199387601847,-0.025867853324802865,0.01547679742318676,0.13147624211355832,0.08304403065804901,-0.014247501160234755,-0.03101168495072458,-0.00729166364430473,0.042744826927854786,
RSPO3,,,-0.0008078953446624349,,0.03821519862762881,0.053310484538399504,,0.015474716401861072,0.032890187726247175,0.06592207294886167,-0.03881240279578495
CORT,-0.019091804761318325,-0.017302163807786784,0.008157650060322427,,-0.03241242362343659,-0.020714569183281503,,-0.03774611398061817,,,-0.04144535978273394
NCAN,0.004768243602970161,0.07110011349885653,0.04892387012770907,-0.010831436943320808,0.022479646928221797,-0.04585494378147409,-0.040572415332430126,-0.0604380951345927,0.06599364978182315,0.04429204403640372,-0.0626584796167682
PRG4,,4.8128116759314474e-05,-0.0038357270537054413,,-0.031133626473277585,-0.030565614438225565,,-0.0011584004648974415,-0.004952231714042475,-0.04869004163983082,
ZG16B,,,-0.01907830301265522,,,,,,-0.02033361907288452,-0.02984315007858284,
TGM2,0.10016706334270539,-0.001083236313410575,-0.046696426786155654,-0.027556555250335433,0.07227728077823088,0.05885830161326535,0.010969160037434105,-0.04164322486362152,-0.03281115208665335,-0.08605773644338217,-0.05113729620271954
VEGFC,-0.01909180599057931,0.001672667312195888,-0.012735861328780991,0.02267396610371347,-0.03658179498544181,-0.0099434608180316,0.10572873259051986,-0.028123386142483525,0.034626552506568826,-0.027737036749534948,
WNT6,,-0.043241745503631523,-0.02219835841197744,,0.03247525840737463,0.03741733329897266,,0.007343976487266185,0.011936089837397794,-0.03083692762227932,
NRG4,,0.02648206373460218,-0.01267167496731286,,,,0.1251169113407636,-0.029970356784798292,-0.0331845892417987,0.023979318637288808,
PMCH,,,-0.014604787337762284,,-0.028892413577911485,-0.02906364878145719,,-0.017255694031447166,-0.028905505273264392,0.010882847320983833,
COL9A1,0.002588369354994474,-0.03814173789679853,0.01077257590043978,0.05976664573514273,-0.015373263344156958,-0.07608845556804587,-0.05989207232050095,0.013439556064999806,0.08378515835866604,0.04248008240895715,0.08541608764977336
GDF11,-0.0005114782569567741,0.054595575398709885,0.017172410558401928,0.0327239827170173,-0.02102810770016878,0.039265802146166345,0.07850890862321316,0.0122237869910717,0.06661280435499581,-0.01907196199743815,0.011556584680258305
RAET1E,,,,,,,,,0.00906601864969244,,
IL24,,,,,-0.02154148734521445,0.0012590605873855475,,,,0.04108889171226112,
SORBS1,0.02393507994234519,-0.009502845363134203,-0.01945895345744213,0.09275243396704633,0.0019830055427357187,-0.023021010530116175,-0.008970261602737459,0.03654736114116108,-0.009459463906283655,0.0021883603117986506,-0.05680979983900852
DLL1,-0.04069014783670589,0.014528072889986511,-0.05882260922588347,0.08335542576868107,-0.02080367992355358,-0.08464243980068986,-0.009953333140635685,-0.002416239554216872,-0.006931059603398052,0.04341500909918137,0.06176376293424089
TLN1,-0.0012915821011852857,0.03767892423674305,0.05085889803136687,-0.014630579850645205,-0.022122701887950225,0.07485230394077547,0.05064637519313147,0.054844865751874146,-0.07570700233103582,0.004774224584248193,-0.055417978910120756
COL2A1,-0.017932087226913154,-0.014611002950826525,0.0332415259942356,,-0.008255999876052132,0.03393090053867993,,-0.03635189942698701,-0.04829478801558837,-0.04178049337645534,
SHH,,,,-0.01461575514878692,-0.024770904299990123,-0.004159497821424472,0.022327218375086815,0.07811591825787298,0.07104276573434999,-0.009801288644910434,
PON2,-0.06801296276270008,0.06047709586087595,0.02672569586989801,0.05493814100305701,0.014805105025851008,0.040496027854331304,-0.006474768597257004,0.04364662305117658,0.05477711089615624,0.08185289357564741,-0.03591077269470587
ICAM5,,0.10650744840617367,0.03333326955335095,,-0.016012917161365825,0.08684739415779581,,0.015136887574892413,0.08524035910150965,0.07386196141341997,-0.035385583025651896
HPX,0.0019112947675947198,-0.01841963935037668,-0.02319793721724736,0.08376639866468377,0.04310089587333591,-0.05981885790132032,0.15339074305598763,0.0650355230291261,0.03995065651503177,0.011688581247330014,
SFRP2,,0.0817661597502081,0.0191096208614392,-0.05053846527546392,-0.010047978417547593,-0.0025553500202080436,-0.019776161777987557,0.00265811536849255,-0.006553399880684464,0.044291510246379555,0.07531172333979874
CFC1,,,,,,,,,,-0.015017324947450375,
CD70,,,0.012387488464768842,,0.09372260823067993,0.06357358883279796,,0.029958202050892353,-0.05062908688727261,-0.024121603978687404,
HP,0.10626862668150872,0.08889937855972566,-0.009345856135641626,-0.032604943887953035,0.030307678865695346,0.12318858089070653,0.032086766620835816,0.05642245250546663,0.07785631292800742,0.1329193187812457,
CXCL2,0.017955277048820946,0.031274188702730764,0.01732822052395204,0.029996089714735826,0.060748517586380404,0.10328624260820804,0.020766680018780924,-0.02315858845325264,0.040842804909814186,-0.0020582502213621124,0.034027817819109525
NPPB,,,-0.01774925338076398,,0.04286619017202742,0.05462063729991833,,-0.0105597251167879,0.019846574420799082,,
CCK,-0.041025511901719464,-0.02393793051630666,0.027096063484777746,0.09894718973111183,-0.010116947966686475,-0.0255187885962359,-0.022151225704354884,-0.03530252948229519,0.019016297126930128,-0.0006490602483154352,-0.044773541015753066
SEMA6A,-0.045865619374540124,0.06894015990235255,-0.02266599580267941,2.3800660844552907e-05,-0.01425039311740124,-0.06735700069473058,0.012332234193027671,-0.0015236657179320142,0.11910051930905037,0.10079041602357577,-0.04913505767586517
IRAK4,-0.058663039498357876,0.03129610362823169,0.0795753968707658,-0.005086584501623144,-0.009750748645247427,-0.01282362652106575,0.05352233981271733,0.06924429396025841,0.14436265424488662,0.039769945432075314,0.16830992919173055
GSTP1,-0.05369427897440636,0.04765967285619754,-0.02265035602648718,0.009783202460578082,0.043960112827158976,-0.0046905640359961925,0.011661620335424392,-0.007909430272067088,0.02703317289536922,0.058359883059534615,0.024316221884303827
VCAM1,-0.047306327583765385,-0.037991939526055965,-0.028268448700528595,-0.01589439003834328,0.03748137497682082,0.060925022582661276,0.005429836362880454,0.008400257719787025,0.09436255483466183,0.05751825425459972,0.021529497055492345
NXPH3,0.036417242846461806,0.11682114075541422,0.04094252152550297,0.08117138242839973,0.0715052736364364,-0.008488261177009241,-0.03087441753897854,0.06613251274059351,0.09701852237644941,0.04125355100915102,-0.038422696943817274
MTMR4,0.010383637554952618,0.07739901452632016,0.02653133111799402,0.043209692988376805,0.03569234342161292,0.09623949515529658,-0.030414281536874067,-0.0018607459029037544,0.03957583722679622,0.03347144233632604,0.018384914849363526
LAMC2,,-0.029428022717196127,-0.013931307985800173,,-0.02648329362209735,-0.02558202327223269,0.143353921041323,-0.016749342562962646,-0.050447943727236,-0.019040885043763348,
IL10,-0.01983057312465936,0.006594210396664212,0.01912902111284203,-0.021634489763821093,0.06148371574962434,0.04995136636722206,0.06457846582609318,0.04389371884995355,0.03413284450296537,-0.024322830628368784,
SEMA4D,0.02675974921274544,0.033887341136437855,0.00044024782310732796,0.07425050675434394,-0.01359018983589372,-0.018185848116971746,-0.052476924141255876,-0.042998355573981926,0.07313796360786141,0.03227185188497946,0.07281166696440751
TRH,0.09033226306340637,0.017645727609398587,-0.04733685615453671,0.026298167464687144,-0.08611804284690283,-0.03950108621533601,0.04799365935370245,-0.004774993971067563,-0.01444025692796501,0.02511200821910457,
SEMA6D,0.0026040507305573296,0.04440032509305315,-0.025809904037357025,-0.011566775145255932,0.08266649078273532,0.009960852624101364,0.016464278864106077,0.015577438001283587,0.035402337994166394,0.05348111227663663,0.04333841800186141
CEL,,,,,-0.004145374938309453,-0.03180283438493339,0.01445169333908005,-0.042399633584588065,-0.00029472828181560136,-0.004574110395921639,
PDCD1LG2,-0.056251305775631685,-0.004652659049030991,-0.019795054830897756,0.06002439351551435,0.024988553407085445,0.0726010099360041,-0.016844627216781347,0.005418689372370881,0.04651985878823517,0.03967041797145185,
SPINT1,-0.024324625963410135,-0.006540861402832759,0.04544066477075714,-0.05605553995816659,-0.011389850448652658,-0.041990729996310386,0.007141340317631684,0.03679135230326406,-0.029069059137537816,0.0179657491022884,
CTHRC1,-0.014382979502264399,0.019226302075930908,0.050298025072843214,0.023479193870438984,0.009875584900898956,0.02247209604201574,0.03919738498210706,-0.06176278841138715,-0.0019150550382127677,0.0045931684929401626,-0.02161035499660244
PODXL,0.016984380506351322,0.048439226016145,-0.016052298997151205,0.02854622775617484,-0.015066551171541629,0.1279569286626715,0.0009268410422678252,-0.0023441217752225543,0.04317184212505972,0.09437387645056008,-0.028673653705990128
JAM3,0.0927232062416862,-0.02662998952160792,0.013063022402631132,0.07557070370781584,0.07386048582279035,0.0426249736669886,0.06418764546581023,0.06264716201049737,0.04342336985391763,0.02360148077888407,0.007155984272588282
TGFB2,0.008823321680401777,-0.012750012290907697,0.011753838070654065,-0.01635396143874754,-0.009558268732674041,0.004122904576067889,-0.03183500620807449,-0.04590752525003211,0.12080702530175383,0.09725051562115006,0.009798457069224267
COL18A1,-0.04296197849254634,-0.0552694031561016,0.027409213166673402,0.02220982976888993,0.07481139180853047,0.05334536047693736,0.10477526965454785,-0.004608132762197066,-0.04925002257615726,-0.009833148650993141,-0.022754003643873335
NODAL,-0.02773326805289347,,0.04559747947474124,0.050631395975030455,-0.03220237448771963,-0.024061746620943843,-0.007531236215689787,-0.019154129444657508,-0.01608232700466502,-0.060344493008229916,
INHBB,-0.019146260589651347,-0.049943062773368144,-0.024510284303496836,0.0009559667505665955,0.0190589655476873,0.045556247717268024,-0.0827392885609838,0.034231754307972415,0.08789800483256517,0.037499627451353525,-0.024009760338000643
LCN1,,,-0.013931311120401193,-0.03224702095206428,0.1628795906067402,0.012953397473651219,,,-0.02705267074415298,-0.01559060082811835,
ARF4,-0.009910860914997818,0.023650416194956014,0.00701248036078839,0.05989472813281072,0.04550681396848493,-0.014827980366518988,0.0094303373800623,-0.0008999006581596606,-0.05746909450258794,-0.0027208619530931974,-0.005712045161119962
CXCL14,0.03961235609771539,-0.04943607379687931,-0.019996956656627794,0.04206422168223604,-0.045752461948991845,0.041409135244394116,-0.02508143310105892,0.007462425128855812,0.06539615332095053,0.026097107804085584,-0.04345522758587357
LIF,-0.023677479978757337,-0.05056905789102451,-0.009992861164370015,0.10000338961107444,0.07083187403073414,0.045108843981807145,0.021868528669593986,0.023266613065692065,-0.03654675031521036,-0.05269141704711962,
IL17B,,0.06548333624485317,,0.08461449985448559,0.0440182767643253,0.03450812796999364,,-0.023829516869630245,-0.05750169511881072,0.020013061996730332,
MMP1,,,-0.01920661288110878,0.07441118870442301,-0.010524905018930218,-0.02681569263064648,,-0.017255692664901782,-0.046311039281265426,0.008570430043078845,
MATN1,,-0.027713925126652487,-0.018291405084991108,,-0.022208936416331652,0.020474410762372712,-0.024176185008555274,-0.024558875353204966,0.010097906521925298,0.08054559155867501,
ADAM28,-0.07366505550522806,0.041918690337416666,0.01710174693404881,0.0472635331730272,0.052250538529377104,-0.07869380454972048,-0.04566824501531852,0.07881665265719622,-0.022102325176281568,-0.022283784269749595,-0.09900321441099344
TCN2,0.0014535898538049995,-0.006577499532572866,0.01823310343473435,-0.047769516478596286,0.035698970117448395,-0.0187631689458431,0.030504043890284726,-0.012624151378912705,0.05082027835492044,0.017332492351538106,0.06419193859287685
THPO,,,-0.023834458187347043,,,,,-0.021303686855277403,0.03574522759199517,-0.037542101724834916,
CUBN,-0.03309335997180628,0.06235807446159319,-0.030573356999576366,0.026741021328768107,-0.019510325936137708,0.01862775585243481,-0.027551810643509915,0.03730470127347306,0.009244601334848376,0.012274965229758008,
TIMP3,-0.040300568439561334,-0.025229904320750448,-0.04354688784498636,0.07239605115453951,-0.04889144879642868,0.054319918778353765,-0.0037379139060480533,-0.028503167618844274,-0.062731464084664,0.013489940396707941,0.017828877375060836
PIGF,-0.03786732853036632,0.011147646134533567,0.010427063519973133,0.006375911769475061,0.008454145458708774,0.0004747890096467205,0.022002749566232528,-0.007420629099183932,0.0693865298871911,0.07948506033441621,0.081137300366296
CRH,,,0.02598293661293946,,-0.014915385073380511,-0.010280583844242233,0.10592148255200391,-0.02852900197848799,-0.016796410493908565,-0.01903731771929723,-0.007304199064067006
BDNF,,0.020025597180340974,0.014265457801307868,0.058303610192037905,0.04067852535866772,0.0007511153412953802,0.08693765378937456,0.011994690456341363,0.011199047275622676,0.10882559813535392,0.02055655117651701
CCL5,0.06462597083640484,-0.04019059502567229,0.012344310000738124,0.02305266232240675,0.07965221872915298,0.03596122458615409,0.10218584683513848,0.04115282677005274,0.0006083574519986384,-0.051371839330947106,
GAD1,-0.021944674844813453,-0.049706907416680754,0.007343615905733327,-0.07478475176254169,0.0888038354451995,-0.03903847254711143,0.07922826705127287,0.030822949748828585,0.057953635338875736,0.04453999598683411,-0.007701820161874186
COL14A1,0.02217419693910055,-0.012417352192745298,-0.033011460435006516,0.009238801067475723,0.014432920029781094,0.09590634285321319,0.05112409910639566,-0.01782346096344465,0.07641635397413099,-0.021107255476530303,
