,ZH8812bulk
IGFL3,-0.01660307221009506
BMP1,-0.05255759382759532
NDP,0.0071978850307380104
TNFSF18,-0.017122455308836482
RTN4,0.023043641109027124
HEBP1,-0.0015683040758483467
WNT7B,-0.03580443922136896
PTMA,0.03320345887394457
CEACAM1,0.05936155152608123
PDAP1,-0.015444059497862261
QDPR,-0.024456931752559034
POMC,0.00540487025283591
CCL17,0.09735084752063164
VEGFD,-0.023087395779263734
TNFSF13,0.021353349228885828
WNT5A,0.020803494117671937
CXCL8,-0.03107930039271371
GRN,-0.02564962701301177
MIA,0.0027104792838718644
COL4A4,-0.03372007071523806
RARRES2,0.07375213457166904
FGF7,-0.0003702388375202714
HBEGF,0.02568693582453502
PI3,0.09022839704642606
PCSK1N,-0.013572438980190442
SFRP1,-0.0404130744625063
MICA,0.017837635748834096
ADA,0.003897713050967803
LAMC3,-0.0033968766288892094
HMGB1,-0.009655905029440305
ITGB3BP,-0.01043588338813212
AANAT,-0.027077464766228663
RELN,0.014666413828969457
IL15,-0.0337200664420154
BSG,-0.03156831104561581
ADAMTS3,-0.041954749656853474
CD34,0.008212760981350133
PLAT,0.001830294651799635
CKLF,-0.03239395507472432
CD24,0.03898453329544431
HSP90AA1,-0.013196051255746346
BMP4,-0.0012784801870553014
IGFBP4,-0.004183991847331388
LEFTY2,0.0011750141595370277
ANGPTL2,-0.06506058482663271
LRIG2,-0.05216880423194964
ICOSLG,-0.05105151709494216
NPPC,-0.025688617229723355
LYZ,0.08703171087660505
SPTAN1,-0.0381151327923848
LIPC,-0.03153148181811735
COL8A1,0.03687339373117788
GSTM2,0.0023207378794087657
SPX,0.06335879358467451
MFGE8,-0.04057447927841252
TGFA,0.05356730596436684
SLIT2,-0.038192665788394774
PLTP,0.012647417466481169
APOD,-0.021142631636379278
B2M,-0.031735534217729164
OMG,-0.030712788508232728
CXCL3,-0.0190679637282422
CXCL10,-0.02568861443650916
NCAN,-0.034701247438520134
TGM2,-0.008708284810978613
VEGFC,-0.025150958362304694
NRG4,-0.020195856284672745
COL9A1,0.0627707797068936
GDF11,0.10849137077265146
SORBS1,-0.0013895656688483588
DLL1,0.02135455418289366
TLN1,-0.009942161463938419
SHH,0.10160840133665691
PON2,-0.04459790293495801
HPX,-0.027077453677574734
SFRP2,0.006314051186464374
HP,-0.025865691986003542
CXCL2,-0.07570972832327512
CCK,-0.0143614344834616
SEMA6A,-0.02496741624653863
IRAK4,0.07926283162046187
GSTP1,-0.0010929298199113873
VCAM1,0.010528322309209096
NXPH3,0.0323908133262941
MTMR4,-0.034247088895577225
LAMC2,-0.019526271171103365
IL10,-0.018834963745296696
SEMA4D,-0.016714772546969427
TRH,-0.04315883957573478
SEMA6D,0.01703159966041305
CEL,-0.03806284761890162
PDCD1LG2,-0.049002121048366015
SPINT1,-0.038580259333281054
CTHRC1,-0.054914457837861336
PODXL,-0.043538910208245754
JAM3,0.043775590810094224
TGFB2,-0.023187515884329716
COL18A1,-0.0011821322305466688
NODAL,-0.02937377984022545
INHBB,-0.060705037853735655
ARF4,-0.039183073433610244
CXCL14,-0.02731545108063872
LIF,-0.0070649806101545885
MATN1,-0.01975176692519891
ADAM28,0.10942597891222608
TCN2,-0.021683656776368073
CUBN,0.03403688362308425
TIMP3,-0.057731894280816994
PIGF,0.018636578430570733
CRH,-0.0006346683055159066
BDNF,-0.04231833222243629
CCL5,0.05017980881495198
GAD1,0.008659101991928776
COL14A1,0.015385011676227306
HLA-A,-0.052945221287274316
ADM,0.03506580288164882
GNAI2,-0.048286513792513155
COL11A1,0.04621452935601227
NUCB2,0.03603645157580241
CXCL1,-0.02968978998935631
VCAN,0.030053143249803224
PTPN6,-0.022699931275784267
PTGS2,-0.02441821445639601
CD58,0.03882916661126862
TNFSF14,-0.04109814038706068
CNTN4,-0.024786939686539992
MFNG,0.006258852196162551
ICAM1,-0.033113764258146966
PROS1,0.011570670242254805
CLCF1,-0.036735140627937334
