,UKF266,UKF275,UKF296,UKF304,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
POMC,-0.022025350046034606,-0.0156716714231342,-0.04731088525308175,-0.03378710136855992,0.021657336709819525,0.01555486734158818,-0.014084933108925292,0.041299995121664504,-0.02795862935883726
CCL18,,,,0.06536984876555182,-0.019964883929448833,,-0.021708269952742342,,
CCL17,,0.049167764451974315,-0.024227882864584268,,,-0.02124512363409729,,0.0007722661170170864,
VEGFD,,0.012307523888682,-0.017771445079270053,-0.028054204365547016,,-0.022407048141035085,,,
TNFSF13,-0.012202293205493916,,,,,-0.0010040873563163554,-0.024302340427233993,0.03175409824254088,-0.030398155219347887
WNT5A,0.024545152417497502,0.04068623218489396,-0.029469188018126525,0.019783019670994145,0.05047489437989315,0.05227285665680958,-0.024171075330853706,-0.025804559308354593,-0.002995390109110002
CXCL8,-0.01735697065438148,-0.02605452489998344,0.051900828111960284,0.060754188698470046,-0.035151321493671464,0.15778858418164168,-0.0495710281810306,0.06353051913237273,-0.05865546493773804
GRN,0.0076325539152076825,0.004121068900172499,-0.02784235176247719,0.03659968203920517,-0.00855447013384177,0.019799603829704453,-0.05743433303132029,-0.035001942609745984,-0.05278653515358179
MIA,-0.022064099464597288,0.011903857200931595,-0.020211276146184644,,0.02859932712042031,0.051646005401031814,0.04347554183542564,0.09444874052579467,0.039716563605438945
COL4A4,-0.011609942882639245,-0.0022081127713849177,-0.017187709033900305,,-0.02524185138012182,-0.03272639560820758,-0.025009399150999312,-0.02745984687492323,-0.03397454128084618
TAC1,0.02595352003730464,0.014502144721320005,0.010809917607040231,-0.0038593840569891634,,,-0.027526520957371303,-0.0261787310386377,-0.08962575334411933
RARRES2,0.07724118383104044,0.07068541488592092,0.011255312995737328,0.006877548669534015,0.06947139518436403,0.030087315656123235,0.08748594205848183,-0.06284387116294478,0.03947976127177868
FGF7,0.02881953226856824,-0.008797340768474158,0.025281362517526197,0.041925571505427806,0.03472259625610586,-0.05357394997603185,0.05676719306350598,-0.010106218977899624,-0.00037749975869909205
HBEGF,-0.02779051019679274,-0.0030932986481496663,-0.013875004010304344,0.04761661315176813,-0.031132057696529818,-0.03235380422719861,0.005597965019218189,-0.048445840327828234,0.0580080652821806
CSF3,,,,,,,0.007866220894721599,-0.020966172162525283,-0.021741028972571706
PI3,,,,,,0.03638735073750381,0.03698486401460812,0.07027758454653585,-0.019590248607517208
PCSK1N,0.010496859773544726,-0.03732865349361522,-0.003111608269856599,0.0011701551899096648,0.07547412738783754,0.026774020580161255,-0.025505829685130915,0.018880273372261176,-0.062425920906250494
NTS,-0.014173102385736268,-0.020090781815374586,-0.03896445379106425,-0.025257795699620694,,,0.027056628512618957,0.03701982152492248,
SFRP1,-0.02454991562662624,-0.013734875096816554,0.01107072146305873,-0.006074454493822673,-0.04759996313351212,-0.03055494372495883,0.0006538233360528997,0.0369680909895803,0.047833864868172433
CXCL13,,,,,,,0.014316660963820955,,-0.028987829312814226
MICA,-0.03008287469966738,-0.04888338550275449,-0.016312730469544037,-0.022488068529397547,-0.06413627719777837,0.1114182456931634,0.011833763869582473,0.02079485664689684,0.04771225046030457
TG,0.028124608385028237,0.01550745335166635,-0.017533613616583604,,-0.03250749878420553,,0.06399289015497296,0.05298873761795322,-0.0014089179556074141
ADA,0.005617972657458626,-0.029266444686694103,0.013138559889586813,0.006920538908731627,0.008848144827850507,0.03843624820071152,-0.033691804376946986,0.0486393314186076,-0.006751982827334069
LAMC3,0.0031894914941150813,-0.05017358689927229,0.013297737184788501,0.04449336802978276,-0.014243120120362844,0.005255945847881306,-0.0033118978121153553,-0.0162937820078338,-0.07754027839245184
CCL7,,,,,,,,-0.02197051607692177,-0.014669236720725825
NGF,-0.015611347433431988,,,-0.025257812330203334,0.11282588711056835,,0.004051879170045499,-0.012535618963377092,-0.04050136376469428
TNFSF15,-0.018955598307617342,,,,-0.029963260309615627,,-0.01926694852911189,0.003105110294014435,-0.039552142965297216
HMGB1,-0.0305471746517655,-0.0004363365407688997,0.03521666109727174,0.026406102676848505,-0.08783235911066863,-0.027263242082641657,0.02514888963349601,0.018184640434128187,0.002605011736745969
ITGB3BP,0.0009174008026481717,-0.04734868959628615,-0.0033852962211609926,-0.015430267080475929,0.03435769114110321,0.022760279934571533,0.03353384320100474,0.02311798121618344,-0.0006487266904295501
AANAT,,-0.015261864949962938,-0.006126941572162405,0.06442876623477109,-0.020794263503327214,-0.006022582512194887,,-0.023245722227759735,-0.021821169804421107
RELN,-0.016073651167704022,0.00029705772669423065,-0.029861312486411076,-0.029114624562313885,,-0.01793740165225468,0.040134974583033244,,-0.029578065933181817
IL15,-0.013488035093167745,0.04516511998340729,0.04338221118372799,-0.002948665289788427,-0.01558150265043459,-0.017685378142267987,0.07285946015866532,0.011246446877905903,-0.0013606953296155973
BSG,0.04171567277726231,-0.02226418131773645,-0.04762467292870168,0.04895729345445738,0.0392907438415473,0.009373340797399012,-0.08656113483629674,0.06822107120915268,0.028816525294467082
ADAMTS3,-0.021725322616375314,0.0653775998863574,-0.007549061472362289,-0.03813058969538512,-0.024899013601458426,0.07434989492477628,0.0011915386220785996,0.024554680394053115,0.10320204796255342
CD34,-0.018185377727491934,0.030036153535143596,-0.0048279049811816915,0.01938495275422606,-0.02226301881045549,-0.018628676012630446,-0.0279540280090968,0.013705133033642956,0.0020044166727557298
PLAT,-0.0763543027106839,-0.043006433780472544,-0.0401415185730652,0.012650086424967837,0.10728702164958882,-0.024974903980166243,0.04753993106978463,-0.002179512730933431,-0.06074604065152986
NTF3,,,-0.032625823006007464,,,,-0.011206080424208778,,
LTA,,0.023290460543168186,,,,,,-0.03128523890414745,
CKLF,-0.020894961109706907,-0.0060894097078179705,-0.03417109401360243,0.004650501320547136,0.09178768130447773,0.011688387598846238,0.003458109855770949,0.08873842039171921,-0.015351359428162892
CD24,-0.05092972438048388,0.010065382856935446,0.00945966820220213,0.1072210063438155,-0.04370076040463255,0.026091968151132898,0.014555407447261588,0.001616994217943575,0.0020396014218036413
HSP90AA1,0.0758928134464852,0.048724713353494646,-0.01122001973080243,-0.046163621156164895,-0.09541206123136095,-0.0904562963886587,0.00979196817423228,-0.03095804222937508,-0.06038640278005606
BMP4,0.01842727777312997,0.026217900792068025,0.011375647774125456,0.06553347332656091,0.017836858570857202,0.036434612335717646,0.01864610629344596,0.017250377249451245,-0.007059440847415735
SCGB3A1,-0.01721771535004716,,0.0502628178280511,0.06274660537287353,,,-0.001527553242310759,-0.02804898684022667,-0.04384976723000774
IGFBP4,0.02153262091547535,-0.028422816119605555,-0.020387515391450884,0.07775018657176049,-0.011703811408512454,0.00900095065299866,-0.009277806014606331,0.013174307237322918,-0.07041114978327304
RSPO4,,-0.017095560256563724,0.01647544195266418,,,,0.0006369891784582644,-0.030459106510589553,0.008850845200088778
LEFTY2,0.000958185844160422,-0.04210039297880277,-0.018693787400622604,0.018125301044671166,-0.026573306446894412,0.04688480566132178,-0.014919856197025117,0.044691367584149835,-0.06333649068086082
PF4,,,,,,,,-0.0049752794291271045,-0.021554550543307318
ANGPTL2,-0.027612350927325884,0.024511079773889402,-0.009196440504525453,0.0296401100081732,-0.022479851917029694,-0.029366178981321794,-0.006074376638495708,0.02886901775345462,0.031657609470029234
LRIG2,-0.03863539820646991,-0.01688448094688529,0.0007084600287708344,-0.05524546687835901,0.04357126154876604,0.05349984275069201,-0.008166519342822285,0.007373241926404586,-0.0011962044897312442
ICOSLG,-0.024787948344114644,-0.00994372409568906,-0.014801998557605403,-0.03894675065873829,0.06643944600051784,0.02174177378904288,-0.057433020862979564,0.11345200758979236,0.015702394359989616
WIF1,0.01785976916847418,0.028437499339270922,-0.02332976955376107,0.1665410360632411,,,-0.009788084840759778,,0.06557642275737054
NPPC,0.06287039549429985,-0.014289683456656046,-0.011705524965336217,-0.011566228840966104,-0.024898965781411812,0.07694568878992737,0.03145006977286769,,0.002587254963001063
LYZ,0.03353255282254283,0.011966186345486619,-0.03372329045430934,0.07383843359672496,0.022041414926264328,0.05467102963407475,-0.03512073207177853,-0.04607162167631329,-0.010013148555976487
EREG,,,,-0.025982907586059926,,,0.01381023745394765,-0.03730912022249233,-0.024815672839991403
SPTAN1,0.059335962062635805,-0.00036652027316196083,-0.026158470086443952,-0.00595643514420572,0.13570694017669882,0.07088950023288877,-0.006316133632916308,-0.024075223067814146,-0.07393518415501027
PTH2,,,,,,,-0.023662943569131976,,
LIPC,-0.020916483916860885,-0.02289584634894979,,-0.04653491391789438,0.009687499443635363,-0.030602300831664413,,-0.02828541492406435,0.030861321007056575
COL8A1,0.008300808081777637,-0.02491000697669216,0.08511772123256128,0.04688279051384887,-0.03978646529891414,-0.01646155036874856,-0.01885205476007344,-0.06709956682898313,0.03876041812039896
GSTM2,0.020381402039154638,-0.04064542832343465,0.023617207969321204,-0.013002983798956551,0.05090573091101439,0.03638241563947035,-0.010314116745268513,0.053867513905582726,0.03679308511804559
SPX,-0.027982580173340082,0.07470085221110327,0.011689095913973154,-0.02168503606141458,0.03892142428554468,0.00418735199818223,-0.04143379094934118,0.1179709425068789,-0.015835220917152223
MFGE8,0.0029648036138646837,-0.006719984217441747,-0.014566468569691057,0.10472037031299601,0.024739760949221236,-0.01581376805031914,-0.03287659581497866,0.12055974818565239,-0.03849113028988908
TGFA,-0.05455165702834236,-0.004733882568595936,0.025247746233450614,-0.02535453978623031,-0.010224096850887904,0.0017077810030057656,-0.017986374455177718,0.05180343460545928,-0.02782564249536304
SLIT2,-0.009792326701723749,-0.007008873567970895,0.002728559584390642,0.032468947059753,-0.02815852830076254,-0.03706719064969903,-0.02791156987002978,0.006135754274685965,0.007128230475981624
PLTP,-0.03449934658991299,-0.013756298640255273,-0.0488367857298418,0.04680584521209648,0.05882339692125378,0.07028614248483128,0.026772907524763388,-0.03627293536290449,0.026758265829947236
APOD,-0.03908773474936506,0.05657437671674363,-0.02100003626781265,-0.05206361416122313,-0.09047487939748117,-0.03985889369279712,-0.0478206326029266,-0.10466680463715079,-0.1233858245159689
B2M,-0.029303448250781947,0.06644441704855455,-0.07195506455064353,0.0231766666500515,-0.0008331831560480231,0.01396920080106047,-0.004356582871712037,-0.02514802710394544,-0.02872377361958669
OMG,0.00936429387588336,0.0450890015372333,-0.024712405068769674,0.004762655274939416,-0.03777614063080991,0.0012507269035417123,-0.023993167677814658,0.0471251660300642,-0.04684381017199686
CXCL3,,-0.04551906022340919,0.012695554967705622,-0.021297472045748403,,-0.01850606215162563,-0.018674403030982393,-0.06769401985179271,-0.039407972980654384
CXCL10,-0.01843661594008833,0.019092340690059183,-0.027705149227485838,0.0049597387423818235,-0.03358571185592108,-0.003788101813076456,-0.03681917006409711,0.06337944955182336,-0.017492612350875333
RSPO3,0.06463630848485409,0.016377421762071277,-0.003443059014918565,0.014085882921372197,,,-0.028189007324563035,-0.022295777693285005,-0.033907517127555645
CORT,0.008330507845389001,0.07321059529781127,0.007145507181176587,-0.03882773076028021,,,0.024540941973390292,,
NCAN,0.008566084679346872,-0.05893640543382352,0.039291956149507506,0.003464704789634332,0.08148520821930562,-0.059287929329205735,-0.0538625009929694,0.050317070542669054,-0.04115857102374288
PRG4,,0.028041497754306487,,,,,-0.027178922262341774,-0.008391643166349185,0.05415621047304413
ZG16B,,-0.011679504301571237,,,-0.02311625927638707,,,-0.027800435314579968,-0.01838824224408588
TGM2,-0.030832670917012906,-0.015367936760816124,-0.030955231158865056,0.05577597975022244,0.03490436683984729,0.0270914495219797,-0.013079739602526775,-0.026150439889690947,0.001489175156454706
VEGFC,-0.02765063464049641,0.006027789452411268,-0.015246259158040664,0.04363388332394004,-0.02996326298163867,-0.004245270839609269,-0.011058060754738969,-0.015016820873981283,0.0714522191597155
WNT6,-0.013834568047079353,-0.004417151879720153,,,-0.021983565285778287,,-0.03576168196810183,0.17861660035445368,0.007088283998474856
NRG4,0.005028693032213182,0.014264556591993821,0.018376733995208294,0.0012567203072835808,,-0.019600717566705117,0.005835480150027888,-0.003215701580377711,0.045951340285176494
PMCH,,-0.017095559431518297,,,,,-0.0204871271627901,0.05155594065990732,-0.036593048424395404
COL9A1,-0.04581955561055239,0.06150857391718066,0.03770013816579623,-0.02562271245678012,0.03256840067320086,0.13868220803670872,0.07999854251378094,0.06517495578515392,0.01708042980915145
GDF11,0.019208022123035354,0.0007156838709559265,-0.02786858548765474,0.041241158858281515,0.027604056784135633,0.07346665775196372,0.017778642779904392,0.09861794865129542,0.03520250329743166
RAET1E,,,,,,,,-0.024458312454952936,
IL24,,,,,,,,,-0.03194471956941038
SORBS1,-0.008343917496173853,-0.031185681939291814,-0.010335830599208604,0.04657509587427261,0.0947665392613234,-0.03319914245602484,0.02754051524034854,0.010811013955083765,0.10036693641575822
DLL1,-0.05991967935974668,0.0240941783101848,0.0344505642810307,-0.020799019190035597,-0.026737797200289303,-0.005020662404892442,0.05887908096008407,0.03700529960334386,-0.01712258323062205
TLN1,-0.0346260853136931,-0.009101698631568435,-0.011834602776350756,0.023287026436197376,0.011084124690335252,0.01090843119455105,-0.03426358861013677,-0.02009777851539252,0.007654105712835399
COL2A1,-0.014988032729047333,,,,,,-0.005428622369683293,-0.006117816843916202,-0.006298738969062759
SHH,0.10044432075724022,-0.010741286297329185,-0.019574615200990887,,,0.06375950893463486,0.009115582522528804,0.010558209175786292,-0.021180259321544565
PON2,0.001567947336052122,-0.060776786930823584,-0.04573212794390336,-0.07863700070294699,0.054034143205942575,0.027524157943994723,-0.027346282962319547,0.011157455356342319,0.03133966964404712
ICAM5,-0.0139629948136324,-0.030572419406971627,-0.018640513753508763,-0.0033479781843634947,,,0.04718343356740667,-0.0293193627457709,0.04393797897316771
HPX,-0.01383456898031861,0.0007917156083287688,-0.017048408319754144,,-0.037884045298390706,0.0493136002740648,-0.04993533112210441,0.018372518833861474,-0.00032191788368167597
SFRP2,-0.032704878253848435,-0.019102573997050953,-0.03247052723872524,0.03524635770399019,0.024791898847171014,-0.005765457921154238,-0.011217302387339555,-0.021623395612130815,-0.02474866640938492
CFC1,-0.0233770359052688,0.023228562133868494,,-0.026689754410330464,,,,,-0.025283445127767725
CD70,,-0.02741834765779071,,,,,-0.03573742775712357,-0.034016241223923945,0.006118749832105054
HP,,0.029355056423484443,-0.00041161447941335036,0.012205059729691744,0.06098122956334496,-0.02510347252123252,0.0979118734241572,-0.007673127658992357,-0.019141992415626627
CXCL2,-0.0034886106074765396,-0.012813364311936321,-0.02369311255236586,0.02136988490997415,,-0.014379275168804464,0.029996055074022393,0.017440854869791793,-0.0027419821972871432
NPPB,,-0.012870838488940477,,,,,-0.0066414196966293835,0.05201625849051779,
CCK,0.025777273607847657,0.02652616537203194,0.008825902866811513,-0.00759261798746407,-0.004625768081921081,0.013750881512749853,0.03733817069810003,-0.014898464372112648,-0.09650379959787471
SEMA6A,0.033294338068974395,-0.057452561962267064,0.015499548542013217,-0.027117276518807385,0.12627398405418827,0.013972931936998266,0.002766490403018786,0.05225371607762025,0.07889820147682806
IRAK4,-0.009602239680240059,-0.032025446643339436,-0.008684439602495358,-0.021581594713785398,-0.010236132338857859,-0.0033119897399658768,0.03680783536723447,0.04701930214081923,0.03830055858895573
GSTP1,-0.007840782019777946,0.03287327422520984,0.03810208745015569,0.0023937235549142295,-0.024573523852023063,-0.03190934526606824,-0.04092689407143782,-0.007529196272353292,0.021216619469323534
VCAM1,0.011531282380809462,0.03437657901280851,-0.03317806322212003,-0.004931602644075308,0.03399788835657779,-0.007228228121584767,0.004358645997193347,0.016103062631747357,-0.02683891755740977
NXPH3,-0.033196729495340395,0.010901760119246918,0.042441945164254515,-0.005882809005561935,0.10444636857270627,0.03833033719195003,0.011349502635524526,0.023141441927527703,0.011793681082731126
MTMR4,-0.04657418903433538,-0.013961028646902313,0.013321542745457273,0.05180050701524188,-0.012033908598953617,0.02417892426894775,0.01347445973892673,0.059815992526393615,0.012469055574334371
LAMC2,-0.018955596444596,-0.01620294973296676,,,,-0.018950864026803266,-0.019885952448808582,0.03012809373070372,-0.027515645914418643
IL10,,0.05856575070934107,,0.0366843268136888,0.05513261848332689,0.08923422954232021,0.005567594437400886,0.047582967331701954,0.03400255922499382
SEMA4D,0.011059956452125106,0.0022788779752754068,0.019219103795928213,-0.04900728808744258,-0.03512479909301248,-0.010648488864310022,0.015757740236758813,0.049790439242364135,-0.0025295176623981335
TRH,-0.025931620572804435,0.03309294956788217,,0.05362982546441179,,0.0998346515271975,-0.003993039853391379,0.07486480403821802,0.06741703705831564
SEMA6D,0.003069027009359895,-0.031945834796941616,0.008377088246984942,0.011953490747220772,-0.022868221123924427,-0.005066349059778785,0.016590189736719305,0.021871044175959684,0.024452662153092
CEL,,,,,0.01293815244113516,0.01762757026608045,0.021586047385174997,0.024604558808694783,0.08984796409774878
PDCD1LG2,-0.013311580259231383,0.05519619017730202,-0.04439825731329961,0.023241079187231426,0.09625282536515932,-0.015725903888027023,0.042143185186677916,-0.00390863952115863,0.04000830124748681
SPINT1,0.06919018105398343,0.0723081968133343,0.013215410386955352,-0.027208727256098148,-0.056247624584700485,-0.03744336244934486,-0.0737268796035739,0.034416022366458694,0.013593322795861475
CTHRC1,-0.03939667968737345,-0.026063794822055047,0.022444818532888572,0.02460104187948213,0.06754922415955045,0.07356907290889103,-0.061490659189015424,0.013226170413732983,-0.07651144201114546
PODXL,0.008555659118344716,-0.04268600096984632,-0.013204151091129223,-0.014252991986986248,0.06997218646324561,0.028953251123406274,-0.0016610362261579854,0.07334031660506858,-0.016087937352189795
JAM3,0.011731621918498253,0.022702880705175742,-0.02212400888298727,-0.014991622686807505,-0.03353827442580215,-0.023562540375866373,-0.05611027577961415,-0.062016961969760975,0.031642988949684966
TGFB2,0.04525131202412347,-0.024045069973714403,0.023874408789232235,-0.03772924399085174,0.03139195121401071,0.039011105374198995,0.025260068926439914,-0.01998023958805299,0.07657253717846133
COL18A1,-0.07131665419856341,0.005523687770886547,0.03417155251050888,0.03125675911563376,0.015329915331078945,0.07792829576040136,0.01214296977662777,-0.003561003031436119,-0.1092702655619875
NODAL,-0.03725153217843231,,,,0.026188162675902033,0.0801335134123169,-0.022741078099211665,0.11786374230997963,-0.03720802608336943
INHBB,-0.021583960163268398,0.0018418507868186986,0.014432305814088395,0.01639595372491704,-0.001440694039191493,0.01608141982652605,0.03458659273731583,0.001724792453284443,0.07299574331305818
LCN1,,,,,,,,0.13682005700226982,-0.019299878030175164
ARF4,-0.02987295795396784,0.05222358580662247,0.003124497677535508,-0.015266024925921995,0.06379801267441217,0.030489971392374266,0.005611898823955788,0.02742454134947355,-0.015801897635014488
CXCL14,0.03907248222963776,-0.02847566454546318,-0.0016422071560929321,0.06758595358386014,-0.06124778193740407,0.017797584552570227,0.03746999754927121,0.0437061066425756,0.07607104623157002
LIF,0.00515828539096188,-0.06091868832960536,-0.020211277270387427,0.05268902099471021,-0.021782729243963343,-0.00923865585514743,-0.0033164514761836153,-0.040638684846835,0.003313769849604629
IL17B,,,,,,,-0.0014029484884671047,-0.0030129028749875733,0.0008168607490929984
MMP1,,,,,,,-0.020487125540334987,0.07344784528831232,-0.04883409523978713
MATN1,-0.016212415220200727,-0.01303248612766857,,,,0.007615897515706637,-0.029157958029348847,0.024563621256885534,-0.019885847167479043
ADAM28,0.016121676108480167,-0.024111181920577558,0.07424787653186042,0.008900688979230442,0.1621141766321031,0.022257736053602685,-0.002349733378894553,0.013974642982696026,0.007667145907264287
TCN2,-0.01573093007800323,0.019179237127681412,0.01300075508719736,0.10677949154490039,-0.013125400275759331,0.009637395565159282,-0.03855232967436012,-0.022825580114641406,0.024635473259964204
THPO,-0.02305476134859863,-0.006625243388552245,-0.021031753316983065,-0.020470396406253193,-0.023843921368242576,,-0.025293178057337443,-0.0076085840522589895,0.03672114220356186
CUBN,-0.02884141827988295,0.02009310685483836,0.0020316250065082076,0.11226612589200204,-0.06351202785211155,0.025597821881672873,-0.0060905495644967824,0.021355203338155316,-0.031733053176681
TIMP3,0.08813193865392278,-0.021728750385982844,-0.031570341508084694,0.07157376508912684,0.09346099666789252,0.007627231848734289,0.03219252809643578,-0.06386344891465445,-0.05968881838298337
PIGF,-0.03895845905808877,-0.01745641214885139,0.0008068393639812466,0.014450752557034716,-0.019968961570748796,-0.0032591470734460656,-0.006315730666367312,0.012451509750761779,0.00022069906480089795
CRH,-0.013662336693272766,-0.020516175293489532,0.06713522581180556,0.0384840159992915,,-0.03231031393353166,0.045158840868010516,-0.014826828522259014,0.002486806598076342
BDNF,0.00944895661010888,-0.03268393267903993,0.03623866697812084,0.012013966013369135,,0.09305237606464795,-0.005606175982564438,-0.014197864517390734,0.009332009120729274
CCL5,-0.0199573113627813,0.02000096545399689,-0.04174980909499562,0.02959465198035185,0.051218699619490736,-0.0429790751549094,0.01133330225366215,-0.022056517104021955,-0.02795681940200359
GAD1,0.049191200121089004,0.024872258356962888,-0.012504022860506224,0.08119467799768976,0.005500147928993036,0.0716774355297789,0.019667426813577207,0.031746667076094456,-0.0042203787549404854
COL14A1,-0.021150319578674134,-0.008537508307026624,-0.006084063979471693,0.036841758164085164,-0.0008952151574494945,0.05355570462865302,0.020425354594266774,0.035874569349505975,0.016688169554779936
HLA-A,-0.04308580047911187,0.020356339363260346,-0.03544913147838595,-0.004279293222593399,0.012962357646363373,0.06470255558022825,-0.050008690324348216,0.033527870536349674,-0.03070002102258063
CD5L,,,,-0.008663933046239162,-0.027217181003145845,,,,
FGF18,-0.01895559368333323,-0.013964822325627298,,,,,0.07085795820651145,-0.025332094963178144,-0.027299678365490937
ADM,-0.03912454115583573,-0.05882440077657011,0.05994541186215227,0.06587511114534936,0.007324842242306012,0.06872021171275004,-0.008046078548199566,0.022775490168700785,0.062192032417858416
CCL15,,,0.0142073806820644,,,,,-0.021970523994951606,
GNAI2,-0.013266045882744427,-0.004511353937889092,0.005251546101272038,0.06294420433626448,0.06973082518504585,0.04441176818819008,-0.041249803032402256,0.007922289306994809,0.1271466165734733
HDC,,,-0.0028983456336743587,,,,,0.03565339814806253,0.05553941546101078
COL11A1,-0.04440937555282803,-0.026671268779566607,-0.016796789151826644,0.0768735742258252,-0.04293440513124051,0.056011179445232734,0.01830045549289254,0.020528807375450594,0.05145028228338585
NUCB2,0.010978225985202074,0.021451733504661508,0.0021119456925132395,0.041263333049811876,-0.061597012652299006,-0.06475003934057007,0.007293571564523404,-0.0032763931102399637,0.019172264080875214
FGF16,,,,,,,,,-0.01959490836522397
CXCL1,,-0.029489092234942397,-0.01913902107937344,0.06461406623175625,,0.006995024710612344,-0.05843997977098542,0.024965449550260962,-0.02068437747577221
VCAN,-0.04052101262330409,0.007572322173620165,-0.055678239497237686,0.058268584953194966,0.008433105138542467,-0.030924889584908282,0.03931929250588333,-0.07761796153695119,0.03035377974540701
MMP7,0.02755350585445972,0.030120254621870082,0.0036929331260227936,-0.022138184933416526,,,0.005878735709888007,-0.027668696129315648,-0.036509799169698084
PTPN6,-0.005188716805738759,0.010032619760124374,-0.026927284593300002,-0.013696316223614752,0.013067269370846119,-0.04916633000624723,0.011061577176731256,0.05734606303282972,0.014402405743157296
PTGS2,-0.04118245376785305,-0.02741329681173785,-0.040817696208692134,0.050183599307294054,-0.007672584740340947,-0.02369864977729562,-0.0460039492808255,0.003998313270786554,0.03553601457071806
XCL1,,0.043214933364378615,,0.08266564719569768,,,,,0.021421932221755945
CD58,0.016189756566570058,-0.00837411517609755,-0.006120607041401145,-0.037007181863397146,-0.037281771777375114,0.03531976658406813,0.004440798657199505,-0.0054273348186381,0.0022346372956779273
TNFSF14,,0.03297970091068184,-0.018693787400622604,-0.016317890256734986,0.010584388285429356,-0.02713381918836651,0.04824688845426369,0.015935231393475136,0.04309793564002622
CNTN4,-0.03987983807853949,0.011113236555140212,0.04689410168905353,0.05181850241555763,-0.04227280748084045,0.018474667651822017,0.02522901508447102,-0.03738421287520342,0.015155794915064746
INSL3,,0.022439155942365098,,,,,0.07333711583414661,-0.002491904344341828,
BTLA,,,0.02576711344982139,,-0.030544257142900523,,,0.0438925868434141,
MFNG,-0.01960482950319643,0.05671981661681742,-0.011451330598931771,0.03222173682350007,0.030975381637872935,0.007324397947198901,0.014540554936133805,-0.041355668634516084,-0.037341083136534045
ICAM1,-0.009569711387926786,-0.052624558524249195,0.036943966057744235,-0.010760943270632197,0.051590228623177685,0.030378129681830235,-0.009960686017681195,0.025818775182662797,0.029621961784570796
PROS1,-0.04830346512423101,-0.04257446466327378,-0.019010237293037198,0.011117811231746986,-0.005693063329738215,0.05454022929220239,0.03520503701980969,-0.05880579859553277,0.07996149037464081
CLCF1,-0.015611351442843037,-0.004795470014758004,-0.03276844182623499,-0.004020193121425597,-0.05770252908954064,0.022428499257923718,0.053472522560314276,-0.016832333201714168,0.06772019491143488
PSAP,-0.011693750377874713,0.05424583283327879,-0.04585119610281642,0.07144817897780407,-0.0032727487127988436,0.046603459785801424,-0.02368052938138497,0.013141195372046045,-0.07926226567687539
EFEMP1,-0.02577079116802688,0.057368760235304316,-0.07216495290269104,0.031383847988122174,-0.04092868974245777,0.02173040693077188,-0.02761773481199239,-0.07552502726516545,0.11849108858516606
C1QTNF1,-0.034635438741359444,-0.04723767726636858,0.00025709900762203283,-0.03249988998775561,-0.04282306083782746,0.007672919061279731,-0.04045776530982794,0.009613719767534806,0.10304386901579063
ALB,-0.01606409898674758,-0.01620294931821337,0.07213092486239547,-0.001217040645485475,-0.010713022252859,-0.08460843766359978,-0.0008512174405173205,-0.020719549690909698,-0.02815477682756239
CCL13,,,,,,,-0.0331827315722765,,
EFNA3,-0.047737714561026504,-0.025047476008162334,0.04498689644406954,0.032801945982862256,-0.018233088285952034,-0.01711833319426594,0.046179413374875106,0.023382050964418425,-0.04243566512115087
