,MGH258,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.042988444978997904,,,,,,,,,,-0.03125656521543514,,-0.006912942430021587,
BMP1,-0.00686299945809934,0.1042581680902755,0.019654593927840566,0.019174787220078496,0.11951763321129538,-0.006840791567636723,0.02209224539457334,0.12933423851512973,0.03442089667291974,0.005874645270688806,-0.00956149208033389,0.04199153256717425,0.002169732041329694,0.005735941253563079,0.14591838529452264,0.04181488350900448,0.21602555219723543,0.045829722776372116
NDP,-0.033715089565589586,0.018874786035182847,-0.04811829374882618,-0.04285133631764459,0.022919017452080113,-0.021960611540244247,-0.03525444421171453,-0.07096576863789898,0.10497116162715037,-0.0057538949186796565,-0.0702291476613333,0.018111936900648707,-0.004106067638091999,0.06859539357651559,0.031891905687911656,-0.035641508003165075,-0.026932007863645517,0.11092237893629188
TNFSF18,-0.030016886849750533,0.025959163501203537,,,0.017817052626487542,0.05568592788602494,,,,-0.027396208517435527,-0.048999351542537636,,,,0.06758302122852251,,0.12162657794266235,4.899810705527966e-05
RTN4,0.001922964270869345,-0.047888451072093455,-0.03195289666968187,-0.03178476931399877,-0.08689861634407366,-0.03626855269689202,-0.036200415789464105,-0.018485773483708664,-0.007326124818680586,-0.023708249101053,0.017391869613505816,-0.1254417590244766,0.001181455431539628,-0.033891304964687646,-0.052897581678986644,-0.010810898749716984,-0.05794846323717488,-0.08754651598048989
HEBP1,0.01816572781338517,0.0829770775204741,-0.028733508682885163,0.011414418607972258,0.058090188448640674,0.029748169386373667,-0.03591357624059163,0.11580302484864306,-0.031123719347668662,0.1041828798076919,0.03136608858489076,0.047813164721421504,-0.0384302323894769,0.0863342304768814,0.05221412457759744,0.005641232389542992,0.033931165786296444,-0.012413469730295855
WNT7B,0.04662393271818439,-0.06412307733912925,-0.005800844420142342,-0.026987080581699564,-0.0497869742652409,-0.012688661103905565,0.06305483464370887,,-0.012470255143978275,-0.03016055155953546,,-0.02945439561555558,-0.009718851459163664,0.014433271582019321,-0.044894987214714355,-0.012557160919307843,-0.0019850981966944045,0.06459640443905575
PTMA,-0.021617056846750984,0.0255242470591269,-0.018965569126339236,0.009524319067261715,-0.09006755256029719,-0.03403586679883224,0.054316363433340085,0.044884405629281206,0.054371367254348366,-0.030360560855496963,-0.07410150230332545,-0.09417269418624913,0.01806744614654727,-0.05846933809215427,-0.07158149696952301,-0.031244600582459457,0.13360631581783672,0.0217086582172602
FASLG,-0.026443944635223614,,,,,,,,,,,,,,,,0.0603481626116683,
CEACAM1,-0.036717648555139974,0.0023674767471976916,0.09035314159354654,0.055440709955454366,0.0009703138491082893,0.005974090046328829,,,,,-0.034454860028587886,-0.04090088350372834,-0.004190052063969684,0.10415104010695447,0.039585825642287985,-0.022880139643645207,0.020330967301736454,
PDAP1,-0.05281880983036316,-0.040713108508423225,-0.01197669023160331,0.022609834496340298,0.09599593665814825,-0.011205233909844384,-0.00558140485349973,-0.027220444365578075,0.10366352707942547,-0.025375031462212195,-0.014855234865637569,-0.04684764492314806,0.032703861087226005,-0.035878862249989193,0.029444923538121656,0.04600716776913035,-0.004859779342544465,-0.08151135393057309
QDPR,-0.07285275505925702,-0.04787911564443729,-0.014971164822433828,0.01631813533725985,-0.08739997135199648,0.03336112691255263,-0.04317741035022162,0.09514053120269496,0.06988547994338322,-0.017779254158981638,0.019621759361390767,-0.12704675272648247,0.04308058477115572,0.07185711939596669,-0.026352388403417127,-0.06086646192025073,0.005046846787003645,-0.009344135176953663
POMC,-0.033148485074568926,0.0010269409723803683,0.06421632955119494,0.006002000580454838,-0.0013436783781673996,-0.02212528778390948,0.0073597208500267184,-0.047724695978160786,0.05061845999999666,-0.0014647159859993253,0.01693306015602441,0.039591007751046216,0.03032082463366277,0.14497912965450083,0.02764776796564809,-0.015438874261557697,0.08865603759654495,0.1254108642487987
CCL18,,-0.029645741462961155,,,,,,0.006885226972714656,0.08552609043109777,,,0.22749814299311263,0.048504332755462475,0.1097759624015415,,0.018140445849651278,,
CCL17,,,0.06988397663352143,,,0.07019399989172989,0.0884134578777936,,,,,,0.11744916658848299,-0.021759079276226778,-0.02738779786946239,,0.03819554653902673,
VEGFD,,-0.037482940043644435,-0.024977604645986515,0.07242563944471501,0.011632488678037334,0.053416818709063014,-0.010357099599015852,-0.020126941414251448,0.023852139296909734,,-0.04684062717099521,,,0.04669827889728998,-0.03210713776136922,,,
TNFSF13,,0.016186604470708868,-0.015464349143401704,,,,,,,,,,-0.0433168987566465,0.11509921832157737,-0.009303544395810444,-0.025692863334847736,0.03342909247791876,-0.0331829480921982
WNT5A,0.07993952669826002,0.011972099632439878,-8.363413425487936e-05,-0.015074053277971605,0.08921605740785335,0.0009508937147886433,0.0004272802609117548,-0.03589316575943591,0.004599472891273382,0.010667300331741417,-0.03591019199907759,0.06087217081583486,0.02267589905704781,0.009521886056366684,-0.06489923060433878,0.011759934362421409,0.11382964564400164,-0.024511601096102256
