,UKF243,UKF255,UKF260,UKF266,UKF269,UKF275,UKF313,ZH8811Bbulk
IGFL3,,,,,-0.012843355361334186,,,
BMP1,0.003909217360684674,-0.020853547960854688,0.005851114387691904,0.10538028379315804,0.07007885889480173,-0.0074140235274999175,0.04494589598743728,0.008841717350289383
NDP,0.007004587003592646,0.05516367639078587,-0.06435548065623876,-0.05842102964586785,0.02675412112186209,-0.03352680484026515,0.024438332106987256,0.02986358735329552
TNFSF18,-0.022596686962750606,,,-0.01258239610991885,-0.019071997143487583,-0.010647509216605143,,
RTN4,-0.03426361871305078,0.003726178048303733,-0.031487668255941056,-0.1391138554917477,-0.11664180794691073,0.031456420323035264,0.044039401979487365,-0.08151967525279785
HEBP1,0.0363905697641473,0.00035928995777940466,0.026582772938569855,0.014860525089307125,0.01753602789239444,-0.022730267442399983,-0.040595515347539204,0.07066359529735292
WNT7B,-0.05274091855962519,0.09619446901867815,0.014905017045027067,-0.00416812179482523,-0.053158251176603305,0.025066531815771845,-0.010543061276877909,0.12921845359067807
PTMA,0.016502333238610015,0.014783555412639787,-0.0026905558831032948,0.1280560456120466,-0.03957265222035248,-0.009395054480659571,0.0212872122703002,0.01636860357343258
CEACAM1,,,-0.0175285116811105,,0.03806546049481088,0.05200293827437417,,0.03344971877592645
PDAP1,-0.010186150556893864,-0.03442891334956373,0.03532260792773753,0.07941909933812888,0.0866153880396099,0.010979530267118667,-0.029176312284405596,-0.0657238526061275
QDPR,-0.005034939530242579,0.09253366930130921,-0.01571601671467012,-0.02083132202829336,-0.053755808003286006,-0.047806928818230995,-0.026550622616800055,-0.06522677545132344
POMC,-0.04266631607188505,,-0.013287612617904156,0.05708498051258696,-0.008207492473241795,-0.012354527709753302,-0.007274959421746246,0.03074775050747455
CCL18,-0.030304015212157063,,,,,,0.047850195583163786,0.027498526881482035
CCL17,,,,,,-0.013279516999476543,,0.04731469892157016
VEGFD,0.10541556545716356,,0.13448493235500553,,0.10630058548133188,-0.014148202165941128,-0.021397924841643566,-0.016268860583190263
TNFSF13,,,,0.16783859119414382,,,,-0.025527524250277666
WNT5A,0.04273840828992872,-0.007698496499636391,0.02807613362853964,0.06974035020917854,-0.0006543365006027691,-0.018280235076399688,0.00021190703230013474,0.05333410244991768
CXCL8,-0.03037792466060664,-0.03595220759749893,-0.048625564401752606,-0.017356979452472568,0.003396418380699176,0.04525770024045778,-0.052168462291001194,0.06358476612592069
GRN,-0.018642590306466485,-0.02771405013159669,0.010641391985461338,0.021936682093174287,0.03969486561016124,-0.05126778013971877,-0.019094723427243304,-0.07969833325930187
MIA,0.05826834469190133,-0.045238317095204636,-0.016490188273617635,0.07796986519095361,-0.02455868813762491,-0.015231090816429605,0.038421179689159264,0.02789091267881999
COL4A4,-0.034371661036051916,-0.03442385948076116,-0.005288545774636011,0.11562843766864712,-0.01265617340839662,-0.013864226598067604,,-0.02604898957503884
TAC1,-0.04304782579978669,0.08756821313377179,0.04481258935909876,-0.06959779812453733,-0.015588109297715303,-0.020582033802652045,,
RARRES2,-0.05001155169615083,-0.046685705812936365,-0.055956308516054855,-0.014086465308424969,0.03825340244642486,-0.05434971027905177,-0.04848699582357571,0.009137591583872156
FGF7,0.06203316077634485,0.011560843532394949,-0.032110223378854524,-0.0224231060465517,0.07169495706122306,0.03594210663671943,-0.029876753569532837,-0.013504164997381999
EFNA2,,,,,,,,0.037812281822630175
HBEGF,-0.04030573083946189,0.022921399647634372,0.008316433823307512,0.07696404294401965,-0.008331114394823593,0.02247102011864121,0.01379587401117976,-0.03168999712750233
CSF3,0.08674926252981166,-0.024095393097248733,-0.02790650525211191,,-0.013389987864995212,,-0.032146663955023,0.044501768033952956
PI3,-0.04071832579624987,-0.009435863267585895,0.01492996153867364,,0.08563148933868603,,,0.014325635411598137
PCSK1N,-0.07246287473310171,0.025822463483451612,0.010202110143407524,-0.04468362694698276,0.01638369462312571,-0.00941583537533974,0.06998538565540907,-0.0962460932795317
NTS,,,0.050189514862899194,-0.014173109569953391,-0.016457905785994,-0.01583826727519615,,-0.01883807722617913
SFRP1,-0.002484980007162977,,-0.01913199386299794,0.03061738933755856,-0.022738142673614695,-0.029408339572626403,0.07705035881145278,-0.04439522755100315
CXCL13,,-0.01749610642279402,-0.018960050244953598,,,,-0.0064160627528098615,0.0607687641751179
MICA,0.05856602810551214,0.03379872666187456,-0.03833353581541372,-0.030082889948403867,0.03280796930642246,0.03806281303070395,-0.025089162852418846,-0.038002541818611256
TG,-0.027399678275371854,,-0.04057822479069413,-0.016359504663555118,0.008005452922498567,-0.013378610833659502,-0.020083171787053513,0.011662174798731908
ADA,0.01727942556972146,-0.04754295227171288,-0.013693221057452574,-0.00854177162117857,0.06570324141066693,0.054864174430663167,0.018096177320582368,-0.018183383126446847
LAMC3,-0.04498815642992003,0.027841579243462925,-0.011075410859663794,0.11663473867318003,0.0314387689237104,0.06656543765016885,-0.0016351189469327367,-0.022223679474828374
CCL7,,,0.004321767175353355,,,,,
NGF,-0.019802475311148135,,-0.026831692749295293,-0.015611355346682489,,,-0.015883248686412048,-0.015254621702581144
TNFSF15,0.0684119257417694,,-0.018611739011515048,-0.018955607916038297,,,0.03630379301030212,
HMGB1,-0.09563585364441846,0.07792857860583083,-0.07282492793520275,0.07343495158668688,0.10424982765445716,-0.05129342285057917,0.01061960190483513,-0.050257914409879804
ITGB3BP,0.070410905796896,-0.024742600042533074,0.06925694004344483,0.056368041972329815,0.09911892160839089,-0.016950988541858912,-0.011729178798482696,0.02411333346682741
AANAT,0.20952283881272246,,-0.01677028993848625,,0.019751263044920978,-0.012031462907555064,,0.018003677109116732
RELN,-0.03414375002044452,-0.02713509422473502,0.04097105622969143,-0.024519276745027185,-0.035441027200852175,-0.026489397553330244,,
IL15,-0.03482367372192641,,0.015746605430481935,-0.013488041930130468,0.03282724666936555,0.0596113955740185,-0.03125220906307911,-0.0165054961614304
UTS2,,,,,0.0038842020283957864,,,
BSG,0.102081352015592,-0.04002774541248864,0.018121313077843287,0.06349871785124789,-0.006880997896015441,0.07970759652250527,0.037213625203065384,-0.035516764868306405
ADAMTS3,-0.009050915254276572,,0.022665980360469958,-0.021725333628744414,0.10302856161334994,0.0029598912536680224,0.036810364894367766,0.012446798944470842
CD34,-0.03354411707417321,0.015227229113626119,-0.04404715275017143,0.07571303631945206,0.06911553364469177,-0.0021279731873166774,0.01195108157702782,-0.05736465716164277
CCL23,,,,,0.042374518209961465,,,
PLAT,-0.00927463216922086,0.04952197782559698,-0.006355249568055976,0.07317824341398757,0.07319099899309839,0.00084163231350639,-0.059990484804289666,-0.0814847011179864
NTF3,,,,,,,-0.04360578066695058,0.047600334641723745
LTA,,,,,,-0.011587552654506499,,
CKLF,0.02617396853431231,0.05593748133238922,0.004754304558135753,0.10958421273613932,0.08466066916595945,-0.04287276260891559,0.08467957492601197,-0.016479233150831503
APELA,,,,,,,-0.03773834807845197,
CD24,0.030618176173315716,0.046595535258284505,0.026388065516834713,0.052572363353817236,0.022882732302777684,-0.057441079783917576,0.05892345921973568,-0.05216180457449406
HSP90AA1,0.02860285760948605,0.012495603043955974,-0.012178089167877486,-0.12258315274212665,-0.10200594143734201,-0.05971795755637672,0.014018667511762393,0.037462916440304556
BMP4,-0.01614884032515598,0.034639197913352404,-0.0087088695616031,0.08788377613528993,0.005276549073490687,-0.01575135223873274,0.02584004489773878,0.02315462004960006
SCGB3A1,,-0.025755592417947396,0.14744133054560407,-0.017217724077550997,,,0.00297366296353564,-0.029599128127065673
IGFBP4,0.007140114285934757,0.02639956326480217,0.030574636420834713,0.09080180316834174,0.053427273890036556,-0.03589125255905261,0.04161248017694922,-0.07684323875086331
RSPO4,0.07196754498621942,,0.07521873607639455,,,0.06802324192216605,,
LEFTY2,0.01871748416503614,0.027814008772190958,-0.01439552001998619,0.1493490848785073,0.016575464067231357,-0.033189214960206236,-0.023147061607320083,-0.017779054608656347
PF4,,,,,,,,-0.01417241805926314
ANGPTL2,0.025933458794004906,-0.014116564574131633,0.009483688783082655,0.1299819480288445,0.057073061931738424,0.007159852064932692,0.05678484123418917,-0.04949221049255992
LRIG2,0.047002233899540134,-0.053348693759979235,-0.006531801406999763,0.08690484791409925,0.09967539331701286,-0.013684414896729679,0.026195112507972736,0.027587926598536455
ICOSLG,0.059222457048159136,0.01208864425147064,0.023154706398868678,0.08418750465856353,0.06442562029677332,-0.008552147922469467,-0.0501455432487594,-0.01769899783191974
WIF1,-0.033828457213667756,0.11300908519518017,0.041316440728394896,-0.06938525150909387,-0.06358565749096697,-0.010399904197422647,,
NPPC,-0.012505873958906372,0.0017377476083006648,-0.0015445245695349036,-0.03303214277570943,0.030312721739487365,0.021472337236977616,,0.0031405148300220702
LYZ,0.008074573265659446,0.0012929362537482164,-0.013725858667117972,0.04840138121757521,0.019475206588825653,0.027370580153595555,-0.04274401819458863,0.029618736238016932
EREG,,-0.03247881548391886,0.05248375273649071,,,,-0.02706687576419203,0.016548846209878666
SPTAN1,-0.062162387583858114,-0.0085065733755075,-0.037351441639154194,-0.06979614239112057,0.024289553096878812,-0.027304154018224395,-0.002884320116058216,0.010698502896917565
LIPC,-0.014000617605131752,,-0.022316366737951964,-0.02091649451923698,0.007264599191304042,-0.025196678501944635,-0.011272924553321195,
COL8A1,-0.003981471374416365,0.006265744450064565,0.011947246619440154,0.019237757226569185,0.02208226214240865,-0.01365977434529609,0.01209923212529054,0.0024495663531673185
GSTM2,-0.024343603336006353,-0.012156582771984096,-0.04518726557392843,-0.011405955651992688,0.026988997540882166,0.059325723990214574,-0.04173312980719062,-0.0053114909780208296
SPX,-0.023798197502587486,,-0.027201043458784054,-0.05380177359310979,0.07531237063142696,0.016489384142852222,,-0.017596868519027184
MFGE8,0.07558413007065279,0.022430768518722288,-0.025179771509012704,0.060259490708704476,-0.029598911978595453,-0.023540933683291486,-0.05902661176029908,-0.011396868254116961
TGFA,0.10268097874939279,-0.00282707763688679,0.08319040591975456,0.07647301821306422,0.03353048207540746,0.03157340107108791,-0.025990974225342783,-0.010107778612082665
SLIT2,-0.04902419670959424,-0.019143363913836534,0.030988397288166186,0.019298971409656904,-0.040133780484719425,-0.008881522253316412,-0.02556703089883627,-0.014080642999611903
PLTP,-0.06425204574909663,0.04580379551974209,0.00858492142073841,0.003526881701806625,0.06420550855571099,0.00906952074291906,0.05319591151241805,-0.039973393702432546
APOD,-0.08295611580227312,0.06856921203383466,0.029199923010637247,-0.07853367289203585,0.012516218029016677,-0.026339919184548127,0.04137490137111715,-0.028443051176295715
B2M,-0.12859463548679634,-0.008319817522590232,-0.01844350249281862,0.0807891198706422,0.04003198788039462,-0.03243215783783893,-0.03405549562418903,-0.03523970326297729
OMG,-0.0006726702628146841,-0.009506982750058901,0.02286008644756264,-0.042144119667760674,-0.013473811681163699,-0.029979832848388604,-0.017141601137451456,0.018415870416266068
CXCL3,-0.013344546538262888,-0.04536830787185464,-0.01681328538655934,,-0.015858009179413816,0.03684083460210808,0.028775135700611982,0.03381316345608523
CXCL10,-0.08133267639393857,,0.005962168148008887,-0.018436625285441828,0.04157209711429589,-0.048080577633963305,-0.023357187558858104,-0.01900932115170127
RSPO3,,-0.02409539384881091,-0.022316352978817143,0.024856757620745393,-0.019832932215549465,-0.020355015319219565,,-0.020701137589766196
CORT,0.057407512770365925,0.00044518922725275705,0.029309670224862097,-0.031031878536573014,-0.03432533265092775,-0.03899514011246189,,-0.014830715170225408
NCAN,-0.028780682024946352,0.07804080014148271,-0.05028424557520607,0.062335499634226105,0.11251370071530652,0.0015182793186105236,,-0.049850709086732906
PRG4,-0.037015294620438254,0.01127166488498682,-0.01597842861301061,,-0.017180707646185664,0.07941293927351663,,-0.021883627785129804
ZG16B,,,,,-0.018549334830812423,-0.009207362484446922,-0.01797992163922227,
TGM2,-0.03386971418525449,-0.048572955367372626,-0.06117850571124201,-0.033515071137900254,0.017938674992770402,-0.020812850388240236,-0.011557096923849944,-0.0012213401165872776
VEGFC,-0.026559212925169308,0.01025164195644172,0.02147613732971437,0.000355638126865511,0.04694759372896118,-0.024793155554307337,0.024648321404961124,-0.029715348023783422
WNT6,-0.03368415759295748,0.05308439893442364,-0.02201673631274935,0.06570436844798423,-0.016894976253705837,0.03664246993746367,0.02304454658502326,0.11031713714887789
NRG4,0.020713385393300403,-0.018060792948042328,-0.022759182019586575,0.17653620028328912,0.15860705945563905,-0.017688834137348442,,
PMCH,,,,,,-0.01347702851902873,,-0.020808286818397536
COL9A1,-0.039106763981920874,0.06349507850586905,0.019938145630373154,0.12089759614721891,0.012032783000203039,-0.024676933998243656,,-0.059084222130204936
GDF11,-0.030509719892264604,0.005943353995221445,-0.0071752547837211494,0.09644247802052082,0.06899814656509451,-0.02774573873989224,0.005316765528468377,-0.03173103369072032
IL24,,,,,,,0.0011755953458148737,-0.013946446058830464
SORBS1,0.05036397588900362,0.009036816180373908,0.005801431275672798,-0.021433396172194554,0.010968762592037058,-0.0250945512281396,0.047191072014866296,-0.05188978348288894
DLL1,-0.06813225609639106,-0.007574236248446109,0.04750461046432794,0.10448123104802129,0.09701521915944221,-0.04951252572195693,0.03156680985454191,0.009901120594491115
TLN1,0.021411339571828666,-0.04832726138517964,0.03242502313956985,0.08986073515410575,0.08727883376320372,-0.009755208733480217,-0.004622353161880829,-0.02270668953059054
COL2A1,-0.025694193975487677,,-0.014271160707709002,0.03534958466378386,-0.01585801457607009,,,-0.0236810659833979
SHH,,,-0.036178357953606244,0.13853943664830287,0.10910970007493774,0.002710810324840452,,0.02818856193102105
PON2,-0.060041921481983715,0.048299177930789125,-0.009590877538546138,0.025470206107700698,0.1178511643633373,0.003714609180543757,0.02733958864494416,-0.05416926852569385
ICAM5,-0.059872522298735444,-0.025755594240668027,-0.027293501138678462,-0.010320691374395353,-0.030988110172371346,-0.011953849672235286,-0.018227581918120454,0.07936535924034611
HPX,0.06459415569095954,-0.024095400183409225,-0.0030557960098917436,0.19893555998176018,-0.023092573059358232,-0.0029048103786398797,0.006371225182966777,-0.044341544895867994
SFRP2,-0.0334523538160203,,,-0.02136217961773566,-0.012656169681613387,-0.01505922842574377,-0.019003358037606857,-0.037764593041211415
CFC1,,,,0.007570757538383426,,0.035805999642406605,,
CD70,,,,,,-0.021614844182719573,-0.043057610929750086,0.04171460288079774
HP,-0.07332715113085278,0.01658062237853577,-0.0039547965390427505,,0.05432695113932091,-0.009544766156014196,,-0.08032838505917063
CXCL2,-0.06514396123414888,-0.033007389011255606,0.09338551134013397,0.04669659366162078,0.01969286115666391,-0.017254787903762062,0.028985736243715535,0.02176496876323676
NPPB,,-0.09801028008059783,,,,-0.01014653296805614,,0.025386543169613696
CCK,-0.07080409701535721,0.04541527917449747,0.009777886609197699,-0.08211263960015297,-0.08200599879187181,-0.018554155012175232,,-0.039661092187228145
