,ZH1007inf,ZH1007nec,ZH916T1
CXCL2,-0.04918396821049975,0.10392768026847433,0.08050440113212684
NPPB,,,-0.023573573723516823
CCK,-0.014362822855492556,,0.09266898673149439
SEMA6A,-0.04626465291647762,0.09075035920693626,0.006555608980558407
IRAK4,-0.05536723757824727,-0.09422725860131996,0.07544900818630004
GSTP1,0.07734170379747736,0.01568208249343129,0.02985415908328821
VCAM1,0.04826529684781377,0.12255709478538583,0.0973760655739268
NXPH3,0.04508431689232483,0.059069826937483,0.07552032920665669
MTMR4,-0.022427036627420474,0.112460161362521,0.014020317730805849
LAMC2,,,-0.026958232935675987
IL10,0.06885990465738596,-0.05660480863370877,0.005897711530609143
SEMA4D,0.0532490692708537,0.0285643843310027,0.07315039383242032
TRH,0.09049135152754176,-0.08036943235545548,-0.010264909025307896
SEMA6D,-0.068031029632587,0.06375483022956244,0.07923999091184962
CEL,,-0.030585914863304788,0.04808496971111172
PDCD1LG2,-0.03968171246354365,0.015162019728998489,0.0715774514100023
SPINT1,0.02532062879257513,-0.024440008874673163,0.030489403585126706
CTHRC1,-0.0016581948899696416,0.031198474630478763,0.01877569441550654
PODXL,-0.011484364009708524,-0.006838269073470837,-0.03198005107079676
JAM3,-0.012507954614705922,0.045954502304968364,-0.027934208811273824
TGFB2,-0.031517488248947574,0.01705972319247225,-0.01599721569257694
COL18A1,-0.0374459250474919,-0.13113492819178982,-0.04744343251078781
NODAL,-0.025575749739816012,-0.04284022111317551,-1.6671306087680535e-05
INHBB,-0.03991798883729349,-0.05168345007544611,0.06709370725145726
LCN1,-0.04513549774142644,,-0.011208012888000298
ARF4,0.007379336339605641,-0.024432320471044405,-0.074288384994265
CXCL14,0.056882261171750964,0.011715995753009778,0.007265832041685231
LIF,0.05254678197599491,0.03894211120087941,-0.025595475241561947
IL17B,0.022507297497124965,-0.05432231896714038,-0.03538945791402966
MMP1,0.019688053540391246,-0.08750544635697612,0.024608953273716525
MATN1,,,0.03262287986466909
ADAM28,0.019667334622958926,-0.09937247432903885,0.09943967189739344
TCN2,-0.04712905460625505,-0.0012424485943873123,0.025660506747987612
THPO,,-0.05223431740587576,0.03942047245771708
CUBN,0.03481247012757702,-0.033354071793270365,0.06517997170827952
TIMP3,0.008546711140558418,-0.097799228793355,0.0063158231042235
PIGF,-0.0034137451140664934,0.09757965275650674,0.0637603131837438
CRH,,,0.049180523644133535
BDNF,-0.023367759349830066,-0.06602273008363581,0.07440894618427171
CCL5,0.04577012932560453,0.007285628214547498,0.02409897115372115
GAD1,-0.058445771724216306,-0.03261322341927402,0.015604465997375186
COL14A1,0.06921071686467911,-0.03027472433475878,0.04917456020694863
HLA-A,0.04798803048651332,-0.016884449504359224,-0.07642988944138403
FGF18,,,-0.02640398556731275
ADM,-0.08399279942438004,0.041200083714564885,-0.016142529838510215
CCL15,-0.03416297066493228,,-0.022900174632703205
GNAI2,-0.08723964331740366,0.07652163292645822,-0.05823026759381345
HDC,,,0.08057673178561611
COL11A1,0.036144849699714494,0.09240943963892553,-0.014642442648210798
NUCB2,-0.006050749053578724,0.07167811853019755,-0.01421178792323756
CXCL1,0.04815876140372774,-0.0392123402283759,0.07731758404421551
VCAN,-0.09306747789192933,-0.09627099328512066,-0.09716873012333224
MMP7,0.02383747395348602,0.01418544085393678,-0.04735217848233891
PTPN6,-0.011649788011368031,0.11993937531642275,0.08536043479529849
PTGS2,0.02995908614876444,-0.02307281701794189,0.01686312055677727
CD58,0.01098726714250345,-0.025870581606315734,0.058631065535383074
TNFSF14,-0.04354189580182381,-0.05062384645775921,0.001045091349139884
CNTN4,-0.040626806066642915,,-0.017880154110344867
INSL3,,,-0.005618198410720871
BTLA,,,-0.0028155045933824295
MFNG,-0.03324906658370526,-0.026468703473783422,0.025266202860749893
ICAM1,0.04565493197978821,0.18740247489984097,0.047185751455420887
PROS1,0.020649399174595424,-0.010659918479135685,0.029110429074506408
CLCF1,-0.02121171736681018,-0.048689180510101265,0.05150112843172137
PSAP,-0.038818403602527446,0.005253683264500947,0.05252473737209117
EFEMP1,-0.011414062050523517,0.09177490358677133,-0.013229966305066553
C1QTNF1,-0.06872455211927897,0.07501316725674813,-0.03366227410830844
ALB,0.05076400690536572,-0.05832259669226171,0.07101405030300766
EFNA3,-0.02698723245499969,0.011959359451297726,0.027281609776684913
DRAXIN,0.06926915366579198,0.11970547805790298,0.07281920875237034
NPTX2,0.08850058307518989,0.10276630009715124,-0.09103047854715245
FGF11,0.08184726553638635,-0.0009064541951370071,0.06273030388838899
CD59,-0.014396821020830272,0.013420111918865803,-0.02487588425907429
COL9A2,-0.06502336350277967,0.04710301248673595,0.11457525774776808
DLL3,-0.01279915810471045,0.014651571225832927,0.06647673175465374
FGF5,,,-0.023313292305276935
LIN7C,0.004497019523474979,0.0247185358165275,-0.0012590262028802967
GDF7,,,0.0435483291786107
PSPN,-0.0010305529273990192,0.0777399953078026,0.13947183878223465
ANGPT1,0.056334535737485446,-0.07798917920995792,0.009365975769524073
PNOC,,,0.058619699150721356
L1CAM,-0.05318872064447693,0.10770167576323889,-0.017358427114524864
APOA1,0.05480221785827055,0.0321466159426729,0.19107102894436764
PSEN1,-0.00396863230792861,0.055510521336134676,-0.023330441433382736
CALM2,0.019798567487508176,0.017702938032340212,0.02483219356225457
CLEC2B,-0.013329506660075407,0.17671101453343616,0.05106970075673654
NTNG1,-0.0827258134370753,-0.013644034434529807,0.07246641612064274
LRIG1,-0.10161082553484045,0.1180509081594428,0.09364131764159907
CPAMD8,-0.03658757144925352,,0.030870559348962493
GHRL,-0.032438480116125774,-0.01915612302088963,0.02454622092708541
NPY,-0.04272636036886232,0.02423635423252427,-0.019218345316349604
MMP2,0.033570076051253867,0.033954132865047,-0.0006137879211853787
PPY,,,-0.027462518653433708
ALKAL2,-0.0454125312180823,-0.01136470471502556,0.03430716332193673
CSF1,0.05732006892092001,0.1165344000983827,0.017204879431033188
SEMA4C,0.024316872551712786,-0.012607776706707131,0.08560333386563634
BMP8A,,,0.002487793763929742
ICAM2,-0.060618603184725145,-0.056207587940358565,0.008442555201496983
SYTL3,0.04676550579159455,-0.049633684904908555,0.03320971763852541
IL1A,-0.04146167943814147,0.042480387197470194,0.014106868515495152
HLA-G,,0.1294224832955789,
PGF,0.0797958110465227,-0.1550877840043333,0.0014447857570351087
LGALS8,-0.025934025550003296,0.053832189271282395,-0.022758393324565373
DKK3,-0.010266628324311855,-0.15100199528284264,0.11044407533333846
COL16A1,0.06847933886046545,-0.028304948039702713,0.0679721635600169
TPH1,,-0.06072093455262641,0.01817486995857401
TNC,-0.01138653085167614,0.10455075333748932,-0.003788966932214124
TNFSF9,,,-0.005682769536083935
C4A,,-0.010897937838009781,-0.03789922632262167
CNTN2,-0.01079952707007365,0.047283586775253954,-0.05159279271308943
LUM,-0.005687098859664036,-0.08969941298600045,-0.020894803098361954
BTC,,,-0.006611874332407641
APOC1,0.04898114427484048,-0.09951323484325278,0.13607069514085762
PKM,0.01278357548400081,0.14729469378446733,-0.035447771983064306
TNF,-0.03724235566595585,-0.004101008913768874,0.13230986509503273
GNAS,-0.04138236289972852,-0.027928063139353622,-0.015559719489565188
BMP8B,0.05613751160199522,-0.009363480416672041,0.032802211016567516
LIPH,,0.04797154223712223,0.009728939415415982
CCL28,,0.012490297171503413,0.036031476704032346
PTPN11,-0.035787994189921256,-0.032280986113628125,-0.05088432463018906
ADAM12,-0.036944857761352506,-0.04757082414192695,-0.035949303161697664
EPO,,,0.014150765007903049
EDN3,,,0.016883414223510775
CCL22,,,0.023149535822912844
CCL2,-0.008912228335587984,0.10257919230505255,-0.008825013692826738
DSCAM,-0.071806303753339,-0.0900137203841423,0.0566113803692417
ANG,-0.0045819167558283705,0.041055407198738826,0.09208397166452888
FBLN2,0.05063538724805011,0.026057229785591066,0.04292990912628411
VTN,0.019071887871715296,0.013047339164102539,0.06191393727722097
VEGFA,0.050996600625299794,0.03781018793149207,-0.11945013468708134
F10,-0.03365922843603032,,-0.04102866141118432
SERPINA1,-0.0070773361782296325,0.11983908588104006,0.038041111585892844
VWF,-0.11189561373933836,-0.10485839327215146,-0.03251082690252404
VASP,0.03020145548398058,-0.015004743438988168,0.018277989479382726
ADAM15,-0.04320058345760795,0.09336839747721785,0.011012910067202933
WNT2,,-0.006846915224300276,0.0288184330005596
OLFM2,0.01697089879893712,0.02027231647483212,0.0733166277682379
MFAP2,0.010707034548899657,-0.11583552729236457,0.040392431246981754
HLA-C,-0.04952177803848707,-0.04242298842732841,0.07148487481789267
THBS1,0.027815858019954138,-0.027334211840865805,-0.1235877640338647
HSPA4,-0.026503102630168467,-0.006050759903768686,-0.03161063293607586
LMAN1,-0.03478365809160296,0.06878526391098651,-0.07809475709951473
LYPD3,0.007263577337209072,-0.05170199435186706,-0.004078394670510692
APOE,-0.055531747586547046,-0.05977036101994361,0.12150084443057213
SOSTDC1,,,-0.038754702041001586
ANXA1,0.00013261164018283977,0.006644180620592378,0.012379033795276651
WNT2B,0.041859588046665355,0.12717728789228588,0.06610666948360397
AMH,,,0.03526457603261642
GDF10,0.06795525758398341,0.08709828964888497,0.0007866952500202804
EFNB3,0.05044723573426303,-0.004419123268175479,0.12134989133770394
LTB,-0.06822925936240838,-0.0564363047872929,0.04103459549125186
ANGPT2,-0.02818266491032577,-0.10901741968202576,-0.008507403519571053
ADAM17,0.013589560161851614,-0.08495447450793646,-0.0151757412774717
LRPAP1,0.007980459326046874,0.10537339995309249,0.05755409247681631
NID1,0.05348820843814019,-0.13981154638276336,-0.05037224643942297
MST1,0.054675201180759844,0.07652569678678826,0.09948380476506112
IL13,,-0.04183369486335166,
DCN,-0.0458775960661008,-0.07991731045992348,0.004256588953096576
IGFL2,,,-0.018041589365213835
COL7A1,-0.027539748818849377,0.057447482148468704,0.07849565001759508
CALR,-0.09405534507943468,0.049375048432648734,-0.04349824248477722
PIGA,0.06675472751482521,0.06068676222900905,0.03925898010801999
CD200,0.021877135399525845,0.06700240865469247,0.10874278286587678
GRP,0.0030822065745080853,,0.003936550289825871
CDH1,0.02261480731120223,0.09841441586348765,0.037533794240191244
LPL,-0.008961514828760175,0.08321678888006735,0.02212166928468184
SEMA5A,-0.03393764534357836,-0.014809195708292325,-0.005459484636759839
SEMA7A,0.00596172400597439,-0.006517534833804846,0.0015208339734582262
SEMA4G,-0.033076556403852195,0.023664816017318284,0.019919719336968674
SEMA3B,-0.024159519175244983,0.010272818133637625,0.061522013534832366
RPH3A,0.006174661058648321,0.008480423379563635,-0.05588284516046752
JAG2,0.021232678663857724,-0.0812496308048344,0.03378301552873125
CGN,-0.04054125787829011,-0.08138392081805713,0.12347501709461184
GDF15,0.07525814488571644,0.0848779269637527,0.12075592348539464
SEMA4F,0.012977348356757287,-0.008597529794651044,-0.03257241176559743
NXPH1,0.07915617737244854,0.054792920439394065,0.051631123511468834
ARF1,-0.029219894591257452,0.03516456776593021,-0.04374994106505959
DSC3,,,0.01281707430010102
EBI3,-0.08848006281440933,0.05115180588016515,0.10072656940542941
TIMP1,0.0278138068460263,0.12485010372798243,-0.04542060333229641
SEMA3C,0.038563005640057775,-0.07453153167239639,0.001064103955226479
GNRH2,,,0.00790340980823728
GAS6,0.01240794155698711,-0.031172250620525463,0.04531707023991949
MEPE,-0.01641165253521724,,-0.006357877292791375
SERPINE1,0.01938295714728348,-0.005180339956479646,-0.07667492185784154
RSPO2,,,0.07964761369567136
SHBG,-0.03416297066493228,0.07287460696463739,-0.04872229217401553
LGALS3BP,0.010110933041154844,0.049609244649552076,0.08454614281673214
LAMB1,-0.02649711305648288,-0.08433296778467765,0.0002150805162803178
SPTBN2,0.09643396579253484,0.0696087549717725,0.012345796269320928
COL1A2,-0.03760139597057768,-0.12467574362559258,-0.08320805027660307
DEFB1,,,-0.015055472686972396
CEACAM16,,-0.0036514245490630224,
WNT11,,,0.010505268229256974
LGALS1,0.11513862984396743,0.0421197006544398,-0.07016367735708276
BCAN,0.014865525120072033,-0.07769966919455615,0.07754576017249823
ANOS1,-0.0765746653129632,0.034363283757471434,0.039897729834113015
EDA,0.0005851667967712252,-0.05584800117173849,-0.018559664221784757
FGF22,,,0.015621672510610753
SHANK1,,,0.02199005593206043
RAET1G,,,0.07324833199841739
TGFB1,0.059593126472451796,-0.13218646212780805,-0.011526304146945849
MSTN,-0.033148632082108685,0.00020779874888567825,-0.02521804488966582
WNT4,0.09912181019011292,,0.04199071647577288
TNFSF4,-0.04706373701904001,0.009932189569886745,0.134138551128418
NTN1,-0.026010986173211428,-0.020794932391942442,0.09692718643628774
CXCL12,-0.005380365000675702,0.04478772773503716,-0.023924600412843982
GNRH1,0.10702232492972492,0.07481962801506852,0.10497990755644036
RIMS1,-0.0463004167943763,,-0.023790352309273073
FGF14,0.05049445384170928,-0.02281007809259552,0.024829803954762714
IGF1,0.012149463018787896,-0.04473904536786449,-0.008052648996894899
TNFSF10,0.00029714203575772547,0.011945891171046875,0.08805207231711626
GDF5,,,0.058328647707036364
RGMA,0.01950949308091116,-0.025694740677228028,0.0451775391176512
WNT16,,,0.017982460435313017
CX3CL1,0.08351674284590585,-0.05140668919076923,0.0789141183756525
FGF1,-0.019365904259864338,-0.055661553201403244,0.06452911237207175
ALOX5AP,0.039834967817609666,0.05520026921984764,0.045867792481746814
IL1RN,,0.010598444786394242,0.023252354300926724
NPW,-0.04231360708155201,-0.037842612043710436,0.05583753496960578
CXCL9,-0.02324082016785038,,0.01843524887751504
ANGPTL4,0.077987050157386,-0.0023842086198276303,-0.037932031306995115
UCN2,,-0.046110136262623065,
OBP2A,-0.0022491942160804946,-0.07918437721705385,0.005116927744223102
COL4A3,,,0.008288969717535207
NRG3,0.015010345058260786,,0.1358474330920848
IL23A,0.07199490516177386,-0.05007786479673038,-0.026887976987295076
COLQ,0.07206356139540825,0.03474935161277086,0.07453217154579916
TNFSF12,0.09519568127243003,0.09885781755855073,0.07527069093251071
DKK2,,,-0.006387604516722903
FYN,-0.021222072304792998,0.011301658832027446,0.038757093074264004
ACE,-0.045811448435501834,-0.09728805556939141,0.009563794863166651
IL18,0.034580301124492396,-0.022422678539943605,0.0532592676294802
CCL27,-0.03658757625198027,0.08036467345430774,-0.022473435135877417
SERPING1,0.0557911395736022,-0.017428626688117146,0.004771249893085329
AZGP1,0.06638194292055528,0.07417741398537224,0.0649029111018406
INHA,,0.061685166844704584,0.04578575406948534
SEMA3G,0.0005910481839669057,0.03543425913921507,-0.003224128803559685
COL6A1,-0.014177694955351632,0.0647334156943536,-0.09211262302728941
FGF17,,,-0.024868809367586116
TNFSF8,-0.011724313850287646,-0.05223432911767046,0.045296993796279945
FGF20,-0.031571862493972085,,0.19208555266044322
ICAM3,0.0022033681972892785,0.03185788307562054,0.037745932438802046
LAMA4,-0.04262971165079466,-0.09069174520396027,-0.01988688396332313
DLL4,0.000885959540462777,-0.0750307325213753,0.028722929034665015
SEMA3A,-0.0009278011677908557,0.021908772855568928,0.02028065109227478
RLN2,,-0.055847935567432415,0.0427181163003749
C5,0.07621946957924813,-0.03913851204342959,0.10592496981425496
COMP,,,-0.023211662146317747
C1QA,-0.0994064933894232,0.025919209238561298,0.013933195292649128
UTS2B,,,-0.03058128085457356
COL9A3,0.08782647083277675,-0.033486020051385984,0.09057658303762275
DLK1,0.024967603602258623,0.08885027844201798,
HGF,0.02511000579955741,0.011296522932001169,0.022445361745430114
P4HB,0.030455444593248594,-0.047563786718819584,-0.0764037262619724
ADCYAP1,-0.05757594104707704,,0.023464894672948374
GREM1,-0.037659520768134794,-0.03039805276115491,0.06775036235338955
EGF,-0.0331486121405462,-0.022551251546222773,0.09532655052043433
VEGFB,0.007069283852295971,0.11436473173199517,0.05011305898167357
FARP2,0.01765964881521535,0.12440018961618263,0.06226854989933367
LAMA2,0.060460209360473076,0.007737260474674057,-0.028036345736726125
NRG1,-0.032630737128712284,0.005401296851246496,0.031699149522215316
SPINK1,,,-0.04000857651499224
EFEMP2,-0.007443205764527596,0.07651326782698775,0.017208222172621686
SELPLG,-0.02895062964884178,0.026782412340347346,0.11089794375206811
HLA-E,-0.05100177793309019,0.03977190207826654,0.017746218676179933
PTN,0.08377401221859818,0.09028563719419168,0.038468780579274234
CD274,0.049944548943766695,-0.02046791335371774,0.04105031308478643
FGF10,,-0.03629123938011583,
CD14,-0.028732515906204306,0.044298355509326266,0.03797492554683308
SFTPD,0.07132021995952002,0.21436857199672205,0.01580487060882966
SLIT1,-0.028595450332381978,0.001081784674412766,0.07109004212596647
BST1,0.02370350823050026,0.1019548594640322,0.06724113551557452
AGTRAP,0.0660366078796788,0.02348817590242699,0.04229598481026954
LAMC1,0.006832185654214798,-0.09746551878435647,-0.051945719601395456
COL6A3,0.016789941435233564,-0.12292904970437818,-0.0573628084425091
FN1,-0.01064123057086303,-0.18557972611333265,-0.10833486320752124
MIF,0.09690082715930297,0.05821695092568241,0.07022462647528727
JAG1,0.04118911082195406,0.012827837886622824,-0.09815880359737397
NID2,0.014254598867449607,-0.1341156655591785,-0.004940646826011414
EFNB1,-0.03272898523202163,-0.013595684215044077,0.033545357709138954
COL4A2,-0.01967379985539991,-0.15697417919913612,-0.06022419343227808
SPP1,0.0018831473591496626,0.10424901166935004,-0.10285491741383776
PODXL2,-0.02677763213984996,0.003345104893498102,0.08399430432594818
FGF9,,,-0.008850396480505524
ITIH2,,,0.09473026193801255
ADAM10,-0.01656044873295498,0.04718126488250024,-0.08165311693767825
CFH,-0.02397191925879304,-0.10814866386388323,-0.007164964470112253
COL4A5,0.09013563201551951,0.002479292837551803,0.04455426034782345
LTBP3,-0.0024272003443483073,-0.09748420937307176,0.04142315253479801
GNB3,-0.07343372624010949,-0.07041769542921535,0.06615056477636566
COL6A2,0.05680185975509726,0.10732126007570657,-0.07127580835099205
GDF9,0.013349223725892269,-0.015104270461945834,0.00596344399372569
NCAM1,-0.05513142159549057,0.055268743487680475,0.004772684503575671
APOC2,0.06771808734611191,0.09043802817133807,0.1488048171511107
BST2,0.03171075459753327,0.08770420272579782,0.07121720645000251
COL5A1,-0.006070680820428683,0.010925475335946533,-0.04855501208419312
CALM3,0.044497935994751596,0.04698635524756706,0.012137555712899796
THBS2,0.0024856914900186046,0.09057117685406929,-0.034545118046074144
SERPINE2,-0.03784580210780784,-0.07100928351863403,0.05458296992379555
EFNB2,-0.09142865344508322,0.028244071748459363,-0.023448000053491607
MMP9,0.010032431367373982,-0.1286570126358816,-0.07150676532160835
DMP1,0.10301655240521934,,
NPPA,0.0010538534180417314,0.14051241804876718,0.008956523960395767
APOB,,,-0.023573585929489715
C4B,0.13756348948762956,0.06886612815561938,0.005790780702110128
NTNG2,-0.04583519274938956,0.010405500097728749,0.000837103785746441
LAMA1,-0.05555399689279105,,0.09395604230462304
UCN,-0.05353150360223915,0.0015579369228959973,0.1232789947848773
ARTN,,,0.07890722274466319
PDGFD,0.05435267168167887,0.030410117880708364,0.0010791097603129946
EDN1,0.05461509110726238,-0.10349739339217048,0.02378247443205554
ARPC5,-0.046972541218724156,-0.06533653138059162,-0.07062087304525379
GSTO1,-0.008474072271564336,0.0039713246729135235,0.001972202154678367
PROK2,,,0.056148084461252815
SYK,0.002600664052679885,-0.01687868015826259,0.06688143636799065
CD40LG,,,-0.025493238784294898
ST6GAL1,-0.01733335463713053,-0.10050494893689164,0.11328535690038194
WNT3,-0.037518157845390206,-0.01629779566282935,0.009698616544764069
HSP90B1,0.010300960626495353,0.030515894616147798,-0.1218402774769393
ZP3,-0.041927132205871805,-0.03923826627891555,0.07082013272310925
NRG2,0.0049952893841587855,-0.06142372449956905,-0.018606164035190283
MELTF,0.0405281551617329,0.12145108155062566,0.07795540451516488
NLGN1,-0.016189874365148398,0.05527771821241257,0.01784986486929634
SLIT3,0.044887392931719866,-0.022817395221453117,0.04091260716049394
CCL8,-0.04856057595473991,-0.0009502310961706263,0.044156953443590954
S100A4,0.003474179728980125,0.04637187182717509,-0.04866743169851221
TNFSF13B,-0.06366978898439758,0.010712495734811756,0.0576956569342202
HSPG2,0.014253709524362,-0.1260480689456846,-0.015373302476939904
FAM3C,-0.054468423504273354,0.09010853277502805,0.03240399893148967
FLT3LG,0.01573012839080711,0.06941764974102836,0.03238418980679463
A2M,-0.03535739424031891,-0.1170355491882536,-0.0075783659456999
VCL,-0.013989740032759525,-0.05114618107371828,-0.03468589694881146
FGF2,0.016797683015907228,-0.016175539247556818,-0.00185382244986942
AGRP,-0.013690870464528236,-0.06024698688655292,
RNASE2,0.05337458406016702,0.11318854488424139,0.098109410786338
ADM2,,,-0.024229333207622626
GAL,0.005440715895008049,0.13214144316701495,-0.023903578487422014
CXCL6,,,-0.024197554651424716
PDGFC,-0.003967892223088391,0.01042737978404392,0.04163382817530863
COL8A2,0.061745103768955346,0.07723588420186298,0.1114727561320767
SPON2,-0.06283452591245894,-0.15533299030881997,0.006789263208094513
SEMA3D,-0.034162889979827346,,
BMP6,,,0.037838434887006764
TIMP2,-0.06043108851391883,-0.0016656959516806059,-0.006793666324047613
EFNA1,-0.0024837364904343267,0.11733569485390129,-0.00672423790206228
S100A12,,,-0.011114508663856316
TFPI,-0.009504972036930103,-0.11495686205976419,-0.018413182047694078
GPC3,0.08613550833710906,,0.00303761924587842
NMU,0.008098003725592856,0.044312081064858636,0.044814046451910734
SCGB3A2,0.09992547168197088,,0.06192106350068716
LAMB3,-0.028326113111082386,-0.03541547647579231,0.0849136856775017
LGALS9,-0.029737145178131624,-0.06226794866794026,0.1101015860675373
VIM,0.09549470847368308,0.051798393690424556,0.013784732735141844
PLAU,-0.010360571482222655,0.07261447262438651,0.0056178966003924795
TGFB3,-0.00963113708982844,0.0717070646278417,0.010241796891358321
APLN,0.012821991942529231,-0.17229813691334964,-0.06193306466866015
SHANK2,,-0.056349604612935686,0.07227344976016362
LTF,0.009150874914955037,0.02328553654418685,-0.03231836696324592
PYY,,,0.012575170234640335
PENK,0.027715685881248644,,0.05737501718496652
CTF1,-0.05656235560723127,0.12331105163100442,0.08978508645587098
